time,hvac_reaZonEas_V_flow_y
972510,0.2807245049580336
972540,0.2807244208059521
972570,0.2807243376175245
972600,0.2807242553921967
972630,0.28072417412930334
972660,0.28072409382809266
972690,0.2807240144876618
972720,0.28072393610702867
972750,0.28072385868506633
972780,0.28072378222057515
972810,0.28072370671219754
972840,0.2807236321584968
972870,0.2807235585579045
972900,0.2807234859087729
972930,0.28072341420928976
972960,0.2807233434575703
972990,0.2807232736515783
973020,0.2807232047892376
973050,0.28072313686824857
973080,0.2807230698862848
973110,0.2807230038408817
973140,0.2807229387294493
973170,0.28072287454929246
973200,0.2807228112975908
973230,0.28072274897141825
973260,0.28067619809432975
973290,0.2806281827592562
973320,0.28059091243176065
973350,0.28056173014006686
973380,0.2805384327753194
973410,0.28051947948113376
973440,0.28050384115161386
973470,0.28049082960121563
973500,0.2804799693942838
973530,0.28047090646342837
973560,0.2804633662246124
973590,0.28045712301983367
973620,0.280451986665424
973650,0.2804477962575098
973680,0.280444405343334
973710,0.2804416980270995
973740,0.2804395740990297
973770,0.2804379371920873
973800,0.2804367145479033
973830,0.2804358379187487
973860,0.28043523937256903
973890,0.2804348794380037
973920,0.2804347073803153
973950,0.2804346890044475
973980,0.28043479741551547
974010,0.28043499644545217
974040,0.28043526878847413
974070,0.2804355899562378
974100,0.2804359502071089
974130,0.2804363290601717
974160,0.2804367226498637
974190,0.2804371152064739
974220,0.28043750815456153
974250,0.28043788776229756
974280,0.2804382582745927
974310,0.28043861014723437
974340,0.2804389483305335
974370,0.2804392660234162
974400,0.2804395691722959
974430,0.2804398522977696
974460,0.2804401223635463
974490,0.2804403744193084
974520,0.2804406160874308
974550,0.2804408427561759
974580,0.2804410620836403
974610,0.28044126990172547
974640,0.28044147338291464
974670,0.2804416688322202
974700,0.2804418627163639
974730,0.2804420516885516
974760,0.2804422415205591
974790,0.2804424290262068
974820,0.28044261938375514
974850,0.2804428094340221
974880,0.28044300387420235
974910,0.2804431993855313
974940,0.28044340042964316
974970,0.2804436034348099
975000,0.28044381265662316
975030,0.2804440242183941
975060,0.2804442424237038
975090,0.2804444629048693
975120,0.2804446902306342
975150,0.2804449194127317
975180,0.2804451554815699
975210,0.28044539273377633
975240,0.2804456367639186
975270,0.2804458812063736
975300,0.28044613212691455
975330,0.2804463827413551
975360,0.28044663933146746
975390,0.28044689502146813
975420,0.28044715604136305
975450,0.2804474156850352
975480,0.2804476799623654
975510,0.2804479424745201
975540,0.2804482089464605
975570,0.28044847333465117
975600,0.28044874108969964
975630,0.2804490041449012
975660,0.28044926413549826
975690,0.28044951527529816
975720,0.28044976271739575
975750,0.2804500014348347
975780,0.28045023636586963
975810,0.2804504628995519
975840,0.2804506856310844
975870,0.28045090026211866
975900,0.2804511111178929
975930,0.280451314155549
975960,0.28045151349172676
975990,0.28045170527912267
976020,0.28045189349056726
976050,0.2804520744037929
976080,0.2804522519205508
976110,0.2804524223625101
976140,0.2804525896422709
976170,0.28045275003414394
976200,0.2804529075544031
976230,0.2804530583267298
976260,0.2804532065776074
976290,0.2804533481618318
976320,0.28045348763937383
976350,0.28045362046036876
976380,0.2804537516598666
976410,0.280453876131169
976440,0.280453999539111
976470,0.28045411606864246
976500,0.2804542321445374
976530,0.28045434111906337
976560,0.2804544503089601
976590,0.280454552121525
976620,0.28045465480358284
976650,0.28045474990388064
976680,0.28045484633505674
976710,0.2804549352446046
976740,0.2804550255922516
976770,0.2804551088544691
976800,0.2804551932503386
976830,0.28045527138968457
976860,0.2804553499569944
976890,0.28045542346665714
976920,0.28045549632790184
976950,0.28045556567168506
976980,0.2804556329500481
977010,0.28045569856583674
977040,0.28045576039133513
977070,0.28045582269354064
977100,0.28045587920900583
977130,0.280455938581851
977160,0.28045598994401655
977190,0.2804560467325965
977220,0.28045609309942027
977250,0.28045614754687254
977280,0.2804561891572161
977310,0.2804562415209701
977340,0.2804562784806156
977370,0.2804563290094413
977400,0.28045636153049247
977430,0.28045641046778896
977460,0.2804564388038974
977490,0.2804564864044794
977520,0.28045651083117545
977550,0.2804565573433246
977580,0.28045657814271513
977610,0.2804566238075903
977640,0.2804566412670558
977670,0.28045668631586734
977700,0.2804567007221908
977730,0.2804567453776283
977760,0.2804567570167239
977790,0.28045680149580293
977820,0.2804568106525445
977850,0.28045685516844643
977880,0.28045686212668697
977910,0.2804569068902447
977940,0.28045691193331973
977970,0.28045695715431307
978000,0.28045696062197095
978030,0.2804570063574091
978060,0.28045700860101225
978090,0.2804570551968036
978120,0.2804570563650945
978150,0.28045710405484836
978180,0.2804571044404977
978210,0.2804571534392282
978240,0.28045715333056503
978270,0.2804572038576692
978300,0.2804572035448523
978330,0.2804572558244674
978360,0.28045725560289786
978390,0.28045730986501294
978420,0.28045731003752644
978450,0.2804573665196796
978480,0.28045736739925925
978510,0.2804574263489129
978540,0.2804574282619361
978570,0.2804574899394182
978600,0.2804574932295426
978630,0.28045755791167976
978660,0.2804575629441324
978690,0.28045763092842274
978720,0.2804576380948556
978750,0.28045770970437894
978780,0.2804577195204342
978810,0.2804577949309327
978840,0.2804578078498756
978870,0.28045788763987023
978900,0.28045790405685944
978930,0.28045798866795385
978960,0.2804580091371302
978990,0.28045809903954605
979020,0.2804581241553406
979050,0.28045821988500297
979080,0.2804582503139963
979110,0.28045835249617806
979140,0.2804583889986026
979170,0.2804584983611741
979200,0.2804585418022315
979230,0.280458661356423
979260,0.2804587188084034
979290,0.2804588303874
979320,0.2804589059316774
979350,0.28045897592822217
979380,0.2804590164441036
979410,0.2804590303331146
979440,0.2804590155445187
979470,0.28045897011774695
979500,0.2804588939484213
979530,0.28045878683862274
979560,0.280458649803713
979590,0.2804584841627251
979620,0.2804582913388103
979650,0.28045807295101294
979680,0.28045783077217606
979710,0.28045756666262767
979740,0.2804572825330609
979770,0.28045698031161503
979800,0.28045666191105717
979830,0.28045632920140123
979860,0.28045598398761723
979890,0.2804556279917429
979920,0.2804552628386984
979950,0.2804548900455677
979980,0.28045451101375757
980010,0.28045412702372846
980040,0.28045373923261857
980070,0.2804533486715611
980100,0.2804529562509052
980130,0.28045256275932157
980160,0.28045216886927554
980190,0.2804517751420158
980220,0.2804513820479221
980250,0.2804509900120287
980280,0.2804505993972758
980310,0.28045021049186586
980340,0.2804498235121845
980370,0.2804494386089001
980400,0.2804490558734489
980430,0.28044867534615925
980460,0.2804482970185689
980490,0.28044792084977654
980520,0.2804475467557094
980550,0.280447174609879
980580,0.28044680423384655
980610,0.2804464353738751
980640,0.28044606772866204
980670,0.2804457009258299
980700,0.28044533459353055
980730,0.2804449684749273
980760,0.28044460258591325
980790,0.2804442371005984
980820,0.28044387227885836
980850,0.28044350843079235
