time,hvac_reaAhu_V_flow_ret_y
955200,-1.302245010403627e-06
955230,-1.3057113650661822e-06
955260,-1.3091815934388742e-06
955290,-1.3126397395102672e-06
955320,-1.3160981335405962e-06
955350,-1.319549031723219e-06
955380,-1.3230011984331826e-06
955410,-1.3264389158970417e-06
955440,-1.329877662801018e-06
955470,-1.3333209423334893e-06
955500,-1.3367480754813386e-06
955530,-1.3401725682483883e-06
955560,-1.3435919610631748e-06
955590,-1.3470059041853486e-06
955620,-1.350412484827825e-06
955650,-1.3538172386706632e-06
955680,-1.3572067164378126e-06
955710,-1.360599158675886e-06
955740,-1.3639814157286413e-06
955770,-1.3673545685071847e-06
955800,-1.3707229225215495e-06
955830,-1.3740835803587179e-06
955860,-1.3774349640713084e-06
955890,-1.3807823020056306e-06
955920,-1.384123388962505e-06
955950,-1.3874533489634344e-06
955980,-1.3907798654611588e-06
956010,-1.394088854174658e-06
956040,-1.3973996114959966e-06
956070,-1.4006937137666933e-06
956100,-1.4039824379389887e-06
956130,-1.4072567022901119e-06
956160,-1.4105276501974358e-06
956190,-1.413793624453098e-06
956220,-1.4170430830296634e-06
956250,-1.4202824341514967e-06
956280,-1.4235116455064228e-06
956310,-1.4267293112875704e-06
956340,-1.429941101488999e-06
956370,-1.4331460258834446e-06
956400,-1.4363281098575183e-06
956430,-1.4395026311426042e-06
956460,-1.442667423832443e-06
956490,-1.445831012023365e-06
956520,-1.4489639255722859e-06
956550,-1.4521030853078233e-06
956580,-1.455218796032177e-06
956610,-1.4583255759735877e-06
956640,-1.4614193073930035e-06
956670,-1.464502283643469e-06
956700,-1.4675623653969903e-06
956730,-1.470622477928129e-06
956760,-1.4736647343444497e-06
956790,-1.4766929493959643e-06
956820,-1.4797086483084572e-06
956850,-1.4827022480947117e-06
956880,-1.4856910859562646e-06
956910,-1.48866669853705e-06
956940,-1.4916157923778844e-06
956970,-1.4945573985570232e-06
957000,-1.4974864088667448e-06
957030,-1.5003929003989082e-06
957060,-1.5032942779523189e-06
957090,-1.5061765725036515e-06
957120,-1.509032935881702e-06
957150,-1.5118822378536058e-06
957180,-1.5147092923480923e-06
957210,-1.5175239324299085e-06
957240,-1.5203180887755083e-06
957270,-1.5231084558661735e-06
957300,-1.5258651095479776e-06
957330,-1.5286106770653477e-06
957360,-1.531334665788192e-06
957390,-1.5340417427134972e-06
957420,-1.5367417512117845e-06
957450,-1.5394077755850249e-06
957480,-1.54206155675221e-06
957510,-1.5446923747531907e-06
957540,-1.5473069789545514e-06
957570,-1.5499024015674944e-06
957600,-1.552484164644008e-06
957630,-1.5722066522487075e-06
957660,-1.6056852758129759e-06
957690,-1.63476300275953e-06
957720,-1.6627272940273275e-06
957750,-1.6907251883203043e-06
957780,-1.718788730904793e-06
957810,-1.7469226710006782e-06
957840,-1.7751292008855801e-06
957870,-1.8034160097514744e-06
957900,-1.8318100287540348e-06
957930,-1.8603196752868614e-06
957960,-1.8889645840088239e-06
957990,-1.917756556919131e-06
958020,-1.9467093389857178e-06
958050,-1.975823872476954e-06
958080,-2.0051230458232577e-06
958110,-2.0346216801407627e-06
958140,-2.064318871143473e-06
958170,-2.0942297145946906e-06
958200,-2.12436525323564e-06
958230,-2.1547209779767235e-06
958260,-2.185322155337258e-06
958290,-2.2161649041274533e-06
958320,-2.2472464701061206e-06
958350,-2.2785812203747487e-06
958380,-2.3101672953480886e-06
958410,-2.3420062862581705e-06
958440,-2.374097190709185e-06
958470,-2.40643154133664e-06
958500,-2.4390100972778297e-06
958530,-2.47182548037777e-06
958560,-2.5048664303015856e-06
958590,-2.5381168232608243e-06
958620,-2.571563392262685e-06
958650,-2.605189692874181e-06
958680,-2.638974311373901e-06
958710,-2.6728867874544877e-06
958740,-2.7068956938261763e-06
958770,-2.7409730992092324e-06
958800,-2.775070196151246e-06
958830,-2.8091432036210446e-06
958860,-2.8431379475050007e-06
958890,-2.877007124671871e-06
958920,-2.9106896144757858e-06
958950,-2.944097234588388e-06
958980,-2.977166394834459e-06
959010,-3.0098206367388057e-06
959040,-3.0419590793808867e-06
959070,-3.0734854707577217e-06
959100,-3.1040480300762895e-06
959130,-3.1340513002763535e-06
959160,-3.1631420170743933e-06
959190,-3.191098787868038e-06
959220,-3.2156581328701317e-06
959250,-3.2430445332601435e-06
959280,-3.2678536405149944e-06
959310,-3.2906205638897836e-06
959340,-3.3112680053714263e-06
959370,-3.3305245484821085e-06
959400,-3.3483799356385508e-06
959430,-3.367741996476656e-06
959460,-3.3874027891141383e-06
959490,-3.403484752578185e-06
959520,-3.416979990410751e-06
959550,-3.4280528756914263e-06
959580,-3.4366750697323004e-06
959610,-3.4428621690552566e-06
959640,-3.446637041451558e-06
959670,-3.4480180451417933e-06
959700,-3.4470613986735495e-06
959730,-3.443807892011123e-06
959760,-3.4382601589575143e-06
959790,-3.430472448042532e-06
959820,-3.420528883548357e-06
959850,-3.4085123034193333e-06
959880,-3.394538104386035e-06
959910,-3.378696557651836e-06
959940,-3.361128479305973e-06
959970,-3.3419532306198124e-06
960000,-3.321320637202839e-06
960030,-3.2993700382909804e-06
960060,-3.2762663390823666e-06
960090,-3.252174922927371e-06
960120,-3.2272585964257176e-06
960150,-3.201693428477329e-06
960180,-3.1756563790446774e-06
960210,-3.149311695804311e-06
960240,-3.1228462691313566e-06
960270,-3.096416877069394e-06
960300,-3.070192744524393e-06
960330,-3.044322186984418e-06
960360,-3.018952690275394e-06
960390,-2.994237804112231e-06
960420,-2.970287001962013e-06
960450,-2.9472208559453657e-06
960480,-2.9251501676464426e-06
960510,-2.904148920974147e-06
960540,-2.8843069768526432e-06
960570,-2.8656876297992356e-06
960600,-2.848336918013468e-06
960630,-2.8322919159722553e-06
960660,-2.8175797910219716e-06
960690,-2.8042090719216974e-06
960720,-2.7921895471335305e-06
960750,-2.7815020588378473e-06
960780,-2.772125725983848e-06
960810,-2.764031316021588e-06
960840,-2.757184422387759e-06
960870,-2.7515260763268353e-06
960900,-2.747001962370757e-06
960930,-2.7435478144006175e-06
960960,-2.7410788959960033e-06
960990,-2.7395244164658552e-06
961020,-2.7387843196668605e-06
961050,-2.738766641683874e-06
961080,-2.7393597103480553e-06
961110,-2.7404518530015395e-06
961140,-2.741914176852921e-06
961170,-2.7436202697462056e-06
961200,-2.7454200729256355e-06
961230,-2.7266790834232837e-06
961260,-2.691752028586119e-06
961290,-2.662145059713682e-06
961320,-2.63344931314118e-06
961350,-2.604315489270738e-06
961380,-2.574590208525286e-06
961410,-2.5441886383274564e-06
961440,-2.513006136590623e-06
961470,-2.480936705110645e-06
961500,-2.447870540320383e-06
961530,-2.4137045279324705e-06
961560,-2.3783478843115644e-06
961590,-2.341710520636912e-06
961620,-2.303723269627014e-06
961650,-2.2643278246647068e-06
961680,-2.2234256453654705e-06
961710,-2.180988818365218e-06
961740,-2.1369816976415208e-06
961770,-2.091359440585824e-06
961800,-2.044113093839465e-06
961830,-1.995247931267526e-06
961860,-1.9447525458652066e-06
961890,-1.892679708677401e-06
961920,-1.8390487700792558e-06
961950,-1.7839352571314283e-06
961980,-1.7274075322584562e-06
962010,-1.6695484323961332e-06
962040,-1.6104762015231363e-06
962070,-1.5503109079237264e-06
962100,-1.4891895116765524e-06
962130,-1.4272677679131627e-06
962160,-1.364716432302115e-06
962190,-1.3017028179957308e-06
962220,-1.2384381171721797e-06
962250,-1.1750996450456062e-06
962280,-1.111903867080626e-06
962310,-1.0490553916121576e-06
962340,-9.867696491407338e-07
962370,-9.252725548331064e-07
962400,-8.647530378283124e-07
962430,-8.054412318154978e-07
962460,-7.475287881175564e-07
962490,-6.912217876702956e-07
962520,-6.367075484796977e-07
962550,-5.841723628964052e-07
962580,-5.337688681270795e-07
962610,-4.856662809033917e-07
962640,-4.39927366200683e-07
962670,-3.966994898942822e-07
962700,-3.561087674462149e-07
962730,-3.182740634548814e-07
962760,-2.833075914737354e-07
962790,-2.512946933974421e-07
962820,-2.2233115012239382e-07
962850,-1.9645571944285925e-07
962880,-1.7374321098025052e-07
962910,-1.5422064271763693e-07
962940,-1.379334445261804e-07
962970,-1.2487198301482265e-07
963000,-1.1505053598552136e-07
963030,-1.0427206804923098e-07
963060,-9.303764994420797e-08
963090,-8.546182136653487e-08
963120,-8.045105912271329e-08
963150,-7.771579718529061e-08
963180,-7.714801981987561e-08
963210,-7.862170986453926e-08
963240,-8.200129831903429e-08
963270,-8.71811553474037e-08
963300,-9.400944893352327e-08
963330,-1.0238404235762163e-07
963360,-1.121857788148383e-07
963390,-1.233096435833948e-07
963420,-1.3563991351511598e-07
963450,-1.4909299206066682e-07
963480,-1.6358222231429562e-07
963510,-1.7901614528666993e-07
963540,-1.95324124327886e-07
963570,-2.1243516633104388e-07
963600,-2.302965971832283e-07
963630,-2.48855183448663e-07
963660,-2.6805748865874575e-07
963690,-2.8785444488441235e-07
963720,-3.08221665148074e-07
963750,-3.291222532782307e-07
963780,-3.5053473000212357e-07
963810,-3.724223061857454e-07
963840,-3.947821028657043e-07
963870,-4.175831809577836e-07
963900,-4.4082695967165683e-07
963930,-4.6449638186073096e-07
963960,-4.885949645989499e-07
963990,-5.131123090303822e-07
964020,-5.38049570564952e-07
964050,-5.63408118443233e-07
964080,-5.891905051169864e-07
964110,-6.154104812840728e-07
964140,-6.420689141312379e-07
964170,-6.691777074145502e-07
964200,-6.96748414898401e-07
964230,-7.247938662824771e-07
964260,-7.533349951142272e-07
964290,-7.823803688742699e-07
964320,-8.11951076085954e-07
964350,-8.420627760994474e-07
964380,-8.727462714077058e-07
964410,-9.040080190435232e-07
964440,-9.358844917182029e-07
964470,-9.684205547114712e-07
964500,-1.0015735585909028e-06
964530,-1.0354507823063945e-06
964560,-1.0700447355135028e-06
964590,-1.1053951975364042e-06
964620,-1.1415425948041595e-06
964650,-1.1785095743760742e-06
964680,-1.2163419831996055e-06
964710,-1.2550825788813934e-06
964740,-1.2947778298234465e-06
964770,-1.3354613026870877e-06
964800,-1.377182173217258e-06
964830,-1.4003017744177594e-06
964860,-1.4074074728126776e-06
964890,-1.4190695556487081e-06
964920,-1.4319023174506692e-06
964950,-1.4446017707102648e-06
964980,-1.4571075350048276e-06
965010,-1.4694759416756137e-06
965040,-1.4816956426045765e-06
965070,-1.4937681256867505e-06
965100,-1.5056929989313894e-06
965130,-1.5174745033614125e-06
965160,-1.5291033295236792e-06
965190,-1.540588444469152e-06
965220,-1.5519222638857986e-06
965250,-1.563101443809148e-06
965280,-1.5741279527932782e-06
965310,-1.584999796398828e-06
965340,-1.5957021539195626e-06
965370,-1.6062611569932237e-06
965400,-1.6166493489549716e-06
965430,-1.626878190117969e-06
965460,-1.6369508509433403e-06
965490,-1.646850885554084e-06
965520,-1.6565748174331025e-06
965550,-1.6661387601184555e-06
965580,-1.6755175719326174e-06
965610,-1.6847259725644303e-06
965640,-1.6937598712321616e-06
965670,-1.7026191074081513e-06
965700,-1.7112885493682737e-06
965730,-1.7197766281903198e-06
965760,-1.7280765761402616e-06
965790,-1.7361884039615007e-06
965820,-1.7441095694233336e-06
965850,-1.7518362235058116e-06
965880,-1.7593615925874934e-06
965910,-1.766687548472269e-06
965940,-1.7738180392865093e-06
965970,-1.7807430810249856e-06
966000,-1.7874600272605414e-06
966030,-1.793955496862506e-06
966060,-1.8002423986921587e-06
966090,-1.806319644148815e-06
966120,-1.8121690775122698e-06
966150,-1.8178019801330136e-06
966180,-1.8232056427506856e-06
966210,-1.8283845671630576e-06
966240,-1.8333296332445146e-06
966270,-1.8380462348704985e-06
966300,-1.8425231255998533e-06
966330,-1.8467504781920569e-06
966360,-1.8507466887792816e-06
966390,-1.8544848648441096e-06
966420,-1.857978518198603e-06
966450,-1.8612190420343577e-06
966480,-1.8642066636001891e-06
966510,-1.8669221545094488e-06
966540,-1.8693970729337401e-06
966570,-1.8715931849652197e-06
966600,-1.8735107206795047e-06
966630,-1.8751737979410438e-06
966660,-1.8765518334311205e-06
966690,-1.8776583616369926e-06
966720,-1.8784840634546007e-06
966750,-1.8790228903097955e-06
966780,-1.8792724315872632e-06
966810,-1.8792303747224763e-06
966840,-1.878896940376076e-06
966870,-1.878270288900382e-06
966900,-1.8773425834431683e-06
966930,-1.8761025129140065e-06
966960,-1.874564900167791e-06
966990,-1.8727192582827066e-06
967020,-1.8705604677923925e-06
967050,-1.8680880207381087e-06
967080,-1.8652907875736163e-06
967110,-1.8621801130642734e-06
967140,-1.8587461887351834e-06
967170,-1.8549822386096646e-06
967200,-1.850888630040792e-06
967230,-1.8464683542887514e-06
967260,-1.8417104260252289e-06
967290,-1.8366175467409127e-06
967320,-1.8311826017840681e-06
967350,-1.8254049778728205e-06
967380,-1.819287303693221e-06
967410,-1.812817624082163e-06
967440,-1.806005864443314e-06
967470,-1.7988345619117428e-06
967500,-1.791311743331553e-06
967530,-1.7834287407838771e-06
967560,-1.7751999055718238e-06
967590,-1.7665986935556945e-06
967620,-1.7576440872821774e-06
967650,-1.7483208626932428e-06
967680,-1.7386231574433834e-06
967710,-1.7285748710471895e-06
967740,-1.718145613087553e-06
967770,-1.7073573178100712e-06
967800,-1.6961782110590128e-06
967830,-1.68464059106567e-06
967860,-1.672721459899344e-06
967890,-1.660431216890776e-06
967920,-1.6477592914707156e-06
967950,-1.6347110813859413e-06
967980,-1.6212814034428856e-06
968010,-1.6074710910553097e-06
968040,-1.5932758207392715e-06
968070,-1.5787177228908476e-06
968100,-1.56375683710717e-06
968130,-1.5484258849686768e-06
968160,-1.5327051483307708e-06
968190,-1.5166043348887257e-06
968220,-1.5001156974391962e-06
968250,-1.4832556843068485e-06
968280,-1.466005917801982e-06
968310,-1.448374961831797e-06
968340,-1.4303682686718286e-06
968370,-1.411979193853884e-06
968400,-1.3932103635891092e-06
968430,-1.3792905468035616e-06
968460,-1.369729715427335e-06
968490,-1.3590780720208886e-06
968520,-1.348169824568538e-06
968550,-1.337352924347669e-06
968580,-1.326647715583444e-06
968610,-1.3160538413529647e-06
968640,-1.3055622420892174e-06
968670,-1.2951754655867183e-06
968700,-1.2849049815676475e-06
968730,-1.2747409200340559e-06
968760,-1.2646881789377299e-06
968790,-1.254750625944795e-06
968820,-1.2449289163886998e-06
968850,-1.2352222140668328e-06
968880,-1.2256327480629423e-06
968910,-1.2161577819870042e-06
968940,-1.2068132487773516e-06
968970,-1.1975835837287895e-06
969000,-1.1884779020334906e-06
969030,-1.1794941442697193e-06
969060,-1.17063841903605e-06
969090,-1.1619026318325112e-06
969120,-1.1533002033241773e-06
969150,-1.1448202261415495e-06
969180,-1.1364688557465175e-06
969210,-1.12825175359411e-06
969240,-1.120168579115689e-06
969270,-1.1122073318164635e-06
969300,-1.1043906980388675e-06
969330,-1.096701399248696e-06
969360,-1.0891495827458205e-06
969390,-1.081727034284063e-06
969420,-1.0744498383765034e-06
969450,-1.0673043690524025e-06
969480,-1.0602995756062466e-06
969510,-1.053433038396881e-06
969540,-1.0467059913120741e-06
969570,-1.040122603764062e-06
969600,-1.0336733271191454e-06
969630,-1.027371141873948e-06
969660,-1.0211997433008088e-06
969690,-1.0151865049844283e-06
969720,-1.009307324801992e-06
969750,-1.0035735692949317e-06
969780,-9.979946353385637e-07
969810,-9.925498077444375e-07
969840,-9.872521386652587e-07
969870,-9.821019323349008e-07
969900,-9.77096305653215e-07
969930,-9.72242468316953e-07
969960,-9.675303536269936e-07
969990,-9.629735798405173e-07
970020,-9.585593242601207e-07
970050,-9.543030039258709e-07
970080,-9.501863236328139e-07
970110,-9.46222784462113e-07
970140,-9.424116136917532e-07
970170,-9.387560972458553e-07
970200,-9.352405831661847e-07
970230,-9.317876374001187e-07
970260,-9.287048504587152e-07
970290,2.616460567283437
970320,3.5143472461949026
970350,3.7681442183798683
970380,3.816626667215892
970410,3.8073530874836536
970440,3.7823495314878097
970470,3.753116426823327
970500,3.722769112880205
970530,3.692158553786451
970560,3.661518575083703
970590,3.630914752816087
970620,3.6003674125857708
970650,3.569884020473125
970680,3.5347176598972077
970710,2.8548127636362963
970740,2.5972411475959714
970770,2.4846988500589178
970800,2.432923388216986
970830,2.399188653234863
970860,2.3247685748478903
970890,2.248743338993802
970920,2.2053184359119875
970950,2.173962648451501
970980,2.146137169676889
971010,2.1193615879987573
971040,2.092968231867361
971070,2.066775961371387
971100,2.0407454488427974
971130,2.0148728789263033
971160,1.989729826541733
971190,2.0262760797081243
971220,2.0392054412452354
971250,2.026250683208976
971280,2.0048857729117624
971310,1.9812953867674055
971340,1.9572876859101431
971370,1.933381666073344
971400,1.9097445179770944
971430,1.8864469922821017
971460,1.8635361904032022
971490,1.8411198019396788
971520,1.8194660586727531
971550,1.7982874410289038
971580,1.7776285610984466
971610,1.8701295098504764
971640,2.1552961615452904
971670,2.2596381919564514
971700,2.279966005650624
971730,2.274400977111535
971760,2.2617626407744824
971790,2.2508804974183527
971820,2.2482381876240383
971850,2.2473175732377446
971880,2.2470072715334206
971910,2.2469088679424187
971940,2.2468841353896436
971970,2.246884602738963
972000,2.2468933974235075
972030,2.2469049132032333
972060,2.246917405984911
972090,2.2469301464379083
972120,2.2469428923914707
972150,2.2469555603418034
972180,2.246968115992251
972210,2.246980551699314
972240,2.2469928611101357
972270,2.2470050445201606
972300,2.247017102483169
972330,2.247029032262502
972360,2.2470408351653237
972390,2.2470525110243003
972420,2.247064059491515
972450,2.2470754807688347
972480,2.2470867748782166
972510,2.2470979418590233
972540,2.247108981762451
972570,2.2471198946556057
972600,2.2471306806207076
972630,2.2471413397495548
972660,2.24715187215433
972690,2.2471622779603573
972720,2.247172557304906
972750,2.2471827103433077
972780,2.247192737242696
972810,2.2472026381894077
972840,2.247212413380674
972870,2.2472220630296884
972900,2.247231587363265
972930,2.247240986627355
972960,2.2472502610777148
972990,2.24725941098888
973020,2.247268436645716
973050,2.2472773383546105
973080,2.2472861164313507
973110,2.2472947712092712
973140,2.2473033030365963
973170,2.247311712275008
973200,2.247319999303297
973230,2.2473281645148684
973260,2.245872671194445
973290,2.244539071494308
973320,2.243495111357296
973350,2.242674471838545
973380,2.2420189775912385
973410,2.241486380315747
973440,2.2410479525622935
973470,2.2406843147762947
973500,2.240381968220139
973530,2.2401307771405734
973560,2.239922870127981
973590,2.239751824026216
973620,2.2396120796549774
973650,2.2394989316301634
973680,2.239408295632949
973710,2.239336829516911
973740,2.2392816072010007
973770,2.2392399324382803
973800,2.239209822182722
973830,2.2391890233751988
973860,2.2391760430246523
973890,2.239169378964263
973920,2.2391680530671185
973950,2.239171265381752
973980,2.2391765348629504
974010,2.239185069544346
974040,2.2391950991769396
974070,2.239206858499921
974100,2.239218872903183
974130,2.23923190697411
974160,2.239244660130844
974190,2.2392577687561066
974220,2.239270163951903
974250,2.2392825918536157
974280,2.23929419075676
974310,2.2393054939792703
974340,2.239315998066316
974370,2.239326055606295
974400,2.239335374570709
974430,2.239344214533613
974460,2.2393524073451325
974490,2.2393601504156675
974520,2.2393673623023065
974550,2.239374184026693
974580,2.2393805982794155
974610,2.239386698772365
974640,2.2393925075333323
974670,2.239398085594517
974700,2.239403472662012
974730,2.239408708808645
974760,2.239413837986256
974790,2.239418885826907
974820,2.239423893916231
974850,2.23942887679048
974880,2.2394338710928143
974910,2.2394388816781117
974940,2.2394439419510173
974970,2.2394490402353187
975000,2.2394542188345126
975030,2.239459447266301
975060,2.2394647693334973
975090,2.239470146151391
975120,2.239475621072899
975150,2.239481147268652
975180,2.2394867698325984
975210,2.2394924341521776
975240,2.239498188377593
975270,2.2395039714660205
975300,2.2395098342138353
975330,2.2395157119605917
975360,2.2395216563937206
975390,2.2395276024954716
975420,2.2395336010571234
975450,2.2395395891338823
975480,2.2395456157231997
975510,2.2395516211673807
975540,2.239557652563098
975570,2.2395636539082444
975600,2.239569670869448
975630,2.2395761104444176
975660,2.23958349602479
975690,2.2395917563909085
975720,2.2396009189324104
975750,2.2396109164508964
975780,2.239621783764489
975810,2.2396334517742105
975840,2.239645955690519
975870,2.2396592296668048
975900,2.2396733086568514
975930,2.239688129671487
975960,2.239703728009239
975990,2.2397200426893895
976020,2.239737110004054
976050,2.2397548698800924
976080,2.239773360407521
976110,2.239792521112899
976140,2.239812392874059
976170,2.239832913327377
976200,2.239854127343873
976230,2.239875968962624
976260,2.2398984885157867
976290,2.2399216144762666
976320,2.2399454044125813
976350,2.2399697789681965
976380,2.2399948050649963
976410,2.2400203929417235
976440,2.2400466213133914
976470,2.2400733871038576
976500,2.240100784102214
976530,2.2401286916541197
976560,2.240157221917252
976590,2.2401862356393236
976620,2.240215862528548
976650,2.240245945662974
976680,2.240276630395543
976710,2.240307745685914
976740,2.240339447203865
976770,2.240371556131397
976800,2.240404231475089
976830,2.2404372936791455
976860,2.2404708981297974
976890,2.240504871170329
976920,2.240539358220503
976950,2.2405741975484523
976980,2.2406095188546686
977010,2.2406451778614183
977040,2.2406812833328456
977070,2.2407177134416774
977100,2.2407545512957308
977130,2.2407917018445467
977160,2.2408292184962524
977190,2.2408670364816694
977220,2.2409051762810726
977250,2.2409436118989006
977280,2.240982304457055
977310,2.2410213021187695
977340,2.2410604986676455
977370,2.241099992706642
977400,2.2411396342291656
977430,2.241179564690183
977460,2.241219591673847
977490,2.241259898218429
977520,2.2413002505987163
977550,2.2413408721382875
977580,2.2413814891105814
977610,2.241422363840336
977640,2.2414631839962027
977670,2.2415042495157103
977700,2.2415452109931944
977730,2.2415864045386185
977760,2.2416274452413436
977790,2.2416687039178393
977820,2.241709761726823
977850,2.2417510227342667
977880,2.2417920357106804
977910,2.2418332365380946
977940,2.2418741430936127
977970,2.2419152216880467
978000,2.241955949065487
978030,2.2419968709755116
978060,2.242037350834928
978090,2.2420780328245855
978120,2.2421182235603876
978150,2.242158601779284
978180,2.24219844421184
978210,2.2422384587987043
978240,2.2422778941792387
978270,2.242317485784045
978300,2.242356455580774
978330,2.242395565102859
978360,2.242434010786361
978390,2.2424725790686932
978420,2.2425104417866963
978450,2.2425484092230765
978480,2.2425856293925226
978510,2.2426229354666143
978540,2.242659452282362
978570,2.2426960350158707
978600,2.2427317858728686
978630,2.242767581205057
978660,2.242802501046595
978690,2.2428374421440362
978720,2.242871462747305
978750,2.2429054792418532
978780,2.242938515198543
978810,2.242971559596446
978840,2.2430035322812705
978870,2.2430354988313903
978900,2.243066339654769
978930,2.2430971415762593
978960,2.2431267615207062
978990,2.243156305417818
979020,2.2431846078312745
979050,2.243212792798865
979080,2.243239673257678
979110,2.2432663906709833
979140,2.243291736757634
979170,2.2433168698555956
979200,2.2433405606400294
979230,2.2433635046080314
979260,2.24338386655375
979290,2.243402406402418
979320,2.243418081247341
979350,2.2434309478221786
979380,2.243440625088946
979410,2.243446992828055
979440,2.2434499456182286
979470,2.2434493818067467
979500,2.2434452391121775
979530,2.243437470117459
979560,2.243426049365904
979590,2.243410962494795
979620,2.243392202993243
979650,2.2433697725603383
979680,2.243343680376564
979710,2.2433139421309782
979740,2.24328057935128
