time,hvac_reaZonNor_TZon_y
953280,292.30595948999536
953310,292.3054715040589
953340,292.3049833998097
953370,292.3044951297253
953400,292.3040066460915
953430,292.30351790101014
953460,292.3030288464055
953490,292.3025394340308
953520,292.3020496154746
953550,292.3015593421659
953580,292.30106856538015
953610,292.30057723624367
953640,292.30008530573735
953670,292.2995927247033
953700,292.2990994438474
953730,292.29860541374273
953760,292.2981105848333
953790,292.2976149074376
953820,292.29711833175145
953850,292.2966208078506
953880,292.2961222856934
953910,292.2956227151239
953940,292.29512204587314
953970,292.29462022756223
954000,292.2941172097039
954030,292.29361303267433
954060,292.29310775675725
954090,292.29260136467656
954120,292.2920938540957
954150,292.29158520452904
954180,292.29107543324704
954210,292.2905645730362
954240,292.29005266417767
954270,292.2895397547105
954300,292.2890258999231
954330,292.2885111608379
954360,292.2879956027161
954390,292.28747929376027
954420,292.28696230400067
954450,292.28644470436154
954480,292.285926565899
954510,292.2854079591908
954540,292.28488895385334
954570,292.28436961816755
954600,292.2838500187958
954630,292.28333022057376
954660,292.28281028636354
954690,292.28229027695926
954720,292.28177025102985
954750,292.28125026509906
954780,292.2807303735476
954810,292.2802106286376
954840,292.27969108054396
954870,292.27917177742705
954900,292.2786527654932
954930,292.2781340890454
954960,292.2776157905569
954990,292.2770979107485
955020,292.2765804886638
955050,292.27606356174545
955080,292.27554716590964
955110,292.2750313356206
955140,292.27451610396184
955170,292.27400150270694
955200,292.273487562387
955230,292.27297431235536
955260,292.27246178085187
955290,292.27194999506014
955320,292.27143898116765
955350,292.27092876441816
955380,292.2704193691651
955410,292.2699108189201
955440,292.26940313616745
955470,292.2688963438032
955500,292.26839046188354
955530,292.2678855114997
955560,292.26738151266557
955590,292.26687848471335
955620,292.26637644643387
955650,292.26587541609837
955680,292.26537541148014
955710,292.26487644988174
955740,292.2643785481598
955770,292.2638817227529
955800,292.2633859897021
955830,292.2628913646756
955860,292.26239786298845
955890,292.26190549962166
955920,292.26141428924376
955950,292.2609242462242
955980,292.2604353846526
956010,292.25994771835457
956040,292.2594612609037
956070,292.2589760256379
956100,292.2584920256705
956130,292.2580092739037
956160,292.25752778303945
956190,292.2570475655897
956220,292.2565686338875
956250,292.2560910000954
956280,292.25561467621526
956310,292.2551396740964
956340,292.2546660054427
956370,292.2541936818215
956400,292.25372271466915
956430,292.25325311529866
956460,292.2527848949048
956490,292.2523180645704
956520,292.25185263527226
956550,292.2513886178859
956580,292.25092602318955
956610,292.25046486187
956640,292.250005144526
956670,292.2495468816722
956700,292.24909008374385
956730,292.2486347610993
956760,292.2481809240232
956790,292.24772858273076
956820,292.24727774737016
956850,292.2468284280245
956880,292.246380634716
956910,292.24593437740657
956940,292.24548966600196
956970,292.24504651035346
957000,292.24460492025884
957030,292.24416490546554
957060,292.24372647567276
957090,292.24328964053217
957120,292.24285440965093
957150,292.2424207925927
957180,292.24198879887905
957210,292.24155843799224
957240,292.2411297190255
957270,292.2407026527854
957300,292.24027724684026
957330,292.2398535112712
957360,292.2394314554819
957390,292.23901108871223
957420,292.2385924202144
957450,292.2381754592564
957480,292.23776021511696
957510,292.2373466969648
957540,292.23693491383233
957570,292.23652487463187
957600,292.2361165881827
957630,292.23570969074103
957660,292.2353038232125
957690,292.2348990965867
957720,292.2344956994727
957750,292.23409382139937
957780,292.2336936530522
957810,292.2332953873418
957840,292.23289921831577
957870,292.23250533993917
957900,292.2321139450502
957930,292.23172522443315
957960,292.2313393659844
957990,292.2309565366593
958020,292.2305769461222
958050,292.2302007517662
958080,292.2298281331763
958110,292.22945925437807
958140,292.2290942746195
958170,292.2287333454403
958200,292.2283766123435
958230,292.228024214402
958260,292.2276762845982
958290,292.2273329498324
958320,292.2269943311489
958350,292.22666054391397
958380,292.2263316980841
958410,292.2260078984749
958440,292.2256892450774
958470,292.2253758333769
958500,292.22506775470566
958530,292.2247650965856
958560,292.2244679430993
958590,292.22417637524484
958620,292.22389047130685
958650,292.22361030721044
958680,292.22333595688616
958710,292.22306749260815
958740,292.2228049853483
958770,292.22254850508574
958800,292.2222981211489
958830,292.2220539024772
958860,292.221815917965
958890,292.2215842366266
958920,292.2213589280041
958950,292.2211400620883
958980,292.2209277100522
959010,292.22072194334277
959040,292.22052283594644
959070,292.2203304599108
959100,292.2201454280101
959130,292.21996713828855
959160,292.2197958212492
959190,292.219631574987
959220,292.21947555063883
959250,292.2193266033199
959280,292.2191841222662
959310,292.2190489444761
959340,292.2189211731862
959370,292.2188009171612
959400,292.2186882496888
959430,292.2185831468613
959460,292.21848555221595
959490,292.218395342873
959520,292.2183121658474
959550,292.21823543591967
959580,292.21816439019
959610,292.21809815669724
959640,292.2180358192358
959670,292.21797646833164
959700,292.21791923978117
959730,292.2178633408058
959760,292.2178080646683
959790,292.2177527981994
959820,292.21769702302225
959850,292.21764030980574
959880,292.2175823134187
959910,292.21752276636886
959940,292.21746146768504
959970,292.2173982752832
960000,292.2173330971334
960030,292.21726588408677
960060,292.2171966186071
960090,292.2171253096503
960120,292.2170519859918
960150,292.2169766903759
960180,292.2168994744275
960210,292.2168203942912
960240,292.2167395069548
960270,292.2166568672102
960300,292.2165725251966
960330,292.2164865244694
960360,292.21639889709223
960390,292.21630967090704
960420,292.216218863009
960450,292.21612648008664
960480,292.21603251846807
960510,292.215936964255
960540,292.21583979358957
960570,292.2157409720188
960600,292.2156404575446
960630,292.2155381993447
960660,292.21543413860184
960690,292.2153282092209
960720,292.21522033852045
960750,292.21511044791544
960780,292.21499845359057
960810,292.21488426716047
960840,292.2147677963115
960870,292.21464894542373
960900,292.21452761617013
960930,292.2144037080945
960960,292.2142771191665
960990,292.2141477463165
961020,292.2140154859519
961050,292.21388023445655
961080,292.21374188867657
961110,292.21360034639326
961140,292.21345550678745
961170,292.213307270895
961200,292.213155542058
961230,292.21300073118346
961260,292.21284330997184
961290,292.2126832570395
961320,292.21252052927105
961350,292.2123551358634
961380,292.21218714172994
961410,292.21201664402093
961440,292.21184377372634
961470,292.21166868903344
961500,292.211491569374
961530,292.21131261012346
961560,292.2111320179655
961590,292.21095000691105
961620,292.21076679493575
961650,292.210582601182
961680,292.21039764369243
961710,292.21021213753835
961740,292.2100262933191
961770,292.20984031598385
961800,292.20965440391905
961830,292.20946874709966
961860,292.2092835281212
961890,292.20909892198307
961920,292.2089150954628
961950,292.20873220682375
961980,292.20855040653447
962010,292.20836983509713
962040,292.20819062453774
962070,292.2080128982967
962100,292.2078367712499
962130,292.20766234979413
962160,292.20748973197067
962190,292.20731900761274
962220,292.2071502585115
962250,292.206983558597
962280,292.2068189715646
962310,292.20665655582
962340,292.2064963620159
962370,292.2063384325448
962400,292.2061828032777
962430,292.20602950250185
962460,292.2058785519498
962490,292.2057299659432
962520,292.20558375264557
962550,292.20543991285916
962580,292.20529844146483
962610,292.2051593262674
962640,292.2050225514661
962670,292.204888095418
962700,292.20475593097945
962730,292.204626023964
962760,292.2044983340997
962790,292.2043728138045
962820,292.2042494087355
962850,292.2041280571598
962880,292.20400868926015
962910,292.20389122783496
962940,292.20377558751943
962970,292.20366154533593
963000,292.20354865552304
963030,292.2034363436933
963060,292.20332387566833
963090,292.2032103244077
963120,292.203094735226
963150,292.20297619392113
963180,292.202853865555
963210,292.20272702197184
963240,292.2025950539451
963270,292.20245747391704
963300,292.20231391631745
963330,292.2021641291441
963360,292.20200796312366
963390,292.20184536317896
963420,292.2016763551473
963450,292.2015010339436
963480,292.20131955215777
963510,292.20113210934755
963540,292.20093894217763
963570,292.2007403154874
963600,292.20053651431385
963630,292.20032783685747
963660,292.2001145883546
963690,292.1998970757997
963720,292.19967560345583
963750,292.19945046908197
963780,292.1992219608081
963810,292.1989903545889
963840,292.1987559121683
963870,292.1985188794941
963900,292.1982794855244
963930,292.19803794137397
963960,292.19779443975057
963990,292.1975491546405
964020,292.1973022412039
964050,292.1970538358474
964080,292.1968040564423
964110,292.1965530026636
964140,292.1963007564273
964170,292.196047382405
964200,292.19579292860016
964230,292.19553742697167
964260,292.1952808940904
964290,292.1950233318208
964320,292.1947647280166
964350,292.1945050572242
964380,292.1942442813878
964410,292.1939823505493
964440,292.19371920354206
964470,292.19345475936933
964500,292.1931889430501
964530,292.1929216653589
964560,292.1926528274827
964590,292.1923823223018
964620,292.1921100351872
964650,292.1918358446661
964680,292.1915596230102
964710,292.19128123639234
964740,292.19100054513837
964770,292.19071740562345
964800,292.1904316702509
964830,292.19014363024434
964860,292.189853611715
964890,292.18956145227855
964920,292.18926694473987
964950,292.18896987293346
964980,292.1886700783982
965010,292.1883674194509
965040,292.1880617713962
965070,292.187753025252
965100,292.18744108594655
965130,292.187125870519
965160,292.18680730651437
965190,292.18648533061366
965220,292.18615988749394
965250,292.1858309288891
965280,292.1854984128259
965310,292.1851623030028
965340,292.1848225682854
965370,292.1844791822967
965400,292.18413212307945
965430,292.1837813728173
965460,292.1834269175976
965490,292.18306874720935
965520,292.1827068549641
965550,292.18234123753626
965580,292.181971894816
965610,292.18159882977204
965640,292.1812220483222
965670,292.18084155920826
965700,292.18045737387536
965730,292.1800695063544
965760,292.17967797314816
965790,292.1792827931185
965820,292.17888398737784
965850,292.1784815791823
965880,292.17807559382766
965910,292.17766605854854
965940,292.17725300242023
965970,292.1768364562647
966000,292.17641645255895
966030,292.17599302534717
966060,292.1755662101569
966090,292.1751360439186
966120,292.17470256488855
966150,292.17426581257604
966180,292.1738258276736
966210,292.17338265199163
966240,292.1729363283954
966270,292.17248690074666
966300,292.1720344138483
966330,292.1715789133916
966360,292.1711204459077
966390,292.17065905872124
966420,292.17019479990705
966450,292.1697277182501
966480,292.16925786320735
966510,292.16878528487246
966540,292.16831003394316
966570,292.16783216168994
966600,292.16735171992786
966630,292.1668687611421
966660,292.1663833380545
966690,292.1658955039265
966720,292.1654053124903
966750,292.1649128179144
966780,292.16441807478
966810,292.1639211380614
966840,292.1634220631106
966870,292.16292090564116
966900,292.16241772171486
966930,292.1619125677286
966960,292.1614055004031
966990,292.16089657677145
967020,292.16038585416874
967050,292.15987339022274
967080,292.1593592428447
967110,292.15884347022177
967140,292.15832613080875
967170,292.1578072833208
967200,292.15728698672683
967230,292.15676530024376
967260,292.15624228332973
967290,292.15571799567897
967320,292.1551924972169
967350,292.1546658480948
967380,292.1541381086855
967410,292.1536093395787
967440,292.1530796015769
967470,292.1525489556917
967500,292.1520174631397
967530,292.15148518533925
967560,292.1509521839065
967590,292.1504185206527
967620,292.1498842575806
967650,292.14934945688157
967680,292.14881418093233
967710,292.14827849229255
967740,292.1477424537014
967770,292.1472061280754
967800,292.14666957850505
967830,292.1461328682527
967860,292.14559606074994
967890,292.1450592195943
967920,292.14452240854774
967950,292.1439856915333
967980,292.1434491326329
968010,292.14291279608483
968040,292.142376746282
968070,292.14184104779514
968100,292.1413057653555
968130,292.14077096384045
968160,292.1402367082659
968190,292.13970306378206
968220,292.13917009567166
968250,292.13863786934826
968280,292.13810645035505
968310,292.1375759043631
968340,292.13704629717
968370,292.1365176941655
968400,292.1359901612123
968430,292.13546363084413
968460,292.1349379973114
968490,292.13441326924175
968520,292.1338894623808
968550,292.133366576241
968580,292.13284459558133
968610,292.13232349302746
968640,292.131803231116
968670,292.1312837642488
968700,292.1307650405819
968730,292.13024700376207
968760,292.12972959446284
968790,292.129212751703
968820,292.1286964139539
968850,292.12818052004855
968880,292.1276650099135
968910,292.1271498251455
968940,292.12663490945357
968970,292.1261202089899
969000,292.12560567258595
969030,292.125091251911
969060,292.1245769015687
969090,292.124062579143
969120,292.12354824520355
969150,292.12303386327994
969180,292.12251939981155
969210,292.12200482407906
969240,292.1214901081222
969270,292.1209752266481
969300,292.12046015693295
969330,292.1199448787188
969360,292.11942937329337
969390,292.1189136222924
969420,292.1183976073077
969450,292.1178813100105
969480,292.11736471247093
969510,292.1168477974986
969540,292.1163305489348
969570,292.1158129518751
969600,292.1152949928283
969630,292.11477665981835
969660,292.11425794244377
969690,292.11373883190146
969720,292.1132193209847
969750,292.1126994040614
969780,292.1121790770388
969810,292.11165833731616
969840,292.11113718373133
969870,292.11061561650206
969900,292.11009363716454
969930,292.10957124850995
969960,292.10904845452086
969990,292.1085252603076
970020,292.1080016720465
970050,292.1074776969185
970080,292.10695334305075
970110,292.10642861945877
970140,292.1059035359925
970170,292.1053781032836
970200,292.1048523326951
970230,292.1043261471266
970260,292.103799667201
970290,292.0473572311166
970320,291.92518856867196
970350,291.8142365114484
970380,291.7540480863294
970410,291.74597952330737
970440,291.77763474250315
970470,291.83909191043875
970500,291.9245709502117
970530,292.0292865458804
970560,292.1483141551483
970590,292.2767043788251
970620,292.41019114067143
970650,292.54486510556865
970680,292.6775011702867
970710,292.82638778741745
970740,292.93906773385555
970770,293.03799833574806
970800,293.1176738567805
970830,293.1763957028612
970860,293.2154764369703
970890,293.2379108502532
970920,293.24612054633826
970950,293.24201513832696
970980,293.22729066541046
971010,293.20351664563555
971040,293.17217823648843
971070,293.1346720223276
971100,293.09227993528503
971130,293.04614069055987
971160,292.99723860503764
971190,292.94668107829943
971220,292.89436451787276
971250,292.84075871155005
971280,292.78650906114206
971310,292.7321042662056
971340,292.67786936293635
971370,292.6240104893176
971400,292.57062374569574
971430,292.5177514892251
971460,292.4654519743251
971490,292.41379007056327
971520,292.36279222953954
971550,292.31259967701783
971580,292.26334598964274
971610,292.2160563739893
971640,292.17155771533675
971670,292.12539425830425
971700,292.0780285756288
971730,292.0302655597366
971760,291.9826120683085
971790,291.93529076188065
971820,291.88840809891025
971850,291.84210272678956
971880,291.79702061736674
971910,291.75355886389997
971940,291.7119640658898
971970,291.6723910253086
972000,291.6349185286585
972030,291.59956766621616
972060,291.56630951929964
972090,291.5350870677339
972120,291.5058195091538
972150,291.4784119846844
972180,291.4527628886987
972210,291.4287671506829
972240,291.4063201799505
972270,291.3853195861442
972300,291.3656666589677
972330,291.34726744008833
972360,291.3300328311643
972390,291.3138787480941
972420,291.29874252646636
972450,291.30962080590604
972480,291.35357928965203
972510,291.39702224688256
972540,291.4412988064733
972570,291.4874355118386
972600,291.53613003199274
972630,291.5878232785818
972660,291.6427660603948
972690,291.70106081618775
972720,291.76274987605996
972750,291.82792444974194
972780,291.89673454495727
972810,291.96847873412895
972840,292.0421418312182
972870,292.1166679082602
972900,292.1912484652526
972930,292.2656252737669
972960,292.3381435379929
972990,292.4077910451018
973020,292.47364272109155
973050,292.53505049281813
973080,292.59172277007843
973110,292.64358974025737
973140,292.6907736098714
973170,292.7335127788929
973200,292.772117866133
973230,292.8069331970934
973260,292.83838483750907
973290,292.86786329521783
973320,292.897134332159
973350,292.9256156616608
973380,292.9527423394322
973410,292.97811466399423
973440,293.0015084734259
973470,293.0228467931609
973500,293.04216246775263
973530,293.05954951247196
973560,293.07514146293386
973590,293.0890853342713
973620,293.10152916761285
973650,293.1126150278857
973680,293.1224848809899
973710,293.1312547435116
973740,293.1390320632968
973770,293.14592689719166
973800,293.1520229013231
973830,293.15740429270727
973860,293.1621553448717
973890,293.1663295906295
973920,293.16999029563505
973950,293.1731838941718
973980,293.17595839190125
974010,293.17835526661383
974040,293.1804087301791
974070,293.1821517008925
974100,293.1836124779873
974130,293.184816911221
974160,293.1857881896536
974190,293.18654739866764
974220,293.187113716842
974250,293.18750476552714
974280,293.18773675063403
974310,293.1878246969943
974340,293.1877825605197
974370,293.18762337621894
974400,293.1873593337363
974430,293.18700187064985
974460,293.18656171762814
974490,293.1860489558713
974520,293.18547304176246
974550,293.18484284117403
974580,293.1841666432257
974610,293.18345218075075
974640,293.18270664010373
974670,293.1819366751835
974700,293.1811484174413
974730,293.1803474887872
974760,293.17953901408606
974790,293.1787276361172
974820,293.1779175314087
974850,293.17711242850214
974880,293.17631562807674
974910,293.17553002372733
974940,293.1747581248093
974970,293.17400207947924
975000,293.1732637010704
975030,293.1725444898562
975060,293.17184566111985
975090,293.1711681680127
975120,293.17051272724825
975150,293.16987984164007
975180,293.16926982396933
975210,293.1686828173505
975240,293.1681188169156
975270,293.1675776873791
975300,293.167059182131
975330,293.16656295779677
975360,293.1660885905787
975390,293.1656355878819
975420,293.165203401964
975450,293.16479143889023
975480,293.1643990697098
975510,293.16402563711296
975540,293.1636704644555
975570,293.16333286050894
975600,293.1630121266796
975630,293.1627075656971
975660,293.16241847936624
975690,293.1621441628775
975720,293.16188391674024
975750,293.1616370465283
975780,293.1614028677077
975810,293.16118070767874
975840,293.16096991180297
975870,293.16076984464274
975900,293.1605798941547
975930,293.1603994711046
975960,293.1602280115697
975990,293.1600649752596
976020,293.15990984726756
976050,293.1597621359233
976080,293.1596213743332
976110,293.1594871180076
976140,293.1593589463841
976170,293.159236460265
976200,293.1591192834015
976230,293.15900705970535
976260,293.1588994549572
976290,293.15879615373814
976320,293.15869686133647
976350,293.15860130033445
976380,293.1585092128052
976410,293.15842035647904
976440,293.1583345073372
976470,293.15825145536263
976500,293.1581710071221
976530,293.1580929820832
976560,293.15801721485525
976590,293.15794355043107
976620,293.1578718487042
976650,293.1578019776075
976680,293.1577338190129
976710,293.1576672610352
976740,293.15760220464864
976770,293.15753855547143
976800,293.1574762308773
976830,293.15741515150586
976860,293.15735524855717
976890,293.1572964503892
976920,293.15723867632056
976950,293.15718183321036
976980,293.1571258467978
977010,293.15707066874955
977040,293.15701629208195
977070,293.15696274910863
977100,293.1569101152078
977130,293.15685844561676
977160,293.15680766088377
977190,293.15675754524426
977220,293.15670784078617
977250,293.1566582923857
977280,293.15660870032497
977310,293.1565589886428
977340,293.15650927666957
977370,293.1564599082089
977400,293.1564112666491
977430,293.1563636409897
977460,293.15631727143983
977490,293.15627237629985
977520,293.15622914383886
977550,293.15618774052575
977580,293.1561483076221
977610,293.1561109685451
977640,293.1560758236588
977670,293.1560429593102
977700,293.15601244091397
977730,293.15598432322344
977760,293.15595864196985
977790,293.15593542526125
977820,293.15591468384525
977850,293.1558964235992
977880,293.15588063447603
977910,293.15586730404664
977940,293.1558564051884
977970,293.1558479106395
978000,293.15584177886694
978030,293.1558379742553
978060,293.1558364388909
978090,293.15583712939224
978120,293.15583998331437
978150,293.155844947179
978180,293.1558519532595
978210,293.155860943169
978240,293.15587184476925
978270,293.155884596645
978300,293.1558991238334
978330,293.1559153632829
978360,293.15593323853045
978390,293.15595268606506
978420,293.155973629006
978450,293.15599600434405
978480,293.1560197356558
978510,293.1560447612019
978540,293.15607100570685
978570,293.1560984093009
978600,293.15612689838684
978630,293.15615641541774
978660,293.1561868888674
978690,293.15621826384006
978720,293.1562504711555
978750,293.1562834587919
978780,293.15631715727096
978810,293.15635152504206
978840,293.15638649183865
978870,293.1564220153909
978900,293.15645803408455
978930,293.15649450727904
978960,293.1565313761025
978990,293.1565686019505
979020,293.1566061266543
979050,293.15664391210424
979080,293.15668189949236
979110,293.15672005009446
979140,293.1567583037969
979170,293.1567966211181
979200,293.15683494112494
979230,293.15710941702645
979260,293.1578413333345
979290,293.158931272207
979320,293.16029825254105
979350,293.16190591382
979380,293.1637068156197
979410,293.16565243793076
979440,293.1677069407222
979470,293.1698378855785
979500,293.1720169639295
979530,293.17422002790363
979560,293.1764265165913
979590,293.1786189530641
979620,293.1807825601651
979650,293.18290495928534
979680,293.18497592432766
979710,293.18698721912244
979740,293.1889323607697
979770,293.1908063760409
979800,293.1926055943114
979830,293.19432747476395
979860,293.19597045716773
979890,293.1975338290314
979920,293.1990176058922
979950,293.2004224234784
979980,293.2017494409753
980010,293.20300025462507
980040,293.2041768206167
980070,293.20528138736125
980100,293.20631643482926
980130,293.2072846212059
980160,293.2081887360392
980190,293.20903165917923
980220,293.2098163248876
980250,293.2105456905975
980280,293.2112227100778
980310,293.2118503103574
980340,293.21243137205204
980370,293.2129687126195
980400,293.21346507218357
980430,293.2139231025736
980460,293.2143453603943
980490,293.21471877047327
980520,293.21506732213584
980550,293.2155461109945
980580,293.2162680459827
980610,293.21723465338454
980640,293.21806929030816
980670,293.2184962348145
980700,293.2184951921205
980730,293.2183063359338
980760,293.21816387568015
980790,293.2180564213136
980820,293.2179733400881
980850,293.2179104178602
980880,293.2178653434242
980910,293.2178358910125
980940,293.2178199747342
980970,293.2178156837308
981000,293.2178212863804
981030,293.21783537861495
981060,293.2178565770568
981090,293.21788348394256
981120,293.21791490582893
981150,293.21794980062066
981180,293.2179872658323
981210,293.2180265021358
981240,293.21806679687757
981270,293.2181075111863
981300,293.2181480732695
981330,293.21818797359725
981360,293.21822676120024
981390,293.2182640398478
981420,293.21829946425663
981450,293.21833273284494
981480,293.21836359358394
981510,293.21839183453807
981540,293.21841727930024
981570,293.21843978409964
981600,293.21845923519356
981630,293.21847554621024
981660,293.21848865547935
981690,293.2184985233836
981720,293.2185050733729
981750,293.21850798697074
981780,293.21850651420516
981810,293.21849952124313
981840,293.2184858540849
981870,293.21846486218453
981900,293.2184367311029
981930,293.2184026732938
981960,293.2183646067799
981990,293.21831943615405
982020,293.21826353941793
982050,293.21820004229596
982080,293.2181308555758
982110,293.2180406905865
982140,293.21791783956957
982170,293.21775880714694
982200,293.21756774392844
982230,293.21735330475667
982260,293.2171264892653
982290,293.2168983812603
982320,293.2166786486906
982350,293.21647488048245
982380,293.2162922154675
982410,293.2161335508898
982440,293.2159998337994
982470,293.2158904888166
982500,293.2158039953477
982530,293.2157387910577
982560,293.21569254861777
982590,293.2156617713847
982620,293.21564255723956
982650,293.2156311607865
982680,293.21562431075716
982710,293.21561925198824
982740,293.2156137280149
982770,293.21560597547517
982800,293.2155946877759
982830,293.2153341752665
982860,293.2146330901151
982890,293.2135671022854
982920,293.212202596799
982950,293.21059922562506
982980,293.20881016968224
983010,293.2068810060736
983040,293.2048510630689
983070,293.20275615913033
983100,293.2006243337952
983130,293.1984802654023
983160,293.19634467654026
983190,293.1942325059623
983220,293.1921551908459
983250,293.1901235071637
983280,293.18814788119715
983310,293.1862367254848
983340,293.18439666720025
983370,293.18263265820997
983400,293.18094806192596
983430,293.1793449681857
983460,293.17782442904394
983490,293.176386632146
983520,293.1750310383172
983550,293.1737564994541
983580,293.172561362599
983610,293.1714435619824
983640,293.1704006997033
983670,293.16943011655536
983700,293.16852895408886
983730,293.16769420881366
983760,293.1669227793538
983790,293.16621150727536
983820,293.1655572122364
983850,293.1649567220488
983880,293.1644068981895
983910,293.1639044200548
983940,293.1634455153781
983970,293.16302614329675
984000,293.16264261744874
984030,293.1622920673207
984060,293.16197234108625
984090,293.1616816639811
984120,293.16141836955114
984150,293.1611807903295
984180,293.1609672538633
984210,293.16077611371367
984240,293.1606057774329
984270,293.16045472224937
984300,293.1603215015354
984330,293.16020474671393
984360,293.16010316737515
984390,293.16001555066254
984420,293.15994076019615
984450,293.1598777345938
984480,293.1598254856364
984510,293.1597830961302
984540,293.15974971751336
984570,293.1597245672485
984600,293.15970692604265
984630,293.1596961493437
984660,293.1596916364909
984690,293.1596927979666
984720,293.1596990273594
984750,293.15970917769044
984780,293.1597197504396
984810,293.1597237076173
984840,293.15971778366287
984870,293.1597064196676
984900,293.1596962922412
984930,293.1596936871549
984960,293.1597021510084
984990,293.15972217355375
985020,293.15975257296265
985050,293.15979179406673
985080,293.15983716154517
985110,293.15988727799044
985140,293.1599401673338
985170,293.15999465982964
985200,293.1600499624537
985230,293.160105302494
985260,293.1601600757822
985290,293.16021382740064
985320,293.16026621405587
985350,293.16031697902577
985380,293.1603659366398
985410,293.16041296113457
985440,293.16045797694454
985470,293.160500949948
985500,293.1605418795313
985530,293.16058079172745
985560,293.16061773333456
985590,293.1606527670256
985620,293.1606859672539
985650,293.1607174168823
985680,293.16074720437507
985710,293.16077543381306
985740,293.1608021900092
985770,293.1608275628953
985800,293.1608516427693
985830,293.16087451825456
985860,293.1608962751713
985890,293.1609169958267
985920,293.1609367585417
985950,293.1609556373498
985980,293.16097370182297
986010,293.1609910169855
986040,293.16100764330525
986070,293.1610236367493
986100,293.16103904889115
986130,293.16105392705845
986160,293.1610683145113
986190,293.16108225064437
986220,293.1610957712059
986250,293.16110890852815
986280,293.1611216917649
986310,293.1611341471584
986340,293.1611462982014
986370,293.16115816593685
986400,293.1611697691787
986430,293.1611811586281
986460,293.16119239215914
986490,293.16120350630774
986520,293.1612145477878
986550,293.1612255743108
986580,293.1612366521105
986610,293.1612478523294
986640,293.1612592466816
986670,293.1612709032865
986700,293.16128288347977
986730,293.1612952397718
986760,293.1613080152483
986790,293.16132124361343
986820,293.16133494978703
986850,293.16134915066624
986880,293.16136385587873
986910,293.1613790684663
986940,293.16139478550275
986970,293.1614109986747
987000,293.1614276948507
987030,293.1614448566503
987060,293.1614624630126
987090,293.16148048975475
987120,293.16149891011
987150,293.1615176952332
987180,293.1615368146674
987210,293.16155623676735
987240,293.16157592907786
987270,293.1615958586672
987300,293.1616159924186
987330,293.16163629728067
987360,293.16165674048113
987390,293.16167728970527
987420,293.16169791324336
987450,293.161718580109
987480,293.16173926013164
987510,293.1617599240266
987540,293.161780543444
987570,293.1618010910005
987600,293.16182154029525
987630,293.16184186591363
987660,293.1618620434187
987690,293.16188204933457
987720,293.1619018611218
987750,293.161921457147
987780,293.1619408166468
987810,293.16195991969187
987840,293.1619787471486
987870,293.1619972806384
987900,293.16201550249525
987930,293.16203339572536
987960,293.16205094396827
987990,293.1620681314602
988020,293.16208494299843
988050,293.1621013639067
988080,293.16211737999936
988110,293.16213297752876
988140,293.1621481431081
988170,293.1621628464092
988200,293.1621770617459
988230,293.1621907785788
988260,293.162203989117
988290,293.1622166881731
988320,293.16222887337415
988350,293.162240545588
988380,293.16225170964464
988410,293.16226237501525
988440,293.16227255609977
988470,293.1622822719679
988500,293.16229154561313
988530,293.1623004029039
988560,293.16230887143814
988590,293.1623169794575
