time,weaSta_reaWeaHGloHor_y
965490,0.0
965520,0.0
965550,0.0
965580,0.0
965610,0.0
965640,0.0
965670,0.0
965700,0.0
965730,0.0
965760,0.0
965790,0.0
965820,0.0
965850,0.0
965880,0.0
965910,0.0
965940,0.0
965970,0.0
966000,0.0
966030,0.0
966060,0.0
966090,0.0
966120,0.0
966150,0.0
966180,0.0
966210,0.0
966240,0.0
966270,0.0
966300,0.0
966330,0.0
966360,0.0
966390,0.0
966420,0.0
966450,0.0
966480,0.0
966510,0.0
966540,0.0
966570,0.0
966600,0.0
966630,0.0
966660,0.0
966690,0.0
966720,0.0
966750,0.0
966780,0.0
966810,0.0
966840,0.0
966870,0.0
966900,0.0
966930,0.0
966960,0.0
966990,0.0
967020,0.0
967050,0.0
967080,0.0
967110,0.0
967140,0.0
967170,0.0
967200,0.0
967230,0.0
967260,0.0
967290,0.0
967320,0.0
967350,0.0
967380,0.0
967410,0.0
967440,0.0
967470,0.0
967500,0.0
967530,0.0
967560,0.0
967590,0.0
967620,0.0
967650,0.0
967680,0.0
967710,0.0
967740,0.0
967770,0.0
967800,0.0
967830,0.0
967860,0.0
967890,0.0
967920,0.0
967950,0.0
967980,0.0
968010,0.0
968040,0.0
968070,0.0
968100,0.0
968130,0.0
968160,0.0
968190,0.0
968220,0.0
968250,0.0
968280,0.0
968310,0.0
968340,0.0
968370,0.0
968400,0.0
968430,0.0
968460,0.0
968490,0.0
968520,0.0
968550,0.0
968580,0.0
968610,0.0
968640,0.0
968670,0.0
968700,0.0
968730,0.0
968760,0.0
968790,0.0
968820,0.0
968850,0.0
968880,0.0
968910,0.0
968940,0.0
968970,0.0
969000,0.0
969030,0.0
969060,0.0
969090,0.0
969120,0.0
969150,0.0
969180,0.0
969210,0.0
969240,0.0
969270,0.0
969300,0.0
969330,0.0
969360,0.0
969390,0.0
969420,0.0
969450,0.0
969480,0.0
969510,0.0
969540,0.0
969570,0.0
969600,0.0
969630,0.0
969660,0.0
969690,0.0
969720,0.0
969750,0.0
969780,0.0
969810,0.0
969840,0.0
969870,0.0
969900,0.0
969930,0.0
969960,0.0
969990,0.0
970020,0.0
970050,0.0
970080,0.0
970110,0.0
970140,0.0
970170,0.0
970200,0.0
970230,0.0
970260,0.0
970290,0.0
970320,0.0
970350,0.0
970380,0.0
970410,0.0
970440,0.0
970470,0.0
970500,0.0
970530,0.0
970560,0.0
970590,0.0
970620,0.0
970650,0.0
970680,0.0
970710,0.0
970740,0.0
970770,0.0
970800,0.0
970830,0.0
970860,0.0
970890,0.0
970920,0.0
970950,0.0
970980,0.0
971010,0.0
971040,0.0
971070,0.0
971100,0.0
971130,0.0
971160,0.0
971190,0.0
971220,0.0
971250,0.0
971280,0.0
971310,0.0
971340,0.0
971370,0.0
971400,0.0
971430,0.0
971460,0.0
971490,0.0
971520,0.0
971550,0.0
971580,0.0
971610,0.0
971640,0.0
971670,0.0
971700,0.0
971730,0.0
971760,0.0
971790,0.0
971820,0.0
971850,0.0
971880,0.0
971910,0.0
971940,0.0
971970,0.0
972000,0.0
972030,0.0
972060,0.0
972090,0.0
972120,0.0
972150,0.0
972180,0.0
972210,0.0
972240,0.0
972270,0.0
972300,0.0
972330,0.0
972360,0.0
972390,0.0
972420,0.0
972450,0.0
972480,0.0
972510,0.0
972540,0.0
972570,0.0
972600,0.0
972630,0.0
972660,0.0
972690,0.0
972720,0.0
972750,0.0
972780,0.0
972810,0.0
972840,0.0
972870,0.0
972900,0.0
972930,0.0
972960,0.0
972990,0.0
973020,0.0
973050,0.0
973080,0.0
973110,0.0
973140,0.0
973170,0.0
973200,0.0
973230,0.0
973260,0.0
973290,0.0
973320,0.0
973350,0.0
973380,0.0
973410,0.0
973440,0.0
973470,0.0
973500,0.0
973530,0.0
973560,0.0
973590,0.0
973620,0.0
973650,0.0
973680,0.0
973710,0.0
973740,0.0
973770,0.0
973800,0.0
973830,0.002655244029075805
973860,0.010587746625129802
973890,0.023747663551401867
973920,0.04208515057113188
973950,0.06555036344755971
973980,0.09409345794392523
974010,0.12766458982346834
974040,0.16621391484942885
974070,0.20969158878504673
974100,0.2580477673935618
974130,0.31123260643821393
974160,0.369196261682243
974190,0.4318888888888889
974220,0.4992606438213915
974250,0.5712616822429907
974280,0.6478421599169263
974310,0.7289522326064382
974340,0.8145420560747664
974370,0.9045617860851506
974400,0.9989615784008308
974430,1.0976915887850467
974460,1.2007019730010384
974490,1.3079428868120457
974520,1.4193644859813086
974550,1.5349169262720666
974580,1.6545503634475598
974610,1.7782149532710279
974640,1.9058608515057114
974670,2.0374382139148497
974700,2.1728971962616823
974730,2.31218795430945
974760,2.4552606438213918
974790,2.6020654205607476
974820,2.752552440290758
974850,2.9066718587746623
974880,3.064373831775701
974910,3.225608515057113
974940,3.390326064382139
974970,3.558476635514019
975000,3.7300103842159915
975030,3.904877466251298
975060,4.083028037383178
975090,4.2644122533748705
975120,4.448980269989616
975150,4.636682242990654
975180,4.827468328141225
975210,5.021288681204569
975240,5.218093457943925
975270,5.417832814122534
975300,5.620456905503635
975330,5.825915887850467
975360,6.034159916926272
975390,6.245139148494289
975420,6.458803738317757
975450,6.675103842159916
975480,6.893989615784008
975510,7.11541121495327
975540,7.339318795430945
975570,7.56566251298027
975600,7.794392523364486
975630,8.025458982346834
975660,8.25881204569055
975690,8.494401869158878
975720,8.732178608515056
975750,8.972092419522326
975780,9.214093457943925
975810,9.458131879543094
975840,9.704157840083074
975870,9.952121495327102
975900,10.201973001038422
975930,10.45366251298027
975960,10.707140186915888
975990,10.962356178608514
976020,11.219260643821391
976050,11.477803738317757
976080,11.73793561786085
976110,11.999606438213913
976140,12.262766355140187
976170,12.527365524402907
976200,12.793354101765315
976230,13.060682242990653
976260,13.329300103842158
976290,13.599157840083073
976320,13.870205607476635
976350,14.142393561786085
976380,14.415671858774662
976410,14.689990654205607
976440,14.965300103842159
976470,15.241550363447558
976500,15.518691588785046
976530,15.796673935617859
976560,16.075447559709243
976590,16.354962616822426
976620,16.635169262720662
976650,16.916017653167184
976680,17.197457943925233
976710,17.479440290758046
976740,17.761914849428866
976770,18.044831775700935
976800,18.328141225337486
976830,18.611793354101763
976860,18.895738317757008
976890,19.17992627206646
976920,19.464307372793353
976950,19.748831775700932
976980,20.03344963655244
977010,20.31811111111111
977040,20.602766355140183
977070,20.887365524402906
977100,21.17185877466251
977130,21.45619626168224
977160,21.740328141225337
977190,22.024204569055033
977220,22.307775700934577
977250,22.590991692627203
977280,22.873802699896157
977310,23.15615887850467
977340,23.43801038421599
977370,23.719307372793352
977400,24.0
977430,24.28732796671282
977460,24.58840831066937
977490,24.903007192923898
977520,25.23089077453065
977550,25.571825216543868
977580,25.9255766800178
977610,26.29191132600669
977640,26.670595315564785
977670,27.06139480974633
977700,27.464075969605563
977730,27.87840495619674
977760,28.304147930574096
977790,28.741071053791885
977820,29.18894048690435
977850,29.647522390965733
977880,30.11658292703028
977910,30.595888256152236
977940,31.08520453938585
977970,31.584297937785358
978000,32.09293461240502
978030,32.610880724299065
978060,33.13790243452175
978090,33.673765904127315
978120,34.21823729417
978150,34.771082765704065
978180,35.33206847978374
978210,35.90096059746328
978240,36.47752527979693
978270,37.06152868783893
978300,37.652736982643525
978330,38.25091632526496
978360,38.85583287675748
978390,39.46725279817534
978420,40.08494225057278
978450,40.708667395004035
978480,41.33819439252336
978510,41.973289404184996
978540,42.613718591043195
978570,43.2592481141522
978600,43.90964413456625
978630,44.5646728133396
978660,45.22410031152648
978690,45.88769279018115
978720,46.55521641035784
978750,47.22643733311081
978780,47.9011217194943
978810,48.57903573056255
978840,49.25994552736982
978870,49.94361727097034
978900,50.62981712241836
978930,51.31831124276813
978960,52.00886579307388
978990,52.70124693438988
979020,53.39522082777036
979050,54.090553634269554
979080,54.787011514941724
979110,55.48436063084112
979140,56.18236714302196
979170,56.880797212538525
979200,57.579417000445034
979230,58.27799266779574
979260,58.976290375644886
979290,59.67407628504672
979320,60.37111655705549
979350,61.06717735272544
979380,61.76202483311081
979410,62.45542515926585
979440,63.14714449224479
979470,63.836948993101906
979500,64.5246048228914
979530,65.20987814266758
979560,65.89253511348463
979590,66.57234189639684
979620,67.24906465245842
979650,67.92246954272362
979680,68.5923227282467
979710,69.25839037008191
979740,69.92043862928347
979770,70.57823366690566
979800,71.23154164400269
979830,71.88012872162882
979860,72.52376106083831
979890,73.16220482268538
979920,73.79522616822429
979950,74.42259125850927
979980,75.04406625459458
980010,75.65941731753448
980040,76.26841060838319
980070,76.87081228819494
980100,77.46638851802402
980130,78.05490545892465
980160,78.63612927195106
980190,79.20982611815754
980220,79.77576215859828
980250,80.33370355432757
980280,80.88341646639964
980310,81.42466705586872
980340,81.95722148378908
980370,82.48084591121494
980400,82.99530649920057
980430,83.5003694088002
980460,83.99580080106807
980490,84.48136683705845
980520,84.95683367782556
980550,85.42196748442365
980580,85.87653441790698
980610,86.3203006393298
980640,86.75303230974632
980670,87.1744955902108
980700,87.58445664177749
980730,87.98268162550065
980760,88.36893670243451
980790,88.74298803363331
980820,89.1046017801513
980850,89.45354410304272
980880,89.78958116336183
980910,90.11247912216287
980940,90.42200414050006
980970,90.71792237942769
981000,91.0
981030,91.264530815767
981060,91.50820470467934
981090,91.7313819243921
981120,91.93442273256032
981150,92.1176873868391
981180,92.28153614488349
981210,92.42632926434857
981240,92.55242700288942
981270,92.6601896181611
981300,92.74997736781869
981330,92.82215050951724
981360,92.87706930091186
981390,92.91509399965759
981420,92.93658486340951
981450,92.9419021498227
981480,92.93140611655221
981510,92.90545702125314
981540,92.86441512158055
981570,92.80864067518951
981600,92.73849393973508
981630,92.65433517287234
981660,92.55652463225637
981690,92.44542257554224
981720,92.321389260385
981750,92.18478494443976
981780,92.03596988536155
981810,91.87530434080547
981840,91.70314856842658
981870,91.51986282587995
981900,91.32580737082067
981930,91.12134246090379
981960,90.90682835378438
981990,90.68262530711753
982020,90.4490935785583
982050,90.20659342576175
982080,89.95548510638298
982110,89.69612887807703
982140,89.42888499849902
982170,89.15411372530396
982200,88.87217531614695
982230,88.58343002868307
982260,88.28823812056737
982290,87.98695984945495
982320,87.67995547300086
982350,87.36758524886018
982380,87.05020943468799
982410,86.72818828813934
982440,86.4018820668693
982470,86.07165102853297
982500,85.7378554307854
982530,85.40085553128166
982560,85.06101158767684
982590,84.71868385762599
982620,84.3742325987842
982650,84.02801806880652
982680,83.68040052534805
982710,83.33174022606383
982740,82.98239742860895
982770,82.6327323906385
982800,82.2831053698075
982830,81.93387662377107
982860,81.58540641018425
982890,81.23805498670212
982920,80.89218261097977
982950,80.54814954067226
982980,80.20631603343465
983010,79.86704234692203
983040,79.53068873878945
983070,79.197615466692
983100,78.86818278828474
983130,78.54275096122275
983160,78.2216802431611
983190,77.90533089175486
983220,77.59406316465909
983250,77.28823731952887
983280,76.98821361401929
983310,76.6943523057854
983340,76.40701365248228
983370,76.12655791176499
983400,75.85334534128862
983430,75.58773619870821
983460,75.33009074167887
983490,75.08076922785564
983520,74.84013191489362
983550,74.60853906044787
983580,74.38635092217345
983610,74.17392775772544
983640,73.9716298247589
983670,73.77981738092893
983700,73.59885068389057
983730,73.42908999129892
983760,73.27089556080904
983790,73.124627650076
983820,72.99064651675485
983850,72.8693124185007
983880,72.7609856129686
983910,72.66602635781362
983940,72.58479491069083
983970,72.51765152925532
984000,72.46495647116215
984030,72.42706999406639
984060,72.4043523556231
984090,72.39716381348738
984120,72.40586462531428
984150,72.43081504875887
984180,72.47237534147624
984210,72.53090576112143
984240,72.60676656534955
984270,72.70031801181565
984300,72.8119203581748
984330,72.94193386208207
984360,73.09071878119255
984390,73.25863537316128
984420,73.44604389564337
984450,73.65330460629387
984480,73.88077776276785
984510,74.12882362272038
984540,74.39780244380654
984570,74.68807448368139
984600,75.0
984630,75.32444168562549
984660,75.65198624640405
984690,75.98257995946553
984720,76.31616910193968
984750,76.6526999509563
984780,76.99211878364522
984810,77.3343718771362
984840,77.67940550855906
984870,78.02716595504359
984900,78.37759949371956
984930,78.7306524017168
984960,79.08627095616508
984990,79.44440143419422
985020,79.80499011293401
985050,80.16798326951422
985080,80.53332718106469
985110,80.90096812471518
985140,81.27085237759549
985170,81.64292621683542
985200,82.01713591956478
985230,82.39342776291336
985260,82.77174802401093
985290,83.15204297998733
985320,83.53425890797232
985350,83.9183420850957
985380,84.30423878848728
985410,84.69189529527685
985440,85.0812578825942
985470,85.47227282756914
985500,85.86488640733145
985530,86.25904489901095
985560,86.6546945797374
985590,87.0517817266406
985620,87.45025261685038
985650,87.85005352749651
985680,88.2511307357088
985710,88.65343051861703
985740,89.056899153351
985770,89.4614829170405
985800,89.86712808681534
985830,90.27378093980532
985860,90.68138775314023
985890,91.08989480394985
985920,91.49924836936398
985950,91.90939472651243
985980,92.32028015252499
986010,92.73185092453146
986040,93.14405331966162
986070,93.55683361504529
986100,93.97013808781224
986130,94.38391301509229
986160,94.7981046740152
986190,95.21265934171082
986220,95.62752329530889
986250,96.04264281193925
986280,96.45796416873166
986310,96.87343364281594
986340,97.28899751132188
986370,97.70460205137928
986400,98.12019354011792
986430,98.53571825466761
986460,98.95112247215815
986490,99.3663524697193
986520,99.7813545244809
986550,100.19607491357273
986580,100.61045991412459
986610,101.02445580326625
986640,101.43800885812755
986670,101.85106535583824
986700,102.26357157352817
986730,102.67547378832707
986760,103.08671827736478
986790,103.49725131777109
986820,103.90701918667578
986850,104.31596816120867
986880,104.72404451849954
986910,105.13119453567818
986940,105.53736448987439
986970,105.94250065821798
987000,106.34654931783874
987030,106.74945674586644
987060,107.15116921943093
987090,107.55163301566193
987120,107.95079441168932
987150,108.34859968464283
987180,108.74499511165229
987210,109.13992696984748
987240,109.5333415363582
987270,109.92518508831425
987300,110.31540390284543
987330,110.70394425708152
987360,111.09075242815234
987390,111.47577469318765
987420,111.85895732931726
987450,112.24024661367099
987480,112.61958882337862
987510,112.99693023556995
987540,113.37221712737475
987570,113.74539577592284
987600,114.11641245834402
987630,114.48521345176806
987660,114.85174503332479
987690,115.21595348014398
987720,115.57778506935544
987750,115.93718607808896
987780,116.29410278347433
987810,116.64848146264134
987840,117.00026839271982
987870,117.34940985083952
987900,117.69585211413028
987930,118.03954145972187
987960,118.38042416474408
987990,118.71844650632673
988020,119.0535547615996
988050,119.38569520769248
988080,119.71481412173517
988110,120.04085778085748
988140,120.36377246218919
988170,120.6835044428601
988200,121.0
988230,121.31506368684614
988260,121.63052250979226
988290,121.94635642570282
988320,122.26254539144232
988350,122.57906936387525
988380,122.89590829986614
988410,123.21304215627944
988440,123.53045088997968
988470,123.84811445783133
988500,124.1660128166989
988530,124.48412592344687
988560,124.80243373493975
988590,125.12091620804205
988620,125.43955329961823
988650,125.7583249665328
988680,126.07721116565025
988710,126.39619185383509
988740,126.71524698795182
988770,127.03435652486489
988800,127.35350042143884
988830,127.67265863453815
988860,127.99181112102733
988890,128.31093783777084
988920,128.6300187416332
988950,128.9490337894789
988980,129.26796293817245
989010,129.58678614457833
989040,129.905483365561
989070,130.22403455798502
989100,130.54241967871485
989130,130.860618684615
989160,131.17861153254995
989190,131.4963781793842
989220,131.81389858198224
989250,132.1311526972086
989280,132.4481204819277
989310,132.7647818930041
989340,133.0811168873023
989370,133.39710542168675
989400,133.71272745302196
989430,134.02796293817244
989460,134.34279183400267
989490,134.65719409737716
989520,134.97114968516038
989550,135.28463855421685
989580,135.59764066141108
989610,135.9101359636075
989640,136.2221044176707
989670,136.53352598046507
989700,136.84438060885518
989730,137.15464825970548
989760,137.4643088898805
989790,137.77334245624473
989820,138.08172891566267
989850,138.38944822499877
989880,138.69648034111756
989910,139.00280522088354
989940,139.3084028211612
989970,139.61325309881502
990000,139.9173360107095
990030,140.22063151370915
990060,140.52311956467847
990090,140.82478012048193
990120,141.12559313798403
990150,141.42553857404928
990180,141.72459638554216
990210,142.02274652932718
990240,142.31996896226883
990270,142.6162436412316
990300,142.91155052307997
990330,143.20586956467847
990360,143.49918072289157
990390,143.79146395458378
990420,144.08269921661957
990450,144.37286646586347
990480,144.66194565917993
990510,144.94991675343348
990540,145.23675970548862
990570,145.52245447220983
990600,145.80698101046158
990630,146.09031927710845
990660,146.37244922901482
990690,146.65335082304526
990720,146.93300401606427
990750,147.2113887649363
990780,147.48848502652586
990810,147.76427275769746
990840,148.0387319153156
990870,148.31184245624473
990900,148.5835843373494
990930,148.85393751549407
990960,149.12288194754325
990990,149.39039759036143
991020,149.65646440081312
991050,149.9210623357628
991080,150.18417135207497
991110,150.4457714066141
991140,150.70584245624474
991170,150.96436445783132
991200,151.22131736823837
991230,151.47668114433043
991260,151.7304357429719
991290,151.98256112102732
991320,152.2330372353612
991350,152.48184404283802
991380,152.72896150032227
991410,152.97436956467845
991440,153.21804819277108
991470,153.45997734146462
991500,153.7001369676236
991530,153.93850702811244
991560,154.17506747979573
991590,154.4097982795379
991620,154.6426793842035
991650,154.87369075065695
991680,155.1028123357628
991710,155.33002409638556
991740,155.55530598938967
991770,155.77863797163965
991800,156.0
991830,156.21897507679824
991860,156.43517741841998
991890,156.6486338028169
991920,156.85937100794064
991950,157.06741581174288
991980,157.27279499217528
992010,157.47553532718948
992040,157.67566359473716
992070,157.87320657276996
992100,158.06819103923957
992130,158.2606437720976
992160,158.45059154929578
992190,158.6380611487857
992220,158.8230793485191
992250,159.00567292644757
992280,159.1858686605228
992310,159.36369332869646
992340,159.53917370892017
992370,159.71233657914564
992400,159.88320871732452
992430,160.05181690140844
992460,160.2181879093491
992490,160.38234851909812
992520,160.5443255086072
992550,160.70414565582797
992580,160.8618357387121
992610,161.01742253521127
992640,161.1709328232771
992670,161.32239338086129
992700,161.4718309859155
992730,161.61927241639134
992760,161.76474445024053
992790,161.9082738654147
992820,162.04988743986553
992850,162.18961195154466
992880,162.32747417840375
992910,162.46350089839447
992940,162.5977188894685
992970,162.73015492957745
993000,162.86083579667303
993030,162.9897882687069
993060,163.11703912363066
993090,163.24261513939604
993120,163.36654309395468
993150,163.4888497652582
993180,163.60956193125833
993210,163.7287063699067
993240,163.84630985915493
993270,163.96239917695473
993300,164.07700110125776
993330,164.19014241001565
993360,164.3018498811801
993390,164.4121502927027
993420,164.52107042253522
993450,164.62863704862923
993480,164.7348769489364
993510,164.83981690140845
993540,164.943483683997
993570,165.0459040746537
993600,165.1471048513302
993630,165.2471127919782
993660,165.34595467454935
993690,165.4436572769953
993720,165.54024737726772
993750,165.63575175331826
993780,165.7301971830986
993810,165.82361044456036
993840,165.91601831565524
993870,166.0074475743349
993900,166.09792499855098
993930,166.18747736625514
993960,166.27613145539905
993990,166.3639140439344
994020,166.4508519098128
994050,166.53697183098592
994080,166.62230058540544
994110,166.70686495102302
994140,166.7906917057903
994170,166.87380762765895
994200,166.95623949458064
994230,167.03801408450704
994260,167.11915817538977
994290,167.19969854518055
994320,167.279661971831
994350,167.35907523329277
994380,167.43796510751753
994410,167.51635837245695
994440,167.59428180606272
994470,167.67176218628643
994500,167.7488262910798
994530,167.82550089839447
994560,167.90181278618212
994590,167.97778873239437
994620,168.0534555149829
994650,168.12883991189938
994680,168.20396870109545
994710,168.27886866052282
994740,168.35356656813306
994770,168.42808920187792
994800,168.50246333970904
994830,168.57671575957804
994860,168.6508732394366
994890,168.7249625572364
994920,168.7990104909291
994950,168.87304381846636
994980,168.9470893177998
995010,169.0211737668811
995040,169.09532394366198
995070,169.169566626094
995100,169.2439285921289
995130,169.3184366197183
995160,169.39311748681388
995190,169.46799797136728
995220,169.54310485133018
995250,169.61846490465425
995280,169.69410490929113
995310,169.7700516431925
995340,169.84633188430996
995370,169.92297241059526
995400,170.0
995430,170.07829507911669
995460,170.15865812156892
995490,170.24099597585513
995520,170.3252154904737
995550,170.41122351392303
995580,170.49892689470155
995610,170.58823248130759
995640,170.6790471222396
995670,170.77127766599597
995700,170.86483096107509
995730,170.95961385597536
995760,171.05553319919517
995790,171.15249583923293
995820,171.25040862458704
995850,171.34917840375587
995880,171.44871202523785
995910,171.54891633753135
995940,171.6496981891348
995970,171.75096442854658
996000,171.8526219042651
996030,171.95457746478874
996060,172.05673795861588
996090,172.159010234245
996120,172.26130114017437
996150,172.3635175249025
996180,172.46556623692774
996210,172.56735412474848
996240,172.66878803686316
996270,172.7697748217701
996300,172.8702213279678
996330,172.9700344039546
996360,173.06912089822887
996390,173.16738765928906
996420,173.26474153563356
996450,173.36108937576074
996480,173.456338028169
996510,173.5503943413568
996540,173.64316516382243
996570,173.7345573440644
996600,173.824477730581
996630,173.91283317187072
996660,173.99953051643192
996690,174.08447661276298
996720,174.16757830936234
996750,174.24874245472836
996780,174.32787589735946
996810,174.40488548575402
996840,174.47967806841046
996870,174.55216049382716
996900,174.62223961050253
996930,174.68982226693495
996960,174.75481531162282
