time,hvac_oveZonActCor_yReaHea_u
965460,0.0
965490,0.0
965520,0.0
965550,0.0
965580,0.0
965610,0.0
965640,0.0
965670,0.0
965700,0.0
965730,0.0
965760,0.0
965790,0.0
965820,0.0
965850,0.0
965880,0.0
965910,0.0
965940,0.0
965970,0.0
966000,0.0
966030,0.0
966060,0.0
966090,0.0
966120,0.0
966150,0.0
966180,0.0
966210,0.0
966240,0.0
966270,0.0
966300,0.0
966330,0.0
966360,0.0
966390,0.0
966420,0.0
966450,0.0
966480,0.0
966510,0.0
966540,0.0
966570,0.0
966600,0.0
966630,0.0
966660,0.0
966690,0.0
966720,0.0
966750,0.0
966780,0.0
966810,0.0
966840,0.0
966870,0.0
966900,0.0
966930,0.0
966960,0.0
966990,0.0
967020,0.0
967050,0.0
967080,0.0
967110,0.0
967140,0.0
967170,0.0
967200,0.0
967230,0.0
967260,0.0
967290,0.0
967320,0.0
967350,0.0
967380,0.0
967410,0.0
967440,0.0
967470,0.0
967500,0.0
967530,0.0
967560,0.0
967590,0.0
967620,0.0
967650,0.0
967680,0.0
967710,0.0
967740,0.0
967770,0.0
967800,0.0
967830,0.0
967860,0.0
967890,0.0
967920,0.0
967950,0.0
967980,0.0
968010,0.0
968040,0.0
968070,0.0
968100,0.0
968130,0.0
968160,0.0
968190,0.0
968220,0.0
968250,0.0
968280,0.0
968310,0.0
968340,0.0
968370,0.0
968400,0.0
968430,0.0
968460,0.0
968490,0.0
968520,0.0
968550,0.0
968580,0.0
968610,0.0
968640,0.0
968670,0.0
968700,0.0
968730,0.0
968760,0.0
968790,0.0
968820,0.0
968850,0.0
968880,0.0
968910,0.0
968940,0.0
968970,0.0
969000,0.0
969030,0.0
969060,0.0
969090,0.0
969120,0.0
969150,0.0
969180,0.0
969210,0.0
969240,0.0
969270,0.0
969300,0.0
969330,0.0
969360,0.0
969390,0.0
969420,0.0
969450,0.0
969480,0.0
969510,0.0
969540,0.0
969570,0.0
969600,0.0
969630,0.0
969660,0.0
969690,0.0
969720,0.0
969750,0.0
969780,0.0
969810,0.0
969840,0.0
969870,0.0
969900,0.0
969930,0.0
969960,0.0
969990,0.0
970020,0.0
970050,0.0
970080,0.0
970110,0.0
970140,0.0
970170,0.0
970200,0.0
970230,0.0
970260,0.0
970290,0.0
970320,0.0
970350,0.0
970380,0.0
970410,0.0
970440,0.0
970470,0.0
970500,0.0
970530,0.0
970560,0.0
970590,0.0
970620,0.0
970650,0.0
970680,0.0
970710,0.0
970740,0.0
970770,0.0
970800,0.0
970830,0.0
970860,0.0
970890,0.0
970920,0.0
970950,0.0
970980,0.0
971010,0.0
971040,0.0
971070,0.0
971100,0.0
971130,0.0
971160,0.0
971190,0.0
971220,0.0
971250,0.0
971280,0.0
971310,0.0
971340,0.0
971370,0.0
971400,0.0
971430,0.0
971460,0.0
971490,0.0
971520,0.0
971550,0.0
971580,0.0
971610,0.0
971640,0.0
971670,0.0
971700,0.0
971730,0.0
971760,0.0
971790,0.0
971820,0.0
971850,0.0
971880,0.0
971910,0.0
971940,0.0
971970,0.0
972000,0.0
972030,0.0
972060,0.0
972090,0.0
972120,0.0
972150,0.0
972180,0.0
972210,0.0
972240,0.0
972270,0.0
972300,0.0
972330,0.0
972360,0.0
972390,0.0
972420,0.0
972450,0.0
972480,0.0
972510,0.0
972540,0.0
972570,0.0
972600,0.0
972630,0.0
972660,0.0
972690,0.0
972720,0.0
972750,0.0
972780,0.0
972810,0.0
972840,0.0
972870,0.0
972900,0.0
972930,0.0
972960,0.0
972990,0.0
973020,0.0
973050,0.0
973080,0.0
973110,0.0
973140,0.0
973170,0.0
973200,0.0
973230,0.0
973260,0.0019636549510783363
973290,0.0171338228611312
973320,0.03027827732109402
973350,0.042564670438942354
973380,0.05406629382588531
973410,0.06484602857904702
973440,0.07495542428962015
973470,0.08443775490151897
973500,0.09333003900846545
973530,0.1016651533671353
973560,0.10947225518149697
973590,0.11677751507172168
973620,0.12360556118570504
973650,0.12997704914061275
973680,0.13591516582207827
973710,0.14143783317172173
973740,0.14656259862871113
973770,0.151308025837251
973800,0.1556894172648452
973830,0.15972308996711243
973860,0.16342615432026844
973890,0.16681151329239333
973920,0.16989447650720674
973950,0.17268835991879025
973980,0.17520739772606778
974010,0.17746531634167115
974040,0.1794753029019672
974070,0.18125069777140726
974100,0.18280449833374252
974130,0.18414957914500696
974160,0.18529861163988218
974190,0.18626405424364142
974220,0.18705816886236126
974250,0.18769295370282696
974280,0.188180158497756
974310,0.18853124730444973
974340,0.1887573810284597
974370,0.18886939361368424
974400,0.1888777726454657
974430,0.18879263756205183
974460,0.18862372279460257
974490,0.1883803593289321
974520,0.18807146121393195
974550,0.18770551151605866
974580,0.18729055290079186
974610,0.18683417853904363
974640,0.1863435271689236
974670,0.18582527919375968
974700,0.1852856563783019
974730,0.1847304230633864
974760,0.18416489152616614
974790,0.1835939380447261
974820,0.1830220067619659
974850,0.18245310554970845
974880,0.1818908205305572
974910,0.18133833081736545
974940,0.180798424915106
974970,0.18027351864284813
975000,0.17976567402301077
975030,0.17927661913439033
975060,0.1788077684353688
975090,0.17836024364947445
975120,0.17793489469074625
975150,0.17753232081879472
975180,0.1771528914077443
975210,0.1767967666928256
975240,0.17646391778705747
975270,0.17615414646372948
975300,0.17586710394878963
975330,0.17560230931295306
975360,0.1753591666928662
975390,0.17513698198619726
975420,0.17493497827220014
975450,0.17475231061517624
975480,0.1745880789311445
975510,0.17444133899205366
975540,0.17431111493698373
975570,0.17419641179968615
975600,0.1740962248540628
975630,0.17400954809197952
975660,0.1739353826600646
975690,0.17387274542575562
975720,0.17382067501896753
975750,0.17377823685843724
975780,0.1737445271747648
975810,0.17371867671061617
975840,0.1736998533815934
975870,0.1736872647195714
975900,0.1736801595625176
975930,0.1736778294595669
975960,0.17367960942985958
975990,0.17368487846868974
976020,0.1736930595068534
976050,0.1737036191700613
976080,0.1737160670941459
976110,0.17372995509604008
976140,0.17374487599463007
976170,0.17376046234030867
976200,0.17377638487653121
976230,0.1737923509579715
976260,0.17380810277053776
976290,0.1738234155509006
976320,0.17383809566489564
976350,0.17385197872443792
976380,0.17386492760730665
976410,0.17387683055143993
976440,0.17388759918291982
976470,0.17389716665304503
976500,0.1739054857251174
976530,0.17391252701154084
976560,0.17391827715095654
976590,0.17392273717415194
976620,0.17392592082851374
976650,0.17392785308762615
976680,0.1739285686256978
976710,0.17392811049345647
976740,0.17392652877403217
976770,0.17392387939992962
976800,0.17392022302891333
976830,0.1739156239700176
976860,0.17391014930771764
976890,0.17390386790694742
976920,0.17389684981840905
976950,0.173889165352273
976980,0.17388088475871402
977010,0.17387207727539364
977040,0.17386281105193574
977070,0.1738531521503818
977100,0.17384316472472372
977130,0.17383290994878556
977160,0.17382244645299974
977190,0.17381182918555568
977220,0.17380111019552422
977250,0.17379033751425252
977280,0.1737795563599289
977310,0.1737688078314146
977340,0.17375813051930908
977370,0.17374755882002643
977400,0.17373712481169135
977430,0.17372685644248032
977460,0.17371677966577043
977490,0.17370691643461295
977520,0.1736972870033954
977550,0.17368790772853374
977580,0.17367879357564137
977610,0.17366995574431496
977640,0.17366140437181526
977670,0.1736531459947379
977700,0.1736451864338265
977730,0.1736375281003343
977760,0.17363017304530942
977790,0.17362312011729564
977820,0.17361636815996404
977850,0.1736099130271992
977880,0.1736037509142357
977910,0.17359787523608497
977940,0.17359228007879324
977970,0.17358695694716064
978000,0.17358189834066864
978030,0.1735770942717466
978060,0.17357253621781416
978090,0.17356821312281856
978120,0.17356411577511052
978150,0.17356023252784863
978180,0.17355655380027146
978210,0.17355306769412307
978240,0.17354976457073232
978270,0.17354663255858574
978300,0.17354366221419942
978330,0.17354084192023703
978360,0.17353816262758306
978390,0.17353561315135715
978420,0.1735331849878737
978450,0.17353086751724822
978480,0.17352865288926184
978510,0.17352653114057556
978540,0.17352449514461948
978570,0.17352253565056258
978600,0.1735206462932225
978630,0.1735188185601242
978660,0.17351704685816682
978690,0.17351532341440581
978720,0.17351364339669093
978750,0.17351199975327655
978780,0.17351038840224353
978810,0.17350880289318893
978840,0.17350723986480138
978870,0.17350569325791232
978900,0.1735041601534925
978930,0.17350263490832674
978960,0.17350111513747296
978990,0.1734995958582954
979020,0.1734980755806662
979050,0.17349655043392326
979080,0.17349502031773445
979110,0.17349348296066877
979140,0.1734919400664037
979170,0.17349039123277063
979200,0.17348884001752102
979230,0.17346092104558683
979260,0.17337284646199552
979290,0.17322043492435876
979320,0.1730008442647945
979350,0.17270873467473558
979380,0.172340890994088
979410,0.17189530177489992
979440,0.17137059996420648
979470,0.17076596432869443
979500,0.1700811592536618
979530,0.16931654999001333
979560,0.16847302731215316
979590,0.16755193626325623
979620,0.1665550145072329
979650,0.16548433753589317
979680,0.16434226828402346
979710,0.16313141125177164
979740,0.16185456757887343
979770,0.16051469233764135
979800,0.1591148550264269
979830,0.15765820358225172
979860,0.15614793656176648
979890,0.15458727361310262
979920,0.15297942546582394
979950,0.15132756747756637
979980,0.14963481702470624
980010,0.14790421413825278
980040,0.1461387045672186
980070,0.14434112647343383
980100,0.1425141982754819
980130,0.1406605090356683
980160,0.13878251102205538
980190,0.13688251420141087
980220,0.1349626824921064
980250,0.13302503162668394
980280,0.13107142845122777
980310,0.12910359153510056
980340,0.12712309294295665
980370,0.12513136131711194
980400,0.12312968666991747
980430,0.12111922370730092
980460,0.11910099388111277
980490,0.11707588524202545
980520,0.1150446579667697
980550,0.11300794957176714
980580,0.11096628459321299
980610,0.10892008624112137
980640,0.10686969692117942
980670,0.10481541022148304
980700,0.10275745090937123
980730,0.10069599366655864
980760,0.09863113089780669
980790,0.09656289163548112
980820,0.09449125661991824
980850,0.09241613243441646
980880,0.09033739213076317
980910,0.08825486846065655
980940,0.08616835398109308
980970,0.08407761185474369
981000,0.08198237680310914
981030,0.07988238795957762
981060,0.0777773518195044
981090,0.07566692296317219
981120,0.07355075186243068
981150,0.07142848084176372
981180,0.06929975156788716
981210,0.06716420449242759
981240,0.06502148091160428
981270,0.06287122240355072
981300,0.06071307088258491
981330,0.05854666918160989
981360,0.05637166242046166
981390,0.05418770214466715
981420,0.051994433852051866
981450,0.04979149697034216
981480,0.047578529603388625
981510,0.0453551728895201
981540,0.0431210723039305
981570,0.04087587777538322
981600,0.038619243593154495
981630,0.03635082836817431
981660,0.034070295041176285
981690,0.03177731089425932
981720,0.029471552013629464
981750,0.02715270061185327
981780,0.02482044311116842
981810,0.02247447467380128
981840,0.020114499990792303
981870,0.017740232308394686
981900,0.015351391056113722
981930,0.012985901578508784
981960,0.01084775046969901
981990,0.009154699346156727
982020,0.007985624319243573
982050,0.007290361615681438
982080,0.006951580701718496
982110,0.0068486036015527755
982140,0.0068826781474353015
982170,0.00698267275463055
982200,0.007102419756490864
982230,0.007212580893817365
982260,0.007297194629248015
982290,0.00734884521882097
982320,0.0073651324853061875
982350,0.007348523720932085
982380,0.007302584097802575
982410,0.007231838635762338
982440,0.007141544845154585
982470,0.00703659415806517
982500,0.0069215607878016635
982530,0.0068005321811118275
982560,0.006677156643445824
982590,0.00655415822432258
982620,0.006433065395632943
982650,0.006314441155592987
982680,0.0061982872398183815
982710,0.0060844327733140776
982740,0.005972677383955811
982770,0.005862868051143212
982800,0.0057549017107324674
982830,0.00567148910871765
982860,0.0056253390297114686
982890,0.005603062975174236
982920,0.005595283071698864
982950,0.005595455384726897
982980,0.00559908799604498
983010,0.0056036288696597
983040,0.005607559638815545
983070,0.005609848328179777
983100,0.00561038705477234
983130,0.005609161836074438
983160,0.005606281833834385
983190,0.005601996047215326
983220,0.0055965647443542
983250,0.005590219116879858
983280,0.005583171507820338
983310,0.00557559991200221
983340,0.0055676507312866245
983370,0.005559439421481957
983400,0.005551052235133014
983430,0.005542552888370016
983460,0.005533993116398716
983490,0.0055254139300657205
983520,0.005516844811815938
983550,0.005508305568832174
983580,0.005499810393667813
983610,0.005491368515491724
983640,0.005482984886691764
983670,0.005474661403277179
983700,0.005466398191043213
983730,0.005458194600526039
983760,0.005450049826842272
983790,0.005441963225209551
983820,0.005433934429121675
983850,0.005425963358071699
983880,0.005418050171498554
983910,0.005410195290004764
983940,0.0054023995189927745
983970,0.005394664182030377
984000,0.005386990999752992
984030,0.0053793817047885824
984060,0.005371837647719338
984090,0.005364359606328584
984120,0.005356947799041847
984150,0.005349601986713698
984180,0.005342321569937757
984210,0.00533510566113973
984240,0.0053279531530502685
984270,0.005320862802427946
984300,0.005313833324872993
984330,0.005306863480950674
984360,0.005299952134431804
984390,0.005293098275751647
984420,0.0052863010160846035
984450,0.005279559564030153
984480,0.005272873196367662
984510,0.005266241230407721
984540,0.0052596630009269525
984570,0.005253137841766009
984600,0.005246665071097935
984630,0.005240242132873829
984660,0.0052338663039631465
984690,0.005227536471481017
984720,0.00522129270331774
984750,0.00521625247212696
984780,0.0052136098975253545
984810,0.005211893357897977
984840,0.00520931993312063
984870,0.005205107761746337
984900,0.005199324534936605
984930,0.005192396419931676
984960,0.005184881002572894
984990,0.005177125011205477
985020,0.0051694511892386805
985050,0.005161970406718331
985080,0.005154757830221262
985110,0.0051478085131276
985140,0.005141096221067365
985170,0.0051345849474115
985200,0.005128246735366803
985230,0.005122051536053145
985260,0.005115974045779197
985290,0.005109994198009643
985320,0.005104096168199594
985350,0.005098267478537142
985380,0.005092498391165017
985410,0.005086781385752091
985440,0.005081110708211643
985470,0.005075481966742066
985500,0.005069891798117836
985530,0.005064337592488487
985560,0.0050588172853058685
985590,0.0050533291997625724
985620,0.005047871937265543
985650,0.005042444299667936
985680,0.005037045238642701
985710,0.005031673698668627
985740,0.005026328947188613
985770,0.005021010241680751
985800,0.005015716892163335
985830,0.005010448262529651
985860,0.005005203768398077
985890,0.00499998287302806
985920,0.004994784683031492
985950,0.004989607958723315
985980,0.0049844516073058445
986010,0.004979314778574924
986040,0.00497419684282895
986070,0.004969097337799145
986100,0.004964015916528936
986130,0.004958952305781646
986160,0.004953906275928795
986190,0.004948877620402935
986220,0.004943866142487292
986250,0.004938871647215854
986280,0.004933893936681008
986310,0.004928932809271307
986340,0.004923988053794325
986370,0.004919059453222376
986400,0.004914146783871912
986430,0.004909246954913097
986460,0.0049043567158158765
986490,0.004899475147779381
986520,0.004894600645235443
986550,0.0048897312857822195
986580,0.004884865434777631
986610,0.004880002123434248
986640,0.004875141146644909
986670,0.004870282912649432
986700,0.004865427425440602
986730,0.004860574439009697
986760,0.004855723814219826
986790,0.004850875572676148
986820,0.004846029861229524
986850,0.004841186911202823
986880,0.004836347008384263
986910,0.004831510472727871
986940,0.004826677644043051
986970,0.004821848871201761
987000,0.004817024503947745
987030,0.004812204886807699
987060,0.004807390355073183
987090,0.004802581232594336
987120,0.004797777830926691
987150,0.004792980449506844
987180,0.004788189376270155
987210,0.004783404888576865
987240,0.004778627254044848
987270,0.004773856731339969
987300,0.004769093570700129
987330,0.004764338014444137
987360,0.004759590297296852
987390,0.004754850646666097
987420,0.0047501192829125715
987450,0.004745396419620607
987480,0.004740682263905289
987510,0.004735977016708435
987540,0.004731280873213803
987570,0.004726594023189008
987600,0.004721916651469637
987630,0.004717248938380211
987660,0.004712591060216334
987690,0.004707943189713227
987720,0.004703305496578281
987750,0.004698678147980647
987780,0.004694061309384794
987810,0.004689455144430541
987840,0.004684859813003553
987870,0.004680275471927473
987900,0.004675702276410652
987930,0.004671140380149049
987960,0.004666589935327624
987990,0.0046620510928935665
988020,0.00465752400343945
988050,0.004653008819222314
988080,0.0046485056865084445
988110,0.0046440147466240665
988140,0.004639536153728049
988170,0.004635071694249017
988200,0.004630622849536761
988230,0.0046261901357834475
988260,0.0046217743898786055
988290,0.0046173764986693995
988320,0.00461299706840036
988350,0.00460863624004291
988380,0.004604293668398217
988410,0.004599968617262382
988440,0.004595660103746584
988470,0.004591367038396895
988500,0.004587088332968759
988530,0.004582822969464286
988560,0.004578570036836058
988590,0.004574328746008823
988620,0.004570098432985622
988650,0.004565878556688006
988680,0.00456166869505181
988710,0.0045574685405953995
988740,0.004553277895604244
988770,0.004549096666577116
988800,0.004544924857726554
988830,0.004540762563422038
988860,0.004536609959720757
988890,0.004532467295189736
988920,0.0045283348812656206
988950,0.004524213082366953
988980,0.0045201023059926295
989010,0.004516002992868426
989040,0.004511915607366046
989070,0.004507840628187415
989100,0.004503778539484059
989130,0.004499729822426035
989160,0.004495694947289843
989190,0.004491674366146121
989220,0.004487668506186077
989250,0.0044836777636724735
989280,0.004479702498630426
989310,0.004475743030239118
989340,0.004471799632934181
989370,0.004467872533273477
989400,0.004463961907474034
989430,0.00446006787969944
989460,0.004456190520990988
989490,0.004452329848886674
989520,0.004448485827636776
989550,0.004444658368946415
989580,0.004440847333334954
989610,0.0044370525318289345
989640,0.004433273728184132
989670,0.004429510641364384
989700,0.004425762948296634
989730,0.004422030286894168
989760,0.004418312259158588
989790,0.004414608434374773
989820,0.004410918352295495
989850,0.004407241526311739
989880,0.004403577446429214
989910,0.004399925584149236
989940,0.004396285389349274
989970,0.0043926562978481324
990000,0.004389037731855863
990030,0.004385427234842085
990060,0.004381821725424696
990090,0.004378218985565226
990120,0.004374616165674959
990150,0.004371010236613323
990180,0.004367398483573379
990210,0.004363778789647856
990240,0.004360149705330493
990270,0.004356510376701838
990300,0.004352860417262746
990330,0.004349199783846527
990360,0.004345528683163111
990390,0.004341847510702486
990420,0.004338156812069697
990450,0.004334457259124648
990480,0.004330749587781747
990510,0.004327034598610958
990540,0.00432331312090923
990570,0.004319585981828568
990600,0.0043158539926309485
990630,0.004312117936023707
990660,0.004308378555684654
990690,0.0043046365498267455
990720,0.004300892569306886
990750,0.004297147219337269
990780,0.004293401063632606
990810,0.004289654629465725
990840,0.00428590841281168
990870,0.004282162882973853
990900,0.004278418486572985
990930,0.004274675650975521
990960,0.004270934787264056
990990,0.0042671962929422495
991020,0.004263460554458019
991050,0.004259727949402585
991080,0.004255998848513569
991110,0.004252273617238625
991140,0.004248552616941028
991170,0.004244836205577768
991200,0.004241124737905885
991230,0.0042374185651613255
991260,0.004233718034290452
991290,0.004230023486688173
991320,0.004226335256502858
991350,0.0042226536686604055
991380,0.004218979036442737
991410,0.004215311658914208
991440,0.0042116518180878824
991470,0.004207999775964845
991500,0.004204355771450418
991530,0.0042007200173175005
991560,0.004197092697102366
991590,0.004193473962132276
991620,0.004189863928624958
991650,0.004186262675000656
991680,0.0041826702393182695
991710,0.004179086538268463
991740,0.004175510583192757
991770,0.0041719416994505576
991800,0.004168379532395441
991830,0.004164823476599742
991860,0.004161272844974564
991890,0.004157727053006397
991920,0.004154185717348765
991950,0.0041506486653747725
991980,0.004147115886307533
992010,0.004143587462224313
992040,0.004140063507132801
992070,0.004136544126914297
992100,0.004133029400969179
992130,0.004129519379545275
992160,0.004126014089724692
992190,0.004122513544006868
992220,0.00411901774800608
992250,0.004115526705908128
992280,0.004112040423506668
992310,0.0041085589094873734
992340,0.0041050821756550724
992370,0.004101610236574828
992400,0.004098143109105985
992430,0.004094680811880289
992460,0.00409122336484178
992490,0.004087770788844688
992520,0.004084323105288518
992550,0.004080880335746406
992580,0.004077442501631631
992610,0.004074009623892411
992640,0.004070581722727419
992670,0.0040671588173055015
992700,0.00406374092554515
992730,0.0040603280639109375
992760,0.004056920247257326
992790,0.004053517488642518
992820,0.004050119799277356
992850,0.004046727188382843
992880,0.004043339663263377
992910,0.0040399572290974505
992940,0.004036579888888901
992970,0.004033207643464054
993000,0.00402984049147707
993030,0.004026478429384919
993060,0.004023121451495896
993090,0.004019769549963946
993120,0.004016422714858547
993150,0.004013080934265106
993180,0.004009744194375354
993210,0.004006412479603227
993240,0.004003085772705427
993270,0.0039997640548995106
993300,0.00399644730598193
993330,0.0039931355044812
993360,0.003989828627728636
993390,0.0039865266520366675
993420,0.003983229552779922
993450,0.003979937304520523
993480,0.003976649881729788
993510,0.003973367260768941
993540,0.003970089415945238
993570,0.003966816321611883
993600,0.003963547950346394
993630,0.004540976084097525
993660,0.0048933548575525385
993690,0.0050993328839640875
993720,0.005211706297953846
993750,0.005265260861554933
993780,0.005283313141064052
993810,0.005281032239587166
993840,0.005268473549701077
993870,0.005251513790811827
993900,0.0052337273398550465
993930,0.005217242838571816
993960,0.005203044041401224
993990,0.005191184973554932
994020,0.0051815609740274386
994050,0.00517387101167382
994080,0.005167753229070346
994110,0.005162859384058365
994140,0.00515888565610689
994170,0.0051555822973397645
994200,0.005152757061963493
994230,0.005150262786696199
994260,0.005147999181802334
994290,0.005145892979224445
994320,0.005143891564949799
994350,0.0051419618356385475
994380,0.005140083753219345
994410,0.0051382452811190036
994440,0.005136439020612753
994470,0.005134660129887182
994500,0.00513290507352624
994530,0.005131170891154551
994560,0.0051294547953562785
994590,0.005127753844921727
994620,0.005126064110260606
