time,hvac_reaZonEas_TZon_y
955860,292.45393691473777
955890,292.45344475439305
955920,292.4529536416497
955950,292.4524635906999
955980,292.45197461545047
956010,292.4514867295391
956040,292.45099994634495
956070,292.4505142790059
956100,292.45002974042933
956130,292.44954634330514
956160,292.4490641001167
956190,292.4485830231512
956220,292.4481031245105
956250,292.4476244161194
956280,292.4471469097354
956310,292.4466706169573
956340,292.44619554923105
956370,292.44572171785995
956400,292.4452491340094
956430,292.4447778087147
956460,292.4443077528862
956490,292.44383897731547
956520,292.44337149268136
956550,292.44290530955476
956580,292.44244043840246
956610,292.4419768895929
956640,292.4415146734004
956670,292.4410538000075
956700,292.440594279512
956730,292.44013612192765
956760,292.43967933718744
956790,292.4392239351496
956820,292.4387699255984
956850,292.4383173182467
956880,292.4378661227405
956910,292.43741634865927
956940,292.43696800552016
956970,292.43652110278066
957000,292.4360756498379
957030,292.4356316560337
957060,292.4351891306559
957090,292.43474808293917
957120,292.4343085220688
957150,292.4338704571813
957180,292.4334338973656
957210,292.4329988516674
957240,292.4325653285325
957270,292.43213333909137
957300,292.4317028894912
957330,292.43127398976316
957360,292.43084664890307
957390,292.43042087566533
957420,292.42999667883265
957450,292.4295740672173
957480,292.42915304964947
957510,292.4287336348197
957540,292.4283158312469
957570,292.4278996473026
957600,292.42748509124795
957630,292.42707171592275
957660,292.4266589500581
957690,292.42624664099407
957720,292.4258346922234
957750,292.4254229998487
957780,292.4250114599953
957810,292.42459997456484
957840,292.4241884534056
957870,292.42377681536834
957900,292.4233649888131
957930,292.422952911687
957960,292.42254053127965
957990,292.422127777864
958020,292.42171466111864
958050,292.4213011258015
958080,292.4208871655396
958110,292.420472764711
958140,292.4200579148599
958170,292.4196426098223
958200,292.41922684784583
958230,292.4188106304449
958260,292.4183939623337
958290,292.4179768508104
958320,292.41755930545384
958350,292.4171413377315
958380,292.41672296074347
958410,292.41630418896887
958440,292.4158850380964
958470,292.4154655248733
958500,292.41504566702736
958530,292.4146254832008
958560,292.4142049929551
958590,292.41378421678684
958620,292.4133631762037
958650,292.41294189381534
958680,292.4125203934831
958710,292.4120987004731
958740,292.41167684168266
958770,292.4112548458453
958800,292.410832743838
958830,292.41041056891675
958860,292.4099883571324
958890,292.4095661475266
958920,292.40914398275714
958950,292.40872190903036
958980,292.40829997734306
959010,292.4078782422516
959040,292.40745676558976
959070,292.4070356098508
959100,292.40661540662916
959130,292.4061956908682
959160,292.4057765404824
959190,292.4053580668814
959220,292.40494055032264
959250,292.4045238768414
959280,292.40410802868934
959310,292.40369328068874
959340,292.40327974863345
959370,292.4028675602744
959400,292.4024568570288
959430,292.4020476924883
959460,292.4016402659791
959490,292.4012358174655
959520,292.4008358325514
959550,292.4004415478572
959580,292.4000537892668
959610,292.39967298940513
959640,292.39929927387107
959670,292.39893255558115
959700,292.39857261869423
959730,292.39821918376873
959760,292.39787195172914
959790,292.3975306346384
959820,292.397194974601
959850,292.39686474933364
959880,292.39653977705717
959910,292.39621991706315
959940,292.3959050620214
959970,292.39559513447756
960000,292.39529008057883
960030,292.39498986550626
960060,292.39469446209887
960090,292.3944038482698
960120,292.3941180015657
960150,292.3938368945511
960180,292.3935604909917
960210,292.39328874282216
960240,292.3930215878678
960270,292.3927589482719
960300,292.3925007295685
960330,292.3922468203322
960360,292.3919970872025
960390,292.39175138799374
960420,292.3915095637966
960450,292.39127144127275
960480,292.3910368344061
960510,292.39080554621626
960540,292.3905773705138
960570,292.3903520921624
960600,292.3901294927448
960630,292.3899093495135
960660,292.3896914374261
960690,292.3894755308783
960720,292.3892614052614
960750,292.3890488383696
960780,292.3888376116628
960810,292.38862751137697
960840,292.38841832947975
960870,292.38820986447035
960900,292.38800192202285
960930,292.38779431548016
960960,292.3875868662016
960990,292.38737940377575
961020,292.38717176610817
961050,292.38696379939785
961080,292.3867553580173
961110,292.3865463043114
961140,292.3863365083338
961170,292.38612584753804
961200,292.38591420644445
961230,292.3857019902641
961260,292.3854896766749
961290,292.3852772492428
961320,292.3850646639995
961350,292.3848519213403
961380,292.38463907557394
961410,292.3844262042734
961440,292.3842134145062
961470,292.38400083631353
961500,292.38378861705996
961530,292.38357691650015
961560,292.3833659025438
961590,292.38315574770036
961620,292.3829466261593
961650,292.382738711446
961680,292.3825321746177
961710,292.38232718282984
961740,292.3821238982484
961770,292.3819224772514
961800,292.38172306985246
961830,292.38152581755855
961860,292.38133085544274
961890,292.3811383121291
961920,292.3809483090274
961950,292.3807609599678
961980,292.3805763722441
962010,292.3803946432061
962040,292.3802158623371
962070,292.38004011078226
962100,292.3798674610113
962130,292.37969797651914
962160,292.3795317115341
962190,292.3793687107217
962220,292.37920900888525
962250,292.37905263067006
962280,292.3788995864279
962310,292.37874987919133
962340,292.3786035002645
962370,292.3784604279587
962400,292.3783206297315
962430,292.37818406009495
962460,292.37805066177214
962490,292.3779203640471
962520,292.37779308439224
962550,292.37766872644266
962580,292.37754718207964
962610,292.3774283294292
962640,292.3773120365481
962670,292.37719815820515
962700,292.37708653726577
962730,292.3769770030173
962760,292.3768693734116
962790,292.3767634541016
962820,292.3766590402735
962850,292.37655591675866
962880,292.3764538581376
962910,292.37635263101487
962940,292.376251994082
962970,292.37615165560544
963000,292.3760511240229
963030,292.37594985343196
963060,292.3758472348952
963090,292.3757424759992
963120,292.3756347573435
963150,292.37552331354027
963180,292.3754074856737
963210,292.3752867596994
963240,292.3751607824357
963270,292.37502936368185
963300,292.374892474796
963330,292.3747502341245
963360,292.3746028889662
963390,292.3744508011668
963420,292.374294425652
963450,292.3741342913432
963480,292.37397098290234
963510,292.3738051236885
963540,292.3736373601495
963570,292.37346834777486
963600,292.3732987386475
963630,292.3731291705801
963660,292.3729602577798
963690,292.37279258296
963720,292.3726266908046
963750,292.372463082678
963780,292.37230221247285
963810,292.37214448348965
963840,292.3719902462381
963870,292.37183979706384
963900,292.37169337750004
963930,292.37155117425993
963960,292.3714133197786
963990,292.3712798932328
964020,292.3711509219637
964050,292.37102638324143
964080,292.3709062063056
964110,292.3707902746332
964140,292.3706784283828
964170,292.37057046697055
964200,292.37046615173847
964230,292.3703652086831
964260,292.37026733120655
964290,292.37017218286957
964320,292.37007940011733
964350,292.36998859495924
964380,292.36989935758385
964410,292.3698112588921
964440,292.36972385293933
964470,292.36963666558296
964500,292.3695492338838
964530,292.36946107751965
964560,292.3693717061832
964590,292.3692806225942
964620,292.36918732459105
964650,292.36909130685996
964680,292.36899206243186
964710,292.3688890834249
964740,292.3687818618442
964770,292.3686698927513
964800,292.3685526744029
964830,292.3684302037172
964860,292.3683026048479
964890,292.3681695736267
964920,292.36803081213264
964950,292.36788602811976
964980,292.36773503115785
965010,292.367577666971
965040,292.3674138148906
965070,292.36724338366093
965100,292.3670663070478
965130,292.366882539877
965160,292.36669205465705
965190,292.3664948387657
965220,292.3662908921282
965250,292.36608022530737
965280,292.36586285793527
965310,292.36563881742114
965340,292.36540813788264
965370,292.3651708592598
965400,292.36492702657273
965430,292.3646766892967
965460,292.36441990083
965490,292.3641567180383
965520,292.36388720085876
965550,292.3636114119547
965580,292.36332941640995
965610,292.363041281457
965640,292.36274707623403
965670,292.3624468715643
965700,292.3621407397563
965730,292.36182875442177
965760,292.3615109903097
965790,292.3611875231528
965820,292.3608584295286
965850,292.3605237867302
965880,292.3601836726482
965910,292.35983816566227
965940,292.3594873445414
965970,292.3591312883535
966000,292.3587700763817
966030,292.35840378804824
966060,292.35803250284596
966090,292.35765630027583
966120,292.3572752597897
966150,292.3568894607401
966180,292.3564989823345
966210,292.3561039035946
966240,292.35570430331995
966270,292.3553002600565
966300,292.3548918520686
966330,292.35447915731504
966360,292.3540622534276
966390,292.3536412176943
966420,292.35321612704377
966450,292.35278705803375
966480,292.3523540868409
966510,292.35191728925327
966540,292.3514767406654
966570,292.35103251607416
966600,292.35058469007663
966630,292.35013333709696
966660,292.3496785307721
966690,292.3492203444502
966720,292.34875885112206
966750,292.34829412340133
966780,292.3478262335215
966810,292.34735525333826
966840,292.34688125433615
966870,292.3464043076346
966900,292.3459244839953
966930,292.3454418538308
966960,292.3449564872126
966990,292.34446845388055
967020,292.3439778232512
967050,292.343484664427
967080,292.34298904620596
967110,292.3424910370916
967140,292.3419907053021
967170,292.34148811877986
967200,292.34098334520127
967230,292.34047645198694
967260,292.3399675063107
967290,292.33945657510924
967320,292.3389437250926
967350,292.33842902275256
967380,292.3379125343728
967410,292.3373943260377
967440,292.3368744636418
967470,292.3363530128986
967500,292.3358300393497
967530,292.3353056083736
967560,292.33477978519403
967590,292.3342526348889
967620,292.3337242223982
967650,292.3331946125325
967680,292.3326638699804
967710,292.33213205931753
967740,292.3315992450128
967770,292.3310654914371
967800,292.3305308628697
967830,292.3299954235068
967860,292.3294592374672
967890,292.32892236879997
967920,292.3283848814914
967950,292.32784683947096
967980,292.32730830661825
968010,292.3267693467693
968040,292.32623002372384
968070,292.32569040128425
968100,292.325150543242
968130,292.3246105133681
968160,292.3240703754136
968190,292.32353019311415
968220,292.3229900301968
968250,292.32244995038656
968280,292.32191001741296
968310,292.3213702950162
968340,292.3208308469533
968370,292.32029173620583
968400,292.31975302633464
968430,292.3192146628271
968460,292.31867657100753
968490,292.3181387930534
968520,292.3176013769679
968550,292.31706435235805
968580,292.31652773196146
968610,292.3159915145737
968640,292.315455687407
968670,292.31492022829633
968700,292.31438510777014
968730,292.3138502909142
968760,292.31331573899456
968790,292.31278141083567
968820,292.31224726396994
968850,292.3117132555776
968880,292.3111793432435
968910,292.3106454855545
968940,292.3101116425615
968970,292.3095777761292
969000,292.30904385019164
969030,292.30850983093006
969060,292.30797568689
969090,292.3074413890474
969120,292.3069069108348
969150,292.30637222813715
969180,292.3058373192617
969210,292.3053021648909
969240,292.3047667480203
969270,292.3042310538868
969300,292.30369506989035
969330,292.30315878550897
969360,292.3026221911701
969390,292.3020852767606
969420,292.30154803121377
969450,292.3010104427737
969480,292.30047249950144
969510,292.2999341897891
969540,292.29939550279033
969570,292.2988564287452
969600,292.2983169592081
969630,292.29777708719547
969660,292.29723680727164
969690,292.296696115586
969720,292.296155009875
969750,292.29561348944026
969780,292.2950715551068
969810,292.2945292091697
969840,292.2939864553321
969870,292.29344329863864
969900,292.29289974540615
969930,292.29235580315293
969960,292.29181148052885
969990,292.2912667872459
970020,292.29072173401204
970050,292.29017633246605
970080,292.2896305951152
970110,292.28908453527646
970140,292.2885381670194
970170,292.2879915051131
970200,292.287444564975
970230,292.28689729056794
970260,292.2863497872452
970290,292.2022519411225
970320,292.0270232603527
970350,291.8923092710819
970380,291.84303144578513
970410,291.8620666694898
970440,291.92796704488234
970470,292.0277002137824
970500,292.15420700077556
970530,292.30078643476486
970560,292.4604761431529
970590,292.6270780850163
970620,292.7948716910058
970650,292.95931224359094
970680,293.11708409104506
970710,293.28711298748453
970740,293.41444150431494
970770,293.51952775943715
970800,293.59587370004306
970830,293.64433845011047
970860,293.65728658283524
970890,293.6227126959745
970920,293.5726261743801
970950,293.52012570726
970980,293.46751963042885
971010,293.4147834255938
971040,293.3616873976231
971070,293.308151046828
971100,293.25423880152243
971130,293.20010811333
971160,293.14595578259167
971190,293.0954518644604
971220,293.0459725497041
971250,292.9929159118348
971280,292.93670864172736
971310,292.8785113335634
971340,292.8192342060798
971370,292.7594952766467
971400,292.6996711352697
971430,292.63997974271325
971460,292.5806220168434
971490,292.5217692257875
971520,292.46352781739097
971550,292.40615171930295
971580,292.3498616761613
971610,292.29583985302514
971640,292.2450291714056
971670,292.1919587092264
971700,292.13682373161663
971730,292.08076964398253
971760,292.0248601254745
971790,291.97050976632727
971820,291.9181714156012
971850,291.8680009385088
971880,291.82016286241713
971910,291.7747719967721
971940,291.7318901561293
971970,291.69152354080916
972000,291.6536285204798
972030,291.6181238886556
972060,291.58489836497057
972090,291.5538293296471
972120,291.52478600855693
972150,291.497636898915
972180,291.4722535976058
972210,291.44851295754995
972240,291.4262983251223
972270,291.40550023943507
972300,291.38601650581035
972330,291.3677516937478
972360,291.350617203045
972390,291.3345304591758
972420,291.3194396134383
972450,291.3053887073473
972480,291.29245307386674
972510,291.3045111098327
972540,291.37559012460247
972570,291.44062668459316
972600,291.5028765674947
972630,291.5645302776166
972660,291.627083409138
972690,291.6914599789439
972720,291.75826643044996
972750,291.82785804153104
972780,291.90046555203014
972810,291.9762881412458
972840,292.05570677907053
972870,292.1381834390131
972900,292.22286207976896
972930,292.3081886917935
972960,292.3916547086225
972990,292.47096407092704
973020,292.5445162444542
973050,292.61138505021245
973080,292.671356386192
973110,292.72461102938064
973140,292.7716291872355
973170,292.81302290233003
973200,292.8494479538034
973230,292.881541719693
973260,292.9099678993013
973290,292.9371090780022
973320,292.965628373467
973350,292.9940534149207
973380,293.0211578119781
973410,293.0461781008707
973440,293.0687421537046
973470,293.0887524934585
973500,293.106286600683
973530,293.121505819428
973560,293.1346178289205
973590,293.14583826513825
973620,293.15537946288254
973650,293.16343569563753
973680,293.1701962061288
973710,293.1758138694417
973740,293.1804271080075
973770,293.1841750691119
973800,293.1871605469837
973830,293.1894861159666
973860,293.1912533820102
973890,293.1925233276337
973920,293.19336962750873
973950,293.1938438270667
973980,293.19399993200136
974010,293.19388350555937
974040,293.19353084411006
974070,293.19297707915416
974100,293.19225153871764
974130,293.1913807931426
974160,293.19038826213443
974190,293.18929491547715
974220,293.18811961710685
974250,293.18687935175024
974280,293.18558953748885
974310,293.18426420581113
974340,293.18291613487867
974370,293.18155699599583
974400,293.18019741966197
974430,293.17884708016044
974460,293.1775147309816
974490,293.1762082505876
974520,293.1749346610195
974550,293.1737001549086
974580,293.17251010962593
974610,293.1713691086085
974640,293.17028095987814
974670,293.1692487205124
974700,293.1682747240736
974730,293.1673606132019
974760,293.1665074520729
974790,293.1657163972708
974820,293.1649881769009
974850,293.1643221796726
974880,293.1637169236972
974910,293.1631702749237
974940,293.16267964468807
974970,293.1622421619577
975000,293.1618547981645
975030,293.1615144620526
975060,293.1612180734736
975090,293.16096261238386
975120,293.1607451551263
975150,293.16056289566814
975180,293.16041315961775
975210,293.16029340895534
975240,293.1602012440915
975270,293.1601343999601
975300,293.1600907425836
975330,293.1600682615369
975360,293.1600650647764
975390,293.16007937038785
975420,293.16010950160603
975450,293.160153879307
975480,293.1602109759074
975510,293.16027920685826
975540,293.1603570434663
975570,293.160443124834
975600,293.1605362120417
975630,293.16063519593456
975660,293.16073907918866
975690,293.16084695600057
975720,293.1609580085717
975750,293.1610714954216
975780,293.16118674814885
975810,293.16130316726844
975840,293.16142021964026
975870,293.16153743297224
975900,293.16165439146323
975930,293.16177072877593
975960,293.16188612318086
975990,293.1620002909544
976020,293.1621129822235
976050,293.1622239755809
976080,293.16233307499516
976110,293.16244010564856
976140,293.162544911816
976170,293.1626473536972
976200,293.1627473060528
976230,293.16284465578457
976260,293.16293930113176
976290,293.1630311497889
976320,293.16312011850437
976350,293.16320613156756
976380,293.16328912069173
976410,293.1633690237384
976440,293.16344578480175
976470,293.16351935321757
976500,293.16358968294
976530,293.1636567334954
976560,293.163720467889
976590,293.1637808529802
976620,293.1638378599342
976650,293.163891462347
976680,293.16394163777125
976710,293.1639883656908
976740,293.1640316289425
976770,293.1640714119655
976800,293.164107701912
976830,293.16414048735123
976860,293.16416975778907
976890,293.1641954251344
976920,293.1642171123971
976950,293.1642342439378
976980,293.16424643530144
977010,293.1642537208039
977040,293.1642566696284
977070,293.1642564474052
977100,293.1642547908182
977130,293.16425406367927
977160,293.1642572650171
977190,293.16426729682706
977220,293.1642858907252
977250,293.1643130876184
977280,293.164347307137
977310,293.1643861456296
977340,293.16442739563695
977370,293.1644697155109
977400,293.1645123135203
977430,293.16455449264043
977460,293.1645957504014
977490,293.1646358999456
977520,293.1646749621479
977550,293.1647131284603
977580,293.1647507051756
977610,293.16478809089284
977640,293.1648257266611
977670,293.16486409199723
977700,293.1649036625261
977730,293.1649449170082
977760,293.1649883012072
977790,293.16503424306904
977820,293.16508312064354
977850,293.1651352835177
977880,293.1651910231611
977910,293.16525059909884
977940,293.16531421047597
977970,293.1653820257963
978000,293.1654541533465
978030,293.165530684931
978060,293.16561163430725
978090,293.1656970203605
978120,293.16578679846765
978150,293.16588091463615
978180,293.165979269505
978210,293.16608175783864
978240,293.1661882349192
978270,293.16629855681407
978300,293.16641254502537
978330,293.166530027752
978360,293.1666508030448
978390,293.16677468077626
978420,293.1669014443633
978450,293.1670308933949
978480,293.16716280394337
978510,293.1672969718444
978540,293.1674331716415
978570,293.16757120052574
978600,293.1677108359735
978630,293.1678518803633
978660,293.167994117371
978690,293.16813735728823
978720,293.16828139223776
978750,293.16842604222194
978780,293.1685711348158
978810,293.1687168612734
978840,293.1688638795538
978870,293.1690129303893
978900,293.1691642136925
978930,293.1693172474163
978960,293.169470671661
978990,293.1696223100913
979020,293.169769246081
979050,293.169908087718
979080,293.170035199206
979110,293.1701470695538
979140,293.1702405851167
979170,293.1703133883651
979200,293.17036409663314
979230,293.17062690798645
979260,293.17131609111493
979290,293.1723240639877
979320,293.17356440360936
979350,293.17499736185385
979380,293.1765734042086
979410,293.1782429130668
979440,293.17997045337364
979470,293.18172454511875
979500,293.1834784416806
979530,293.18521013847436
979560,293.1869016949941
979590,293.1885386441521
979620,293.19010953955177
979650,293.19160559453
979680,293.19302036878884
979710,293.19434948095824
979740,293.1955903409346
979770,293.1967419016227
979800,293.1978044307421
979830,293.19877931730923
979860,293.1996692090895
979890,293.20047778070176
979920,293.20120930210254
979950,293.2018683376396
979980,293.2024595822887
980010,293.20298776986516
980040,293.20345760920196
980070,293.2038737303717
980100,293.20424064021455
980130,293.2045626856483
980160,293.2048440252275
980190,293.20508860835287
980220,293.205300160996
980250,293.2054821767757
980280,293.2056379127457
980310,293.2057703890353
980340,293.2058823911388
980370,293.20597647372324
980400,293.2060549653499
980430,293.2061199754494
980460,293.2061734022556
980490,293.20621693985396
980520,293.20625208406807
980550,293.2062801343557
980580,293.20630215765374
980610,293.20631895566254
980640,293.20633185825574
980670,293.2063422935015
980700,293.2063514785255
980730,293.2063602627248
980760,293.2063692598431
980790,293.206378885645
980820,293.20638942241163
980850,293.2064010049213
980880,293.2064136321734
980910,293.2064272294892
980940,293.2064416807946
980970,293.2064568378493
981000,293.2064725374246
981030,293.206488576223
981060,293.20650463537095
981090,293.20652021793603
981120,293.2065346691669
981150,293.2065472055145
981180,293.2065569596926
981210,293.20656302204907
981240,293.2065644763106
981270,293.20656042762437
981300,293.20655002434285
981330,293.20653247485586
981360,293.2065070601215
981390,293.20647314220605
981420,293.20643016946696
981450,293.20637767181336
981480,293.2063152808791
981510,293.20624271721016
981540,293.2061597847511
981570,293.20606636716036
981600,293.2059624236461
981630,293.20584798388825
981660,293.2057231422705
981690,293.20558805168326
981720,293.2054425476004
981750,293.2052826193673
981780,293.2050972768775
981810,293.20486976392226
981840,293.2045830296267
981870,293.20422757472227
981900,293.20380645514643
981930,293.2033316215004
981960,293.20281909640846
981990,293.2022676118929
982020,293.20167172757306
982050,293.20103832084936
982080,293.20038762570925
982110,293.19974156186345
982140,293.199098385027
982170,293.1984466114117
982200,293.1977866268762
982230,293.19712658565106
982260,293.19647913484727
982290,293.19585777120847
982320,293.19527439543907
982350,293.1947378905039
982380,293.19425371263884
982410,293.19382410504386
982440,293.193448505329
982470,293.1931242357433
982500,293.19284729703065
982530,293.19261361495694
982560,293.1924181675633
982590,293.19225449902166
982620,293.1921156953372
982650,293.1919950971025
982680,293.1918867392078
982710,293.191785486452
982740,293.1916870911741
982770,293.1915882512827
982800,293.1914865538896
982830,293.1911356459828
982860,293.19034442607074
982890,293.18919009900515
982920,293.18774154462017
982950,293.18606150997573
982980,293.1842064751147
983010,293.18222527498295
983040,293.180160157418
983070,293.17804961888413
983100,293.1759237751988
983130,293.17380896415085
983160,293.1717232329442
983190,293.1696622881826
983220,293.16761044412806
983250,293.1655781189264
983280,293.1635872962011
983310,293.16165790339835
983340,293.1598058984654
983370,293.1580435366709
983400,293.15637960550094
983430,293.15482014638076
983460,293.1533689681319
983490,293.1520280072586
983520,293.1507976092954
983550,293.14967681337595
983580,293.1486636954767
983610,293.1477554329107
983640,293.14694836356813
983670,293.14623811455715
983700,293.14561976443235
983730,293.14508800176833
983760,293.1446372642238
983790,293.14426185604964
983820,293.14395604662195
983850,293.14371415285234
983880,293.1435306075769
983910,293.143398102509
983940,293.14330533705856
983970,293.1432384573629
984000,293.1431860573627
984030,293.1431428435639
984060,293.1431087463615
984090,293.14308605597523
984120,293.1430772107033
984150,293.14308388784974
984180,293.1431069514682
984210,293.1431466911528
984240,293.14320304593804
984270,293.1432757372542
984300,293.14336433448835
984330,293.1434682899691
984360,293.14358696487585
984390,293.14371965326694
984420,293.1438656047555
984450,293.14402404485224
984480,293.14419419238055
984510,293.1443752739277
984540,293.14456653559137
984570,293.1447672523477
984600,293.14497673535254
984630,293.1451943268394
984660,293.1454193214136
984690,293.14565089974553
984720,293.1458881171868
984750,293.1461278989631
984780,293.1463584120006
984810,293.14656724984894
984840,293.1467573796189
984870,293.14694313383677
984900,293.14713627484423
984930,293.1473444654209
984960,293.1475692741624
984990,293.14780881295366
985020,293.1480587488963
985050,293.1483157995267
985080,293.1485751773608
985110,293.14883467460567
985140,293.1490912490539
985170,293.1493431543747
985200,293.14958920679624
985230,293.1498282598165
985260,293.15005943990053
985290,293.1502821298377
985320,293.15049591212744
985350,293.1507005321071
985380,293.1508958763767
985410,293.1510819530721
985440,293.1512588720407
985470,293.1514268260991
985500,293.1515860740123
985530,293.15173692562576
985560,293.1518797289887
985590,293.1520148593698
985620,293.1521427098708
985650,293.15226368349573
985680,293.1523781864526
985710,293.1524866742992
985740,293.15258950665236
985770,293.1526870563152
985800,293.15277969060514
985830,293.152867763926
985860,293.15295161432476
985890,293.1530315616893
985920,293.1531079067594
985950,293.15318093065326
985980,293.15325089476875
986010,293.15331804095547
986040,293.1533825919103
986070,293.153444751753
986100,293.1535047067443
986130,293.1535626261147
986160,293.15361866297394
986190,293.15367295527847
986220,293.1537256268353
986250,293.1537767883236
986280,293.15382653831875
986310,293.15387496438154
986340,293.1539221438267
986370,293.15396814486655
986400,293.15401302749996
986430,293.1540568805863
986460,293.154099799862
986490,293.154141860073
986520,293.1541831471928
986550,293.1542237586483
986580,293.1542637986388
986610,293.15430337157716
986640,293.1543425753172
986670,293.15438149583395
986700,293.15442020422734
986730,293.15445875569395
986760,293.1544971904311
986790,293.1545355349873
986820,293.1545738039596
986850,293.1546120015828
986880,293.1546501231153
986910,293.1546881560447
986940,293.1547260811779
986970,293.15476387366937
987000,293.15480150401373
987030,293.1548389390057
987060,293.15487614265373
987090,293.1549130770305
987120,293.1549497030442
987150,293.1549859811204
987180,293.1550218717903
987210,293.15505733618437
987240,293.15509233643513
987270,293.1551268359939
987300,293.1551607998675
987330,293.1551941947802
987360,293.15522698926765
987390,293.15525915370546
987420,293.15529066027796
987450,293.1553214828874
987480,293.1553515970028
987510,293.1553809794442
987540,293.15540960809017
987570,293.15543746148705
987600,293.1554645183176
987630,293.15549075664865
987660,293.15551615279446
987690,293.1555406794254
987720,293.15556430193647
987750,293.1555869694977
987780,293.1556085669855
987810,293.1556291455315
987840,293.1556488919333
987870,293.1556679663984
987900,293.15568648730186
987930,293.1557045378906
987960,293.1557221745012
987990,293.15573943304685
988020,293.1557563337927
988050,293.1557728848948
988080,293.1557890850905
988110,293.1558049259055
988140,293.1558203929436
988170,293.15583544913045
988200,293.1558500566746
988230,293.1558641896875
988260,293.1558778242808
988290,293.15589094029343
988320,293.15590352320464
988350,293.1559155660542
988380,293.15592707106754
988410,293.15593805042556
988440,293.15594852595376
988470,293.1559585278784
988500,293.15596809291776
988530,293.1559772621323
988560,293.15598607886136
988590,293.15599458692685
988620,293.15600282915614
