time,hvac_reaAhu_TSup_y
956520,285.1264249408071
956550,285.1264211817237
956580,285.1264174042951
956610,285.12641360794316
956640,285.12640979315063
956670,285.1264059596193
956700,285.1264021073527
956730,285.1263982364386
956760,285.1263943468524
956790,285.1263904385161
956820,285.126386511393
956850,285.12638256569653
956880,285.12637860106895
956910,285.12637461787284
956940,285.1263706159655
956970,285.1263665951955
957000,285.1263625558516
957030,285.1263584977103
957060,285.1263544209774
957090,285.12635032556454
957120,285.12634621153177
957150,285.126342078733
957180,285.1263379275055
957210,285.126333757506
957240,285.12632937443647
957270,285.12632548759
957300,285.1263212366726
957330,285.12631695763326
957360,285.1263126936049
957390,285.12630842232903
957420,285.1263041352232
957450,285.1262998306802
957480,285.12629550806594
957510,285.126291167482
957540,285.12628680884774
957570,285.1262824322398
957600,285.1262780376199
957630,285.1262765729034
957660,285.1262760859456
957690,285.12627592378874
957720,285.12627586975276
957750,285.12627585176176
957780,285.1262758457657
957810,285.1262758436569
957840,285.12627584255017
957870,285.1262758414675
957900,285.12627583996857
957930,285.12627583773593
957960,285.1262758346595
957990,285.1262674575622
958020,285.1262646622126
958050,285.12625908109163
958080,285.1262553338032
958110,285.12625342974417
958140,285.1262539524804
958170,285.1262567333176
958200,285.1262616706882
958230,285.126268543453
958260,285.12627714638853
958290,285.1262872377259
958320,285.1262985666715
958350,285.1263108551832
958380,285.1263238046318
958410,285.12633708629994
958440,285.12635034293896
958470,285.12636318102204
958500,285.1263751712212
958530,285.1263858399882
958560,285.1263946704278
958590,285.1264010936736
958620,285.1264044889433
958650,285.1264041755204
958680,285.1263994139177
958710,285.1263893966046
958740,285.1263732521524
958770,285.1263500344365
958800,285.1263187339204
958830,285.12627825885636
958860,285.1262274672936
958890,285.12616512218347
958920,285.12608998055384
958950,285.1260006557119
958980,285.1258959034249
959010,285.12577410637465
959040,285.12563437573357
959070,285.12547428651783
959100,285.1254689628856
959130,285.1254679039704
959160,285.12546337828013
959190,285.1254596856893
959220,285.1254621904852
959250,285.12546749687357
959280,285.12546804589874
959310,285.1254679991474
959340,285.1254711207739
959370,285.12547116322486
959400,285.12547078516025
959430,285.12547065914293
959460,285.12547061734153
959490,285.1254706027146
959520,285.12547059765177
959550,285.1254705875495
959580,285.12547054380065
959610,285.12547041450966
959640,285.1254703713984
959670,285.1254703205251
959700,285.12547014175794
959730,285.12547008209674
959760,285.12547000253227
959790,285.1254697298345
959820,285.12546963887405
959850,285.12546953928194
959880,285.1254692401056
959910,285.12546914032913
959940,285.1254690455141
959970,285.1254687910352
960000,285.12546826965126
960030,285.12546809584825
960060,285.1254680029946
960090,285.12546785976804
960120,285.12546762341896
960150,285.12546731578357
960180,285.125467006895
960210,285.125466800728
960240,285.1254668220123
960270,285.125467204416
960300,285.125468080235
960330,285.1254695715162
960360,285.1254700686566
960390,285.1254702448701
960420,285.12547034925905
960450,285.1254704900218
960480,285.1254707261534
960510,285.12547109598046
960540,285.1254716254223
960570,285.1254718019399
960600,285.1254718661089
960630,285.12547190801587
960660,285.1254719648959
960690,285.12547205324364
960720,285.1254721805275
960750,285.12547234888643
960780,285.1254725572704
960810,285.12547280227244
960840,285.1254730788261
960870,285.12547338080896
960900,285.1254737015348
960930,285.12547403396235
960960,285.12547437097294
960990,285.1254747054
961020,285.1254750302745
961050,285.12547533861897
961080,285.1254756234015
961110,285.1254758774107
961140,285.1254760931756
961170,285.12547626269287
961200,285.125476377361
961230,285.12547641556284
961260,285.12547642677373
961290,285.1254764299556
961320,285.1254764312949
961350,285.1254747949736
961380,285.1254742490724
961410,285.12547406628005
961440,285.1254740040802
961470,285.12547398170335
961500,285.12547397242645
961530,285.12547396748823
961560,285.12547396438583
961590,285.12547396249965
961620,285.1254739616437
961650,285.12547396131714
961680,285.1254739603453
961710,285.1254739561242
961740,285.1254739441986
961770,285.125473917618
961800,285.1254738662933
961830,285.1254737763804
961860,285.12547363030126
961890,285.1254734064762
961920,285.1254730803607
961950,285.12547262596087
961980,285.1254724744704
962010,285.125472412443
962040,285.12547234782494
962070,285.12547223352203
962100,285.12547204824716
962130,285.12547179856983
962160,285.12547153060666
962190,285.1254713472842
962220,285.1254714298416
962250,285.1254720631053
962280,285.12547227409203
962310,285.1254723745178
962340,285.12547257118365
962370,285.12547263671013
962400,285.1254727271825
962430,285.1254727573846
962460,285.12547286289276
962490,285.1254728981095
962520,285.12547302695185
962550,285.1254730699363
962580,285.12547321224514
962610,285.1254732597393
962640,285.1254733963908
962670,285.12547344199123
962700,285.12547355770687
962730,285.12547359628803
962760,285.1254736792812
962790,285.12547370695347
962820,285.1254737526219
962850,285.125473880801
962880,285.125473923484
962910,285.1254739402789
962940,285.12547394823974
962970,285.1254739508933
963000,285.12547396286794
963030,285.125473975091
963060,285.12547396836385
963090,285.1254739661332
963120,285.12547402235265
963150,285.1254742677489
963180,285.12547434955434
963210,285.1254744555956
963240,285.125474782249
963270,285.1254748911326
963300,285.12547500576983
963330,285.1254753185875
963360,285.1254754228609
963390,285.12547552035903
963420,285.12547576571694
963450,285.1254762576537
963480,285.1254770448055
963510,285.12547813656994
963540,285.125479514164
963570,285.1254811408411
963600,285.1254829700885
963630,285.12548495217476
963660,285.1254870390499
963690,285.125489187519
963720,285.12549136115285
963750,285.1254935314427
963780,285.1254956778931
963810,285.12549778801286
963840,285.12549985676407
963870,285.1255018857433
963900,285.12550388223445
963930,285.1255058587098
963960,285.12550783171054
963990,285.125509821145
964020,285.1255118495609
964050,285.1255139416791
964080,285.12551612366775
964110,285.1255184228614
964140,285.1255208674737
964170,285.12552348616464
964200,285.1255263077664
964230,285.1255293614492
964260,285.12553267619893
964290,285.1255362810422
964320,285.12554020489995
964350,285.12554447664604
964380,285.12554912506323
964410,285.1255541788213
964440,285.125559666676
964470,285.12556149592615
964500,285.12556210633676
964530,285.1255623123965
964560,285.1255623865112
964590,285.12556242027733
964620,285.1255624448774
964650,285.1255624710934
964680,285.1255625026947
964710,285.1255625408529
964740,285.1255625856292
964770,285.12556263631507
964800,285.125562691828
964830,285.12556271032713
964860,285.1255627164908
964890,285.12556271857886
964920,285.1255688487322
964950,285.12557089211725
964980,285.125571573239
965010,285.1255718002567
965040,285.12557187587913
965070,285.12557190101364
965100,285.1255719092868
965130,285.1255719118885
965160,285.12557191254575
965190,285.12557191249465
965220,285.1255719120842
965250,285.12557191147505
965280,285.1255719106412
965310,285.1255719095593
965340,285.1255719082261
965370,285.125571906586
965400,285.12557190462155
965430,285.1255719022615
965460,285.125571899412
965490,285.1255718960358
965520,285.1255718920987
965550,285.1255718875408
965580,285.12557188223565
965610,285.1255718761399
965640,285.1255718691714
965670,285.12557186127094
965700,285.12557185231793
965730,285.1255718422771
965760,285.1255718310135
965790,285.12557181842504
965820,285.12557180441934
965850,285.1255717888728
965880,285.1255717717665
965910,285.125571752911
965940,285.12557173221114
965970,285.1255717095655
966000,285.1255716848735
966030,285.1255716580119
966060,285.1255716288457
966090,285.1255715972229
966120,285.1255715630506
966150,285.1255715262387
966180,285.12557148664933
966210,285.12557144415524
966240,285.1255713985975
966270,285.1255713498393
966300,285.12557129775786
966330,285.1255712423245
966360,285.1255711833335
966390,285.12557112073625
966420,285.12557105436406
966450,285.1255709840896
966480,285.12557090979664
966510,285.12557083140814
966540,285.1255707487864
966570,285.1255706617928
966600,285.1255705703958
966630,285.12557053993777
966660,285.125570529749
966690,285.1255705262018
966720,285.1255705246441
966750,285.1255705234603
966780,285.12557052204676
966810,285.12557052020674
966840,285.12557051775747
966870,285.1255705145767
966900,285.1255705104945
966930,285.12557050551277
966960,285.1255704995087
966990,285.12557049237984
967020,285.12557048404904
967050,285.12557047443505
967080,285.1255704635113
967110,285.1255704512204
967140,285.12557043753617
967170,285.1255704223798
967200,285.12557040573876
967230,285.125570387507
967260,285.12557036766896
967290,285.1255703462306
967320,285.125570323228
967350,285.1255702986293
967380,285.1255702723904
967410,285.1255702445286
967440,285.1255702150887
967470,285.12557018411263
967500,285.1255701516042
967530,285.1255701175822
967560,285.12557008211195
967590,285.1255700452433
967620,285.1255700070207
967650,285.1255699675555
967680,285.1255699269398
967710,285.1255698851876
967740,285.1255698424558
967770,285.125569798753
967800,285.12556975421677
967830,285.12556970896645
967860,285.12556966310456
967890,285.1255696167674
967920,285.1255695700304
967950,285.12556952303976
967980,285.1255694759375
968010,285.12556942882867
968040,285.1255693818359
968070,285.12556933507983
968100,285.12556928869856
968130,285.1255692428103
968160,285.1255691975628
968190,285.1255691531247
968220,285.12556910959404
968250,285.1255690670695
968280,285.1255690257243
968310,285.1255689856736
968340,285.1255689470075
968370,285.1255689097732
968400,285.12556887405725
968430,285.12556886215526
968460,285.12556885825626
968490,285.1255688570579
968520,285.12556885668755
968550,285.12556885666015
968580,285.125568856857
968610,285.1255688572109
968640,285.12556885776553
968670,285.12556885857214
968700,285.12556885962755
968730,285.1255688609798
968760,285.12556886270517
968790,285.12556886483605
968820,285.12556886747876
968850,285.12556887069815
968880,285.125568874537
968910,285.125568879067
968940,285.12556888434705
968970,285.1255688904647
969000,285.12556889754273
969030,285.1255689056556
969060,285.1255689149365
969090,285.125568925454
969120,285.1255689372354
969150,285.1255689504845
969180,285.1255689652607
969210,285.1255689816777
969240,285.1255689998162
969270,285.12556901981856
969300,285.125569041811
969330,285.12556906585945
969360,285.12556909211463
969390,285.12556912070505
969420,285.1255691517373
969450,285.1255691853671
969480,285.12556922169284
969510,285.1255692608477
969540,285.12556930298274
969570,285.125569348226
969600,285.1255693967414
969630,285.12556944859426
969660,285.1255695039831
969690,285.125569563016
969720,285.1255696258086
969750,285.1255696925553
969780,285.1255697633142
969810,285.12556983826335
969840,285.125569917528
969870,285.12557000124207
969900,285.12557008957145
969930,285.1255701826311
969960,285.1255702805865
969990,285.12557038352094
970020,285.1255704915785
970050,285.1255706048839
970080,285.1255707235417
970110,285.12557084770305
970140,285.1255709774673
970170,285.1255711129517
970200,285.1255712543283
970230,285.12557125435086
970260,285.1255712544919
970290,285.98687895213317
970320,288.7048622103099
970350,290.6612513995986
970380,292.21471902517993
970410,293.57543376131395
970440,294.8372784619645
970470,296.02856889347805
970500,297.1443829437257
970530,298.1659439200418
970560,299.0750501330271
970590,299.86223474169907
970620,300.5289044138154
970650,301.08587473934097
970680,301.5495809781353
970710,301.89531516383715
970740,301.4932406018947
970770,300.9352806256875
970800,300.3611108871258
970830,299.7768641248196
970860,299.17887609025485
970890,298.5644644123054
970920,297.9475226970481
970950,297.33362386231755
970980,296.73141335528464
971010,296.1490958990899
971040,295.59193207589897
971070,295.0626741889989
971100,294.5619158803356
971130,294.08895081991074
971160,293.6424539593627
971190,293.2144765671886
971220,292.804519683095
971250,292.41333974228615
971280,292.0438230993687
971310,291.6956676785185
971340,291.36695928900986
971370,291.0557176687723
971400,290.75995822647576
971430,290.4781670656319
971460,290.20896709237775
971490,289.9512110093406
971520,289.7057399242942
971550,289.4793834697787
971580,289.2734867352278
971610,289.078289167127
971640,288.8900519647826
971670,288.7054433148511
971700,288.5395079121649
971730,288.38657391690276
971760,288.23941440766464
971790,288.09505267320367
971820,287.9608353137662
971850,287.8369309797882
971880,287.7231714965088
971910,287.6187341535137
971940,287.5225561942604
971970,287.4336299508009
972000,287.3511134386913
972030,287.27433250892676
972060,287.20274454486304
972090,287.13590776890925
972120,287.07345113770737
972150,287.01505547876087
972180,286.96043507318
972210,286.9093330502759
972240,286.86151160924504
972270,286.8167515093013
972300,286.77484874353684
972330,286.73561099397534
972360,286.6988594807952
972390,286.6644261441611
972420,286.6321542506877
972450,286.6019260805615
972480,286.573747524474
972510,286.54776471997974
972540,286.5241710733576
972570,286.50318405017754
972600,286.48504555230846
972630,286.4698321400326
972660,286.4574072577272
972690,286.44752166822724
972720,286.4399087676566
972750,286.4343301505904
972780,286.4305896595196
972810,286.4285307227331
972840,286.42801926470094
972870,286.4289350655296
972900,286.43116132488706
972930,286.43457648587594
972960,286.43905959942026
972990,286.44449478844746
973020,286.4507843570257
973050,286.45782569101596
973080,286.46550701864237
973110,286.47369980655117
973140,286.4822618984353
973170,286.4910484612187
973200,286.4999220381138
973230,286.50876059466316
973260,286.5140271240895
973290,286.48664562853946
973320,286.42112112774566
973350,286.33202684654765
973380,286.23219169950477
973410,286.130296539428
973440,286.03133570931965
973470,285.9377837418508
973500,285.85061132727634
973530,285.7701064546146
973560,285.69617037692456
973590,285.62857894806814
973620,285.5670750020467
973650,285.51136828629365
973680,285.461129112237
973710,285.4160641933962
973740,285.37586517778715
973770,285.3401781294693
973800,285.3086867412731
973830,285.2810537449529
973860,285.2569217457192
973890,285.23599701356267
973920,285.2179608092571
973950,285.20252963608164
973980,285.1894235237166
974010,285.1783806943845
974040,285.1691624748983
974070,285.16154614384936
974100,285.1553254339254
974130,285.15031578613844
974160,285.146345356835
974190,285.1432635552049
974220,285.1409311589088
974250,285.1392282983884
974280,285.1380447962489
974310,285.137287450925
974340,285.1368715329825
974370,285.13672655764367
974400,285.1367891368597
974430,285.1370077886089
974460,285.13733658318523
974490,285.1377394849415
974520,285.1381845744917
974550,285.1386479760854
974580,285.13910878459586
974610,285.1395524029764
974640,285.1399663433955
974670,285.140342881687
974700,285.1406757294468
974730,285.1409620796716
974760,285.14120000809464
974790,285.1413900598287
974820,285.14153320585615
974850,285.1416321053925
974880,285.14168949019023
974910,285.1417092180487
974940,285.1416949370262
974970,285.1416510099722
975000,285.14158138217783
975030,285.14149040373087
975060,285.14138189441553
975090,285.14125989079434
975120,285.14112778590635
975150,285.14098911549235
975180,285.14084670184536
975210,285.1407034760935
975240,285.14056163588083
975270,285.1404234717982
975300,285.14029056683614
975330,285.1401645832065
975360,285.1400465405925
975390,285.1399375207522
975420,285.13983805297755
975450,285.13974871154045
975480,285.13966961707615
975510,285.13960092286794
975540,285.1395424249904
975570,285.13949394672215
975600,285.1394550413458
975630,285.13942522615656
975660,285.1394033649853
975690,285.13938782274397
975720,285.1393772347106
975750,285.139370764772
975780,285.13936772681984
975810,285.139367707436
975840,285.13937030889986
975870,285.13937521723574
975900,285.13938209033034
975930,285.13939060468033
975960,285.1394004302173
975990,285.13941123100216
976020,285.13942270216194
976050,285.13943451574073
976080,285.1394464100069
976110,285.13945808154904
976140,285.13946932413853
976170,285.13947986820045
976200,285.13948957021734
976230,285.1394981979558
976260,285.1395056742275
976290,285.1395118032742
976320,285.13951657537405
976350,285.13951982695767
976380,285.13952161522843
976410,285.1395218018318
976440,285.13952050934535
976470,285.13951761573804
976500,285.1395133059349
976530,285.1395074618105
976560,285.1395003400395
976590,285.1394918085551
976620,285.1394821769524
976650,285.1394713101988
976680,285.139459563151
976710,285.13944678379454
976740,285.1394333743972
976770,285.13941915211865
976800,285.13940456830306
976830,285.13938939797345
976860,285.1393741422396
976890,285.13935852511565
976920,285.1393430971045
976950,285.1393275240793
976980,285.13931240201185
977010,285.1392973292838
977040,285.1392829412273
977070,285.1392687699907
977100,285.13925550099543
977130,285.13924261973216
977160,285.1392308796508
977190,285.1392197381
977220,285.1392100238355
977250,285.13920116953034
977280,285.1391940531145
977310,285.1391880138356
977340,285.13918393569276
977370,285.1391810399684
977400,285.1391801449032
977430,285.1391803909286
977460,285.13918259302824
977490,285.13918586498465
977520,285.1391910667706
977550,285.13919729982405
977580,285.1392054747051
977610,285.1392146756181
977640,285.1392258565732
977670,285.1392380774693
977700,285.1392523268712
977730,285.13926763572016
977760,285.13928501934714
977790,285.1393034777647
977820,285.1393240470634
977850,285.13934569644704
977880,285.1393694784733
977910,285.1393943331211
977940,285.13942132651647
977970,285.13944937194225
978000,285.1394795470377
978030,285.13951074307397
978060,285.13954404986504
978090,285.13957832578325
978120,285.1396146803365
978150,285.13965196403745
978180,285.13969127891943
978210,285.13973147440566
978240,285.13977365220035
978270,285.1398166567811
978300,285.1398615949427
978330,285.1399073047281
978360,285.13995490051315
978390,285.1400032140745
978420,285.14005336814296
978450,285.1401041894176
978480,285.1401568085471
978510,285.14021004893414
978540,285.14026504790354
978570,285.14032062758776
978600,285.14037793026023
978630,285.140435778842
978660,285.1404953185433
978690,285.14055537507227
978720,285.14061709439454
978750,285.1406793069192
978780,285.1407431562205
978810,285.1408074796746
978840,285.14087342176805
978870,285.1409398268462
978900,285.14100783859936
978930,285.1410763298099
978960,285.14114644162225
978990,285.1412170592513
979020,285.14128929274636
979050,285.1413620060668
979080,285.1414362490041
979110,285.1415108479603
979140,285.14158678996233
979170,285.1416628793257
979200,285.1417400678564
979230,285.14182048420747
979260,285.14193561092134
979290,285.142155402654
979320,285.1425422464697
979350,285.1431218172286
979380,285.1438979296452
979410,285.1448623732308
979440,285.14599201000146
979470,285.14726160119517
979500,285.1486446380813
979530,285.1501150828556
979560,285.151648903655
979590,285.1532247868846
979620,285.154824229709
979650,285.15643135751276
979680,285.1580326810557
979710,285.1596168722391
979740,285.16117456845336
979770,285.1626981942659
979800,285.1641817897632
979830,285.1656208412555
979860,285.1670121146991
979890,285.16835349414214
979920,285.1696438282399
979950,285.1708827876087
979980,285.17207073418984
980010,285.1732086019301
980040,285.1742977874782
980070,285.17534005017285
980100,285.17633742165646
980130,285.1772921255319
980160,285.17820650735723
980190,285.17908297446496
980220,285.17992394455075
980250,285.18073180156114
980280,285.1815088583431
980310,285.18225732644635
980340,285.18297929310916
980370,285.18367670401125
980400,285.18435134850654
980430,285.18500484444473
980460,285.1856386270717
980490,285.1862539616348
980520,285.1868520016501
980550,285.18743389602963
980580,285.18800091716804
980610,285.18855455272916
980640,285.1890964682651
980670,285.18962832351815
980700,285.19015120643166
980730,285.190664507423
980760,285.1911651428726
980790,285.1916492076743
980820,285.1921130660349
980850,285.1925544797107
980880,285.1929732908505
980910,285.1933702635011
980940,285.19374679179737
980970,285.1941045232797
981000,285.1944450024282
981030,285.1947692769347
981060,285.1950780024289
981090,285.1953713680304
981120,285.1956489410766
981150,285.1959099114279
981180,285.1961532283006
981210,285.19637774956294
981240,285.19658232692217
981270,285.19676586606465
981300,285.1969273506576
981330,285.1970658353435
981360,285.1971804275513
981390,285.1972702778518
981420,285.1973345807168
981450,285.1973725722209
981480,285.1973835434687
981510,285.1973668384782
981540,285.1973218515298
981570,285.1972480210204
981600,285.19714482277675
981630,285.1970117651539
981660,285.1968483860552
981690,285.19665425082314
981720,285.1964287854159
981750,285.1961710240157
981780,285.1958796448958
981810,285.19555335126364
981840,285.1951912354474
981870,285.19479283392917
981900,285.19435796822887
981930,285.1938859840143
981960,285.1933657734204
981990,285.1927378407871
982020,285.19187170321516
982050,285.19063602895983
982080,285.18898617171203
982110,285.1869896242227
982140,285.18479484291856
982170,285.18257146790376
982200,285.1804673741354
982230,285.17858555466506
982260,285.1769776546804
982290,285.175651050867
982320,285.1745810958225
982350,285.17372506748336
982380,285.17303379722654
982410,285.1724577340466
982440,285.17195077694845
982470,285.17147349142533
982500,285.1709926299668
982530,285.17048149038953
982560,285.16991650951286
982590,285.1692714736387
982620,285.1685197845788
982650,285.16764324813283
982680,285.1666390059601
982710,285.16551844526896
982740,285.1643020382565
982770,285.16301306126195
982800,285.1616712088612
982830,285.16029308607887
982860,285.1589092839705
982890,285.15756384023115
982920,285.1562882300101
982950,285.1551013765669
982980,285.1540149621955
983010,285.1530323537103
983040,285.1521526621403
983070,285.1513730890514
983100,285.1506874923355
983130,285.15008905201717
983160,285.14957074306335
983190,285.1491252038432
983220,285.1487450751586
983250,285.1484238356418
983280,285.14815500773915
983310,285.1479325765014
983340,285.1477511722129
983370,285.14760612996764
983400,285.1474934778884
983430,285.1474097925187
983460,285.1473520402451
983490,285.1473174494712
983520,285.1473034335367
983550,285.14730756047317
983580,285.1473275514244
983610,285.14736128807493
983640,285.1474068167684
983670,285.14746234579775
983700,285.1475262376149
983730,285.14759699897354
983760,285.1476732712056
983790,285.1477538216309
983820,285.1478375361938
983850,285.14792341293185
983880,285.1480105557704
983910,285.1480981674578
983940,285.148185538393
983970,285.1482720271081
984000,285.14835703432897
984030,285.14843998383634
984060,285.1485203280993
984090,285.14859758415815
984120,285.1486713829835
984150,285.14874150308435
984180,285.148807867731
984210,285.1488705070803
984240,285.148929504438
984270,285.1489849491316
984300,285.14903690913485
984330,285.1490854240509
984360,285.14913051111193
984390,285.149172175557
984420,285.14921041969933
984450,285.1492452487601
984480,285.1492766740029
984510,285.14930471446525
984540,285.14932939830055
984570,285.1493507641747
984600,285.14936886275643
984630,285.1493838461362
984660,285.14939612977463
984690,285.14940640545376
984720,285.1489914586802
984750,285.1463330780037
984780,285.14414301981293
984810,285.14334459991585
984840,285.1435320514745
984870,285.1441712728498
984900,285.1449404646702
984930,285.1456507955896
984960,285.14624326346905
984990,285.1467225941534
985020,285.1471146033375
985050,285.1474389439598
985080,285.14771909749226
985110,285.14796260555534
985140,285.14817790411746
985170,285.14836806508873
985200,285.1485352967406
985230,285.1486820431483
985260,285.14881068931555
985290,285.1489234966125
985320,285.14902254243424
985350,285.1491096698796
985380,285.1491864737946
985410,285.1492543165833
985440,285.14931436018253
985470,285.1493675999118
985500,285.14941489389
985530,285.14945698590634
985560,285.149494522754
985590,285.14952806756656
985620,285.1495581105655
985650,285.1495850781564
985680,285.14960934084
985710,285.1496312571166
985740,285.1496510744106
985770,285.14966902458417
985800,285.1496853139972
985830,285.14970012319236
985860,285.14971360915297
985890,285.14972590804683
985920,285.1497371379357
985950,285.14974740132436
985980,285.1497567874184
986010,285.14976537401367
986040,285.1497732290772
986070,285.1497804121584
986100,285.1497869757342
986130,285.14979296651575
986160,285.1497984266897
986190,285.149803395047
986220,285.14980790797114
986250,285.1498120002772
986280,285.1498157059144
986310,285.14981905854427
986340,285.1498220920558
986370,285.1498248409771
986400,285.149827340837
986430,285.149829940799
986460,285.14983359833894
986490,285.1498395688738
986520,285.1498488738645
986550,285.1498620203164
986580,285.14987903905694
986610,285.1498996671318
986640,285.1499235244923
986670,285.1499502262522
986700,285.14997943049366
986730,285.1500108437875
986760,285.15004420778473
986790,285.1500792827749
986820,285.15011583609447
986850,285.1501536371086
986880,285.15019245743537
986910,285.1502320740729
986940,285.1502722733495
986970,285.1503128543688
987000,285.1503536313641
987030,285.1503944349068
987060,285.1504351121872
987090,285.15047552666204
987120,285.1505155573286
987150,285.15055509780757
987180,285.1505940553427
987210,285.15063234977066
987240,285.15066991248307
987270,285.1507066853924
987300,285.1507426199077
987330,285.15077767592896
987360,285.15081182087
987390,285.15084502872037
987420,285.15087727915414
987450,285.1509085566946
987480,285.15093884993894
987510,285.1509681508464
987540,285.150996454092
987570,285.15102375648524
987600,285.1510500564521
987630,285.1510753535796
987660,285.15109964821903
987690,285.1511229411438
987720,285.151145233257
987750,285.15116652533897
987780,285.15118681780814
987810,285.15120611053663
987840,285.15122440286945
987870,285.1512416939135
987900,285.15125798293377
987930,285.15127326958077
987960,285.15128755378277
987990,285.15130083534916
988020,285.1513131134703
988050,285.15132438631804
988080,285.15133465089065
988110,285.1513439032045
988140,285.15135213777177
988170,285.1513591704267
988200,285.1513645236702
988230,285.15136761997115
988260,285.151368056383
988290,285.15136572997045
988320,285.151360799117
988350,285.1513535765641
988380,285.1513444299405
988410,285.1513337179643
988440,285.151321761245
988470,285.1513088360634
988500,285.1512951790809
988530,285.15128099453943
988560,285.1512664597434
988590,285.15125172779705
988620,285.15123692825915
988650,285.1512221668613
988680,285.15120752523694
