time,hvac_oveZonActWes_yReaHea_u
965460,0.0
965490,0.0
965520,0.0
965550,0.0
965580,0.0
965610,0.0
965640,0.0
965670,0.0
965700,0.0
965730,0.0
965760,0.0
965790,0.0
965820,0.0
965850,0.0
965880,0.0
965910,0.0
965940,0.0
965970,0.0
966000,0.0
966030,0.0
966060,0.0
966090,0.0
966120,0.0
966150,0.0
966180,0.0
966210,0.0
966240,0.0
966270,0.0
966300,0.0
966330,0.0
966360,0.0
966390,0.0
966420,0.0
966450,0.0
966480,0.0
966510,0.0
966540,0.0
966570,0.0
966600,0.0
966630,0.0
966660,0.0
966690,0.0
966720,0.0
966750,0.0
966780,0.0
966810,0.0
966840,0.0
966870,0.0
966900,0.0
966930,0.0
966960,0.0
966990,0.0
967020,0.0
967050,0.0
967080,0.0
967110,0.0
967140,0.0
967170,0.0
967200,0.0
967230,0.0
967260,0.0
967290,0.0
967320,0.0
967350,0.0
967380,0.0
967410,0.0
967440,0.0
967470,0.0
967500,0.0
967530,0.0
967560,0.0
967590,0.0
967620,0.0
967650,0.0
967680,0.0
967710,0.0
967740,0.0
967770,0.0
967800,0.0
967830,0.0
967860,0.0
967890,0.0
967920,0.0
967950,0.0
967980,0.0
968010,0.0
968040,0.0
968070,0.0
968100,0.0
968130,0.0
968160,0.0
968190,0.0
968220,0.0
968250,0.0
968280,0.0
968310,0.0
968340,0.0
968370,0.0
968400,0.0
968430,0.0
968460,0.0
968490,0.0
968520,0.0
968550,0.0
968580,0.0
968610,0.0
968640,0.0
968670,0.0
968700,0.0
968730,0.0
968760,0.0
968790,0.0
968820,0.0
968850,0.0
968880,0.0
968910,0.0
968940,0.0
968970,0.0
969000,0.0
969030,0.0
969060,0.0
969090,0.0
969120,0.0
969150,0.0
969180,0.0
969210,0.0
969240,0.0
969270,0.0
969300,0.0
969330,0.0
969360,0.0
969390,0.0
969420,0.0
969450,0.0
969480,0.0
969510,0.0
969540,0.0
969570,0.0
969600,0.0
969630,0.0
969660,0.0
969690,0.0
969720,0.0
969750,0.0
969780,0.0
969810,0.0
969840,0.0
969870,0.0
969900,0.0
969930,0.0
969960,0.0
969990,0.0
970020,0.0
970050,0.0
970080,0.0
970110,0.0
970140,0.0
970170,0.0
970200,0.0
970230,0.0
970260,0.0
970290,0.0
970320,0.0
970350,0.0
970380,0.0
970410,0.0
970440,0.0
970470,0.0
970500,0.0
970530,0.0
970560,0.0
970590,0.0
970620,0.0
970650,0.0
970680,0.0
970710,0.0
970740,0.0
970770,0.0
970800,0.0
970830,0.0
970860,0.0
970890,0.0
970920,0.0
970950,0.0
970980,0.0
971010,0.0
971040,0.0
971070,0.0
971100,0.0
971130,0.0
971160,0.0
971190,0.0
971220,0.0
971250,0.0
971280,0.0
971310,0.0
971340,0.0
971370,0.0
971400,0.0
971430,0.0
971460,0.0
971490,0.0
971520,0.0
971550,0.0
971580,0.0
971610,0.0
971640,0.0
971670,0.0
971700,0.0
971730,0.0
971760,0.0
971790,0.0
971820,0.0
971850,0.0
971880,0.0
971910,0.0
971940,0.0
971970,0.0
972000,0.0
972030,0.0
972060,0.0
972090,0.0
972120,0.0
972150,0.0
972180,0.0
972210,0.0
972240,0.0
972270,0.0
972300,0.0
972330,0.0
972360,0.0
972390,0.0019376959642770364
972420,0.042860399516859604
972450,0.08262998343299977
972480,0.12155005131372636
972510,0.1594448343857108
972540,0.19615876128674703
972570,0.23154789989246152
972600,0.26549350414228184
972630,0.29789818184010686
972660,0.3286816231219907
972690,0.3577816213268056
972720,0.38514634210807475
972750,0.41073310570528887
972780,0.43450368204229556
972810,0.45642347640933983
972840,0.4764526880287434
972870,0.49451439596075564
972900,0.5105551511019017
972930,0.5246817157742409
972960,0.5371000705983358
972990,0.5480035260198731
973020,0.5576144378079333
973050,0.5661598853023432
973080,0.5738159049593027
973110,0.5807239547834286
973140,0.5869926155819617
973170,0.5927068208257298
973200,0.5979328213724825
973230,0.6027233407290603
973260,0.6070972111375859
973290,0.610861391746372
973320,0.6137398154621985
973350,0.6158366844896784
973380,0.6172702311727065
973410,0.6181470958822939
973440,0.6185580506438916
973470,0.6185780128099673
973500,0.6182675452017803
973530,0.6176769737799673
973560,0.6168475345284574
973590,0.6158136873469109
973620,0.6146068853059039
973650,0.6132518899045107
973680,0.6117727666139356
973710,0.6101887747588779
973740,0.6085170620636914
973770,0.6067749238097332
973800,0.6049753401951151
973830,0.6031314906952866
973860,0.6012566861512753
973890,0.5993594181309393
973920,0.5974499463834582
973950,0.5955359556906313
973980,0.593625539067683
974010,0.5917257936040897
974040,0.5898427440450114
974070,0.5879822050828637
974100,0.5861492291099022
974130,0.5843483976433381
974160,0.5825837723250922
974190,0.5808589451525155
974220,0.5791770191244812
974250,0.5775406876157427
974280,0.5759522071578187
974310,0.5744134312527353
974340,0.572925828284882
974370,0.5714904964483376
974400,0.5701081847384856
974430,0.5687793109958251
974460,0.5675039826983292
974490,0.566282017800307
974520,0.5651129663754373
974550,0.5639961335307788
974580,0.5629306016659004
974610,0.561915254689377
974640,0.5609488004309084
974670,0.5600297949791282
974700,0.5591566647276025
974730,0.5583277296639182
974760,0.5575412243338446
974790,0.5567953191732486
974820,0.556088139653283
974850,0.5554177850030951
974880,0.5547823446432064
974910,0.5541799140484454
974940,0.5536086083002597
974970,0.5530665748102684
975000,0.5525520033336428
975030,0.55206313606641
975060,0.5515982745577298
975090,0.5511557862794887
975120,0.5507341092922478
975150,0.5503317559449591
975180,0.5499473151505515
975210,0.5495794539088006
975240,0.5492269175752129
975270,0.5488885296803249
975300,0.5485631906641291
975330,0.5482498764416465
975360,0.5479476360487084
975390,0.5476555893601057
975420,0.5473729240375566
975450,0.5470988927427115
975480,0.546832809707667
975510,0.5465740477151392
975540,0.5463220345350966
975570,0.5460762498761895
975600,0.545836221864829
975630,0.5456014897880227
975660,0.5453715241171202
975690,0.5451457797842559
975720,0.5449237607585559
975750,0.5447050006994059
975780,0.5444890680384347
975810,0.5442755651985157
975840,0.5440641267463456
975870,0.5438544185959142
975900,0.5436461362121046
975930,0.5434390034484986
975960,0.5432327707348172
975990,0.5430272138746836
976020,0.5428221321952357
976050,0.5426173473720083
976080,0.5424127015728691
976110,0.5422080563571527
976140,0.5420032908468182
976170,0.5417983007465759
976200,0.5415929965652951
976230,0.5413873027972237
976260,0.5411811562029274
976290,0.5409745051843677
976320,0.5407673081213581
976350,0.540559532967854
976380,0.5403511556284726
976410,0.540142159800415
976440,0.5399325353647199
976470,0.5397222785069946
976500,0.5395113900550905
976530,0.5392998759187819
976560,0.5390877454246411
976590,0.5388750119408062
976620,0.5386616912325246
976650,0.5384478023460973
976680,0.5382333658823375
976710,0.5380184051707276
976740,0.5378029444377466
976770,0.5375870102529006
976800,0.5373706295986512
976830,0.5371538315528253
976860,0.5369366452813316
976890,0.5367191024628463
976920,0.5365012368621465
976950,0.536283086338781
976980,0.5360646882839476
977010,0.5358460798056479
977040,0.5356272939067074
977070,0.5354083603713324
977100,0.5351893028240091
977130,0.5349701465712898
977160,0.5347509305353318
977190,0.5345317131961442
977220,0.5343125634092284
977250,0.5340935585403321
977280,0.5338747748564634
977310,0.5336562830783991
977340,0.5334381329488447
977370,0.5332203478917309
977400,0.5330029382099174
977430,0.5327859179909125
977460,0.5325693009069423
977490,0.5323531002886801
977520,0.5321373287381704
977550,0.5319220002402958
977580,0.5317071290855758
977610,0.5314927320096166
977640,0.5312788270968135
977670,0.5310654357686153
977700,0.5308525816371251
977730,0.5306402924044886
977760,0.5304285986481346
977790,0.5302175356529861
977820,0.5300071421275682
977850,0.5297974619843815
977880,0.5295885429856267
977910,0.5293804384863999
977940,0.529173206008402
977970,0.5289669089593367
978000,0.5287616149638115
978030,0.5285573988076345
978060,0.52835433754878
978090,0.5281525164338972
978120,0.527952024841713
978150,0.5277529578724698
978180,0.5275554160119246
978210,0.5273595051652298
978240,0.527165336580265
978270,0.5269730268719925
978300,0.526782697863875
978330,0.526594476626001
978360,0.52640849525761
978390,0.5262248909315339
978420,0.5260438056185246
978450,0.5258653861427661
978480,0.5256897838455874
978510,0.5255171546552919
978540,0.5253476586895351
978570,0.5251814603402628
978600,0.5250187278160535
978630,0.5248596332408095
978660,0.5247043521390465
978690,0.5245530635452199
978720,0.5244059494366279
978750,0.5242631948487855
978780,0.5241249866226397
978810,0.5239915162127811
978840,0.5238629746336645
978870,0.5237395558424442
978900,0.5236214552814088
978930,0.523508869266209
978960,0.5234019954322997
978990,0.5233010316599732
979020,0.5232061765553778
979050,0.5231176284010571
979080,0.5230355856225498
979110,0.5229602457274963
979140,0.5228918057750223
979170,0.5228304612711367
979200,0.5227764066315286
979230,0.5227042198442238
979260,0.5225836218910598
979290,0.5224150890310852
979320,0.522200084475014
979350,0.5219373076365397
979380,0.5216274405726703
979410,0.5212721214861228
979440,0.5208731043419759
979470,0.5204323573420087
979500,0.519952048906165
979530,0.5194345213330291
979560,0.5188822302308028
979590,0.5182976912225928
979620,0.5176834366232191
979650,0.517041980208522
979680,0.516375788223587
979710,0.5156872556109353
979740,0.5149786869038594
979770,0.5142522813117132
979800,0.5135101215166142
979830,0.5127541656916554
979860,0.5119862422780186
979890,0.5112080471352969
979920,0.5104211426275074
979950,0.5096269583251747
979980,0.508826793057752
980010,0.5080218180592249
980040,0.507213080764628
980070,0.5064015100341644
980100,0.5055879210965977
980130,0.5047730211159579
980160,0.5039574151136225
980190,0.503141612085961
980220,0.5023260309433015
980250,0.5015110056456147
980280,0.5006967904793457
980310,0.4998835657434186
980340,0.4990714436201211
980370,0.4982611117123189
980400,0.4974543981589018
980430,0.4966503758123694
980460,0.4958438917967633
980490,0.49502674819685305
980520,0.4941904613334168
980550,0.4933302333429041
980580,0.4924456866661046
980610,0.49153703622954925
980640,0.49060703123834054
980670,0.4896781507248057
980700,0.4887714131791461
980730,0.4878895860010079
980760,0.48703414508616444
980790,0.48620543863725146
980820,0.4853980737059794
980850,0.48460202619700044
980880,0.48380989940883845
980910,0.4830168077537411
980940,0.48222228911532466
980970,0.4814258864190894
981000,0.48062686865291904
981030,0.47982456727769596
981060,0.4790183032550807
981090,0.47820741345413487
981120,0.47739134876150346
981150,0.47656965835757525
981180,0.4757419797736854
981210,0.47490802162596985
981240,0.47406755311605153
981270,0.473220396425845
981300,0.47236642125033673
981330,0.47150554017388824
981360,0.47063770454869747
981390,0.4697629006624897
981420,0.4688811460924288
981450,0.4679924840887348
981480,0.4670969861456284
981510,0.46619474570975583
981540,0.4652858751004998
981570,0.46437050358274296
981600,0.4634487756780058
981630,0.46252084951269823
981660,0.4615868952412953
981690,0.46064709402794507
981720,0.45970188587868677
981750,0.45875199483692114
981780,0.45779817737166345
981810,0.45684106885087183
981840,0.45588111805823556
981870,0.45491855774026124
981900,0.45395339989002
981930,0.4529855366365728
981960,0.45201536676429366
981990,0.4510451216424356
982020,0.4500776145895948
982050,0.4491140939289166
982080,0.44815360517904557
982110,0.4471939100000003
982140,0.44623269503533897
982170,0.4452696744716401
982200,0.44430594491573483
982230,0.44334194838059904
982260,0.4423775431058121
982290,0.4414122353496184
982320,0.44044535560194525
982350,0.43947623982469386
982380,0.43850432630986846
982410,0.4375292093945501
982440,0.43655066298136913
982470,0.43556864571080983
982500,0.4345832562577692
982530,0.43359464074025716
982560,0.43260308071098763
982590,0.4316090694691542
982620,0.43061324302306364
982650,0.4296163131727879
982680,0.42861901848238326
982710,0.427622095759024
982740,0.42662626727712905
982770,0.4256322267942767
982800,0.4246406278592605
982830,0.42367892939116825
982860,0.42277621808733934
982890,0.42193599840933027
982920,0.4211604344435647
982950,0.42045073097847385
982980,0.41980739021845903
983010,0.4192301718351234
983040,0.4187183158143965
983070,0.4182707965745289
983100,0.4178860307771114
983130,0.41756226143024666
983160,0.41729759472504935
983190,0.41709014120746724
983220,0.4169379807811353
983250,0.4168390276635398
983280,0.4167909166753962
983310,0.4167911718081311
983340,0.4168373272407878
983370,0.41692693185858193
983400,0.4170575620977806
983430,0.4172268285788225
983460,0.4174323394723085
983490,0.4176717209409941
983520,0.4179426568728077
983550,0.4182429135033045
983580,0.4185703498152999
983610,0.41892292072225557
983640,0.4192986773665039
983670,0.4196957660818489
983700,0.4201124264320307
983730,0.4205469884600307
983760,0.42099786928851496
983790,0.421463569247405
983820,0.4219426677099391
983850,0.4224338188023891
983880,0.42293574712980975
983910,0.42344727026857526
983940,0.4239673322810392
983970,0.4244949926338952
984000,0.42502936300362854
984030,0.42556954913505557
984060,0.4261146443525629
984090,0.42666375165143294
984120,0.4272160058209029
984150,0.4277705851360278
984180,0.42832671493812075
984210,0.42888366802142586
984240,0.4294407648643448
984270,0.42999737467989657
984300,0.4305529172490501
984330,0.43110686527049036
984360,0.43165874702270113
984390,0.43220814922197015
984420,0.43275472000346066
984450,0.4332981719633345
984480,0.43383828519958983
984510,0.4343749102868443
984540,0.43490797111850793
984570,0.43543746754736473
984600,0.43596347775272676
984630,0.43648606131804296
984660,0.43700517204640915
984690,0.43752069837818763
984720,0.4380325110428536
984750,0.4385405818822219
984780,0.43904520251117113
984810,0.43954704214855833
984840,0.44004647922811263
984870,0.4405430794052244
984900,0.4410360438474126
984930,0.44152445973297044
984960,0.4420075331640322
984990,0.44248484439273084
985020,0.4429560119624082
985050,0.44342088739210317
985080,0.44387930475486836
985110,0.4443311935727556
985140,0.44477644194901583
985170,0.4452149543643565
985200,0.44564664811269905
985230,0.4460714224428045
985260,0.44648917583512454
985290,0.4468998088121006
985320,0.44730322322936844
985350,0.4476993212504916
985380,0.44808800464395804
985410,0.44846917434624783
985440,0.44884273024069765
985470,0.449208571063344
985500,0.4495665944082923
985530,0.4499166967799109
985560,0.4502587736809707
985590,0.4505927197104539
985620,0.450918428671253
985650,0.4512357936748634
985680,0.4515447072450587
985710,0.4518450481548979
985740,0.4521367175084685
985770,0.4524196098286898
985800,0.45269361725027846
985830,0.4529586309339651
985860,0.4532145415580381
985890,0.45346123947852607
985920,0.45369861476339973
985950,0.45392655717028696
985980,0.45414495608991196
986010,0.45435370046410406
986040,0.4545526786826663
986070,0.4547417784592583
986100,0.4549208866869035
986130,0.4550898892739513
986160,0.45524867096116545
986190,0.45539711512077485
986220,0.4555351035382476
986250,0.45566251617755366
986280,0.45577923093073675
986310,0.4558851233221786
986340,0.45598006630837945
986370,0.456063929925472
986400,0.4561365809924027
986430,0.4561975842823224
986460,0.4562461088148968
986490,0.4562811925671742
986520,0.45630183463649715
986550,0.4563070351286603
986580,0.45629581608035913
986610,0.456267234913697
986640,0.45622039424773536
986670,0.4561544497139358
986700,0.45606862388199404
986730,0.45596220964035006
986760,0.4558345697207508
986790,0.4556851367874609
986820,0.4555134132216215
986850,0.4553189702329894
986880,0.4551014463163079
986910,0.4548605451446716
986940,0.4545960330039632
986970,0.4543077358671855
987000,0.45399553619865246
987030,0.4536593695686968
987060,0.45329922115060417
987090,0.4529151221628338
987120,0.4525071463108362
987150,0.4520754062748063
987180,0.45162005028176466
987210,0.4511412587933764
987240,0.4506392413343212
987270,0.4501142334804264
987300,0.4495664940203998
987330,0.4489963023007726
987360,0.44840395575962555
987390,0.4477897676514342
987420,0.4471540649624981
987450,0.4464971865140526
987480,0.445819481248347
987510,0.44512130669120853
987540,0.4444030275836111
987570,0.4436650146737293
987600,0.44290764366040064
987630,0.44213129427849607
987660,0.4413363495165367
987690,0.4405231949569825
987720,0.4396922182296513
987750,0.438843808569372
987780,0.4379783564693632
987810,0.4370962534222175
987840,0.4361978917423172
987870,0.43528366446558814
987900,0.4343539653257298
987930,0.4334091888142515
987960,0.43244973035465
987990,0.4314759867136391
988020,0.4304883577189803
988050,0.42948723917614967
988080,0.42847302410112165
988110,0.42744610639358877
988140,0.42640688183605086
988170,0.42535584611143595
988200,0.4242935827222303
988230,0.42322067673455904
988260,0.4221376866528048
988290,0.42104513451233977
988320,0.41994350294618876
988350,0.41883323533628763
988380,0.4177147376086892
988410,0.41658838109960933
988440,0.41545450620600977
988470,0.41431342662159154
988500,0.413165433984719
988530,0.41201080277786956
988560,0.4108497953341189
988590,0.4096826668263688
988620,0.40850967013698275
988650,0.4073310605262828
988680,0.4061471000360607
988710,0.4049580615794649
988740,0.40376423268072315
988770,0.4025659188387599
988800,0.4013634464979075
988830,0.4001571656170245
988860,0.3989474518356376
988890,0.39773470824217877
988920,0.3965193667550649
988950,0.3953018891319971
988980,0.394082767627071
989010,0.3928625253182128
989040,0.3916417161301356
989070,0.39042092457968086
989100,0.3892007652718054
989130,0.3879818821749791
989160,0.38676494770519826
989190,0.38555066164756535
989220,0.3843397499437123
989250,0.38313296337283986
989280,0.38193107615255645
989310,0.3807348844847837
989340,0.3795452050700375
989370,0.37836287361207277
989400,0.37718874333256347
989430,0.3760236835141264
989460,0.3748685780873225
989490,0.3737243242758125
989520,0.37259183131126256
989550,0.3714720192277533
989580,0.37036581774324884
989610,0.3692741652335238
989640,0.3681980078019811
989670,0.36713829844665724
989700,0.366095996323711
989730,0.36507206610486065
989760,0.3640674774242367
989790,0.36308320440841296
989820,0.36212022528153937
989850,0.36117952203603587
989880,0.3602620801577717
989910,0.35936888939672124
989940,0.3585009409248797
989970,0.35765922919084914
990000,0.356844751450406
990030,0.3560578553136675
990060,0.3552979748501084
990090,0.35456416164791016
990120,0.3538552755783465
990150,0.3531700652522577
990180,0.3525072110194154
990210,0.35186535387576345
990240,0.35124311788798107
990270,0.3506391286687056
990300,0.35005202885014536
990330,0.34948049104651674
990360,0.3489232287249255
990390,0.34837900557216284
990420,0.347846644834244
990450,0.3473250486254572
990480,0.3468131264602441
990510,0.34630981941663036
990540,0.3458141321534065
990570,0.345325136467321
990600,0.34484196975784925
990630,0.34436383238208884
990660,0.34388998456767056
990690,0.3434197429978356
990720,0.3429524771245804
990750,0.3424876052809346
990780,0.3420245906772487
990810,0.34156293737038596
990840,0.34110218629265443
990870,0.3406419114217529
990900,0.3401817161657372
990930,0.33972123002924615
990960,0.3392601056189817
990990,0.3387980160386402
991020,0.33833465271493335
991050,0.3378697236889414
991080,0.3374029523987377
991110,0.3369340769721081
991140,0.33646285004045995
991170,0.3359890390783131
991200,0.3355124272656999
991230,0.3350328148645118
991260,0.3345500210934577
991290,0.33406388648044016
991320,0.33357427566540293
991350,0.3330810806212358
991380,0.3325842242549631
991410,0.3320836643465048
991440,0.3315793977772501
991470,0.3310714649959572
991500,0.3305599546649244
991530,0.33004500842489054
991560,0.3295268257126418
991590,0.3290056685613435
991620,0.32848186630942877
991650,0.327955820140038
991680,0.3274280073696631
991710,0.32689898442070053
991740,0.326369221750221
991770,0.3258390795089501
991800,0.3253088725698436
991830,0.32477889118312353
991860,0.32424940836206506
991890,0.3237206829707177
991920,0.32319296147590604
991950,0.3226664793053613
991980,0.3221414620785697
992010,0.32161812676802
992040,0.3210966827955669
992070,0.32057733306337716
992100,0.32006027492318406
992130,0.3195457010896158
992160,0.3190338005029107
992190,0.31852475914327943
992220,0.31801876079705255
992250,0.31751598777290807
992280,0.3170166215665173
992310,0.3165208434721514
992340,0.31602883514069047
992370,0.315540779084271
992400,0.31505685912850734
992430,0.3145772608135824
992460,0.31410217174583066
992490,0.31363178190148366
992520,0.31316628388449924
992550,0.3127058731401657
992580,0.3122507481264108
992610,0.31180111044463854
992640,0.31135716493187965
992670,0.31091911971607245
992700,0.3104871862362173
992730,0.31006157922908245
992760,0.30964251668409287
992790,0.3092302197679921
992820,0.3088249127207536
992850,0.30842682272116423
992880,0.30803617971715114
992910,0.30765321624105424
992940,0.30727816720855183
992970,0.3069112696973431
993000,0.30655276270476106
993030,0.306202886884457
993060,0.3058618842628191
993090,0.30552999793586777
993120,0.3052074717474792
993150,0.3048945499498193
993180,0.30459147684687415
993210,0.30429849642218937
993240,0.30401585195174474
993270,0.3037437856031112
993300,0.30348253802211456
993330,0.3032323479081631
993360,0.3029934515795743
993390,0.3027660825302748
993420,0.30255047097936333
993450,0.3023468434148901
993480,0.3021554234372625
993510,0.30197643292402715
993540,0.3018100891665128
993570,0.3016566010502604
993600,0.3015161649583832
993630,0.30215317406124265
993660,0.30285917191907663
993690,0.30361786001441976
993720,0.3044143501660938
993750,0.305235312200121
993780,0.30606906055409966
993810,0.3069054447049908
993840,0.30773567656287776
993870,0.30855246123180147
993900,0.3093497132316596
993930,0.31012246400387466
993960,0.3108667125197553
993990,0.3115795460199341
994020,0.31225878965884646
994050,0.3129029794418611
994080,0.31351127096216647
994110,0.3140833371520311
994140,0.3146193102517047
994170,0.31511969473245455
994200,0.31558533352258306
994230,0.31601731582284387
994260,0.31641698613285724
994290,0.3167858391635219
994320,0.3171254871279116
994350,0.3174376542490872
994380,0.3177241390643662
994410,0.3179867808292393
994440,0.31822743224339667
994470,0.3184479372119672
994500,0.31865011223685624
994530,0.3188357306538287
