time,hvac_oveZonActEas_yReaHea_u
965460,0.0
965490,0.0
965520,0.0
965550,0.0
965580,0.0
965610,0.0
965640,0.0
965670,0.0
965700,0.0
965730,0.0
965760,0.0
965790,0.0
965820,0.0
965850,0.0
965880,0.0
965910,0.0
965940,0.0
965970,0.0
966000,0.0
966030,0.0
966060,0.0
966090,0.0
966120,0.0
966150,0.0
966180,0.0
966210,0.0
966240,0.0
966270,0.0
966300,0.0
966330,0.0
966360,0.0
966390,0.0
966420,0.0
966450,0.0
966480,0.0
966510,0.0
966540,0.0
966570,0.0
966600,0.0
966630,0.0
966660,0.0
966690,0.0
966720,0.0
966750,0.0
966780,0.0
966810,0.0
966840,0.0
966870,0.0
966900,0.0
966930,0.0
966960,0.0
966990,0.0
967020,0.0
967050,0.0
967080,0.0
967110,0.0
967140,0.0
967170,0.0
967200,0.0
967230,0.0
967260,0.0
967290,0.0
967320,0.0
967350,0.0
967380,0.0
967410,0.0
967440,0.0
967470,0.0
967500,0.0
967530,0.0
967560,0.0
967590,0.0
967620,0.0
967650,0.0
967680,0.0
967710,0.0
967740,0.0
967770,0.0
967800,0.0
967830,0.0
967860,0.0
967890,0.0
967920,0.0
967950,0.0
967980,0.0
968010,0.0
968040,0.0
968070,0.0
968100,0.0
968130,0.0
968160,0.0
968190,0.0
968220,0.0
968250,0.0
968280,0.0
968310,0.0
968340,0.0
968370,0.0
968400,0.0
968430,0.0
968460,0.0
968490,0.0
968520,0.0
968550,0.0
968580,0.0
968610,0.0
968640,0.0
968670,0.0
968700,0.0
968730,0.0
968760,0.0
968790,0.0
968820,0.0
968850,0.0
968880,0.0
968910,0.0
968940,0.0
968970,0.0
969000,0.0
969030,0.0
969060,0.0
969090,0.0
969120,0.0
969150,0.0
969180,0.0
969210,0.0
969240,0.0
969270,0.0
969300,0.0
969330,0.0
969360,0.0
969390,0.0
969420,0.0
969450,0.0
969480,0.0
969510,0.0
969540,0.0
969570,0.0
969600,0.0
969630,0.0
969660,0.0
969690,0.0
969720,0.0
969750,0.0
969780,0.0
969810,0.0
969840,0.0
969870,0.0
969900,0.0
969930,0.0
969960,0.0
969990,0.0
970020,0.0
970050,0.0
970080,0.0
970110,0.0
970140,0.0
970170,0.0
970200,0.0
970230,0.0
970260,0.0
970290,0.0
970320,0.0
970350,0.0
970380,0.0
970410,0.0
970440,0.0
970470,0.0
970500,0.0
970530,0.0
970560,0.0
970590,0.0
970620,0.0
970650,0.0
970680,0.0
970710,0.0
970740,0.0
970770,0.0
970800,0.0
970830,0.0
970860,0.0
970890,0.0
970920,0.0
970950,0.0
970980,0.0
971010,0.0
971040,0.0
971070,0.0
971100,0.0
971130,0.0
971160,0.0
971190,0.0
971220,0.0
971250,0.0
971280,0.0
971310,0.0
971340,0.0
971370,0.0
971400,0.0
971430,0.0
971460,0.0
971490,0.0
971520,0.0
971550,0.0
971580,0.0
971610,0.0
971640,0.0
971670,0.0
971700,0.0
971730,0.0
971760,0.0
971790,0.0
971820,0.0
971850,0.0
971880,0.0
971910,0.0
971940,0.0
971970,0.0
972000,0.0
972030,0.0
972060,0.0
972090,0.0
972120,0.0
972150,0.0
972180,0.0
972210,0.0
972240,0.0
972270,0.0
972300,0.0
972330,0.0
972360,0.0
972390,0.0
972420,0.0
972450,0.0
972480,0.0
972510,0.015785811249317966
972540,0.05390967358295132
972570,0.0909443579054009
972600,0.12667196606237907
972630,0.16091385356280297
972660,0.1935159599553519
972690,0.22435063031730343
972720,0.2533036898045298
972750,0.2802737265629377
972780,0.3051652580124896
972810,0.32788034184796105
972840,0.34829584168028904
972870,0.366380625508063
972900,0.3821531379824316
972930,0.3957313091825652
972960,0.4073806013067164
972990,0.41740818953673914
973020,0.42609636191767114
973050,0.43369656427136316
973080,0.44040092288860533
973110,0.4463620100822513
973140,0.4516943276915242
973170,0.45648525585176464
973200,0.4608016239871789
973230,0.4646959884978056
973260,0.4682024269247052
973290,0.47115305897256876
973320,0.47326828164618356
973350,0.47467810655239295
973380,0.4755238066239463
973410,0.4759252380765064
973440,0.4759770446700064
973470,0.4757520346058169
973500,0.47530553472206466
973530,0.474681523038546
973560,0.47391449439373257
973590,0.47303230152223114
973620,0.4720598939011593
973650,0.4710159603762285
973680,0.4699180763533327
973710,0.4687799931167171
973740,0.46761346044285823
973770,0.4664298944852812
973800,0.4652373559165351
973830,0.4640438404339851
973860,0.4628572274670763
973890,0.46168181009975273
973920,0.46052306756191297
973950,0.45938455284634555
973980,0.4582700813606998
974010,0.4571827342899987
974040,0.4561248072983382
974070,0.4550984607250711
974100,0.45410532336824877
974130,0.453146717975599
974160,0.45222362789148346
974190,0.4513367335691384
974220,0.45048643002305727
974250,0.449672851126216
974280,0.44889588374125045
974310,0.448155185242589
974340,0.447450203589309
974370,0.4467801920314184
974400,0.44614422926638786
974430,0.4455412359298674
974460,0.4449699944737666
974490,0.44442916701266644
974520,0.4439173150977932
974550,0.4434329180728876
974580,0.44297439222302754
974610,0.44254010875238364
974640,0.44212841156077404
974670,0.4417376338796936
974700,0.44136611397311404
974730,0.4410122095669674
974760,0.4406743029369835
974790,0.4403507408791979
974820,0.44003988694208235
974850,0.43974023581482163
974880,0.4394503973372391
974910,0.439169091914005
974940,0.43889514482126274
974970,0.438627478170361
975000,0.4383651037710304
975030,0.43810711637927274
975060,0.43785268690795875
975090,0.4376010565961259
975120,0.4373515313986355
975150,0.4371034771644484
975180,0.4368563151003933
975210,0.4366095179386133
975240,0.4363626062836835
975270,0.43611514558950093
975300,0.4358667431751461
975330,0.4356170457980022
975360,0.435365737141559
975390,0.4351125357893691
975420,0.43485719302778786
975450,0.4345994910683686
975480,0.43433924560523085
975510,0.4340763167688838
975540,0.4338105984559693
975570,0.4335420040266428
975600,0.4332704669464029
975630,0.4329959371323906
975660,0.43271837957301124
975690,0.4324377738625708
975720,0.4321541123417131
975750,0.4318673991848742
975780,0.431577648875567
975810,0.4312848848529213
975840,0.4309891380660387
975870,0.43069044594157263
975900,0.43038885134163074
975930,0.43008440195021697
975960,0.4297771495749858
975990,0.4294671497843115
976020,0.4291544614168112
976050,0.4288391463516272
976080,0.42852126913563043
976110,0.42820089682881435
976140,0.42787809870257587
976170,0.42755294613114997
976200,0.4272255123355176
976230,0.42689587230504955
976260,0.42656410257132554
976290,0.4262302811513321
976320,0.4258944873411999
976350,0.4255568016768153
976380,0.4252173057411078
976410,0.42487608214102307
976440,0.4245332143242348
976470,0.42418878655785797
976500,0.42384288383803026
976530,0.42349559170744683
976560,0.42314699630209995
976590,0.42279718427465446
976620,0.4224462425977555
976650,0.4220942587125903
976680,0.42174132025293826
976710,0.4213875152190846
976740,0.4210329317218277
976770,0.4206776581465206
976800,0.420321782934315
976830,0.41996539471647687
976860,0.41960858226609166
976890,0.4192514430652256
976920,0.41889410881687644
976950,0.41853674363993315
976980,0.4181795054503763
977010,0.41782251495704786
977040,0.41746583197045184
977070,0.4171094350618858
977100,0.41675320927851467
977130,0.4163969259839968
977160,0.41604022565768267
977190,0.415682682403068
977220,0.4153239272131449
977250,0.4149637375953496
977280,0.4146020732414446
977310,0.41423902828033965
977340,0.4138747370247376
977370,0.4135092922700202
977400,0.41314275693132096
977430,0.41277520238858867
977460,0.4124066962451617
977490,0.41203728325215616
977520,0.41166698908241783
977550,0.4112958196995947
977580,0.4109237632391954
977610,0.4105507897527014
977640,0.41017685445596097
977670,0.40980189720782406
977700,0.4094258462351787
977730,0.4090486175361242
977760,0.40867011878744247
977790,0.4082902485504618
977820,0.4079089002503854
977850,0.40752596109341876
977880,0.4071413160438583
977910,0.4067548464063258
977940,0.4063664337576693
977970,0.4059759581773661
978000,0.40558330226934697
978030,0.40518834786218855
978060,0.40479098316049833
978090,0.4043910956060103
978120,0.40398857916433967
978150,0.4035833300917424
978180,0.4031752510339049
978210,0.4027642478386242
978240,0.40235023338705284
978270,0.4019331241403148
978300,0.401512844008302
978330,0.4010893206573807
978360,0.4006624894050195
978390,0.40023228933023425
978420,0.39979866720915086
978450,0.39936157345099255
978480,0.3989209660918544
978510,0.3984768065756405
978540,0.3980290638201508
978570,0.3975777098598414
978600,0.39712272399531906
978630,0.39666408831198907
978660,0.3962017919216443
978690,0.39573582636825333
978720,0.39526618996819485
978750,0.394792883111863
978780,0.3943159099821592
978810,0.39383523907414153
978840,0.39335078149672503
978870,0.39286242113918857
978900,0.3923700831451496
978930,0.3918737643210182
978960,0.39137357200292183
978990,0.3908697395838075
979020,0.3903626384976751
979050,0.3898527671157049
979080,0.38934073667055064
979110,0.38882723595516505
979140,0.3883129974911908
979170,0.3877987472059037
979200,0.38728516080470615
979230,0.38674721254109723
979260,0.38615500419539733
979290,0.3855093936264807
979320,0.38481212893469185
979350,0.3840621260168175
979380,0.38326024090902505
979410,0.38240825110503773
979440,0.3815080195689781
979470,0.38056162734524607
979500,0.3795713565469441
979530,0.37853966662698796
979560,0.37746913519040526
979590,0.37636240512749514
979620,0.3752221405530204
979650,0.3740509901356698
979680,0.37285155637566464
979710,0.3716263700101557
979740,0.370377869057621
979770,0.36910838211392455
979800,0.36782011549108146
979830,0.36651514212277075
979860,0.36519535776805867
979890,0.36386247661613097
979920,0.36251805421439476
979950,0.36116350570727285
979980,0.3598001165613047
980010,0.3584290497727141
980040,0.3570513523631425
980070,0.35566796226206954
980100,0.35427971537150604
980130,0.3528873528078669
980160,0.35149152811237294
980190,0.3500928143111762
980220,0.3486917107655338
980250,0.3472886497777374
980280,0.34588400288822735
980310,0.3444780868426486
980340,0.343071169268511
980370,0.3416634741217712
980400,0.3402551869325237
980430,0.33884645967467514
980460,0.3374374153558861
980490,0.33602815250980006
980520,0.33461874963957927
980550,0.3332092699633836
980580,0.3317997704260861
980610,0.3303903111246841
980640,0.32898087169926915
980670,0.3275713954958511
980700,0.32616180249898963
980730,0.3247520271176038
980760,0.3233420085679049
980790,0.3219316942392131
980820,0.32052103661042075
980850,0.31910999370703025
980880,0.3176985422281192
980910,0.3162866657539163
980940,0.3148743536960621
980970,0.31346160171751836
981000,0.3120484107120975
981030,0.3106347916313466
981060,0.3092207718209193
981090,0.3078064056188183
981120,0.3063917776737716
981150,0.3049770036373734
981180,0.30356222831558316
981210,0.30214762310033516
981240,0.30073338299852
981270,0.29931972363923515
981300,0.2979068782694171
981330,0.29649509476072095
981360,0.29508463268131263
981390,0.2936757605073756
981420,0.292268752999576
981450,0.2908638885546622
981480,0.2894614474625957
981510,0.2880617092422593
981540,0.28666495071976195
981570,0.28527144445350666
981600,0.28388145733332876
981630,0.2824952493241986
981660,0.28111307236851607
981690,0.2797351694631294
981720,0.27836181590303655
981750,0.27699372720309723
981780,0.27563250197853745
981810,0.27428065165472953
981840,0.27294112991794467
981870,0.2716164663900267
981900,0.27030802914857327
981930,0.2690161816171116
981960,0.26774047016758434
981990,0.2664819477789631
982020,0.2652422038318928
982050,0.264021606491997
982080,0.2628188385539861
982110,0.2616318557158275
982140,0.2604606684552094
982170,0.259306512220366
982200,0.2581695802067201
982230,0.2570491713170901
982260,0.2559438737595177
982290,0.2548518615021239
982320,0.2537711399619159
982350,0.25269974410835583
982380,0.25163588062703945
982410,0.2505779854738179
982440,0.24952474766514754
982470,0.24847511935430372
982500,0.24742826384631403
982530,0.24638345615057244
982560,0.24534017720067652
982590,0.24429819521090845
982620,0.24325749313514886
982650,0.24221819859029106
982680,0.24118053217043603
982710,0.2401447660299908
982740,0.23911120050356244
982770,0.2380801391655582
982800,0.2370518658631366
982830,0.2360534059806536
982860,0.23511312861737255
982890,0.23423367322414285
982920,0.23341629703457545
982950,0.23266125564506618
982980,0.23196808266235078
983010,0.2313355651042333
983040,0.2307619904382214
983070,0.2302453982800003
983100,0.22978331903768007
983130,0.22937315306999337
983160,0.2290126370905198
983190,0.22870145404021644
983220,0.22844074415481133
983250,0.22822916002289692
983280,0.22806375930279746
983310,0.22794120543210106
983340,0.22785818246534592
983370,0.2278114087944121
983400,0.22779765983860634
983430,0.2278137878670648
983460,0.22785674330834804
983490,0.2279235937617961
983520,0.22801153937317614
983550,0.22811791987685875
983580,0.2282402080720023
983610,0.2283760268799323
983640,0.2285231647696601
983670,0.22867958188983278
983700,0.22884340953587434
983730,0.22901294614242046
983760,0.2291866514866241
983790,0.22936313976261338
983820,0.2295411717997883
983850,0.22971964661446856
983880,0.2298975924816438
983910,0.2300743750907617
983940,0.23024999177039773
983970,0.23042500229777185
984000,0.23060003039115395
984030,0.2307753013155698
984060,0.2309505981864005
984090,0.23112544927603557
984120,0.23129930820775288
984150,0.2314716471799738
984180,0.23164198220746193
984210,0.23180986939188902
984240,0.2319748964954481
984270,0.23213667783492467
984300,0.2322948524716278
984330,0.23244908384028953
984360,0.23259905952836812
984390,0.23274449072819542
984420,0.23288511132498763
984450,0.23302067671658772
984480,0.23315096246017594
984510,0.23327576281301718
984540,0.2333948892122127
984570,0.2335081687266971
984600,0.23361544250770688
984630,0.23371656546482844
984660,0.23381141440433031
984690,0.23389989653537382
984720,0.23398194743317688
984750,0.23405776638691445
984780,0.2341285996220383
984810,0.23419609665408583
984840,0.23426049911453167
984870,0.23432066934003284
984900,0.23437537241804604
984930,0.23442355661893616
984960,0.23446462597847142
984990,0.2344984427161994
985020,0.23452507510975615
985050,0.2345446858064303
985080,0.23455760169013337
985110,0.23456402887996947
985140,0.23456430198168338
985170,0.2345587001972768
985200,0.23454745436932908
985230,0.23453084138734506
985260,0.23450913734454945
985290,0.23448260960205605
985320,0.2344515174697606
985350,0.23441611207417495
985380,0.2343766349931567
985410,0.23433331700530358
985440,0.23428637728206564
985470,0.23423602294570595
985500,0.23418244890444417
985530,0.23412583787275523
985560,0.2340663605400819
985590,0.23400417584886582
985620,0.2339394313676524
985650,0.23387226373541364
985680,0.23380279916567498
985710,0.23373116771744712
985740,0.23365746514961105
985770,0.2335817861334113
985800,0.23350421984386027
985830,0.23342484882566314
985860,0.23334374898451932
985890,0.23326098995234867
985920,0.23317663556699494
985950,0.2330907443735001
985980,0.23300337011402247
986010,0.23291456219638806
986040,0.23282436613570479
986070,0.23273282396680472
986100,0.23263997462673397
986130,0.23254585430716168
986160,0.23245049677721374
986190,0.23235393367718385
986220,0.23225619478414686
986250,0.23215730825058234
986280,0.23205730081731163
986310,0.2319561979934214
986340,0.23185402424591914
986370,0.23175080312649413
986400,0.23164655739966844
986430,0.23154130492675265
986460,0.2314350606133726
986490,0.231327839462437
986520,0.23121965325395055
986550,0.23111051029873145
986580,0.2310004157191162
986610,0.23088937203877197
986640,0.23077737994728037
986670,0.23066443905917455
986700,0.23055054853723736
986730,0.23043570756811885
986760,0.23031991564638357
986790,0.2302031727916166
986820,0.23008547969533838
986850,0.22996683784028252
986880,0.22984724960420091
986910,0.22972671834957678
986940,0.22960524849607333
986970,0.22948284557238932
987000,0.22935951624622916
987030,0.2292352683330526
987060,0.22911011078604934
987090,0.22898405367048844
987120,0.22885710812578372
987150,0.22872928631841352
987180,0.2286006013883599
987210,0.2284710673915613
987240,0.2283406992401335
987270,0.22820951264227476
987300,0.22807752404316034
987330,0.22794475056832691
987360,0.22781120997063323
987390,0.22767692058213884
987420,0.2275419012720461
987450,0.22740617141205507
987480,0.22726975085081613
987510,0.22713265989939418
987540,0.22699491933089294
987570,0.22685655039847527
987600,0.2267175748792397
987630,0.2265780151566241
987660,0.22643789436565911
987690,0.22629723665337786
987720,0.22615606768698232
987750,0.22601441586753795
987780,0.22587231831471472
987810,0.22572979543316676
987840,0.2255868509181772
987870,0.22544348740651676
987900,0.2252997085059125
987930,0.22515551887864818
987960,0.22501092411968124
987990,0.22486593068164196
988020,0.22472054584932177
988050,0.22457477773826887
988080,0.22442863530024912
988110,0.22428212831417005
988140,0.22413526742644058
988170,0.22398806626094436
988200,0.22384053937968723
988230,0.22369270087465565
988260,0.2235445652760687
988290,0.2233961472901674
988320,0.2232474614840912
988350,0.22309852192658086
988380,0.22294934181660298
988410,0.22279993317082367
988440,0.22265030661544258
988470,0.22250047129081008
988500,0.22235043486084222
988530,0.22220020359515902
988560,0.2220497824931365
988590,0.22189917542808285
988620,0.22174838529969879
988650,0.2215974141893271
988680,0.22144626351609062
988710,0.22129493419285065
988740,0.22114342678057264
988770,0.22099174163923385
988800,0.22083987907309574
988830,0.22068783946804513
988860,0.22053562341912836
988890,0.22038323184667
988920,0.22023066610005154
988950,0.2200779280483824
988980,0.21992502015790694
989010,0.21977194555609042
989040,0.21961870808269995
989070,0.21946531232828206
989100,0.21931176366071686
989130,0.2191580682404943
989160,0.21900423302564082
989190,0.21885026576711786
989220,0.21869617499578511
989250,0.21854197000184034
989280,0.21838766080785316
989310,0.2182332581363077
989340,0.21807877337287657
989370,0.2179242185261346
989400,0.21776960618495508
989430,0.21761494947426888
989460,0.21746026201013277
989490,0.21730555785485287
989520,0.21715085147291333
989550,0.21699615768820815
989580,0.21684149164334035
989610,0.2166868687612475
989640,0.2165323047096866
989670,0.21637781536885264
989700,0.216223416802329
989730,0.21606912523156707
989760,0.2159149570139644
989790,0.2157609286245788
989820,0.21560705664131913
989850,0.21545335773361537
989880,0.21529984865435317
989910,0.21514654623334764
989940,0.21499346737852912
989970,0.21484062907395868
990000,0.2146880483812514
990030,0.21453573975687204
990060,0.21438371554482377
990090,0.21423198727084267
990120,0.2140805635274732
990150,0.21392944969107866
990180,0.2137786479782741
990210,0.21362815770955323
990240,0.21347797568689936
990270,0.2133280965873823
990300,0.21317851331369306
990330,0.21302921728914465
990360,0.21288019871309094
990390,0.2127314467996171
990420,0.21258295001469857
990450,0.21243469631577275
990480,0.21228667338618748
990510,0.2121388688574578
990540,0.21199127051085034
990570,0.21184386645242761
990600,0.21169664525896234
990630,0.21154959609527405
990660,0.21140270880553746
990690,0.21125597398248172
990720,0.21110938301847737
990750,0.21096292814228335
990780,0.21081660244433845
990810,0.2106703998926038
990840,0.2105243153403014
990870,0.21037834452641205
990900,0.21023248406956166
990930,0.21008673145609308
990960,0.20994108502301825
990990,0.20979554393666566
991020,0.20965010816794075
991050,0.2095047784732984
991080,0.2093595563744766
991110,0.20921444413047982
991140,0.20906944470390035
991170,0.20892456172371673
991200,0.20877979944588432
991230,0.20863516271229987
991260,0.20849065690838264
991290,0.20834628791924806
991320,0.20820206208447184
991350,0.2080579861513291
991380,0.20791406722643965
991410,0.2077703127256971
991440,0.20762673032244514
991470,0.207483327893924
991500,0.20734011346596873
991530,0.20719709515612283
991560,0.20705428111528384
991590,0.20691167946822578
991620,0.20676929825321602
991650,0.20662714536128732
991680,0.2064852284755624
991710,0.20634355498464324
991740,0.2062021306474779
991770,0.20606096107444172
991800,0.2059200518833033
991830,0.20577940810525433
991860,0.20563903434508143
991890,0.20549893497497904
991920,0.20535911433674814
991950,0.2052195769367338
991980,0.20508032760082354
992010,0.20494137156860853
992040,0.20480271452638638
992070,0.20466436259374718
992100,0.2045263222831494
992130,0.2043886004487722
992160,0.20425120423497634
992190,0.20411414102868355
992220,0.2039774184162741
992250,0.2038410441439382
992280,0.20370502608005364
992310,0.20356937217873225
992340,0.20343409044430583
992370,0.20329918889678744
992400,0.20316467553889545
992430,0.20303055832481653
992460,0.20289684513122735
992490,0.2027635437306938
992520,0.2026306617675759
992550,0.20249820673643137
992580,0.20236618596301603
992610,0.20223460658759695
992640,0.20210347555077107
992670,0.2019727995814347
992700,0.20184258518700296
992730,0.20171283864562228
992760,0.20158356600032482
992790,0.20145477305498385
992820,0.2013264653719034
992850,0.20119864827098632
992880,0.2010713268303606
992910,0.20094450588798887
992940,0.20081819004451373
992970,0.20069238366709294
993000,0.20056709089412253
993030,0.2004423156406494
993060,0.20031806160441745
993090,0.20019433227235672
993120,0.200071130927575
993150,0.19994846065663463
993180,0.19982632435707448
993210,0.19970472474516812
993240,0.19958366436378014
993270,0.1994631455902355
993300,0.19934317064424287
993330,0.19922374159568482
993360,0.19910486037229844
993390,0.19898652876718764
993420,0.19886874844612396
993450,0.19875152095453755
993480,0.19863484900728962
993510,0.19851873790564178
993540,0.19840319364908013
993570,0.19828821927791584
993600,0.1981738113648609
993630,0.19882299149864244
993660,0.19952583019659603
993690,0.20026572476155474
993720,0.2010277812958215
993750,0.2017989738783811
993780,0.20256789644574427
993810,0.20332470885818588
993840,0.20406099146098108
993870,0.20476993480869218
993900,0.2054460414567507
993930,0.20608500964471638
993960,0.2066835601864912
993990,0.2072395520716974
994020,0.20775159948386318
994050,0.20821903688921758
994080,0.20864181823943437
994110,0.2090204071509499
994140,0.2093557122516957
994170,0.2096489950673269
994200,0.20990182947450758
994230,0.21011600833442873
994260,0.2102935406061264
994290,0.21043655098284555
994320,0.2105472464069131
994350,0.21062790272750828
994380,0.21068082624531478
994410,0.21070831987256364
994440,0.21071265587426796
994470,0.2106960539984066
994500,0.21066066366043454
994530,0.21060854939371254
