time,hvac_oveAhu_yRet_u
962820,1.0
962850,1.0
962880,1.0
962910,1.0
962940,1.0
962970,1.0
963000,1.0
963030,1.0
963060,1.0
963090,1.0
963120,1.0
963150,1.0
963180,1.0
963210,1.0
963240,1.0
963270,1.0
963300,1.0
963330,1.0
963360,1.0
963390,1.0
963420,1.0
963450,1.0
963480,1.0
963510,1.0
963540,1.0
963570,1.0
963600,1.0
963630,1.0
963660,1.0
963690,1.0
963720,1.0
963750,1.0
963780,1.0
963810,1.0
963840,1.0
963870,1.0
963900,1.0
963930,1.0
963960,1.0
963990,1.0
964020,1.0
964050,1.0
964080,1.0
964110,1.0
964140,1.0
964170,1.0
964200,1.0
964230,1.0
964260,1.0
964290,1.0
964320,1.0
964350,1.0
964380,1.0
964410,1.0
964440,1.0
964470,1.0
964500,1.0
964530,1.0
964560,1.0
964590,1.0
964620,1.0
964650,1.0
964680,1.0
964710,1.0
964740,1.0
964770,1.0
964800,1.0
964830,1.0
964860,1.0
964890,1.0
964920,1.0
964950,1.0
964980,1.0
965010,1.0
965040,1.0
965070,1.0
965100,1.0
965130,1.0
965160,1.0
965190,1.0
965220,1.0
965250,1.0
965280,1.0
965310,1.0
965340,1.0
965370,1.0
965400,1.0
965430,1.0
965460,1.0
965490,1.0
965520,1.0
965550,1.0
965580,1.0
965610,1.0
965640,1.0
965670,1.0
965700,1.0
965730,1.0
965760,1.0
965790,1.0
965820,1.0
965850,1.0
965880,1.0
965910,1.0
965940,1.0
965970,1.0
966000,1.0
966030,1.0
966060,1.0
966090,1.0
966120,1.0
966150,1.0
966180,1.0
966210,1.0
966240,1.0
966270,1.0
966300,1.0
966330,1.0
966360,1.0
966390,1.0
966420,1.0
966450,1.0
966480,1.0
966510,1.0
966540,1.0
966570,1.0
966600,1.0
966630,1.0
966660,1.0
966690,1.0
966720,1.0
966750,1.0
966780,1.0
966810,1.0
966840,1.0
966870,1.0
966900,1.0
966930,1.0
966960,1.0
966990,1.0
967020,1.0
967050,1.0
967080,1.0
967110,1.0
967140,1.0
967170,1.0
967200,1.0
967230,1.0
967260,1.0
967290,1.0
967320,1.0
967350,1.0
967380,1.0
967410,1.0
967440,1.0
967470,1.0
967500,1.0
967530,1.0
967560,1.0
967590,1.0
967620,1.0
967650,1.0
967680,1.0
967710,1.0
967740,1.0
967770,1.0
967800,1.0
967830,1.0
967860,1.0
967890,1.0
967920,1.0
967950,1.0
967980,1.0
968010,1.0
968040,1.0
968070,1.0
968100,1.0
968130,1.0
968160,1.0
968190,1.0
968220,1.0
968250,1.0
968280,1.0
968310,1.0
968340,1.0
968370,1.0
968400,1.0
968430,1.0
968460,1.0
968490,1.0
968520,1.0
968550,1.0
968580,1.0
968610,1.0
968640,1.0
968670,1.0
968700,1.0
968730,1.0
968760,1.0
968790,1.0
968820,1.0
968850,1.0
968880,1.0
968910,1.0
968940,1.0
968970,1.0
969000,1.0
969030,1.0
969060,1.0
969090,1.0
969120,1.0
969150,1.0
969180,1.0
969210,1.0
969240,1.0
969270,1.0
969300,1.0
969330,1.0
969360,1.0
969390,1.0
969420,1.0
969450,1.0
969480,1.0
969510,1.0
969540,1.0
969570,1.0
969600,1.0
969630,1.0
969660,1.0
969690,1.0
969720,1.0
969750,1.0
969780,1.0
969810,1.0
969840,1.0
969870,1.0
969900,1.0
969930,1.0
969960,1.0
969990,1.0
970020,1.0
970050,1.0
970080,1.0
970110,1.0
970140,1.0
970170,1.0
970200,1.0
970230,1.0
970260,1.0
970290,1.0
970320,1.0
970350,1.0
970380,1.0
970410,1.0
970440,1.0
970470,1.0
970500,1.0
970530,1.0
970560,1.0
970590,1.0
970620,1.0
970650,1.0
970680,1.0
970710,0.598026744533792
970740,0.5889353729641104
970770,0.5839763914398345
970800,0.5809387323246772
970830,0.5785392308999473
970860,0.5746605611989964
970890,0.5710733038392618
970920,0.5683646528468926
970950,0.5660158235176486
970980,0.563781259535505
971010,0.5615744799860387
971040,0.5593680786081447
971070,0.5571534225616329
971100,0.5549280710494721
971130,0.5526916339586587
971160,0.5504817977927157
971190,0.5503064522756604
971220,0.5492625864848494
971250,0.5474644566167965
971280,0.545355755936316
971310,0.543135548855507
971340,0.5408762066490261
971370,0.5386033478575727
971400,0.5363267727505981
971430,0.5340514592164893
971460,0.5317812725859425
971490,0.53
971520,0.53
971550,0.53
971580,0.53
971610,0.53
971640,0.534102870080225
971670,0.537343790248998
971700,0.5374484610731238
971730,0.536356168516268
971760,0.5348871085751257
971790,0.5339923384733143
971820,0.533773744216695
971850,0.5336982266849611
971880,0.5336718402020586
971910,0.5336626585836226
971940,0.5336593995173817
971970,0.5336582464131574
972000,0.5336578091003175
972030,0.5336576219667991
972060,0.5336575240246073
972090,0.5336574566684749
972120,0.5336574004312845
972150,0.5336573486040227
972180,0.5336572984352196
972210,0.5336572493194549
972240,0.5336572007475955
972270,0.533657152770576
972300,0.5336571054105992
972330,0.5336570584711918
972360,0.5336570120446011
972390,0.533656966132424
972420,0.5336569207027804
972450,0.5336568757706973
972480,0.5336568313364636
972510,0.53365678740004
972540,0.5336567439612738
972570,0.5336567010199487
972600,0.5336566585757838
972630,0.5336566166284471
972660,0.5336565751775183
972690,0.5336565342225532
972720,0.5336564937630294
972750,0.5336564537983818
972780,0.5336564143279733
972810,0.5336563753511119
972840,0.5336563368670565
972870,0.5336562988750024
972900,0.5336562613740776
972930,0.5336562243633575
972960,0.5336561878418679
972990,0.5336561518085737
973020,0.5336561162623679
973050,0.533656081202096
973080,0.5336560466265452
973110,0.5336560125344361
973140,0.533655978924428
973170,0.5336559457951395
973200,0.5336559131451178
973230,0.5336558809728482
973260,0.5271420750344956
973290,0.5209199050281355
973320,0.5156980387739856
973350,0.5113402072524417
973380,0.5076740215365959
973410,0.5045560820402305
973440,0.5018830388808155
973470,0.4995838261768206
973500,0.4976089750704804
973530,0.4959200445779629
973560,0.49448579642942014
973590,0.49327851483260243
973620,0.49227188564641045
973650,0.4914427242792504
973680,0.490767533508774
973710,0.49022698179876656
973740,0.4898033227368972
973770,0.48947838744109484
973800,0.4892384223018412
973830,0.4890696502028473
973860,0.48895835309579094
973890,0.4888960372477946
973920,0.4888726982241596
973950,0.4888813008608953
973980,0.4889146351182124
974010,0.4889667233256605
974040,0.48903299030676295
974070,0.48910915919714915
974100,0.4891919386955329
974130,0.48927849527291833
974160,0.4893666499715903
974190,0.48945460323573575
974220,0.48954104943839527
974250,0.4896249457533005
974280,0.48970562814559593
974310,0.4897826029389347
974340,0.4898556498167749
974370,0.48992465262679674
974400,0.48998968623007344
974430,0.49005087542259207
974460,0.4901084759077746
974490,0.4901627512014288
974520,0.4902140510233922
974550,0.4902627043165635
974580,0.4903090914861894
974610,0.4903535559504384
974640,0.49039646583213703
974670,0.49043814479649095
974700,0.4904789221893684
974730,0.49051908067691363
974760,0.49055889659770735
974790,0.4905986005178029
974820,0.4906384102982172
974850,0.49067850109617606
974880,0.49071903282951246
974910,0.49076012655118073
974940,0.4908018884802956
974970,0.4908443906364064
975000,0.4908876924019676
975030,0.4909318244360231
975060,0.4909768074282461
975090,0.4910226381673969
975120,0.4910693076234455
975150,0.4911167866857298
975180,0.4911650444921486
975210,0.4912140337387224
975240,0.4912637088458405
975270,0.491314011272438
975300,0.4913648868425057
975330,0.49141627178122027
975360,0.4914681083879988
975390,0.4915203325371572
975420,0.49157288708630076
975450,0.49162571127518273
975480,0.4916787516700226
975510,0.49173195351361276
975540,0.4917852693353789
975570,0.49183865206394406
975600,0.4918920616213316
975630,0.4919454608865126
975660,0.49199882967831565
975690,0.4920521648233436
975720,0.492105465785204
975750,0.4921587267237584
975780,0.49221194258129863
975810,0.4922651055417896
975840,0.4923182095041061
975870,0.4923712484013516
975900,0.49242421843326634
975930,0.4924771170116229
975960,0.49252994340291345
975990,0.4925826985609919
976020,0.4926353845301057
976050,0.49268800528207923
976080,0.4927405650689456
976110,0.49279307024994934
976140,0.4928455266678937
976170,0.49289794245760943
976200,0.49295032444436093
976230,0.4930026819741027
976260,0.4930550222744652
976290,0.49310735540032435
976320,0.49315968844455205
976350,0.49321203174377004
976380,0.49326439177335246
976410,0.4933167788085404
976440,0.4933691982855798
976470,0.4934216601606747
976500,0.49347416849408854
976530,0.4935267328046784
976560,0.49357935524583085
976590,0.49363204490246926
976620,0.49368480216430566
976650,0.49373763525452075
976680,0.4937905427022017
976710,0.49384353198130027
976740,0.49389659957086796
976770,0.4939497523525329
976800,0.49400298463730175
976830,0.4940563028766146
976860,0.4941096991638073
976890,0.4941631796820154
976920,0.4942167343207169
976950,0.4942703691644923
976980,0.4943240720278953
977010,0.4943778491726688
977040,0.4944316865843771
977070,0.49448559082251176
977100,0.49453954593680505
977130,0.49459355843105535
977160,0.4946476099931456
977190,0.4947017065500696
977220,0.4947558270569342
977250,0.49480997655042847
977280,0.494864131567353
977310,0.49491829766372053
977340,0.4949724501751467
977370,0.49502659615890454
977400,0.4950807119123134
977430,0.4951348061422044
977460,0.4951888554240126
977490,0.4952428693102945
977520,0.49529682371322925
977550,0.49535072860220664
977580,0.4954045589368794
977610,0.49545832501796405
977640,0.49551200084719527
977670,0.49556559708398584
977700,0.4956190868771664
977730,0.49567248129894514
977760,0.49572575279235565
977790,0.49577891289903897
977820,0.49583193351153243
977850,0.4958848266905941
977880,0.49593756392418253
977910,0.4959901578297522
977940,0.49604257961869513
977970,0.49609484248791513
978000,0.49614691748283146
978030,0.4961988183532827
978060,0.49625051601379133
978090,0.49630202505406606
978120,0.4963533162101249
978150,0.49640440440997413
978180,0.4964552607404068
978210,0.4965059004181448
978240,0.4965562947541181
978270,0.49660645934435
978300,0.496656365633925
978330,0.4967060296261565
978360,0.4967554228541857
978390,0.4968045617168515
978420,0.49685341781278847
978450,0.4969020078982238
978480,0.496950303631136
978510,0.49699832207076045
978540,0.49704603493895727
978570,0.49709345953593176
978600,0.49714056765857917
978630,0.4971873767840903
978660,0.49723385880010806
978690,0.49728003129807485
978720,0.49732586627590847
978750,0.49737138137943293
978780,0.49741654875885
978810,0.4974613860541711
978840,0.49750586547170983
978870,0.4975500046013871
978900,0.49759377571037233
978930,0.49763719583177735
978960,0.4976802371780983
978990,0.497722916453194
979020,0.49776520640396016
979050,0.4978071242545723
979080,0.4978486442094162
979110,0.497889784792636
979140,0.49793052221900325
979170,0.49797087647247607
979200,0.49801082558851484
979230,0.4980503191731661
979260,0.498088650992608
979290,0.49812408455167634
979320,0.4981546840735842
979350,0.498179019514957
979380,0.4981960299963082
979410,0.4982049170284878
979440,0.4982052699638847
979470,0.49819682761188977
979500,0.4981794774031758
979530,0.49815323416892854
979560,0.49811820061303325
979590,0.49807453977495175
979620,0.49802245866156625
979650,0.49796219790760987
979680,0.4978940238637468
979710,0.49781822160531186
979740,0.4977350885036661
979770,0.4976449284237825
979800,0.4975480466698723
979830,0.49744474572928543
979860,0.49733532179421003
979890,0.4972200619993309
979920,0.4970992422849285
979950,0.49697312578451935
979980,0.4968419616572578
980010,0.4967059843205146
980040,0.4965654130544044
980070,0.49642045194348006
980100,0.4962712901012061
980130,0.49611810212005125
980160,0.4959610486907229
980190,0.4958002773507131
980220,0.49563592333664575
980250,0.4954681105293849
980280,0.4952969524669313
980310,0.4951225533824125
980340,0.4949450092312636
980370,0.494764408704069
980400,0.4945808342702104
980430,0.4943943633039277
980460,0.49420506919167273
980490,0.4940130219574994
980520,0.49381828779988013
980550,0.49362092724899287
980580,0.49342099233136194
980610,0.49321852391838306
980640,0.49301355151943427
980670,0.4928060980558473
980700,0.49259618783704506
980730,0.49238387969617714
980760,0.4921692926053971
980790,0.4919525757332496
980820,0.49173389357550934
980850,0.4915134150209254
980880,0.49129124440160465
980910,0.49106747260474737
980940,0.4908421752848823
980970,0.4906154166596568
981000,0.4903872557367327
981030,0.4901577467961489
981060,0.48992695429504707
981090,0.4896949586268916
981120,0.4894618497534714
981150,0.4892277267364984
981180,0.48899269644474175
981210,0.48875687259978906
981240,0.4885203746715737
981270,0.4882833267735843
981300,0.4880458568615711
981330,0.4878080964766909
981360,0.4875701807453191
981390,0.48733224828938526
981420,0.48709444097572685
981450,0.4868569034128003
981480,0.4866197832677306
981510,0.4863832305739527
981540,0.4861473974346687
981570,0.48591243793656524
981600,0.4856785081119077
981630,0.48544576587666044
981660,0.48521437093895015
981690,0.48498448469931144
981720,0.4847562739044504
981750,0.4845299169912761
981780,0.48430560510739196
981810,0.48408353529644144
981840,0.48386390234767407
981870,0.48364689578655373
981900,0.4834327012226436
981930,0.4832215152638142
981960,0.4830137655868012
981990,0.4828110030806678
982020,0.48261668253370227
982050,0.4824349558820006
982080,0.48226873011268634
982110,0.48211860539711127
982140,0.48198298533923034
982170,0.4818590522464872
982200,0.4817435933437437
982230,0.4816336904115138
982260,0.48152705345217317
982290,0.48142212841151255
982320,0.4813180469172229
982350,0.4812144820750056
982380,0.481111468754267
982410,0.4810092986034564
982440,0.4809084364627204
982470,0.4808094261204001
982500,0.48071287012848984
982530,0.48061938973187546
982560,0.48052966706097733
982590,0.48044455900076843
982620,0.4803650656272088
982650,0.4802921342038544
982680,0.48022646180654827
982710,0.4801684336414339
982740,0.4801181752086131
982770,0.4800756415368366
982800,0.4800407494839035
982830,0.48001338920120584
982860,0.47999306383781193
982890,0.4799788105535029
982920,0.4799697244820189
982950,0.47996502357675486
982980,0.47996400381402615
983010,0.479966081036736
983040,0.4799707555085594
983070,0.47997757317594525
983100,0.47998617227292184
983130,0.47999623634297894
983160,0.4800074856117368
983190,0.4800196854761356
983220,0.4800326279760334
983250,0.48004614788323696
983280,0.48006009790320237
983310,0.48007435075947946
983340,0.48008879275979954
983370,0.48010332133559397
983400,0.480117843645403
983430,0.4801322751382725
983460,0.4801465397068837
983490,0.4801605703957149
983520,0.4801743098108675
983550,0.48018770991889637
983580,0.48020073135365815
983610,0.4802133425152597
983640,0.4802255186915413
983670,0.4802372413007635
983700,0.4802484972553217
983730,0.4802592784088291
983760,0.4802695810502603
983790,0.4802794054228645
983820,0.48028875525977177
983850,0.48029763733837216
983880,0.48030606106015494
983910,0.4803140380808987
983940,0.48032158206878983
983970,0.48032870870575606
984000,0.48033543592823014
984030,0.48034178414086603
984060,0.4803477759685809
984090,0.48035343530745056
984120,0.48035878590411407
984150,0.4803638500475116
984180,0.480368647903636
984210,0.48037319763848374
984240,0.48037751607510903
984270,0.48038161946931357
984300,0.48038552408515134
984330,0.4803892464607977
984360,0.4803928034243593
984390,0.4803962119826245
984420,0.4803994891842889
984450,0.480402652006204
984480,0.48040571726796655
984510,0.4804087015610937
984540,0.4804116211784206
984570,0.4804144920362322
984600,0.48041732958789785
984630,0.4804201467319781
984660,0.48042294967210764
984690,0.4804257363861002
984720,0.4804373772611039
984750,0.48050174739510276
984780,0.48056994629562577
984810,0.48061771837595113
984840,0.48064707533655926
984870,0.4806650540700942
984900,0.48067688130978203
984930,0.4806861758152431
984960,0.4806946294594975
984990,0.480702632203196
985020,0.48071024847250454
985050,0.4807173804781282
985080,0.48072391575113116
985110,0.48072984630482685
985140,0.48073520418339943
985170,0.48074006046210027
985200,0.48074447221923844
985230,0.4807485022147351
985260,0.4807522030341903
985290,0.48075561596762006
985320,0.4807587739329511
985350,0.48076170435613763
985380,0.4807644309772112
985410,0.48076697480387187
985440,0.4807693545502325
985470,0.48077158686701393
985500,0.4807736865083
985530,0.480775666502829
985560,0.48077753833698045
985590,0.4807793121410846
985620,0.4807809968669049
985650,0.4807826004481923
985680,0.4807841299421821
985710,0.48078559234214924
985740,0.4807869926567332
985770,0.4807883357914692
985800,0.4807896263359531
985830,0.4807908685189909
985860,0.48079206622491544
985890,0.4807932230285943
985920,0.48079434223155015
985950,0.48079542689293964
985980,0.48079647985605123
986010,0.4807975037724317
986040,0.4807985011236656
986070,0.4807994742390148
986100,0.48080042530737666
986130,0.48080135638331833
986160,0.4808022693880647
986190,0.48080316610683693
986220,0.48080404818375655
986250,0.48080491711517825
986280,0.48080577424190063
986310,0.48080662074064473
986340,0.4808074576140088
986370,0.4808082856801904
986400,0.4808091055617375
986430,0.4808099103860828
986460,0.48081067751534934
986490,0.4808113729684279
986520,0.48081196224365685
986550,0.4808124177052461
986580,0.4808127199971207
986610,0.48081285610074564
986640,0.4808128167602691
986670,0.4808125945731412
986700,0.4808121830026899
986730,0.4808115760956465
986760,0.48081076857603133
986790,0.4808097560537541
986820,0.48080853519289024
986850,0.4808071037840881
986880,0.48080546072326125
986910,0.48080360592550375
986940,0.4808015402071375
986970,0.4807992651612445
987000,0.4807967830416219
987030,0.4807940966611737
987060,0.480791209305076
987090,0.48078812465654297
987120,0.48078484673243704
987150,0.48078137982657465
987180,0.4807777284593018
987210,0.4807738973326503
987240,0.4807698912907611
987270,0.4807657152853865
987300,0.4807613743463248
987330,0.48075687355655117
987360,0.4807522180317144
987390,0.4807474129036333
987420,0.48074246330741954
987450,0.48073737437178177
987480,0.48073215121215596
987510,0.48072679892627257
987540,0.480721322591808
987570,0.4807157272658087
987600,0.4807100179855862
987630,0.48070419977080936
987660,0.4806982776265478
987690,0.48069225654708236
987720,0.48068614152030464
987750,0.48067993753269767
987780,0.4806736495752977
987810,0.4806672826496001
987840,0.4806608417696697
987870,0.48065433195798546
987900,0.48064775823753303
987930,0.48064112562597483
987960,0.480634439136453
987990,0.48062770378546704
988020,0.48062092460492445
988050,0.48061410665420246
988080,0.48060725502852564
988110,0.4806003748601583
988140,0.4805934713355442
988170,0.4805865538366001
988200,0.48057963941088033
988230,0.48057274963134144
988260,0.4805659047639882
988290,0.4805591201459649
988320,0.4805524057172188
988350,0.48054576723112563
988380,0.480539207751412
988410,0.4805327287936595
988440,0.4805263309914696
988470,0.4805200143960324
988500,0.4805137785723895
988530,0.4805076226269893
988560,0.4805015452450223
988590,0.48049554476532996
988620,0.48048961928901734
988650,0.48048376680507954
988680,0.4804779853161456
988710,0.48047227295280726
988740,0.48046662807098894
988770,0.4804610493312327
988800,0.4804555357610927
988830,0.48045008680258317
988860,0.4804447023464954
988890,0.48043938275502707
988920,0.4804341288737416
988950,0.480428942033709
988980,0.48042382404455486
989010,0.48041877717922343
989040,0.48041380415127033
989070,0.48040890808558856
989100,0.4804040924834977
989130,0.48039936118315263
989160,0.48039471831618363
989190,0.4803901682615084
989220,0.48038571559719223
989250,0.48038136505119045
989280,0.4803771214518048
989310,0.48037298967857844
989340,0.48036897461436046
989370,0.48036508109920184
989400,0.4803613138866333
989430,0.4803576776028946
989460,0.48035417670958847
989490,0.4803508154701198
989520,0.480347597920296
989550,0.48034452784332415
989580,0.4803416087493876
989610,0.4803388438599483
989640,0.4803362360967842
989670,0.4803337880757771
989700,0.48033150210531705
989730,0.4803293801891957
989760,0.4803274240337443
989790,0.48032563505894654
989820,0.4803240144131682
989850,0.48032256299114184
989880,0.48032128145472575
989910,0.48032017025683393
989940,0.4803192296647263
989970,0.480318459786395
990000,0.4803178605980456
990030,0.48031742775000763
990060,0.48031714775028034
990090,0.4803170002894651
990120,0.480316964006995
990150,0.48031702017643885
990180,0.4803171530854816
990210,0.48031734878143884
990240,0.4803175937808273
990270,0.48031787440373497
990300,0.4803181767373842
990330,0.48031848697420665
990360,0.48031879185371373
990390,0.4803190790271281
990420,0.48031933727140064
990450,0.4803195565591225
990480,0.4803197280269246
990510,0.4803198438858691
990540,0.4803198973053109
990570,0.48031988229293465
990600,0.48031979358932875
990630,0.48031962659003125
990660,0.48031937729891705
990690,0.48031904230749956
990720,0.4803186187892431
990750,0.4803181044979422
990780,0.48031749776305976
990810,0.48031679747968004
990840,0.48031600309432554
990870,0.4803151145895258
990900,0.48031413246979315
990930,0.48031305775067146
990960,0.4803118919512215
990990,0.48031063708934874
991020,0.48030929567881464
991050,0.4803078707265742
991080,0.48030636572916396
991110,0.4803047846669427
991140,0.4803031319952106
991170,0.48030141263135684
991200,0.48029963193727476
991230,0.4802977956964183
991260,0.480295910084949
991290,0.48029398163654313
991320,0.4802920172005314
991350,0.4802900238931771
991380,0.48028800904200897
991410,0.4802859801233069
991440,0.48028394469295366
991470,0.4802819103110303
991500,0.4802798844607121
991530,0.4802778744621695
991560,0.48027588738233107
991590,0.4802739299415527
991620,0.48027200841838436
991650,0.48027012855379647
991680,0.4802682954563551
991710,0.4802665134622638
991740,0.4802647835288071
991770,0.4802631016944029
991800,0.4802614611914304
991830,0.480259855691509
991860,0.48025828110520075
991890,0.48025673564254023
991920,0.4802552190314924
991950,0.48025373166436025
991980,0.48025227400826964
992010,0.4802508463246653
992040,0.48024944861634844
992070,0.4802480806941415
992100,0.4802467422769987
992130,0.48024543307639334
992160,0.48024415284802
992190,0.480242901413627
992220,0.4802416786635516
992250,0.480240484550439
992280,0.4802393190812805
992310,0.480238182311166
992340,0.480237074339501
992370,0.4802359953081161
992400,0.4802349454003375
992430,0.4802339248402655
992460,0.48023293389183064
992490,0.48023197285749375
992520,0.48023104207662803
992550,0.4802301419236862
992580,0.48022927280629213
992610,0.4802284351633177
992640,0.48022762946302244
992670,0.4802268562012636
992700,0.48022611589982656
992730,0.4802254091048572
992760,0.4802247363854124
992790,0.4802240983321433
992820,0.4802234955561163
992850,0.48022292868784244
992880,0.48022239837674785
992910,0.48022190529071973
992940,0.48022145011532347
992970,0.4802210335528333
993000,0.48022065632132915
993030,0.4802203191541117
993060,0.48022002279945497
993090,0.48021976802066557
993120,0.48021955559637575
993150,0.4802193863209612
993180,0.4802192610050693
993210,0.4802191804761802
993240,0.4802191455791843
993270,0.48021915717697605
993300,0.4802192161509935
993330,0.4802193234017357
993360,0.48021947984921076
993390,0.4802196864332825
993420,0.480219944113924
993450,0.4802202538713273
993480,0.4802206167060087
993510,0.4802210336389259
993540,0.48022150571400246
993570,0.48022203399995933
993600,0.4802226195895224
993630,0.480223826274621
993660,0.4802307121278496
993690,0.48024485894378366
993720,0.48026216251479437
993750,0.48027894146257044
993780,0.4802933929401344
993810,0.4803050725588537
993840,0.48031432817979847
993870,0.4803217465473666
993900,0.4803278262107067
993930,0.4803328972492945
