time,hvac_reaZonNor_CO2Zon_y
953310,615.7715292350431
953340,615.7784053097761
953370,615.7853979245081
953400,615.7925012838281
953430,615.7997096543057
953460,615.8070173619783
953490,615.8144187898957
953520,615.8219083757264
953550,615.8294806094049
953580,615.8371300308477
953610,615.844851227706
953640,615.8526388331553
953670,615.860487523808
953700,615.8683920175927
953730,615.876347071717
953760,615.8843474806815
953790,615.8923880743444
953820,615.9004637160284
953850,615.9085693006741
953880,615.916699753041
953910,615.9248500259586
953940,615.9330150986141
953970,615.9411899748887
954000,615.9493696817353
954030,615.9575495578982
954060,615.9657253466745
954090,615.9738929421535
954120,615.9820485352874
954150,615.9901878289484
954180,615.9983069845619
954210,616.0064023027658
954240,616.0144701244783
954270,616.0225068659813
954300,616.0305090403198
954330,616.0384732602623
954360,616.0463962383989
954390,616.0542747866239
954420,616.0621058146882
954450,616.0698863280611
954480,616.0776134254099
954510,616.0852842958612
954540,616.0928962160963
954570,616.1004465473816
954600,616.1079327325864
954630,616.1153522932193
954660,616.1227028265124
954690,616.129982002602
954720,616.1371875617488
954750,616.1443173117168
954780,616.1513691251998
954810,616.1583409373795
954840,616.165230743415
954870,616.1720365965599
954900,616.1787566060597
954930,616.1853889348619
954960,616.191931797722
954990,616.1983834594323
955020,616.2047422330836
955050,616.2110064784267
955080,616.2171746003008
955110,616.2232450471594
955140,616.2292163096428
955170,616.2350869192542
955200,616.2408554470832
955230,616.2465205025809
955260,616.2520807324448
955290,616.2575348194786
955320,616.2628814815973
955350,616.2681194708015
955380,616.2732475722611
955410,616.2782646034022
955440,616.2831694081158
955470,616.2879608827467
955500,616.292637916238
955530,616.2971994549998
955560,616.3016444666086
955590,616.3059719448892
955620,616.3101809110185
955650,616.3142704127448
955680,616.318239523658
955710,616.322087342613
955740,616.325812993147
955770,616.3294156230073
955800,616.3328944036015
955830,616.3362485295498
955860,616.3394772182085
955890,616.3425797092139
955920,616.3455552641016
955950,616.3484031658354
955980,616.3511227184522
956010,616.3537132466909
956040,616.3561740955835
956070,616.3585046301448
956100,616.360704235008
956130,616.3627723141111
956160,616.3647082903722
956190,616.3665116053879
956220,616.3681817191415
956250,616.3697181097081
956280,616.3711202729897
956310,616.3723877224536
956340,616.3735199888492
956370,616.3745166199946
956400,616.3753771805066
956430,616.3761012515882
956460,616.3766884307827
956490,616.3771383317667
956520,616.3774505841394
956550,616.3776248332146
956580,616.3776607398098
956610,616.377557980066
956640,616.377316245257
956670,616.3769352415908
956700,616.3764146900637
956730,616.3757543262585
956760,616.3749539001764
956790,616.3740131761004
956820,616.3729319324162
956850,616.3717099614514
956880,616.3703470693494
956910,616.3688430758933
956940,616.3671978143867
956970,616.3654111315169
957000,616.3634828871884
957030,616.3614129544216
957060,616.3592012192184
957090,616.3568475804228
957120,616.3543519496174
957150,616.3517142509928
957180,616.3489344212238
957210,616.3460124093749
957240,616.3429481695106
957270,616.3397417006421
957300,616.3363929576964
957330,616.3329019501514
957360,616.3292686888627
957390,616.3254931941242
957420,616.3215754983305
957450,616.3175156456687
957480,616.3133136918076
957510,616.3089697038521
957540,616.3044837603114
957570,616.2998559509772
957600,616.295086376797
957630,616.2901771943757
957660,616.2851328923824
957690,616.2799585992337
957720,616.274659326817
957750,616.2692397175842
957780,616.263703966147
957810,616.2580558031891
957840,616.2522985049985
957870,616.2464349153012
957900,616.2404674737475
957930,616.2343982482514
957960,616.2282289695767
957990,616.2219607675313
958020,616.2155953044442
958050,616.2091332168122
958080,616.2025754116631
958110,616.1959224732898
958140,616.1891748825398
958170,616.1823330025131
958200,616.1753971399692
958230,616.1683675697984
958260,616.1612445698876
958290,616.1540284483435
958320,616.146719572556
958350,616.1393183957084
958380,616.131825483294
958410,616.1242415382379
958440,616.1165674256094
958470,616.1088041962793
958500,616.10095311019
958530,616.0930156586293
958560,616.0849935862125
958590,616.0768889119503
958620,616.068703949992
958650,616.0604413295429
958680,616.052104014489
958710,616.0436953220852
958740,616.0352189415096
958770,616.0266789512009
958800,616.0180798363596
958830,616.0094265046107
958860,616.0007243027048
958890,615.9919790295992
958920,615.9831969534307
958950,615.9743848193131
958980,615.9655498712523
959010,615.9566998440586
959040,615.9478430119796
959070,615.9389881150981
959100,615.9301480504799
959130,615.9213297266432
959160,615.9125433471429
959190,615.9038003600656
959220,615.8951205178165
959250,615.8865080322871
959280,615.8779680980741
959310,615.8695221576323
959340,615.8611789588346
959370,615.8529565257231
959400,615.8448708337841
959430,615.8369362106712
959460,615.8291680672786
959490,615.8215824917227
959520,615.8141955588902
959550,615.8070228552233
959580,615.8000791148928
959610,615.7933779446491
959640,615.7869316370974
959670,615.7807510259653
959700,615.7748454249062
959730,615.7692226186626
959760,615.7638888707721
959790,615.7588489949376
959820,615.7541064355431
959850,615.7496632948579
959880,615.7455204245316
959910,615.7416775212059
959940,615.7381331618624
959970,615.7348849014094
960000,615.7319293478907
960030,615.729262257056
960060,615.7268785458422
960090,615.7247723923188
960120,615.7229372954328
960150,615.7213661318458
960180,615.720051209317
960210,615.7189843165373
960240,615.7181567694898
960270,615.7175594544285
960300,615.7171828676386
960330,615.7170171520717
960360,615.7170520730035
960390,615.7172771845427
960420,615.7176817663855
960450,615.7182548587515
960480,615.718985288185
960510,615.7198616887117
960540,615.720872519943
960570,615.722006065188
960600,615.7232504876741
960630,615.7245938122553
960660,615.7260239384822
960690,615.7275286500231
960720,615.729095622119
960750,615.7307124277655
960780,615.7323665430756
960810,615.7340453521057
960840,615.7357361514305
960870,615.7374261547367
960900,615.7391024976696
960930,615.7407522431869
960960,615.7423623875826
960990,615.7439198673961
961020,615.7454115673185
961050,615.7468243292044
961080,615.7481449622506
961110,615.7493602543377
961140,615.7504569845134
961170,615.7514219365218
961200,615.7522419132677
961230,615.7529045015095
961260,615.7533983429485
961290,615.753712686391
961320,615.7538375773935
961350,615.7537638523505
961380,615.7534833483218
961410,615.7529886561875
961440,615.7522732498021
961470,615.7513314687184
961500,615.7501585015674
961530,615.7487503669231
961560,615.7471038913981
961590,615.7452166855707
961620,615.7430871184688
961650,615.7407142913124
961680,615.738098001148
961710,615.7352387175843
961740,615.7321375615952
961770,615.7287962837833
961800,615.7252172427928
961830,615.7214033648554
961860,615.7173581501756
961890,615.7130856584055
961920,615.7085904871581
961950,615.7038777561555
961980,615.6989531092189
962010,615.6938226673334
962040,615.6884930438489
962070,615.6829713333847
962100,615.6772651033288
962130,615.6713823864446
962160,615.6653316738971
962190,615.6591219082206
962220,615.652762475874
962250,615.6462631990479
962280,615.6396342813609
962310,615.632886378416
962340,615.6260305398011
962370,615.6190781832441
962400,615.61204110424
962430,615.6049314366603
962460,615.5977616468028
962490,615.5905444937719
962520,615.5832930238266
962550,615.5760205218221
962580,615.5687405059304
962610,615.5614666772819
962640,615.5542129505732
962670,615.5469934233644
962700,615.5398223718074
962730,615.5327141922753
962760,615.5256833804095
962790,615.5187444720113
962820,615.511912012568
962850,615.5052005062779
962880,615.498624362899
962910,615.4921978675418
962940,615.4859351252102
962970,615.4798490135149
963000,615.4739502379897
963030,615.4682465429877
963060,615.4627425341481
963090,615.4574401402162
963120,615.4523389950594
963150,615.4474367903124
963180,615.4427295789145
963210,615.4382121045587
963240,615.4338780444912
963270,615.4297202172829
963300,615.4257308315623
963330,615.4219016370454
963360,615.4182240559051
963390,615.4146893573579
963420,615.4112887455954
963450,615.4080134542002
963480,615.4048548261243
963510,615.4018043805997
963540,615.3988538683499
963570,615.3959953164801
963600,615.3932210642388
963630,615.3905237907867
963660,615.3878965359471
963690,615.3853327148198
963720,615.3828261270662
963750,615.380370961547
963780,615.3779617969323
963810,615.3755935988578
963840,615.3732617140654
963870,615.3709618619977
963900,615.368690124196
963930,615.3664429318742
963960,615.3642170519046
963990,615.3620095715319
964020,615.3598178820101
964050,615.3576396614108
964080,615.3554728567293
964110,615.3533156654935
964140,615.3511665170113
964170,615.3490240533644
964200,615.3468871102864
964230,615.3447546980385
964260,615.3426259823182
964290,615.3405002653574
964320,615.3383769672287
964350,615.3362556074547
964380,615.3341357869688
964410,615.3320171704781
964440,615.3298994693058
964470,615.3277822738938
964500,615.3256654268662
964530,615.3235487098858
964560,615.3214318683339
964590,615.3193146101621
964620,615.3171965966816
964650,615.3150774311645
964680,615.312956647232
964710,615.3108336910335
964740,615.3087079059038
964770,615.3065785461692
964800,615.3044447604968
964830,615.3023033784665
964860,615.3001482211771
964890,615.2979721956292
964920,615.2957683366662
964950,615.2935291824342
964980,615.2912480248121
965010,615.2889183512698
965040,615.2865338983823
965070,615.2840886643074
965100,615.2815769066132
965130,615.2789931347376
965160,615.276332100454
965190,615.2735887877149
965220,615.2707584024748
965250,615.2678363627659
965280,615.2648182892224
965310,615.2616999961085
965340,615.2584774828947
965370,615.2551469264348
965400,615.251704673687
965430,615.2481472350129
965460,615.2444712779999
965490,615.2406736217946
965520,615.2367512319172
965550,615.2327012155212
965580,615.2285208170672
965610,615.2242074143886
965640,615.2197585151129
965670,615.2151717534102
965700,615.2104448870389
965730,615.2055757946808
965760,615.2005624735222
965790,615.195403037069
965820,615.1900957131845
965850,615.1846388423091
965880,615.1790308758666
965910,615.1732703748272
965940,615.1673560084216
965970,615.1612865529916
966000,615.1550608909561
966030,615.1486780098909
966060,615.1421370017113
966090,615.1354370619474
966120,615.1285774890897
966150,615.1215576840228
966180,615.1143771495185
966210,615.107035489792
966240,615.0995324101048
966270,615.0918677164249
966300,615.084041315126
966330,615.0760532127227
966360,615.0679035156415
966390,615.0595924300211
966420,615.051120261536
966450,615.042487415249
966480,615.0336943954729
966510,615.0247418056546
966540,615.0156303482806
966570,615.0063608247743
966600,614.9969341354209
966630,614.987351281922
966660,614.9776133604549
966690,614.967721566926
966720,614.9576771961888
966750,614.947481641742
966780,614.9371363955892
966810,614.9266430481425
966840,614.9160032881578
966870,614.9052189026525
966900,614.8942917768286
966930,614.8832238939988
966960,614.8720173354958
966990,614.8606742805855
967020,614.8491970063601
967050,614.8375878876307
967080,614.8258493968099
967110,614.813984103798
967140,614.801994675837
967170,614.789883877367
967200,614.7776545698762
967230,614.7653097117394
967260,614.752852358034
967290,614.7402856603603
967320,614.7276128666473
967350,614.7148373209378
967380,614.7019624631738
967410,614.688991828962
967440,614.6759290493297
967470,614.6627778504687
967500,614.6495420534685
967530,614.6362255740362
967560,614.6228324221988
967590,614.6093667020001
967620,614.5958326111801
967650,614.5822344408444
967680,614.5685765751106
967710,614.5548634907636
967740,614.5410997568641
967770,614.5272900343767
967800,614.5134390757562
967830,614.4995517245488
967860,614.485632914948
967890,614.4716876713567
967920,614.4577211079318
967950,614.4437384281105
967980,614.4297449241163
968010,614.4157459764671
968040,614.4017470533333
968070,614.3877537064079
968100,614.373771571821
968130,614.359806370949
968160,614.3458639105824
968190,614.3319500826515
968220,614.3180708637312
968250,614.3042323144383
968280,614.2904405787756
968310,614.2767018834447
968340,614.2630225371465
968370,614.2494089207307
968400,614.2358675011162
968430,614.2224044355314
968460,614.2090254278567
968490,614.1957360564818
968520,614.1825418509343
968550,614.1694483067503
968580,614.1564608821496
968610,614.1435849905121
968640,614.1308259934855
968670,614.1181891959772
968700,614.1056798429908
968730,614.0933031179374
968760,614.0810641420558
968790,614.0689679745955
968820,614.0570196135392
968850,614.0452239966658
968880,614.0335860028331
968910,614.0221104533758
968940,614.0108021135488
968970,613.9996656939873
969000,613.9887058521354
969030,613.9779271936208
969060,613.9673342735895
969090,613.9569315979705
969120,613.9467236246716
969150,613.9367147647197
969180,613.9269093833276
969210,613.9173118009132
969240,613.9079262940533
969270,613.8987570963958
969300,613.8898083995304
969330,613.8810843537988
969360,613.872579665086
969390,613.8642831523806
969420,613.8561812942431
969450,613.8482601658981
969480,613.840506294651
969510,613.8329069735117
969540,613.825450337345
969570,613.8181253449256
969600,613.8109217284205
969630,613.8038299349344
969660,613.7968410692653
969690,613.7899468407967
969720,613.7831395151636
969750,613.7764118705012
969780,613.7697571578161
969810,613.7631690650225
969840,613.7566416842162
969870,613.7501694818051
969900,613.7437472711812
969930,613.73737018764
969960,613.7310336653313
969990,613.7247334160193
970020,613.7184654094888
970050,613.7122258554317
970080,613.7060111866799
970110,613.6998180436722
970140,613.693643260037
970170,613.6874838492109
970200,613.6813369919882
970230,613.6752027180446
970260,613.6690743490448
970290,612.7472534686851
970320,610.6440801262206
970350,609.001871167742
970380,608.3764498731288
970410,608.2797320289167
970440,608.3326537021403
970470,608.4050665898417
970500,608.467289672066
970530,608.5164612223591
970560,608.5546736842583
970590,608.5840139190459
970620,608.6059521991585
970650,608.6214683925888
970680,608.6311859393547
970710,608.6352326044545
970740,608.6199703874317
970770,608.3841168129635
970800,607.7648806017323
970830,606.8942063338775
970860,605.9244821243834
970890,604.932243583575
970920,603.9472684255818
970950,602.9736506733675
970980,602.0097046172391
971010,601.0546623893388
971040,600.1087670658488
971070,599.1723614256534
971100,598.2455188285081
971130,597.3280223276196
971160,596.4195006650523
971190,595.5223748975989
971220,594.6336965740418
971250,593.7505622854255
971280,592.8752526327565
971310,592.0094398312676
971340,591.1524716811081
971370,590.3026588738272
971400,589.4582375277045
971430,588.6179873041791
971460,587.7810740447395
971490,586.9470122231861
971520,586.115543400757
971550,585.2867955150799
971580,584.4629595058517
971610,583.6517465262295
971640,582.8683942107743
971670,582.0811897080117
971700,581.2805339610172
971730,580.4747160863204
971760,579.6721120610914
971790,578.8728987988039
971820,578.0700999153652
971850,577.2588201802012
971880,576.438489391022
971910,575.6109571332607
971940,574.7784825573224
971970,573.9428380254327
972000,573.1052377111827
972030,572.26651755252
972060,571.4272866902489
972090,570.5880431268355
972120,569.7492142360768
972150,568.9111827019015
972180,568.0743001300876
972210,567.2388876347585
972240,566.4052418741081
972270,565.5736332855139
972300,564.7443085577765
972330,563.9174943082284
972360,563.0933952972588
972390,562.2721983085229
972420,561.4540888417142
972450,560.6396508257109
972480,559.8317456549838
972510,559.0309080311024
972540,558.2371215101981
972570,557.4504520097798
972600,556.6710147702745
972630,555.8989623679587
972660,555.1344770544426
972690,554.3777555372844
972720,553.6290113758452
972750,552.8884733152099
972780,552.1563911083206
972810,551.4330035121359
972840,550.7184850626744
972870,550.0129153722904
972900,549.3162836993654
972930,548.6262561868335
972960,547.9347631842644
972990,547.2408656477636
973020,546.544744600674
973050,545.846608683756
973080,545.1466975379112
973110,544.4452998030858
973140,543.742762156501
973170,543.0394778035037
973200,542.3358711809358
973230,541.6323796432993
973260,540.9294924192154
973290,540.2292360012211
973320,539.5306871821324
973350,538.824458549546
973380,538.1023030080569
973410,537.3611607431309
973440,536.6020078890846
973470,535.8276428836973
973500,535.0412241092804
973530,534.2456567812363
973560,533.4434209886756
973590,532.636574436414
973620,531.8269855735865
973650,531.016107038411
973680,530.2053044073346
973710,529.3956829263411
973740,528.5881930599429
973770,527.7837617078247
973800,526.9830390433257
973830,526.1866566138375
973860,525.3952219639002
973890,524.6090387001843
973920,523.8284868149445
973950,523.0537771815746
973980,522.285127525288
974010,521.5226911864372
974040,520.7665426779038
974070,520.0167438099427
974100,519.2733088417554
974130,518.5362311246599
974160,517.8054780343423
974190,517.080994383905
974220,516.3627200438708
974250,515.650571487106
974280,514.944461579308
974310,514.244295064668
974340,513.5499721003276
974370,512.8613900759755
974400,512.1784446825874
974430,511.5010316321315
974460,510.8290473492654
974490,510.1623899569168
974520,509.50096010706056
974550,508.84466113222294
974580,508.1934000503919
974610,507.5470872000288
974640,506.90563715585824
974670,506.26896823066
974700,505.6370031051912
974730,505.00966839047226
974760,504.3868948172715
974790,503.7686174749257
974820,503.15477438560004
974850,502.54530761165023
974880,501.9401633330373
974910,501.3392899999243
974940,500.7426400730424
974970,500.1501693692715
975000,499.56183692901874
975030,498.97760462760453
975060,498.3974368900749
975090,497.8213003569243
975120,497.2491636173885
975150,496.68099699628306
975180,496.11677238188656
975210,495.55646302235124
975240,495.0000433789735
975270,494.4474889931268
975300,493.89877629742057
975330,493.35388256792595
975360,492.81278570846564
975390,492.2754642487571
975420,491.74189714385363
975450,491.21206378032446
975480,490.68594380494136
975510,490.1635170782658
975540,489.6447635489061
975570,489.1296631741371
975600,488.6181957422459
975630,488.11034097819856
975660,487.60607876562466
975690,487.10538915361934
975720,486.60825229472727
975750,486.1146485105622
975780,485.6245582006212
975810,485.13796178894466
975840,484.65483969472444
975870,484.17517230654545
975900,483.6989399595292
975930,483.2261228883134
975960,482.7567012714626
975990,482.29065518225946
976020,481.8279646224979
976050,481.36860951806983
976080,480.91256971428237
976110,480.4598250070219
976140,480.0103551199381
976170,479.5641397439801
976200,479.121158517779
976230,478.68139105915293
976260,478.24481695747136
976290,477.811415792289
976320,477.3811671383852
976350,476.95405057204954
976380,476.5300456866471
976410,476.10913208856607
976440,475.6912894208402
976470,475.2764973494278
976500,474.864735591756
976530,474.45598391683274
976560,474.05022214160664
976590,473.6474301423624
976620,473.2475878503615
976650,472.8506752795635
976680,472.45667252160285
976710,472.06555972977577
976740,471.6773171585153
976770,471.2919251320499
976800,470.90936406618084
976830,470.5296144742665
976860,470.15265694468343
976890,469.77847218387666
976920,469.407040967725
976950,469.03834419934896
976980,468.672362854798
977010,468.30907803609983
977040,467.9484709202622
977070,467.59052280424544
977100,467.2352150602065
977130,466.8825291753022
977160,466.53244671821955
977190,466.18494938418945
977220,465.8400189640583
977250,465.4976373569684
977280,465.15778662303035
977310,464.8204488487331
977340,464.48560624568904
977370,464.15324113391944
977400,463.82333584897106
977430,463.49587284809223
977460,463.17083463594776
977490,462.8482038332669
977520,462.5279631147846
977550,462.2100952848314
977580,461.894583191167
977610,461.58140982495127
977640,461.27055821464086
977670,460.9620115354403
977700,460.65575300141643
977730,460.3517659698596
977760,460.0500338420074
977790,459.7505401567212
977820,459.4532685023932
977850,459.15820259952267
977880,458.8653262232176
977910,458.5746232757273
977940,458.286077718424
977970,457.9996736352929
978000,457.7153951900602
978030,457.4332265633235
978060,457.15315221787665
978090,456.8751565310613
978120,456.5992240203155
978150,456.32533933430074
978180,456.0534871487208
978210,455.7836522984251
978240,455.5158196424635
978270,455.24997419458106
978300,454.9861009977727
978330,454.72418524344323
978360,454.46421215736854
978390,454.20616710814255
978420,453.9500355026155
978450,453.69580288594466
978480,453.44345484449445
978510,453.1929770988873
978540,452.944355413619
978570,452.69757568336473
978600,452.4526238493687
978630,452.2094859788004
978660,451.9681481881921
978690,451.7285967155795
978720,451.49081785122127
978750,451.2547980023535
978780,451.0205237180896
978810,450.7879813740854
978840,450.55715773860845
978870,450.32803952870887
978900,450.1006135398008
978930,449.87486669570956
978960,449.6507859368198
978990,449.4283583578666
979020,449.20757106037547
979050,448.9884112961805
979080,448.77086633508475
979110,448.5549235823064
979140,448.34057047609275
979170,448.127794580766
979200,447.9165835027342
979230,447.7157948299994
979260,447.5353511861544
979290,447.3742566287117
979320,447.2316373666185
979350,447.1078992726635
979380,447.0029305696892
979410,446.9164253692116
979440,446.8482464850496
979470,446.7982524953202
979500,446.7663072863804
979530,446.75227846445034
979560,446.7560354124649
979590,446.77744811564037
979620,446.8163869086775
979650,446.8727226505097
979680,446.9463127003944
979710,447.03700319625443
979740,447.1446541523673
979770,447.2691371916507
979800,447.41032946766074
979830,447.5681101793393
979860,447.7423594103313
979890,447.932957975608
979920,448.1397874647077
979950,448.36273024549746
979980,448.60166942992015
980010,448.85648888329666
980040,449.1270732709667
980070,449.41330820264784
980100,449.715080208081
980130,450.0322766475818
980160,450.36478557421106
980190,450.7124956018354
980220,451.0752958179458
980250,451.45307574214803
980280,451.8457253075077
980310,452.2531348424476
980340,452.67519504626466
980370,453.11179696183035
980400,453.5628319510776
980430,454.028191676109
980460,454.5077680868672
980490,455.00145317822313
980520,455.5091396167304
980550,456.0307223577487
980580,456.56609798677044
980610,457.1151644953093
980640,457.67781714963843
980670,458.25394614978876
980700,458.84343629638676
980730,459.44617258581786
980760,460.0620466651868
980790,460.69095976081445
980820,461.3328086407365
980850,461.98747329968216
980880,462.65486054205024
980910,463.3348708331534
980940,464.02740258398234
980970,464.7323538182035
981000,465.4496227641968
981030,466.17911816599155
981060,466.92074298369505
981090,467.67438903280396
981120,468.4399524549328
981150,469.21733079532345
981180,470.00642392748927
981210,470.8071326197145
981240,471.61935837011794
981270,472.44300312668656
981300,473.2779693290542
981330,474.1241599312773
981360,474.98147845134747
981390,475.8498290035312
981420,476.72911633119884
981450,477.61924577658766
981480,478.52012344763244
981510,479.4316561665957
981540,480.35375147899896
981570,481.28631768184664
981600,482.2292638532467
981630,483.1824998794663
981660,484.1459364801681
981690,485.11948523278716
981720,486.1030584835534
981750,487.0965696574858
981780,488.0999330284218
981810,489.11306345065935
981840,490.1358767739829
981870,491.1682898283931
981900,492.2102204632106
981930,493.2615879103704
981960,494.3223174851296
981990,495.3923418566415
982020,496.4715967380618
982050,497.5600114540443
982080,498.65747811780045
982110,499.7639287035998
982140,500.8793409362989
982170,502.0036950807668
982200,503.1369673735757
982230,504.27912569695127
982260,505.43012627692974
982290,506.5899142209501
982320,507.7584272070047
982350,508.93560018371994
982380,510.1213673915344
982410,511.31566246607173
982440,512.518418558158
982470,513.7295689501309
982500,514.9490473822375
982530,516.1767885873511
982560,517.4127288069443
982590,518.6568061845101
982620,519.9089611060695
982650,521.1691366247237
982680,522.4372791509435
982710,523.7133389920525
982740,524.9972707097695
982770,526.2890332266095
982800,527.588589059426
982830,528.8867062723633
982860,530.1745077393399
982890,531.4521988029131
982920,532.7199917218629
982950,533.9780824183009
982980,535.2266328152464
983010,536.465768691954
983040,537.6955967507312
983070,538.9162150114734
983100,540.1277044467599
983130,541.3301432751811
983160,542.5236063629009
983190,543.7081641921092
983220,544.8838869402007
983250,546.050837599795
983280,547.2090798770138
983310,548.3586768845972
983340,549.4996900204148
983370,550.6321791690551
983400,551.7562028640823
983430,552.8718181296617
983460,553.9790806463484
983490,555.0780454687595
983520,556.1687655569426
983550,557.2512922618658
983580,558.3256763951998
983610,559.3919681063169
983640,560.4502169716972
983670,561.5004729420691
983700,562.542786860662
983730,563.5772104740021
983760,564.6037961721308
983790,565.622596660763
983820,566.6336646726697
983850,567.637052756125
983880,568.632813144398
983910,569.6209976991646
983940,570.6016578737866
983970,571.5748447236509
984000,572.5406089206024
984030,573.4990007705694
984060,574.4500702312465
984090,575.3938669279266
984120,576.3304401686665
984150,577.2598389605309
984180,578.1821120267364
984210,579.0973078221554
984240,580.0054745437425
984270,580.9066601337491
984300,581.8009122763406
984330,582.6882783907405
984360,583.5688056248081
984390,584.44254085182
984420,585.309530671155
984450,586.1698214119114
984480,587.0234591378422
984510,587.8704896523531
984540,588.7109585029831
984570,589.5449109853619
984600,590.3723921468385
984630,591.1934469474083
984660,592.0081198734546
984690,592.8164552558408
984720,593.6184978046593
984750,594.4142914943905
984780,595.2038876330538
984810,595.9873882830761
984840,596.7649617143079
984870,597.5367575350845
984900,598.3028301040216
984930,599.0631794387263
984960,599.817775694151
984990,600.5666010682979
985020,601.3096512462895
985050,602.0469374944607
985080,602.7784931557403
985110,603.5043441833126
985140,604.2245349901076
985170,604.9391045316939
985200,605.6480848674183
985230,606.3515143384459
985260,607.04943125989
985290,607.7418732340323
985320,608.4288775343958
985350,609.1104813810582
985380,609.7867220225569
985410,610.4576366982868
985440,611.123262591133
985470,611.7836368289511
985500,612.4387965198821
985530,613.0887787798491
985560,613.7336207267094
985590,614.3733594491833
985620,615.0080319674543
985650,615.6376751990559
985680,616.2623259336033
985710,616.8820255749445
985740,617.4968073979546
985770,618.106706656548
985800,618.7117591462625
985830,619.3120007278721
985860,619.9074671632916
985890,620.4981940589383
985920,621.0842168452672
985950,621.6655707687911
985980,622.242290888595
986010,622.8144120745558
986040,623.3819690063939
986070,623.9449961732064
986100,624.5035278733762
986130,625.0575982148312
986160,625.6072411156423
986190,626.1524903049396
986220,626.6933793241177
986250,627.2299415282961
986280,627.7622100880096
986310,628.2902179934949
986340,628.8139980495406
986370,629.3335828841416
986400,629.8490049498313
986430,630.3602966174763
986460,630.8674902009079
986490,631.3706180110572
986520,631.869712516626
986550,632.3648063251777
986580,632.8559321726846
986610,633.3431228667724
986640,633.8264112136079
986670,634.3058298797674
986700,634.7814111046116
986730,635.2531866504366
986760,635.7211877036868
986790,636.1854447965857
986820,636.6459878648814
986850,637.1028464876017
986880,637.5560502360013
986910,638.0056290007336
986940,638.4516131899921
986970,638.8940337632807
987000,639.3329221336205
987030,639.7683100038771
987060,640.2002291990697
987090,640.6287115325514
987120,641.0537887178897
987150,641.475492320634
987180,641.8938537369776
987210,642.3089041866189
987240,642.7206747108788
987270,643.1291961712028
987300,643.5344992462021
987330,643.9366144270399
987360,644.3355720116399
987390,644.7314020982786
987420,645.1241345789955
987450,645.5137991330866
987480,645.9004252208388
987510,646.2840420775657
987540,646.6646787079923
987570,647.0423638810057
987600,647.4171261247859
987630,647.7889937223297
987660,648.1579947073707
987690,648.5241568606993
987720,648.8875077068836
987750,649.2480745113818
987780,649.6058842780546
987810,649.9609637470396
987840,650.3133393929464
987870,650.6630374233541
987900,651.0100837776014
987930,651.3545041258257
987960,651.6963238682201
987990,652.0355681345113
988020,652.372261783662
988050,652.7064294038522
988080,653.0380953126663
988110,653.3672835747093
988140,653.6940179559916
988170,654.0183219165284
988200,654.3402185865992
988230,654.6597307565062
988260,654.9768808580219
988290,655.291690997324
988320,655.6041830061799
988350,655.9143785025094
988380,656.2222989361251
988410,656.5279656071978
988440,656.8313996603692
988470,657.1326220655012
988500,657.4316535958798
988530,657.7285148102485
988560,658.0232260404729
988590,658.3158073839114
988620,658.6062786987525
988650,658.8946596008977
988680,659.1809694615984
988710,659.4652274055852
988740,659.7474523097027
