time,hvac_reaZonCor_CO2Zon_y
954480,614.4449569350617
954510,614.4527119700787
954540,614.4603666697548
954570,614.4679196748673
954600,614.4753696663442
954630,614.4827153626333
954660,614.489955517445
954690,614.4970889178137
954720,614.5041143823765
954750,614.5110307599143
954780,614.5178369280098
954810,614.524531791895
954840,614.5311142831924
954870,614.5375833594215
954900,614.5439380031721
954930,614.5501772210307
954960,614.5563000429238
954990,614.5623055215467
955020,614.5681927317956
955050,614.573960770235
955080,614.5796087546071
955110,614.5851358233748
955140,614.5905411352969
955170,614.5958238690323
955200,614.6009832227717
955230,614.6060184138689
955260,614.6109286785456
955290,614.6157132715334
955320,614.6203714658167
955350,614.6249025523238
955380,614.6293058396731
955410,614.6335806539104
955440,614.6377263316812
955470,614.6417422539345
955500,614.6456277734505
955530,614.6493822934032
955560,614.6530052245816
955590,614.6564959921232
955620,614.6598540374357
955650,614.6630788178151
955680,614.6661698060984
955710,614.6691264904737
955740,614.6719483742661
955770,614.6746349758205
955800,614.6771858282843
955830,614.6796004794854
955860,614.6818784917558
955890,614.6840194417699
955920,614.6860229204399
955950,614.6878885327159
955980,614.6896158974733
956010,614.6912046473959
956040,614.6926544287869
956070,614.6939649014881
956100,614.6951357387215
956130,614.6961666269808
956160,614.6970572658969
956190,614.6978073681238
956220,614.6984166592252
956250,614.6988848775428
956280,614.6992117741025
956310,614.699397112504
956340,614.699440668786
956370,614.6993422313592
956400,614.6991016008768
956430,614.6987185901429
956460,614.6981930240065
956490,614.6975247392714
956520,614.6967135845998
956550,614.6957594204194
956580,614.6946621188273
956610,614.6934215634989
956640,614.6920376496158
956670,614.690510283751
956700,614.6888393838192
956730,614.6870248789696
956760,614.6850667094982
956790,614.6829648267972
956820,614.6807191932559
956850,614.6783297821809
956880,614.6757965777368
956910,614.6731195748524
956940,614.6702987791638
956970,614.6673342069457
957000,614.6642258850177
957030,614.6609738506941
957060,614.6575781517217
957090,614.654038846191
957120,614.6503560024943
957150,614.6465296992474
957180,614.6425600252257
957210,614.638447079311
957240,614.6341909617457
957270,614.6297918219102
957300,614.6252497520628
957330,614.620564905258
957360,614.6157374318218
957390,614.6107674890675
957420,614.6056552445654
957450,614.6004008758463
957480,614.5950045700987
957510,614.5894665240407
957540,614.5837869438626
957570,614.5779660451519
957600,614.5720040528149
957630,614.5659010503689
957660,614.5596562680353
957690,614.5532682396384
957720,614.5467348172514
957750,614.540053290657
957780,614.5332205318142
957810,614.5262331318206
957840,614.5190875202744
957870,614.5117800657953
957900,614.5043071595672
957930,614.4966652845853
957960,614.4888510732522
957990,614.480861011991
958020,614.4726927423167
958050,614.4643432660195
958080,614.45581041897
958110,614.4470921759669
958140,614.4381868922832
958170,614.4290932686475
958200,614.4198104062646
958230,614.4103378182898
958260,614.4006754541684
958290,614.390823715596
958320,614.3807834755354
958350,614.3705560951686
958380,614.3601434418756
958410,614.3495479066056
958440,614.3387724218221
958470,614.3278204792183
958500,614.3166961479702
958530,614.3054040927716
958560,614.2939495924097
958590,614.2823385581079
958620,614.2705775522619
958650,614.2586738069077
958680,614.2466352424958
958710,614.2344704861209
958740,614.2221888900962
958770,614.2098005495151
958800,614.1973163203298
958830,614.1847478355171
958860,614.1721075226092
958890,614.1594086169988
958920,614.146665179753
958950,614.1338921043828
958980,614.1211051399092
959010,614.1083208779878
959040,614.0955568062168
959070,614.0828312163197
959100,614.0701662903176
959130,614.0575791662758
959160,614.0450913709028
959190,614.0327255778083
959220,614.0205258089236
959250,614.0084945169581
959280,613.9966383585956
959310,613.9850018404321
959340,613.9736016757284
959370,613.9624722374567
959400,613.9516429060282
959430,613.9411391792754
959460,613.9309856074552
959490,613.9211996842618
959520,613.9117910800836
959550,613.9027627535133
959580,613.8941123648086
959610,613.8858335566895
959640,613.8779170276437
959670,613.8703513704482
959700,613.8631237637081
959730,613.856220525527
959760,613.8496275031373
959790,613.8433304106069
959820,613.8373150969253
959850,613.8315676827677
959880,613.8260747124186
959910,613.8208232651407
959940,613.8158009636854
959970,613.8109960283078
960000,613.8063972871671
960030,613.8019941963993
960060,613.7977767597755
960090,613.7937355427819
960120,613.7898616391147
960150,613.786146634299
960180,613.7825825674121
960210,613.7791618919991
960240,613.7758774371586
960270,613.7727223695596
960300,613.7696901570416
960330,613.7667745342169
960360,613.7639694036482
960390,613.7612689630233
960420,613.7586675730146
960450,613.7561597444237
960480,613.7537401205803
960510,613.7514034599661
960540,613.7491446206776
960570,613.7469585268115
960600,613.7448402071914
960630,613.7427847517947
960660,613.7407873087876
960690,613.7388430809272
960720,613.736947322839
960750,613.7350953394977
960780,613.7332824859469
960810,613.7315041681065
960840,613.7297558445067
960870,613.7280330287949
960900,613.7263312928434
960930,613.724646270339
960960,613.722973660678
960990,613.721309233096
961020,613.7196488309073
961050,613.7179883757841
961080,613.7163238720209
961110,613.7146514107334
961140,613.7129671739892
961170,613.7112674388574
961200,613.7095485814201
961230,613.7078074671279
961260,613.7060419986648
961290,613.704251280959
961320,613.7024355597381
961350,613.7005959885324
961380,613.6987346764349
961410,613.6968542202859
961440,613.6949577236853
961470,613.69304867926
961500,613.6911308837342
961530,613.6892083753601
961560,613.6872853875682
961590,613.6853663147651
961620,613.6834556873781
961650,613.6815581540001
961680,613.679678167706
961710,613.677820449014
961740,613.6759898989409
961770,613.6741915377053
961800,613.6724304845269
961830,613.6707119322917
961860,613.6690411727936
961890,613.6674236016836
961920,613.6658647154867
961950,613.6643701126068
961980,613.6629455130152
962010,613.6615967174698
962040,613.6603296384477
962070,613.6591502975275
962100,613.6580648238823
962130,613.6570794523129
962160,613.6562005202518
962190,613.6554344634463
962220,613.6547878101896
962250,613.6542671740009
962280,613.6538791910431
962310,613.6536306066461
962340,613.6535282079756
962370,613.6535787961122
962400,613.6537892005953
962430,613.6541662366875
962460,613.6547167030171
962490,613.6554473404371
962520,613.6563648318111
962550,613.6574757522433
962580,613.658786571027
962610,613.6603035959465
962640,613.6620329751994
962670,613.66398064102
962700,613.6661523094168
962730,613.6685534256426
962760,613.6711891573855
962790,613.674064345325
962820,613.6771834884817
962850,613.6805507065847
962880,613.6841697008607
962910,613.6880437424469
962940,613.6921756321649
962970,613.6965335875941
963000,613.7010654697661
963030,613.7057131128839
963060,613.7104203528462
963090,613.7151364282804
963120,613.7198169124975
963150,613.7244236269388
963180,613.7289241398771
963210,613.7332912217407
963240,613.7375022397053
963270,613.7415385911191
963300,613.7453852726106
963330,613.7490304188597
963360,613.7524648952242
963390,613.7556820096204
963420,613.7586771836628
963450,613.7614476852397
963480,613.7639923916298
963510,613.7663115791291
963540,613.7684067358393
963570,613.7702803948262
963600,613.7719359851837
963630,613.773377698908
963660,613.7746103717047
963690,613.7756393761052
963720,613.7764705254831
963750,613.7771099877003
963780,613.7775642072841
963810,613.7778398351892
963840,613.7779436652547
963870,613.7778825766426
963900,613.7776634815749
963930,613.7772932778302
963960,613.7767788054286
963990,613.7761268071212
964020,613.7753438922443
964050,613.7744365036509
964080,613.7734108873522
964110,613.7722730646498
964140,613.7710288065158
964170,613.7696836100015
964200,613.768242676507
964230,613.7667108917711
964260,613.7650928073857
964290,613.7633926237801
964320,613.7616141745106
964350,613.7597609117964
964380,613.7578358931914
964410,613.7558417693199
964440,613.7537807726372
964470,613.7516545294962
964500,613.7494645097793
964530,613.7472116671636
964560,613.7448964775896
964590,613.7425189479303
964620,613.7400786149838
964650,613.7375745417115
964680,613.7350053130375
964710,613.7323690252915
964740,613.7296632779627
964770,613.7268851944774
964800,613.7240314124481
964830,613.7210979133835
964860,613.7180808517554
964890,613.7149765768797
964920,613.7117819072919
964950,613.7084931348509
964980,613.70510727169
965010,613.701621383838
965040,613.6980326236635
965070,613.6943382323669
965100,613.6905355352069
965130,613.6866219363146
965160,613.6825949147677
965190,613.6784520220881
965220,613.6741908809015
965250,613.6698091844281
965280,613.6653046965808
965310,613.660675252453
965340,613.6559187590498
965370,613.651033196207
965400,613.6460166175768
965430,613.6408671516815
965460,613.6355830029725
965490,613.6301624528934
965520,613.6246038609283
965550,613.6189056656257
965580,613.6130663855919
965610,613.607084620461
965640,613.6009590518291
965670,613.5946884441543
965700,613.5882716456168
965730,613.581707588958
965760,613.574995292274
965790,613.5681338597799
965820,613.5611224825452
965850,613.55396043919
965880,613.5466470965488
965910,613.5391819103011
965940,613.5315644255733
965970,613.5237942775087
966000,613.5158711918018
966030,613.5077949852018
966060,613.4995655659905
966090,613.4911829344319
966120,613.4826471831807
966150,613.4739584976774
966180,613.4651171565042
966210,613.4561235317221
966240,613.4469780891735
966270,613.4376813887653
966300,613.4282340847292
966330,613.4186369258521
966360,613.4088907556834
966390,613.3989965127273
966420,613.3889552306033
966450,613.3787680381954
966480,613.3684361597733
966510,613.3579609150964
966540,613.3473437195061
966570,613.3365860839853
966600,613.325689615214
966630,613.3146560187691
966660,613.3034870908392
966690,613.2921847246711
966720,613.2807509096832
966750,613.2691877311446
966780,613.257497370035
966810,613.2456821029497
966840,613.2337443020266
966870,613.2216864348518
966900,613.2095110643571
966930,613.1972208487183
966960,613.1848185412263
966990,613.1723069901583
967020,613.159689138625
967050,613.1469680244134
967080,613.1341467798132
967110,613.1212286314477
967140,613.1082169000688
967170,613.0951150003526
967200,613.0819264406887
967230,613.0686548229542
967260,613.0553038422689
967290,613.0418772867511
967320,613.0283790372614
967350,613.0148130671223
967380,613.0011834418433
967410,612.9874943188239
967440,612.973749947049
967470,612.9599546667711
967500,612.9461129091852
967530,612.9322291960908
967560,612.9183081395348
967590,612.9043544414558
967620,612.8903728933054
967650,612.8763683756658
967680,612.8623458578419
967710,612.8483103974656
967740,612.8342671400545
967770,612.8202213185879
967800,612.806178253048
967830,612.7921433499711
967860,612.7781221019565
967890,612.7641200871843
967920,612.750142968912
967950,612.7361964949578
967980,612.7222864971628
968010,612.7084188908533
968040,612.6945996707365
968070,612.6808348061542
968100,612.6671304234478
968130,612.6534927552335
968160,612.6399281228944
968190,612.6264429302516
968220,612.6130436610068
968250,612.5997368774412
968280,612.5865292195284
968310,612.5734274041694
968340,612.5604382244694
968370,612.5475685398669
968400,612.5348252900001
968430,612.5222154077359
968460,612.509745603017
968490,612.4974222568178
968520,612.4852514629806
968550,612.4732390704163
968580,612.4613907231548
968610,612.4497118966732
968640,612.438207928136
968670,612.4268840403004
968700,612.4157453599636
968730,612.4047969320345
968760,612.3940437302415
968790,612.3834906652515
968820,612.3731425908593
968850,612.3630043087036
968880,612.3530805718902
968910,612.3433760877882
968940,612.3338955201991
968970,612.3246434910698
969000,612.3156245818585
969030,612.3068433346303
969060,612.2983042529735
969090,612.290011802775
969120,612.281970412887
969150,612.2741844757312
969180,612.2666583478413
969210,612.2593963503847
969240,612.252402769654
969270,612.2456818575603
969300,612.2392378321214
969330,612.2330748779444
969360,612.2269123534494
969390,612.2206592638929
969420,612.2142914370717
969450,612.2078066124117
969480,612.2012093478544
969510,612.194505984237
969540,612.1877029990726
969570,612.180806499207
969600,612.1738220929547
969630,612.1667548857401
969660,612.1596095132683
969690,612.1523901836032
969720,612.1451007189099
969750,612.1377445941182
969780,612.1303249718768
969810,612.1228447338945
969840,612.1153065089652
969870,612.1077126979919
969900,612.1000654963378
969930,612.0923669137695
969960,612.0846187922775
969990,612.0768228219783
970020,612.0689805553242
970050,612.0610934197887
970080,612.0531627291883
970110,612.0451896937984
970140,612.0371754293727
970170,612.0291209651988
970200,612.0210272512711
970230,612.0128845770986
970260,612.0047064492645
970290,611.0874440829804
970320,609.9823707707869
970350,609.6298607171746
970380,609.3973088185415
970410,609.1862340012684
970440,608.9925664902726
970470,608.8175774704819
970500,608.6606290244002
970530,608.519484451888
970560,608.3914250752921
970590,608.2739029887905
970620,608.1647249030285
970650,608.0619879504685
970680,607.9637895901828
970710,607.8757908324103
970740,607.5680924922915
970770,606.8950445516338
970800,606.1643102359608
970830,605.4289404065953
970860,604.689562207216
970890,603.9435732077615
970920,603.1907711634839
970950,602.4315216796243
970980,601.6674222408631
971010,600.899835041894
971040,600.1296886105845
971070,599.3576508283714
971100,598.5842639797104
971130,597.8100096720487
971160,597.0353402224348
971190,596.2632650560747
971220,595.4911428814914
971250,594.717732464497
971280,593.9432591703696
971310,593.1673582791647
971340,592.3899450862277
971370,591.6113047590352
971400,590.8320006245898
971430,590.0526094238261
971460,589.273550515246
971490,588.495056737916
971520,587.7174054803054
971550,586.9438396424089
971580,586.1789321956296
971610,585.4083404660363
971640,584.4704198153979
971670,583.4158007684732
971700,582.3558423663754
971730,581.3199683962722
971760,580.3030487924641
971790,579.2992678976176
971820,578.3033613357948
971850,577.3160115446766
971880,576.3386623453301
971910,575.3714104162988
971940,574.4139294497146
971970,573.4658135424589
972000,572.5266742487337
972030,571.5961630240897
972060,570.67395430508
972090,569.7597670114358
972120,568.853342034508
972150,567.954443263372
972180,567.0628526432681
972210,566.1783699335291
972240,565.3008090385146
972270,564.4299981961027
972300,563.5657782795948
972330,562.7080003849533
972360,561.8565265890115
972390,561.0112280709021
972420,560.1736693533343
972450,559.3452678822832
972480,558.5247092889484
972510,557.7115189556233
972540,556.9073799712241
972570,556.1123970621785
972600,555.3260918046561
972630,554.5482388277173
972660,553.7787925257397
972690,553.0178551567631
972720,552.2656469332171
972750,551.5225046784894
972780,550.7888767145037
972810,550.0653597362499
972840,549.3527298651215
972870,548.6519991680384
972900,547.9626306980922
972930,547.2691195242932
972960,546.5662853225864
972990,545.8544005337003
973020,545.1342545059597
973050,544.4072668912046
973080,543.6752919868458
973110,542.9402497127652
973140,542.2039624467643
973170,541.4680527248667
973200,540.7338961747204
973230,540.0026152154385
973260,539.2748671464293
973290,538.5446674030972
973320,537.7997808472466
973350,537.0367133058903
973380,536.2582422155689
973410,535.467697434922
973440,534.6678869997758
973470,533.861096410854
973500,533.0492102428431
973530,532.2338632148018
973560,531.4164795658612
973590,530.5983218467659
973620,529.7805715629977
973650,528.9642278423522
973680,528.1502149455176
973710,527.3392974122313
973740,526.5321344128819
973770,525.7293678974131
973800,524.931446409726
973830,524.1388048376144
973860,523.3518597884232
973890,522.5708158094101
973920,521.7959323575552
973950,521.027349334737
973980,520.2652121866331
974010,519.5096223621127
974040,518.7606248232091
974070,518.0182558646247
974100,517.28251871707
974130,516.5534013969832
974160,515.8308729007264
974190,515.1148847186438
974220,514.4053864859668
974250,513.7023071046304
974280,513.0055720270387
974310,512.3151014657366
974340,511.63080709377147
974370,510.9525995981856
974400,510.2803838407168
974430,509.6140637659729
974460,508.95354059460266
974490,508.2987142320198
974520,507.6494842673102
974550,507.0057487005303
974580,506.367406902671
974610,505.73435674405357
974640,505.1064984844121
974670,504.4837313675297
974700,503.8659575943439
974730,503.25307905952917
974760,502.64488673878884
974790,502.04097158828523
974820,501.4411912881715
974850,500.8455807434851
974880,500.25410104982734
974910,499.6667380019607
974940,499.08347401094073
974970,498.5042897473973
975000,497.9291669416498
975030,497.3580854785069
975060,496.7910254065112
975090,496.2279652736995
975120,495.66888369435844
975150,495.1137581469357
975180,494.5625659347984
975210,494.01528380150734
975240,493.47188801318055
975270,492.93235484118526
975300,492.396659838028
975330,491.8647790014454
975360,491.33668747808423
975390,490.8123611377139
975420,490.29177497726573
975450,489.7749048475894
975480,489.26161272373076
975510,488.75173457853714
975540,488.2452542888089
975570,487.74215548615814
975600,487.2424204544455
975630,486.74603650060106
975660,486.25299019913746
975690,485.7632698810499
975720,485.2768663975438
975750,484.7937707199176
975780,484.3139706104852
975810,483.83745514147483
975840,483.3642129866659
975870,482.89423304192695
975900,482.4275039086187
975930,481.9640143170748
975960,481.5037524628272
975990,481.04670669635306
976020,480.5928646443449
976050,480.14221409729845
976080,479.6947420188354
976110,479.2504355199173
976140,478.80928085341696
976170,478.3712643879517
976200,477.9363716551433
976230,477.50458826519855
976260,477.0758990485988
976290,476.65028887711804
976320,476.22774192459906
976350,475.8082423708527
976380,475.3917737957962
976410,474.9783197521439
976440,474.56786330105206
976470,474.1603874434498
976500,473.7558748012728
976530,473.354307937323
976560,472.9556690946653
976590,472.559940404388
976620,472.16710393439536
976650,471.7771414807639
976680,471.390034898363
976710,471.00576582752876
976740,470.62431593392944
976770,470.2456667945241
976800,469.86979996084676
976830,469.49669699513333
976860,469.1263394200076
976890,468.7587088227218
976920,468.3937868063732
976950,468.0315551133964
976980,467.67199559573146
977010,467.315090176231
977040,466.96082083089834
977070,466.6091694262138
977100,466.260117783809
977130,465.91364742926277
977160,465.56973975781005
977190,465.22837576173214
977220,464.8895364399419
977250,464.55320266320575
977280,464.2193558215579
977310,463.88797751340866
977340,463.55904999713647
977370,463.2325556082232
977400,462.9084771542951
977430,462.5867973615401
977460,462.26749932794365
977490,461.9505661394494
977520,461.63598107705525
977550,461.3237274576614
977580,461.0137886792974
977610,460.7061482115326
977640,460.40078954850355
977670,460.0976962760752
977700,459.79685198900813
977730,459.498240383187
977760,459.2018451714971
977790,458.9076501718465
977820,458.61563923864696
977850,458.32579633308677
977880,458.03810547583754
977910,457.7525507957231
977940,457.46911650283994
977970,457.18778691715704
978000,456.9085464740263
978030,456.63137962115223
978060,456.3562711319271
978090,456.0832057001413
978120,455.8121681968211
978150,455.54314365030353
978180,455.2761171531572
978210,455.0110739754411
978240,454.74799946647505
978270,454.48687913421276
978300,454.22769858273654
978330,453.97044356030716
978360,453.71509991918845
978390,453.4616536471599
978420,453.21009083658674
978450,452.9603977108367
978480,452.71256059344194
978510,452.4665659369441
978540,452.22240028658484
978570,451.9800503158974
978600,451.73950278205785
978630,451.50074457026307
978660,451.26376263973003
978690,451.0285440773339
978720,450.7950760344773
978750,450.563345789448
978780,450.3333407564958
978810,450.1050481746176
978840,449.87845562897076
978870,449.6535505648456
978900,449.4303203568058
978930,449.2087526363129
978960,448.9888350250461
978990,448.7705555254055
979020,448.55390236210485
979050,448.33886417671954
979080,448.1254299835019
979110,447.91358916882723
979140,447.7033314885538
979170,447.494646934403
979200,447.2875257232439
979230,447.09082874444334
979260,446.91449139572535
979290,446.75756590186984
979320,446.6192687658305
979350,446.50009423441236
979380,446.39998947426966
979410,446.31863108836467
979440,446.2557970585623
979470,446.21131959406074
979500,446.1850511745042
979530,446.176853588526
979560,446.1865903260309
979590,446.2141250377186
979620,446.25932201677557
979650,446.32204680217353
979680,446.4021694469765
979710,446.49956408915614
979740,446.61410362389273
979770,446.74566012738194
979800,446.894106085882
979830,447.05927450723675
979860,447.2408903147714
979890,447.43874621816667
979920,447.65269947677604
979950,447.8826370528047
979980,448.12845412831615
980010,448.3900467556881
980040,448.6673106858527
980070,448.96014241996994
980100,449.2684391790494
980130,449.5920988029382
980160,449.9310196047648
980190,450.28510021947335
980220,450.65423945554534
980250,451.0383361547846
980280,451.4372890684571
980310,451.85099675470656
980340,452.2793574977473
980370,452.7222689216086
980400,453.1796272206238
980430,453.6513282720844
980460,454.13727043475086
980490,454.63735701209987
980520,455.1514965425306
980550,455.679599677349
980580,456.2215751402555
980610,456.77732759986634
980640,457.3467572846746
980670,457.9297537140629
980700,458.526183326133
980730,459.1359033195121
980760,459.75877684395476
980790,460.39468076102344
980820,461.04349373031306
980850,461.70508787850224
980880,462.3793722394706
980910,463.06625261156273
980940,463.76563233690007
980970,464.4774126340227
981000,465.2014934570131
981030,465.9377839397373
981060,466.68618658597387
981090,467.44659172896587
981120,468.21889297087466
981150,469.0029844620405
981180,469.79876199501257
981210,470.60612170648153
981240,471.4249599804565
981270,472.25517320793944
981300,473.09665786289105
981330,473.9493105684231
981360,474.8130281931017
981390,475.6877079301916
981420,476.5732473626598
981450,477.4695444655339
981480,478.37649774963865
981510,479.2940062721347
981540,480.22196968287795
981570,481.1602882821264
981600,482.1088630771837
981630,483.0675958340862
981660,484.0363891250158
981690,485.01514637265313
981720,486.00377158663764
981750,487.00216903050347
981780,488.01024230357416
981810,489.0278934031261
981840,490.05502322236714
981870,491.09153234485245
981900,492.1373225534602
981930,493.19233123248506
981960,494.25678670066327
981990,495.33143397099803
982020,496.4172427997677
982050,497.51499232211825
982080,498.62507804377583
982110,499.7469866155345
982140,500.87797315187726
982170,502.0156003955657
982200,503.1597962791329
982230,504.31102144514745
982260,505.4696696195955
982290,506.6360663965088
982320,507.8104563700901
982350,508.9930242205497
982380,510.1838834336023
982410,511.38309234493903
982440,512.5906663791586
982470,513.8065869988825
982500,515.0308102369136
982530,516.263271153989
982560,517.5038866690483
982590,518.7525671041516
982620,520.0092277795653
982650,521.2737960758112
982680,522.5462139915306
982710,523.8264358450698
982740,525.1144255193187
982770,526.4101535462603
982800,527.713593914126
982830,529.0155301963822
982860,530.3071291737099
982890,531.5886652392976
982920,532.860416434404
982950,534.1226485035921
982980,535.3756045008411
983010,536.6194975394186
983040,537.8545119042803
983070,539.0808162373143
983100,540.298542938123
983130,541.507809214909
983160,542.7087169176928
983190,543.9013523480115
983220,545.0857994863492
983250,546.2621283534943
983280,547.4304020645981
983310,548.5906735245197
983340,549.742987926653
983370,550.8873827827038
983400,552.0238894586513
983430,553.152329057851
983460,554.2722166681981
983490,555.383306096579
983520,556.4855618479266
983550,557.5788719245188
983580,558.6631074882812
983610,559.7382644541782
983640,560.8044222616169
983670,561.8616901165379
983700,562.9101803032121
983730,563.9500008566722
983760,564.9812555428283
983790,566.0040449889036
983820,567.0184673029971
983850,568.0246182376707
983880,569.0225911917076
983910,570.0124769503008
983940,570.9943626357774
983970,571.9683307760611
984000,572.9344592217537
984030,573.8928223171994
984060,574.8434925813094
984090,575.7865419595723
984120,576.7220423463457
984150,577.6500655774047
984180,578.5706831990628
984210,579.4839662152284
984240,580.3899848877456
984270,581.2888085937475
984300,582.1805057214171
984330,583.0651435866329
984360,583.9427883594838
984390,584.813504994914
984420,585.6773571649101
984450,586.5344071914077
984480,587.3847159799251
984510,588.2283429542946
984540,589.065345992885
984570,589.8957813667087
984600,590.71970367983
984630,591.5371661608002
984660,592.3482208691436
984690,593.1529195596642
984720,593.9513144038261
984750,594.7434711104801
984780,595.5295972145481
984810,596.3099616303311
984840,597.0846084208338
984870,597.8534490473422
984900,598.6164153737735
984930,599.3734762506086
984960,600.1246496365745
984990,600.8699715346404
985020,601.6095040747854
985050,602.3432914788165
985080,603.0714028114802
985110,603.7938750848652
985140,604.5107656425214
985170,605.2221193172091
985200,605.927972481597
985230,606.6283679116635
985260,607.3233477304722
985290,608.0129401978655
985320,608.6970978864147
985350,609.375820077247
985380,610.0491392297802
985410,610.7170997624588
985440,611.3797485235834
985470,612.0371322263657
985500,612.6892971438376
985530,613.3362892008488
985560,613.9781540293405
985590,614.6149369688771
985620,615.2466830489896
985650,615.8734369727695
985680,616.495243104902
985710,617.1121511853236
985740,617.7242009208975
985770,618.3314343593788
985800,618.933894027111
985830,619.531622383628
985860,620.1246616360553
985890,620.7130536793728
985920,621.2968400781398
985950,621.8760620672706
985980,622.4507605574001
986010,623.0209761392608
986040,623.5867490926493
986070,624.1481193963982
986100,624.7051267387166
986130,625.2578105278266
986160,625.8062099029328
986190,626.3503637455302
986220,626.8903106910512
986250,627.4260891408293
986280,627.9577372743764
986310,628.4852930266193
986340,629.0087942012763
986370,629.5282783983191
986400,630.0437830409836
986430,630.5553467180383
986460,631.0630111474115
986490,631.5668219536719
986520,632.0668284180781
986550,632.5630826750171
986580,633.0556389574607
986610,633.5445529113196
986640,634.0298809920479
986670,634.5115211174168
986700,634.9889731903933
986730,635.4620777983565
986760,635.930790688088
986790,636.3951067005656
986820,636.8550351179596
986850,637.3105918121237
986880,637.761796716862
986910,638.2086728844553
986940,638.6512460032959
986970,639.0895440840987
987000,639.5235972449584
987030,639.9534375658975
987060,640.3790989857876
987090,640.8006172174354
987120,641.2180296640087
987150,641.631375328112
987180,642.0406947109612
987210,642.446029702565
987240,642.8474234652743
987270,643.2449203132865
987300,643.638565590432
987330,644.0284055481633
987360,644.4144872252857
987390,644.7968583306722
987420,645.1755671299517
987450,645.5506623369497
987480,645.9221930105066
987510,646.2902084571265
987540,646.654758139794
987570,647.0158915931845
987600,647.3736583453968
987630,647.7281078462954
987660,648.0792894025121
987690,648.427252119255
987720,648.7720448493483
987750,649.1137161510957
987780,649.4523142667317
987810,649.7878870509279
987840,650.1204818617537
987870,650.4501455209241
987900,650.7769243111144
987930,651.1008639694637
987960,651.4220096838217
987990,651.7404060909755
988020,652.0560972748402
988050,652.3691268259662
988080,652.6795376869449
988110,652.9873721409529
988140,653.2926719666891
988170,653.5954786846717
988200,653.8958339145552
988230,654.1937793852009
988260,654.4893567746224
988290,654.7826075012931
988320,655.0735724600665
988350,655.3622917523224
988380,655.6488044548843
988410,655.9331484529432
988440,656.2153603404477
988470,656.4954753793261
988500,656.7735275059139
988530,657.0495493740381
988560,657.3235724261021
988590,657.5956269850567
988620,657.8657423612553
988650,658.133946969016
988680,658.4002684483813
988710,658.6647337881565
988740,658.9273694468853
