time,hvac_reaZonNor_TSup_y
954030,286.25909243390606
954060,286.2590924805975
954090,286.2590925019714
954120,286.259089044094
954150,286.25908788695335
954180,286.25908858869377
954210,286.2590898575795
954240,286.2590912625706
954270,286.2590927278139
954300,286.25909422252636
954330,286.2590957300822
954360,286.25909724531584
954390,286.25909876720226
954420,286.25910029539125
954450,286.2591018297602
954480,286.2591033704256
954510,286.25910491741723
954540,286.25910647084436
954570,286.25910803080956
954600,286.25910959742265
954630,286.2591111707858
954660,286.2591127510725
954690,286.25911433823416
954720,286.25911593249526
954750,286.2591175338608
954780,286.2591191425073
954810,286.2591207588132
954840,286.2591223861193
954870,286.2591240250813
954900,286.2591256733139
954930,286.2591273298186
954960,286.2591289945438
954990,286.2591306674723
955020,286.25913234868517
955050,286.25913403821903
955080,286.2591357361853
955110,286.2591374425974
955140,286.259139157601
955170,286.25914088126166
955200,286.25914261360344
955230,286.25914435483463
955260,286.259146104829
955290,286.2591478638492
955320,286.25914963182345
955350,286.2591514089419
955380,286.259153195208
955410,286.25915499070965
955440,286.25915686353875
955470,286.2591585473474
955500,286.25916037312334
955530,286.25916221024215
955560,286.2591640442327
955590,286.2591658836409
955620,286.259167731761
955650,286.25916958926217
955680,286.259171456378
955710,286.2591733330902
955740,286.2591752197273
955770,286.2591771161406
955800,286.2591790225024
955830,286.25918093879017
955860,286.25918286501917
955890,286.25918480144753
955920,286.25918674781866
955950,286.25918870436226
955980,286.2591906711756
956010,286.25919264807544
956040,286.25919463527623
956070,286.25919663274095
956100,286.25919864056743
956130,286.25920065874914
956160,286.25920268732466
956190,286.2592047263406
956220,286.2592067757679
956250,286.25920883571683
956280,286.2592109062063
956310,286.25921298714775
956340,286.25921507873846
956370,286.2592171808818
956400,286.25921929366336
956430,286.2592214170286
956460,286.259223551048
956490,286.2592256957785
956520,286.25922785121287
956550,286.25923001729905
956580,286.25923219412005
956610,286.2592343816837
956640,286.25923657992956
956670,286.2592387890263
956700,286.2592410088252
956730,286.2592432393254
956760,286.2592454806959
956790,286.25924773283265
956820,286.2592499956942
956850,286.25925226939285
956880,286.25925455380906
956910,286.2592568490604
956940,286.25925915514523
956970,286.25926147187977
957000,286.25926379941944
957030,286.2592661377514
957060,286.2592684868052
957090,286.2592708466522
957120,286.2592732172189
957150,286.259275598448
957180,286.25927799043507
957210,286.25928039309093
957240,286.25928291257054
957270,286.25928514571825
957300,286.25928758708653
957330,286.2592900442178
957360,286.2592924927812
957390,286.25929494538894
957420,286.2592974071517
957450,286.25929987897024
957480,286.2593023609576
957510,286.2593048533746
957540,286.25930735614656
957570,286.25930986918183
957600,286.2593123925835
957630,286.259313236999
957660,286.2593135215704
957690,286.2593136205589
957720,286.2593136582296
957750,286.2593136758466
957780,286.25931368726214
957810,286.2593136971167
957840,286.25931370702364
957870,286.25931371763375
957900,286.2593137292512
957930,286.25931374206993
957960,286.2593137561908
957990,286.2593185743487
958020,286.2593201917108
958050,286.25932340795714
958080,286.25932557289394
958110,286.2593266817262
958140,286.25932639940066
958170,286.2593248227564
958200,286.25932201027155
958230,286.2593180885937
958260,286.2593131756008
958290,286.25930740996625
958320,286.25930093556354
958350,286.25929391191295
958380,286.2592865104023
958410,286.2592789195447
958440,286.2592713442821
958470,286.2592640104533
958500,286.2592571642973
958530,286.2592510774538
958560,286.2592460465582
958590,286.2592423978288
958620,286.25924048745213
958650,286.2592407058405
958680,286.25924347727226
958710,286.25924926502273
958740,286.2592585688144
958770,286.25927193150807
958800,286.25928993218906
958830,286.25931319707666
958860,286.25934238115934
958890,286.25937819407295
958920,286.2594213487949
958950,286.2594726408124
958980,286.2595327837053
959010,286.2596027051483
959040,286.2596829149866
959070,286.25977480431067
959100,286.2597779161367
959130,286.2597786449115
959160,286.25978155406085
959190,286.25978394099917
959220,286.2597825122494
959250,286.2597794099074
959280,286.2597791514133
959310,286.2597792499046
959340,286.259777417423
959370,286.25977746064984
959400,286.2597777582985
959430,286.25977790642435
959460,286.25977800504756
959490,286.2597780879093
959520,286.2597781653201
959550,286.2597782456198
959580,286.25977834523724
959610,286.2597784941272
959640,286.25977859246814
959670,286.2597786940763
959700,286.25977886693556
959730,286.25977897125074
959760,286.2597790852279
959790,286.2597793058192
959820,286.25977942310135
959850,286.25977954317864
959880,286.2597797720073
959910,286.25977988834774
959940,286.25977999966204
959970,286.2597801965337
960000,286.2597805379693
960030,286.25978068616683
960060,286.2597807875164
960090,286.259780913827
960120,286.25978108855355
960150,286.25978129986834
960180,286.2597815097151
960210,286.2597816616367
960240,286.2597816877951
960270,286.2597815155416
960300,286.25978107298704
960330,286.2597802938075
960360,286.2597800537464
960390,286.25977998674676
960420,286.2597799577395
960450,286.25977990839056
960480,286.2597798071583
960510,286.2597796337429
960540,286.2597793743786
960570,286.259779301425
960600,286.25977928717447
960630,286.2597792838979
960660,286.2597792720376
960690,286.25977924289197
960720,286.25977919259157
960750,286.2597791200541
960780,286.25977902595065
960810,286.2597789121336
960840,286.2597787812927
960870,286.25977863666446
960900,286.25977848189086
960930,286.25977832067184
960960,286.25977815680386
960990,286.25977799404313
961020,286.25977783612024
961050,286.2597776867653
961080,286.259777549682
961110,286.2597774286783
961140,286.2597773276943
961170,286.25977725095277
961200,286.2597772030069
961230,286.259777194753
961260,286.25977719966704
961290,286.25977720786653
961320,286.2597772160951
961350,286.2597780752778
961380,286.2597783664339
961410,286.2597784679599
961440,286.25977850598406
961470,286.2597785225334
961500,286.2597785315846
961530,286.2597785376809
961560,286.2597785422426
961590,286.25977854563837
961620,286.2597785479868
961650,286.25977854954743
961680,286.25977855105765
961710,286.2597785538826
961740,286.2597785603462
961770,286.2597785741316
961800,286.2597786005141
961830,286.2597786466136
961860,286.2597787216737
961890,286.259778836741
961920,286.25977900455086
961950,286.2597792385582
961980,286.25977931780625
962010,286.25977935191764
962040,286.25977938830937
962070,286.2597794514173
962100,286.2597795523339
962130,286.2597796878139
962160,286.2597798341871
962190,286.2597799384535
962220,286.2597799071726
962250,286.2597795934662
962280,286.259779499733
962310,286.25977946487313
962340,286.2597793810773
962370,286.2597793684931
962400,286.25977934476913
962430,286.259779355469
962460,286.25977932823935
962490,286.2597793410344
962520,286.25977930580905
962550,286.25977931914844
962580,286.2597792809743
962610,286.25977929640163
962640,286.2597792652402
962670,286.2597792857842
962700,286.25977926959615
962730,286.2597792975254
962760,286.2597793023764
962790,286.2597793393031
962820,286.25977936732056
962850,286.25977935026486
962880,286.259779381725
962910,286.2597794282276
962940,286.2597794800495
962970,286.2597795349964
963000,286.2597795845637
963030,286.25977963382337
963060,286.25977969366585
963090,286.2597797506944
963120,286.25977977330183
963150,286.25977968536927
963180,286.25977969174386
963210,286.25977968257246
963240,286.2597795425549
963270,286.25977952940076
963300,286.25977951117466
963330,286.259779373555
963360,286.2597793585194
963390,286.2597793456442
963420,286.2597792422472
963450,286.2597789890538
963480,286.2597785567342
963510,286.259777939692
963540,286.25977714917394
963570,286.25977620735557
963600,286.2597751421841
963630,286.2597739834762
963660,286.25977276017034
963690,286.25977149830277
963720,286.2597702197657
963750,286.25976894180377
963780,286.25976767667083
963810,286.2597664319274
963840,286.259765210643
963870,286.2597640119235
963900,286.2597628313669
963930,286.2597616615452
963960,286.25976049255365
963990,286.25975931245904
964020,286.2597581077098
964050,286.2597568635374
964080,286.25975556420696
964110,286.25975419329376
964140,286.2597527339331
964170,286.2597511689367
964200,286.2597494809387
964230,286.2597476525383
964260,286.25974566627593
964290,286.25974350472893
964320,286.25974115058165
964350,286.2597385865176
964380,286.2597357952853
964410,286.2597327596834
964440,286.2597294625035
964470,286.2597283647003
964500,286.2597279993511
964530,286.25972787661266
964560,286.2597278327101
964590,286.2597278125522
964620,286.2597277974487
964650,286.2597277809176
964680,286.259727760734
964710,286.2597277362506
964740,286.25972770752617
964770,286.2597276751173
964800,286.25972763982895
964830,286.25972762844304
964860,286.2597276251045
964890,286.25972762448896
964920,286.2597237106443
964950,286.25972240662566
964980,286.2597219726567
965010,286.25972182879474
965040,286.25972178171526
965070,286.25972176698104
965100,286.2597217631777
965130,286.25972176312683
965160,286.25972176443906
965190,286.2597217663464
965220,286.25972176856664
965250,286.2597217710819
965280,286.2597217738857
965310,286.259721776933
965340,286.2597217803179
965370,286.25972178403345
965400,286.2597217881324
965430,286.2597217926207
965460,286.25972179753137
965490,286.25972180290677
965520,286.25972180878574
965550,286.2597218152017
965580,286.2597218222137
965610,286.25972182990307
965640,286.259721838318
965670,286.25972184745046
965700,286.2597218573824
965730,286.2597218681405
965760,286.25972187978925
965790,286.2597218924172
965820,286.2597219060699
965850,286.25972192081264
965880,286.2597219366993
965910,286.2597219537946
965940,286.2597219721862
965970,286.25972199192364
966000,286.25972201307445
966030,286.2597220357266
966060,286.2597220599599
966090,286.25972208580544
966120,286.25972211337006
966150,286.2597221427306
966180,286.25972217395673
966210,286.2597222070921
966240,286.2597222422325
966270,286.25972227946465
966300,286.25972231886254
966330,286.25972236050063
966360,286.2597224044609
966390,286.2597224508057
966420,286.2597224996102
966450,286.25972255092165
966480,286.25972260480984
966510,286.25972266137774
966540,286.2597227206312
966570,286.25972278265897
966600,286.25972284754505
966630,286.25972287316887
966660,286.25972288572706
966690,286.2597228939931
966720,286.25972290092744
966750,286.259722907558
966780,286.2597229142484
966810,286.2597229212005
966840,286.2597229284627
966870,286.2597229360823
966900,286.259722944158
966930,286.2597229527419
966960,286.25972296189354
966990,286.25972297161525
967020,286.25972298194137
967050,286.2597229929273
967080,286.2597230046634
967110,286.25972301712596
967140,286.259723030322
967170,286.25972304430974
967200,286.25972305911097
967230,286.25972307471477
967260,286.2597230911527
967290,286.25972310846925
967320,286.25972312663373
967350,286.25972314566997
967380,286.25972316554135
967410,286.25972318624025
967440,286.25972320775537
967470,286.2597232300878
967500,286.25972325320623
967530,286.25972327707314
967560,286.2597233016705
967590,286.2597233269814
967620,286.25972335296063
967650,286.2597233795477
967680,286.2597234067542
967710,286.25972343445204
967740,286.25972346263126
967770,286.2597234912136
967800,286.2597235201949
967830,286.2597235494525
967860,286.2597235789378
967890,286.2597236086142
967920,286.2597236383958
967950,286.25972366818075
967980,286.259723697946
968010,286.25972372759657
968040,286.2597237570643
968070,286.25972378626665
968100,286.2597238151156
968130,286.259723843567
968160,286.2597238715513
968190,286.2597238989946
968220,286.25972392583
968250,286.2597239519989
968280,286.25972397742095
968310,286.2597240020704
968340,286.25972402585523
968370,286.25972404874796
968400,286.25972407065836
968430,286.2597240780097
968460,286.2597240804644
968490,286.2597240812764
968520,286.2597240816021
968550,286.2597240817542
968580,286.25972408181264
968610,286.2597240818046
968640,286.2597240817073
968670,286.2597240815225
968700,286.25972408122146
968730,286.25972408076245
968760,286.25972408010244
968790,286.2597240792684
968820,286.2597240781912
968850,286.25972407682684
968880,286.25972407516247
968910,286.25972407313594
968940,286.25972407065603
968970,286.25972406773116
969000,286.25972406431663
969030,286.25972406030564
969060,286.25972405568143
969090,286.259724050381
969120,286.2597240443558
969150,286.2597240375412
969180,286.25972402987026
969210,286.2597240212638
969240,286.25972401168553
969270,286.25972400103336
969300,286.2597239892864
969330,286.2597239763376
969360,286.2597239621012
969390,286.25972394653314
969420,286.25972392954765
969450,286.2597239110686
969480,286.25972389100616
969510,286.2597238693043
969540,286.2597238458694
969570,286.25972382057125
969600,286.259723793387
969630,286.2597237641871
969660,286.2597237329543
969690,286.2597236995481
969720,286.2597236639386
969750,286.25972362600504
969780,286.25972358568515
969810,286.25972354288547
969840,286.2597234975315
969870,286.25972344954596
969900,286.2597233988039
969930,286.25972334526546
969960,286.2597232888217
969990,286.2597232293928
970020,286.2597231669394
970050,286.2597231013253
970080,286.2597230325213
970110,286.25972296044245
970140,286.25972288499116
970170,286.25972280608016
970200,286.259722723661
970230,286.2597227259726
970260,286.25972272821696
970290,285.2347231604334
970320,285.5918126141801
970350,287.01373413597685
970380,289.0716106065978
970410,290.92466058277546
970440,292.4713086730939
970470,293.82498218316283
970500,295.06666729049715
970530,296.225969041071
970560,297.3019771419329
970590,298.28160069011716
970620,299.1519905948378
970650,299.9073169335543
970680,300.5508002852301
970710,301.11180102715974
970740,301.5123882155256
970770,301.6103832448413
970800,301.3662185938215
970830,300.9273868411382
970860,300.40726461862647
970890,299.86705893605154
970920,299.3151653446358
970950,298.7440611978395
970980,298.1582117948663
971010,297.56748233474127
971040,296.9821919697014
971070,296.4109145321431
971100,295.8599043253969
971130,295.33299550888995
971160,294.8319664385836
971190,294.35010538737663
971220,293.87658249473253
971250,293.4226308131008
971280,292.9970429035776
971310,292.5988231507672
971340,292.22504428345053
971370,291.87336532565865
971400,291.54147326017363
971430,291.22745472627895
971460,290.92942543377717
971490,290.6457156438376
971520,290.3749208228081
971550,290.1161461816353
971580,289.87034643161536
971610,289.63453496535067
971640,289.41858423398884
971670,289.2194470336526
971700,289.02214006576526
971730,288.8309229254697
971760,288.65245583155183
971790,288.4886926153902
971820,288.3369269306913
971850,288.1925868068714
971880,288.0554233422699
971910,287.9264946247522
971940,287.80657010204044
971970,287.69571345910526
972000,287.59343478481577
972030,287.4989782343466
972060,287.41153508446035
972090,287.3303708868813
972120,287.2548560123821
972150,287.1844692175292
972180,287.11877066483623
972210,287.057391783709
972240,287.00001023937676
972270,286.94634296822363
972300,286.8961355125627
972330,286.84915107667945
972360,286.8051731503807
972390,286.76399929830046
972420,286.7254405466641
972450,290.6068667554272
972480,291.26340297639774
972510,291.87799261878655
972540,292.54219829914
972570,293.24856221312206
972600,293.9871765708138
972630,294.74662629779095
972660,295.5144412470952
972690,296.2778809954792
972720,297.02437685215364
972750,297.7420569948024
972780,298.4199030943457
972810,299.0508190720064
972840,299.63098661875165
972870,300.1592556359005
972900,300.6356573265216
972930,301.10218357227797
972960,301.43743694983226
972990,301.7720851166006
973020,302.069062975272
973050,302.33346343435136
973080,302.5695876943805
973110,302.7812229009851
973140,302.9715517450264
973170,303.14325569456133
973200,303.29857523147746
973230,303.4393920297084
973260,303.5679012765775
973290,303.67585360048184
973320,303.7676568083615
973350,303.83602065447803
973380,303.87884656679296
973410,303.89904522659293
973440,303.90163018314627
973470,303.8916871504788
973500,303.873282555071
973530,303.84937058271277
973560,303.82185302249
973590,303.79190753151295
973620,303.7604513903309
973650,303.7278983718187
973680,303.694661058958
973710,303.66102993578704
973740,303.6272255664906
973770,303.593448347154
973800,303.5598219387934
973830,303.5264670933055
973860,303.4934938497264
973890,303.4609386653981
973920,303.4288607164691
973950,303.39728106057396
973980,303.3662283678729
974010,303.3357189857919
974040,303.3057570814348
974070,303.2763507975779
974100,303.24750036687806
974130,303.2192081621485
974160,303.19147235154185
974190,303.1642939831422
974220,303.1376712342599
974250,303.11160420499687
974280,303.0860922726092
974310,303.06113544321306
974340,303.0367333113711
974370,303.0128858956861
974400,302.9895926022087
974430,302.9668529679867
974460,302.9446656750766
974490,302.9230292893549
974520,302.9019412724966
974550,302.8813988120126
974580,302.8613978103838
974610,302.84193380777197
974640,302.823000981698
974670,302.8045931211028
974700,302.78670266826043
974730,302.76932171126174
974760,302.7524410736612
974790,302.73605131513887
974820,302.7201418534899
974850,302.70470196768946
974880,302.6897199284148
974910,302.67518402151876
974940,302.66108165075093
974970,302.6474004042076
975000,302.63412713481597
975030,302.6212490089134
975060,302.6087525861415
975090,302.5966248885725
975120,302.58485239090373
975150,302.5734222026512
975180,302.56232089934707
975210,302.5515358650794
975240,302.5410539356979
975270,302.5308629154398
975300,302.5209500344725
975330,302.5113036240148
975360,302.5019114188342
975390,302.49276235334725
975420,302.4838447531027
975450,302.4751482111147
975480,302.46666170577555
975510,302.45837552918215
975540,302.4502793533744
975570,302.442364199979
975600,302.4346204580571
975630,302.427039941288
975660,302.41961385892074
975690,302.4123347127388
975720,302.4051941674543
975750,302.39818522836265
975780,302.391300210343
975810,302.3845330300457
975840,302.37787694872657
975870,302.37132683874034
975900,302.3648767998682
975930,302.3585224947612
975960,302.3522586740324
975990,302.34608165623695
976020,302.3399867196784
976050,302.33397076715374
976080,302.32802952676457
976110,302.3221604457774
976140,302.3163596373273
976170,302.3106250648199
976200,302.30495316134096
976230,302.29934238367076
976260,302.2937894163217
976290,302.2882931923519
976320,302.2828505755208
976350,302.2774609650109
976380,302.27212132830175
976410,302.2668315283143
976440,302.2615885581482
976470,302.25639275211984
976500,302.2512410384959
976530,302.2461342533393
976560,302.2410691719804
976590,302.23604713792827
976620,302.2310647233237
976650,302.22612376819495
976680,302.2212206071558
976710,302.21635754761445
976740,302.2115306865225
976770,302.20674274604266
976800,302.20198960530695
976830,302.19727434253645
976860,302.1925926456012
976890,302.18794790319606
976920,302.1833357033973
976950,302.1787597918012
976980,302.17421568779935
977010,302.1697072793074
977040,302.16522984759547
977070,302.1607871926356
977100,302.15637425586755
977130,302.1519947236721
977160,302.14764380270236
977190,302.1433259929969
977220,302.13903727516805
977250,302.1347826068562
977280,302.1305581414386
977310,302.1263687142196
977340,302.1222097662985
977370,302.118084836775
977400,302.1139882693329
977430,302.1099230648555
977460,302.1058836205491
977490,302.10187266049167
977520,302.0978845406178
977550,302.0939217171102
977580,302.08997859714924
977610,302.0860574063151
977640,302.08215266641963
977670,302.0782663994027
977700,302.07439328719624
977730,302.07053516560853
977760,302.0666869123072
977790,302.0628501901523
977820,302.059020101594
977850,302.0551981472578
977880,302.05137967837504
977910,302.04756604204687
977940,302.04375285807356
977970,302.03994132685006
978000,302.036127340776
978030,302.0323120207257
978060,302.02849142252836
978090,302.024666681831
978120,302.020834067338
978150,302.01699460879775
978180,302.01314488066834
978210,302.0092857857125
978240,302.00541421102963
978270,302.0015309289931
978300,301.9976331450643
978330,301.99372149750167
978360,301.98979351359634
978390,301.98584969381716
978420,301.98188788878616
978450,301.9779084568968
978480,301.97390957262127
978510,301.9698914472182
978540,301.9658525789011
978570,301.9617930261728
978600,301.95771161034116
978630,301.9536082312105
978660,301.94948203206746
978690,301.945332747947
978720,301.94115984260503
978750,301.9369628802662
978780,301.93274162072095
978810,301.92849555868617
978840,301.92422458657006
978870,301.91992816925824
978900,301.91560645593296
978930,301.91125872958605
978960,301.9068854408604
978990,301.9024856809923
979020,301.89806020591834
979050,301.8936079092302
979080,301.8891298484126
979110,301.8846247108562
979140,301.88009385110723
979170,301.87553574784977
979200,301.87095205754616
979230,301.8657927592441
979260,301.8591100036378
979290,301.8508727370135
979320,301.84108674272096
979350,301.82970421079926
979380,301.8167287453253
979410,301.80218626277406
979440,301.7860981959896
979470,301.7684871720507
979500,301.7493774924106
979530,301.7287960223782
979560,301.7067729876532
979590,301.6833424833756
979620,301.65854261503875
979650,301.63241521578357
979680,301.60500525023775
979710,301.57635994575514
979740,301.54652808577913
979770,301.5155595210399
979800,301.4835047292047
979830,301.45041439757955
979860,301.41633904923356
979890,301.3813287155355
979920,301.34543265316677
979950,301.30869910237254
979980,301.27117508345907
980010,301.2329062286471
980040,301.1939366127322
980070,301.154308769179
980100,301.1140634536166
980130,301.07323965172344
980160,301.03187455310285
980190,300.9900035203423
980220,300.9476600816827
980250,300.9048759412276
980280,300.8616810023529
980310,300.81810340198086
980340,300.77416955375884
980370,300.7299041815632
980400,300.685330359911
980430,300.64046965749645
980460,300.5953423694052
980490,300.5483255963723
980520,300.5037847244758
980550,300.4745490747028
980580,300.45255254557196
980610,300.428066037001
980640,300.3661914902917
980670,300.29147253290085
980700,300.22026800768407
980730,300.16739960799396
980760,300.1233363890098
980790,300.07634757658695
980820,300.0292827428464
980850,299.982203110409
980880,299.935071872062
980910,299.8878816984758
980940,299.8406291635499
980970,299.793312183084
981000,299.74592952810747
981030,299.698480936002
981060,299.65096695418015
981090,299.6033883182699
981120,299.5557461408304
981150,299.50804196153643
981180,299.4602774533504
981210,299.41245427064075
981240,299.36457417346816
981270,299.31663912560003
981300,299.268651281493
981330,299.22061298481606
981360,299.17252678715323
981390,299.1243954283467
981420,299.07622179384964
981450,299.02800888187267
981480,298.9797597890214
981510,298.9314777000154
981540,298.8831658529614
981570,298.8348275258718
981600,298.7864660271928
981630,298.73808468265827
981660,298.6896868209217
981690,298.64127575992393
981720,298.59285456223023
981750,298.5444268535944
981780,298.49599804086
981810,298.4475753811317
981840,298.3991670316842
981870,298.35078050644626
981900,298.3024213390838
981930,298.2542122652906
981960,298.2063814190951
981990,298.1587405213263
982020,298.11108048833125
982050,298.063247647297
982080,298.01517812394957
982110,297.9669094908619
982140,297.9185202142739
982170,297.87010217626914
982200,297.8217528882298
982230,297.7735647290065
982260,297.72561528052785
982290,297.6779563339054
982320,297.6306107400954
982350,297.5835712451572
982380,297.53681200507407
982410,297.49029509540645
982440,297.4439755445751
982470,297.3978097874392
982500,297.35178692939337
982530,297.30591976418634
982560,297.26012457425054
982590,297.21432679885976
982620,297.1684860733543
982650,297.1225893319468
982680,297.0766373940878
982710,297.0306365545559
982740,296.98459670240203
982770,296.9385320100513
982800,296.8924599659199
982830,296.8469816341172
982860,296.8029922876166
982890,296.7606096555297
982920,296.71990067006533
982950,296.6809110803617
982980,296.6436642410469
983010,296.6081606348905
983040,296.57438111985505
983070,296.54229700328045
983100,296.5118597002234
983130,296.4830149815718
983160,296.4557039707294
983190,296.4298667895269
983220,296.40544366688863
983250,296.3823726451376
983280,296.3605845315669
983310,296.34000763321006
983340,296.32057147412564
983370,296.30220691149106
983400,296.2848465070744
983430,296.2684248466632
983460,296.25287880659283
983490,296.23814773181164
983520,296.22417353483445
983550,296.21090073456577
983580,296.19827646662236
983610,296.18625048809525
983640,296.1747751814407
983670,296.1638055501836
983700,296.1532992000163
983730,296.143216301436
983760,296.13351953411654
983790,296.12417401623804
983820,296.1151472229063
983850,296.10640889711857
983880,296.09793095560207
983910,296.08968794021865
983940,296.08165804323556
983970,296.07382287381034
984000,296.0661660429877
984030,296.05867149762446
984060,296.0513230405495
984090,296.0441047847935
984120,296.0370017036419
984150,296.0299999029847
984180,296.0230866629389
984210,296.0162503811826
984240,296.0094804918264
984270,296.00276738031
984300,295.99610229657196
984330,295.9894772695018
984360,295.9828850287018
984390,295.97631893832096
984420,295.9697729434268
984450,295.96324152563983
984480,295.95671966364546
984510,295.9502027954012
984540,295.943686780841
984570,295.9371678653452
984600,295.93064264474697
984630,295.92410819464436
984660,295.9175620323041
984690,295.91100192824103
984720,295.90442537951003
984750,295.89777541588313
984780,295.89074177060587
984810,295.88319248884767
984840,295.8755283826522
984870,295.8681929667287
984900,295.8613149328441
984930,295.854827341909
984960,295.848547498508
984990,295.84234618389746
985020,295.8361026690005
985050,295.82977808021286
985080,295.82335179385217
985110,295.8168296339408
985140,295.8102252563676
985170,295.8035507285112
985200,295.7968137610465
985230,295.7900215165683
985260,295.7831791715516
985290,295.77629068837206
985320,295.76935945626735
985350,295.76238866578797
985380,295.75538137355375
985410,295.7483404896425
985440,295.7412687298244
985470,295.73416859503016
985500,295.7270423664437
985530,295.7198921183029
985560,295.71271973486114
985590,295.7055269291003
985620,295.69831525889936
985650,295.69108614122536
985680,295.68384086408804
985710,295.67658073197066
985740,295.66930669208625
985770,295.6620196714756
985800,295.654720530803
985830,295.6474100570074
985860,295.6400889641795
985890,295.6327578984186
985920,295.6254174432595
985950,295.6180681264518
985980,295.6107104263008
986010,295.603344776136
986040,295.59597156900855
986070,295.5885911621622
986100,295.5812038811164
986130,295.57381002338497
986160,295.5664098618818
986190,295.5590036480554
986220,295.55159161477246
986250,295.54417397895634
986280,295.5367509439765
986310,295.5293227004026
986340,295.5218894331658
986370,295.5144513159784
986400,295.507008516733
986430,295.49956144248387
986460,295.492110631439
986490,295.4846564841596
986520,295.4771994083938
986550,295.4697398562437
986580,295.4622782358674
986610,295.4548147938132
986640,295.4473495412567
986670,295.43988224928194
986700,295.4324125005325
986730,295.4249397593033
986760,295.4174634460116
986790,295.4099829764379
986820,295.40249778658176
986850,295.3950073383701
986880,295.38751111743636
986910,295.3800086297386
986940,295.3724994001649
986970,295.36498297366063
987000,295.35745891805107
987030,295.3499268274158
987060,295.3423863251314
987090,295.3348370661167
987120,295.32727873816873
987150,295.319711062483
987180,295.31213379354085
987210,295.3045467185434
987240,295.29694965654255
987270,295.2893424573749
987300,295.2817250004675
987330,295.274097193558
987360,295.2664589713635
987390,295.2588102942144
987420,295.2511511466795
987450,295.2434815361937
987480,295.23580149171084
987510,295.2281110623894
987540,295.22041031632915
987570,295.2126993393643
987600,295.20497823392134
987630,295.19724711794674
987660,295.1895061239054
987690,295.1817553978532
987720,295.17399509857745
987750,295.16622539680355
987780,295.15844647441037
987810,295.1506585240753
987840,295.14286174869625
987870,295.1350563607292
987900,295.1272425817564
987930,295.1194206421915
987960,295.1115907810874
987990,295.1037532459424
988020,295.09590829241523
988050,295.08805618413885
988080,295.08019719225854
988110,295.07233159130266
988140,295.0644596723458
988170,295.0565815864003
988200,295.0486974443799
988230,295.04080741033533
988260,295.03291162072327
988290,295.0250101720683
988320,295.0171031728568
988350,295.0091908055328
988380,295.0012733607683
988410,294.99335123318843
988440,294.9854248883418
988470,294.9774948192997
988500,294.96956150869875
988530,294.9616254040896
988560,294.9536869069296
988590,294.9457463713471
988620,294.9378041079457
988650,294.9298603890372
