time,hvac_reaZonCor_TZon_y
954480,293.20011079812303
954510,293.1996043528594
954540,293.1990970880584
954570,293.1985890640489
954600,293.1980803385445
954630,293.1975709667692
954660,293.19706100158066
954690,293.19655049358926
954720,293.19603949127014
954750,293.1955280410743
954780,293.19501618753026
954810,293.1945039733432
954840,293.1939914394791
954870,293.19347862527707
954900,293.1929655685347
954930,293.1924523055697
954960,293.19193887129904
954990,293.1914252993156
955020,293.1909116219577
955050,293.1903978703749
955080,293.18988407459096
955110,293.1893702635631
955140,293.18885646523813
955170,293.1883427066069
955200,293.1878290137548
955230,293.1873154119098
955260,293.18680192548993
955290,293.18628857814423
955320,293.18577539279715
955350,293.185262391685
955380,293.18474959639553
955410,293.18423702790153
955440,293.18372470633756
955470,293.18321265259067
955500,293.1827008846238
955530,293.1821894218343
955560,293.18167828265126
955590,293.1811674849668
955620,293.1806570462811
955650,293.1801469837134
955680,293.179637314014
955710,293.1791280535836
955740,293.1786192184902
955770,293.17811082449015
955800,293.1776028870421
955830,293.17709542132513
955860,293.17658844225303
955890,293.17608196448776
955920,293.175576002456
955950,293.17507057035766
955980,293.17456568218057
956010,293.17406135171245
956040,293.17355759254866
956070,293.1730544181049
956100,293.17255184162514
956130,293.1720498761916
956160,293.17154853473215
956190,293.171047830029
956220,293.17054777472595
956250,293.1700483813349
956280,293.169549662243
956310,293.16905162971943
956340,293.16855429591914
956370,293.16805767289117
956400,293.16756177258173
956430,293.1670666068403
956460,293.1665721874233
956490,293.16607852599896
956520,293.1655856341518
956550,293.16509352338596
956580,293.1646022051286
956610,293.1641116907338
956640,293.1636219914861
956670,293.163133118602
956700,293.1626450832355
956730,293.16215789647845
956760,293.1616715693636
956790,293.1611861128682
956820,293.16070153791577
956850,293.1602178553773
956880,293.15973507607526
956910,293.15925321078373
956940,293.1587722702318
956970,293.1582922651058
957000,293.15781320604907
957030,293.1573351036659
957060,293.156857968523
957090,293.1563818111508
957120,293.1559066420466
957150,293.15543247167585
957180,293.15495931047445
957210,293.154487168853
957240,293.1540160568105
957270,293.1535459862862
957300,293.1530769656004
957330,293.15260900593813
957360,293.1521421177633
957390,293.15167631141543
957420,293.1512115973499
957450,293.15074798628643
957480,293.1502854890111
957510,293.1498241142932
957540,293.1493638708509
957570,293.1489047676386
957600,293.14844681381805
957630,293.1479896286949
957660,293.14753281479267
957690,293.1470764462463
957720,293.1466206824822
957750,293.1461656924621
957780,293.1457116539174
957810,293.1452587527717
957840,293.144807180335
957870,293.1443571305504
957900,293.14390879770775
957930,293.14346237459483
957960,293.14301805104617
957990,293.1425759936524
958020,293.1421364164746
958050,293.14169947537897
958080,293.14126535128645
958110,293.14083420833026
958140,293.1404062063378
958170,293.1399814979229
958200,293.1395602307612
958230,293.1391425475261
958260,293.13872858662313
958290,293.1383184825172
958320,293.1379123662664
958350,293.1375103659614
958380,293.1371126072268
958410,293.1367192136832
958440,293.13633030742585
958470,293.13594600947135
958500,293.13556644020906
958530,293.13519171981426
958560,293.1348219686633
958590,293.13445730770906
958620,293.1340978588509
958650,293.13374374526614
958680,293.1333950917357
958710,293.13305202492154
958740,293.1327146736473
958770,293.1323831691115
958800,293.132057645123
958830,293.131738238229
958860,293.13142508792026
958890,293.13111833661645
958920,293.1308181299071
958950,293.130524616223
958980,293.1302379474023
959010,293.1299582773815
959040,293.12968576443825
959070,293.1294205658057
959100,293.12916341534833
959130,293.1289137516815
959160,293.1286719043606
959190,293.1284380617692
959220,293.12821359400454
959250,293.1279972720495
959280,293.1277884760039
959310,293.1275882416874
959340,293.1273967268828
959370,293.1272141404683
959400,293.1270406253897
959430,293.1268761927095
959460,293.1267202181096
959490,293.12657018767754
959520,293.1264227777686
959550,293.12627474984754
959580,293.1261233627045
959610,293.12596648241185
959640,293.12580255332546
959670,293.12563051695616
959700,293.12544972298934
959730,293.12525984727233
959760,293.12506081970844
959790,293.1248527654693
959820,293.1246359569219
959850,293.1244107715749
959880,293.12417766177776
959910,293.12393713065933
959940,293.12368970909444
959970,293.12343594113366
960000,293.12317637140455
960030,293.1229115367457
960060,293.12264195491275
960090,293.1223681213002
960120,293.12209050462803
960150,293.12180954395643
960180,293.12152564674534
960210,293.12123918776183
960240,293.12095050868015
960270,293.1206599182463
960300,293.12036769289983
960330,293.1200740777637
960360,293.11977928407015
960390,293.11948349999665
960420,293.11918688579766
960450,293.1188895764039
960480,293.1185916834985
960510,293.1182932974934
960540,293.1179944894721
960570,293.1176953119541
960600,293.11739580363627
960630,293.11709598912927
960660,293.1167958809317
960690,293.1164954811573
960720,293.1161947831205
960750,293.1158937728059
960780,293.11559243022936
960810,293.1152907306914
960840,293.11498864592414
960870,293.1146861451345
960900,293.1143831959461
960930,293.11407976524646
960960,293.1137758199423
960990,293.11347132763296
961020,293.1131662572074
961050,293.11286057937434
961080,293.1125542671345
961110,293.1122472962039
961140,293.11193964539905
961170,293.1116312969928
961200,293.1113222370533
961230,293.1110129716152
961260,293.1107041039909
961290,293.11039578731953
961320,293.1100881771299
961350,293.1097814854723
961380,293.1094759701672
961410,293.10917189936174
961440,293.1088695486036
961470,293.10856919225876
961500,293.1082710980778
961530,293.1079755238934
961560,293.107682715764
961590,293.1073929070851
961620,293.10710631833285
961650,293.1068231572077
961680,293.1065436195292
961710,293.1062678889201
961740,293.1059961375413
961770,293.10572852678223
961800,293.10546520784425
961830,293.10520632095415
961860,293.1049519975429
961890,293.1047023607819
961920,293.1044575254588
961950,293.10421759805337
961980,293.1039826777787
962010,293.10375285431354
962040,293.103528209458
962070,293.1033088169301
962100,293.1030947422274
962130,293.1028860424938
962160,293.10268276637345
962190,293.10248495384945
962220,293.10229263607073
962250,293.10210583517295
962280,293.1019245612519
962310,293.1017488174741
962340,293.1015785969263
962370,293.1014138816707
962400,293.1012546443113
962430,293.10110084645436
962460,293.1009524395267
962490,293.1008093635166
962520,293.10067154809497
962550,293.10053891102575
962580,293.10041135955396
962610,293.1002887888322
962640,293.100171084909
962670,293.10005812188865
962700,293.0999497623423
962730,293.09984585564195
962760,293.0997462391173
962790,293.0996507368027
962820,293.09955916017594
962850,293.09947130759844
962880,293.0993869637031
962910,293.09930590035196
962940,293.09922787597066
962970,293.09915037073324
963000,293.0990698104929
963030,293.09898276551183
963060,293.09888640093027
963090,293.09877851539085
963120,293.0986576001213
963150,293.09852274853506
963180,293.0983735403996
963210,293.09820993914644
963240,293.0980322010453
963270,293.0978408000002
963300,293.0976363711001
963330,293.0974196612237
963360,293.0971914898093
963390,293.0969527218618
963420,293.0967042427793
963450,293.0964469399879
963480,293.0961816887719
963510,293.09590934146706
963540,293.0956307193439
963570,293.09534660664804
963600,293.0950577463649
963630,293.0947648373636
963660,293.094468532638
963690,293.09416943841865
963720,293.09386811397184
963750,293.0935650719373
963780,293.0932607790832
963810,293.0929556573826
963840,293.0926500853294
963870,293.09234439943305
963900,293.09203889583773
963930,293.0917338320286
963960,293.09142942858637
963990,293.09112587096837
964020,293.0908233112924
964050,293.09052187011
964080,293.09022163815183
964110,293.0899226780384
964140,293.0896250259493
964170,293.0893286932414
964200,293.08903366801627
964230,293.08873991663324
964260,293.08844738516314
964290,293.0881560007869
964320,293.08786567313507
964350,293.08757629557005
964380,293.08728774641213
964410,293.0869998901085
964440,293.0867125783501
964470,293.086425640776
964500,293.08613891399204
964530,293.08585221938375
964560,293.0855653683563
964590,293.0852781639754
964620,293.08499040203213
964650,293.08470187193217
964680,293.08441235748097
964710,293.0841216371701
964740,293.0838294845601
964770,293.0835356704998
964800,293.0832399631781
964830,293.08294260103344
964860,293.0826438973026
964890,293.0823436889726
964920,293.0820417697105
964950,293.0817379162306
964980,293.0814319584364
965010,293.08112373536824
965040,293.0808130963429
965070,293.08049990100466
965100,293.08018401901916
965130,293.07986532976884
965160,293.07954372212004
965190,293.0792190942436
965220,293.0788913534544
965250,293.0785604160439
965280,293.0782262070927
965310,293.07788866025487
965340,293.07754771751104
965370,293.07720332889687
965400,293.0768554522061
965430,293.07650405267634
965460,293.0761491026615
965490,293.0757905812954
965520,293.0754284741526
965550,293.0750627729087
965580,293.0746934750043
965610,293.0743205833155
965640,293.07394410583305
965670,293.07356405535154
965700,293.0731804491697
965730,293.0727933088041
965760,293.0724026597153
965790,293.0720085310478
965820,293.07161095538333
965850,293.07120996850796
965880,293.07080560919223
965910,293.07039791898444
965940,293.0699869420163
965970,293.0695727248218
966000,293.06915531616625
966030,293.06873476688776
966060,293.0683111297488
966090,293.06788445929817
966120,293.06745481174187
966150,293.06702224482405
966180,293.0665868177154
966210,293.06614859091036
966240,293.06570762613103
966270,293.06526398623856
966300,293.0648177351514
966330,293.0643689377688
966360,293.0639176599006
966390,293.0634639682024
966420,293.0630079301155
966450,293.062549613811
966480,293.0620890881389
966510,293.06162642258107
966540,293.06116168720723
966570,293.060694952635
966600,293.06022628999295
966630,293.05975577105585
966660,293.0592834677587
966690,293.0588094525304
966720,293.0583337982156
966750,293.05785657803335
966780,293.05737786554903
966810,293.0568977346516
966840,293.05641625953456
966870,293.0559335146778
966900,293.0554495748319
966930,293.05496451500346
966960,293.0544784104417
966990,293.0539913366266
967020,293.05350336925756
967050,293.0530145842427
967080,293.05252505769005
967110,293.05203486589926
967140,293.05154408535356
967170,293.0510527927125
967200,293.0505610648058
967230,293.05006897862785
967260,293.0495766113318
967290,293.0490840402251
967320,293.0485913427656
967350,293.048098596557
967380,293.04760587934595
967410,293.0471132690186
967440,293.0466208435981
967470,293.0461286812416
967500,293.04563686023886
967530,293.0451454590098
967560,293.0446545561032
967590,293.04416423019484
967620,293.0436745600868
967650,293.0431856247063
967680,293.04269750310453
967710,293.0422102744567
967740,293.04172401806073
967770,293.0412388133376
967800,293.0407547398306
967830,293.04027187720607
967860,293.0397903052523
967890,293.0393101038808
967920,293.03883135312594
967950,293.0383541331458
967980,293.0378785242219
968010,293.0374046067609
968040,293.03693246130877
968070,293.03646216898164
968100,293.0359938106807
968130,293.0355274673221
968160,293.0350632199183
968190,293.0346011496049
968220,293.03414133765045
968250,293.03368386545975
968280,293.03322881457547
968310,293.03277626667864
968340,293.03232630359037
968370,293.0318790066746
968400,293.0314344578342
968430,293.0309926042856
968460,293.0305533455045
968490,293.030116679547
968520,293.02968259895397
968550,293.02925107300183
968580,293.02882205418666
968610,293.0283954843661
968640,293.0279712988755
968670,293.0275494294268
968700,293.0271298061706
968730,293.0267123591286
968760,293.0262970191643
968790,293.02588371862157
968820,293.0254723917327
968850,293.02506297486354
968880,293.0246554066482
968910,293.0242496280473
968940,293.0238455823544
968970,293.02344321516927
969000,293.0230424743475
969030,293.02264330993603
969060,293.02224567410053
969090,293.02184952104733
969120,293.0214548069427
969150,293.0210614898322
969180,293.02066952955903
969210,293.0202788876847
969240,293.01988952741056
969270,293.0195014135014
969300,293.0191145122119
969330,293.0187287912132
969360,293.0183442062707
969390,293.01796069747957
969420,293.0175782032202
969450,293.01719666453994
969480,293.0168160262645
969510,293.01643623703563
969540,293.0160572490331
969570,293.0156790176348
969600,293.0153015010926
969630,293.0149246602445
969660,293.01454845826464
969690,293.0141728604445
969720,293.01379783400085
969750,293.01342334790775
969780,293.01304937274574
969810,293.01267588056726
969840,293.01230284477464
969870,293.01193024000986
969900,293.01155804205416
969930,293.0111862277354
969960,293.01081477484297
969990,293.01044366204997
970020,293.01007286884044
970050,293.00970237544277
970080,293.009332162767
970110,293.0089622123472
970140,293.0085925062877
970170,293.00822302721286
970200,293.00785375822045
970230,293.00748474339224
970260,293.0071158970581
970290,292.94407157888156
970320,292.83063121428626
970350,292.7593092518865
970380,292.7326059175405
970410,292.74187871590675
970440,292.78054965619
970470,292.8436830110917
970500,292.92719153747106
970530,293.0273203176375
970560,293.1404099665691
970590,293.26306625462564
970620,293.3924497073403
970650,293.5268817674259
970680,293.66440045570727
970710,293.80698450920494
970740,293.8954533757459
970770,293.96496965794415
970800,294.0199167637524
970830,294.0618684251655
970860,294.09149218135366
970890,294.1095941565595
970920,294.11669361053947
970950,294.11364960727093
970980,294.10158496805525
971010,294.08167622544414
971040,294.05507677917666
971070,294.0228711748954
971100,293.9860462349744
971130,293.94547113127686
971160,293.9018977404687
971190,293.8563790059445
971220,293.8088078174692
971250,293.7595008318511
971280,293.708841642648
971310,293.6570897676519
971340,293.6043941334461
971370,293.5507177541251
971400,293.4958615485605
971430,293.4403117477547
971460,293.3849641066489
971490,293.3304116365695
971520,293.27698716592505
971550,293.22499901460543
971580,293.17469865043284
971610,293.12615084243816
971640,293.07061468356164
971670,293.00895895242655
971700,292.94790054165003
971730,292.88986373692876
971760,292.83535750713827
971790,292.7842780880944
971820,292.7362132751906
971850,292.6908278576962
971880,292.64797267021277
971910,292.6075446894039
971940,292.56945168806385
971970,292.5335996434029
972000,292.49988993245313
972030,292.4682211653892
972060,292.43848713778556
972090,292.4105842251097
972120,292.38440877074197
972150,292.35985923475374
972180,292.3368368127807
972210,292.3152461844945
972240,292.294995768338
972270,292.2759982140951
972300,292.2581705225063
972330,292.2414339169827
972360,292.22571409923523
972390,292.21094096901925
972420,292.197598611
972450,292.1861846364227
972480,292.1771018296881
972510,292.17012808068887
972540,292.1659441245835
972570,292.1643141216507
972600,292.16471047154744
972630,292.1667564133789
972660,292.1701589434752
972690,292.17468133312343
972720,292.1800998539693
972750,292.18619805706817
972780,292.19275823074304
972810,292.1995527173349
972840,292.2063373512074
972870,292.2128513618846
972900,292.2188255754194
972930,292.2241649852829
972960,292.22919758726266
972990,292.2343268200826
973020,292.2398255865799
973050,292.2458607221029
973080,292.25247412600135
973110,292.2596306255236
973140,292.2672361004618
973170,292.27517048497816
973200,292.2833056790539
973230,292.2915189405328
973260,292.30032633637813
973290,292.35495113636154
973320,292.4146780811277
973350,292.46877212513823
973380,292.51783142419237
973410,292.56241546354414
973440,292.60305978273885
973470,292.6402550732288
973500,292.674434729892
973530,292.70597918332726
973560,292.7352126078566
973590,292.76240871620735
973620,292.7878177003233
973650,292.8116312840631
973680,292.8340266771479
973710,292.85514042816334
973740,292.87508829618855
973770,292.893983830945
973800,292.9119054396463
973830,292.9289289554341
973860,292.94512931234414
973890,292.9605475861074
973920,292.9752343654201
973950,292.98922220290007
973980,293.00254547845685
974010,293.0152318850962
974040,293.02730207517413
974070,293.0387762194969
974100,293.04967041411754
974130,293.0599992652382
974160,293.0697756953361
974190,293.0790117037427
974220,293.0877183847159
974250,293.0959067129285
974280,293.1035874338409
974310,293.1107714513929
974340,293.11746994273847
974370,293.1236945094636
974400,293.12945725553936
974430,293.13477086830136
974460,293.13964863846235
974490,293.14410448947797
974520,293.1481529564723
974550,293.15180917494786
974580,293.15508883074
974610,293.1580081184539
974640,293.16058367201134
974670,293.1628325016969
974700,293.16477191300277
974730,293.166419430271
974760,293.1677926997226
974790,293.1689093183431
974820,293.1697868153262
974850,293.17044270287033
974880,293.17089434688745
974910,293.1711588707063
974940,293.1712530628774
974970,293.17119329238926
975000,293.1709954342623
975030,293.1706748029949
975060,293.1702460966147
975090,293.1697233482319
975120,293.169119887905
975150,293.16844831102947
975180,293.1677204570914
975210,293.1669473934011
975240,293.1661394088594
975270,293.1653060112411
975300,293.1644559338087
975330,293.1635971440743
975360,293.16273686093547
975390,293.16188157275366
975420,293.1610370626415
975450,293.1602084337056
975480,293.15940014600443
975510,293.1586160617176
975540,293.1578594660451
975570,293.15713308445316
975600,293.156439124365
975630,293.15577931485495
975660,293.15515493750837
975690,293.1545668498916
975720,293.1540155264183
975750,293.15350109873145
975780,293.1530233959819
975810,293.15258197919695
975840,293.15217617711335
975870,293.1518051160749
975900,293.15146774987863
975930,293.151162885681
975960,293.15088920970953
975990,293.15064530970704
976020,293.1504296970407
976050,293.1502408258937
976080,293.15007711191197
976110,293.1499369482312
976140,293.1498187208002
976170,293.1497208213822
976200,293.14964165976255
976230,293.14957967393707
976260,293.1495333394722
976290,293.1495011771397
976320,293.1494817597371
976350,293.14947371745257
976380,293.14947574247105
976410,293.14948659236086
976440,293.1495050927967
976470,293.1495301392515
976500,293.1495606981724
976530,293.14959580720546
976560,293.1496345751952
976590,293.149676181278
976620,293.14971987371894
976650,293.14976496825346
976680,293.1498108461509
976710,293.14985695194844
976740,293.149902790767
976770,293.1499479259662
976800,293.1499919755478
976830,293.15003461024105
976860,293.1500755488468
976890,293.15011455715944
976920,293.1501514420072
976950,293.1501860512051
976980,293.1502182664187
977010,293.1502480050228
977040,293.1502752118957
977070,293.1502998631718
977100,293.15032195669465
977130,293.15034151776274
977160,293.15035858808193
977190,293.1503732333298
977220,293.15038552974056
977250,293.1503955728385
977280,293.15040346128416
977310,293.15040930897584
977340,293.1504132261591
977370,293.15041533646706
977400,293.150415756
977430,293.1504146123865
977460,293.15041202195357
977490,293.15040811137874
977520,293.15040299362033
977550,293.15039679183667
977580,293.15038961350524
977610,293.150381576359
977640,293.15037278072936
977670,293.1503633373291
977700,293.15035333794566
977730,293.1503428849528
977760,293.15033206048895
977790,293.15032095758727
977820,293.1503096479628
977850,293.1502982146531
977880,293.1502867185231
977910,293.1502752323093
977940,293.1502638059371
977970,293.15025250186505
978000,293.1502413591409
978030,293.15023043093925
978060,293.15021974494397
978090,293.15020934583595
978120,293.15019925131924
978150,293.15018949750686
978180,293.15018009342464
978210,293.15017106739424
978240,293.15016242067173
978270,293.1501541747724
978300,293.1501463241706
978330,293.1501388845745
978360,293.15013184470337
978390,293.15012521544264
978420,293.1501189807643
978450,293.15011314767867
978480,293.1501076963662
978510,293.1501026308507
978540,293.1500979284034
978570,293.150093590873
978600,293.15008959341543
978630,293.15008593642665
978660,293.15008259364475
978690,293.150079564639
978720,293.15007682232687
978750,293.1500743659786
978780,293.15007216804725
978810,293.15007022870896
978840,293.15006852013704
978870,293.15006704520897
978900,293.1500657776749
978930,293.1500647219016
978960,293.1500638517353
978990,293.15006317047454
979020,293.15006264907004
979050,293.15006228662173
979080,293.1500620483705
979110,293.15006192710575
979140,293.15006188137204
979170,293.1500618981702
979200,293.15006193171325
979230,293.15030341744097
979260,293.1510291399886
979290,293.1521632680231
979320,293.1536399807299
979350,293.15543281104414
979380,293.1575007692773
979410,293.1597987352572
979440,293.1622895158264
979470,293.16493746253167
979500,293.16770914030053
979530,293.17057358167006
979560,293.1735022464136
979590,293.1764689675485
979620,293.17944990679405
979650,293.1824235097779
979680,293.1853704491934
979710,293.18827354212317
979740,293.19111767455655
979770,293.1938897217196
979800,293.1965784572088
979830,293.1991744508337
979860,293.2016699168886
979890,293.2040586098212
979920,293.2063357485363
979950,293.20849792691786
979980,293.21054300967893
980010,293.21247002197373
980040,293.21427904176574
980070,293.21597108411595
980100,293.2175480007017
980130,293.2190123794811
980160,293.2203674472994
980190,293.2216169769258
980220,293.2227651991023
980250,293.22381671984493
980280,293.2247764433634
980310,293.2256495004751
980340,293.2264411825987
980370,293.2271568787953
980400,293.22780201160816
980430,293.228381999847
980460,293.2289022413444
980490,293.22936811924086
980520,293.2297849572798
980550,293.23015798620196
980580,293.2304922784076
980610,293.2307926790577
980640,293.2310636743914
980670,293.23130935948564
980700,293.2315331919147
980730,293.23173856243176
980760,293.23192879098127
980790,293.2321067864714
980820,293.2322754095504
980850,293.23243777295255
980880,293.2325961855754
980910,293.23275293610175
980940,293.2329102161307
980970,293.2330700135311
981000,293.2332341337787
981030,293.2334040391978
981060,293.2335811713886
981090,293.2337669507365
981120,293.2339625543442
981150,293.234168953927
981180,293.23438692681736
981210,293.23461708870127
981240,293.2348599151101
981270,293.23511577333414
981300,293.23538494708055
981330,293.2356676495097
981360,293.23596402690777
981390,293.23627413716815
981420,293.236598073858
981450,293.23693597046133
981480,293.2372879417933
981510,293.23765405010533
981540,293.23803430467706
981570,293.23842867266023
981600,293.2388370896609
981630,293.2392594673497
981660,293.2396956987627
981690,293.24014566229397
981720,293.24060918562054
981750,293.2410860794831
981780,293.2415761591408
981810,293.2420792041222
981840,293.2425949580345
981870,293.2431231449444
981900,293.243663495086
981930,293.2438631404199
981960,293.24196212149747
981990,293.23650540266425
982020,293.2276163256513
982050,293.2165207916792
982080,293.20474889942324
982110,293.19351763122245
982140,293.18357170035654
982170,293.17525363611924
982200,293.1686080658928
982230,293.1635222378153
982260,293.1597897831242
982290,293.15717466381244
982320,293.15544936655584
982350,293.1543963278986
982380,293.15383525592756
982410,293.1536167218696
982440,293.1536187778489
982470,293.15374907911644
982500,293.15393898322736
982530,293.1541392420838
982560,293.1543154222706
982590,293.15444888826266
982620,293.15453579237345
982650,293.1545816003699
982680,293.154595428699
982710,293.1545858799589
982740,293.15455992593985
982770,293.15452251091364
982800,293.1544770867194
982830,293.1542181991791
982860,293.15368710705246
982890,293.1530648262953
982920,293.152453459753
982950,293.15190776084125
982980,293.1514532826402
983010,293.15109166577815
983040,293.1508158216168
983070,293.15061540025073
983100,293.15047489572055
983130,293.1503811514618
983160,293.15032265069846
983190,293.1502894381473
983220,293.1502735533823
983250,293.1502693059064
983280,293.1502722296407
983310,293.15027919443855
983340,293.1502879627959
983370,293.15029706182804
983400,293.15030564951417
983430,293.15031328892826
983460,293.15031974744437
983490,293.1503249332837
983520,293.15032887242796
983550,293.15033166889566
983580,293.1503334527564
983610,293.1503343682887
983640,293.1503345650705
983670,293.15033418631276
983700,293.15033335893276
983730,293.1503321883112
983760,293.15033075758816
983790,293.15032912987914
983820,293.150327351767
983850,293.1503254569756
983880,293.15032346967126
983910,293.1503214064129
983940,293.1503192767344
983970,293.1503170834857
984000,293.1503148253473
984030,293.15031250118204
984060,293.1503101135518
984090,293.1503076696357
984120,293.15030518007086
984150,293.1503026572265
984180,293.1503001139071
984210,293.1502975625977
984240,293.15029501493257
984270,293.15029248115195
984300,293.15028996957494
984330,293.15028748626094
984360,293.1502850349936
984390,293.15028261758107
984420,293.150280234354
984450,293.1502778847082
984480,293.1502755675773
984510,293.15027328178286
984540,293.1502710262633
984570,293.1502688002089
984600,293.15026660313424
984630,293.1502644511601
984660,293.1502623587208
984690,293.15026032280946
984720,293.15025794260293
984750,293.15024505258765
984780,293.1502138670266
984810,293.15018176967425
984840,293.1501645993787
984870,293.1501655340893
984900,293.15018019997956
984930,293.15020173671934
984960,293.15022369222174
984990,293.1502429107281
985020,293.1502572626418
985050,293.15026659001745
985080,293.1502716019254
985110,293.1502730391519
985140,293.1502720917265
985170,293.1502695811983
985200,293.15026605438
985230,293.1502620160816
985260,293.1502578177972
985290,293.15025367981406
985320,293.15024973192345
985350,293.15024604384
985380,293.15024264494514
985410,293.15023953819264
985440,293.1502367100641
985470,293.15023413784314
985500,293.1502317946456
985530,293.15022965281213
985560,293.15022768594787
985590,293.150225870056
985620,293.15022418398854
985650,293.1502226095115
985680,293.15022113111144
985710,293.1502197344354
985740,293.15021840965005
985770,293.15021714794733
985800,293.15021594159145
985830,293.15021478394647
985860,293.1502136693492
985890,293.150212592963
985920,293.1502115540711
985950,293.1502105551859
985980,293.1502095971348
986010,293.150208678486
986040,293.15020779616987
986070,293.150206946282
986100,293.1502061247275
986130,293.1502053276394
986160,293.15020455160527
986190,293.1502037937569
986220,293.15020305177273
986250,293.15020232383233
986280,293.15020160854857
986310,293.1502009048797
986340,293.15020021210296
986370,293.1501995297127
986400,293.1501988573779
986430,293.15019821942116
986460,293.1501976369114
986490,293.1501971065356
986520,293.15019663103624
986550,293.15019621524783
986580,293.1501958605402
986610,293.15019556221233
986640,293.150195309857
986670,293.15019508984795
986700,293.1501948948032
986730,293.15019472116734
986760,293.1501945653559
986790,293.1501944232156
986820,293.1501942904099
986850,293.15019416280296
986880,293.1501940366818
986910,293.15019390884737
986940,293.1501937766319
986970,293.1501936378796
987000,293.1501934909074
987030,293.15019333445474
987060,293.15019316762636
987090,293.15019298983077
987120,293.15019280072056
987150,293.1501926001364
987180,293.1501923880594
987210,293.1501921645713
987240,293.15019192982425
987270,293.15019168401756
987300,293.1501914273823
987330,293.1501911601694
987360,293.15019088264205
987390,293.15019059507034
987420,293.1501902977273
987450,293.15018999088574
987480,293.15018967481546
987510,293.1501893497814
987540,293.1501890160408
987570,293.1501886738422
987600,293.15018832342264
987630,293.1501879650068
987660,293.1501875988053
987690,293.15018722501367
987720,293.15018684381096
987750,293.15018645535906
987780,293.1501860597992
987810,293.1501856572572
987840,293.1501852478637
987870,293.1501848317473
987900,293.1501844090229
987930,293.15018397979344
987960,293.15018354415224
987990,293.15018310218295
988020,293.15018265395395
988050,293.15018219950423
988080,293.1501817389149
988110,293.1501812722928
988140,293.15018079961266
988170,293.15018030686093
988200,293.1501797853079
988230,293.15017923638175
988260,293.1501786587025
988290,293.150178050773
988320,293.1501774138244
988350,293.1501767528779
988380,293.15017607615795
988410,293.15017539359184
988440,293.1501747151724
988470,293.1501740496923
988500,293.1501734040303
988530,293.15017278293703
988560,293.15017218916046
988590,293.1501716237438
988620,293.1501710863706
