time,hvac_reaZonSou_TSup_y
957510,285.1301272438586
957540,285.1301315300536
957570,285.1301358338605
957600,285.1301401554186
957630,285.13014160155467
957660,285.1301420889
957690,285.1301422584167
957720,285.13014232290567
957750,285.1301423530536
957780,285.1301423725815
957810,285.13014238942696
957840,285.13014240637415
957870,285.1301424245255
957900,285.13014244440103
957930,285.1301424663332
957960,285.13014249047944
957990,285.1301507358292
958020,285.13015350362303
958050,285.13015900755545
958080,285.13016271248966
958110,285.13016461003684
958140,285.1301641269138
958170,285.130161428844
958200,285.13015661586036
958230,285.1301499047139
958260,285.1301414971364
958290,285.1301316304434
958320,285.13012055082714
958350,285.13010853128236
958380,285.13009586512254
958410,285.130082874915
958440,285.1300699114231
958470,285.130057361109
958500,285.13004564532304
958530,285.13003522900806
958560,285.1300266197018
958590,285.1300203757289
958620,285.130017106604
958650,285.13001748045934
958680,285.1300222233525
958710,285.13003212807865
958740,285.1300480498322
958770,285.13007091762364
958800,285.1301017223948
958830,285.1301415358381
958860,285.13019147883153
958890,285.13025276577645
958920,285.13032661679676
958950,285.13041439318675
958980,285.1305173161191
959010,285.1306369731453
959040,285.1307742367302
959070,285.13093148744656
959100,285.1309368142095
959130,285.130938074669
959160,285.1309431068053
959190,285.13094723564086
959220,285.13094475998327
959250,285.130939384042
959280,285.1309389359159
959310,285.13093910641084
959340,285.1309359417758
959370,285.13093601758914
959400,285.1309365335865
959430,285.13093679041407
959460,285.13093696146433
959490,285.1309371052478
959520,285.1309372396296
959550,285.1309373790904
959580,285.13093755219035
959610,285.1309378110038
959640,285.1309379819478
959670,285.1309381586665
959700,285.1309384596207
959730,285.13093864113733
959760,285.13093883952155
959790,285.1309392238103
959820,285.1309394279978
959850,285.1309396370628
959880,285.1309400357614
959910,285.1309402383298
959940,285.13094043212817
959970,285.130940775101
960000,285.13094137009836
960030,285.13094162821835
960060,285.1309418046524
960090,285.1309420245906
960120,285.13094232890893
960150,285.13094269700326
960180,285.13094306254334
960210,285.13094332712853
960240,285.1309433725373
960270,285.13094307215675
960300,285.13094230069885
960330,285.1309409425799
960360,285.13094052402005
960390,285.1309404070944
960420,285.1309403564442
960450,285.1309402704543
960480,285.1309400941867
960510,285.13093979228205
960540,285.1309393407922
960570,285.1309392137274
960600,285.1309391888511
960630,285.1309391831007
960660,285.13093916242
960690,285.13093911168465
960720,285.1309390241708
960750,285.130938898007
960780,285.13093873434445
960810,285.130938536392
960840,285.13093830883855
960870,285.13093805732484
960900,285.13093778815113
960930,285.13093750777637
960960,285.13093722279484
960990,285.1309369397516
961020,285.13093666512106
961050,285.13093640537534
961080,285.1309361669684
961110,285.1309359565218
961140,285.1309357808734
961170,285.1309356473842
961200,285.1309355639518
961230,285.1309355495354
961260,285.1309355580249
961290,285.1309355722203
961320,285.1309355864799
961350,285.1309370738352
961380,285.13093757786584
961410,285.1309377536137
961440,285.1309378194379
961470,285.13093784808876
961500,285.1309378637606
961530,285.1309378743305
961560,285.1309378822385
961590,285.1309378881173
961620,285.1309378921759
961650,285.1309378948802
961680,285.1309378974917
961710,285.13093790239225
961740,285.1309379136028
961770,285.1309379375217
961800,285.1309379832875
961830,285.1309380632724
961860,285.1309381934856
961890,285.13093839312415
961920,285.1309386842811
961950,285.1309390902959
961980,285.13093922779
962010,285.13093928693
962040,285.1309393499126
962070,285.13093945902887
962100,285.1309396334762
962130,285.1309398676631
962160,285.1309401206776
962190,285.1309403009074
962220,285.1309402468269
962250,285.130939704541
962280,285.1309395425145
962310,285.1309394822985
962340,285.1309393376841
962370,285.13093931599474
962400,285.13093927512915
962430,285.1309392936392
962460,285.13093924676014
962490,285.1309392689135
962520,285.13093920827924
962550,285.13093923139604
962580,285.1309391657104
962610,285.13093919244267
962640,285.1309391388888
962670,285.1309391744515
962700,285.1309391467315
962730,285.1309391950509
962760,285.13093920360507
962790,285.1309392674177
962820,285.13093931589054
962850,285.1309392867338
962880,285.1309393411529
962910,285.1309394214874
962940,285.1309395109758
962970,285.13093960583166
963000,285.13093969140596
963030,285.13093977645343
963060,285.1309398797049
963090,285.1309399780819
963120,285.13094001719924
963150,285.1309398660603
963180,285.1309398771692
963210,285.13093986158225
963240,285.1309396210316
963270,285.1309395985363
963300,285.1309395673662
963330,285.13093933120115
963360,285.13093930547365
963390,285.13093928350924
963420,285.1309391063041
963450,285.1309386721979
963480,285.1309379309249
963510,285.13093687286664
963540,285.1309355173195
963570,285.13093390228966
963600,285.1309320757135
963630,285.1309300887395
963660,285.1309279909766
963690,285.13092582707264
963720,285.13092363457326
963750,285.13092144303306
963780,285.1309192734982
963810,285.130917138913
963840,285.1309150445491
963870,285.1309129888646
963900,285.13091096433715
963930,285.1309089582154
963960,285.13090695351343
963990,285.1309049297602
964020,285.1309028637486
964050,285.1309007301379
964080,285.13089850194825
964110,285.13089615103047
964140,285.13089364844836
964170,285.1308909647325
964200,285.13088807013065
964230,285.1308849347727
964260,285.13088152873775
964290,285.13087782215376
964320,285.1308737853213
964350,285.13086938855207
964380,285.13086460225463
964410,285.13085939694747
964440,285.1308537431036
964470,285.1308518606267
964500,285.1308512341143
964530,285.1308510236632
964560,285.13085094845155
964590,285.1308509140297
964620,285.1308508883532
964650,285.13085086032237
964680,285.13085082613264
964710,285.13085078468293
964740,285.13085073605333
964770,285.13085068117084
964800,285.1308506214075
964830,285.130850602125
964860,285.13085059645726
964890,285.13085059539753
964920,285.1308439693814
964950,285.130841761717
964980,285.1308410270143
965010,285.13084078345355
965040,285.130840703749
965070,285.13084067881067
965100,285.13084067235906
965130,285.1308406722614
965160,285.1308406744739
965190,285.130840677685
965220,285.1308406814357
965250,285.1308406856782
965280,285.1308406904045
965310,285.130840695553
965340,285.13084070126666
965370,285.1308407075478
965400,285.1308407144648
965430,285.1308407220395
965460,285.1308407303348
965490,285.13084073941667
965520,285.1308407493452
965550,285.130840760182
965580,285.13084077203814
965610,285.13084078502806
965640,285.13084079923556
965670,285.1308408146538
965700,285.1308408314224
965730,285.1308408495899
965760,285.1308408692669
965790,285.13084089060396
965820,285.13084091366403
965850,285.1308409385734
965880,285.1308409654099
965910,285.13084099429176
965940,285.1308410253614
965970,285.13084105870604
966000,285.13084109443275
966030,285.13084113269895
966060,285.1308411736342
966090,285.1308412173052
966120,285.130841263882
966150,285.1308413134938
966180,285.1308413662537
966210,285.13084142224125
966240,285.1308414816313
966270,285.1308415445542
966300,285.1308416111386
966330,285.13084168149976
966360,285.13084175578007
966390,285.13084183409114
966420,285.13084191656253
966450,285.1308420032703
966480,285.1308420943421
966510,285.1308421899295
966540,285.13084229006506
966570,285.1308423948975
966600,285.13084250454983
966630,285.1308425478276
966660,285.1308425690103
966690,285.130842582931
966720,285.13084259459646
966750,285.13084260574794
966780,285.13084261700476
966810,285.13084262868006
966840,285.13084264087917
966870,285.13084265368514
966900,285.1308426672625
966930,285.13084268169683
966960,285.1308426970759
966990,285.13084271341774
967020,285.13084273077675
967050,285.13084274926035
967080,285.13084276898996
967110,285.13084278994177
967140,285.1308428121287
967170,285.13084283564456
967200,285.13084286052515
967230,285.13084288677726
967260,285.13084291443903
967290,285.1308429435684
967320,285.1308429741136
967350,285.13084300611655
967380,285.1308430395331
967410,285.13084307434406
967440,285.1308431105329
967470,285.1308431480912
967500,285.130843186977
967530,285.1308432271394
967560,285.1308432685194
967590,285.13084331111054
967620,285.13084335482563
967650,285.1308433995695
967680,285.1308434453318
967710,285.1308434919442
967740,285.13084353935244
967770,285.13084358745414
967800,285.1308436362192
967830,285.13084368545424
967860,285.13084373507377
967890,285.1308437850087
967920,285.1308438351225
967950,285.1308438852418
967980,285.130843935324
968010,285.1308439852225
968040,285.1308440348137
968070,285.1308440839643
968100,285.13084413252915
968130,285.13084418042814
968160,285.1308442275403
968190,285.1308442737354
968220,285.13084431890934
968250,285.1308443629573
968280,285.130844405751
968310,285.13084444722716
968340,285.1308444872496
968370,285.1308445257764
968400,285.1308445626648
968430,285.13084457502976
968460,285.1308445791624
968490,285.13084458052987
968520,285.13084458108233
968550,285.1308445813367
968580,285.13084458143453
968610,285.1308445814152
968640,285.1308445812466
968670,285.13084458093107
968700,285.1308445804227
968730,285.1308445796633
968760,285.1308445785741
968790,285.130844577182
968820,285.13084457537616
968850,285.13084457309077
968880,285.130844570299
968910,285.1308445668972
968940,285.1308445627562
968970,285.1308445578721
969000,285.1308445521533
969030,285.13084454544435
969060,285.13084453771256
969090,285.1308445288486
969120,285.13084451877705
969150,285.1308445073785
969180,285.1308444945464
969210,285.1308444801458
969240,285.13084446411585
969270,285.13084444630107
969300,285.13084442663677
969330,285.130844404962
969360,285.1308443811462
969390,285.1308443551025
969420,285.1308443266824
969450,285.1308442957647
969480,285.1308442621969
969510,285.13084422588497
969540,285.13084418667046
969570,285.1308441443443
969600,285.13084409885107
969630,285.1308440500039
969660,285.1308439977488
969690,285.13084394185756
969720,285.1308438822791
969750,285.1308438188206
969780,285.1308437513642
969810,285.1308436797572
969840,285.13084360387245
969870,285.13084352358845
969900,285.13084343869644
969930,285.13084334911963
969960,285.13084325467764
969990,285.1308431552445
970020,285.13084305074176
970050,285.13084294095773
970080,285.1308428258346
970110,285.1308427052332
970140,285.1308425790019
970170,285.13084244699036
970200,285.1308423091044
970230,285.1308423129593
970260,285.13084231669853
970290,285.2727753309623
970320,286.6319110414357
970350,288.9728052851698
970380,290.896509207151
970410,292.43880293086016
970440,293.78719375495257
970470,295.0335575505508
970500,296.2046949408562
970530,297.29577647290813
970560,298.2902524763915
970590,299.1728498785139
970620,299.9363827777552
970650,300.5838041655083
970680,301.1264085214664
970710,301.58829465639286
970740,301.73569124364553
970770,301.43362538326517
970800,300.9458573794996
970830,300.39698082170594
970860,299.8312133904407
970890,299.2600480906412
970920,298.6723716126643
970950,298.0730798323325
970980,297.47178667965727
971010,296.87848048090837
971040,296.301707025077
971070,295.74736485496464
971100,295.21888405210643
971130,294.7175545380805
971160,294.24323286732016
971190,293.7838096700501
971220,293.3387533363374
971250,292.9188796153344
971280,292.5237057628398
971310,292.15180345467627
971340,291.80150368735696
971370,291.4709793109173
971400,291.15808263133323
971430,290.861043124039
971460,290.5781912665155
971490,290.3081047730942
971520,290.0497160870403
971550,289.80403373360696
971580,289.5747678287893
971610,289.3558551179057
971640,289.1402356885511
971670,288.94230060873434
971700,288.75321910850033
971730,288.58027470910724
971760,288.4216561689905
971790,288.27249286268454
971820,288.1302661289923
971850,287.99545352074244
971880,287.8697321347188
971910,287.7536246850701
971940,287.6467591147533
971970,287.54831183495264
972000,287.4573590742199
972030,287.37305559010116
972060,287.2946901145666
972090,287.2216841396224
972120,287.1535632389407
972150,287.08993403515706
972180,287.03045623921673
972210,286.97483416018423
972240,286.9227997257999
972270,286.8741100727769
972300,286.82854151428336
972330,286.7858835649938
972360,286.74594155962535
972390,286.70853260228427
972420,286.67348546836047
972450,286.64064429232633
972480,286.6098967934203
972510,286.5812329255589
972540,286.5547566186663
972570,286.5306349254303
972600,286.50907755245856
972630,286.4902908907395
972660,286.4743652506301
972690,286.4612153311887
972720,286.45064420311945
972750,286.4424069698391
972780,286.43626861021613
972810,286.432026620204
972840,286.4295124699465
972870,286.42858483946543
972900,286.42911684327254
972930,286.4309872395035
972960,286.4340776715196
972990,286.4382649273954
973020,286.44343832239286
973050,286.4494896986471
973080,286.4563165929664
973110,286.46380771286266
973140,286.47183760370285
973170,286.4802690816417
973200,286.4889604891813
973230,286.4977750523077
973260,286.50643834863394
973290,286.5080152571566
973320,290.29046784510706
973350,290.60626412072395
973380,290.7580781006211
973410,290.8990350434549
973440,291.0355461354579
973470,291.1717392543456
973500,291.30981524818185
973530,291.45047602559566
973560,291.5934654826874
973590,291.73810773109403
973620,291.88364157322104
973650,292.029135764134
973680,292.17377241515464
973710,292.31674711742625
973740,292.4573089275921
973770,292.59475213431585
973800,292.728443331593
973830,292.85782387229466
973860,292.9823976760346
973890,293.1017563960313
973920,293.21555601711657
973950,293.32354529273573
973980,293.4255217360326
974010,293.5213625559368
974040,293.61099758681587
974070,293.6944207701244
974100,293.7716641276097
974130,293.84282540301484
974160,293.90801823716
974190,293.9674163916786
974220,294.02120445072933
974250,294.06960325798923
974280,294.1128487485821
974310,294.15119627148044
974340,294.18491043020714
974370,294.2142668953787
974400,294.23954358191514
974430,294.2610230934685
974460,294.2789844899865
974490,294.29370636216817
974520,294.3054594085563
974550,294.31450973685645
974580,294.3211125414774
974610,294.3255152961224
974640,294.32795261464605
974670,294.3286492287222
974700,294.32781590728536
974730,294.325652251972
974760,294.3223434715614
974790,294.3180630633624
974820,294.312970247328
974850,294.3072125602064
974880,294.3009237794666
974910,294.29422651679073
974940,294.2872304419759
974970,294.28003488034943
975000,294.2727273037066
975030,294.26538580948886
975060,294.25807784962507
975090,294.2508626705142
975120,294.2437900709446
975150,294.23690289027854
975180,294.2302357148782
975210,294.2238174187562
975240,294.21766977027715
975270,294.21181001637797
975300,294.2062493847955
975330,294.20099567013716
975360,294.1960516617581
975390,294.1914176813526
975420,294.18708996879525
975450,294.18306313835404
975480,294.1793285386643
975510,294.1758766183731
975540,294.1726952618481
975570,294.1697720724834
975600,294.167092668424
975630,294.16464293979675
975660,294.16240723131773
975690,294.1603702394759
975720,294.15851526511955
975750,294.15682684753625
975780,294.1552889323837
975810,294.15388695964083
975840,294.15260586375325
975870,294.1514321539677
975900,294.1503518156906
975930,294.1493524927872
975960,294.1484213101385
975990,294.1475471559895
976020,294.14671838749143
976050,294.14592523271864
976080,294.14515733158055
976110,294.1444063013246
976140,294.1436630612778
976170,294.14292062154357
976200,294.1421711307027
976230,294.14140896050185
976260,294.14062740251353
976290,294.1398221354137
976320,294.13898748096193
976350,294.1381203562343
976380,294.1372159817191
976410,294.1362724381806
976440,294.13528570153625
976470,294.1342549392462
976500,294.1331767414777
976530,294.1320512754553
976560,294.13087560574957
976590,294.1296508370701
976620,294.128374360266
976650,294.12704813615045
976680,294.12566978335894
976710,294.1242420197828
976740,294.1227626166097
976770,294.12123494402374
976800,294.1196568717376
976830,294.1180323197062
976860,294.1163592167546
976890,294.1146420202363
976920,294.11287915575633
976950,294.11107629955205
976980,294.109232375466
977010,294.1073530181908
977040,294.1054360804781
977070,294.1034857147195
977100,294.1014975247694
977130,294.09947310972245
977160,294.0974048951441
977190,294.0952917891496
977220,294.0931253834517
977250,294.0909063131974
977280,294.08862971287004
977310,294.0862997481505
977340,294.083913856743
977370,294.0814760951345
977400,294.0789828471501
977430,294.07643769996594
977460,294.0738372061735
977490,294.07118464090354
977520,294.06847612747623
977550,294.0657144047531
977580,294.06289518326133
977610,294.0600206517817
977640,294.0570861223659
977670,294.05409325553694
977700,294.0510370024734
977730,294.0479185371963
977760,294.0447325053672
977790,294.0414796528349
977820,294.03815438542324
977850,294.0347570894556
977880,294.03128200116697
977910,294.027729220555
977940,294.024092884544
977970,294.0203728800693
978000,294.016563349215
978030,294.0126638415124
978060,294.0086689311366
978090,294.0045776681281
978120,294.0003849372531
978150,293.99608969944654
978180,293.9916870005293
978210,293.987175799868
978240,293.9825513362565
978270,293.9778126179537
978300,293.97295509984303
978330,293.9679778795749
978360,293.96287664635264
978390,293.95765061818463
978420,293.95229573133537
978450,293.9468113480115
978480,293.9411936585545
978510,293.93544218757046
978540,293.92955338134556
978570,293.92352694045127
978600,293.9173595647374
978630,293.91105114053977
978660,293.9045986156572
978690,293.8980020690645
978720,293.89125868872475
978750,293.8843687510843
978780,293.87732980413347
978810,293.870141181753
978840,293.8628002597239
978870,293.85530424781314
978900,293.8476507199447
978930,293.8398382791442
978960,293.8318671467692
978990,293.82373954100655
979020,293.8154600105764
979050,293.8070353847919
979080,293.79847477068245
979110,293.78978917795064
979140,293.7809910602599
979170,293.7720923919516
979200,293.76310446993574
979230,293.753538937876
979260,293.74252515716887
979290,293.7300304989844
979320,293.7160674510247
979350,293.7005967907544
979380,293.68360697615134
979410,293.6651019232027
979440,293.6450797290344
979470,293.6235426242119
979500,293.6004984444245
979530,293.57596281790376
979560,293.54995991063987
979590,293.5225220872513
979620,293.4936891544077
979650,293.46350730285667
979680,293.43202793298656
979710,293.3993065260017
979740,293.36540162071674
979770,293.3303738997429
979800,293.294285374966
979830,293.2571986629055
979860,293.2191763438191
979890,293.1802803988339
979920,293.14057172264506
979950,293.10010970796196
979980,293.058951898618
980010,293.01715370769773
980040,292.9747683470468
980070,292.93184608957534
980100,292.88843488914057
980130,292.84457997383555
980160,292.8003237501218
980190,292.75570584736124
980220,292.71076315209814
980250,292.6655298505687
980280,292.6200374971357
980310,292.5743151023018
980340,292.52838923447337
980370,292.4822841188671
980400,292.4360217481952
980430,292.3896221621947
980460,292.343103269696
980490,292.2964815181772
980520,292.2497716822292
980550,292.2029873173169
980580,292.1561405236654
980610,292.10924190311886
980640,292.0623004069338
980670,292.0153231331785
980700,291.9683169787669
980730,291.921289265773
980760,291.8742455642416
980790,291.8271892567582
980820,291.7801220258183
980850,291.7330447526225
980880,291.68595912631383
980910,291.6388677087019
980940,291.59177354918523
980970,291.54468014319997
981000,291.49759110984155
981030,291.45050970912763
981060,291.40344064390666
981090,291.35638665782153
981120,291.309350553408
981150,291.26233595398105
981180,291.21534646066186
981210,291.1683854300001
981240,291.12145663505896
981270,291.07456440506627
981300,291.027713355214
981330,290.98090836437893
981360,290.93415468733673
981390,290.88745789655053
981420,290.8408237679126
981450,290.7942581633372
981480,290.7477673570631
981510,290.7013575900523
981540,290.6550351978755
981570,290.6088066082079
981600,290.5626782848024
981630,290.5166566911695
981660,290.4707482642788
981690,290.42495938919245
981720,290.37929669671297
981750,290.3337723479229
981780,290.28841235536214
981810,290.24325503039137
981840,290.1983485555745
981870,290.1537382424683
981900,290.10945488274723
981930,290.0655857427369
981960,290.02225341259634
981990,289.97934287383356
982020,289.93670643778495
982050,289.89421946631444
982080,289.85182588848954
982110,289.80954799846523
982140,289.76747988602744
982170,289.7257535996141
982200,289.68450493921557
982230,289.6438441202659
982260,289.6038395192932
982290,289.56451338308085
982320,289.5258481515241
982350,289.48779671256636
982380,289.450298697211
982410,289.4132886470739
982440,289.37670125426683
982470,289.3404781597075
982500,289.2393243499756
982530,288.96551257977904
982560,288.6231539346258
982590,288.31928225730167
982620,288.1051912789167
982650,287.9830203468964
982680,287.9300542054498
982710,287.9197146149589
982740,287.93084766019143
982770,287.94940326282875
982800,287.9673425975555
982830,287.98631697882473
982860,288.0098750712911
982890,288.03396420440265
982920,288.0562875572297
982950,288.07586044714543
982980,288.0922795637966
983010,288.1057088032128
983040,288.1164748893963
983070,288.1249581371139
983100,288.1316286762729
983130,288.13688602413055
983160,288.1411888683537
983190,288.1454072281145
983220,288.1506474252368
983250,288.1570515481597
983280,288.16425551260784
983310,288.1719146326388
983340,288.1797769667453
983370,288.18770608295057
983400,288.1955964511985
983430,288.20340417940315
983460,288.2111139110934
983490,288.21872000421985
983520,288.2262240626075
983550,288.23363315744604
983580,288.2409568761513
983610,288.24820511325754
983640,288.2553868917927
983670,288.2625097943186
983700,288.26957973450595
983730,288.2766009313157
983760,288.2835760018801
983790,288.2905061170917
983820,288.2973911830001
983850,288.3042300241071
983880,288.3110205539086
983910,288.31780761181585
983940,288.3247485540172
983970,288.33208046284375
984000,288.3399764788942
984030,288.34843386257984
984060,288.35730009301994
984090,288.36637067173706
984120,288.37546793509716
984150,288.3844697838498
984180,288.3933037473898
984210,288.4019303252747
984240,288.410328977483
984270,288.418489686192
984300,288.4264084960559
984330,288.43408502962853
984360,288.4415208509045
984390,288.44871827405916
984420,288.45567951822665
984450,288.46240616409773
984480,288.4688988524217
984510,288.47515715554806
984540,288.4811795614138
984570,288.4869635244764
984600,288.49250555234397
984630,288.4978018103249
984660,288.5028503005409
984690,288.5076524258362
984720,288.5121958379034
984750,288.51597564489117
984780,288.51881504391173
984810,288.5219372310708
984840,288.5258432202286
984870,288.5301928829464
984900,288.5345539597865
984930,288.53858937688034
984960,288.5421585197823
984990,288.54526783785514
985020,288.54799222867905
985050,288.55039984925776
985080,288.55258932348323
985110,288.55460012458326
985140,288.5564813580004
985170,288.5582498730195
985200,288.55991920036286
985230,288.5614951237233
985260,288.5629823078055
985290,288.5643818208057
985320,288.5656944452471
985350,288.56691998409997
985380,288.56805833209376
985410,288.5691092510398
985440,288.5700727524309
985470,288.5709490403191
985500,288.57173863261363
985530,288.5724423157392
985560,288.57306114673355
985590,288.5735963965304
985620,288.5740495114569
985650,288.57442206044254
985680,288.5747156946777
985710,288.5749323291288
985740,288.5750735122646
985770,288.5751409038722
985800,288.57513614377933
985830,288.57506084958095
985860,288.5749165985814
985890,288.5747049187328
985920,288.57442728522193
985950,288.57408512015337
985980,288.5736797935941
986010,288.573212625066
986040,288.5726848859802
986070,288.5720978025221
986100,288.57145255871
986130,288.5707502994898
986160,288.56999213376275
986190,288.56917913724226
986220,288.5683123550746
986250,288.56739280416
986280,288.56642147518863
986310,288.5653993155146
986340,288.56432730687806
986370,288.5632063553595
986400,288.5620373573806
986430,288.56082073749377
986460,288.55955685683006
986490,288.5582465574668
986520,288.55689062358255
986550,288.555489476329
986580,288.55404310812554
986610,288.55255116839675
986640,288.55101314410894
986670,288.5494285459819
986700,288.5477970373435
986730,288.5461184789773
986760,288.5443929359997
986790,288.542620628245
986820,288.5408018921698
986850,288.53893714451846
986880,288.53702685711295
986910,288.53507154180147
986940,288.5330717421483
986970,288.53102802868403
987000,288.528940995667
987030,288.5268112582557
987060,288.52463944979166
987090,288.52242621922215
987120,288.52017222881506
987150,288.51787815231995
987180,288.5155446735889
987210,288.5131724856615
987240,288.510762290207
987270,288.50831479723536
987300,288.5058307249962
987330,288.50331079997295
987360,288.5007557569397
987390,288.4981663390254
987420,288.4955432977958
987450,288.4928873933072
987480,288.49019939416957
987510,288.4874800775739
987540,288.4847302293328
987570,288.48195064389444
987600,288.4791421243587
987630,288.47630548248975
987660,288.4734415387229
987690,288.47055112217225
987720,288.46763507064287
987750,288.4646942306376
987780,288.46172945733963
987810,288.458741614739
987840,288.455731575643
987870,288.45270022174566
987900,288.44964844382355
987930,288.4465771419176
987960,288.44348722540246
987990,288.4403796128582
988020,288.43725523179836
988050,288.4341150184734
988080,288.43095991773913
988110,288.42779094278757
988140,288.4246089309781
988170,288.4214151593689
988200,288.41821074264607
988230,288.4149963386379
988260,288.41177232583124
988290,288.40853892359434
988320,288.40529626189385
988350,288.4020444063787
988380,288.39878334107937
988410,288.39551294317477
988440,288.3922329775937
988470,288.3889431174413
988500,288.38564298117205
988530,288.3823321733684
988560,288.3790103191655
988590,288.3756770878205
988620,288.3723322053893
988650,288.3689754589377
