time,hvac_reaAhu_THeaCoiRet_y
956430,286.24645333914765
956460,286.24888472909936
956490,286.2513160858827
956520,286.2537474094983
956550,286.25617869994653
956580,286.25860995722786
956610,286.2610411813429
956640,286.26347237229174
956670,286.26590353007515
956700,286.2683346546935
956730,286.2707657461471
956760,286.27319680443657
956790,286.2756278295623
956820,286.27805882152484
956850,286.28048978032456
956880,286.2829207059618
956910,286.28535159843716
956940,286.2877824577512
956970,286.29021328390405
957000,286.29264407689635
957030,286.2950748439164
957060,286.2975055705888
957090,286.2999362641021
957120,286.3023669244566
957150,286.3047975516528
957180,286.30722814569117
957210,286.3096587065722
957240,286.3120892342962
957270,286.3145197288638
957300,286.3169501902753
957330,286.31938061853117
957360,286.32181101363193
957390,286.3242413755781
957420,286.32667170436997
957450,286.32910200000805
957480,286.33153226249283
957510,286.33396249182476
957540,286.33639268800425
957570,286.33882285103175
957600,286.34125298090777
957630,286.34368308858353
957660,286.3461131651177
957690,286.3485432115412
957720,286.3509732253083
957750,286.35340320599647
957780,286.3558331535457
957810,286.35826306336344
957840,286.3606929445971
957870,286.36312279270163
957900,286.3655526076589
957930,286.3679823894692
957960,286.37041213813296
957990,286.3728418536507
958020,286.37527153080174
958050,286.3777011780607
958080,286.38013079002457
958110,286.38256037268314
958140,286.38498992240915
958170,286.3874194390373
958200,286.38984892253774
958230,286.39227836679004
958260,286.3947077797437
958290,286.39713716350974
958320,286.39956651443686
958350,286.40199583223495
958380,286.40442511689423
958410,286.4068543684144
958440,286.4092835867953
958470,286.41171277203733
958500,286.41414192414095
958530,286.4165710431066
958560,286.41900012893484
958590,286.4214291816259
958620,286.4238582011804
958650,286.42628718759875
958680,286.4287161408814
958710,286.4311450610289
958740,286.4335739480415
958770,286.43600280191987
958800,286.43843162266427
958830,286.4408604045425
958860,286.4432891534985
958890,286.44571787300356
958920,286.4481465606038
958950,286.4505752154814
958980,286.4530038373642
959010,286.4554324261617
959040,286.4578609818441
959070,286.4602895044018
959100,286.46271799383175
959130,286.4651464501334
959160,286.4675748733067
959190,286.47000326335217
959220,286.47243162027
959250,286.4748599440608
959280,286.47728823472494
959310,286.47971649226287
959340,286.4821447166751
959370,286.48457290796205
959400,286.487001066124
959430,286.489429184853
959460,286.49185727204497
959490,286.4942853301526
959520,286.4967133556542
959550,286.4991413481974
959580,286.50156930761995
959610,286.50399723392076
959640,286.5064251235684
959670,286.5088529815296
959700,286.5112808080642
959730,286.513708601815
959760,286.5161363624917
959790,286.51856409006456
959820,286.520991784524
959850,286.52341944586703
959880,286.525847074093
959910,286.52827466920206
959940,286.53070223119437
959970,286.53312976007055
960000,286.53555725583084
960030,286.53798471379014
960060,286.5404121425736
960090,286.54283953878485
960120,286.5452669020184
960150,286.54769423218386
960180,286.5501215292513
960210,286.5525487932112
960240,286.5549760240606
960270,286.5574032217988
960300,286.55983038642586
960330,286.5622575179422
960360,286.56468461634813
960390,286.5671116816442
960420,286.56953871383075
960450,286.5719657129082
960480,286.5743926788772
960510,286.57681961173796
960540,286.57924651149114
960570,286.581673378137
960600,286.5841002116761
960630,286.5865270056455
960660,286.5889537678076
960690,286.59138049707775
960720,286.5938071935633
960750,286.59623385835505
960780,286.5986604928928
960810,286.6010870946293
960840,286.60351366330815
960870,286.6059401988994
960900,286.6083667013935
960930,286.61079317078736
960960,286.61321960708057
960990,286.615646010273
961020,286.618072380365
961050,286.62049871735707
961080,286.6229250212496
961110,286.62535129204304
961140,286.62777752973784
961170,286.63020373433443
961200,286.6326299058333
961230,286.63505603977916
961260,286.63748214427454
961290,286.6399082162792
961320,286.64233425532376
961350,286.6447602613181
961380,286.64718623423255
961410,286.6496121740574
961440,286.65203808078985
961470,286.6544639544291
961500,286.65688979497537
961530,286.65931560242893
961560,286.6617413767902
961590,286.66416711805954
961620,286.66659282623755
961650,286.6690185013245
961680,286.671444143321
961710,286.6738697522274
961740,286.6762953280442
961770,286.6787208707719
961800,286.6811463804108
961830,286.6835718489072
961860,286.6859972897885
961890,286.6884226995514
961920,286.6908480766358
961950,286.6932734207701
961980,286.6956987318636
962010,286.69812400988684
962040,286.70054925483
962070,286.7029744666901
962100,286.70539964546657
962130,286.7078247911595
962160,286.71024990376924
962190,286.71267498329615
962220,286.7151000297407
962250,286.7175250431032
962280,286.7199500233843
962310,286.7223749705844
962340,286.72479988470377
962370,286.72722476574313
962400,286.72964961370275
962430,286.7320744201933
962460,286.7344991957154
962490,286.7369239430208
962520,286.73934865853545
962550,286.7417733410906
962580,286.7441979905802
962610,286.74662260699444
962640,286.749047190333
962670,286.75147174059595
962700,286.75389625778377
962730,286.75632074189684
962760,286.75874519293563
962790,286.76116961090065
962820,286.7635939957923
962850,286.76601834761095
962880,286.76844266635726
962910,286.77086695203144
962940,286.7732912046342
962970,286.7757154241657
963000,286.77813961062657
963030,286.780563760821
963060,286.7829878808074
963090,286.7854119680565
963120,286.7878360222392
963150,286.79026004335344
963180,286.7926840313998
963210,286.7951079863786
963240,286.79753190829047
963270,286.7999557971356
963300,286.8023796529146
963330,286.8048034756279
963360,286.80722726527597
963390,286.8096510218592
963420,286.81207474537814
963450,286.8144984358331
963480,286.8169220932247
963510,286.8193457175533
963540,286.82176930881934
963570,286.8241928626501
963600,286.82661638699506
963630,286.82903987298886
963660,286.8314633264994
963690,286.8338867506231
963720,286.83631014291154
963750,286.8387335025488
963780,286.84115682926307
963810,286.8435801229642
963840,286.84600338362253
963870,286.84842661122826
963900,286.85084980577864
963930,286.8532729672727
963960,286.85569609571087
963990,286.8581191910933
964020,286.8605422534204
964050,286.86296528269264
964080,286.8653882789105
964110,286.8678112420743
964140,286.8702341721846
964170,286.8726570692419
964200,286.8750799332466
964230,286.8775027579775
964260,286.8799255510058
964290,286.8823483158508
964320,286.88477104764956
964350,286.8871937463979
964380,286.8896164120963
964410,286.89203904474533
964440,286.89446163859486
964470,286.89688419993706
964500,286.89930673275995
964530,286.9017292331316
964560,286.9041516956634
964590,286.9065741261749
964620,286.90899652714023
964650,286.9114188953421
964680,286.9138412305438
964710,286.91626353271573
964740,286.91868580184826
964770,286.9211080379384
964800,286.92353024098543
964830,286.92595240490573
964860,286.92837453748956
964890,286.9307966410175
964920,286.93321871188476
964950,286.93564074972
964980,286.93806275451504
965010,286.9404847262698
965040,286.94290666498466
965070,286.94532857065985
965100,286.9477504381588
965130,286.95017227678767
965160,286.95259408050805
965190,286.9550158493158
965220,286.95743758906315
965250,286.9598592964525
965280,286.9622809708538
965310,286.9647026122278
965340,286.96712422056754
965370,286.9695457879626
965400,286.97196733018853
965430,286.9743888326023
965460,286.97681030421955
965490,286.97923174031774
965520,286.98165314495094
965550,286.9840745202216
965580,286.9864958636832
965610,286.9889171745208
965640,286.9913384524632
965670,286.9937596974203
965700,286.9961809093624
965730,286.99860208827994
965760,287.0010232341699
965790,287.0034443470317
965820,287.00586542686545
965850,287.0082864736714
965880,287.01070748744996
965910,287.01312846820167
965940,287.01554941592684
965970,287.017970330626
966000,287.02039121229967
966030,287.022812050807
966060,287.0252328570351
966090,287.0276536380433
966120,287.03007438070983
966150,287.03249508254834
966180,287.03491576601556
966210,287.0373364165224
966240,287.03975702733703
966270,287.04217760630746
966300,287.04459815592264
966330,287.0470186737371
966360,287.0494391589373
966390,287.05185961125284
966420,287.05428003059404
966450,287.05670041693133
966480,287.05912077025533
966510,287.06154109056297
966540,287.0639613778537
966570,287.0663816321276
966600,287.068801853385
966630,287.07122203010744
966660,287.0736421741899
966690,287.0760622952745
966720,287.0784823844513
966750,287.0809024362542
966780,287.0833224478942
966810,287.0857424273149
966840,287.0881623809124
966870,287.09058230396505
966900,287.0930021849992
966930,287.0954220420017
966960,287.09784186689257
966990,287.10026165890855
967020,287.1026814179596
967050,287.10510114401586
967080,287.1075208370679
967110,287.1099404971126
967140,287.11236012414946
967170,287.1147797181785
967200,287.11719927920007
967230,287.1196187986683
967260,287.12203828478647
967290,287.1244577412873
967320,287.1268771684497
967350,287.1292965638293
967380,287.13171592661155
967410,287.1341352565252
967440,287.1365545534802
967470,287.13897381744675
967500,287.1413930484153
967530,287.14381224638294
967560,287.146231411349
967590,287.1486505433134
967620,287.15106964227675
967650,287.1534887082393
967680,287.1559077412014
967710,287.15832674116365
967740,287.16074570812646
967770,287.1631646420903
967800,287.16558354305545
967830,287.16800240393997
967860,287.17042123690663
967890,287.1728400382676
967920,287.1752588070395
967950,287.17767754295085
967980,287.1800962459117
968010,287.1825149158922
968040,287.18493355288285
968070,287.18735215688065
968100,287.189770727885
968130,287.19218926589576
968160,287.19460777091354
968190,287.1970262429386
968220,287.1994446819715
968250,287.2018630880125
968280,287.2042814610622
968310,287.206699801121
968340,287.2091181081893
968370,287.21153638226764
968400,287.2139546233564
968430,287.21637282497306
968460,287.2187909971526
968490,287.22120913873493
968520,287.2236272429567
968550,287.2260453108157
968580,287.2284633470552
968610,287.2308813571958
968640,287.2332993343834
968670,287.23571727027735
968700,287.23813517599524
968730,287.2405530523957
968760,287.24297089703435
968790,287.2453887090967
968820,287.24780648831177
968850,287.2502242345892
968880,287.2526419478994
968910,287.2550596282327
968940,287.25747727558615
968970,287.25989488995924
969000,287.26231247135195
969030,287.2647300100362
969060,287.2671475166461
969090,287.2695649979328
969120,287.2719824472045
969150,287.2743998636336
969180,287.2768172471302
969210,287.2792345976644
969240,287.28165191522675
969270,287.2840691998142
969300,287.28648645142624
969330,287.28890367006284
969360,287.2913208557243
969390,287.29373800841114
969420,287.2961551281237
969450,287.2985722148624
969480,287.30098926862775
969510,287.30340628942025
969540,287.3058232772403
969570,287.3082402320883
969600,287.3106571539647
969630,287.31307403205864
969660,287.3154908777141
969690,287.3179076991109
969720,287.32032448607873
969750,287.3227412420845
969780,287.325157957034
969810,287.32757463447723
969840,287.32999129239164
969870,287.33240791305116
969900,287.33482448875424
969930,287.3372410424797
969960,287.3396575669021
969990,287.3420740595798
970020,287.3444905196992
970050,287.3469069469895
970080,287.3493233413607
970110,287.351739702783
970140,287.3541560312469
970170,287.3565723267494
970200,287.35898858928994
970230,287.3614048151497
970260,287.36382100295185
970290,291.4697594868591
970320,300.04291020274974
970350,307.2807237952081
970380,311.42891046254283
970410,313.65697956556187
970440,314.95358250959924
970470,315.7991909441483
970500,316.3694803980595
970530,316.7681930417793
970560,317.05699378417495
970590,317.27278475410424
970620,317.43853394969886
970650,317.5687872372602
970680,317.6728656517331
970710,317.7569058782817
970740,317.82535106616444
970770,317.8814556665727
970800,317.92770979488415
970830,317.96594178476124
970860,317.99768345523086
970890,318.0239874435271
970920,318.04580686307446
970950,318.0639343872762
970980,318.0790143341164
971010,318.0915661600919
971040,318.1020152959976
971070,318.11071417784865
971100,318.1179561393181
971130,318.1239854708739
971160,318.1290054941669
971190,318.1331853587504
971220,318.1366657853477
971250,318.13956387175494
971280,318.14197708368255
971310,318.14398656089384
971340,318.1456598586319
971370,318.14705322477084
971400,318.14821349375813
971430,318.14918062661957
971460,318.14998728239544
971490,318.15065928592344
971520,318.1512170455883
971550,318.15168190363886
971580,318.1520689112577
971610,318.15239060046025
971640,318.152658421129
971670,318.1528814541389
971700,318.1530670751996
971730,318.153221572458
971760,318.15335016194166
971790,318.1534571687145
971820,318.15354629504327
971850,318.1536204468778
971880,318.15368212512783
971910,318.1537334639985
971940,318.1537808168488
971970,318.153841918421
972000,318.15393824793
972030,318.1540853187596
972060,318.15427845721064
972090,318.15450781628726
972120,318.1547637820356
972150,318.1550383976664
972180,318.1553255979465
972210,318.1556210213385
972240,318.1559216399029
972270,318.156225459543
972300,318.1565311911985
972330,318.1568380444847
972360,318.1571460343815
972390,318.15745466002323
972420,318.15776350106654
972450,318.15807240935817
972480,318.15838130756265
972510,318.1586902049206
972540,318.1589991033296
972570,318.15930816785
972600,318.15961802104954
972630,318.159928283934
972660,318.160238702834
972690,318.16054921705864
972720,318.16085982657785
972750,318.1611705757424
972780,318.1614815563023
972810,318.1617933478353
972840,318.16210585373966
972870,318.16241877432924
972900,318.16273203188877
972930,318.16304563733013
972960,318.16335963623794
972990,318.1636740757703
973020,318.16398900065735
973050,318.1643044433228
973080,318.16462041456765
973110,318.16493689927466
973140,318.16525385517747
973170,318.1655712138349
973200,318.16588888383717
973230,318.1662067594012
973260,318.16652441954335
973290,318.16684114031904
973320,318.1671568389056
973350,318.16747171746925
973380,318.16778605227614
973410,318.168100116883
973440,318.1684141375064
973470,318.1687282620379
973500,318.1690425634907
973530,318.169357057746
973560,318.16967172232046
973590,318.16998651081343
973620,318.1703013627819
973650,318.17061616135794
973680,318.1709305869673
973710,318.1712440765473
973740,318.1715565993699
973770,318.17186837368223
973800,318.1721796650777
973830,318.1724907291224
973860,318.1728017051892
973890,318.1731126623156
973920,318.17342364648295
973950,318.17373467407435
973980,318.17404573346863
974010,318.17435680542843
974040,318.1746678622588
974070,318.17497887384013
974100,318.1752896796208
974130,318.1755998523767
974160,318.1759093166248
974190,318.17621841978223
974220,318.1765273273696
974250,318.17683600192163
974280,318.1771444509889
974310,318.17745272828347
974340,318.1777608992584
974370,318.1780690068982
974400,318.17837708197595
974430,318.1786851443736
974460,318.1789931994532
974490,318.1793012520313
974520,318.17960930489664
974550,318.17991735975306
974580,318.18022541746313
974610,318.1805334783955
974640,318.18084154266035
974670,318.1811496336836
974700,318.18145833981475
974730,318.1817679783366
974760,318.18207796716985
974790,318.182387748411
974820,318.182697035493
974850,318.1830059252681
974880,318.18331453581754
974910,318.18362298229874
974940,318.1839313490072
974970,318.1842396826603
975000,318.1845480037747
975030,318.1848563220041
975060,318.18516463867553
975090,318.1854729586337
975120,318.18578128469744
975150,318.1860896189674
975180,318.18639796227086
975210,318.1867063155227
975240,318.18701467902446
975270,318.1873230530413
975300,318.18763143782763
975330,318.1879398336929
975360,318.1882482409151
975390,318.18855665970955
975420,318.188865090381
975450,318.1891735332611
975480,318.189481988685
975510,318.18979045698217
975540,318.1900989384788
975570,318.19040743350183
975600,318.1907159423825
975630,312.9378128929898
975660,313.70078312439693
975690,314.1116546560779
975720,314.1388837744407
975750,314.1515133256766
975780,314.1655127414024
975810,314.18336660556525
975840,314.1981274884303
975870,314.20188597279326
975900,314.2022997987911
975930,314.2020017131173
975960,314.2015767442589
975990,314.20113442093924
976020,314.2006905536325
976050,314.2002465591151
976080,314.1998014175377
976110,314.19935451307424
976140,314.1989055012948
976170,314.1984542643394
976200,314.19800075909416
976230,314.19754499819214
976260,314.19708701900424
976290,314.19662687337524
976320,314.1961646197389
976350,314.1957003198171
976380,314.1952340370197
976410,314.19476583578137
976440,314.1942957811178
976470,314.1938239382811
976500,314.1933503726821
976530,314.1928751497782
976560,314.1923983350636
976590,314.1919199940495
976620,314.1914401922541
976650,314.190958995198
976680,314.1904764684026
976710,314.18999267739633
976740,314.189507687673
976770,314.18902156477554
976800,314.1885343742106
976830,314.18804618149204
976860,314.18755705216273
976890,314.18706705177914
976920,314.1865762458283
976950,314.18608469977846
976980,314.18559247910446
977010,314.18509964928444
977040,314.18460343439904
977070,314.1833556479493
977100,314.18022416666355
977130,314.1757168154926
977160,314.17022970565193
977190,314.16400423579375
977220,314.1572322935684
977250,314.15007815527724
977280,314.1426368540678
977310,314.13511109517424
977340,314.12763498460015
977370,314.12026670199685
977400,314.1130757923334
977430,314.10612779914334
977460,314.09940615859483
977490,314.0927302684688
977520,314.0861351753637
977550,314.07959345759383
977580,314.07307044847687
977610,314.066614048062
977640,314.0602716681326
977670,314.0540797852953
977700,314.0480598958924
977730,314.0422166630118
977760,314.0365465528761
977790,314.0310439898743
977820,314.02570307543533
977850,314.0205175041577
977880,314.01548003669245
977910,314.0105822390573
977940,314.0058149392796
977970,314.00116898135104
978000,313.9966355314827
978030,313.9922060762188
978060,313.9878771071043
978090,313.9836705490712
978120,313.9796150653958
978150,313.97571494281533
978180,313.97195674290083
978210,313.96831906279044
978240,313.9647838228828
978270,313.96133668608456
978300,313.95796468379007
978330,313.9546565147607
978360,313.951402355786
978390,313.9481934022248
978420,313.9450214057794
978450,313.9418784971998
978480,313.93875717884225
978510,313.9356503738866
978540,313.9264669826621
978570,313.90998726248455
978600,313.89974722183206
978630,313.89025506049364
978660,313.8744897506559
978690,313.8486984183424
978720,313.82937758642316
978750,313.810616653596
978780,313.79136112413545
978810,313.77197317230605
978840,313.7526954768685
978870,313.73360628100545
978900,313.71471674446485
978930,313.6960218789137
978960,313.67751117033254
978990,313.65917342123726
979020,313.6409977107626
979050,313.6229736467593
979080,313.60509125863797
979110,313.5873410633982
979140,313.56971410970266
979170,313.55220204220865
979200,313.5347971496392
979230,313.51752945520974
979260,313.50047018307055
979290,313.4836984847089
979320,313.46730617332577
979350,313.4513734560431
979380,313.43596365444887
979410,313.4211344162762
979440,313.406942320404
979470,313.39344443150804
979500,313.3806964460459
979530,313.3687518693715
979560,313.3576615670343
979590,313.3474732184818
979620,313.3382311819597
979650,313.3299764773021
979680,313.32274685410687
979710,313.31657691287296
979740,313.31149825270916
979770,313.3075396302384
979800,313.3047271233757
979830,313.30309041715174
979860,313.3026403372515
979890,313.3034052862454
979920,313.3054071195188
979950,313.3086625522747
979980,313.31318523189617
980010,313.31898373644907
980040,313.3260668711009
980070,313.3344430216302
980100,313.34411960005815
980130,313.35510301013693
980160,313.3673986927174
980190,313.38101116966556
980220,313.39594410538695
980250,313.4122003854024
980280,313.4297821939094
980310,313.44869107823826
980340,313.4689279999861
980370,313.4904933777343
980400,313.5133871248873
980430,313.53761050518386
980460,313.563154644481
980490,313.58999645783376
980520,313.6181050783056
980550,313.64746765551
980580,313.678085921271
980610,313.709966364331
980640,313.74311536913234
980670,313.7775347040936
980700,313.81322370176554
980730,313.8501816156417
980760,313.8884060658649
980790,313.9278942830825
980820,313.9686434226423
980850,314.0106496676618
980880,314.05390884590975
980910,314.09724345938633
980940,314.1297276731584
980970,314.1491961507955
981000,314.16110572828916
981030,314.16873595577465
981060,314.1739457411264
981090,314.1777879988124
981120,314.1808519852328
981150,314.1834757120518
981180,314.1858479428529
981210,314.1880798676325
981240,314.19022421918606
981270,314.1923125093962
981300,314.19436833031466
981330,314.1964012045406
981360,314.1984152340558
981390,314.20041275327685
981420,314.2023947587011
981450,314.2043611489167
981480,314.2063112494167
981510,314.2082441200564
981540,314.2101587036622
981570,314.2120538798186
981600,314.2139284851144
981630,314.2157813307213
981660,314.2176111947536
981690,314.21941685469125
981720,314.22119706735697
981750,314.2229505802952
981780,314.22467615238645
981810,314.2263725437495
981840,314.2280385159892
981870,314.22967283047774
981900,314.2312742526792
981930,314.2328415524374
981960,314.2343734730563
981990,314.235868814568
982020,314.2373263657629
982050,314.23874478018297
982080,314.2401228579604
982110,314.24145944345946
982140,314.24275326354825
982170,314.2440030697893
982200,314.24520763106676
982230,314.246365709557
982260,314.24747606717426
982290,314.24853746406717
982320,314.2495486616217
982350,314.25050842220315
982380,314.251415503377
982410,314.25226866432314
982440,314.25306666524756
982470,314.25380826416904
982500,314.25449221998645
982530,314.25511729074753
982560,314.2556822345877
982590,314.2561858103608
982620,314.25662677576116
982650,314.2570038891298
982680,314.2573159089797
982710,314.25756159391176
982740,314.2577397027364
982770,314.2578489945263
982800,314.25788822865803
982830,314.25788976138017
982860,314.25789130995764
982890,314.2578929602963
982920,314.2578947196426
982950,314.25789659623666
982980,314.25789859944246
983010,314.2579007398782
983040,314.2579030297054
983070,314.25790548227656
983100,314.25790811345234
983130,314.2579109407901
983160,314.25791398452367
983190,314.25791726772104
983220,314.25792081696244
983250,314.25792466287015
983280,314.2579288409613
983310,314.2579333940852
983340,314.2579383679294
983370,314.25794381832526
983400,314.2579498233318
983430,314.2579564622181
983460,314.2579638251333
983490,314.2579720359425
983520,314.2526046299143
983550,314.23602506913466
983580,314.23053946543706
983610,314.22931317732133
983640,314.22908036780916
983670,314.2290464984183
983700,314.22904854949905
983730,314.2290593485956
983760,314.2290721269446
983790,314.22908684012884
983820,314.2291034302814
983850,314.2291213744488
983880,314.22913995686605
983910,314.2291592010833
983940,314.22917723968
983970,314.2291935075665
984000,314.22920819728375
984030,314.2292214699478
984060,314.22923333904566
984090,314.2292439866494
984120,314.2292535842381
984150,314.22926228023255
984180,314.2292701998671
984210,314.22927744805645
984240,314.2292841090785
984270,314.22929026038
984300,314.2292959426444
984330,314.2293012684412
984360,314.22930591644433
984390,314.2293106033115
984420,314.2293152193599
984450,314.22931912509574
984480,314.22932284540894
984510,314.22932658370763
984540,314.22933000576506
984570,314.2293331320729
984600,314.22933619559683
984630,314.22933912414186
984660,314.22934188425194
984690,314.2293445140047
984720,314.22934702136774
984750,314.22934941523636
984780,314.22935170280493
984810,314.22935389153264
984840,314.2293559881694
984870,314.2293579973978
984900,314.22935992628413
984930,314.2293617782655
984960,314.2293635587986
984990,314.22936527086944
985020,314.2293669174944
985050,314.22936850113706
985080,314.2293700240494
985110,314.22937148852407
985140,314.229372896442
985170,314.2293742498488
985200,314.2293755503582
985230,314.2293767995771
985260,314.2293779992443
985290,314.22937915076056
985320,314.22938025529567
985350,314.2293813141013
985380,314.22938232831353
985410,314.22938329896743
985440,314.2293842270155
985470,314.22938511333155
985500,314.2293859587143
985530,314.2293867638912
985560,314.2293875295217
985590,314.2293882562009
985620,314.2293889444625
985650,314.2293895947827
985680,314.2293902075821
985710,314.2293907832298
985740,314.22939132204556
985770,314.22939182430304
985800,314.2293922902325
985830,314.2293927190511
985860,314.2293931138237
985890,314.22939347178584
985920,314.22939379389055
985950,314.2293940803265
985980,314.22939433104625
986010,314.22939454605904
986040,314.2293947253515
986070,314.22939486888487
986100,314.2293949766032
986130,314.22939504843646
986160,314.2293950843025
986190,314.22939508410934
986220,314.22939504775803
986250,314.22939497514426
986280,314.22939486616104
986310,314.22939472070067
986340,314.2293945386564
986370,314.229394319925
986400,314.22939406440815
986430,314.2293937676696
986460,314.2293934268987
986490,314.22939304267084
986520,314.2293926165175
986550,314.2293921496123
986580,314.2293916429406
986610,314.22939109734807
986640,314.2293905135455
986670,314.2293898921126
986700,314.22938923350176
986730,314.22938853804135
986760,314.2293878059381
986790,314.22938703727897
986820,314.2293862320324
986850,314.229385390049
986880,314.22938451106216
986910,314.229383594687
986940,314.22938264042017
986970,314.2293816476383
987000,314.2293806155966
987030,314.22937954319104
987060,314.2293784301596
987090,314.22937727461715
987120,314.2293760755751
987150,314.2293748316205
987180,314.2293735412138
987210,314.2293722027031
987240,314.22937081423134
987270,314.2293693737967
987300,314.2293678792305
987330,314.22936632818613
987360,314.2293647181295
987390,314.2293630463275
987420,314.2293613098353
987450,314.2293595054822
987480,314.229357629855
987510,314.22935567927965
987540,314.2293536497999
987570,314.22935153715326
987600,314.229349336743
987630,314.2293470430948
987660,314.22934465253195
987690,314.2293421574026
987720,314.22933955208885
987750,314.2293368295622
987780,314.2293339825295
987810,314.22933100253914
987840,314.22932787805075
987870,314.22932459485395
987900,314.22932113686704
987930,314.2293174859433
987960,314.22931362149814
987990,314.22930952004367
988020,314.2293051546109
988050,314.22930049401884
988080,314.2292955019348
988110,314.22929013565795
988140,314.2292843445471
988170,314.2292780744794
988200,314.2292712581584
988230,314.2292638108385
988260,314.22925562316306
988290,314.22924654940675
988320,314.22923642129933
988350,314.22922501191266
988380,314.22921202487265
988410,314.22919708185606
988440,314.22917968201597
988470,314.229159352833
988500,314.2291357969414
988530,314.22910957135844
988560,314.2290822623515
988590,314.22905661919884
988620,314.2290339890666
