timestamp,Occupancy[cor]
6656760,2.0
6656790,2.0
6656820,2.0
6656850,2.0
6656880,2.0
6656910,2.0
6656940,2.0
6656970,2.0
6657000,2.0
6657030,2.0
6657060,2.0
6657090,2.0
6657120,2.0
6657150,2.0
6657180,2.0
6657210,2.0
6657240,2.0
6657270,2.0
6657300,2.0
6657330,2.0
6657360,2.0
6657390,2.0
6657420,2.0
6657450,2.0
6657480,2.0
6657510,2.0
6657540,2.0
6657570,2.0
6657600,2.0
6657630,2.0
6657660,2.0
6657690,2.0
6657720,2.0
6657750,2.0
6657780,2.0
6657810,2.0
6657840,2.0
6657870,2.0
6657900,2.0
6657930,2.0
6657960,2.0
6657990,2.0
6658020,2.0
6658050,2.0
6658080,2.0
6658110,2.0
6658140,2.0
6658170,2.0
6658200,2.0
6658230,2.0
6658260,2.0
6658290,2.0
6658320,2.0
6658350,2.0
6658380,2.0
6658410,2.0
6658440,2.0
6658470,2.0
6658500,2.0
6658530,2.0
6658560,2.0
6658590,2.0
6658620,2.0
6658650,2.0
6658680,2.0
6658710,2.0
6658740,2.0
6658770,2.0
6658800,2.0
6658830,2.0
6658860,2.0
6658890,2.0
6658920,2.0
6658950,2.0
6658980,2.0
6659010,2.0
6659040,2.0
6659070,2.0
6659100,2.0
6659130,2.0
6659160,2.0
6659190,2.0
6659220,2.0
6659250,2.0
6659280,2.0
6659310,2.0
6659340,2.0
6659370,2.0
6659400,2.0
6659430,2.0
6659460,2.0
6659490,2.0
6659520,2.0
6659550,2.0
6659580,2.0
6659610,2.0
6659640,2.0
6659670,2.0
6659700,2.0
6659730,2.0
6659760,2.0
6659790,2.0
6659820,2.0
6659850,2.0
6659880,2.0
6659910,2.0
6659940,2.0
6659970,2.0
6660000,2.0
6660030,2.0
6660060,2.0
6660090,2.0
6660120,2.0
6660150,2.0
6660180,2.0
6660210,2.0
6660240,2.0
6660270,2.0
6660300,2.0
6660330,2.0
6660360,2.0
6660390,2.0
6660420,2.0
6660450,2.0
6660480,2.0
6660510,2.0
6660540,2.0
6660570,2.0
6660600,2.0
6660630,2.0
6660660,2.0
6660690,2.0
6660720,2.0
6660750,2.0
6660780,2.0
6660810,2.0
6660840,2.0
6660870,2.0
6660900,2.0
6660930,2.0
6660960,2.0
6660990,2.0
6661020,2.0
6661050,2.0
6661080,2.0
6661110,2.0
6661140,2.0
6661170,2.0
6661200,2.0
6661230,2.0
6661260,2.0
6661290,2.0
6661320,2.0
6661350,2.0
6661380,2.0
6661410,2.0
6661440,2.0
6661470,2.0
6661500,2.0
6661530,2.0
6661560,2.0
6661590,2.0
6661620,2.0
6661650,2.0
6661680,2.0
6661710,2.0
6661740,2.0
6661770,2.0
6661800,2.0
6661830,2.0
6661860,2.0
6661890,2.0
6661920,2.0
6661950,2.0
6661980,2.0
6662010,2.0
6662040,2.0
6662070,2.0
6662100,2.0
6662130,2.0
6662160,2.0
6662190,2.0
6662220,2.0
6662250,2.0
6662280,2.0
6662310,2.0
6662340,2.0
6662370,2.0
6662400,2.0
6662430,2.0
6662460,2.0
6662490,2.0
6662520,2.0
6662550,2.0
6662580,2.0
6662610,2.0
6662640,2.0
6662670,2.0
6662700,2.0
6662730,2.0
6662760,2.0
6662790,2.0
6662820,2.0
6662850,2.0
6662880,2.0
6662910,2.0
6662940,2.0
6662970,2.0
6663000,2.0
6663030,2.0
6663060,2.0
6663090,2.0
6663120,2.0
6663150,2.0
6663180,2.0
6663210,2.0
6663240,2.0
6663270,2.0
6663300,2.0
6663330,2.0
6663360,2.0
6663390,2.0
6663420,2.0
6663450,2.0
6663480,2.0
6663510,2.0
6663540,2.0
6663570,2.0
6663600,2.0
6663630,2.0
6663660,2.0
6663690,2.0
6663720,2.0
6663750,2.0
6663780,2.0
6663810,2.0
6663840,2.0
6663870,2.0
6663900,2.0
6663930,2.0
6663960,2.0
6663990,2.0
6664020,2.0
6664050,2.0
6664080,2.0
6664110,2.0
6664140,2.0
6664170,2.0
6664200,2.0
6664230,2.0
6664260,2.0
6664290,2.0
6664320,2.0
6664350,2.0
6664380,2.0
6664410,2.0
6664440,2.0
6664470,2.0
6664500,2.0
6664530,2.0
6664560,2.0
6664590,2.0
6664620,2.0
6664650,2.0
6664680,2.0
6664710,2.0
6664740,2.0
6664770,2.0
6664800,2.0
6664830,2.0
6664860,2.0
6664890,2.0
6664920,2.0
6664950,2.0
6664980,2.0
6665010,2.0
6665040,2.0
6665070,2.0
6665100,2.0
6665130,2.0
6665160,2.0
6665190,2.0
6665220,2.0
6665250,2.0
6665280,2.0
6665310,2.0
6665340,2.0
6665370,2.0
6665400,2.0
6665430,2.0
6665460,2.0
6665490,2.0
6665520,2.0
6665550,2.0
6665580,2.0
6665610,2.0
6665640,2.0
6665670,2.0
6665700,2.0
6665730,2.0
6665760,2.0
6665790,2.0
6665820,2.0
6665850,2.0
6665880,2.0
6665910,2.0
6665940,2.0
6665970,2.0
6666000,2.0
6666030,2.0
6666060,2.0
6666090,2.0
6666120,2.0
6666150,2.0
6666180,2.0
6666210,2.0
6666240,2.0
6666270,2.0
6666300,2.0
6666330,2.0
6666360,2.0
6666390,2.0
6666420,2.0
6666450,2.0
6666480,2.0
6666510,2.0
6666540,2.0
6666570,2.0
6666600,2.0
6666630,2.0
6666660,2.0
6666690,2.0
6666720,2.0
6666750,2.0
6666780,2.0
6666810,2.0
6666840,2.0
6666870,2.0
6666900,2.0
6666930,2.0
6666960,2.0
6666990,2.0
6667020,2.0
6667050,2.0
6667080,2.0
6667110,2.0
6667140,2.0
6667170,2.0
6667200,2.0
6667230,2.0
6667260,2.0
6667290,2.0
6667320,2.0
6667350,2.0
6667380,2.0
6667410,2.0
6667440,2.0
6667470,2.0
6667500,2.0
6667530,2.0
6667560,2.0
6667590,2.0
6667620,2.0
6667650,2.0
6667680,2.0
6667710,2.0
6667740,2.0
6667770,2.0
6667800,2.0
6667830,2.0
6667860,2.0
6667890,2.0
6667920,2.0
6667950,2.0
6667980,2.0
6668010,2.0
6668040,2.0
6668070,2.0
6668100,2.0
6668130,2.0
6668160,2.0
6668190,2.0
6668220,2.0
6668250,2.0
6668280,2.0
6668310,2.0
6668340,2.0
6668370,2.0
6668400,2.0
6668430,2.0
6668460,2.0
6668490,2.0
6668520,2.0
6668550,2.0
6668580,2.0
6668610,2.0
6668640,2.0
6668670,2.0
6668700,2.0
6668730,2.0
6668760,2.0
6668790,2.0
6668820,2.0
6668850,2.0
6668880,2.0
6668910,2.0
6668940,2.0
6668970,2.0
6669000,2.0
6669030,2.0
6669060,2.0
6669090,2.0
6669120,2.0
6669150,2.0
6669180,2.0
6669210,2.0
6669240,2.0
6669270,2.0
6669300,2.0
6669330,2.0
6669360,2.0
6669390,2.0
6669420,2.0
6669450,2.0
6669480,2.0
6669510,2.0
6669540,2.0
6669570,2.0
6669600,2.0
6669630,2.0
6669660,2.0
6669690,2.0
6669720,2.0
6669750,2.0
6669780,2.0
6669810,2.0
6669840,2.0
6669870,2.0
6669900,2.0
6669930,2.0
6669960,2.0
6669990,2.0
6670020,2.0
6670050,2.0
6670080,2.0
6670110,2.0
6670140,2.0
6670170,2.0
6670200,2.0
6670230,2.0
6670260,2.0
6670290,2.0
6670320,2.0
6670350,2.0
6670380,2.0
6670410,2.0
6670440,2.0
6670470,2.0
6670500,2.0
6670530,2.0
6670560,2.0
6670590,2.0
6670620,2.0
6670650,2.0
6670680,2.0
6670710,2.0
6670740,2.0
6670770,2.0
6670800,2.0
6670830,2.0
6670860,2.0
6670890,2.0
6670920,2.0
6670950,2.0
6670980,2.0
6671010,2.0
6671040,2.0
6671070,2.0
6671100,2.0
6671130,2.0
6671160,2.0
6671190,2.0
6671220,2.0
6671250,2.0
6671280,2.0
6671310,2.0
6671340,2.0
6671370,2.0
6671400,2.0
6671430,2.0
6671460,2.0
6671490,2.0
6671520,2.0
6671550,2.0
6671580,2.0
6671610,2.0
6671640,2.0
6671670,2.0
6671700,2.0
6671730,2.0
6671760,2.0
6671790,2.0
6671820,2.0
6671850,2.0
6671880,2.0
6671910,2.0
6671940,2.0
6671970,2.0
6672000,2.0
6672030,2.0
6672060,2.0
6672090,2.0
6672120,2.0
6672150,2.0
6672180,2.0
6672210,2.0
6672240,2.0
6672270,2.0
6672300,2.0
6672330,2.0
6672360,2.0
6672390,2.0
6672420,2.0
6672450,2.0
6672480,2.0
6672510,2.0
6672540,2.0
6672570,2.0
6672600,2.0
6672630,2.0
6672660,2.0
6672690,2.0
6672720,2.0
6672750,2.0
6672780,2.0
6672810,2.0
6672840,2.0
6672870,2.0
6672900,2.0
6672930,2.0
6672960,2.0
6672990,2.0
6673020,2.0
6673050,2.0
6673080,2.0
6673110,2.0
6673140,2.0
6673170,2.0
6673200,2.0
6673230,2.0
6673260,2.0
6673290,2.0
6673320,2.0
6673350,2.0
6673380,2.0
6673410,2.0
6673440,2.0
6673470,2.0
6673500,2.0
6673530,2.0
6673560,2.0
6673590,2.0
6673620,2.0
6673650,2.0
6673680,2.0
6673710,2.0
6673740,2.0
6673770,2.0
6673800,2.0
6673830,2.0
6673860,2.0
6673890,2.0
6673920,2.0
6673950,2.0
6673980,2.0
6674010,2.0
6674040,2.0
6674070,2.0
6674100,2.0
6674130,2.0
6674160,2.0
6674190,2.0
6674220,2.0
6674250,2.0
6674280,2.0
6674310,2.0
6674340,2.0
6674370,2.0
6674400,2.0
6674430,2.0
6674460,2.0
6674490,2.0
6674520,2.0
6674550,2.0
6674580,2.0
6674610,2.0
6674640,2.0
6674670,2.0
6674700,2.0
6674730,2.0
6674760,2.0
6674790,2.0
6674820,2.0
6674850,2.0
6674880,2.0
6674910,2.0
6674940,2.0
6674970,2.0
6675000,2.0
6675030,2.0
6675060,2.0
6675090,2.0
6675120,2.0
6675150,2.0
6675180,2.0
6675210,2.0
6675240,2.0
6675270,2.0
6675300,2.0
6675330,2.0
6675360,2.0
6675390,2.0
6675420,2.0
6675450,2.0
6675480,2.0
6675510,2.0
6675540,2.0
6675570,2.0
6675600,2.0
6675630,2.0
6675660,2.0
6675690,2.0
6675720,2.0
6675750,2.0
6675780,2.0
6675810,2.0
6675840,2.0
6675870,2.0
6675900,2.0
6675930,2.0
6675960,2.0
6675990,2.0
6676020,2.0
6676050,2.0
6676080,2.0
6676110,2.0
6676140,2.0
6676170,2.0
6676200,2.0
6676230,2.0
6676260,2.0
6676290,2.0
6676320,2.0
6676350,2.0
6676380,2.0
6676410,2.0
6676440,2.0
6676470,2.0
6676500,2.0
6676530,2.0
6676560,2.0
6676590,2.0
6676620,2.0
6676650,2.0
6676680,2.0
6676710,2.0
6676740,2.0
6676770,2.0
6676800,2.0
6676830,2.0
6676860,2.0
6676890,2.0
6676920,2.0
6676950,2.0
6676980,2.0
6677010,2.0
6677040,2.0
6677070,2.0
6677100,2.0
6677130,2.0
6677160,2.0
6677190,2.0
6677220,2.0
6677250,2.0
6677280,2.0
6677310,2.0
6677340,2.0
6677370,2.0
6677400,2.0
6677430,2.0
6677460,2.0
6677490,2.0
6677520,2.0
6677550,2.0
6677580,2.0
6677610,2.0
6677640,2.0
6677670,2.0
6677700,2.0
6677730,2.0
6677760,2.0
6677790,2.0
6677820,2.0
6677850,2.0
6677880,2.0
6677910,2.0
6677940,2.0
6677970,2.0
6678000,2.0
6678030,2.0
6678060,2.0
6678090,2.0
6678120,2.0
6678150,2.0
6678180,2.0
6678210,2.0
6678240,2.0
6678270,2.0
6678300,2.0
6678330,2.0
6678360,2.0
6678390,2.0
6678420,2.0
6678450,2.0
6678480,2.0
6678510,2.0
6678540,2.0
6678570,2.0
6678600,2.0
6678630,2.0
6678660,2.0
6678690,2.0
6678720,2.0
6678750,2.0
6678780,2.0
6678810,2.0
6678840,2.0
6678870,2.0
6678900,2.0
6678930,2.0
6678960,2.0
6678990,2.0
6679020,2.0
6679050,2.0
6679080,2.0
6679110,2.0
6679140,2.0
6679170,2.0
6679200,2.0
6679230,2.0
6679260,2.0
6679290,2.0
6679320,2.0
6679350,2.0
6679380,2.0
6679410,2.0
6679440,2.0
6679470,2.0
6679500,2.0
6679530,2.0
6679560,2.0
6679590,2.0
6679620,2.0
6679650,2.0
6679680,2.0
6679710,2.0
6679740,2.0
6679770,2.0
6679800,2.0
6679830,2.0
6679860,2.0
6679890,2.0
6679920,2.0
6679950,2.0
6679980,2.0
6680010,2.0
6680040,2.0
6680070,2.0
6680100,2.0
6680130,2.0
6680160,2.0
6680190,2.0
6680220,2.0
6680250,2.0
6680280,2.0
6680310,2.0
6680340,2.0
6680370,2.0
6680400,2.0
6680430,2.0
6680460,2.0
6680490,2.0
6680520,2.0
6680550,2.0
6680580,2.0
6680610,2.0
6680640,2.0
6680670,2.0
6680700,2.0
6680730,2.0
6680760,2.0
6680790,2.0
6680820,2.0
6680850,2.0
6680880,2.0
6680910,2.0
6680940,2.0
6680970,2.0
6681000,2.0
6681030,2.0
6681060,2.0
6681090,2.0
6681120,2.0
6681150,2.0
6681180,2.0
6681210,2.0
6681240,2.0
6681270,2.0
6681300,2.0
6681330,2.0
6681360,2.0
6681390,2.0
6681420,2.0
6681450,2.0
6681480,2.0
6681510,2.0
6681540,2.0
6681570,2.0
6681600,2.0
6681630,2.0
6681660,2.0
6681690,2.0
6681720,2.0
6681750,2.0
6681780,2.0
6681810,2.0
6681840,2.0
6681870,2.0
6681900,2.0
6681930,2.0
6681960,2.0
6681990,2.0
6682020,2.0
6682050,2.0
6682080,2.0
6682110,2.0
6682140,2.0
6682170,2.0
6682200,2.0
6682230,2.0
6682260,2.0
6682290,2.0
6682320,2.0
6682350,2.0
6682380,2.0
6682410,2.0
6682440,2.0
6682470,2.0
6682500,2.0
6682530,2.0
6682560,2.0
6682590,2.0
6682620,2.0
6682650,2.0
6682680,2.0
6682710,2.0
6682740,2.0
6682770,2.0
6682800,12.0
6682830,12.0
6682860,12.0
6682890,12.0
6682920,12.0
6682950,12.0
6682980,12.0
6683010,12.0
6683040,12.0
6683070,12.0
6683100,12.0
6683130,12.0
6683160,12.0
6683190,12.0
6683220,12.0
6683250,12.0
6683280,12.0
6683310,12.0
6683340,12.0
6683370,12.0
6683400,23.0
6683430,23.0
6683460,23.0
6683490,23.0
6683520,23.0
6683550,23.0
6683580,23.0
6683610,23.0
6683640,23.0
6683670,23.0
6683700,23.0
6683730,23.0
6683760,23.0
6683790,23.0
6683820,23.0
6683850,23.0
6683880,23.0
6683910,23.0
6683940,23.0
6683970,23.0
6684000,23.0
6684030,23.0
6684060,23.0
6684090,23.0
6684120,23.0
6684150,23.0
6684180,23.0
6684210,23.0
6684240,23.0
6684270,23.0
6684300,23.0
6684330,23.0
6684360,23.0
6684390,23.0
6684420,23.0
6684450,23.0
6684480,23.0
6684510,23.0
6684540,23.0
6684570,23.0
6684600,33.0
6684630,33.0
6684660,33.0
6684690,33.0
6684720,33.0
6684750,33.0
6684780,33.0
6684810,33.0
6684840,33.0
6684870,33.0
6684900,33.0
6684930,33.0
6684960,33.0
6684990,33.0
6685020,33.0
6685050,33.0
6685080,33.0
6685110,33.0
6685140,33.0
6685170,33.0
6685200,44.0
6685230,44.0
6685260,44.0
6685290,44.0
6685320,44.0
6685350,44.0
6685380,44.0
6685410,44.0
6685440,44.0
6685470,44.0
6685500,44.0
6685530,44.0
6685560,44.0
6685590,44.0
6685620,44.0
6685650,44.0
6685680,44.0
6685710,44.0
6685740,44.0
6685770,44.0
6685800,44.0
6685830,44.0
6685860,44.0
6685890,44.0
6685920,44.0
6685950,44.0
6685980,44.0
6686010,44.0
6686040,44.0
6686070,44.0
6686100,44.0
6686130,44.0
6686160,44.0
6686190,44.0
6686220,44.0
6686250,44.0
6686280,44.0
6686310,44.0
6686340,44.0
6686370,44.0
6686400,44.0
6686430,44.0
6686460,44.0
6686490,44.0
6686520,44.0
6686550,44.0
6686580,44.0
6686610,44.0
6686640,44.0
6686670,44.0
6686700,44.0
6686730,44.0
6686760,44.0
6686790,44.0
6686820,44.0
6686850,44.0
6686880,44.0
6686910,44.0
6686940,44.0
6686970,44.0
6687000,44.0
6687030,44.0
6687060,44.0
6687090,44.0
6687120,44.0
6687150,44.0
6687180,44.0
6687210,44.0
6687240,44.0
6687270,44.0
6687300,44.0
6687330,44.0
6687360,44.0
6687390,44.0
6687420,44.0
6687450,44.0
6687480,44.0
6687510,44.0
6687540,44.0
6687570,44.0
6687600,44.0
6687630,44.0
6687660,44.0
6687690,44.0
6687720,44.0
6687750,44.0
6687780,44.0
6687810,44.0
6687840,44.0
6687870,44.0
6687900,44.0
6687930,44.0
6687960,44.0
6687990,44.0
6688020,44.0
6688050,44.0
6688080,44.0
6688110,44.0
6688140,44.0
6688170,44.0
6688200,44.0
6688230,44.0
6688260,44.0
6688290,44.0
6688320,44.0
6688350,44.0
6688380,44.0
6688410,44.0
6688440,44.0
6688470,44.0
6688500,44.0
6688530,44.0
6688560,44.0
6688590,44.0
6688620,44.0
6688650,44.0
6688680,44.0
6688710,44.0
6688740,44.0
6688770,44.0
6688800,44.0
6688830,44.0
6688860,44.0
6688890,44.0
6688920,44.0
6688950,44.0
6688980,44.0
6689010,44.0
6689040,44.0
6689070,44.0
6689100,44.0
6689130,44.0
6689160,44.0
6689190,44.0
6689220,44.0
6689250,44.0
6689280,44.0
6689310,44.0
6689340,44.0
6689370,44.0
6689400,44.0
6689430,44.0
6689460,44.0
6689490,44.0
6689520,44.0
6689550,44.0
6689580,44.0
6689610,44.0
6689640,44.0
6689670,44.0
6689700,44.0
6689730,44.0
6689760,44.0
6689790,44.0
6689820,44.0
6689850,44.0
6689880,44.0
6689910,44.0
6689940,44.0
6689970,44.0
6690000,44.0
6690030,44.0
6690060,44.0
6690090,44.0
6690120,44.0
6690150,44.0
6690180,44.0
6690210,44.0
6690240,44.0
6690270,44.0
6690300,44.0
6690330,44.0
6690360,44.0
6690390,44.0
6690420,44.0
6690450,44.0
6690480,44.0
6690510,44.0
6690540,44.0
6690570,44.0
6690600,44.0
6690630,44.0
6690660,44.0
6690690,44.0
6690720,44.0
6690750,44.0
6690780,44.0
6690810,44.0
6690840,44.0
6690870,44.0
6690900,44.0
6690930,44.0
6690960,44.0
6690990,44.0
6691020,44.0
6691050,44.0
6691080,44.0
6691110,44.0
6691140,44.0
6691170,44.0
6691200,44.0
6691230,44.0
6691260,44.0
6691290,44.0
6691320,44.0
6691350,44.0
6691380,44.0
6691410,44.0
6691440,44.0
6691470,44.0
6691500,44.0
6691530,44.0
6691560,44.0
6691590,44.0
6691620,44.0
6691650,44.0
6691680,44.0
6691710,44.0
6691740,44.0
6691770,44.0
6691800,44.0
6691830,44.0
6691860,44.0
6691890,44.0
6691920,44.0
6691950,44.0
6691980,44.0
6692010,44.0
6692040,44.0
6692070,44.0
6692100,44.0
6692130,44.0
6692160,44.0
6692190,44.0
6692220,44.0
6692250,44.0
6692280,44.0
6692310,44.0
6692340,44.0
6692370,44.0
6692400,44.0
6692430,44.0
6692460,44.0
6692490,44.0
6692520,44.0
6692550,44.0
6692580,44.0
6692610,44.0
6692640,44.0
6692670,44.0
6692700,44.0
6692730,44.0
6692760,44.0
6692790,44.0
6692820,44.0
6692850,44.0
6692880,44.0
6692910,44.0
6692940,44.0
6692970,44.0
6693000,44.0
6693030,44.0
6693060,44.0
6693090,44.0
6693120,44.0
6693150,44.0
6693180,44.0
6693210,44.0
6693240,44.0
6693270,44.0
6693300,44.0
6693330,44.0
6693360,44.0
6693390,44.0
6693420,44.0
6693450,44.0
6693480,44.0
6693510,44.0
6693540,44.0
6693570,44.0
6693600,44.0
6693630,44.0
6693660,44.0
6693690,44.0
6693720,44.0
6693750,44.0
6693780,44.0
6693810,44.0
6693840,44.0
6693870,44.0
6693900,44.0
6693930,44.0
6693960,44.0
6693990,44.0
6694020,44.0
6694050,44.0
6694080,44.0
6694110,44.0
6694140,44.0
6694170,44.0
6694200,44.0
6694230,44.0
6694260,44.0
6694290,44.0
6694320,44.0
6694350,44.0
6694380,44.0
6694410,44.0
6694440,44.0
6694470,44.0
6694500,44.0
6694530,44.0
6694560,44.0
6694590,44.0
6694620,44.0
6694650,44.0
6694680,44.0
6694710,44.0
6694740,44.0
6694770,44.0
6694800,44.0
6694830,44.0
6694860,44.0
6694890,44.0
6694920,44.0
6694950,44.0
6694980,44.0
6695010,44.0
6695040,44.0
6695070,44.0
6695100,44.0
6695130,44.0
6695160,44.0
6695190,44.0
6695220,44.0
6695250,44.0
6695280,44.0
6695310,44.0
6695340,44.0
6695370,44.0
6695400,44.0
6695430,44.0
6695460,44.0
6695490,44.0
6695520,44.0
6695550,44.0
6695580,44.0
6695610,44.0
6695640,44.0
6695670,44.0
6695700,44.0
6695730,44.0
6695760,44.0
6695790,44.0
6695820,44.0
6695850,44.0
6695880,44.0
6695910,44.0
6695940,44.0
6695970,44.0
6696000,39.0
6696030,39.0
6696060,39.0
6696090,39.0
6696120,39.0
6696150,39.0
6696180,39.0
6696210,39.0
6696240,39.0
6696270,39.0
6696300,39.0
6696330,39.0
6696360,39.0
6696390,39.0
6696420,39.0
6696450,39.0
6696480,39.0
6696510,39.0
6696540,39.0
6696570,39.0
6696600,39.0
6696630,39.0
6696660,39.0
6696690,39.0
6696720,39.0
6696750,39.0
6696780,39.0
6696810,39.0
6696840,39.0
6696870,39.0
6696900,39.0
6696930,39.0
6696960,39.0
6696990,39.0
6697020,39.0
6697050,39.0
6697080,39.0
6697110,39.0
6697140,39.0
6697170,39.0
6697200,39.0
6697230,39.0
6697260,39.0
6697290,39.0
6697320,39.0
6697350,39.0
6697380,39.0
6697410,39.0
6697440,39.0
6697470,39.0
6697500,39.0
6697530,39.0
6697560,39.0
6697590,39.0
6697620,39.0
6697650,39.0
6697680,39.0
6697710,39.0
6697740,39.0
6697770,39.0
6697800,39.0
6697830,39.0
6697860,39.0
6697890,39.0
6697920,39.0
6697950,39.0
6697980,39.0
6698010,39.0
6698040,39.0
6698070,39.0
6698100,39.0
6698130,39.0
6698160,39.0
6698190,39.0
6698220,39.0
6698250,39.0
6698280,39.0
6698310,39.0
6698340,39.0
6698370,39.0
6698400,39.0
6698430,39.0
6698460,39.0
6698490,39.0
6698520,39.0
6698550,39.0
6698580,39.0
6698610,39.0
6698640,39.0
6698670,39.0
6698700,39.0
6698730,39.0
6698760,39.0
6698790,39.0
6698820,39.0
6698850,39.0
6698880,39.0
6698910,39.0
6698940,39.0
6698970,39.0
6699000,39.0
6699030,39.0
6699060,39.0
6699090,39.0
6699120,39.0
6699150,39.0
6699180,39.0
6699210,39.0
6699240,39.0
6699270,39.0
6699300,39.0
6699330,39.0
6699360,39.0
6699390,39.0
6699420,39.0
6699450,39.0
6699480,39.0
6699510,39.0
6699540,39.0
6699570,39.0
6699600,49.0
6699630,49.0
6699660,49.0
6699690,49.0
6699720,49.0
6699750,49.0
6699780,49.0
6699810,49.0
6699840,49.0
6699870,49.0
6699900,49.0
6699930,49.0
6699960,49.0
6699990,49.0
6700020,49.0
6700050,49.0
6700080,49.0
6700110,49.0
6700140,49.0
6700170,49.0
6700200,49.0
6700230,49.0
6700260,49.0
6700290,49.0
6700320,49.0
6700350,49.0
6700380,49.0
6700410,49.0
6700440,49.0
6700470,49.0
6700500,49.0
6700530,49.0
6700560,49.0
6700590,49.0
6700620,49.0
6700650,49.0
6700680,49.0
6700710,49.0
6700740,49.0
6700770,49.0
6700800,49.0
6700830,49.0
6700860,49.0
6700890,49.0
6700920,49.0
6700950,49.0
6700980,49.0
6701010,49.0
6701040,49.0
6701070,49.0
6701100,49.0
6701130,49.0
6701160,49.0
6701190,49.0
6701220,49.0
6701250,49.0
6701280,49.0
6701310,49.0
6701340,49.0
6701370,49.0
6701400,49.0
6701430,49.0
6701460,49.0
6701490,49.0
6701520,49.0
6701550,49.0
6701580,49.0
6701610,49.0
6701640,49.0
6701670,49.0
6701700,49.0
6701730,49.0
6701760,49.0
6701790,49.0
6701820,49.0
6701850,49.0
6701880,49.0
6701910,49.0
6701940,49.0
6701970,49.0
6702000,49.0
6702030,49.0
6702060,49.0
6702090,49.0
6702120,49.0
6702150,49.0
6702180,49.0
6702210,49.0
6702240,49.0
6702270,49.0
6702300,49.0
6702330,49.0
6702360,49.0
6702390,49.0
6702420,49.0
6702450,49.0
6702480,49.0
6702510,49.0
6702540,49.0
6702570,49.0
6702600,49.0
6702630,49.0
6702660,49.0
6702690,49.0
6702720,49.0
6702750,49.0
6702780,49.0
6702810,49.0
6702840,49.0
6702870,49.0
6702900,49.0
6702930,49.0
6702960,49.0
6702990,49.0
6703020,49.0
6703050,49.0
6703080,49.0
6703110,49.0
6703140,49.0
6703170,49.0
6703200,49.0
6703230,49.0
6703260,49.0
6703290,49.0
6703320,49.0
6703350,49.0
6703380,49.0
6703410,49.0
6703440,49.0
6703470,49.0
6703500,49.0
6703530,49.0
6703560,49.0
6703590,49.0
6703620,49.0
6703650,49.0
6703680,49.0
6703710,49.0
6703740,49.0
6703770,49.0
6703800,49.0
6703830,49.0
6703860,49.0
6703890,49.0
6703920,49.0
6703950,49.0
6703980,49.0
6704010,49.0
6704040,49.0
6704070,49.0
6704100,49.0
6704130,49.0
6704160,49.0
6704190,49.0
6704220,49.0
6704250,49.0
6704280,49.0
6704310,49.0
6704340,49.0
6704370,49.0
6704400,49.0
6704430,49.0
6704460,49.0
6704490,49.0
6704520,49.0
6704550,49.0
6704580,49.0
6704610,49.0
6704640,49.0
6704670,49.0
6704700,49.0
6704730,49.0
6704760,49.0
6704790,49.0
6704820,49.0
6704850,49.0
6704880,49.0
6704910,49.0
6704940,49.0
6704970,49.0
6705000,49.0
6705030,49.0
6705060,49.0
6705090,49.0
6705120,49.0
6705150,49.0
