timestamp,UpperCO2[cor]
6668100,894.0
6668130,894.0
6668160,894.0
6668190,894.0
6668220,894.0
6668250,894.0
6668280,894.0
6668310,894.0
6668340,894.0
6668370,894.0
6668400,894.0
6668430,894.0
6668460,894.0
6668490,894.0
6668520,894.0
6668550,894.0
6668580,894.0
6668610,894.0
6668640,894.0
6668670,894.0
6668700,894.0
6668730,894.0
6668760,894.0
6668790,894.0
6668820,894.0
6668850,894.0
6668880,894.0
6668910,894.0
6668940,894.0
6668970,894.0
6669000,894.0
6669030,894.0
6669060,894.0
6669090,894.0
6669120,894.0
6669150,894.0
6669180,894.0
6669210,894.0
6669240,894.0
6669270,894.0
6669300,894.0
6669330,894.0
6669360,894.0
6669390,894.0
6669420,894.0
6669450,894.0
6669480,894.0
6669510,894.0
6669540,894.0
6669570,894.0
6669600,894.0
6669630,894.0
6669660,894.0
6669690,894.0
6669720,894.0
6669750,894.0
6669780,894.0
6669810,894.0
6669840,894.0
6669870,894.0
6669900,894.0
6669930,894.0
6669960,894.0
6669990,894.0
6670020,894.0
6670050,894.0
6670080,894.0
6670110,894.0
6670140,894.0
6670170,894.0
6670200,894.0
6670230,894.0
6670260,894.0
6670290,894.0
6670320,894.0
6670350,894.0
6670380,894.0
6670410,894.0
6670440,894.0
6670470,894.0
6670500,894.0
6670530,894.0
6670560,894.0
6670590,894.0
6670620,894.0
6670650,894.0
6670680,894.0
6670710,894.0
6670740,894.0
6670770,894.0
6670800,894.0
6670830,894.0
6670860,894.0
6670890,894.0
6670920,894.0
6670950,894.0
6670980,894.0
6671010,894.0
6671040,894.0
6671070,894.0
6671100,894.0
6671130,894.0
6671160,894.0
6671190,894.0
6671220,894.0
6671250,894.0
6671280,894.0
6671310,894.0
6671340,894.0
6671370,894.0
6671400,894.0
6671430,894.0
6671460,894.0
6671490,894.0
6671520,894.0
6671550,894.0
6671580,894.0
6671610,894.0
6671640,894.0
6671670,894.0
6671700,894.0
6671730,894.0
6671760,894.0
6671790,894.0
6671820,894.0
6671850,894.0
6671880,894.0
6671910,894.0
6671940,894.0
6671970,894.0
6672000,894.0
6672030,894.0
6672060,894.0
6672090,894.0
6672120,894.0
6672150,894.0
6672180,894.0
6672210,894.0
6672240,894.0
6672270,894.0
6672300,894.0
6672330,894.0
6672360,894.0
6672390,894.0
6672420,894.0
6672450,894.0
6672480,894.0
6672510,894.0
6672540,894.0
6672570,894.0
6672600,894.0
6672630,894.0
6672660,894.0
6672690,894.0
6672720,894.0
6672750,894.0
6672780,894.0
6672810,894.0
6672840,894.0
6672870,894.0
6672900,894.0
6672930,894.0
6672960,894.0
6672990,894.0
6673020,894.0
6673050,894.0
6673080,894.0
6673110,894.0
6673140,894.0
6673170,894.0
6673200,894.0
6673230,894.0
6673260,894.0
6673290,894.0
6673320,894.0
6673350,894.0
6673380,894.0
6673410,894.0
6673440,894.0
6673470,894.0
6673500,894.0
6673530,894.0
6673560,894.0
6673590,894.0
6673620,894.0
6673650,894.0
6673680,894.0
6673710,894.0
6673740,894.0
6673770,894.0
6673800,894.0
6673830,894.0
6673860,894.0
6673890,894.0
6673920,894.0
6673950,894.0
6673980,894.0
6674010,894.0
6674040,894.0
6674070,894.0
6674100,894.0
6674130,894.0
6674160,894.0
6674190,894.0
6674220,894.0
6674250,894.0
6674280,894.0
6674310,894.0
6674340,894.0
6674370,894.0
6674400,894.0
6674430,894.0
6674460,894.0
6674490,894.0
6674520,894.0
6674550,894.0
6674580,894.0
6674610,894.0
6674640,894.0
6674670,894.0
6674700,894.0
6674730,894.0
6674760,894.0
6674790,894.0
6674820,894.0
6674850,894.0
6674880,894.0
6674910,894.0
6674940,894.0
6674970,894.0
6675000,894.0
6675030,894.0
6675060,894.0
6675090,894.0
6675120,894.0
6675150,894.0
6675180,894.0
6675210,894.0
6675240,894.0
6675270,894.0
6675300,894.0
6675330,894.0
6675360,894.0
6675390,894.0
6675420,894.0
6675450,894.0
6675480,894.0
6675510,894.0
6675540,894.0
6675570,894.0
6675600,894.0
6675630,894.0
6675660,894.0
6675690,894.0
6675720,894.0
6675750,894.0
6675780,894.0
6675810,894.0
6675840,894.0
6675870,894.0
6675900,894.0
6675930,894.0
6675960,894.0
6675990,894.0
6676020,894.0
6676050,894.0
6676080,894.0
6676110,894.0
6676140,894.0
6676170,894.0
6676200,894.0
6676230,894.0
6676260,894.0
6676290,894.0
6676320,894.0
6676350,894.0
6676380,894.0
6676410,894.0
6676440,894.0
6676470,894.0
6676500,894.0
6676530,894.0
6676560,894.0
6676590,894.0
6676620,894.0
6676650,894.0
6676680,894.0
6676710,894.0
6676740,894.0
6676770,894.0
6676800,894.0
6676830,894.0
6676860,894.0
6676890,894.0
6676920,894.0
6676950,894.0
6676980,894.0
6677010,894.0
6677040,894.0
6677070,894.0
6677100,894.0
6677130,894.0
6677160,894.0
6677190,894.0
6677220,894.0
6677250,894.0
6677280,894.0
6677310,894.0
6677340,894.0
6677370,894.0
6677400,894.0
6677430,894.0
6677460,894.0
6677490,894.0
6677520,894.0
6677550,894.0
6677580,894.0
6677610,894.0
6677640,894.0
6677670,894.0
6677700,894.0
6677730,894.0
6677760,894.0
6677790,894.0
6677820,894.0
6677850,894.0
6677880,894.0
6677910,894.0
6677940,894.0
6677970,894.0
6678000,894.0
6678030,894.0
6678060,894.0
6678090,894.0
6678120,894.0
6678150,894.0
6678180,894.0
6678210,894.0
6678240,894.0
6678270,894.0
6678300,894.0
6678330,894.0
6678360,894.0
6678390,894.0
6678420,894.0
6678450,894.0
6678480,894.0
6678510,894.0
6678540,894.0
6678570,894.0
6678600,894.0
6678630,894.0
6678660,894.0
6678690,894.0
6678720,894.0
6678750,894.0
6678780,894.0
6678810,894.0
6678840,894.0
6678870,894.0
6678900,894.0
6678930,894.0
6678960,894.0
6678990,894.0
6679020,894.0
6679050,894.0
6679080,894.0
6679110,894.0
6679140,894.0
6679170,894.0
6679200,894.0
6679230,894.0
6679260,894.0
6679290,894.0
6679320,894.0
6679350,894.0
6679380,894.0
6679410,894.0
6679440,894.0
6679470,894.0
6679500,894.0
6679530,894.0
6679560,894.0
6679590,894.0
6679620,894.0
6679650,894.0
6679680,894.0
6679710,894.0
6679740,894.0
6679770,894.0
6679800,894.0
6679830,894.0
6679860,894.0
6679890,894.0
6679920,894.0
6679950,894.0
6679980,894.0
6680010,894.0
6680040,894.0
6680070,894.0
6680100,894.0
6680130,894.0
6680160,894.0
6680190,894.0
6680220,894.0
6680250,894.0
6680280,894.0
6680310,894.0
6680340,894.0
6680370,894.0
6680400,894.0
6680430,894.0
6680460,894.0
6680490,894.0
6680520,894.0
6680550,894.0
6680580,894.0
6680610,894.0
6680640,894.0
6680670,894.0
6680700,894.0
6680730,894.0
6680760,894.0
6680790,894.0
6680820,894.0
6680850,894.0
6680880,894.0
6680910,894.0
6680940,894.0
6680970,894.0
6681000,894.0
6681030,894.0
6681060,894.0
6681090,894.0
6681120,894.0
6681150,894.0
6681180,894.0
6681210,894.0
6681240,894.0
6681270,894.0
6681300,894.0
6681330,894.0
6681360,894.0
6681390,894.0
6681420,894.0
6681450,894.0
6681480,894.0
6681510,894.0
6681540,894.0
6681570,894.0
6681600,894.0
6681630,894.0
6681660,894.0
6681690,894.0
6681720,894.0
6681750,894.0
6681780,894.0
6681810,894.0
6681840,894.0
6681870,894.0
6681900,894.0
6681930,894.0
6681960,894.0
6681990,894.0
6682020,894.0
6682050,894.0
6682080,894.0
6682110,894.0
6682140,894.0
6682170,894.0
6682200,894.0
6682230,894.0
6682260,894.0
6682290,894.0
6682320,894.0
6682350,894.0
6682380,894.0
6682410,894.0
6682440,894.0
6682470,894.0
6682500,894.0
6682530,894.0
6682560,894.0
6682590,894.0
6682620,894.0
6682650,894.0
6682680,894.0
6682710,894.0
6682740,894.0
6682770,894.0
6682800,894.0
6682830,894.0
6682860,894.0
6682890,894.0
6682920,894.0
6682950,894.0
6682980,894.0
6683010,894.0
6683040,894.0
6683070,894.0
6683100,894.0
6683130,894.0
6683160,894.0
6683190,894.0
6683220,894.0
6683250,894.0
6683280,894.0
6683310,894.0
6683340,894.0
6683370,894.0
6683400,894.0
6683430,894.0
6683460,894.0
6683490,894.0
6683520,894.0
6683550,894.0
6683580,894.0
6683610,894.0
6683640,894.0
6683670,894.0
6683700,894.0
6683730,894.0
6683760,894.0
6683790,894.0
6683820,894.0
6683850,894.0
6683880,894.0
6683910,894.0
6683940,894.0
6683970,894.0
6684000,894.0
6684030,894.0
6684060,894.0
6684090,894.0
6684120,894.0
6684150,894.0
6684180,894.0
6684210,894.0
6684240,894.0
6684270,894.0
6684300,894.0
6684330,894.0
6684360,894.0
6684390,894.0
6684420,894.0
6684450,894.0
6684480,894.0
6684510,894.0
6684540,894.0
6684570,894.0
6684600,894.0
6684630,894.0
6684660,894.0
6684690,894.0
6684720,894.0
6684750,894.0
6684780,894.0
6684810,894.0
6684840,894.0
6684870,894.0
6684900,894.0
6684930,894.0
6684960,894.0
6684990,894.0
6685020,894.0
6685050,894.0
6685080,894.0
6685110,894.0
6685140,894.0
6685170,894.0
6685200,894.0
6685230,894.0
6685260,894.0
6685290,894.0
6685320,894.0
6685350,894.0
6685380,894.0
6685410,894.0
6685440,894.0
6685470,894.0
6685500,894.0
6685530,894.0
6685560,894.0
6685590,894.0
6685620,894.0
6685650,894.0
6685680,894.0
6685710,894.0
6685740,894.0
6685770,894.0
6685800,894.0
6685830,894.0
6685860,894.0
6685890,894.0
6685920,894.0
6685950,894.0
6685980,894.0
6686010,894.0
6686040,894.0
6686070,894.0
6686100,894.0
6686130,894.0
6686160,894.0
6686190,894.0
6686220,894.0
6686250,894.0
6686280,894.0
6686310,894.0
6686340,894.0
6686370,894.0
6686400,894.0
6686430,894.0
6686460,894.0
6686490,894.0
6686520,894.0
6686550,894.0
6686580,894.0
6686610,894.0
6686640,894.0
6686670,894.0
6686700,894.0
6686730,894.0
6686760,894.0
6686790,894.0
6686820,894.0
6686850,894.0
6686880,894.0
6686910,894.0
6686940,894.0
6686970,894.0
6687000,894.0
6687030,894.0
6687060,894.0
6687090,894.0
6687120,894.0
6687150,894.0
6687180,894.0
6687210,894.0
6687240,894.0
6687270,894.0
6687300,894.0
6687330,894.0
6687360,894.0
6687390,894.0
6687420,894.0
6687450,894.0
6687480,894.0
6687510,894.0
6687540,894.0
6687570,894.0
6687600,894.0
6687630,894.0
6687660,894.0
6687690,894.0
6687720,894.0
6687750,894.0
6687780,894.0
6687810,894.0
6687840,894.0
6687870,894.0
6687900,894.0
6687930,894.0
6687960,894.0
6687990,894.0
6688020,894.0
6688050,894.0
6688080,894.0
6688110,894.0
6688140,894.0
6688170,894.0
6688200,894.0
6688230,894.0
6688260,894.0
6688290,894.0
6688320,894.0
6688350,894.0
6688380,894.0
6688410,894.0
6688440,894.0
6688470,894.0
6688500,894.0
6688530,894.0
6688560,894.0
6688590,894.0
6688620,894.0
6688650,894.0
6688680,894.0
6688710,894.0
6688740,894.0
6688770,894.0
6688800,894.0
6688830,894.0
6688860,894.0
6688890,894.0
6688920,894.0
6688950,894.0
6688980,894.0
6689010,894.0
6689040,894.0
6689070,894.0
6689100,894.0
6689130,894.0
6689160,894.0
6689190,894.0
6689220,894.0
6689250,894.0
6689280,894.0
6689310,894.0
6689340,894.0
6689370,894.0
6689400,894.0
6689430,894.0
6689460,894.0
6689490,894.0
6689520,894.0
6689550,894.0
6689580,894.0
6689610,894.0
6689640,894.0
6689670,894.0
6689700,894.0
6689730,894.0
6689760,894.0
6689790,894.0
6689820,894.0
6689850,894.0
6689880,894.0
6689910,894.0
6689940,894.0
6689970,894.0
6690000,894.0
6690030,894.0
6690060,894.0
6690090,894.0
6690120,894.0
6690150,894.0
6690180,894.0
6690210,894.0
6690240,894.0
6690270,894.0
6690300,894.0
6690330,894.0
6690360,894.0
6690390,894.0
6690420,894.0
6690450,894.0
6690480,894.0
6690510,894.0
6690540,894.0
6690570,894.0
6690600,894.0
6690630,894.0
6690660,894.0
6690690,894.0
6690720,894.0
6690750,894.0
6690780,894.0
6690810,894.0
6690840,894.0
6690870,894.0
6690900,894.0
6690930,894.0
6690960,894.0
6690990,894.0
6691020,894.0
6691050,894.0
6691080,894.0
6691110,894.0
6691140,894.0
6691170,894.0
6691200,894.0
6691230,894.0
6691260,894.0
6691290,894.0
6691320,894.0
6691350,894.0
6691380,894.0
6691410,894.0
6691440,894.0
6691470,894.0
6691500,894.0
6691530,894.0
6691560,894.0
6691590,894.0
6691620,894.0
6691650,894.0
6691680,894.0
6691710,894.0
6691740,894.0
6691770,894.0
6691800,894.0
6691830,894.0
6691860,894.0
6691890,894.0
6691920,894.0
6691950,894.0
6691980,894.0
6692010,894.0
6692040,894.0
6692070,894.0
6692100,894.0
6692130,894.0
6692160,894.0
6692190,894.0
6692220,894.0
6692250,894.0
6692280,894.0
6692310,894.0
6692340,894.0
6692370,894.0
6692400,894.0
6692430,894.0
6692460,894.0
6692490,894.0
6692520,894.0
6692550,894.0
6692580,894.0
6692610,894.0
6692640,894.0
6692670,894.0
6692700,894.0
6692730,894.0
6692760,894.0
6692790,894.0
6692820,894.0
6692850,894.0
6692880,894.0
6692910,894.0
6692940,894.0
6692970,894.0
6693000,894.0
6693030,894.0
6693060,894.0
6693090,894.0
6693120,894.0
6693150,894.0
6693180,894.0
6693210,894.0
6693240,894.0
6693270,894.0
6693300,894.0
6693330,894.0
6693360,894.0
6693390,894.0
6693420,894.0
6693450,894.0
6693480,894.0
6693510,894.0
6693540,894.0
6693570,894.0
6693600,894.0
6693630,894.0
6693660,894.0
6693690,894.0
6693720,894.0
6693750,894.0
6693780,894.0
6693810,894.0
6693840,894.0
6693870,894.0
6693900,894.0
6693930,894.0
6693960,894.0
6693990,894.0
6694020,894.0
6694050,894.0
6694080,894.0
6694110,894.0
6694140,894.0
6694170,894.0
6694200,894.0
6694230,894.0
6694260,894.0
6694290,894.0
6694320,894.0
6694350,894.0
6694380,894.0
6694410,894.0
6694440,894.0
6694470,894.0
6694500,894.0
6694530,894.0
6694560,894.0
6694590,894.0
6694620,894.0
6694650,894.0
6694680,894.0
6694710,894.0
6694740,894.0
6694770,894.0
6694800,894.0
6694830,894.0
6694860,894.0
6694890,894.0
6694920,894.0
6694950,894.0
6694980,894.0
6695010,894.0
6695040,894.0
6695070,894.0
6695100,894.0
6695130,894.0
6695160,894.0
6695190,894.0
6695220,894.0
6695250,894.0
6695280,894.0
6695310,894.0
6695340,894.0
6695370,894.0
6695400,894.0
6695430,894.0
6695460,894.0
6695490,894.0
6695520,894.0
6695550,894.0
6695580,894.0
6695610,894.0
6695640,894.0
6695670,894.0
6695700,894.0
6695730,894.0
6695760,894.0
6695790,894.0
6695820,894.0
6695850,894.0
6695880,894.0
6695910,894.0
6695940,894.0
6695970,894.0
6696000,894.0
6696030,894.0
6696060,894.0
6696090,894.0
6696120,894.0
6696150,894.0
6696180,894.0
6696210,894.0
6696240,894.0
6696270,894.0
6696300,894.0
6696330,894.0
6696360,894.0
6696390,894.0
6696420,894.0
6696450,894.0
6696480,894.0
6696510,894.0
6696540,894.0
6696570,894.0
6696600,894.0
6696630,894.0
6696660,894.0
6696690,894.0
6696720,894.0
6696750,894.0
6696780,894.0
6696810,894.0
6696840,894.0
6696870,894.0
6696900,894.0
6696930,894.0
6696960,894.0
6696990,894.0
6697020,894.0
6697050,894.0
6697080,894.0
6697110,894.0
6697140,894.0
6697170,894.0
6697200,894.0
6697230,894.0
6697260,894.0
6697290,894.0
6697320,894.0
6697350,894.0
6697380,894.0
6697410,894.0
6697440,894.0
6697470,894.0
6697500,894.0
6697530,894.0
6697560,894.0
6697590,894.0
6697620,894.0
6697650,894.0
6697680,894.0
6697710,894.0
6697740,894.0
6697770,894.0
6697800,894.0
6697830,894.0
6697860,894.0
6697890,894.0
6697920,894.0
6697950,894.0
6697980,894.0
6698010,894.0
6698040,894.0
6698070,894.0
6698100,894.0
6698130,894.0
6698160,894.0
6698190,894.0
6698220,894.0
6698250,894.0
6698280,894.0
6698310,894.0
6698340,894.0
6698370,894.0
6698400,894.0
6698430,894.0
6698460,894.0
6698490,894.0
6698520,894.0
6698550,894.0
6698580,894.0
6698610,894.0
6698640,894.0
6698670,894.0
6698700,894.0
6698730,894.0
6698760,894.0
6698790,894.0
6698820,894.0
6698850,894.0
6698880,894.0
6698910,894.0
6698940,894.0
6698970,894.0
6699000,894.0
6699030,894.0
6699060,894.0
6699090,894.0
6699120,894.0
6699150,894.0
6699180,894.0
6699210,894.0
6699240,894.0
6699270,894.0
6699300,894.0
6699330,894.0
6699360,894.0
6699390,894.0
6699420,894.0
6699450,894.0
6699480,894.0
6699510,894.0
6699540,894.0
6699570,894.0
6699600,894.0
6699630,894.0
6699660,894.0
6699690,894.0
6699720,894.0
6699750,894.0
6699780,894.0
6699810,894.0
6699840,894.0
6699870,894.0
6699900,894.0
6699930,894.0
6699960,894.0
6699990,894.0
6700020,894.0
6700050,894.0
6700080,894.0
6700110,894.0
6700140,894.0
6700170,894.0
6700200,894.0
6700230,894.0
6700260,894.0
6700290,894.0
6700320,894.0
6700350,894.0
6700380,894.0
6700410,894.0
6700440,894.0
6700470,894.0
6700500,894.0
6700530,894.0
6700560,894.0
6700590,894.0
6700620,894.0
6700650,894.0
6700680,894.0
6700710,894.0
6700740,894.0
6700770,894.0
6700800,894.0
6700830,894.0
6700860,894.0
6700890,894.0
6700920,894.0
6700950,894.0
6700980,894.0
6701010,894.0
6701040,894.0
6701070,894.0
6701100,894.0
6701130,894.0
6701160,894.0
6701190,894.0
6701220,894.0
6701250,894.0
6701280,894.0
6701310,894.0
6701340,894.0
6701370,894.0
6701400,894.0
6701430,894.0
6701460,894.0
6701490,894.0
6701520,894.0
6701550,894.0
6701580,894.0
6701610,894.0
6701640,894.0
6701670,894.0
6701700,894.0
6701730,894.0
6701760,894.0
6701790,894.0
6701820,894.0
6701850,894.0
6701880,894.0
6701910,894.0
6701940,894.0
6701970,894.0
6702000,894.0
6702030,894.0
6702060,894.0
6702090,894.0
6702120,894.0
6702150,894.0
6702180,894.0
6702210,894.0
6702240,894.0
6702270,894.0
6702300,894.0
6702330,894.0
6702360,894.0
6702390,894.0
6702420,894.0
6702450,894.0
6702480,894.0
6702510,894.0
6702540,894.0
6702570,894.0
6702600,894.0
6702630,894.0
6702660,894.0
6702690,894.0
6702720,894.0
6702750,894.0
6702780,894.0
6702810,894.0
6702840,894.0
6702870,894.0
6702900,894.0
6702930,894.0
6702960,894.0
6702990,894.0
6703020,894.0
6703050,894.0
6703080,894.0
6703110,894.0
6703140,894.0
6703170,894.0
6703200,894.0
6703230,894.0
6703260,894.0
6703290,894.0
6703320,894.0
6703350,894.0
6703380,894.0
6703410,894.0
6703440,894.0
6703470,894.0
6703500,894.0
6703530,894.0
6703560,894.0
6703590,894.0
6703620,894.0
6703650,894.0
6703680,894.0
6703710,894.0
6703740,894.0
6703770,894.0
6703800,894.0
6703830,894.0
6703860,894.0
6703890,894.0
6703920,894.0
6703950,894.0
6703980,894.0
6704010,894.0
6704040,894.0
6704070,894.0
6704100,894.0
6704130,894.0
6704160,894.0
6704190,894.0
6704220,894.0
6704250,894.0
6704280,894.0
6704310,894.0
6704340,894.0
6704370,894.0
6704400,894.0
6704430,894.0
6704460,894.0
6704490,894.0
6704520,894.0
6704550,894.0
6704580,894.0
6704610,894.0
6704640,894.0
6704670,894.0
6704700,894.0
6704730,894.0
6704760,894.0
6704790,894.0
6704820,894.0
6704850,894.0
6704880,894.0
6704910,894.0
6704940,894.0
6704970,894.0
6705000,894.0
6705030,894.0
6705060,894.0
6705090,894.0
6705120,894.0
6705150,894.0
