timestamp,UpperCO2[sou]
11849040,894.0
11849070,894.0
11849100,894.0
11849130,894.0
11849160,894.0
11849190,894.0
11849220,894.0
11849250,894.0
11849280,894.0
11849310,894.0
11849340,894.0
11849370,894.0
11849400,894.0
11849430,894.0
11849460,894.0
11849490,894.0
11849520,894.0
11849550,894.0
11849580,894.0
11849610,894.0
11849640,894.0
11849670,894.0
11849700,894.0
11849730,894.0
11849760,894.0
11849790,894.0
11849820,894.0
11849850,894.0
11849880,894.0
11849910,894.0
11849940,894.0
11849970,894.0
11850000,894.0
11850030,894.0
11850060,894.0
11850090,894.0
11850120,894.0
11850150,894.0
11850180,894.0
11850210,894.0
11850240,894.0
11850270,894.0
11850300,894.0
11850330,894.0
11850360,894.0
11850390,894.0
11850420,894.0
11850450,894.0
11850480,894.0
11850510,894.0
11850540,894.0
11850570,894.0
11850600,894.0
11850630,894.0
11850660,894.0
11850690,894.0
11850720,894.0
11850750,894.0
11850780,894.0
11850810,894.0
11850840,894.0
11850870,894.0
11850900,894.0
11850930,894.0
11850960,894.0
11850990,894.0
11851020,894.0
11851050,894.0
11851080,894.0
11851110,894.0
11851140,894.0
11851170,894.0
11851200,894.0
11851230,894.0
11851260,894.0
11851290,894.0
11851320,894.0
11851350,894.0
11851380,894.0
11851410,894.0
11851440,894.0
11851470,894.0
11851500,894.0
11851530,894.0
11851560,894.0
11851590,894.0
11851620,894.0
11851650,894.0
11851680,894.0
11851710,894.0
11851740,894.0
11851770,894.0
11851800,894.0
11851830,894.0
11851860,894.0
11851890,894.0
11851920,894.0
11851950,894.0
11851980,894.0
11852010,894.0
11852040,894.0
11852070,894.0
11852100,894.0
11852130,894.0
11852160,894.0
11852190,894.0
11852220,894.0
11852250,894.0
11852280,894.0
11852310,894.0
11852340,894.0
11852370,894.0
11852400,894.0
11852430,894.0
11852460,894.0
11852490,894.0
11852520,894.0
11852550,894.0
11852580,894.0
11852610,894.0
11852640,894.0
11852670,894.0
11852700,894.0
11852730,894.0
11852760,894.0
11852790,894.0
11852820,894.0
11852850,894.0
11852880,894.0
11852910,894.0
11852940,894.0
11852970,894.0
11853000,894.0
11853030,894.0
11853060,894.0
11853090,894.0
11853120,894.0
11853150,894.0
11853180,894.0
11853210,894.0
11853240,894.0
11853270,894.0
11853300,894.0
11853330,894.0
11853360,894.0
11853390,894.0
11853420,894.0
11853450,894.0
11853480,894.0
11853510,894.0
11853540,894.0
11853570,894.0
11853600,894.0
11853630,894.0
11853660,894.0
11853690,894.0
11853720,894.0
11853750,894.0
11853780,894.0
11853810,894.0
11853840,894.0
11853870,894.0
11853900,894.0
11853930,894.0
11853960,894.0
11853990,894.0
11854020,894.0
11854050,894.0
11854080,894.0
11854110,894.0
11854140,894.0
11854170,894.0
11854200,894.0
11854230,894.0
11854260,894.0
11854290,894.0
11854320,894.0
11854350,894.0
11854380,894.0
11854410,894.0
11854440,894.0
11854470,894.0
11854500,894.0
11854530,894.0
11854560,894.0
11854590,894.0
11854620,894.0
11854650,894.0
11854680,894.0
11854710,894.0
11854740,894.0
11854770,894.0
11854800,894.0
11854830,894.0
11854860,894.0
11854890,894.0
11854920,894.0
11854950,894.0
11854980,894.0
11855010,894.0
11855040,894.0
11855070,894.0
11855100,894.0
11855130,894.0
11855160,894.0
11855190,894.0
11855220,894.0
11855250,894.0
11855280,894.0
11855310,894.0
11855340,894.0
11855370,894.0
11855400,894.0
11855430,894.0
11855460,894.0
11855490,894.0
11855520,894.0
11855550,894.0
11855580,894.0
11855610,894.0
11855640,894.0
11855670,894.0
11855700,894.0
11855730,894.0
11855760,894.0
11855790,894.0
11855820,894.0
11855850,894.0
11855880,894.0
11855910,894.0
11855940,894.0
11855970,894.0
11856000,894.0
11856030,894.0
11856060,894.0
11856090,894.0
11856120,894.0
11856150,894.0
11856180,894.0
11856210,894.0
11856240,894.0
11856270,894.0
11856300,894.0
11856330,894.0
11856360,894.0
11856390,894.0
11856420,894.0
11856450,894.0
11856480,894.0
11856510,894.0
11856540,894.0
11856570,894.0
11856600,894.0
11856630,894.0
11856660,894.0
11856690,894.0
11856720,894.0
11856750,894.0
11856780,894.0
11856810,894.0
11856840,894.0
11856870,894.0
11856900,894.0
11856930,894.0
11856960,894.0
11856990,894.0
11857020,894.0
11857050,894.0
11857080,894.0
11857110,894.0
11857140,894.0
11857170,894.0
11857200,894.0
11857230,894.0
11857260,894.0
11857290,894.0
11857320,894.0
11857350,894.0
11857380,894.0
11857410,894.0
11857440,894.0
11857470,894.0
11857500,894.0
11857530,894.0
11857560,894.0
11857590,894.0
11857620,894.0
11857650,894.0
11857680,894.0
11857710,894.0
11857740,894.0
11857770,894.0
11857800,894.0
11857830,894.0
11857860,894.0
11857890,894.0
11857920,894.0
11857950,894.0
11857980,894.0
11858010,894.0
11858040,894.0
11858070,894.0
11858100,894.0
11858130,894.0
11858160,894.0
11858190,894.0
11858220,894.0
11858250,894.0
11858280,894.0
11858310,894.0
11858340,894.0
11858370,894.0
11858400,894.0
11858430,894.0
11858460,894.0
11858490,894.0
11858520,894.0
11858550,894.0
11858580,894.0
11858610,894.0
11858640,894.0
11858670,894.0
11858700,894.0
11858730,894.0
11858760,894.0
11858790,894.0
11858820,894.0
11858850,894.0
11858880,894.0
11858910,894.0
11858940,894.0
11858970,894.0
11859000,894.0
11859030,894.0
11859060,894.0
11859090,894.0
11859120,894.0
11859150,894.0
11859180,894.0
11859210,894.0
11859240,894.0
11859270,894.0
11859300,894.0
11859330,894.0
11859360,894.0
11859390,894.0
11859420,894.0
11859450,894.0
11859480,894.0
11859510,894.0
11859540,894.0
11859570,894.0
11859600,894.0
11859630,894.0
11859660,894.0
11859690,894.0
11859720,894.0
11859750,894.0
11859780,894.0
11859810,894.0
11859840,894.0
11859870,894.0
11859900,894.0
11859930,894.0
11859960,894.0
11859990,894.0
11860020,894.0
11860050,894.0
11860080,894.0
11860110,894.0
11860140,894.0
11860170,894.0
11860200,894.0
11860230,894.0
11860260,894.0
11860290,894.0
11860320,894.0
11860350,894.0
11860380,894.0
11860410,894.0
11860440,894.0
11860470,894.0
11860500,894.0
11860530,894.0
11860560,894.0
11860590,894.0
11860620,894.0
11860650,894.0
11860680,894.0
11860710,894.0
11860740,894.0
11860770,894.0
11860800,894.0
11860830,894.0
11860860,894.0
11860890,894.0
11860920,894.0
11860950,894.0
11860980,894.0
11861010,894.0
11861040,894.0
11861070,894.0
11861100,894.0
11861130,894.0
11861160,894.0
11861190,894.0
11861220,894.0
11861250,894.0
11861280,894.0
11861310,894.0
11861340,894.0
11861370,894.0
11861400,894.0
11861430,894.0
11861460,894.0
11861490,894.0
11861520,894.0
11861550,894.0
11861580,894.0
11861610,894.0
11861640,894.0
11861670,894.0
11861700,894.0
11861730,894.0
11861760,894.0
11861790,894.0
11861820,894.0
11861850,894.0
11861880,894.0
11861910,894.0
11861940,894.0
11861970,894.0
11862000,894.0
11862030,894.0
11862060,894.0
11862090,894.0
11862120,894.0
11862150,894.0
11862180,894.0
11862210,894.0
11862240,894.0
11862270,894.0
11862300,894.0
11862330,894.0
11862360,894.0
11862390,894.0
11862420,894.0
11862450,894.0
11862480,894.0
11862510,894.0
11862540,894.0
11862570,894.0
11862600,894.0
11862630,894.0
11862660,894.0
11862690,894.0
11862720,894.0
11862750,894.0
11862780,894.0
11862810,894.0
11862840,894.0
11862870,894.0
11862900,894.0
11862930,894.0
11862960,894.0
11862990,894.0
11863020,894.0
11863050,894.0
11863080,894.0
11863110,894.0
11863140,894.0
11863170,894.0
11863200,894.0
11863230,894.0
11863260,894.0
11863290,894.0
11863320,894.0
11863350,894.0
11863380,894.0
11863410,894.0
11863440,894.0
11863470,894.0
11863500,894.0
11863530,894.0
11863560,894.0
11863590,894.0
11863620,894.0
11863650,894.0
11863680,894.0
11863710,894.0
11863740,894.0
11863770,894.0
11863800,894.0
11863830,894.0
11863860,894.0
11863890,894.0
11863920,894.0
11863950,894.0
11863980,894.0
11864010,894.0
11864040,894.0
11864070,894.0
11864100,894.0
11864130,894.0
11864160,894.0
11864190,894.0
11864220,894.0
11864250,894.0
11864280,894.0
11864310,894.0
11864340,894.0
11864370,894.0
11864400,894.0
11864430,894.0
11864460,894.0
11864490,894.0
11864520,894.0
11864550,894.0
11864580,894.0
11864610,894.0
11864640,894.0
11864670,894.0
11864700,894.0
11864730,894.0
11864760,894.0
11864790,894.0
11864820,894.0
11864850,894.0
11864880,894.0
11864910,894.0
11864940,894.0
11864970,894.0
11865000,894.0
11865030,894.0
11865060,894.0
11865090,894.0
11865120,894.0
11865150,894.0
11865180,894.0
11865210,894.0
11865240,894.0
11865270,894.0
11865300,894.0
11865330,894.0
11865360,894.0
11865390,894.0
11865420,894.0
11865450,894.0
11865480,894.0
11865510,894.0
11865540,894.0
11865570,894.0
11865600,894.0
11865630,894.0
11865660,894.0
11865690,894.0
11865720,894.0
11865750,894.0
11865780,894.0
11865810,894.0
11865840,894.0
11865870,894.0
11865900,894.0
11865930,894.0
11865960,894.0
11865990,894.0
11866020,894.0
11866050,894.0
11866080,894.0
11866110,894.0
11866140,894.0
11866170,894.0
11866200,894.0
11866230,894.0
11866260,894.0
11866290,894.0
11866320,894.0
11866350,894.0
11866380,894.0
11866410,894.0
11866440,894.0
11866470,894.0
11866500,894.0
11866530,894.0
11866560,894.0
11866590,894.0
11866620,894.0
11866650,894.0
11866680,894.0
11866710,894.0
11866740,894.0
11866770,894.0
11866800,894.0
11866830,894.0
11866860,894.0
11866890,894.0
11866920,894.0
11866950,894.0
11866980,894.0
11867010,894.0
11867040,894.0
11867070,894.0
11867100,894.0
11867130,894.0
11867160,894.0
11867190,894.0
11867220,894.0
11867250,894.0
11867280,894.0
11867310,894.0
11867340,894.0
11867370,894.0
11867400,894.0
11867430,894.0
11867460,894.0
11867490,894.0
11867520,894.0
11867550,894.0
11867580,894.0
11867610,894.0
11867640,894.0
11867670,894.0
11867700,894.0
11867730,894.0
11867760,894.0
11867790,894.0
11867820,894.0
11867850,894.0
11867880,894.0
11867910,894.0
11867940,894.0
11867970,894.0
11868000,894.0
11868030,894.0
11868060,894.0
11868090,894.0
11868120,894.0
11868150,894.0
11868180,894.0
11868210,894.0
11868240,894.0
11868270,894.0
11868300,894.0
11868330,894.0
11868360,894.0
11868390,894.0
11868420,894.0
11868450,894.0
11868480,894.0
11868510,894.0
11868540,894.0
11868570,894.0
11868600,894.0
11868630,894.0
11868660,894.0
11868690,894.0
11868720,894.0
11868750,894.0
11868780,894.0
11868810,894.0
11868840,894.0
11868870,894.0
11868900,894.0
11868930,894.0
11868960,894.0
11868990,894.0
11869020,894.0
11869050,894.0
11869080,894.0
11869110,894.0
11869140,894.0
11869170,894.0
11869200,894.0
11869230,894.0
11869260,894.0
11869290,894.0
11869320,894.0
11869350,894.0
11869380,894.0
11869410,894.0
11869440,894.0
11869470,894.0
11869500,894.0
11869530,894.0
11869560,894.0
11869590,894.0
11869620,894.0
11869650,894.0
11869680,894.0
11869710,894.0
11869740,894.0
11869770,894.0
11869800,894.0
11869830,894.0
11869860,894.0
11869890,894.0
11869920,894.0
11869950,894.0
11869980,894.0
11870010,894.0
11870040,894.0
11870070,894.0
11870100,894.0
11870130,894.0
11870160,894.0
11870190,894.0
11870220,894.0
11870250,894.0
11870280,894.0
11870310,894.0
11870340,894.0
11870370,894.0
11870400,894.0
11870430,894.0
11870460,894.0
11870490,894.0
11870520,894.0
11870550,894.0
11870580,894.0
11870610,894.0
11870640,894.0
11870670,894.0
11870700,894.0
11870730,894.0
11870760,894.0
11870790,894.0
11870820,894.0
11870850,894.0
11870880,894.0
11870910,894.0
11870940,894.0
11870970,894.0
11871000,894.0
11871030,894.0
11871060,894.0
11871090,894.0
11871120,894.0
11871150,894.0
11871180,894.0
11871210,894.0
11871240,894.0
11871270,894.0
11871300,894.0
11871330,894.0
11871360,894.0
11871390,894.0
11871420,894.0
11871450,894.0
11871480,894.0
11871510,894.0
11871540,894.0
11871570,894.0
11871600,894.0
11871630,894.0
11871660,894.0
11871690,894.0
11871720,894.0
11871750,894.0
11871780,894.0
11871810,894.0
11871840,894.0
11871870,894.0
11871900,894.0
11871930,894.0
11871960,894.0
11871990,894.0
11872020,894.0
11872050,894.0
11872080,894.0
11872110,894.0
11872140,894.0
11872170,894.0
11872200,894.0
11872230,894.0
11872260,894.0
11872290,894.0
11872320,894.0
11872350,894.0
11872380,894.0
11872410,894.0
11872440,894.0
11872470,894.0
11872500,894.0
11872530,894.0
11872560,894.0
11872590,894.0
11872620,894.0
11872650,894.0
11872680,894.0
11872710,894.0
11872740,894.0
11872770,894.0
11872800,894.0
11872830,894.0
11872860,894.0
11872890,894.0
11872920,894.0
11872950,894.0
11872980,894.0
11873010,894.0
11873040,894.0
11873070,894.0
11873100,894.0
11873130,894.0
11873160,894.0
11873190,894.0
11873220,894.0
11873250,894.0
11873280,894.0
11873310,894.0
11873340,894.0
11873370,894.0
11873400,894.0
11873430,894.0
11873460,894.0
11873490,894.0
11873520,894.0
11873550,894.0
11873580,894.0
11873610,894.0
11873640,894.0
11873670,894.0
11873700,894.0
11873730,894.0
11873760,894.0
11873790,894.0
11873820,894.0
11873850,894.0
11873880,894.0
11873910,894.0
11873940,894.0
11873970,894.0
11874000,894.0
11874030,894.0
11874060,894.0
11874090,894.0
11874120,894.0
11874150,894.0
11874180,894.0
11874210,894.0
11874240,894.0
11874270,894.0
11874300,894.0
11874330,894.0
11874360,894.0
11874390,894.0
11874420,894.0
11874450,894.0
11874480,894.0
11874510,894.0
11874540,894.0
11874570,894.0
11874600,894.0
11874630,894.0
11874660,894.0
11874690,894.0
11874720,894.0
11874750,894.0
11874780,894.0
11874810,894.0
11874840,894.0
11874870,894.0
11874900,894.0
11874930,894.0
11874960,894.0
11874990,894.0
11875020,894.0
11875050,894.0
11875080,894.0
11875110,894.0
11875140,894.0
11875170,894.0
11875200,894.0
11875230,894.0
11875260,894.0
11875290,894.0
11875320,894.0
11875350,894.0
11875380,894.0
11875410,894.0
11875440,894.0
11875470,894.0
11875500,894.0
11875530,894.0
11875560,894.0
11875590,894.0
11875620,894.0
11875650,894.0
11875680,894.0
11875710,894.0
11875740,894.0
11875770,894.0
11875800,894.0
11875830,894.0
11875860,894.0
11875890,894.0
11875920,894.0
11875950,894.0
11875980,894.0
11876010,894.0
11876040,894.0
11876070,894.0
11876100,894.0
11876130,894.0
11876160,894.0
11876190,894.0
11876220,894.0
11876250,894.0
11876280,894.0
11876310,894.0
11876340,894.0
11876370,894.0
11876400,894.0
11876430,894.0
11876460,894.0
11876490,894.0
11876520,894.0
11876550,894.0
11876580,894.0
11876610,894.0
11876640,894.0
11876670,894.0
11876700,894.0
11876730,894.0
11876760,894.0
11876790,894.0
11876820,894.0
11876850,894.0
11876880,894.0
11876910,894.0
11876940,894.0
11876970,894.0
11877000,894.0
11877030,894.0
11877060,894.0
11877090,894.0
11877120,894.0
11877150,894.0
11877180,894.0
11877210,894.0
11877240,894.0
11877270,894.0
11877300,894.0
11877330,894.0
11877360,894.0
11877390,894.0
11877420,894.0
11877450,894.0
11877480,894.0
11877510,894.0
11877540,894.0
11877570,894.0
11877600,894.0
11877630,894.0
11877660,894.0
11877690,894.0
11877720,894.0
11877750,894.0
11877780,894.0
11877810,894.0
11877840,894.0
11877870,894.0
11877900,894.0
11877930,894.0
11877960,894.0
11877990,894.0
11878020,894.0
11878050,894.0
11878080,894.0
11878110,894.0
11878140,894.0
11878170,894.0
11878200,894.0
11878230,894.0
11878260,894.0
11878290,894.0
11878320,894.0
11878350,894.0
11878380,894.0
11878410,894.0
11878440,894.0
11878470,894.0
11878500,894.0
11878530,894.0
11878560,894.0
11878590,894.0
11878620,894.0
11878650,894.0
11878680,894.0
11878710,894.0
11878740,894.0
11878770,894.0
11878800,894.0
11878830,894.0
11878860,894.0
11878890,894.0
11878920,894.0
11878950,894.0
11878980,894.0
11879010,894.0
11879040,894.0
11879070,894.0
11879100,894.0
11879130,894.0
11879160,894.0
11879190,894.0
11879220,894.0
11879250,894.0
11879280,894.0
11879310,894.0
11879340,894.0
11879370,894.0
11879400,894.0
11879430,894.0
11879460,894.0
11879490,894.0
11879520,894.0
11879550,894.0
11879580,894.0
11879610,894.0
11879640,894.0
11879670,894.0
11879700,894.0
11879730,894.0
11879760,894.0
11879790,894.0
11879820,894.0
11879850,894.0
11879880,894.0
11879910,894.0
11879940,894.0
11879970,894.0
11880000,894.0
11880030,894.0
11880060,894.0
11880090,894.0
11880120,894.0
11880150,894.0
11880180,894.0
11880210,894.0
11880240,894.0
11880270,894.0
11880300,894.0
11880330,894.0
11880360,894.0
11880390,894.0
11880420,894.0
11880450,894.0
11880480,894.0
11880510,894.0
11880540,894.0
11880570,894.0
11880600,894.0
11880630,894.0
11880660,894.0
11880690,894.0
11880720,894.0
11880750,894.0
11880780,894.0
11880810,894.0
11880840,894.0
11880870,894.0
11880900,894.0
11880930,894.0
11880960,894.0
11880990,894.0
11881020,894.0
11881050,894.0
11881080,894.0
11881110,894.0
11881140,894.0
11881170,894.0
11881200,894.0
11881230,894.0
11881260,894.0
11881290,894.0
11881320,894.0
11881350,894.0
11881380,894.0
11881410,894.0
11881440,894.0
11881470,894.0
11881500,894.0
11881530,894.0
11881560,894.0
11881590,894.0
11881620,894.0
11881650,894.0
11881680,894.0
11881710,894.0
11881740,894.0
11881770,894.0
11881800,894.0
11881830,894.0
11881860,894.0
11881890,894.0
11881920,894.0
11881950,894.0
11881980,894.0
11882010,894.0
11882040,894.0
11882070,894.0
11882100,894.0
11882130,894.0
11882160,894.0
11882190,894.0
11882220,894.0
11882250,894.0
11882280,894.0
11882310,894.0
11882340,894.0
11882370,894.0
11882400,894.0
11882430,894.0
11882460,894.0
11882490,894.0
11882520,894.0
11882550,894.0
11882580,894.0
11882610,894.0
11882640,894.0
11882670,894.0
11882700,894.0
11882730,894.0
11882760,894.0
11882790,894.0
11882820,894.0
11882850,894.0
11882880,894.0
11882910,894.0
11882940,894.0
11882970,894.0
11883000,894.0
11883030,894.0
11883060,894.0
11883090,894.0
11883120,894.0
11883150,894.0
11883180,894.0
11883210,894.0
11883240,894.0
11883270,894.0
11883300,894.0
11883330,894.0
11883360,894.0
11883390,894.0
11883420,894.0
11883450,894.0
11883480,894.0
11883510,894.0
11883540,894.0
11883570,894.0
11883600,894.0
11883630,894.0
11883660,894.0
11883690,894.0
11883720,894.0
11883750,894.0
11883780,894.0
11883810,894.0
11883840,894.0
11883870,894.0
11883900,894.0
11883930,894.0
11883960,894.0
11883990,894.0
11884020,894.0
11884050,894.0
11884080,894.0
11884110,894.0
11884140,894.0
11884170,894.0
11884200,894.0
11884230,894.0
11884260,894.0
11884290,894.0
11884320,894.0
11884350,894.0
11884380,894.0
11884410,894.0
11884440,894.0
11884470,894.0
11884500,894.0
11884530,894.0
11884560,894.0
11884590,894.0
11884620,894.0
11884650,894.0
11884680,894.0
11884710,894.0
11884740,894.0
11884770,894.0
11884800,894.0
11884830,894.0
11884860,894.0
11884890,894.0
11884920,894.0
11884950,894.0
11884980,894.0
11885010,894.0
11885040,894.0
11885070,894.0
11885100,894.0
11885130,894.0
11885160,894.0
11885190,894.0
11885220,894.0
11885250,894.0
11885280,894.0
11885310,894.0
11885340,894.0
11885370,894.0
11885400,894.0
11885430,894.0
11885460,894.0
11885490,894.0
11885520,894.0
11885550,894.0
11885580,894.0
11885610,894.0
11885640,894.0
11885670,894.0
11885700,894.0
11885730,894.0
11885760,894.0
11885790,894.0
11885820,894.0
11885850,894.0
11885880,894.0
11885910,894.0
11885940,894.0
11885970,894.0
11886000,894.0
11886030,894.0
11886060,894.0
11886090,894.0
11886120,894.0
11886150,894.0
11886180,894.0
11886210,894.0
11886240,894.0
11886270,894.0
11886300,894.0
11886330,894.0
11886360,894.0
11886390,894.0
11886420,894.0
11886450,894.0
11886480,894.0
11886510,894.0
11886540,894.0
11886570,894.0
11886600,894.0
11886630,894.0
11886660,894.0
11886690,894.0
11886720,894.0
11886750,894.0
11886780,894.0
11886810,894.0
11886840,894.0
11886870,894.0
11886900,894.0
11886930,894.0
11886960,894.0
11886990,894.0
11887020,894.0
11887050,894.0
11887080,894.0
11887110,894.0
11887140,894.0
11887170,894.0
11887200,894.0
11887230,894.0
11887260,894.0
11887290,894.0
11887320,894.0
11887350,894.0
11887380,894.0
11887410,894.0
11887440,894.0
11887470,894.0
11887500,894.0
11887530,894.0
11887560,894.0
11887590,894.0
11887620,894.0
11887650,894.0
11887680,894.0
11887710,894.0
11887740,894.0
11887770,894.0
11887800,894.0
11887830,894.0
11887860,894.0
11887890,894.0
11887920,894.0
11887950,894.0
11887980,894.0
11888010,894.0
11888040,894.0
11888070,894.0
11888100,894.0
11888130,894.0
11888160,894.0
11888190,894.0
11888220,894.0
11888250,894.0
11888280,894.0
11888310,894.0
11888340,894.0
11888370,894.0
11888400,894.0
11888430,894.0
11888460,894.0
11888490,894.0
11888520,894.0
11888550,894.0
11888580,894.0
11888610,894.0
11888640,894.0
11888670,894.0
11888700,894.0
11888730,894.0
11888760,894.0
11888790,894.0
11888820,894.0
11888850,894.0
11888880,894.0
11888910,894.0
11888940,894.0
11888970,894.0
11889000,894.0
11889030,894.0
11889060,894.0
11889090,894.0
11889120,894.0
11889150,894.0
