timestamp,Occupancy[wes]
11857260,0.0
11857290,0.0
11857320,0.0
11857350,0.0
11857380,0.0
11857410,0.0
11857440,0.0
11857470,0.0
11857500,0.0
11857530,0.0
11857560,0.0
11857590,0.0
11857620,0.0
11857650,0.0
11857680,0.0
11857710,0.0
11857740,0.0
11857770,0.0
11857800,0.0
11857830,0.0
11857860,0.0
11857890,0.0
11857920,0.0
11857950,0.0
11857980,0.0
11858010,0.0
11858040,0.0
11858070,0.0
11858100,0.0
11858130,0.0
11858160,0.0
11858190,0.0
11858220,0.0
11858250,0.0
11858280,0.0
11858310,0.0
11858340,0.0
11858370,0.0
11858400,0.0
11858430,0.0
11858460,0.0
11858490,0.0
11858520,0.0
11858550,0.0
11858580,0.0
11858610,0.0
11858640,0.0
11858670,0.0
11858700,0.0
11858730,0.0
11858760,0.0
11858790,0.0
11858820,0.0
11858850,0.0
11858880,0.0
11858910,0.0
11858940,0.0
11858970,0.0
11859000,0.0
11859030,0.0
11859060,0.0
11859090,0.0
11859120,0.0
11859150,0.0
11859180,0.0
11859210,0.0
11859240,0.0
11859270,0.0
11859300,0.0
11859330,0.0
11859360,0.0
11859390,0.0
11859420,0.0
11859450,0.0
11859480,0.0
11859510,0.0
11859540,0.0
11859570,0.0
11859600,0.0
11859630,0.0
11859660,0.0
11859690,0.0
11859720,0.0
11859750,0.0
11859780,0.0
11859810,0.0
11859840,0.0
11859870,0.0
11859900,0.0
11859930,0.0
11859960,0.0
11859990,0.0
11860020,0.0
11860050,0.0
11860080,0.0
11860110,0.0
11860140,0.0
11860170,0.0
11860200,0.0
11860230,0.0
11860260,0.0
11860290,0.0
11860320,0.0
11860350,0.0
11860380,0.0
11860410,0.0
11860440,0.0
11860470,0.0
11860500,0.0
11860530,0.0
11860560,0.0
11860590,0.0
11860620,0.0
11860650,0.0
11860680,0.0
11860710,0.0
11860740,0.0
11860770,0.0
11860800,0.0
11860830,0.0
11860860,0.0
11860890,0.0
11860920,0.0
11860950,0.0
11860980,0.0
11861010,0.0
11861040,0.0
11861070,0.0
11861100,0.0
11861130,0.0
11861160,0.0
11861190,0.0
11861220,0.0
11861250,0.0
11861280,0.0
11861310,0.0
11861340,0.0
11861370,0.0
11861400,0.0
11861430,0.0
11861460,0.0
11861490,0.0
11861520,0.0
11861550,0.0
11861580,0.0
11861610,0.0
11861640,0.0
11861670,0.0
11861700,0.0
11861730,0.0
11861760,0.0
11861790,0.0
11861820,0.0
11861850,0.0
11861880,0.0
11861910,0.0
11861940,0.0
11861970,0.0
11862000,0.0
11862030,0.0
11862060,0.0
11862090,0.0
11862120,0.0
11862150,0.0
11862180,0.0
11862210,0.0
11862240,0.0
11862270,0.0
11862300,0.0
11862330,0.0
11862360,0.0
11862390,0.0
11862420,0.0
11862450,0.0
11862480,0.0
11862510,0.0
11862540,0.0
11862570,0.0
11862600,0.0
11862630,0.0
11862660,0.0
11862690,0.0
11862720,0.0
11862750,0.0
11862780,0.0
11862810,0.0
11862840,0.0
11862870,0.0
11862900,0.0
11862930,0.0
11862960,0.0
11862990,0.0
11863020,0.0
11863050,0.0
11863080,0.0
11863110,0.0
11863140,0.0
11863170,0.0
11863200,0.0
11863230,0.0
11863260,0.0
11863290,0.0
11863320,0.0
11863350,0.0
11863380,0.0
11863410,0.0
11863440,0.0
11863470,0.0
11863500,0.0
11863530,0.0
11863560,0.0
11863590,0.0
11863620,0.0
11863650,0.0
11863680,0.0
11863710,0.0
11863740,0.0
11863770,0.0
11863800,0.0
11863830,0.0
11863860,0.0
11863890,0.0
11863920,0.0
11863950,0.0
11863980,0.0
11864010,0.0
11864040,0.0
11864070,0.0
11864100,0.0
11864130,0.0
11864160,0.0
11864190,0.0
11864220,0.0
11864250,0.0
11864280,0.0
11864310,0.0
11864340,0.0
11864370,0.0
11864400,0.0
11864430,0.0
11864460,0.0
11864490,0.0
11864520,0.0
11864550,0.0
11864580,0.0
11864610,0.0
11864640,0.0
11864670,0.0
11864700,0.0
11864730,0.0
11864760,0.0
11864790,0.0
11864820,0.0
11864850,0.0
11864880,0.0
11864910,0.0
11864940,0.0
11864970,0.0
11865000,0.0
11865030,0.0
11865060,0.0
11865090,0.0
11865120,0.0
11865150,0.0
11865180,0.0
11865210,0.0
11865240,0.0
11865270,0.0
11865300,0.0
11865330,0.0
11865360,0.0
11865390,0.0
11865420,0.0
11865450,0.0
11865480,0.0
11865510,0.0
11865540,0.0
11865570,0.0
11865600,0.0
11865630,0.0
11865660,0.0
11865690,0.0
11865720,0.0
11865750,0.0
11865780,0.0
11865810,0.0
11865840,0.0
11865870,0.0
11865900,0.0
11865930,0.0
11865960,0.0
11865990,0.0
11866020,0.0
11866050,0.0
11866080,0.0
11866110,0.0
11866140,0.0
11866170,0.0
11866200,0.0
11866230,0.0
11866260,0.0
11866290,0.0
11866320,0.0
11866350,0.0
11866380,0.0
11866410,0.0
11866440,0.0
11866470,0.0
11866500,0.0
11866530,0.0
11866560,0.0
11866590,0.0
11866620,0.0
11866650,0.0
11866680,0.0
11866710,0.0
11866740,0.0
11866770,0.0
11866800,1.0
11866830,1.0
11866860,1.0
11866890,1.0
11866920,1.0
11866950,1.0
11866980,1.0
11867010,1.0
11867040,1.0
11867070,1.0
11867100,1.0
11867130,1.0
11867160,1.0
11867190,1.0
11867220,1.0
11867250,1.0
11867280,1.0
11867310,1.0
11867340,1.0
11867370,1.0
11867400,3.0
11867430,3.0
11867460,3.0
11867490,3.0
11867520,3.0
11867550,3.0
11867580,3.0
11867610,3.0
11867640,3.0
11867670,3.0
11867700,3.0
11867730,3.0
11867760,3.0
11867790,3.0
11867820,3.0
11867850,3.0
11867880,3.0
11867910,3.0
11867940,3.0
11867970,3.0
11868000,3.0
11868030,3.0
11868060,3.0
11868090,3.0
11868120,3.0
11868150,3.0
11868180,3.0
11868210,3.0
11868240,3.0
11868270,3.0
11868300,3.0
11868330,3.0
11868360,3.0
11868390,3.0
11868420,3.0
11868450,3.0
11868480,3.0
11868510,3.0
11868540,3.0
11868570,3.0
11868600,4.0
11868630,4.0
11868660,4.0
11868690,4.0
11868720,4.0
11868750,4.0
11868780,4.0
11868810,4.0
11868840,4.0
11868870,4.0
11868900,4.0
11868930,4.0
11868960,4.0
11868990,4.0
11869020,4.0
11869050,4.0
11869080,4.0
11869110,4.0
11869140,4.0
11869170,4.0
11869200,5.0
11869230,5.0
11869260,5.0
11869290,5.0
11869320,5.0
11869350,5.0
11869380,5.0
11869410,5.0
11869440,5.0
11869470,5.0
11869500,5.0
11869530,5.0
11869560,5.0
11869590,5.0
11869620,5.0
11869650,5.0
11869680,5.0
11869710,5.0
11869740,5.0
11869770,5.0
11869800,5.0
11869830,5.0
11869860,5.0
11869890,5.0
11869920,5.0
11869950,5.0
11869980,5.0
11870010,5.0
11870040,5.0
11870070,5.0
11870100,5.0
11870130,5.0
11870160,5.0
11870190,5.0
11870220,5.0
11870250,5.0
11870280,5.0
11870310,5.0
11870340,5.0
11870370,5.0
11870400,5.0
11870430,5.0
11870460,5.0
11870490,5.0
11870520,5.0
11870550,5.0
11870580,5.0
11870610,5.0
11870640,5.0
11870670,5.0
11870700,5.0
11870730,5.0
11870760,5.0
11870790,5.0
11870820,5.0
11870850,5.0
11870880,5.0
11870910,5.0
11870940,5.0
11870970,5.0
11871000,5.0
11871030,5.0
11871060,5.0
11871090,5.0
11871120,5.0
11871150,5.0
11871180,5.0
11871210,5.0
11871240,5.0
11871270,5.0
11871300,5.0
11871330,5.0
11871360,5.0
11871390,5.0
11871420,5.0
11871450,5.0
11871480,5.0
11871510,5.0
11871540,5.0
11871570,5.0
11871600,5.0
11871630,5.0
11871660,5.0
11871690,5.0
11871720,5.0
11871750,5.0
11871780,5.0
11871810,5.0
11871840,5.0
11871870,5.0
11871900,5.0
11871930,5.0
11871960,5.0
11871990,5.0
11872020,5.0
11872050,5.0
11872080,5.0
11872110,5.0
11872140,5.0
11872170,5.0
11872200,5.0
11872230,5.0
11872260,5.0
11872290,5.0
11872320,5.0
11872350,5.0
11872380,5.0
11872410,5.0
11872440,5.0
11872470,5.0
11872500,5.0
11872530,5.0
11872560,5.0
11872590,5.0
11872620,5.0
11872650,5.0
11872680,5.0
11872710,5.0
11872740,5.0
11872770,5.0
11872800,5.0
11872830,5.0
11872860,5.0
11872890,5.0
11872920,5.0
11872950,5.0
11872980,5.0
11873010,5.0
11873040,5.0
11873070,5.0
11873100,5.0
11873130,5.0
11873160,5.0
11873190,5.0
11873220,5.0
11873250,5.0
11873280,5.0
11873310,5.0
11873340,5.0
11873370,5.0
11873400,5.0
11873430,5.0
11873460,5.0
11873490,5.0
11873520,5.0
11873550,5.0
11873580,5.0
11873610,5.0
11873640,5.0
11873670,5.0
11873700,5.0
11873730,5.0
11873760,5.0
11873790,5.0
11873820,5.0
11873850,5.0
11873880,5.0
11873910,5.0
11873940,5.0
11873970,5.0
11874000,5.0
11874030,5.0
11874060,5.0
11874090,5.0
11874120,5.0
11874150,5.0
11874180,5.0
11874210,5.0
11874240,5.0
11874270,5.0
11874300,5.0
11874330,5.0
11874360,5.0
11874390,5.0
11874420,5.0
11874450,5.0
11874480,5.0
11874510,5.0
11874540,5.0
11874570,5.0
11874600,5.0
11874630,5.0
11874660,5.0
11874690,5.0
11874720,5.0
11874750,5.0
11874780,5.0
11874810,5.0
11874840,5.0
11874870,5.0
11874900,5.0
11874930,5.0
11874960,5.0
11874990,5.0
11875020,5.0
11875050,5.0
11875080,5.0
11875110,5.0
11875140,5.0
11875170,5.0
11875200,5.0
11875230,5.0
11875260,5.0
11875290,5.0
11875320,5.0
11875350,5.0
11875380,5.0
11875410,5.0
11875440,5.0
11875470,5.0
11875500,5.0
11875530,5.0
11875560,5.0
11875590,5.0
11875620,5.0
11875650,5.0
11875680,5.0
11875710,5.0
11875740,5.0
11875770,5.0
11875800,5.0
11875830,5.0
11875860,5.0
11875890,5.0
11875920,5.0
11875950,5.0
11875980,5.0
11876010,5.0
11876040,5.0
11876070,5.0
11876100,5.0
11876130,5.0
11876160,5.0
11876190,5.0
11876220,5.0
11876250,5.0
11876280,5.0
11876310,5.0
11876340,5.0
11876370,5.0
11876400,5.0
11876430,5.0
11876460,5.0
11876490,5.0
11876520,5.0
11876550,5.0
11876580,5.0
11876610,5.0
11876640,5.0
11876670,5.0
11876700,5.0
11876730,5.0
11876760,5.0
11876790,5.0
11876820,5.0
11876850,5.0
11876880,5.0
11876910,5.0
11876940,5.0
11876970,5.0
11877000,5.0
11877030,5.0
11877060,5.0
11877090,5.0
11877120,5.0
11877150,5.0
11877180,5.0
11877210,5.0
11877240,5.0
11877270,5.0
11877300,5.0
11877330,5.0
11877360,5.0
11877390,5.0
11877420,5.0
11877450,5.0
11877480,5.0
11877510,5.0
11877540,5.0
11877570,5.0
11877600,5.0
11877630,5.0
11877660,5.0
11877690,5.0
11877720,5.0
11877750,5.0
11877780,5.0
11877810,5.0
11877840,5.0
11877870,5.0
11877900,5.0
11877930,5.0
11877960,5.0
11877990,5.0
11878020,5.0
11878050,5.0
11878080,5.0
11878110,5.0
11878140,5.0
11878170,5.0
11878200,5.0
11878230,5.0
11878260,5.0
11878290,5.0
11878320,5.0
11878350,5.0
11878380,5.0
11878410,5.0
11878440,5.0
11878470,5.0
11878500,5.0
11878530,5.0
11878560,5.0
11878590,5.0
11878620,5.0
11878650,5.0
11878680,5.0
11878710,5.0
11878740,5.0
11878770,5.0
11878800,5.0
11878830,5.0
11878860,5.0
11878890,5.0
11878920,5.0
11878950,5.0
11878980,5.0
11879010,5.0
11879040,5.0
11879070,5.0
11879100,5.0
11879130,5.0
11879160,5.0
11879190,5.0
11879220,5.0
11879250,5.0
11879280,5.0
11879310,5.0
11879340,5.0
11879370,5.0
11879400,5.0
11879430,5.0
11879460,5.0
11879490,5.0
11879520,5.0
11879550,5.0
11879580,5.0
11879610,5.0
11879640,5.0
11879670,5.0
11879700,5.0
11879730,5.0
11879760,5.0
11879790,5.0
11879820,5.0
11879850,5.0
11879880,5.0
11879910,5.0
11879940,5.0
11879970,5.0
11880000,5.0
11880030,5.0
11880060,5.0
11880090,5.0
11880120,5.0
11880150,5.0
11880180,5.0
11880210,5.0
11880240,5.0
11880270,5.0
11880300,5.0
11880330,5.0
11880360,5.0
11880390,5.0
11880420,5.0
11880450,5.0
11880480,5.0
11880510,5.0
11880540,5.0
11880570,5.0
11880600,5.0
11880630,5.0
11880660,5.0
11880690,5.0
11880720,5.0
11880750,5.0
11880780,5.0
11880810,5.0
11880840,5.0
11880870,5.0
11880900,5.0
11880930,5.0
11880960,5.0
11880990,5.0
11881020,5.0
11881050,5.0
11881080,5.0
11881110,5.0
11881140,5.0
11881170,5.0
11881200,5.0
11881230,5.0
11881260,5.0
11881290,5.0
11881320,5.0
11881350,5.0
11881380,5.0
11881410,5.0
11881440,5.0
11881470,5.0
11881500,5.0
11881530,5.0
11881560,5.0
11881590,5.0
11881620,5.0
11881650,5.0
11881680,5.0
11881710,5.0
11881740,5.0
11881770,5.0
11881800,5.0
11881830,5.0
11881860,5.0
11881890,5.0
11881920,5.0
11881950,5.0
11881980,5.0
11882010,5.0
11882040,5.0
11882070,5.0
11882100,5.0
11882130,5.0
11882160,5.0
11882190,5.0
11882220,5.0
11882250,5.0
11882280,5.0
11882310,5.0
11882340,5.0
11882370,5.0
11882400,5.0
11882430,5.0
11882460,5.0
11882490,5.0
11882520,5.0
11882550,5.0
11882580,5.0
11882610,5.0
11882640,5.0
11882670,5.0
11882700,5.0
11882730,5.0
11882760,5.0
11882790,5.0
11882820,5.0
11882850,5.0
11882880,5.0
11882910,5.0
11882940,5.0
11882970,5.0
11883000,5.0
11883030,5.0
11883060,5.0
11883090,5.0
11883120,5.0
11883150,5.0
11883180,5.0
11883210,5.0
11883240,5.0
11883270,5.0
11883300,5.0
11883330,5.0
11883360,5.0
11883390,5.0
11883420,5.0
11883450,5.0
11883480,5.0
11883510,5.0
11883540,5.0
11883570,5.0
11883600,6.0
11883630,6.0
11883660,6.0
11883690,6.0
11883720,6.0
11883750,6.0
11883780,6.0
11883810,6.0
11883840,6.0
11883870,6.0
11883900,6.0
11883930,6.0
11883960,6.0
11883990,6.0
11884020,6.0
11884050,6.0
11884080,6.0
11884110,6.0
11884140,6.0
11884170,6.0
11884200,6.0
11884230,6.0
11884260,6.0
11884290,6.0
11884320,6.0
11884350,6.0
11884380,6.0
11884410,6.0
11884440,6.0
11884470,6.0
11884500,6.0
11884530,6.0
11884560,6.0
11884590,6.0
11884620,6.0
11884650,6.0
11884680,6.0
11884710,6.0
11884740,6.0
11884770,6.0
11884800,6.0
11884830,6.0
11884860,6.0
11884890,6.0
11884920,6.0
11884950,6.0
11884980,6.0
11885010,6.0
11885040,6.0
11885070,6.0
11885100,6.0
11885130,6.0
11885160,6.0
11885190,6.0
11885220,6.0
11885250,6.0
11885280,6.0
11885310,6.0
11885340,6.0
11885370,6.0
11885400,6.0
11885430,6.0
11885460,6.0
11885490,6.0
11885520,6.0
11885550,6.0
11885580,6.0
11885610,6.0
11885640,6.0
11885670,6.0
11885700,6.0
11885730,6.0
11885760,6.0
11885790,6.0
11885820,6.0
11885850,6.0
11885880,6.0
11885910,6.0
11885940,6.0
11885970,6.0
11886000,6.0
11886030,6.0
11886060,6.0
11886090,6.0
11886120,6.0
11886150,6.0
11886180,6.0
11886210,6.0
11886240,6.0
11886270,6.0
11886300,6.0
11886330,6.0
11886360,6.0
11886390,6.0
11886420,6.0
11886450,6.0
11886480,6.0
11886510,6.0
11886540,6.0
11886570,6.0
11886600,6.0
11886630,6.0
11886660,6.0
11886690,6.0
11886720,6.0
11886750,6.0
11886780,6.0
11886810,6.0
11886840,6.0
11886870,6.0
11886900,6.0
11886930,6.0
11886960,6.0
11886990,6.0
11887020,6.0
11887050,6.0
11887080,6.0
11887110,6.0
11887140,6.0
11887170,6.0
11887200,6.0
11887230,6.0
11887260,6.0
11887290,6.0
11887320,6.0
11887350,6.0
11887380,6.0
11887410,6.0
11887440,6.0
11887470,6.0
11887500,6.0
11887530,6.0
11887560,6.0
11887590,6.0
11887620,6.0
11887650,6.0
11887680,6.0
11887710,6.0
11887740,6.0
11887770,6.0
11887800,6.0
11887830,6.0
11887860,6.0
11887890,6.0
11887920,6.0
11887950,6.0
11887980,6.0
11888010,6.0
11888040,6.0
11888070,6.0
11888100,6.0
11888130,6.0
11888160,6.0
11888190,6.0
11888220,6.0
11888250,6.0
11888280,6.0
11888310,6.0
11888340,6.0
11888370,6.0
11888400,6.0
11888430,6.0
11888460,6.0
11888490,6.0
11888520,6.0
11888550,6.0
11888580,6.0
11888610,6.0
11888640,6.0
11888670,6.0
11888700,6.0
11888730,6.0
11888760,6.0
11888790,6.0
11888820,6.0
11888850,6.0
11888880,6.0
11888910,6.0
11888940,6.0
11888970,6.0
11889000,6.0
11889030,6.0
11889060,6.0
11889090,6.0
11889120,6.0
11889150,6.0
