timestamp,Occupancy[cor]
964020,2.0
964050,2.0
964080,2.0
964110,2.0
964140,2.0
964170,2.0
964200,2.0
964230,2.0
964260,2.0
964290,2.0
964320,2.0
964350,2.0
964380,2.0
964410,2.0
964440,2.0
964470,2.0
964500,2.0
964530,2.0
964560,2.0
964590,2.0
964620,2.0
964650,2.0
964680,2.0
964710,2.0
964740,2.0
964770,2.0
964800,2.0
964830,2.0
964860,2.0
964890,2.0
964920,2.0
964950,2.0
964980,2.0
965010,2.0
965040,2.0
965070,2.0
965100,2.0
965130,2.0
965160,2.0
965190,2.0
965220,2.0
965250,2.0
965280,2.0
965310,2.0
965340,2.0
965370,2.0
965400,2.0
965430,2.0
965460,2.0
965490,2.0
965520,2.0
965550,2.0
965580,2.0
965610,2.0
965640,2.0
965670,2.0
965700,2.0
965730,2.0
965760,2.0
965790,2.0
965820,2.0
965850,2.0
965880,2.0
965910,2.0
965940,2.0
965970,2.0
966000,2.0
966030,2.0
966060,2.0
966090,2.0
966120,2.0
966150,2.0
966180,2.0
966210,2.0
966240,2.0
966270,2.0
966300,2.0
966330,2.0
966360,2.0
966390,2.0
966420,2.0
966450,2.0
966480,2.0
966510,2.0
966540,2.0
966570,2.0
966600,2.0
966630,2.0
966660,2.0
966690,2.0
966720,2.0
966750,2.0
966780,2.0
966810,2.0
966840,2.0
966870,2.0
966900,2.0
966930,2.0
966960,2.0
966990,2.0
967020,2.0
967050,2.0
967080,2.0
967110,2.0
967140,2.0
967170,2.0
967200,2.0
967230,2.0
967260,2.0
967290,2.0
967320,2.0
967350,2.0
967380,2.0
967410,2.0
967440,2.0
967470,2.0
967500,2.0
967530,2.0
967560,2.0
967590,2.0
967620,2.0
967650,2.0
967680,2.0
967710,2.0
967740,2.0
967770,2.0
967800,2.0
967830,2.0
967860,2.0
967890,2.0
967920,2.0
967950,2.0
967980,2.0
968010,2.0
968040,2.0
968070,2.0
968100,2.0
968130,2.0
968160,2.0
968190,2.0
968220,2.0
968250,2.0
968280,2.0
968310,2.0
968340,2.0
968370,2.0
968400,2.0
968430,2.0
968460,2.0
968490,2.0
968520,2.0
968550,2.0
968580,2.0
968610,2.0
968640,2.0
968670,2.0
968700,2.0
968730,2.0
968760,2.0
968790,2.0
968820,2.0
968850,2.0
968880,2.0
968910,2.0
968940,2.0
968970,2.0
969000,2.0
969030,2.0
969060,2.0
969090,2.0
969120,2.0
969150,2.0
969180,2.0
969210,2.0
969240,2.0
969270,2.0
969300,2.0
969330,2.0
969360,2.0
969390,2.0
969420,2.0
969450,2.0
969480,2.0
969510,2.0
969540,2.0
969570,2.0
969600,2.0
969630,2.0
969660,2.0
969690,2.0
969720,2.0
969750,2.0
969780,2.0
969810,2.0
969840,2.0
969870,2.0
969900,2.0
969930,2.0
969960,2.0
969990,2.0
970020,2.0
970050,2.0
970080,2.0
970110,2.0
970140,2.0
970170,2.0
970200,2.0
970230,2.0
970260,2.0
970290,2.0
970320,2.0
970350,2.0
970380,2.0
970410,2.0
970440,2.0
970470,2.0
970500,2.0
970530,2.0
970560,2.0
970590,2.0
970620,2.0
970650,2.0
970680,2.0
970710,2.0
970740,2.0
970770,2.0
970800,2.0
970830,2.0
970860,2.0
970890,2.0
970920,2.0
970950,2.0
970980,2.0
971010,2.0
971040,2.0
971070,2.0
971100,2.0
971130,2.0
971160,2.0
971190,2.0
971220,2.0
971250,2.0
971280,2.0
971310,2.0
971340,2.0
971370,2.0
971400,2.0
971430,2.0
971460,2.0
971490,2.0
971520,2.0
971550,2.0
971580,2.0
971610,2.0
971640,2.0
971670,2.0
971700,2.0
971730,2.0
971760,2.0
971790,2.0
971820,2.0
971850,2.0
971880,2.0
971910,2.0
971940,2.0
971970,2.0
972000,2.0
972030,2.0
972060,2.0
972090,2.0
972120,2.0
972150,2.0
972180,2.0
972210,2.0
972240,2.0
972270,2.0
972300,2.0
972330,2.0
972360,2.0
972390,2.0
972420,2.0
972450,2.0
972480,2.0
972510,2.0
972540,2.0
972570,2.0
972600,2.0
972630,2.0
972660,2.0
972690,2.0
972720,2.0
972750,2.0
972780,2.0
972810,2.0
972840,2.0
972870,2.0
972900,2.0
972930,2.0
972960,2.0
972990,2.0
973020,2.0
973050,2.0
973080,2.0
973110,2.0
973140,2.0
973170,2.0
973200,2.0
973230,2.0
973260,2.0
973290,2.0
973320,2.0
973350,2.0
973380,2.0
973410,2.0
973440,2.0
973470,2.0
973500,2.0
973530,2.0
973560,2.0
973590,2.0
973620,2.0
973650,2.0
973680,2.0
973710,2.0
973740,2.0
973770,2.0
973800,2.0
973830,2.0
973860,2.0
973890,2.0
973920,2.0
973950,2.0
973980,2.0
974010,2.0
974040,2.0
974070,2.0
974100,2.0
974130,2.0
974160,2.0
974190,2.0
974220,2.0
974250,2.0
974280,2.0
974310,2.0
974340,2.0
974370,2.0
974400,2.0
974430,2.0
974460,2.0
974490,2.0
974520,2.0
974550,2.0
974580,2.0
974610,2.0
974640,2.0
974670,2.0
974700,2.0
974730,2.0
974760,2.0
974790,2.0
974820,2.0
974850,2.0
974880,2.0
974910,2.0
974940,2.0
974970,2.0
975000,2.0
975030,2.0
975060,2.0
975090,2.0
975120,2.0
975150,2.0
975180,2.0
975210,2.0
975240,2.0
975270,2.0
975300,2.0
975330,2.0
975360,2.0
975390,2.0
975420,2.0
975450,2.0
975480,2.0
975510,2.0
975540,2.0
975570,2.0
975600,2.0
975630,2.0
975660,2.0
975690,2.0
975720,2.0
975750,2.0
975780,2.0
975810,2.0
975840,2.0
975870,2.0
975900,2.0
975930,2.0
975960,2.0
975990,2.0
976020,2.0
976050,2.0
976080,2.0
976110,2.0
976140,2.0
976170,2.0
976200,2.0
976230,2.0
976260,2.0
976290,2.0
976320,2.0
976350,2.0
976380,2.0
976410,2.0
976440,2.0
976470,2.0
976500,2.0
976530,2.0
976560,2.0
976590,2.0
976620,2.0
976650,2.0
976680,2.0
976710,2.0
976740,2.0
976770,2.0
976800,2.0
976830,2.0
976860,2.0
976890,2.0
976920,2.0
976950,2.0
976980,2.0
977010,2.0
977040,2.0
977070,2.0
977100,2.0
977130,2.0
977160,2.0
977190,2.0
977220,2.0
977250,2.0
977280,2.0
977310,2.0
977340,2.0
977370,2.0
977400,2.0
977430,2.0
977460,2.0
977490,2.0
977520,2.0
977550,2.0
977580,2.0
977610,2.0
977640,2.0
977670,2.0
977700,2.0
977730,2.0
977760,2.0
977790,2.0
977820,2.0
977850,2.0
977880,2.0
977910,2.0
977940,2.0
977970,2.0
978000,2.0
978030,2.0
978060,2.0
978090,2.0
978120,2.0
978150,2.0
978180,2.0
978210,2.0
978240,2.0
978270,2.0
978300,2.0
978330,2.0
978360,2.0
978390,2.0
978420,2.0
978450,2.0
978480,2.0
978510,2.0
978540,2.0
978570,2.0
978600,2.0
978630,2.0
978660,2.0
978690,2.0
978720,2.0
978750,2.0
978780,2.0
978810,2.0
978840,2.0
978870,2.0
978900,2.0
978930,2.0
978960,2.0
978990,2.0
979020,2.0
979050,2.0
979080,2.0
979110,2.0
979140,2.0
979170,2.0
979200,2.0
979230,2.0
979260,2.0
979290,2.0
979320,2.0
979350,2.0
979380,2.0
979410,2.0
979440,2.0
979470,2.0
979500,2.0
979530,2.0
979560,2.0
979590,2.0
979620,2.0
979650,2.0
979680,2.0
979710,2.0
979740,2.0
979770,2.0
979800,2.0
979830,2.0
979860,2.0
979890,2.0
979920,2.0
979950,2.0
979980,2.0
980010,2.0
980040,2.0
980070,2.0
980100,2.0
980130,2.0
980160,2.0
980190,2.0
980220,2.0
980250,2.0
980280,2.0
980310,2.0
980340,2.0
980370,2.0
980400,12.0
980430,12.0
980460,12.0
980490,12.0
980520,12.0
980550,12.0
980580,12.0
980610,12.0
980640,12.0
980670,12.0
980700,12.0
980730,12.0
980760,12.0
980790,12.0
980820,12.0
980850,12.0
980880,12.0
980910,12.0
980940,12.0
980970,12.0
981000,23.0
981030,23.0
981060,23.0
981090,23.0
981120,23.0
981150,23.0
981180,23.0
981210,23.0
981240,23.0
981270,23.0
981300,23.0
981330,23.0
981360,23.0
981390,23.0
981420,23.0
981450,23.0
981480,23.0
981510,23.0
981540,23.0
981570,23.0
981600,23.0
981630,23.0
981660,23.0
981690,23.0
981720,23.0
981750,23.0
981780,23.0
981810,23.0
981840,23.0
981870,23.0
981900,23.0
981930,23.0
981960,23.0
981990,23.0
982020,23.0
982050,23.0
982080,23.0
982110,23.0
982140,23.0
982170,23.0
982200,33.0
982230,33.0
982260,33.0
982290,33.0
982320,33.0
982350,33.0
982380,33.0
982410,33.0
982440,33.0
982470,33.0
982500,33.0
982530,33.0
982560,33.0
982590,33.0
982620,33.0
982650,33.0
982680,33.0
982710,33.0
982740,33.0
982770,33.0
982800,44.0
982830,44.0
982860,44.0
982890,44.0
982920,44.0
982950,44.0
982980,44.0
983010,44.0
983040,44.0
983070,44.0
983100,44.0
983130,44.0
983160,44.0
983190,44.0
983220,44.0
983250,44.0
983280,44.0
983310,44.0
983340,44.0
983370,44.0
983400,44.0
983430,44.0
983460,44.0
983490,44.0
983520,44.0
983550,44.0
983580,44.0
983610,44.0
983640,44.0
983670,44.0
983700,44.0
983730,44.0
983760,44.0
983790,44.0
983820,44.0
983850,44.0
983880,44.0
983910,44.0
983940,44.0
983970,44.0
984000,44.0
984030,44.0
984060,44.0
984090,44.0
984120,44.0
984150,44.0
984180,44.0
984210,44.0
984240,44.0
984270,44.0
984300,44.0
984330,44.0
984360,44.0
984390,44.0
984420,44.0
984450,44.0
984480,44.0
984510,44.0
984540,44.0
984570,44.0
984600,44.0
984630,44.0
984660,44.0
984690,44.0
984720,44.0
984750,44.0
984780,44.0
984810,44.0
984840,44.0
984870,44.0
984900,44.0
984930,44.0
984960,44.0
984990,44.0
985020,44.0
985050,44.0
985080,44.0
985110,44.0
985140,44.0
985170,44.0
985200,44.0
985230,44.0
985260,44.0
985290,44.0
985320,44.0
985350,44.0
985380,44.0
985410,44.0
985440,44.0
985470,44.0
985500,44.0
985530,44.0
985560,44.0
985590,44.0
985620,44.0
985650,44.0
985680,44.0
985710,44.0
985740,44.0
985770,44.0
985800,44.0
985830,44.0
985860,44.0
985890,44.0
985920,44.0
985950,44.0
985980,44.0
986010,44.0
986040,44.0
986070,44.0
986100,44.0
986130,44.0
986160,44.0
986190,44.0
986220,44.0
986250,44.0
986280,44.0
986310,44.0
986340,44.0
986370,44.0
986400,44.0
986430,44.0
986460,44.0
986490,44.0
986520,44.0
986550,44.0
986580,44.0
986610,44.0
986640,44.0
986670,44.0
986700,44.0
986730,44.0
986760,44.0
986790,44.0
986820,44.0
986850,44.0
986880,44.0
986910,44.0
986940,44.0
986970,44.0
987000,44.0
987030,44.0
987060,44.0
987090,44.0
987120,44.0
987150,44.0
987180,44.0
987210,44.0
987240,44.0
987270,44.0
987300,44.0
987330,44.0
987360,44.0
987390,44.0
987420,44.0
987450,44.0
987480,44.0
987510,44.0
987540,44.0
987570,44.0
987600,44.0
987630,44.0
987660,44.0
987690,44.0
987720,44.0
987750,44.0
987780,44.0
987810,44.0
987840,44.0
987870,44.0
987900,44.0
987930,44.0
987960,44.0
987990,44.0
988020,44.0
988050,44.0
988080,44.0
988110,44.0
988140,44.0
988170,44.0
988200,44.0
988230,44.0
988260,44.0
988290,44.0
988320,44.0
988350,44.0
988380,44.0
988410,44.0
988440,44.0
988470,44.0
988500,44.0
988530,44.0
988560,44.0
988590,44.0
988620,44.0
988650,44.0
988680,44.0
988710,44.0
988740,44.0
988770,44.0
988800,44.0
988830,44.0
988860,44.0
988890,44.0
988920,44.0
988950,44.0
988980,44.0
989010,44.0
989040,44.0
989070,44.0
989100,44.0
989130,44.0
989160,44.0
989190,44.0
989220,44.0
989250,44.0
989280,44.0
989310,44.0
989340,44.0
989370,44.0
989400,44.0
989430,44.0
989460,44.0
989490,44.0
989520,44.0
989550,44.0
989580,44.0
989610,44.0
989640,44.0
989670,44.0
989700,44.0
989730,44.0
989760,44.0
989790,44.0
989820,44.0
989850,44.0
989880,44.0
989910,44.0
989940,44.0
989970,44.0
990000,44.0
990030,44.0
990060,44.0
990090,44.0
990120,44.0
990150,44.0
990180,44.0
990210,44.0
990240,44.0
990270,44.0
990300,44.0
990330,44.0
990360,44.0
990390,44.0
990420,44.0
990450,44.0
990480,44.0
990510,44.0
990540,44.0
990570,44.0
990600,44.0
990630,44.0
990660,44.0
990690,44.0
990720,44.0
990750,44.0
990780,44.0
990810,44.0
990840,44.0
990870,44.0
990900,44.0
990930,44.0
990960,44.0
990990,44.0
991020,44.0
991050,44.0
991080,44.0
991110,44.0
991140,44.0
991170,44.0
991200,44.0
991230,44.0
991260,44.0
991290,44.0
991320,44.0
991350,44.0
991380,44.0
991410,44.0
991440,44.0
991470,44.0
991500,44.0
991530,44.0
991560,44.0
991590,44.0
991620,44.0
991650,44.0
991680,44.0
991710,44.0
991740,44.0
991770,44.0
991800,44.0
991830,44.0
991860,44.0
991890,44.0
991920,44.0
991950,44.0
991980,44.0
992010,44.0
992040,44.0
992070,44.0
992100,44.0
992130,44.0
992160,44.0
992190,44.0
992220,44.0
992250,44.0
992280,44.0
992310,44.0
992340,44.0
992370,44.0
992400,44.0
992430,44.0
992460,44.0
992490,44.0
992520,44.0
992550,44.0
992580,44.0
992610,44.0
992640,44.0
992670,44.0
992700,44.0
992730,44.0
992760,44.0
992790,44.0
992820,44.0
992850,44.0
992880,44.0
992910,44.0
992940,44.0
992970,44.0
993000,44.0
993030,44.0
993060,44.0
993090,44.0
993120,44.0
993150,44.0
993180,44.0
993210,44.0
993240,44.0
993270,44.0
993300,44.0
993330,44.0
993360,44.0
993390,44.0
993420,44.0
993450,44.0
993480,44.0
993510,44.0
993540,44.0
993570,44.0
993600,39.0
993630,39.0
993660,39.0
993690,39.0
993720,39.0
993750,39.0
993780,39.0
993810,39.0
993840,39.0
993870,39.0
993900,39.0
993930,39.0
993960,39.0
993990,39.0
994020,39.0
994050,39.0
994080,39.0
994110,39.0
994140,39.0
994170,39.0
994200,39.0
994230,39.0
994260,39.0
994290,39.0
994320,39.0
994350,39.0
994380,39.0
994410,39.0
994440,39.0
994470,39.0
994500,39.0
994530,39.0
994560,39.0
994590,39.0
994620,39.0
994650,39.0
994680,39.0
994710,39.0
994740,39.0
994770,39.0
994800,39.0
994830,39.0
994860,39.0
994890,39.0
994920,39.0
994950,39.0
994980,39.0
995010,39.0
995040,39.0
995070,39.0
995100,39.0
995130,39.0
995160,39.0
995190,39.0
995220,39.0
995250,39.0
995280,39.0
995310,39.0
995340,39.0
995370,39.0
995400,39.0
995430,39.0
995460,39.0
995490,39.0
995520,39.0
995550,39.0
995580,39.0
995610,39.0
995640,39.0
995670,39.0
995700,39.0
995730,39.0
995760,39.0
995790,39.0
995820,39.0
995850,39.0
995880,39.0
995910,39.0
995940,39.0
995970,39.0
996000,39.0
996030,39.0
996060,39.0
996090,39.0
996120,39.0
996150,39.0
996180,39.0
996210,39.0
996240,39.0
996270,39.0
996300,39.0
996330,39.0
996360,39.0
996390,39.0
996420,39.0
996450,39.0
996480,39.0
996510,39.0
996540,39.0
996570,39.0
996600,39.0
996630,39.0
996660,39.0
996690,39.0
996720,39.0
996750,39.0
996780,39.0
996810,39.0
996840,39.0
996870,39.0
996900,39.0
996930,39.0
996960,39.0
996990,39.0
997020,39.0
997050,39.0
997080,39.0
997110,39.0
997140,39.0
997170,39.0
997200,49.0
997230,49.0
997260,49.0
997290,49.0
997320,49.0
997350,49.0
997380,49.0
997410,49.0
997440,49.0
997470,49.0
997500,49.0
997530,49.0
997560,49.0
997590,49.0
997620,49.0
997650,49.0
997680,49.0
997710,49.0
997740,49.0
997770,49.0
997800,49.0
997830,49.0
997860,49.0
997890,49.0
997920,49.0
997950,49.0
997980,49.0
998010,49.0
998040,49.0
998070,49.0
998100,49.0
998130,49.0
998160,49.0
998190,49.0
998220,49.0
998250,49.0
998280,49.0
998310,49.0
998340,49.0
998370,49.0
998400,49.0
998430,49.0
998460,49.0
998490,49.0
998520,49.0
998550,49.0
998580,49.0
998610,49.0
998640,49.0
998670,49.0
998700,49.0
998730,49.0
998760,49.0
998790,49.0
998820,49.0
998850,49.0
998880,49.0
998910,49.0
998940,49.0
998970,49.0
999000,49.0
999030,49.0
999060,49.0
999090,49.0
999120,49.0
999150,49.0
999180,49.0
999210,49.0
999240,49.0
999270,49.0
999300,49.0
999330,49.0
999360,49.0
999390,49.0
999420,49.0
999450,49.0
999480,49.0
999510,49.0
999540,49.0
999570,49.0
999600,49.0
999630,49.0
999660,49.0
999690,49.0
999720,49.0
999750,49.0
999780,49.0
999810,49.0
999840,49.0
999870,49.0
999900,49.0
999930,49.0
999960,49.0
999990,49.0
1000020,49.0
1000050,49.0
1000080,49.0
1000110,49.0
1000140,49.0
1000170,49.0
1000200,49.0
1000230,49.0
1000260,49.0
1000290,49.0
1000320,49.0
1000350,49.0
1000380,49.0
1000410,49.0
1000440,49.0
1000470,49.0
1000500,49.0
1000530,49.0
1000560,49.0
1000590,49.0
1000620,49.0
1000650,49.0
1000680,49.0
1000710,49.0
1000740,49.0
1000770,49.0
1000800,49.0
1000830,49.0
1000860,49.0
1000890,49.0
1000920,49.0
1000950,49.0
1000980,49.0
1001010,49.0
1001040,49.0
1001070,49.0
1001100,49.0
1001130,49.0
1001160,49.0
1001190,49.0
1001220,49.0
1001250,49.0
1001280,49.0
1001310,49.0
1001340,49.0
1001370,49.0
1001400,49.0
1001430,49.0
1001460,49.0
1001490,49.0
1001520,49.0
1001550,49.0
1001580,49.0
1001610,49.0
1001640,49.0
1001670,49.0
1001700,49.0
1001730,49.0
1001760,49.0
1001790,49.0
1001820,49.0
1001850,49.0
1001880,49.0
1001910,49.0
1001940,49.0
1001970,49.0
1002000,49.0
1002030,49.0
1002060,49.0
1002090,49.0
1002120,49.0
1002150,49.0
1002180,49.0
1002210,49.0
1002240,49.0
1002270,49.0
1002300,49.0
1002330,49.0
1002360,49.0
1002390,49.0
1002420,49.0
1002450,49.0
1002480,49.0
1002510,49.0
1002540,49.0
1002570,49.0
1002600,49.0
1002630,49.0
1002660,49.0
1002690,49.0
1002720,49.0
1002750,49.0
1002780,49.0
1002810,49.0
1002840,49.0
1002870,49.0
1002900,49.0
1002930,49.0
1002960,49.0
1002990,49.0
1003020,49.0
1003050,49.0
1003080,49.0
1003110,49.0
1003140,49.0
1003170,49.0
1003200,49.0
1003230,49.0
1003260,49.0
1003290,49.0
1003320,49.0
1003350,49.0
1003380,49.0
1003410,49.0
1003440,49.0
1003470,49.0
1003500,49.0
1003530,49.0
1003560,49.0
1003590,49.0
1003620,49.0
1003650,49.0
1003680,49.0
1003710,49.0
1003740,49.0
1003770,49.0
1003800,49.0
1003830,49.0
1003860,49.0
1003890,49.0
1003920,49.0
1003950,49.0
1003980,49.0
1004010,49.0
1004040,49.0
1004070,49.0
1004100,49.0
1004130,49.0
1004160,49.0
1004190,49.0
1004220,49.0
1004250,49.0
1004280,49.0
1004310,49.0
1004340,49.0
1004370,49.0
1004400,49.0
1004430,49.0
1004460,49.0
1004490,49.0
1004520,49.0
1004550,49.0
1004580,49.0
1004610,49.0
1004640,49.0
1004670,49.0
1004700,49.0
1004730,49.0
1004760,49.0
1004790,49.0
1004820,49.0
1004850,49.0
1004880,49.0
1004910,49.0
1004940,49.0
1004970,49.0
1005000,49.0
1005030,49.0
1005060,49.0
1005090,49.0
1005120,49.0
1005150,49.0
1005180,49.0
1005210,49.0
1005240,49.0
1005270,49.0
1005300,49.0
1005330,49.0
1005360,49.0
1005390,49.0
1005420,49.0
1005450,49.0
1005480,49.0
1005510,49.0
1005540,49.0
1005570,49.0
1005600,49.0
1005630,49.0
1005660,49.0
1005690,49.0
1005720,49.0
1005750,49.0
1005780,49.0
1005810,49.0
1005840,49.0
1005870,49.0
1005900,49.0
1005930,49.0
1005960,49.0
1005990,49.0
1006020,49.0
1006050,49.0
1006080,49.0
1006110,49.0
1006140,49.0
1006170,49.0
1006200,49.0
1006230,49.0
1006260,49.0
1006290,49.0
1006320,49.0
1006350,49.0
1006380,49.0
1006410,49.0
1006440,49.0
1006470,49.0
1006500,49.0
1006530,49.0
1006560,49.0
1006590,49.0
1006620,49.0
1006650,49.0
1006680,49.0
1006710,49.0
1006740,49.0
1006770,49.0
1006800,49.0
1006830,49.0
1006860,49.0
1006890,49.0
1006920,49.0
1006950,49.0
1006980,49.0
1007010,49.0
1007040,49.0
1007070,49.0
1007100,49.0
1007130,49.0
1007160,49.0
1007190,49.0
1007220,49.0
1007250,49.0
1007280,49.0
1007310,49.0
1007340,49.0
1007370,49.0
1007400,49.0
1007430,49.0
1007460,49.0
1007490,49.0
1007520,49.0
1007550,49.0
1007580,49.0
1007610,49.0
1007640,49.0
1007670,49.0
1007700,49.0
1007730,49.0
1007760,49.0
1007790,49.0
1007820,49.0
1007850,49.0
1007880,49.0
1007910,49.0
1007940,49.0
1007970,49.0
1008000,49.0
1008030,49.0
1008060,49.0
1008090,49.0
1008120,49.0
1008150,49.0
1008180,49.0
1008210,49.0
1008240,49.0
1008270,49.0
1008300,49.0
1008330,49.0
1008360,49.0
1008390,49.0
1008420,49.0
1008450,49.0
1008480,49.0
1008510,49.0
1008540,49.0
1008570,49.0
1008600,49.0
1008630,49.0
1008660,49.0
1008690,49.0
1008720,49.0
1008750,49.0
1008780,49.0
1008810,49.0
1008840,49.0
1008870,49.0
1008900,49.0
1008930,49.0
1008960,49.0
