timestamp,Occupancy[nor]
965490,0.0
965520,0.0
965550,0.0
965580,0.0
965610,0.0
965640,0.0
965670,0.0
965700,0.0
965730,0.0
965760,0.0
965790,0.0
965820,0.0
965850,0.0
965880,0.0
965910,0.0
965940,0.0
965970,0.0
966000,0.0
966030,0.0
966060,0.0
966090,0.0
966120,0.0
966150,0.0
966180,0.0
966210,0.0
966240,0.0
966270,0.0
966300,0.0
966330,0.0
966360,0.0
966390,0.0
966420,0.0
966450,0.0
966480,0.0
966510,0.0
966540,0.0
966570,0.0
966600,0.0
966630,0.0
966660,0.0
966690,0.0
966720,0.0
966750,0.0
966780,0.0
966810,0.0
966840,0.0
966870,0.0
966900,0.0
966930,0.0
966960,0.0
966990,0.0
967020,0.0
967050,0.0
967080,0.0
967110,0.0
967140,0.0
967170,0.0
967200,0.0
967230,0.0
967260,0.0
967290,0.0
967320,0.0
967350,0.0
967380,0.0
967410,0.0
967440,0.0
967470,0.0
967500,0.0
967530,0.0
967560,0.0
967590,0.0
967620,0.0
967650,0.0
967680,0.0
967710,0.0
967740,0.0
967770,0.0
967800,0.0
967830,0.0
967860,0.0
967890,0.0
967920,0.0
967950,0.0
967980,0.0
968010,0.0
968040,0.0
968070,0.0
968100,0.0
968130,0.0
968160,0.0
968190,0.0
968220,0.0
968250,0.0
968280,0.0
968310,0.0
968340,0.0
968370,0.0
968400,0.0
968430,0.0
968460,0.0
968490,0.0
968520,0.0
968550,0.0
968580,0.0
968610,0.0
968640,0.0
968670,0.0
968700,0.0
968730,0.0
968760,0.0
968790,0.0
968820,0.0
968850,0.0
968880,0.0
968910,0.0
968940,0.0
968970,0.0
969000,0.0
969030,0.0
969060,0.0
969090,0.0
969120,0.0
969150,0.0
969180,0.0
969210,0.0
969240,0.0
969270,0.0
969300,0.0
969330,0.0
969360,0.0
969390,0.0
969420,0.0
969450,0.0
969480,0.0
969510,0.0
969540,0.0
969570,0.0
969600,0.0
969630,0.0
969660,0.0
969690,0.0
969720,0.0
969750,0.0
969780,0.0
969810,0.0
969840,0.0
969870,0.0
969900,0.0
969930,0.0
969960,0.0
969990,0.0
970020,0.0
970050,0.0
970080,0.0
970110,0.0
970140,0.0
970170,0.0
970200,0.0
970230,0.0
970260,0.0
970290,0.0
970320,0.0
970350,0.0
970380,0.0
970410,0.0
970440,0.0
970470,0.0
970500,0.0
970530,0.0
970560,0.0
970590,0.0
970620,0.0
970650,0.0
970680,0.0
970710,0.0
970740,0.0
970770,0.0
970800,0.0
970830,0.0
970860,0.0
970890,0.0
970920,0.0
970950,0.0
970980,0.0
971010,0.0
971040,0.0
971070,0.0
971100,0.0
971130,0.0
971160,0.0
971190,0.0
971220,0.0
971250,0.0
971280,0.0
971310,0.0
971340,0.0
971370,0.0
971400,0.0
971430,0.0
971460,0.0
971490,0.0
971520,0.0
971550,0.0
971580,0.0
971610,0.0
971640,0.0
971670,0.0
971700,0.0
971730,0.0
971760,0.0
971790,0.0
971820,0.0
971850,0.0
971880,0.0
971910,0.0
971940,0.0
971970,0.0
972000,0.0
972030,0.0
972060,0.0
972090,0.0
972120,0.0
972150,0.0
972180,0.0
972210,0.0
972240,0.0
972270,0.0
972300,0.0
972330,0.0
972360,0.0
972390,0.0
972420,0.0
972450,0.0
972480,0.0
972510,0.0
972540,0.0
972570,0.0
972600,0.0
972630,0.0
972660,0.0
972690,0.0
972720,0.0
972750,0.0
972780,0.0
972810,0.0
972840,0.0
972870,0.0
972900,0.0
972930,0.0
972960,0.0
972990,0.0
973020,0.0
973050,0.0
973080,0.0
973110,0.0
973140,0.0
973170,0.0
973200,0.0
973230,0.0
973260,0.0
973290,0.0
973320,0.0
973350,0.0
973380,0.0
973410,0.0
973440,0.0
973470,0.0
973500,0.0
973530,0.0
973560,0.0
973590,0.0
973620,0.0
973650,0.0
973680,0.0
973710,0.0
973740,0.0
973770,0.0
973800,0.0
973830,0.0
973860,0.0
973890,0.0
973920,0.0
973950,0.0
973980,0.0
974010,0.0
974040,0.0
974070,0.0
974100,0.0
974130,0.0
974160,0.0
974190,0.0
974220,0.0
974250,0.0
974280,0.0
974310,0.0
974340,0.0
974370,0.0
974400,0.0
974430,0.0
974460,0.0
974490,0.0
974520,0.0
974550,0.0
974580,0.0
974610,0.0
974640,0.0
974670,0.0
974700,0.0
974730,0.0
974760,0.0
974790,0.0
974820,0.0
974850,0.0
974880,0.0
974910,0.0
974940,0.0
974970,0.0
975000,0.0
975030,0.0
975060,0.0
975090,0.0
975120,0.0
975150,0.0
975180,0.0
975210,0.0
975240,0.0
975270,0.0
975300,0.0
975330,0.0
975360,0.0
975390,0.0
975420,0.0
975450,0.0
975480,0.0
975510,0.0
975540,0.0
975570,0.0
975600,0.0
975630,0.0
975660,0.0
975690,0.0
975720,0.0
975750,0.0
975780,0.0
975810,0.0
975840,0.0
975870,0.0
975900,0.0
975930,0.0
975960,0.0
975990,0.0
976020,0.0
976050,0.0
976080,0.0
976110,0.0
976140,0.0
976170,0.0
976200,0.0
976230,0.0
976260,0.0
976290,0.0
976320,0.0
976350,0.0
976380,0.0
976410,0.0
976440,0.0
976470,0.0
976500,0.0
976530,0.0
976560,0.0
976590,0.0
976620,0.0
976650,0.0
976680,0.0
976710,0.0
976740,0.0
976770,0.0
976800,0.0
976830,0.0
976860,0.0
976890,0.0
976920,0.0
976950,0.0
976980,0.0
977010,0.0
977040,0.0
977070,0.0
977100,0.0
977130,0.0
977160,0.0
977190,0.0
977220,0.0
977250,0.0
977280,0.0
977310,0.0
977340,0.0
977370,0.0
977400,0.0
977430,0.0
977460,0.0
977490,0.0
977520,0.0
977550,0.0
977580,0.0
977610,0.0
977640,0.0
977670,0.0
977700,0.0
977730,0.0
977760,0.0
977790,0.0
977820,0.0
977850,0.0
977880,0.0
977910,0.0
977940,0.0
977970,0.0
978000,0.0
978030,0.0
978060,0.0
978090,0.0
978120,0.0
978150,0.0
978180,0.0
978210,0.0
978240,0.0
978270,0.0
978300,0.0
978330,0.0
978360,0.0
978390,0.0
978420,0.0
978450,0.0
978480,0.0
978510,0.0
978540,0.0
978570,0.0
978600,0.0
978630,0.0
978660,0.0
978690,0.0
978720,0.0
978750,0.0
978780,0.0
978810,0.0
978840,0.0
978870,0.0
978900,0.0
978930,0.0
978960,0.0
978990,0.0
979020,0.0
979050,0.0
979080,0.0
979110,0.0
979140,0.0
979170,0.0
979200,0.0
979230,0.0
979260,0.0
979290,0.0
979320,0.0
979350,0.0
979380,0.0
979410,0.0
979440,0.0
979470,0.0
979500,0.0
979530,0.0
979560,0.0
979590,0.0
979620,0.0
979650,0.0
979680,0.0
979710,0.0
979740,0.0
979770,0.0
979800,0.0
979830,0.0
979860,0.0
979890,0.0
979920,0.0
979950,0.0
979980,0.0
980010,0.0
980040,0.0
980070,0.0
980100,0.0
980130,0.0
980160,0.0
980190,0.0
980220,0.0
980250,0.0
980280,0.0
980310,0.0
980340,0.0
980370,0.0
980400,2.0
980430,2.0
980460,2.0
980490,2.0
980520,2.0
980550,2.0
980580,2.0
980610,2.0
980640,2.0
980670,2.0
980700,2.0
980730,2.0
980760,2.0
980790,2.0
980820,2.0
980850,2.0
980880,2.0
980910,2.0
980940,2.0
980970,2.0
981000,4.0
981030,4.0
981060,4.0
981090,4.0
981120,4.0
981150,4.0
981180,4.0
981210,4.0
981240,4.0
981270,4.0
981300,4.0
981330,4.0
981360,4.0
981390,4.0
981420,4.0
981450,4.0
981480,4.0
981510,4.0
981540,4.0
981570,4.0
981600,4.0
981630,4.0
981660,4.0
981690,4.0
981720,4.0
981750,4.0
981780,4.0
981810,4.0
981840,4.0
981870,4.0
981900,4.0
981930,4.0
981960,4.0
981990,4.0
982020,4.0
982050,4.0
982080,4.0
982110,4.0
982140,4.0
982170,4.0
982200,7.0
982230,7.0
982260,7.0
982290,7.0
982320,7.0
982350,7.0
982380,7.0
982410,7.0
982440,7.0
982470,7.0
982500,7.0
982530,7.0
982560,7.0
982590,7.0
982620,7.0
982650,7.0
982680,7.0
982710,7.0
982740,7.0
982770,7.0
982800,9.0
982830,9.0
982860,9.0
982890,9.0
982920,9.0
982950,9.0
982980,9.0
983010,9.0
983040,9.0
983070,9.0
983100,9.0
983130,9.0
983160,9.0
983190,9.0
983220,9.0
983250,9.0
983280,9.0
983310,9.0
983340,9.0
983370,9.0
983400,9.0
983430,9.0
983460,9.0
983490,9.0
983520,9.0
983550,9.0
983580,9.0
983610,9.0
983640,9.0
983670,9.0
983700,9.0
983730,9.0
983760,9.0
983790,9.0
983820,9.0
983850,9.0
983880,9.0
983910,9.0
983940,9.0
983970,9.0
984000,9.0
984030,9.0
984060,9.0
984090,9.0
984120,9.0
984150,9.0
984180,9.0
984210,9.0
984240,9.0
984270,9.0
984300,9.0
984330,9.0
984360,9.0
984390,9.0
984420,9.0
984450,9.0
984480,9.0
984510,9.0
984540,9.0
984570,9.0
984600,9.0
984630,9.0
984660,9.0
984690,9.0
984720,9.0
984750,9.0
984780,9.0
984810,9.0
984840,9.0
984870,9.0
984900,9.0
984930,9.0
984960,9.0
984990,9.0
985020,9.0
985050,9.0
985080,9.0
985110,9.0
985140,9.0
985170,9.0
985200,9.0
985230,9.0
985260,9.0
985290,9.0
985320,9.0
985350,9.0
985380,9.0
985410,9.0
985440,9.0
985470,9.0
985500,9.0
985530,9.0
985560,9.0
985590,9.0
985620,9.0
985650,9.0
985680,9.0
985710,9.0
985740,9.0
985770,9.0
985800,9.0
985830,9.0
985860,9.0
985890,9.0
985920,9.0
985950,9.0
985980,9.0
986010,9.0
986040,9.0
986070,9.0
986100,9.0
986130,9.0
986160,9.0
986190,9.0
986220,9.0
986250,9.0
986280,9.0
986310,9.0
986340,9.0
986370,9.0
986400,9.0
986430,9.0
986460,9.0
986490,9.0
986520,9.0
986550,9.0
986580,9.0
986610,9.0
986640,9.0
986670,9.0
986700,9.0
986730,9.0
986760,9.0
986790,9.0
986820,9.0
986850,9.0
986880,9.0
986910,9.0
986940,9.0
986970,9.0
987000,9.0
987030,9.0
987060,9.0
987090,9.0
987120,9.0
987150,9.0
987180,9.0
987210,9.0
987240,9.0
987270,9.0
987300,9.0
987330,9.0
987360,9.0
987390,9.0
987420,9.0
987450,9.0
987480,9.0
987510,9.0
987540,9.0
987570,9.0
987600,9.0
987630,9.0
987660,9.0
987690,9.0
987720,9.0
987750,9.0
987780,9.0
987810,9.0
987840,9.0
987870,9.0
987900,9.0
987930,9.0
987960,9.0
987990,9.0
988020,9.0
988050,9.0
988080,9.0
988110,9.0
988140,9.0
988170,9.0
988200,9.0
988230,9.0
988260,9.0
988290,9.0
988320,9.0
988350,9.0
988380,9.0
988410,9.0
988440,9.0
988470,9.0
988500,9.0
988530,9.0
988560,9.0
988590,9.0
988620,9.0
988650,9.0
988680,9.0
988710,9.0
988740,9.0
988770,9.0
988800,9.0
988830,9.0
988860,9.0
988890,9.0
988920,9.0
988950,9.0
988980,9.0
989010,9.0
989040,9.0
989070,9.0
989100,9.0
989130,9.0
989160,9.0
989190,9.0
989220,9.0
989250,9.0
989280,9.0
989310,9.0
989340,9.0
989370,9.0
989400,9.0
989430,9.0
989460,9.0
989490,9.0
989520,9.0
989550,9.0
989580,9.0
989610,9.0
989640,9.0
989670,9.0
989700,9.0
989730,9.0
989760,9.0
989790,9.0
989820,9.0
989850,9.0
989880,9.0
989910,9.0
989940,9.0
989970,9.0
990000,9.0
990030,9.0
990060,9.0
990090,9.0
990120,9.0
990150,9.0
990180,9.0
990210,9.0
990240,9.0
990270,9.0
990300,9.0
990330,9.0
990360,9.0
990390,9.0
990420,9.0
990450,9.0
990480,9.0
990510,9.0
990540,9.0
990570,9.0
990600,9.0
990630,9.0
990660,9.0
990690,9.0
990720,9.0
990750,9.0
990780,9.0
990810,9.0
990840,9.0
990870,9.0
990900,9.0
990930,9.0
990960,9.0
990990,9.0
991020,9.0
991050,9.0
991080,9.0
991110,9.0
991140,9.0
991170,9.0
991200,9.0
991230,9.0
991260,9.0
991290,9.0
991320,9.0
991350,9.0
991380,9.0
991410,9.0
991440,9.0
991470,9.0
991500,9.0
991530,9.0
991560,9.0
991590,9.0
991620,9.0
991650,9.0
991680,9.0
991710,9.0
991740,9.0
991770,9.0
991800,9.0
991830,9.0
991860,9.0
991890,9.0
991920,9.0
991950,9.0
991980,9.0
992010,9.0
992040,9.0
992070,9.0
992100,9.0
992130,9.0
992160,9.0
992190,9.0
992220,9.0
992250,9.0
992280,9.0
992310,9.0
992340,9.0
992370,9.0
992400,9.0
992430,9.0
992460,9.0
992490,9.0
992520,9.0
992550,9.0
992580,9.0
992610,9.0
992640,9.0
992670,9.0
992700,9.0
992730,9.0
992760,9.0
992790,9.0
992820,9.0
992850,9.0
992880,9.0
992910,9.0
992940,9.0
992970,9.0
993000,9.0
993030,9.0
993060,9.0
993090,9.0
993120,9.0
993150,9.0
993180,9.0
993210,9.0
993240,9.0
993270,9.0
993300,9.0
993330,9.0
993360,9.0
993390,9.0
993420,9.0
993450,9.0
993480,9.0
993510,9.0
993540,9.0
993570,9.0
993600,8.0
993630,8.0
993660,8.0
993690,8.0
993720,8.0
993750,8.0
993780,8.0
993810,8.0
993840,8.0
993870,8.0
993900,8.0
993930,8.0
993960,8.0
993990,8.0
994020,8.0
994050,8.0
994080,8.0
994110,8.0
994140,8.0
994170,8.0
994200,8.0
994230,8.0
994260,8.0
994290,8.0
994320,8.0
994350,8.0
994380,8.0
994410,8.0
994440,8.0
994470,8.0
994500,8.0
994530,8.0
994560,8.0
994590,8.0
994620,8.0
994650,8.0
994680,8.0
994710,8.0
994740,8.0
994770,8.0
994800,8.0
994830,8.0
994860,8.0
994890,8.0
994920,8.0
994950,8.0
994980,8.0
995010,8.0
995040,8.0
995070,8.0
995100,8.0
995130,8.0
995160,8.0
995190,8.0
995220,8.0
995250,8.0
995280,8.0
995310,8.0
995340,8.0
995370,8.0
995400,8.0
995430,8.0
995460,8.0
995490,8.0
995520,8.0
995550,8.0
995580,8.0
995610,8.0
995640,8.0
995670,8.0
995700,8.0
995730,8.0
995760,8.0
995790,8.0
995820,8.0
995850,8.0
995880,8.0
995910,8.0
995940,8.0
995970,8.0
996000,8.0
996030,8.0
996060,8.0
996090,8.0
996120,8.0
996150,8.0
996180,8.0
996210,8.0
996240,8.0
996270,8.0
996300,8.0
996330,8.0
996360,8.0
996390,8.0
996420,8.0
996450,8.0
996480,8.0
996510,8.0
996540,8.0
996570,8.0
996600,8.0
996630,8.0
996660,8.0
996690,8.0
996720,8.0
996750,8.0
996780,8.0
996810,8.0
996840,8.0
996870,8.0
996900,8.0
996930,8.0
996960,8.0
996990,8.0
997020,8.0
997050,8.0
997080,8.0
997110,8.0
997140,8.0
997170,8.0
997200,10.0
997230,10.0
997260,10.0
997290,10.0
997320,10.0
997350,10.0
997380,10.0
997410,10.0
997440,10.0
997470,10.0
997500,10.0
997530,10.0
997560,10.0
997590,10.0
997620,10.0
997650,10.0
997680,10.0
997710,10.0
997740,10.0
997770,10.0
997800,10.0
997830,10.0
997860,10.0
997890,10.0
997920,10.0
997950,10.0
997980,10.0
998010,10.0
998040,10.0
998070,10.0
998100,10.0
998130,10.0
998160,10.0
998190,10.0
998220,10.0
998250,10.0
998280,10.0
998310,10.0
998340,10.0
998370,10.0
998400,10.0
998430,10.0
998460,10.0
998490,10.0
998520,10.0
998550,10.0
998580,10.0
998610,10.0
998640,10.0
998670,10.0
998700,10.0
998730,10.0
998760,10.0
998790,10.0
998820,10.0
998850,10.0
998880,10.0
998910,10.0
998940,10.0
998970,10.0
999000,10.0
999030,10.0
999060,10.0
999090,10.0
999120,10.0
999150,10.0
999180,10.0
999210,10.0
999240,10.0
999270,10.0
999300,10.0
999330,10.0
999360,10.0
999390,10.0
999420,10.0
999450,10.0
999480,10.0
999510,10.0
999540,10.0
999570,10.0
999600,10.0
999630,10.0
999660,10.0
999690,10.0
999720,10.0
999750,10.0
999780,10.0
999810,10.0
999840,10.0
999870,10.0
999900,10.0
999930,10.0
999960,10.0
999990,10.0
1000020,10.0
1000050,10.0
1000080,10.0
1000110,10.0
1000140,10.0
1000170,10.0
1000200,10.0
1000230,10.0
1000260,10.0
1000290,10.0
1000320,10.0
1000350,10.0
1000380,10.0
1000410,10.0
1000440,10.0
1000470,10.0
1000500,10.0
1000530,10.0
1000560,10.0
1000590,10.0
1000620,10.0
1000650,10.0
1000680,10.0
1000710,10.0
1000740,10.0
1000770,10.0
1000800,10.0
1000830,10.0
1000860,10.0
1000890,10.0
1000920,10.0
1000950,10.0
1000980,10.0
1001010,10.0
1001040,10.0
1001070,10.0
1001100,10.0
1001130,10.0
1001160,10.0
1001190,10.0
1001220,10.0
1001250,10.0
1001280,10.0
1001310,10.0
1001340,10.0
1001370,10.0
1001400,10.0
1001430,10.0
1001460,10.0
1001490,10.0
1001520,10.0
1001550,10.0
1001580,10.0
1001610,10.0
1001640,10.0
1001670,10.0
1001700,10.0
1001730,10.0
1001760,10.0
1001790,10.0
1001820,10.0
1001850,10.0
1001880,10.0
1001910,10.0
1001940,10.0
1001970,10.0
1002000,10.0
1002030,10.0
1002060,10.0
1002090,10.0
1002120,10.0
1002150,10.0
1002180,10.0
1002210,10.0
1002240,10.0
1002270,10.0
1002300,10.0
1002330,10.0
1002360,10.0
1002390,10.0
1002420,10.0
1002450,10.0
1002480,10.0
1002510,10.0
1002540,10.0
1002570,10.0
1002600,10.0
1002630,10.0
1002660,10.0
1002690,10.0
1002720,10.0
1002750,10.0
1002780,10.0
1002810,10.0
1002840,10.0
1002870,10.0
1002900,10.0
1002930,10.0
1002960,10.0
1002990,10.0
1003020,10.0
1003050,10.0
1003080,10.0
1003110,10.0
1003140,10.0
1003170,10.0
1003200,10.0
1003230,10.0
1003260,10.0
1003290,10.0
1003320,10.0
1003350,10.0
1003380,10.0
1003410,10.0
1003440,10.0
1003470,10.0
1003500,10.0
1003530,10.0
1003560,10.0
1003590,10.0
1003620,10.0
1003650,10.0
1003680,10.0
1003710,10.0
1003740,10.0
1003770,10.0
1003800,10.0
1003830,10.0
1003860,10.0
1003890,10.0
1003920,10.0
1003950,10.0
1003980,10.0
1004010,10.0
1004040,10.0
1004070,10.0
1004100,10.0
1004130,10.0
1004160,10.0
1004190,10.0
1004220,10.0
1004250,10.0
1004280,10.0
1004310,10.0
1004340,10.0
1004370,10.0
1004400,10.0
1004430,10.0
1004460,10.0
1004490,10.0
1004520,10.0
1004550,10.0
1004580,10.0
1004610,10.0
1004640,10.0
1004670,10.0
1004700,10.0
1004730,10.0
1004760,10.0
1004790,10.0
1004820,10.0
1004850,10.0
1004880,10.0
1004910,10.0
1004940,10.0
1004970,10.0
1005000,10.0
1005030,10.0
1005060,10.0
1005090,10.0
1005120,10.0
1005150,10.0
1005180,10.0
1005210,10.0
1005240,10.0
1005270,10.0
1005300,10.0
1005330,10.0
1005360,10.0
1005390,10.0
1005420,10.0
1005450,10.0
1005480,10.0
1005510,10.0
1005540,10.0
1005570,10.0
1005600,10.0
1005630,10.0
1005660,10.0
1005690,10.0
1005720,10.0
1005750,10.0
1005780,10.0
1005810,10.0
1005840,10.0
1005870,10.0
1005900,10.0
1005930,10.0
1005960,10.0
1005990,10.0
1006020,10.0
1006050,10.0
1006080,10.0
1006110,10.0
1006140,10.0
1006170,10.0
1006200,10.0
1006230,10.0
1006260,10.0
1006290,10.0
1006320,10.0
1006350,10.0
1006380,10.0
1006410,10.0
1006440,10.0
1006470,10.0
1006500,10.0
1006530,10.0
1006560,10.0
1006590,10.0
1006620,10.0
1006650,10.0
1006680,10.0
1006710,10.0
1006740,10.0
1006770,10.0
1006800,10.0
1006830,10.0
1006860,10.0
1006890,10.0
1006920,10.0
1006950,10.0
1006980,10.0
1007010,10.0
1007040,10.0
1007070,10.0
1007100,10.0
1007130,10.0
1007160,10.0
1007190,10.0
1007220,10.0
1007250,10.0
1007280,10.0
1007310,10.0
1007340,10.0
1007370,10.0
1007400,10.0
1007430,10.0
1007460,10.0
1007490,10.0
1007520,10.0
1007550,10.0
1007580,10.0
1007610,10.0
1007640,10.0
1007670,10.0
1007700,10.0
1007730,10.0
1007760,10.0
1007790,10.0
1007820,10.0
1007850,10.0
1007880,10.0
1007910,10.0
1007940,10.0
1007970,10.0
1008000,10.0
1008030,10.0
1008060,10.0
1008090,10.0
1008120,10.0
1008150,10.0
1008180,10.0
1008210,10.0
1008240,10.0
1008270,10.0
1008300,10.0
1008330,10.0
1008360,10.0
1008390,10.0
1008420,10.0
1008450,10.0
1008480,10.0
1008510,10.0
1008540,10.0
1008570,10.0
1008600,10.0
1008630,10.0
1008660,10.0
1008690,10.0
1008720,10.0
1008750,10.0
1008780,10.0
1008810,10.0
1008840,10.0
1008870,10.0
1008900,10.0
1008930,10.0
1008960,10.0
