timestamp,Occupancy[eas]
965490,0.0
965520,0.0
965550,0.0
965580,0.0
965610,0.0
965640,0.0
965670,0.0
965700,0.0
965730,0.0
965760,0.0
965790,0.0
965820,0.0
965850,0.0
965880,0.0
965910,0.0
965940,0.0
965970,0.0
966000,0.0
966030,0.0
966060,0.0
966090,0.0
966120,0.0
966150,0.0
966180,0.0
966210,0.0
966240,0.0
966270,0.0
966300,0.0
966330,0.0
966360,0.0
966390,0.0
966420,0.0
966450,0.0
966480,0.0
966510,0.0
966540,0.0
966570,0.0
966600,0.0
966630,0.0
966660,0.0
966690,0.0
966720,0.0
966750,0.0
966780,0.0
966810,0.0
966840,0.0
966870,0.0
966900,0.0
966930,0.0
966960,0.0
966990,0.0
967020,0.0
967050,0.0
967080,0.0
967110,0.0
967140,0.0
967170,0.0
967200,0.0
967230,0.0
967260,0.0
967290,0.0
967320,0.0
967350,0.0
967380,0.0
967410,0.0
967440,0.0
967470,0.0
967500,0.0
967530,0.0
967560,0.0
967590,0.0
967620,0.0
967650,0.0
967680,0.0
967710,0.0
967740,0.0
967770,0.0
967800,0.0
967830,0.0
967860,0.0
967890,0.0
967920,0.0
967950,0.0
967980,0.0
968010,0.0
968040,0.0
968070,0.0
968100,0.0
968130,0.0
968160,0.0
968190,0.0
968220,0.0
968250,0.0
968280,0.0
968310,0.0
968340,0.0
968370,0.0
968400,0.0
968430,0.0
968460,0.0
968490,0.0
968520,0.0
968550,0.0
968580,0.0
968610,0.0
968640,0.0
968670,0.0
968700,0.0
968730,0.0
968760,0.0
968790,0.0
968820,0.0
968850,0.0
968880,0.0
968910,0.0
968940,0.0
968970,0.0
969000,0.0
969030,0.0
969060,0.0
969090,0.0
969120,0.0
969150,0.0
969180,0.0
969210,0.0
969240,0.0
969270,0.0
969300,0.0
969330,0.0
969360,0.0
969390,0.0
969420,0.0
969450,0.0
969480,0.0
969510,0.0
969540,0.0
969570,0.0
969600,0.0
969630,0.0
969660,0.0
969690,0.0
969720,0.0
969750,0.0
969780,0.0
969810,0.0
969840,0.0
969870,0.0
969900,0.0
969930,0.0
969960,0.0
969990,0.0
970020,0.0
970050,0.0
970080,0.0
970110,0.0
970140,0.0
970170,0.0
970200,0.0
970230,0.0
970260,0.0
970290,0.0
970320,0.0
970350,0.0
970380,0.0
970410,0.0
970440,0.0
970470,0.0
970500,0.0
970530,0.0
970560,0.0
970590,0.0
970620,0.0
970650,0.0
970680,0.0
970710,0.0
970740,0.0
970770,0.0
970800,0.0
970830,0.0
970860,0.0
970890,0.0
970920,0.0
970950,0.0
970980,0.0
971010,0.0
971040,0.0
971070,0.0
971100,0.0
971130,0.0
971160,0.0
971190,0.0
971220,0.0
971250,0.0
971280,0.0
971310,0.0
971340,0.0
971370,0.0
971400,0.0
971430,0.0
971460,0.0
971490,0.0
971520,0.0
971550,0.0
971580,0.0
971610,0.0
971640,0.0
971670,0.0
971700,0.0
971730,0.0
971760,0.0
971790,0.0
971820,0.0
971850,0.0
971880,0.0
971910,0.0
971940,0.0
971970,0.0
972000,0.0
972030,0.0
972060,0.0
972090,0.0
972120,0.0
972150,0.0
972180,0.0
972210,0.0
972240,0.0
972270,0.0
972300,0.0
972330,0.0
972360,0.0
972390,0.0
972420,0.0
972450,0.0
972480,0.0
972510,0.0
972540,0.0
972570,0.0
972600,0.0
972630,0.0
972660,0.0
972690,0.0
972720,0.0
972750,0.0
972780,0.0
972810,0.0
972840,0.0
972870,0.0
972900,0.0
972930,0.0
972960,0.0
972990,0.0
973020,0.0
973050,0.0
973080,0.0
973110,0.0
973140,0.0
973170,0.0
973200,0.0
973230,0.0
973260,0.0
973290,0.0
973320,0.0
973350,0.0
973380,0.0
973410,0.0
973440,0.0
973470,0.0
973500,0.0
973530,0.0
973560,0.0
973590,0.0
973620,0.0
973650,0.0
973680,0.0
973710,0.0
973740,0.0
973770,0.0
973800,0.0
973830,0.0
973860,0.0
973890,0.0
973920,0.0
973950,0.0
973980,0.0
974010,0.0
974040,0.0
974070,0.0
974100,0.0
974130,0.0
974160,0.0
974190,0.0
974220,0.0
974250,0.0
974280,0.0
974310,0.0
974340,0.0
974370,0.0
974400,0.0
974430,0.0
974460,0.0
974490,0.0
974520,0.0
974550,0.0
974580,0.0
974610,0.0
974640,0.0
974670,0.0
974700,0.0
974730,0.0
974760,0.0
974790,0.0
974820,0.0
974850,0.0
974880,0.0
974910,0.0
974940,0.0
974970,0.0
975000,0.0
975030,0.0
975060,0.0
975090,0.0
975120,0.0
975150,0.0
975180,0.0
975210,0.0
975240,0.0
975270,0.0
975300,0.0
975330,0.0
975360,0.0
975390,0.0
975420,0.0
975450,0.0
975480,0.0
975510,0.0
975540,0.0
975570,0.0
975600,0.0
975630,0.0
975660,0.0
975690,0.0
975720,0.0
975750,0.0
975780,0.0
975810,0.0
975840,0.0
975870,0.0
975900,0.0
975930,0.0
975960,0.0
975990,0.0
976020,0.0
976050,0.0
976080,0.0
976110,0.0
976140,0.0
976170,0.0
976200,0.0
976230,0.0
976260,0.0
976290,0.0
976320,0.0
976350,0.0
976380,0.0
976410,0.0
976440,0.0
976470,0.0
976500,0.0
976530,0.0
976560,0.0
976590,0.0
976620,0.0
976650,0.0
976680,0.0
976710,0.0
976740,0.0
976770,0.0
976800,0.0
976830,0.0
976860,0.0
976890,0.0
976920,0.0
976950,0.0
976980,0.0
977010,0.0
977040,0.0
977070,0.0
977100,0.0
977130,0.0
977160,0.0
977190,0.0
977220,0.0
977250,0.0
977280,0.0
977310,0.0
977340,0.0
977370,0.0
977400,0.0
977430,0.0
977460,0.0
977490,0.0
977520,0.0
977550,0.0
977580,0.0
977610,0.0
977640,0.0
977670,0.0
977700,0.0
977730,0.0
977760,0.0
977790,0.0
977820,0.0
977850,0.0
977880,0.0
977910,0.0
977940,0.0
977970,0.0
978000,0.0
978030,0.0
978060,0.0
978090,0.0
978120,0.0
978150,0.0
978180,0.0
978210,0.0
978240,0.0
978270,0.0
978300,0.0
978330,0.0
978360,0.0
978390,0.0
978420,0.0
978450,0.0
978480,0.0
978510,0.0
978540,0.0
978570,0.0
978600,0.0
978630,0.0
978660,0.0
978690,0.0
978720,0.0
978750,0.0
978780,0.0
978810,0.0
978840,0.0
978870,0.0
978900,0.0
978930,0.0
978960,0.0
978990,0.0
979020,0.0
979050,0.0
979080,0.0
979110,0.0
979140,0.0
979170,0.0
979200,0.0
979230,0.0
979260,0.0
979290,0.0
979320,0.0
979350,0.0
979380,0.0
979410,0.0
979440,0.0
979470,0.0
979500,0.0
979530,0.0
979560,0.0
979590,0.0
979620,0.0
979650,0.0
979680,0.0
979710,0.0
979740,0.0
979770,0.0
979800,0.0
979830,0.0
979860,0.0
979890,0.0
979920,0.0
979950,0.0
979980,0.0
980010,0.0
980040,0.0
980070,0.0
980100,0.0
980130,0.0
980160,0.0
980190,0.0
980220,0.0
980250,0.0
980280,0.0
980310,0.0
980340,0.0
980370,0.0
980400,1.0
980430,1.0
980460,1.0
980490,1.0
980520,1.0
980550,1.0
980580,1.0
980610,1.0
980640,1.0
980670,1.0
980700,1.0
980730,1.0
980760,1.0
980790,1.0
980820,1.0
980850,1.0
980880,1.0
980910,1.0
980940,1.0
980970,1.0
981000,3.0
981030,3.0
981060,3.0
981090,3.0
981120,3.0
981150,3.0
981180,3.0
981210,3.0
981240,3.0
981270,3.0
981300,3.0
981330,3.0
981360,3.0
981390,3.0
981420,3.0
981450,3.0
981480,3.0
981510,3.0
981540,3.0
981570,3.0
981600,3.0
981630,3.0
981660,3.0
981690,3.0
981720,3.0
981750,3.0
981780,3.0
981810,3.0
981840,3.0
981870,3.0
981900,3.0
981930,3.0
981960,3.0
981990,3.0
982020,3.0
982050,3.0
982080,3.0
982110,3.0
982140,3.0
982170,3.0
982200,4.0
982230,4.0
982260,4.0
982290,4.0
982320,4.0
982350,4.0
982380,4.0
982410,4.0
982440,4.0
982470,4.0
982500,4.0
982530,4.0
982560,4.0
982590,4.0
982620,4.0
982650,4.0
982680,4.0
982710,4.0
982740,4.0
982770,4.0
982800,5.0
982830,5.0
982860,5.0
982890,5.0
982920,5.0
982950,5.0
982980,5.0
983010,5.0
983040,5.0
983070,5.0
983100,5.0
983130,5.0
983160,5.0
983190,5.0
983220,5.0
983250,5.0
983280,5.0
983310,5.0
983340,5.0
983370,5.0
983400,5.0
983430,5.0
983460,5.0
983490,5.0
983520,5.0
983550,5.0
983580,5.0
983610,5.0
983640,5.0
983670,5.0
983700,5.0
983730,5.0
983760,5.0
983790,5.0
983820,5.0
983850,5.0
983880,5.0
983910,5.0
983940,5.0
983970,5.0
984000,5.0
984030,5.0
984060,5.0
984090,5.0
984120,5.0
984150,5.0
984180,5.0
984210,5.0
984240,5.0
984270,5.0
984300,5.0
984330,5.0
984360,5.0
984390,5.0
984420,5.0
984450,5.0
984480,5.0
984510,5.0
984540,5.0
984570,5.0
984600,5.0
984630,5.0
984660,5.0
984690,5.0
984720,5.0
984750,5.0
984780,5.0
984810,5.0
984840,5.0
984870,5.0
984900,5.0
984930,5.0
984960,5.0
984990,5.0
985020,5.0
985050,5.0
985080,5.0
985110,5.0
985140,5.0
985170,5.0
985200,5.0
985230,5.0
985260,5.0
985290,5.0
985320,5.0
985350,5.0
985380,5.0
985410,5.0
985440,5.0
985470,5.0
985500,5.0
985530,5.0
985560,5.0
985590,5.0
985620,5.0
985650,5.0
985680,5.0
985710,5.0
985740,5.0
985770,5.0
985800,5.0
985830,5.0
985860,5.0
985890,5.0
985920,5.0
985950,5.0
985980,5.0
986010,5.0
986040,5.0
986070,5.0
986100,5.0
986130,5.0
986160,5.0
986190,5.0
986220,5.0
986250,5.0
986280,5.0
986310,5.0
986340,5.0
986370,5.0
986400,5.0
986430,5.0
986460,5.0
986490,5.0
986520,5.0
986550,5.0
986580,5.0
986610,5.0
986640,5.0
986670,5.0
986700,5.0
986730,5.0
986760,5.0
986790,5.0
986820,5.0
986850,5.0
986880,5.0
986910,5.0
986940,5.0
986970,5.0
987000,5.0
987030,5.0
987060,5.0
987090,5.0
987120,5.0
987150,5.0
987180,5.0
987210,5.0
987240,5.0
987270,5.0
987300,5.0
987330,5.0
987360,5.0
987390,5.0
987420,5.0
987450,5.0
987480,5.0
987510,5.0
987540,5.0
987570,5.0
987600,5.0
987630,5.0
987660,5.0
987690,5.0
987720,5.0
987750,5.0
987780,5.0
987810,5.0
987840,5.0
987870,5.0
987900,5.0
987930,5.0
987960,5.0
987990,5.0
988020,5.0
988050,5.0
988080,5.0
988110,5.0
988140,5.0
988170,5.0
988200,5.0
988230,5.0
988260,5.0
988290,5.0
988320,5.0
988350,5.0
988380,5.0
988410,5.0
988440,5.0
988470,5.0
988500,5.0
988530,5.0
988560,5.0
988590,5.0
988620,5.0
988650,5.0
988680,5.0
988710,5.0
988740,5.0
988770,5.0
988800,5.0
988830,5.0
988860,5.0
988890,5.0
988920,5.0
988950,5.0
988980,5.0
989010,5.0
989040,5.0
989070,5.0
989100,5.0
989130,5.0
989160,5.0
989190,5.0
989220,5.0
989250,5.0
989280,5.0
989310,5.0
989340,5.0
989370,5.0
989400,5.0
989430,5.0
989460,5.0
989490,5.0
989520,5.0
989550,5.0
989580,5.0
989610,5.0
989640,5.0
989670,5.0
989700,5.0
989730,5.0
989760,5.0
989790,5.0
989820,5.0
989850,5.0
989880,5.0
989910,5.0
989940,5.0
989970,5.0
990000,5.0
990030,5.0
990060,5.0
990090,5.0
990120,5.0
990150,5.0
990180,5.0
990210,5.0
990240,5.0
990270,5.0
990300,5.0
990330,5.0
990360,5.0
990390,5.0
990420,5.0
990450,5.0
990480,5.0
990510,5.0
990540,5.0
990570,5.0
990600,5.0
990630,5.0
990660,5.0
990690,5.0
990720,5.0
990750,5.0
990780,5.0
990810,5.0
990840,5.0
990870,5.0
990900,5.0
990930,5.0
990960,5.0
990990,5.0
991020,5.0
991050,5.0
991080,5.0
991110,5.0
991140,5.0
991170,5.0
991200,5.0
991230,5.0
991260,5.0
991290,5.0
991320,5.0
991350,5.0
991380,5.0
991410,5.0
991440,5.0
991470,5.0
991500,5.0
991530,5.0
991560,5.0
991590,5.0
991620,5.0
991650,5.0
991680,5.0
991710,5.0
991740,5.0
991770,5.0
991800,5.0
991830,5.0
991860,5.0
991890,5.0
991920,5.0
991950,5.0
991980,5.0
992010,5.0
992040,5.0
992070,5.0
992100,5.0
992130,5.0
992160,5.0
992190,5.0
992220,5.0
992250,5.0
992280,5.0
992310,5.0
992340,5.0
992370,5.0
992400,5.0
992430,5.0
992460,5.0
992490,5.0
992520,5.0
992550,5.0
992580,5.0
992610,5.0
992640,5.0
992670,5.0
992700,5.0
992730,5.0
992760,5.0
992790,5.0
992820,5.0
992850,5.0
992880,5.0
992910,5.0
992940,5.0
992970,5.0
993000,5.0
993030,5.0
993060,5.0
993090,5.0
993120,5.0
993150,5.0
993180,5.0
993210,5.0
993240,5.0
993270,5.0
993300,5.0
993330,5.0
993360,5.0
993390,5.0
993420,5.0
993450,5.0
993480,5.0
993510,5.0
993540,5.0
993570,5.0
993600,5.0
993630,5.0
993660,5.0
993690,5.0
993720,5.0
993750,5.0
993780,5.0
993810,5.0
993840,5.0
993870,5.0
993900,5.0
993930,5.0
993960,5.0
993990,5.0
994020,5.0
994050,5.0
994080,5.0
994110,5.0
994140,5.0
994170,5.0
994200,5.0
994230,5.0
994260,5.0
994290,5.0
994320,5.0
994350,5.0
994380,5.0
994410,5.0
994440,5.0
994470,5.0
994500,5.0
994530,5.0
994560,5.0
994590,5.0
994620,5.0
994650,5.0
994680,5.0
994710,5.0
994740,5.0
994770,5.0
994800,5.0
994830,5.0
994860,5.0
994890,5.0
994920,5.0
994950,5.0
994980,5.0
995010,5.0
995040,5.0
995070,5.0
995100,5.0
995130,5.0
995160,5.0
995190,5.0
995220,5.0
995250,5.0
995280,5.0
995310,5.0
995340,5.0
995370,5.0
995400,5.0
995430,5.0
995460,5.0
995490,5.0
995520,5.0
995550,5.0
995580,5.0
995610,5.0
995640,5.0
995670,5.0
995700,5.0
995730,5.0
995760,5.0
995790,5.0
995820,5.0
995850,5.0
995880,5.0
995910,5.0
995940,5.0
995970,5.0
996000,5.0
996030,5.0
996060,5.0
996090,5.0
996120,5.0
996150,5.0
996180,5.0
996210,5.0
996240,5.0
996270,5.0
996300,5.0
996330,5.0
996360,5.0
996390,5.0
996420,5.0
996450,5.0
996480,5.0
996510,5.0
996540,5.0
996570,5.0
996600,5.0
996630,5.0
996660,5.0
996690,5.0
996720,5.0
996750,5.0
996780,5.0
996810,5.0
996840,5.0
996870,5.0
996900,5.0
996930,5.0
996960,5.0
996990,5.0
997020,5.0
997050,5.0
997080,5.0
997110,5.0
997140,5.0
997170,5.0
997200,6.0
997230,6.0
997260,6.0
997290,6.0
997320,6.0
997350,6.0
997380,6.0
997410,6.0
997440,6.0
997470,6.0
997500,6.0
997530,6.0
997560,6.0
997590,6.0
997620,6.0
997650,6.0
997680,6.0
997710,6.0
997740,6.0
997770,6.0
997800,6.0
997830,6.0
997860,6.0
997890,6.0
997920,6.0
997950,6.0
997980,6.0
998010,6.0
998040,6.0
998070,6.0
998100,6.0
998130,6.0
998160,6.0
998190,6.0
998220,6.0
998250,6.0
998280,6.0
998310,6.0
998340,6.0
998370,6.0
998400,6.0
998430,6.0
998460,6.0
998490,6.0
998520,6.0
998550,6.0
998580,6.0
998610,6.0
998640,6.0
998670,6.0
998700,6.0
998730,6.0
998760,6.0
998790,6.0
998820,6.0
998850,6.0
998880,6.0
998910,6.0
998940,6.0
998970,6.0
999000,6.0
999030,6.0
999060,6.0
999090,6.0
999120,6.0
999150,6.0
999180,6.0
999210,6.0
999240,6.0
999270,6.0
999300,6.0
999330,6.0
999360,6.0
999390,6.0
999420,6.0
999450,6.0
999480,6.0
999510,6.0
999540,6.0
999570,6.0
999600,6.0
999630,6.0
999660,6.0
999690,6.0
999720,6.0
999750,6.0
999780,6.0
999810,6.0
999840,6.0
999870,6.0
999900,6.0
999930,6.0
999960,6.0
999990,6.0
1000020,6.0
1000050,6.0
1000080,6.0
1000110,6.0
1000140,6.0
1000170,6.0
1000200,6.0
1000230,6.0
1000260,6.0
1000290,6.0
1000320,6.0
1000350,6.0
1000380,6.0
1000410,6.0
1000440,6.0
1000470,6.0
1000500,6.0
1000530,6.0
1000560,6.0
1000590,6.0
1000620,6.0
1000650,6.0
1000680,6.0
1000710,6.0
1000740,6.0
1000770,6.0
1000800,6.0
1000830,6.0
1000860,6.0
1000890,6.0
1000920,6.0
1000950,6.0
1000980,6.0
1001010,6.0
1001040,6.0
1001070,6.0
1001100,6.0
1001130,6.0
1001160,6.0
1001190,6.0
1001220,6.0
1001250,6.0
1001280,6.0
1001310,6.0
1001340,6.0
1001370,6.0
1001400,6.0
1001430,6.0
1001460,6.0
1001490,6.0
1001520,6.0
1001550,6.0
1001580,6.0
1001610,6.0
1001640,6.0
1001670,6.0
1001700,6.0
1001730,6.0
1001760,6.0
1001790,6.0
1001820,6.0
1001850,6.0
1001880,6.0
1001910,6.0
1001940,6.0
1001970,6.0
1002000,6.0
1002030,6.0
1002060,6.0
1002090,6.0
1002120,6.0
1002150,6.0
1002180,6.0
1002210,6.0
1002240,6.0
1002270,6.0
1002300,6.0
1002330,6.0
1002360,6.0
1002390,6.0
1002420,6.0
1002450,6.0
1002480,6.0
1002510,6.0
1002540,6.0
1002570,6.0
1002600,6.0
1002630,6.0
1002660,6.0
1002690,6.0
1002720,6.0
1002750,6.0
1002780,6.0
1002810,6.0
1002840,6.0
1002870,6.0
1002900,6.0
1002930,6.0
1002960,6.0
1002990,6.0
1003020,6.0
1003050,6.0
1003080,6.0
1003110,6.0
1003140,6.0
1003170,6.0
1003200,6.0
1003230,6.0
1003260,6.0
1003290,6.0
1003320,6.0
1003350,6.0
1003380,6.0
1003410,6.0
1003440,6.0
1003470,6.0
1003500,6.0
1003530,6.0
1003560,6.0
1003590,6.0
1003620,6.0
1003650,6.0
1003680,6.0
1003710,6.0
1003740,6.0
1003770,6.0
1003800,6.0
1003830,6.0
1003860,6.0
1003890,6.0
1003920,6.0
1003950,6.0
1003980,6.0
1004010,6.0
1004040,6.0
1004070,6.0
1004100,6.0
1004130,6.0
1004160,6.0
1004190,6.0
1004220,6.0
1004250,6.0
1004280,6.0
1004310,6.0
1004340,6.0
1004370,6.0
1004400,6.0
1004430,6.0
1004460,6.0
1004490,6.0
1004520,6.0
1004550,6.0
1004580,6.0
1004610,6.0
1004640,6.0
1004670,6.0
1004700,6.0
1004730,6.0
1004760,6.0
1004790,6.0
1004820,6.0
1004850,6.0
1004880,6.0
1004910,6.0
1004940,6.0
1004970,6.0
1005000,6.0
1005030,6.0
1005060,6.0
1005090,6.0
1005120,6.0
1005150,6.0
1005180,6.0
1005210,6.0
1005240,6.0
1005270,6.0
1005300,6.0
1005330,6.0
1005360,6.0
1005390,6.0
1005420,6.0
1005450,6.0
1005480,6.0
1005510,6.0
1005540,6.0
1005570,6.0
1005600,6.0
1005630,6.0
1005660,6.0
1005690,6.0
1005720,6.0
1005750,6.0
1005780,6.0
1005810,6.0
1005840,6.0
1005870,6.0
1005900,6.0
1005930,6.0
1005960,6.0
1005990,6.0
1006020,6.0
1006050,6.0
1006080,6.0
1006110,6.0
1006140,6.0
1006170,6.0
1006200,6.0
1006230,6.0
1006260,6.0
1006290,6.0
1006320,6.0
1006350,6.0
1006380,6.0
1006410,6.0
1006440,6.0
1006470,6.0
1006500,6.0
1006530,6.0
1006560,6.0
1006590,6.0
1006620,6.0
1006650,6.0
1006680,6.0
1006710,6.0
1006740,6.0
1006770,6.0
1006800,6.0
1006830,6.0
1006860,6.0
1006890,6.0
1006920,6.0
1006950,6.0
1006980,6.0
1007010,6.0
1007040,6.0
1007070,6.0
1007100,6.0
1007130,6.0
1007160,6.0
1007190,6.0
1007220,6.0
1007250,6.0
1007280,6.0
1007310,6.0
1007340,6.0
1007370,6.0
1007400,6.0
1007430,6.0
1007460,6.0
1007490,6.0
1007520,6.0
1007550,6.0
1007580,6.0
1007610,6.0
1007640,6.0
1007670,6.0
1007700,6.0
1007730,6.0
1007760,6.0
1007790,6.0
1007820,6.0
1007850,6.0
1007880,6.0
1007910,6.0
1007940,6.0
1007970,6.0
1008000,6.0
1008030,6.0
1008060,6.0
1008090,6.0
1008120,6.0
1008150,6.0
1008180,6.0
1008210,6.0
1008240,6.0
1008270,6.0
1008300,6.0
1008330,6.0
1008360,6.0
1008390,6.0
1008420,6.0
1008450,6.0
1008480,6.0
1008510,6.0
1008540,6.0
1008570,6.0
1008600,6.0
1008630,6.0
1008660,6.0
1008690,6.0
1008720,6.0
1008750,6.0
1008780,6.0
1008810,6.0
1008840,6.0
1008870,6.0
1008900,6.0
1008930,6.0
1008960,6.0
