time,weaSta_reaWeaHGloHor_y
11854680,14.187009746588696
11854710,14.313148437500002
11854740,14.443992080896688
11854770,14.579690804702732
11854800,14.720394736842106
11854830,14.866254005238794
11854860,15.017418737816765
11854890,15.174039062500002
11854920,15.336265107212478
11854950,15.50424699987817
11854980,15.678134868421054
11855010,15.85807884076511
11855040,16.04422904483431
11855070,16.236735608552635
11855100,16.43574865984406
11855130,16.641418326632554
11855160,16.853894736842108
11855190,17.073328018396687
11855220,17.299868299220275
11855250,17.533665707236846
11855280,17.774870370370373
11855310,18.023632416544835
11855340,18.28010197368421
11855370,18.54442916971248
11855400,18.816764132553608
11855430,19.097256990131584
11855460,19.386057870370372
11855490,19.68331690119396
11855520,19.989184210526318
11855550,20.30380992629143
11855580,20.62734417641326
11855610,20.959937088815792
11855640,21.301738791423006
11855670,21.65289941215887
11855700,22.01356907894737
11855730,22.38389791971248
11855760,22.764036062378167
11855790,23.154133634868423
11855820,23.554340765107213
11855850,23.964807581018523
11855880,24.385684210526318
11855910,24.817120781554586
11855940,25.259267422027293
11855970,25.712274259868423
11856000,26.176291423001953
11856030,26.651469039351856
11856060,27.13795723684211
11856090,27.635906143396685
11856120,28.145465886939576
11856150,28.666786595394743
11856180,29.20001839668616
11856210,29.74531141873782
11856240,30.302815789473687
11856270,30.87268163681774
11856300,31.455059088693957
11856330,32.05009827302632
11856360,32.65794931773879
11856390,33.278762350755365
11856420,33.912687500000004
11856450,34.55987489339669
11856480,35.2204746588694
11856510,35.89463692434211
11856540,36.58251181773879
11856570,37.284249466983425
11856600,38.0
11856630,38.72330631940338
11856660,39.44760207635193
11856690,40.17287352158486
11856720,40.89910690584138
11856750,41.6262884798607
11856780,42.354404494382024
11856810,43.083441200144556
11856840,43.813384847887505
11856870,44.544221688350085
11856900,45.2759379722715
11856930,46.008519950390955
11856960,46.74195387344766
11856990,47.47622599218083
11857020,48.21132255732965
11857050,48.94722981963335
11857080,49.683934029831136
11857110,50.4214214386622
11857140,51.159678296865756
11857170,51.89869085518102
11857200,52.6384453643472
11857230,53.37892807510349
11857260,54.120125238189104
11857290,54.86202310434325
11857320,55.60460792430514
11857350,56.34786594881398
11857380,57.09178342860898
11857410,57.83634661442933
11857440,58.58154175701426
11857470,59.32735510710296
11857500,60.07377291543465
11857530,60.82078143274853
11857560,61.568366909783826
11857590,62.31651559727972
11857620,63.06521374597543
11857650,63.81444760661016
11857680,64.56420342992313
11857710,65.31446746665353
11857740,66.06522596754058
11857770,66.81646518332347
11857800,67.56817136474145
11857830,68.32033076253367
11857860,69.0729296274394
11857890,69.82595421019778
11857920,70.57939076154807
11857950,71.33322553222945
11857980,72.08744477298114
11858010,72.84203473454235
11858040,73.59698166765227
11858070,74.35227182305013
11858100,75.10789145147513
11858130,75.86382680366647
11858160,76.62006413036337
11858190,77.37658968230502
11858220,78.13338971023063
11858250,78.89045046487944
11858280,79.64775819699062
11858310,80.40529915730338
11858340,81.16305959655693
11858370,81.92102576549051
11858400,82.67918391484329
11858430,83.4375202953545
11858460,84.19602115776334
11858490,84.95467275280899
11858520,85.71346133123072
11858550,86.47237314376767
11858580,87.2313944411591
11858610,87.99051147414417
11858640,88.74971049346213
11858670,89.50897774985216
11858700,90.2682994940535
11858730,91.02766197680532
11858760,91.78705144884685
11858790,92.54645416091729
11858820,93.30585636375585
11858850,94.06524430810173
11858880,94.82460424469414
11858910,95.58392242427232
11858940,96.34318509757541
11858970,97.10237851534268
11859000,97.86148892831332
11859030,98.62050258722651
11859060,99.37940574282149
11859090,100.13818464583746
11859120,100.89682554701362
11859150,101.65531469708918
11859180,102.41363834680337
11859210,103.17178274689535
11859240,103.92973414810436
11859270,104.68747880116962
11859300,105.4450029568303
11859330,106.20229286582564
11859360,106.95933477889483
11859390,107.71611494677708
11859420,108.4726196202116
11859450,109.2288350499376
11859480,109.98474748669429
11859510,110.74034318122088
11859540,111.49560838425654
11859570,112.25052934654055
11859600,113.00509231881203
11859630,113.75928355181027
11859660,114.51308929627443
11859690,115.26649580294372
11859720,116.01948932255736
11859750,116.77205610585455
11859780,117.52418240357451
11859810,118.27585446645644
11859840,119.02705854523954
11859870,119.77778089066302
11859900,120.5280077534661
11859930,121.27772538438798
11859960,122.02692003416786
11859990,122.77557795354495
11860020,123.52368539325848
11860050,124.27122860404761
11860080,125.01819383665159
11860110,125.76456734180961
11860140,126.5103353702609
11860170,127.25548417274464
11860200,128.0
11860230,128.74413190543072
11860260,129.48813951310862
11860290,130.2320249297753
11860320,130.9757902621723
11860350,131.7194376170412
11860380,132.4629691011236
11860410,133.20638682116106
11860440,133.94969288389512
11860470,134.69288939606741
11860500,135.43597846441946
11860530,136.1789621956929
11860560,136.9218426966292
11860590,137.66462207397004
11860620,138.40730243445694
11860650,139.14988588483146
11860680,139.8923745318352
11860710,140.63477048220975
11860740,141.37707584269663
11860770,142.11929272003746
11860800,142.8614232209738
11860830,143.6034694522472
11860860,144.34543352059924
11860890,145.08731753277152
11860920,145.82912359550562
11860950,146.57085381554307
11860980,147.31251029962547
11861010,148.05409515449438
11861040,148.79561048689138
11861070,149.53705840355804
11861100,150.27844101123594
11861130,151.01976041666666
11861160,151.76101872659177
11861190,152.50221804775282
11861220,153.2433604868914
11861250,153.98444815074907
11861280,154.7254831460674
11861310,155.46646757958803
11861340,156.20740355805242
11861370,156.94829318820223
11861400,157.68913857677902
11861430,158.42994183052434
11861460,159.17070505617977
11861490,159.9114303604869
11861520,160.65211985018726
11861550,161.39277563202245
11861580,162.13339981273407
11861610,162.87399449906366
11861640,163.6145617977528
11861670,164.35510381554306
11861700,165.09562265917603
11861730,165.83612043539324
11861760,166.57659925093634
11861790,167.3170612125468
11861820,168.05750842696628
11861850,168.79794300093633
11861880,169.5383670411985
11861910,170.27878265449436
11861940,171.01919194756553
11861970,171.75959702715355
11862000,172.5
11862030,173.24040297284643
11862060,173.98080805243444
11862090,174.7212173455056
11862120,175.4616329588015
11862150,176.20205699906364
11862180,176.9424915730337
11862210,177.68293878745317
11862240,178.42340074906366
11862270,179.16387956460673
11862300,179.90437734082397
11862330,180.6448961844569
11862360,181.38543820224717
11862390,182.12600550093632
11862420,182.8666001872659
11862450,183.60722436797752
11862480,184.34788014981274
11862510,185.0885696395131
11862540,185.82929494382023
11862570,186.57005816947566
11862600,187.31086142322096
11862630,188.05170681179774
11862660,188.79259644194755
11862690,189.53353242041197
11862720,190.27451685393257
11862750,191.01555184925093
11862780,191.7566395131086
11862810,192.49778195224718
11862840,193.23898127340823
11862870,193.98023958333332
11862900,194.72155898876403
11862930,195.46294159644194
11862960,196.2043895131086
11862990,196.9459048455056
11863020,197.6874897003745
11863050,198.4291461844569
11863080,199.17087640449438
11863110,199.91268246722845
11863140,200.65456647940073
11863170,201.39653054775277
11863200,202.1385767790262
11863230,202.88070727996254
11863260,203.62292415730337
11863290,204.36522951779023
11863320,205.10762546816477
11863350,205.85011411516854
11863380,206.59269756554306
11863410,207.33537792602993
11863440,208.07815730337074
11863470,208.82103780430708
11863500,209.5640215355805
11863530,210.30711060393259
11863560,211.05030711610485
11863590,211.79361317883894
11863620,212.53703089887637
11863650,213.28056238295878
11863680,214.02420973782768
11863710,214.76797507022468
11863740,215.51186048689135
11863770,216.25586809456925
11863800,217.0
11863830,217.7500688389513
11863860,218.5117507116105
11863890,219.28484292134831
11863920,220.06914277153558
11863950,220.86444756554306
11863980,221.67055460674158
11864010,222.48726119850187
11864040,223.31436464419477
11864070,224.151662247191
11864100,224.99895131086143
11864130,225.8560291385768
11864160,226.72269303370786
11864190,227.59874029962546
11864220,228.48396823970037
11864250,229.37817415730336
11864280,230.28115535580525
11864310,231.1927091385768
11864340,232.11263280898876
11864370,233.04072367041198
11864400,233.97677902621723
11864430,234.9205961797753
11864460,235.87197243445692
11864490,236.83070509363296
11864520,237.79659146067416
11864550,238.7694288389513
11864580,239.7490145318352
11864610,240.73514584269662
11864640,241.72762007490635
11864670,242.72623453183522
11864700,243.73078651685393
11864730,244.74107333333333
11864760,245.7568922846442
11864790,246.7780406741573
11864820,247.80431580524345
11864850,248.8355149812734
11864880,249.87143550561797
11864910,250.91187468164793
11864940,251.9566298127341
11864970,253.0054982022472
11865000,254.05827715355804
11865030,255.11476397003744
11865060,256.1747559550562
11865090,257.238050411985
11865120,258.30444464419475
11865150,259.3737359550562
11865180,260.4457216479401
11865210,261.52019902621726
11865240,262.5969653932584
11865270,263.67581805243447
11865300,264.7565543071161
11865330,265.83897146067414
11865360,266.9228668164794
11865390,268.0080376779026
11865420,269.0942813483146
11865450,270.1813951310861
11865480,271.269176329588
11865510,272.357422247191
11865540,273.4459301872659
11865570,274.5344974531835
11865600,275.6229213483146
11865630,276.71099917603
11865660,277.7985282397004
11865690,278.88530584269665
11865720,279.97112928838953
11865750,281.0557958801498
11865780,282.1391029213483
11865810,283.22084771535583
11865840,284.30082756554305
11865870,285.3788397752809
11865900,286.4546816479401
11865930,287.5281504868914
11865960,288.5990435955056
11865990,289.66715827715353
11866020,290.73229183520596
11866050,291.7942415730337
11866080,292.8528047940075
11866110,293.9077788014981
11866140,294.9589608988764
11866170,296.0061483895131
11866200,297.049138576779
11866230,298.0877287640449
11866260,299.12171625468164
11866290,300.1508983520599
11866320,301.17507235955054
11866350,302.19403558052437
11866380,303.207585318352
11866410,304.2155188764045
11866440,305.2176335580524
11866470,306.2137266666667
11866500,307.20359550561795
11866530,308.1870373782771
11866560,309.16384958801495
11866590,310.13382943820227
11866620,311.0967742322097
11866650,312.05248127340826
11866680,313.00074786516853
11866710,313.9413713108614
11866740,314.87414891385765
11866770,315.7988779775281
11866800,316.71535580524346
11866830,317.6233797003745
11866860,318.5227469662921
11866890,319.413254906367
11866920,320.29470082397006
11866950,321.1668820224719
11866980,322.02959580524345
11867010,322.8826394756554
11867040,323.72581033707866
11867070,324.55890569288385
11867100,325.38172284644196
11867130,326.19405910112357
11867160,326.9957117602996
11867190,327.78647812734084
11867220,328.566155505618
11867250,329.3345411985019
11867280,330.0914325093633
11867310,330.836626741573
11867340,331.56992119850185
11867370,332.29111318352057
11867400,333.0
11867430,333.6930475471698
11867460,334.367048721174
11867490,335.02229132075473
11867520,335.6590631446541
11867550,336.2776519916143
11867580,336.87834566037736
11867610,337.46143194968556
11867640,338.0271986582809
11867670,338.57593358490567
11867700,339.1079245283019
11867730,339.62345928721174
11867760,340.1228256603774
11867790,340.6063114465409
11867820,341.07420444444443
11867850,341.5267924528302
11867880,341.96436327044023
11867910,342.3872046960168
11867940,342.7956045283019
11867970,343.18985056603776
11868000,343.57023060796644
11868030,343.9370324528302
11868060,344.2905438993711
11868090,344.63105274633125
11868120,344.95884679245285
11868150,345.274213836478
11868180,345.57744167714884
11868210,345.86881811320757
11868240,346.14863094339626
11868270,346.41716796645704
11868300,346.67471698113206
11868330,346.9215657861635
11868360,347.1580021802935
11868390,347.3843139622642
11868420,347.6007889308176
11868450,347.807714884696
11868480,348.0053796226415
11868510,348.19407094339624
11868540,348.3740766457023
11868570,348.5456845283019
11868600,348.7091823899371
11868630,348.8648580293501
11868660,349.012999245283
11868690,349.153893836478
11868720,349.2878296016772
11868750,349.41509433962267
11868780,349.5359758490566
11868810,349.6507619287212
11868840,349.75974037735847
11868870,349.8631989937107
11868900,349.9614255765199
11868930,350.0547079245283
11868960,350.143333836478
11868990,350.2275911111111
11869020,350.3077675471698
11869050,350.3841509433962
11869080,350.4570290985325
11869110,350.52668981132075
11869140,350.5934208805031
11869170,350.6575101048218
11869200,350.7192452830189
11869230,350.77891421383646
11869260,350.83680469601677
11869290,350.8932045283019
11869320,350.94840150943395
11869350,351.00268343815515
11869380,351.0563381132076
11869410,351.1096533333333
11869440,351.1629168972746
11869470,351.2164166037736
11869500,351.2704402515723
11869530,351.325275639413
11869560,351.38121056603774
11869590,351.4385328301887
11869620,351.49753023060794
11869650,351.55849056603773
11869680,351.6217016352201
11869710,351.6874512368973
11869740,351.7560271698113
11869770,351.8277172327044
11869800,351.9028092243187
11869830,351.9815909433962
11869860,352.06435018867927
11869890,352.15137475890987
11869920,352.2429524528302
11869950,352.3393710691824
11869980,352.4409184067086
11870010,352.5478822641509
11870040,352.6605504402516
11870070,352.7792107337526
11870100,352.90415094339625
11870130,353.03565886792455
11870160,353.1740223060797
11870190,353.31952905660376
11870220,353.472466918239
11870250,353.6331236897275
11870280,353.80178716981135
11870310,353.9787451572327
11870340,354.16428545073376
11870370,354.35869584905663
11870400,354.5622641509434
11870430,354.7752781551363
11870460,354.9980256603774
11870490,355.2307944654088
11870520,355.47387236897276
11870550,355.7275471698113
11870580,355.99210666666664
11870610,356.26783865828094
11870640,356.5550309433962
11870670,356.85397132075474
11870700,357.1649475890985
11870730,357.4882475471698
11870760,357.8241589937107
11870790,358.17296972746334
11870820,358.5349675471698
11870850,358.9104402515723
11870880,359.299675639413
11870910,359.702961509434
11870940,360.12058566037734
11870970,360.5528358909853
11871000,361.0
11871030,361.46065233217456
11871060,361.93302589142763
11871090,362.4168964652496
11871120,362.9120398411308
11871150,363.4182318065618
11871180,363.9352481490327
11871210,364.4628646560341
11871240,365.0008571150563
11871270,365.54900131358966
11871300,366.1070730391246
11871330,366.6748480791515
11871360,367.2521022211607
11871390,367.83861125264264
11871420,368.43415096108765
11871450,369.03849713398614
11871480,369.65142555882846
11871510,370.27271202310504
11871540,370.9021323143062
11871570,371.5394622199223
11871600,372.18447752744385
11871630,372.8369540243611
11871660,373.4966674981645
11871690,374.1633937363444
11871720,374.8369085263912
11871750,375.5169876557953
11871780,376.203406912047
11871810,376.89594208263674
11871840,377.5943689550549
11871870,378.2984633167918
11871900,379.00800095533793
11871930,379.72275765818364
11871960,380.44250921281923
11871990,381.16703140673513
11872020,381.89610002742177
11872050,382.62949086236944
11872080,383.36697969906857
11872110,384.1083423250095
11872140,384.8533545276827
11872170,385.60179209457846
11872200,386.35343081318723
11872230,387.1080464709993
11872260,387.86541485550515
11872290,388.6253117541951
11872320,389.38751295455955
11872350,390.1517942440889
11872380,390.9179314102734
11872410,391.68570024060364
11872440,392.45487652256986
11872470,393.2252360436625
11872500,393.9965545913719
11872530,394.76860795318845
11872560,395.54117191660254
11872590,396.31402226910456
11872620,397.08693479818487
11872650,397.85968529133385
11872680,398.6320495360419
11872710,399.4038033197994
11872740,400.1747224300967
11872770,400.9445826544242
11872800,401.7131597802723
11872830,402.48022959513133
11872860,403.2455678864917
11872890,404.0089504418438
11872920,404.770153048678
11872950,405.5289514944847
11872980,406.28512156675424
11873010,407.038439052977
11873040,407.78867974064343
11873070,408.5356194172439
11873100,409.2790338702687
11873130,410.0186988872082
11873160,410.75439025555295
11873190,411.48588376279315
11873220,412.2129551964193
11873250,412.9353803439217
11873280,413.65293499279073
11873310,414.36539493051686
11873340,415.0725359445904
11873370,415.77413382250177
11873400,416.4699643517413
11873430,417.1598033197994
11873460,417.8434265141664
11873490,418.5206097223328
11873520,419.19112873178887
11873550,419.85475933002505
11873580,420.5112773045317
11873610,421.16045844279915
11873640,421.80207853231786
11873670,422.4359133605782
11873700,423.0617387150705
11873730,423.67933038328516
11873760,424.28846415271255
11873790,424.8889158108431
11873820,425.48046114516717
11873850,426.0628759431751
11873880,426.6359359923573
11873910,427.19941708020417
11873940,427.7530949942061
11873970,428.2967455218534
11874000,428.83014445063645
11874030,429.35306756804573
11874060,429.8652906615716
11874090,430.3665895187043
11874120,430.8567399269344
11874150,431.3355176737521
11874180,431.80269854664795
11874210,432.2580583331122
11874240,432.70137282063536
11874270,433.13241779670767
11874300,433.5509690488196
11874330,433.95680236446145
11874360,434.3496935311237
11874390,434.7294183362967
11874420,435.09575256747075
11874450,435.44847201213634
11874480,435.7873524577838
11874510,436.11216969190355
11874540,436.4226995019859
11874570,436.71871767552125
11874600,437.0
11874630,437.27185751336293
11874660,437.5397523209645
11874690,437.80368681141584
11874720,438.063663373328
11874750,438.31968439531204
11874780,438.57175226597906
11874810,438.8198693739401
11874840,439.0640381078062
11874870,439.3042608561885
11874900,439.540540007698
11874930,439.77287795094577
11874960,440.0012770745429
11874990,440.2257397671005
11875020,440.44626841722953
11875050,440.66286541354117
11875080,440.87553314464645
11875110,441.0842739991564
11875140,441.2890903656821
11875170,441.4899846328347
11875200,441.68695918922515
11875230,441.8800164234646
11875260,442.0691587241641
11875290,442.2543884799347
11875320,442.4357080793874
11875350,442.61311991113337
11875380,442.7866263637837
11875410,442.9562298259494
11875440,443.1219326862415
11875470,443.2837373332711
11875500,443.4416461556493
11875530,443.59566154198717
11875560,443.74578588089577
11875590,443.8920215609861
11875620,444.0343709708693
11875650,444.1728364991564
11875680,444.3074205344585
11875710,444.43812546538663
11875740,444.5649536805519
11875770,444.6879075685654
11875800,444.8069895180381
11875830,444.92220191758116
11875860,445.0335471558056
11875890,445.1410276213225
11875920,445.2446457027429
11875950,445.34440378867794
11875980,445.4403042677386
11876010,445.532349528536
11876040,445.6205419596812
