time,hvac_reaZonEas_TSup_y
11844090,284.98888560795814
11844120,284.9888848641354
11844150,284.9888748798422
11844180,284.98887137205554
11844210,284.98887351432535
11844240,284.98887981778336
11844270,284.98888825768836
11844300,284.9888963190004
11844330,284.98890179295677
11844360,284.98890306741646
11844390,284.988899023437
11844420,284.988888933018
11844450,284.9888724211727
11844480,284.9888494405261
11844510,284.9888202469232
11844540,284.9887853942176
11844570,284.98874574928055
11844600,284.9887025213076
11844630,284.9886573074223
11844660,284.9886121554574
11844690,284.98856964371777
11844720,284.98853297854356
11844750,284.9885061125812
11844780,284.98849388015014
11844810,284.9885021496655
11844840,284.988537991438
11844870,284.98860984834084
11844900,284.98872770377216
11844930,284.98889811632523
11844960,284.988912066831
11844990,284.9889119045142
11845020,284.98891162738516
11845050,284.98891176276464
11845080,284.98891192767076
11845110,284.988912207785
11845140,284.98891215981087
11845170,284.9889120231845
11845200,284.9889119673022
11845230,284.9889119772849
11845260,284.98891200477453
11845290,284.9889120394311
11845320,284.9889120614082
11845350,284.988912078958
11845380,284.9889121084362
11845410,284.9889121425546
11845440,284.98891213535325
11845470,284.98891220134
11845500,284.9889122234549
11845530,284.9889122316686
11845560,284.98891223294254
11845590,284.98891218880954
11845620,284.98891217634633
11845650,284.98891217509754
11845680,284.98891217958294
11845710,284.9889121880649
11845740,284.9889120504113
11845770,284.98891201372334
11845800,284.9889120114587
11845830,284.98891202114277
11845860,284.9889120350919
11845890,284.9889120507384
11845920,284.9889120669065
11845950,284.9889120831382
11845980,284.9889120992009
11846010,284.9889121149176
11846040,284.9889121301726
11846070,284.98891183145236
11846100,284.9889108987939
11846130,284.98890936131204
11846160,284.98890749047683
11846190,284.98890563965114
11846220,284.9889041313946
11846250,284.9888906419437
11846280,284.98888523470316
11846310,284.9889008469543
11846340,284.9889341670106
11846370,284.9889755949473
11846400,284.98901928749507
11846430,284.9890640058048
11846460,284.98910913270157
11846490,284.98915247867615
11846520,284.9891913384559
11846550,284.9892242675329
11846580,284.98925139468867
11846610,284.9892734371679
11846640,284.98929082116274
11846670,284.9893036950651
11846700,284.9893124671688
11846730,284.9893181048453
11846760,284.9893219137444
11846790,284.9893251196301
11846820,284.9893286839738
11846850,284.989333440399
11846880,284.9893403072021
11846910,284.9893503198288
11846940,284.9893644689059
11846970,284.9893835264111
11847000,284.9894080192317
11847030,284.98943833379633
11847060,284.989474815924
11847090,284.98951776274134
11847120,284.9895673291755
11847150,284.98962345372263
11847180,284.98968587183145
11847210,284.9897541929776
11847240,284.9898285493806
11847270,284.9899109850066
11847300,284.9900021075326
11847330,284.99001007210404
11847360,284.99001301835557
11847390,284.990014120137
11847420,284.99001452552363
11847450,284.9900146643139
11847480,284.99001471693623
11847510,284.9900147434863
11847540,284.9900147637655
11847570,284.9900147837869
11847600,284.9900148047412
11847630,284.99001481189583
11847660,284.99001481868356
11847690,284.9900148230033
11847720,284.990014824027
11847750,284.99001187330697
11847780,284.99001451379075
11847810,284.9900188416735
11847840,284.9900223933531
11847870,284.99002462187553
11847900,284.99002544326606
11847930,284.9900248422994
11847960,284.9900228359593
11847990,284.99001946150526
11848020,284.9900147642846
11848050,284.9900087937776
11848080,284.9900016028917
11848110,284.9899932463662
11848140,284.98998378082206
11848170,284.9899732645506
11848200,284.9899617568137
11848230,284.9899493173108
11848260,284.98993600683553
11848290,284.98992188571634
11848320,284.9899070146343
11848350,284.98989145366545
11848380,284.9898752626793
11848410,284.9898585007504
11848440,284.98984122587456
11848470,284.98982349525494
11848500,284.9898053646226
11848530,284.98978688859387
11848560,284.98976811950547
11848590,284.9897491000805
11848620,284.98972987583954
11848650,284.9897104988189
11848680,284.98969101712765
11848710,284.98967147463935
11848740,284.98965191319803
11848770,284.9896323722365
11848800,284.9896128889019
11848830,284.9895934978215
11848860,284.989574232182
11848890,284.9895551222723
11848920,284.98953619598575
11848950,284.9895174794784
11848980,284.98949899598136
11849010,284.9894807671992
11849040,284.98946281193287
11849070,284.9894451468066
11849100,284.98942778688735
11849130,284.9894107440542
11849160,284.9893940288747
11849190,284.98937764939956
11849220,284.9893616120154
11849250,284.9893459205308
11849280,284.98933057780926
11849310,284.9893155839164
11849340,284.9893009376904
11849370,284.98928663624145
11849400,284.98927267507605
11849430,284.9892598069664
11849460,284.98924604075614
11849490,284.9892414517948
11849520,284.9892400094223
11849550,284.9892395270801
11849580,284.9892322481529
11849610,284.98922321539027
11849640,284.9892133679662
11849670,284.98920345593115
11849700,284.9891935862966
11849730,284.9891838094844
11849760,284.9891741078476
11849790,284.9891644655254
11849820,284.98915485878354
11849850,284.9891452666322
11849880,284.98913566667045
11849910,284.9891260381757
11849940,284.98911636121414
11849970,284.98910661644595
11850000,284.98909678593066
11850030,284.9890868522566
11850060,284.98907679974303
11850090,284.9890666127386
11850120,284.9890562777833
11850150,284.9890457810805
11850180,284.98903511069364
11850210,284.98902425541627
11850240,284.9890132042381
11850270,284.9890019478069
11850300,284.98899047650343
11850330,284.98897878234214
11850360,284.98896685652164
11850390,284.98895469200244
11850420,284.9889422806146
11850450,284.988929615505
11850480,284.98891668885176
11850510,284.9889034934831
11850540,284.9888900209224
11850570,284.98887626351615
11850600,284.988862211039
11850630,284.9888478546392
11850660,284.98883318182874
11850690,284.9888181814587
11850720,284.9888028380939
11850750,284.98878713714714
11850780,284.98877105899646
11850810,284.98875458531984
11850840,284.98873769014324
11850870,284.98872035080956
11850900,284.9887025333926
11850930,284.988684209983
11850960,284.98866533643286
11850990,284.9886458791504
11851020,284.9886257805211
11851050,284.9886050013787
11851080,284.9885834664022
11851110,284.9885611321974
11851140,284.98853789912937
11851170,284.98851372272173
11851200,284.9884884695423
11851230,284.98848005195765
11851260,284.9884772470321
11851290,284.9884766354159
11851320,284.98847643085304
11851350,284.98847636141807
11851380,284.98847633630015
11851410,284.9884763249464
11851440,284.98847631691433
11851470,284.9884763085585
11851500,284.9884762983424
11851530,284.9884762855484
11851560,284.9884762695415
11851590,284.98847624989304
11851620,284.98847622616034
11851650,284.98847619784624
11851680,284.9884761644008
11851710,284.9884761252816
11851740,284.9884760799514
11851770,284.9884760277871
11851800,284.98847596818956
11851830,284.9884759004825
11851860,284.98847582405455
11851890,284.9884757382186
11851920,284.98847564229834
11851950,284.9884755356341
11851980,284.9884754174174
11852010,284.9884752870519
11852040,284.98847514386836
11852070,284.98847498717566
11852100,284.9884748163901
11852130,284.98847463087407
11852160,284.9884744301966
11852190,284.9884742139329
11852220,284.9884739815586
11852250,284.98847373267677
11852280,284.98847346705566
11852310,284.988473184425
11852340,284.98847288473553
11852370,284.9884725678778
11852400,284.988472233777
11852430,284.9884718826317
11852460,284.9884715142974
11852490,284.9884711288321
11852520,284.9884707262293
11852550,284.98847030627536
11852580,284.9884698686321
11852610,284.9884694127905
11852640,284.9884689377622
11852670,284.9884589483432
11852700,284.9884564434013
11852730,284.9884550132925
11852760,284.988447804775
11852790,284.9884408346595
11852820,284.9884292805645
11852850,284.98842174571325
11852880,284.9884088171207
11852910,284.9884034358253
11852940,284.9884006395116
11852970,284.9883939205725
11853000,284.98838861440544
11853030,284.9883868460399
11853060,284.98838625631976
11853090,284.9883814357721
11853120,284.98837530891973
11853150,284.988369115291
11853180,284.98836375178155
11853210,284.9883597073479
11853240,284.9883574704998
11853270,284.98835753162916
11853300,284.98836046758197
11853330,284.98836691922696
11853360,284.9883776174264
11853390,284.9883933598986
11853420,284.98841501929644
11853450,284.98844351332133
11853480,284.9884797984583
11853510,284.98852482513956
11853540,284.9885795185226
11853570,284.9886447120264
11853600,284.9887211191345
11853630,284.9888092415266
11853660,284.98890935013776
11853690,284.9890213627216
11853720,284.98914487597295
11853750,284.98927899555383
11853780,284.9894225095712
11853810,284.9895735855786
11853840,284.989730306018
11853870,284.98988989959
11853900,284.99005026442416
11853930,284.99020761355735
11853960,284.99022131187127
11853990,284.9902214182772
11854020,284.9902227921584
11854050,284.99022648460016
11854080,284.9902268121788
11854110,284.990222171641
11854140,284.99022296123275
11854170,284.9902233657333
11854200,284.99022340773575
11854230,284.9902239493961
11854260,284.99022413747525
11854290,284.99022317113884
11854320,284.99022279007
11854350,284.99022096055614
11854380,284.9902155549279
11854410,284.99020898927677
11854440,284.990203779375
11854470,284.99020023496604
11854500,284.99019793602616
11854530,284.9901965713534
11854560,284.99019594092965
11854590,284.9901959009392
11854620,284.99019634633174
11854650,284.9901971887446
11854680,284.9901983469988
11854710,284.9901997491739
11854740,284.9902013339149
11854770,284.99020305003575
11854800,284.99020485484255
11854830,284.99020514267175
11854860,284.99020494439344
11854890,284.9902054411223
11854920,284.9902058601284
11854950,284.9902060366249
11854980,284.9902083284514
11855010,284.9902121529059
11855040,284.99021497530777
11855070,284.990216865189
11855100,284.99021841838777
11855130,284.9902198656291
11855160,284.99022126498846
11855190,284.9902226272073
11855220,284.9902239468257
11855250,284.99022521922683
11855280,284.99022644647437
11855310,284.9902276319292
11855340,284.9902287795895
11855370,284.99022989270605
11855400,284.9902309744679
11855430,284.99023202719724
11855460,284.9902330530752
11855490,284.9902340542682
11855520,284.99023503242256
11855550,284.9902359890401
11855580,284.9902369254969
11855610,284.99023784269616
11855640,284.9902387418102
11855670,284.9902396236527
11855700,284.9902404887852
11855730,284.99024133755194
11855760,284.99024217077795
11855790,284.99024298869733
11855820,284.9902437913327
11855850,284.99024457935224
11855880,284.99024535264306
11855910,284.9902461114028
11855940,284.99024685574466
11855970,284.99024758586125
11856000,284.99024830198636
11856030,284.9902490041453
11856060,284.9902496926693
11856090,284.9902503675033
11856120,284.9902510293373
11856150,284.9902516785284
11856180,284.9902523154285
11856210,284.99025294048784
11856240,284.9902535545321
11856270,284.9902541584115
11856300,284.99025475310697
11856330,284.990255339273
11856360,284.9902559183706
11856390,284.9902564919599
11856420,284.9902570611152
11856450,284.99025762768036
11856480,284.9902581932956
11856510,284.99025876026985
11856540,284.9902593304028
11856570,284.99025990585574
11856600,284.9902604894155
11856630,284.9902604899805
11856660,284.9902604906895
11856690,284.9902603187181
11856720,284.9902603211953
11856750,284.9902603253725
11856780,284.9902603318905
11856810,284.99026034005976
11856840,284.9902603494429
11856870,284.99026035956877
11856900,284.9902603700082
11856930,284.99026037998146
11856960,284.9902603889013
11856990,284.99026039609487
11857020,284.9902604011671
11857050,284.9902604040368
11857080,284.9902604049439
11857110,284.99026040500644
11857140,284.9902604061121
11857170,284.9902604116586
11857200,284.990260426215
11857230,284.9902604265019
11857260,284.99026043212723
11857290,284.9902604323414
11857320,284.9902604402294
11857350,284.9902604404126
11857380,284.99026045107325
11857410,284.9902604513284
11857440,284.99026045174367
11857470,284.9902604522082
11857500,284.9902604526411
11857530,284.99026045305345
11857560,284.99026045365616
11857590,284.99026045434306
11857620,284.9902604550479
11857650,284.99026045581996
11857680,284.99026045668955
11857710,284.9902604577253
11857740,284.99026045884096
11857770,284.9902604600712
11857800,284.990260461455
11857830,284.9902604629994
11857860,284.99026046473807
11857890,284.9902604753745
11857920,284.99026047742205
11857950,284.9902604813195
11857980,284.9902604851921
11858010,284.9902604876025
11858040,284.9902604944401
11858070,284.99026049743355
11858100,284.9902605165805
11858130,284.9902605199085
11858160,284.99026052504075
11858190,284.9902633074912
11858220,284.9902628734511
11858250,284.9902628994161
11858280,284.9902620254253
11858310,284.99026091354807
11858340,284.9902590159973
11858370,284.9902547419144
11858400,284.9902479426135
11858430,285.0975782801736
11858460,285.4582524149359
11858490,286.57898104244896
11858520,288.41147803034556
11858550,290.2581155839688
11858580,291.7032420595371
11858610,292.682369331549
11858640,293.2833864179283
11858670,293.6210060675176
11858700,293.7910933438779
11858730,293.860533617742
11858760,293.87242515416654
11858790,293.852538026768
11858820,293.81570374035385
11858850,293.7701545348442
11858880,293.7200994819857
11858910,293.66762836164384
11858940,293.61362485886815
11858970,293.55852075723925
11859000,293.50242227365464
11859030,293.4453644105434
11859060,293.3873246795445
11859090,293.3283954232344
11859120,293.2683031155163
11859150,293.20726541219614
11859180,293.14514096918725
11859210,293.08199028791563
11859240,293.0178185716552
11859270,292.9526218035945
11859300,292.8863958449404
11859330,292.8191377356428
11859360,292.75113225905847
11859390,292.68423783312244
11859420,292.6217734633666
11859450,292.56660353803534
11859480,292.52009788916814
11859510,292.48132505926986
11859540,292.4376400396783
11859570,292.35781145268413
11859600,292.2075979739388
11859630,291.96813993705797
11859660,291.6353201823777
11859690,291.21956452994283
11859720,290.74432022042174
11859750,290.23797487017754
11859780,289.72804519802173
11859810,289.23737847907773
11859840,288.7818747881433
11859870,288.37109809408577
11859900,288.00886240779585
11859930,287.69464902512425
11859960,287.42521093721496
11859990,287.195827554031
11860020,287.0012458721216
11860050,286.83626540961427
11860080,286.6961225106487
11860110,286.5766424522524
11860140,286.4742804189909
11860170,286.3861045150315
11860200,286.3096873169441
11860230,286.243065211374
11860260,286.18463218080905
11860290,286.13307990976125
11860320,286.0873605344612
11860350,286.04661280121604
11860380,286.01012625348596
11860410,285.97731544697734
11860440,285.9476884079699
11860470,285.9208382949065
11860500,285.8964144896348
11860530,285.874130062094
11860560,285.85371802333964
11860590,285.83497516974353
11860620,285.8177173108953
11860650,285.80178553313453
11860680,285.78704028026607
11860710,285.77337230183264
11860740,285.7606680197826
11860770,285.74882952094543
11860800,285.7377725480619
11860830,285.7274336247982
11860860,285.71774782442054
11860890,285.70865447217426
11860920,285.70010407682804
11860950,285.6920520976117
11860980,285.68445904641555
11861010,285.67728672254174
11861040,285.6705047371544
11861070,285.6640811209287
11861100,285.6579753295791
11861130,285.6521429552546
11861160,285.6465303362204
11861190,285.64107250741444
11861220,285.63570914882587
11861250,285.6303933676173
11861280,285.6250906649197
11861310,285.61978534979835
11861340,285.6144730508921
11861370,285.6091586877602
11861400,285.6038560252245
11861430,285.5985845858881
11861460,285.5933668600972
11861490,285.58822616476795
11861520,285.5831851204464
11861550,285.57826465092074
11861580,285.57348336236515
11861610,285.56885721954484
11861640,285.56439941746396
11861670,285.56012040616383
11861700,285.55602800001094
11861730,285.55212756436146
11861760,285.54842222308145
11861790,285.54491310620153
11861820,285.5415995799871
11861850,285.53847950366094
11861880,285.5355494382532
11861910,285.5328048812511
11861940,285.53024043832306
11861970,285.5278500096679
11862000,285.5256269484405
11862030,285.52356431080796
11862060,285.52165561636593
11862090,285.519896660861
11862120,285.51828830677334
11862150,285.51683909223783
11862180,285.51556603954594
11862210,285.5144928517177
11862240,285.5136461467581
11862270,285.51305132371147
11862300,285.51272951785637
11862330,285.5126962479092
11862360,285.5129615101189
11862390,285.51353067667037
11862420,285.5144056039917
11862450,285.5155856097871
11862480,285.5170682155842
11862510,285.51884968214904
11862540,285.52092539954754
11862570,285.52329018031804
11862600,285.52593848252167
11862630,285.52886457623185
11862660,285.5320626629452
11862690,285.5355269573964
11862720,285.5392517413083
11862750,285.5432313974047
11862780,285.54746043003206
11862810,285.5519334767716
11862840,285.5566453139442
11862870,285.5615908579461
11862900,285.56676516375313
11862930,285.57216342153794
11862960,285.5777809520589
11862990,285.5836132012675
11863020,285.5896557344284
11863050,285.5959042299401
11863080,285.6023544729776
11863110,285.6090023490382
11863140,285.61584383744866
11863170,285.62287500487764
11863200,285.63009199889404
11863230,285.637491041607
11863260,285.6450684234243
11863290,285.6528204969658
11863320,285.66074367116903
11863350,285.6688343858582
11863380,285.67708807179224
11863410,285.68550314232544
11863440,285.6940768534668
11863470,285.7028061240111
11863500,285.71168741396417
11863530,285.72071698747465
11863560,285.7298911340703
11863590,285.73920625334995
11863620,285.7486588338561
11863650,285.7582454490537
11863680,285.7679627438916
11863710,285.7778074097367
11863740,285.7877761652915
11863770,285.7978657450568
11863800,285.80807289335297
11863830,285.81839436132634
11863860,285.82882690518124
11863890,285.839367284849
11863920,285.85001226289944
11863950,285.86075860369937
11863980,285.87160307282124
11864010,285.88254243665875
11864040,285.8935734621712
11864070,285.9046929167061
11864100,285.9158975678807
11864130,285.9271841835011
11864160,285.93854953150304
11864190,285.9499694487874
11864220,285.93858189654446
11864250,285.8205813605359
11864280,285.6250132363633
11864310,285.4095576038031
11864340,285.207764743186
11864370,285.03508987531126
11864400,284.8959271651596
11864430,284.7890430364159
11864460,284.71037108438696
11864490,284.6549243148929
11864520,284.6177564451229
11864550,284.59454035298074
11864580,284.58175111600303
11864610,284.5766157133086
11864640,284.57702768561126
11864670,284.5814168896657
11864700,284.58863425346016
11864730,284.5978307185429
11864760,284.6084117633484
11864790,284.6199240542115
11864820,284.63203341422104
11864850,284.64449280696516
11864880,284.65715913500304
11864910,284.66993489228736
11864940,284.6827319418949
11864970,284.6954851905036
11865000,284.70815560926815
11865030,284.72071496340413
11865060,284.7331424530627
11865090,284.74542490404536
11865120,284.757557181868
11865150,284.76961318422775
11865180,284.7821228157164
11865210,284.7963953324141
11865240,284.81410751788036
11865270,284.83654443845336
11865300,284.8639563865642
11865330,284.89544727604255
11865360,284.92936266271704
11865390,284.9637990614077
11865420,284.99742384051945
11865450,285.02935520746087
11865480,285.0586696963062
11865510,285.0844659583311
11865540,285.1061480637158
11865570,285.12354162209454
11865600,285.13686726918297
11865630,285.146637446579
11865660,285.1535213066168
11865690,285.1581966116775
11865720,285.16126904309203
11865750,285.16323673215203
11865780,285.1644830156828
11865810,285.16528659686696
11865840,285.1658393924698
11865870,285.16626552553066
11865900,285.1666410401139
11865930,285.16700882822363
11865960,285.1673920483598
11865990,285.1677978412448
11866020,285.16823043792294
11866050,285.168716219857
11866080,285.16937361405127
11866110,285.17034757557565
11866140,285.17169565985523
11866170,285.1733572880154
11866200,285.1752302707456
11866230,285.1772217456512
11866260,285.1792614707998
11866290,285.18130190140766
11866320,285.1833353664384
11866350,285.18539740430987
11866380,285.1875300388869
11866410,285.1897610884974
11866440,285.1921050758168
11866470,285.1945735182298
11866500,285.1971800492268
11866530,285.199944789328
11866560,285.20289674981547
11866590,285.20607456978905
11866620,285.20952881078847
11866650,285.21332026034173
11866680,285.2175267744453
11866710,285.22224198018716
11866740,285.22756431113913
11866770,285.2335536562246
11866800,285.2401878362325
11866830,285.24738789987066
11866860,285.2550599620735
11866890,285.26309219832876
11866920,285.2713834511696
11866950,285.2798550729197
11866980,285.28844091377283
11867010,285.29708801588697
11867040,285.305755969348
11867070,285.31441371053404
11867100,285.32303541745466
11867130,285.33160033517146
11867160,285.34009439888683
11867190,285.34851032229057
11867220,285.3568439980776
11867250,285.3650901717897
11867280,285.37324309591486
11867310,285.38129683926604
11867340,285.3892457454766
11867370,285.3970846516258
11867400,285.40480881996103
11867430,285.4124139472909
11867460,285.4198960656776
11867490,285.42725150042213
11867520,285.4344767959925
11867550,285.4415684382749
11867580,285.44852349485194
11867610,285.4553393986472
11867640,285.4620129476748
11867670,285.46854132683694
11867700,285.47492179773434
11867730,285.4811517125399
11867760,285.4872285035988
11867790,285.4931496878663
11867820,285.4989128694472
11867850,285.5045157369327
11867880,285.50995605965824
11867910,285.5152316866559
11867940,285.5203405488336
11867970,285.52528066284015
11868000,285.5300501350387
11868030,285.5346471649173
11868060,285.5390700480132
11868090,285.5433171786445
11868120,285.5473870526255
11868150,285.5512782699817
11868180,285.5549895376089
11868210,285.55851967182065
11868240,285.56186760073
11868270,285.5650323665677
11868300,285.568013127701
11868330,285.5707951981576
11868360,285.57340145508346
11868390,285.5758257921053
11868420,285.5780655815555
11868450,285.58011976725817
11868480,285.5819879000923
11868510,285.58366961484836
11868540,285.58516476217693
11868570,285.58647344480346
11868600,285.5875960249994
11868630,285.58853307222853
11868660,285.58928530912954
11868690,285.5898535776984
11868720,285.5902388275273
11868750,285.5904421164706
11868780,285.59046461399356
11868810,285.5903076026936
11868840,285.58997247776733
11868870,285.589460745518
11868900,285.5887740215863
11868930,285.58791402899124
11868960,285.58688255362813
11868990,285.58568165669055
11869020,285.5843168751029
11869050,285.58279449780423
11869080,285.58111501943097
11869110,285.57927532446064
11869140,285.57727234586775
11869170,285.57510506460767
11869200,285.5727747241669
11869230,285.5702833715349
11869260,285.56763347496553
11869290,285.56482041532945
11869320,285.5618227595394
11869350,285.55859253277174
11869380,285.55506715646334
11869410,285.55117892687844
11869440,285.5468724260613
11869470,285.54210649185745
11869500,285.53685505619853
11869530,285.5311070489755
11869560,285.5248646715648
11869590,285.5181385474317
11869620,285.51094436671684
11869650,285.5033009558213
11869680,285.4952295004432
11869710,285.4867530371217
11869740,285.47789587148355
11869770,285.46868293561226
11869800,285.4591392535578
11869830,285.4492895963394
11869860,285.43915829374146
11869890,285.4287691252245
11869920,285.41814523747456
11869950,285.4073090742888
11869980,285.39628232232144
11870010,285.3850858769165
11870040,285.3737398197948
11870070,285.3622634158117
11870100,285.350675115694
11870130,285.33899256043736
11870160,285.3272325888682
11870190,285.31541124974854
11870220,285.30354381761396
11870250,285.2916448109041
11870280,285.27972801170154
11870310,285.267806486977
11870340,285.25589261121985
11870370,285.2439980901976
11870400,285.23213398558437
11870430,285.220310740254
11870460,285.20853820407757
11870490,285.1968256600899
11870520,285.1851818508937
11870550,285.17361500516927
11870580,285.1621328641667
11870610,285.1507427080765
11870640,285.139451382193
11870670,285.1282653227877
11870700,285.11719058261355
11870730,285.10623285597177
11870760,285.0953975032848
11870790,285.08468957512326
11870820,285.0741138356453
11870850,285.0636747854101
11870880,285.0533766835342
11870910,285.04322356916725
11870940,285.03321928226643
11870970,285.02336748365514
11871000,285.0136716743571
11871030,285.0041352141989
11871060,284.99476133967755
11871090,284.985553181095
11871120,284.9765137789633
11871150,284.96764609968545
11871180,284.958953050521
11871210,284.9504374938451
11871240,284.9421022607128
11871270,284.93395016374217
11871300,284.9259840093294
11871330,284.91820660920786
11871360,284.9106207913694
11871390,284.90322941036135
11871420,284.8960353569727
11871450,284.88904156732883
11871480,284.8822510314066
11871510,284.8756668009851
11871540,284.86929198598165
11871570,284.8631297430644
11871600,284.85718495839944
11871630,284.8514667647262
11871660,284.84597811920366
11871690,284.8407162960625
11871720,284.83567967719847
11871750,284.8308689566916
11871780,284.8262878729938
11871810,284.821940894689
11871840,284.81783338335896
