time,hvac_oveAhu_yRet_u
11859240,0.5357967489494991
11859270,0.5328936240982413
11859300,0.53
11859330,0.53
11859360,0.53
11859390,0.53
11859420,0.53
11859450,0.53
11859480,0.501779375006106
11859510,0.4673482053840585
11859540,0.43669682135920673
11859570,0.4105729036588044
11859600,0.38887031532347716
11859630,0.3710159924375551
11859660,0.35632632835190314
11859690,0.34417464435957257
11859720,0.33392313784785466
11859750,0.3250450714488652
11859780,0.31714811299089296
11859810,0.30996547796099705
11859840,0.3032986387744385
11859870,0.29704735742610766
11859900,0.29113420481614827
11859930,0.28551105859875636
11859960,0.28014497136062333
11859990,0.27501155835695035
11860020,0.27009287679977545
11860050,0.2653695504710989
11860080,0.2608274767759622
11860110,0.2564519340899576
11860140,0.2522307100600659
11860170,0.24815187258647253
11860200,0.24420419539116556
11860230,0.2403777156948188
11860260,0.23666304421055473
11860290,0.2330515743728918
11860320,0.22953578288092613
11860350,0.22610865290121773
11860380,0.22276380934218676
11860410,0.21949552255783
11860440,0.21629852793960336
11860470,0.21316809187393848
11860500,0.2100998448956709
11860530,0.20708986475818203
11860560,0.20413429171828157
11860590,0.20122982542589074
11860620,0.19837349020607042
11860650,0.19556250116091034
11860680,0.19279419993680336
11860710,0.19006643824990987
11860740,0.1873768379021008
11860770,0.1847232153386208
11860800,0.1821036913429116
11860830,0.17951669254256308
11860860,0.17696052689059172
11860890,0.1744335630040793
11860920,0.17193437612197782
11860950,0.1694616130357034
11860980,0.1670140254385334
11861010,0.16459038740981957
11861040,0.16219004953740035
11861070,0.1598131534856383
11861100,0.1574604958532566
11861130,0.15513296023238865
11861160,0.1528313917776959
11861190,0.1505565119216502
11861220,0.1483087228195692
11861250,0.14608805846929784
11861280,0.14389435393875138
11861310,0.14172715515468848
11861340,0.13958585586920658
11861370,0.13746971550669018
11861400,0.1353778625205937
11861430,0.133309329994725
11861460,0.13126308603728443
11861490,0.12923805754267526
11861520,0.12723314901692584
11861550,0.12524725716061735
11861580,0.12327928304092683
11861610,0.12132814185733365
11861640,0.11939277097761847
11861670,0.11747213618587793
11861700,0.11556523709196087
11861730,0.11367111067619784
11861760,0.11178883425090458
11861790,0.10991752677240962
11861820,0.10805635053382767
11861850,0.10620451117097507
11861880,0.10436125868742718
11861910,0.10252588707149901
11861940,0.10069773277043359
11861970,0.09887617365391688
11862000,0.09706062891048362
11862030,0.09525048524306023
11862060,0.09344490486385038
11862090,0.09164266391816744
11862120,0.08984217126628125
11862150,0.08804162432010987
11862180,0.08623916680844812
11862210,0.0844329793591505
11862240,0.08262131283118423
11862270,0.08080249320322808
11862300,0.07897491510122179
11862330,0.07713703194319521
11862360,0.07528734724223685
11862390,0.07342440873543443
11862420,0.07154680464177743
11862450,0.06965316081289641
11862480,0.06774213818090391
11862510,0.06581243047289431
11862540,0.06386276227105947
11862570,0.061891887407280355
11862600,0.059898587621884714
11862630,0.05788167141707967
11862660,0.05583997305450217
11862690,0.05377235166162764
11862720,0.051677690422527345
11862750,0.049554895836569246
11862780,0.04740289703409983
11862810,0.04522064514143742
11862840,0.043007112689625315
11862870,0.0407612930630844
11862900,0.03848219998558111
11862930,0.036168867041885155
11862960,0.033820347234108095
11862990,0.031435712571977636
11863020,0.029014053696509
11863050,0.026554479536483933
11863080,0.024056116997084098
11863110,0.021518110679863423
11863140,0.018939622633011077
11863170,0.016319832130659462
11863200,0.01365793547977634
11863230,0.010953145852947599
11863260,0.00820469314517902
11863290,0.0054118238527622875
11863320,0.002573800972067275
11863350,0.0
11863380,0.0
11863410,0.0
11863440,0.0
11863470,0.0
11863500,0.0
11863530,0.0
11863560,0.0
11863590,0.0
11863620,0.0
11863650,0.0
11863680,0.0
11863710,0.0
11863740,0.0
11863770,0.0
11863800,0.0
11863830,0.0
11863860,0.0
11863890,0.0
11863920,0.0
11863950,0.0
11863980,0.0
11864010,0.0
11864040,0.0
11864070,0.0
11864100,0.0
11864130,0.0
11864160,0.0
11864190,0.0
11864220,0.0
11864250,0.0
11864280,0.0
11864310,0.0
11864340,0.0
11864370,0.0
11864400,0.0
11864430,0.0
11864460,0.0
11864490,0.0
11864520,0.0
11864550,0.0
11864580,0.0
11864610,0.0
11864640,0.0
11864670,0.0
11864700,0.0
11864730,0.0
11864760,0.0
11864790,0.0
11864820,0.0
11864850,0.0
11864880,0.0
11864910,0.0
11864940,0.0
11864970,0.0
11865000,0.0
11865030,0.0
11865060,0.0
11865090,0.0
11865120,0.0
11865150,0.0
11865180,0.0
11865210,0.0
11865240,0.0
11865270,0.0
11865300,0.0
11865330,0.0
11865360,0.0
11865390,0.0
11865420,0.0
11865450,0.0
11865480,0.0
11865510,0.0
11865540,0.0
11865570,0.0
11865600,0.0
11865630,0.0
11865660,0.0
11865690,0.0
11865720,0.0
11865750,0.0
11865780,0.0
11865810,0.0
11865840,0.0
11865870,0.0
11865900,0.0
11865930,0.0
11865960,0.0
11865990,0.0
11866020,0.0
11866050,0.0
11866080,0.0
11866110,0.0
11866140,0.0
11866170,0.0
11866200,0.0
11866230,0.0
11866260,0.0
11866290,0.0
11866320,0.0
11866350,0.0
11866380,0.0
11866410,0.0
11866440,0.0
11866470,0.0
11866500,0.0
11866530,0.0
11866560,0.0
11866590,0.0
11866620,0.0
11866650,0.0
11866680,0.0
11866710,0.0
11866740,0.0
11866770,0.0
11866800,0.0
11866830,0.0
11866860,0.0
11866890,0.0
11866920,0.0
11866950,0.0
11866980,0.0
11867010,0.0
11867040,0.0
11867070,0.0
11867100,0.0
11867130,0.0
11867160,0.0
11867190,0.0
11867220,0.0
11867250,0.0
11867280,0.0
11867310,0.0
11867340,0.0
11867370,0.0
11867400,0.0
11867430,0.0
11867460,0.0
11867490,0.0
11867520,0.0
11867550,0.0
11867580,0.0
11867610,0.0
11867640,0.0
11867670,0.0
11867700,0.0
11867730,0.0
11867760,0.0
11867790,0.0
11867820,0.0
11867850,0.0
11867880,0.0
11867910,0.0
11867940,0.0
11867970,0.0
11868000,0.0
11868030,0.0
11868060,0.0
11868090,0.0
11868120,0.0
11868150,0.0
11868180,0.0
11868210,0.0
11868240,0.0
11868270,0.0
11868300,0.0
11868330,0.0
11868360,0.0
11868390,0.0
11868420,0.0
11868450,0.0
11868480,0.0
11868510,0.0
11868540,0.0
11868570,0.0
11868600,0.0
11868630,0.0
11868660,0.0
11868690,0.0
11868720,0.0
11868750,0.0
11868780,0.0
11868810,0.0
11868840,0.0
11868870,0.0
11868900,0.0
11868930,0.0
11868960,0.0
11868990,0.0
11869020,0.0
11869050,0.0
11869080,0.0
11869110,0.0
11869140,0.0
11869170,0.0
11869200,0.0
11869230,0.0
11869260,0.0
11869290,0.0
11869320,0.0
11869350,0.0
11869380,0.0
11869410,0.0
11869440,0.0
11869470,0.0
11869500,0.0
11869530,0.0
11869560,0.0
11869590,0.0
11869620,0.0
11869650,0.0
11869680,0.0
11869710,0.0
11869740,0.0
11869770,0.0
11869800,0.0
11869830,0.0
11869860,0.0
11869890,0.0
11869920,0.0
11869950,0.0
11869980,0.0
11870010,0.0
11870040,0.0
11870070,0.0
11870100,0.0
11870130,0.0
11870160,0.0
11870190,0.0
11870220,0.0
11870250,0.0
11870280,0.0
11870310,0.0
11870340,0.0
11870370,0.0
11870400,0.0
11870430,0.0
11870460,0.0
11870490,0.0
11870520,0.0
11870550,0.0
11870580,0.0
11870610,0.0
11870640,0.0
11870670,0.0
11870700,0.0
11870730,0.0
11870760,0.0
11870790,0.0
11870820,0.0
11870850,0.0
11870880,0.0
11870910,0.0
11870940,0.0
11870970,0.0
11871000,0.0
11871030,0.0
11871060,0.0
11871090,0.0
11871120,0.0
11871150,0.0
11871180,0.0
11871210,0.0
11871240,0.0
11871270,0.0
11871300,0.0
11871330,0.0
11871360,0.0
11871390,0.0
11871420,0.0
11871450,0.0
11871480,0.0
11871510,0.0
11871540,0.0
11871570,0.0
11871600,0.0
11871630,0.0
11871660,0.0
11871690,0.0
11871720,0.0
11871750,0.0
11871780,0.0
11871810,0.0
11871840,0.0
11871870,0.0
11871900,0.0
11871930,0.0
11871960,0.0
11871990,0.0
11872020,0.0
11872050,0.0
11872080,0.0
11872110,0.0
11872140,0.0
11872170,0.0
11872200,0.0
11872230,0.0
11872260,0.0
11872290,0.0
11872320,0.0
11872350,0.0
11872380,0.0
11872410,0.0
11872440,0.0
11872470,0.0
11872500,0.0
11872530,0.0
11872560,0.0
11872590,0.0
11872620,0.0
11872650,0.0
11872680,0.0
11872710,0.0
11872740,0.0
11872770,0.0
11872800,0.0
11872830,0.0
11872860,0.0
11872890,0.0
11872920,0.0
11872950,0.0
11872980,0.0
11873010,0.0
11873040,0.0
11873070,0.0
11873100,0.0
11873130,0.0
11873160,0.0
11873190,0.0
11873220,0.0
11873250,0.0
11873280,0.0
11873310,0.0
11873340,0.0
11873370,0.0
11873400,0.0
11873430,0.0
11873460,0.0
11873490,0.0
11873520,0.0
11873550,0.0
11873580,0.0
11873610,0.0
11873640,0.0
11873670,0.0
11873700,0.0
11873730,0.0
11873760,0.0
11873790,0.0
11873820,0.0
11873850,0.0
11873880,0.0
11873910,0.0
11873940,0.0
11873970,0.0
11874000,0.0
11874030,0.0
11874060,0.0
11874090,0.0
11874120,0.0
11874150,0.0
11874180,0.0
11874210,0.0
11874240,0.0
11874270,0.0
11874300,0.0
11874330,0.0
11874360,0.0
11874390,0.0
11874420,0.0
11874450,0.0
11874480,0.0
11874510,0.0
11874540,0.0
11874570,0.0
11874600,0.0
11874630,0.0
11874660,0.0
11874690,0.0
11874720,0.0
11874750,0.0
11874780,0.0
11874810,0.0
11874840,0.0
11874870,0.0
11874900,0.0
11874930,0.0
11874960,0.0
11874990,0.0
11875020,0.0
11875050,0.0
11875080,0.0
11875110,0.0
11875140,0.0
11875170,0.0
11875200,0.0
11875230,0.0
11875260,0.0
11875290,0.0
11875320,0.0
11875350,0.0
11875380,0.0
11875410,0.0
11875440,0.0
11875470,0.0
11875500,0.0
11875530,0.0
11875560,0.0
11875590,0.0
11875620,0.0
11875650,0.0
11875680,0.0
11875710,0.0
11875740,0.0
11875770,0.0
11875800,0.0
11875830,0.0
11875860,0.0
11875890,0.0
11875920,0.0
11875950,0.0
11875980,0.0
11876010,0.0
11876040,0.0
11876070,0.0
11876100,0.0
11876130,0.0
11876160,0.0
11876190,0.0
11876220,0.0
11876250,0.0
11876280,0.0
11876310,0.0
11876340,0.0
11876370,0.0
11876400,0.0
11876430,0.0
11876460,0.0
11876490,0.0
11876520,0.0
11876550,0.0
11876580,0.0
11876610,0.0
11876640,0.0
11876670,0.0
11876700,0.0
11876730,0.0
11876760,0.0
11876790,0.0
11876820,0.0
11876850,0.0
11876880,0.0
11876910,0.0
11876940,0.0
11876970,0.0
11877000,0.0
11877030,0.0
11877060,0.0
11877090,0.0
11877120,0.0
11877150,0.0
11877180,0.0
11877210,0.0
11877240,0.0
11877270,0.0
11877300,0.0
11877330,0.0
11877360,0.0
11877390,0.0
11877420,0.0
11877450,0.0
11877480,0.0
11877510,0.0
11877540,0.0
11877570,0.0
11877600,0.0
11877630,0.0
11877660,0.0
11877690,0.0
11877720,0.0
11877750,0.0
11877780,0.0
11877810,0.0
11877840,0.0
11877870,0.0
11877900,0.0
11877930,0.0
11877960,0.0
11877990,0.0
11878020,0.0
11878050,0.0
11878080,0.0
11878110,0.0
11878140,0.0
11878170,0.0
11878200,0.0
11878230,0.0
11878260,0.0
11878290,0.0
11878320,0.0
11878350,0.0
11878380,0.0
11878410,0.0
11878440,0.0
11878470,0.0
11878500,0.0
11878530,0.0
11878560,0.0
11878590,0.0
11878620,0.0
11878650,0.0
11878680,0.0
11878710,0.0
11878740,0.0
11878770,0.0
11878800,0.0
11878830,0.0
11878860,0.0
11878890,0.0
11878920,0.0
11878950,0.0
11878980,0.0
11879010,0.0
11879040,0.0
11879070,0.0
11879100,0.0
11879130,0.0
11879160,0.0
11879190,0.0
11879220,0.0
11879250,0.0
11879280,0.0
11879310,0.0
11879340,0.0
11879370,0.0
11879400,0.0
11879430,0.0
11879460,0.0
11879490,0.0
11879520,0.0
11879550,0.0
11879580,0.0
11879610,0.0
11879640,0.0
11879670,0.0
11879700,0.0
11879730,0.0
11879760,0.0
11879790,0.0
11879820,0.0
11879850,0.0
11879880,0.0
11879910,0.0
11879940,0.0
11879970,0.0
11880000,0.0
11880030,0.0
11880060,0.0
11880090,0.0
11880120,0.0
11880150,0.0
11880180,0.0
11880210,0.0
11880240,0.0
11880270,0.0
11880300,0.0
11880330,0.0
11880360,0.0
11880390,0.0
11880420,0.0
11880450,0.0
11880480,0.0
11880510,0.0
11880540,0.0
11880570,0.0
11880600,0.0
11880630,0.0
11880660,0.0
11880690,0.0
11880720,0.0
11880750,0.0
11880780,0.0
11880810,0.0
11880840,0.0
11880870,0.0
11880900,0.0
11880930,0.0
11880960,0.0
11880990,0.0
11881020,0.0
11881050,0.0
11881080,0.0
11881110,0.0
11881140,0.0
11881170,0.0
11881200,0.0
11881230,0.0
11881260,0.0
11881290,0.0
11881320,0.0
11881350,0.0
11881380,0.0
11881410,0.0
11881440,0.0
11881470,0.0
11881500,0.0
11881530,0.0
11881560,0.0
11881590,0.0
11881620,0.0
11881650,0.0
11881680,0.0
11881710,0.0
11881740,0.0
11881770,0.0
11881800,0.0
11881830,0.0
11881860,0.0
11881890,0.0
11881920,0.0
11881950,0.0
11881980,0.0
11882010,0.0
11882040,0.0
11882070,0.0
11882100,0.0
11882130,0.0
11882160,0.0
11882190,0.0
11882220,0.0
11882250,0.0
11882280,0.0
11882310,0.0
11882340,0.0
11882370,0.0
11882400,0.0
11882430,0.0
11882460,0.0
11882490,0.0
11882520,0.0
11882550,0.0
11882580,0.0
11882610,0.0
11882640,0.0
11882670,0.0
11882700,0.0
11882730,0.0
11882760,0.0
11882790,0.0
11882820,0.0
11882850,0.0
11882880,0.0
11882910,0.0
11882940,0.0
11882970,0.0
11883000,0.0
11883030,0.0
11883060,0.0
11883090,0.0
11883120,0.0
11883150,0.0
11883180,0.0
11883210,0.0
11883240,0.0
11883270,0.0
11883300,0.0
11883330,0.0
11883360,0.0
11883390,0.0
11883420,0.0
11883450,0.0
11883480,0.0
11883510,0.0
11883540,0.0
11883570,0.0
11883600,0.0
11883630,0.0
11883660,0.0
11883690,0.0
11883720,0.0
11883750,0.0
11883780,0.0
11883810,0.0
11883840,0.0
11883870,0.0
11883900,0.0
11883930,0.0
11883960,0.0
11883990,0.0
11884020,0.0
11884050,0.0
11884080,0.0
11884110,0.0
11884140,0.0
11884170,0.0
11884200,0.0
11884230,0.0
11884260,0.0
11884290,0.0
11884320,0.0
11884350,0.0
11884380,0.0
11884410,0.0
11884440,0.0
11884470,0.0
11884500,0.0
11884530,0.0
11884560,0.0
11884590,0.0
11884620,0.0
11884650,0.0
11884680,0.0
11884710,0.0
11884740,0.0
11884770,0.0
11884800,0.0
11884830,0.0
11884860,0.0
11884890,0.0
11884920,0.0
11884950,0.0
11884980,0.0
11885010,0.0
11885040,0.0
11885070,0.0
11885100,0.0
11885130,0.0
11885160,0.0
11885190,0.0
11885220,0.0
11885250,0.0
11885280,0.0
11885310,0.0
11885340,0.0
11885370,0.0
11885400,0.0
11885430,0.0
11885460,0.0
11885490,0.0
11885520,0.0
11885550,0.0
11885580,0.0
11885610,0.0
11885640,0.0
11885670,0.0
11885700,0.0
11885730,0.0
11885760,0.0
11885790,0.0
11885820,0.0
11885850,0.0
11885880,0.0
11885910,0.0
11885940,0.0
11885970,0.0
11886000,0.0
11886030,0.0
11886060,0.0
11886090,0.0
11886120,0.0
11886150,0.0
11886180,0.0
