time,hvac_reaAhu_V_flow_ret_y
11839140,-1.4285889646732623e-08
11839170,-1.6404155302426168e-08
11839200,-1.8539398199024396e-08
11839230,-2.069671660048058e-08
11839260,-2.2857085225702945e-08
11839290,-2.5041132680994235e-08
11839320,-2.7242298161756786e-08
11839350,-2.94741189176981e-08
11839380,-3.1739603301454103e-08
11839410,-3.4033495196235994e-08
11839440,-3.6369734799757413e-08
11839470,-3.874190650437247e-08
11839500,-4.116096985411463e-08
11839530,-4.362241512225203e-08
11839560,-4.614773304563066e-08
11839590,-4.872638906834159e-08
11839620,-5.1365616677200494e-08
11839650,-5.406035938603466e-08
11839680,-5.684395504819129e-08
11839710,-5.969616041341695e-08
11839740,-6.263131921078078e-08
11839770,-6.565519248583714e-08
11839800,-6.87605459215168e-08
11839830,-7.197295201160699e-08
11839860,-7.528812108702937e-08
11839890,-7.8707514792265e-08
11839920,-8.224732914572658e-08
11839950,-8.591107970870152e-08
11839980,-8.970150489754775e-08
11840010,-9.36327890445634e-08
11840040,-9.769885040018523e-08
11840070,-1.0192207607512334e-07
11840100,-1.062981361306451e-07
11840130,-1.1085065742807881e-07
11840160,-1.1557270011325915e-07
11840190,-1.204836368149515e-07
11840220,-1.2557888466697113e-07
11840250,-1.3088745595705624e-07
11840280,-1.3640563404019786e-07
11840310,-1.4214888967683693e-07
11840340,-1.481301535084534e-07
11840370,-1.5434747985366592e-07
11840400,-1.6082976167899717e-07
11840430,-1.6396463992374418e-07
11840460,-1.6676773680879872e-07
11840490,-1.6970390788567565e-07
11840520,-1.7266702434072652e-07
11840550,-1.756566318252404e-07
11840580,-1.787015273331027e-07
11840610,-1.8177627572980765e-07
11840640,-1.8489050453697673e-07
11840670,-1.8804702555544667e-07
11840700,-1.912413903631227e-07
11840730,-1.9447884592973155e-07
11840760,-1.97756985862958e-07
11840790,-2.0107480064110876e-07
11840820,-2.0444205581550893e-07
11840850,-2.0785075699457369e-07
11840880,-2.1130550448313894e-07
11840910,-2.1480874531995153e-07
11840940,-2.183494234243528e-07
11840970,-2.2194606979907514e-07
11841000,-2.2559334632804224e-07
11841030,-2.2928494158021204e-07
11841060,-2.3302654492638027e-07
11841090,-2.368227805789328e-07
11841120,-2.406676745559604e-07
11841150,-2.445639567528995e-07
11841180,-2.4851377227939754e-07
11841210,-2.5251387992084013e-07
11841240,-2.565678850914624e-07
11841270,-2.6067776998720614e-07
11841300,-2.648475237501853e-07
11841330,-2.6906529016480135e-07
11841360,-2.7333812816763774e-07
11841390,-2.7766514440245096e-07
11841420,-2.820439394156381e-07
11841450,-2.86480685189966e-07
11841480,-2.9096320445476546e-07
11841510,-2.955045986504489e-07
11841540,-3.0009556878305375e-07
11841570,-3.047317725229131e-07
11841600,-3.094252710185394e-07
11841630,-3.1415501675336887e-07
11841660,-3.189333979391315e-07
11841690,-3.237467567746869e-07
11841720,-3.2860415754908096e-07
11841750,-3.3349352872284345e-07
11841780,-3.384180940966248e-07
11841810,-3.4336031658168506e-07
11841840,-3.48331623199268e-07
11841870,-3.53318916066889e-07
11841900,-3.5830979525479983e-07
11841930,-3.633020415005584e-07
11841960,-3.682901409501479e-07
11841990,-3.732671465147873e-07
11842020,-3.7821975689175155e-07
11842050,-3.831433795809438e-07
11842080,-3.8802138917576364e-07
11842110,-3.928468159742578e-07
11842140,-3.9760271281456734e-07
11842170,-4.022789955931299e-07
11842200,-4.068609540512484e-07
11842230,-4.113282788401447e-07
11842260,-4.1567731102542016e-07
11842290,-4.19881153309629e-07
11842320,-4.239235251983799e-07
11842350,-4.277230738961666e-07
11842380,-4.3137498495653404e-07
11842410,-4.345839198198587e-07
11842440,-4.3801558879509906e-07
11842470,-4.40967498680466e-07
11842500,-4.4348447286542634e-07
11842530,-4.4591579722723185e-07
11842560,-4.479492833038612e-07
11842590,-4.496841818798836e-07
11842620,-4.508460075096381e-07
11842650,-4.517359136506805e-07
11842680,-4.6052921239798675e-07
11842710,-4.670022273663312e-07
11842740,-4.7079448762694056e-07
11842770,-4.72431937096497e-07
11842800,-4.7094753046849917e-07
11842830,-4.671190214700472e-07
11842860,-4.6149251139445534e-07
11842890,-4.5370856783226566e-07
11842920,-4.4383499192346075e-07
11842950,-4.325367793111562e-07
11842980,-4.2024495349299777e-07
11843010,-4.0742323778260203e-07
11843040,-3.9463342117170465e-07
11843070,-3.825197895210957e-07
11843100,-3.718143952885864e-07
11843130,-3.6202643885790797e-07
11843160,-3.4903967467255807e-07
11843190,-3.3373318910999865e-07
11843220,-3.1724540211611944e-07
11843250,-3.0019132724586665e-07
11843280,-2.830984300117028e-07
11843310,-2.664768270381132e-07
11843340,-2.5079477705496386e-07
11843370,-2.3648567762585103e-07
11843400,-2.2395253939699126e-07
11843430,-2.1354521041626126e-07
11843460,-2.0559998390988002e-07
11843490,-2.0036038356734647e-07
11843520,-1.979968882165131e-07
11843550,-1.986255061720024e-07
11843580,-1.9366809969635174e-07
11843610,-1.8293953962432095e-07
11843640,-1.7466468845627086e-07
11843670,-1.6687331054619848e-07
11843700,-1.5939848444275417e-07
11843730,-1.522360707957915e-07
11843760,-1.4542110966886773e-07
11843790,-1.3894864490838075e-07
11843820,-1.3282499359534264e-07
11843850,-1.2705167839404967e-07
11843880,-1.216259969544062e-07
11843910,-1.1654381240854041e-07
11843940,-1.1179212656562317e-07
11843970,-1.073730359119906e-07
11844000,-1.0326139507614081e-07
11844030,-1.1498356237446254e-07
11844060,-1.384204536987431e-07
11844090,-1.5751007122555358e-07
11844120,-1.7638994743665642e-07
11844150,-1.954909852742766e-07
11844180,-2.1476155230903064e-07
11844210,-2.3414915919404356e-07
11844240,-2.5366340143998725e-07
11844270,-2.7329255315849424e-07
11844300,-2.9305676174787097e-07
11844330,-3.1296146472381605e-07
11844360,-3.330421218999319e-07
11844390,-3.533098463355477e-07
11844420,-3.73774219361493e-07
11844450,-3.944725478244203e-07
11844480,-4.1542660658260883e-07
11844510,-4.3664987778636105e-07
11844540,-4.5815882989141923e-07
11844570,-4.799724310820201e-07
11844600,-5.020959887120617e-07
11844630,-5.24533054563383e-07
11844660,-5.472809249363925e-07
11844690,-5.703175190535836e-07
11844720,-5.936073882132237e-07
11844750,-6.171242705498686e-07
11844780,-6.407885552738785e-07
11844810,-6.64527876615186e-07
11844840,-6.882154838751948e-07
11844870,-7.117068029739295e-07
11844900,-7.348242903156058e-07
11844930,-7.573540202817611e-07
11844960,-7.7859359058345e-07
11844990,-7.977038364653031e-07
11845020,-8.176295178142302e-07
11845050,-8.339741660101516e-07
11845080,-8.478863722604276e-07
11845110,-8.58606710666898e-07
11845140,-8.648877235971463e-07
11845170,-8.878090823360611e-07
11845200,-9.022111966496583e-07
11845230,-9.02254096817523e-07
11845260,-8.899687705451395e-07
11845290,-8.516658177834839e-07
11845320,-7.965487070769782e-07
11845350,-7.263432919387515e-07
11845380,-6.457191406611761e-07
11845410,-5.624428472807736e-07
11845440,-4.854412270974666e-07
11845470,-3.9468846071351294e-07
11845500,-2.848522758405631e-07
11845530,-1.733432349697633e-07
11845560,-7.065659051216098e-08
11845590,1.4562045210603095e-08
11845620,7.479522507816077e-08
11845650,1.0432079510245951e-07
11845680,1.1696185463248081e-07
11845710,1.7162065072598328e-07
11845740,2.1326911146491797e-07
11845770,2.4507809488124343e-07
11845800,2.7011418783774573e-07
11845830,2.8903522443900266e-07
11845860,3.024489308455102e-07
11845890,3.111000682245171e-07
11845920,3.1566880185153796e-07
11845950,3.168464616464893e-07
11845980,3.1524589833702093e-07
11846010,3.11414954441176e-07
11846040,3.0582610444579893e-07
11846070,2.988737498212797e-07
11846100,2.9091062566881514e-07
11846130,2.8219227227981437e-07
11846160,2.729391006949118e-07
11846190,2.6331920634355475e-07
11846220,2.534739791012545e-07
11846250,2.435220589691284e-07
11846280,2.3344535807472915e-07
11846310,2.234015279650145e-07
11846340,2.13408207685984e-07
11846370,2.034591964377155e-07
11846400,1.9354802931734762e-07
11846430,1.8367237778511597e-07
11846460,1.7384902426451668e-07
11846490,1.6404509272627728e-07
11846520,1.5424970630309003e-07
11846550,1.444375079782372e-07
11846580,1.3459570473985036e-07
11846610,1.2469980645530388e-07
11846640,1.1475632689201351e-07
11846670,1.0473290841716502e-07
11846700,9.462507928489949e-08
11846730,8.442517484755062e-08
11846760,7.414216395959946e-08
11846790,6.375486518785635e-08
11846820,5.328616892319655e-08
11846850,4.273775703084704e-08
11846880,3.2123615415400465e-08
11846910,2.144959643550069e-08
11846940,1.0737964426395782e-08
11846970,-1.1353786726724495e-12
11847000,-1.0729506446346791e-08
11847030,-2.1443536933819355e-08
11847060,-3.21100025661629e-08
11847090,-4.2721295057346196e-08
11847120,-5.323443332896628e-08
11847150,-6.363791688131672e-08
11847180,-7.390663465500048e-08
11847210,-8.403070081847396e-08
11847240,-9.397580116391535e-08
11847270,-1.0371167200763605e-07
11847300,-1.1320806982603555e-07
11847330,-1.2237307534347897e-07
11847360,-1.313921197472039e-07
11847390,-1.4022082597596615e-07
11847420,-1.488710860358583e-07
11847450,-1.572482334988496e-07
11847480,-1.6542057953328166e-07
11847510,-1.7341425533179032e-07
11847540,-1.8124281716210278e-07
11847570,-1.8895545275683033e-07
11847600,-1.9655423262053035e-07
11847630,-1.9721625993182978e-07
11847660,-1.9221943645954222e-07
11847690,-1.8886165041857442e-07
11847720,-1.8591768853528357e-07
11847750,-1.829370110493423e-07
11847780,-1.798990276341163e-07
11847810,-1.7681030614021858e-07
11847840,-1.7369826024881443e-07
11847870,-1.7054320014964958e-07
11847900,-1.6737904687602388e-07
11847930,-1.641858044667511e-07
11847960,-1.6098495622227524e-07
11847990,-1.5776860878380127e-07
11848020,-1.5454505165516557e-07
11848050,-1.5132268043620046e-07
11848080,-1.481029267750707e-07
11848110,-1.4488137815629106e-07
11848140,-1.4167509754830654e-07
11848170,-1.3848297329421517e-07
11848200,-1.3529846297025846e-07
11848230,-1.32141648457451e-07
11848260,-1.2900624759440985e-07
11848290,-1.2589181031329403e-07
11848320,-1.2280986605670374e-07
11848350,-1.1975446107814433e-07
11848380,-1.1673371508257813e-07
11848410,-1.1374962324729175e-07
11848440,-1.1079241877587856e-07
11848470,-1.0788448483841481e-07
11848500,-1.0500559926829624e-07
11848530,-1.0217771487104477e-07
11848560,-9.938971054394142e-08
11848590,-9.664046524968213e-08
11848620,-9.394407889136897e-08
11848650,-9.129370213040367e-08
11848680,-8.868555183842197e-08
11848710,-8.612307796361155e-08
11848740,-8.360899289015082e-08
11848770,-8.11456879140489e-08
11848800,-7.872483415370009e-08
11848830,-7.635657341126373e-08
11848860,-7.403871684950057e-08
11848890,-7.17605577169362e-08
11848920,-6.95356047640011e-08
11848950,-6.735241034939069e-08
11848980,-6.52242636998925e-08
11849010,-6.313896859134154e-08
11849040,-6.110000380556083e-08
11849070,-5.910731192994085e-08
11849100,-5.715969054464161e-08
11849130,-5.5255071446848936e-08
11849160,-5.339326769738078e-08
11849190,-5.15789341489674e-08
11849220,-4.980383670188392e-08
11849250,-4.807117582720362e-08
11849280,-4.637868383927963e-08
11849310,-4.472408920641936e-08
11849340,-4.311595030808635e-08
11849370,-4.15449844640156e-08
11849400,-4.0002369068589166e-08
11849430,-3.8506589926178634e-08
11849460,-3.704109493901074e-08
11849490,-3.560363942014206e-08
11849520,-3.4196329433261376e-08
11849550,-3.282005703245809e-08
11849580,-3.1470861484884814e-08
11849610,-3.0151925159865925e-08
11849640,-2.886028988605498e-08
11849670,-2.760317847940199e-08
11849700,-2.6365325313676615e-08
11849730,-2.5157996039107073e-08
11849760,-2.3985932060285104e-08
11849790,-2.283532914186992e-08
11849820,-2.1720562609090483e-08
11849850,-2.0627715675317322e-08
11849880,-1.9564854190280515e-08
11849910,-1.8531541510195925e-08
11849940,-1.7528406642976728e-08
11849970,-1.6561672249196356e-08
11850000,-1.5616340642821203e-08
11850030,-1.4714385922920635e-08
11850060,-1.3833653867656302e-08
11850090,-1.3001141545081772e-08
11850120,-1.219379778546762e-08
11850150,-1.1419170795374705e-08
11850180,-1.0684519878641737e-08
11850210,-9.987829362092663e-09
11850240,-9.321772535321131e-09
11850270,-8.703781454307343e-09
11850300,-8.119689937888005e-09
11850330,-7.57818662627106e-09
11850360,-7.07979117240759e-09
11850390,-6.622294343728889e-09
11850420,-6.2087222789487815e-09
11850450,-5.8487561975004215e-09
11850480,-5.525935739806148e-09
11850510,-5.255213776719728e-09
11850540,-5.0334363493574656e-09
11850570,-4.866100951928023e-09
11850600,-4.742414542691954e-09
11850630,-4.679781308450982e-09
11850660,-4.666651574423706e-09
11850690,-4.714874470499475e-09
11850720,-4.8153677079313015e-09
11850750,-4.973043470644928e-09
11850780,-5.207570562354457e-09
11850810,-5.492324541072275e-09
11850840,-5.844063900177741e-09
11850870,-6.263668689060209e-09
11850900,-6.748786038649775e-09
11850930,-7.309536904728183e-09
11850960,-7.948234730718462e-09
11850990,-8.656897862097759e-09
11851020,-9.44540018578374e-09
11851050,-1.0311832498132204e-08
11851080,-1.1273435507847589e-08
11851110,-1.2319975938035645e-08
11851140,-1.3455981214026393e-08
11851170,-1.469145606575698e-08
11851200,-1.6023613150811113e-08
11851230,-1.5528988896788012e-08
11851260,-1.373665261730965e-08
11851290,-1.2570249446778279e-08
11851320,-1.1644060521087909e-08
11851350,-1.0838623353951328e-08
11851380,-1.0169608581590868e-08
11851410,-9.635362385659844e-09
11851440,-9.250846450419757e-09
11851470,-8.991265313600429e-09
11851500,-8.880413412262308e-09
11851530,-8.90470175733019e-09
11851560,-9.084309469062492e-09
11851590,-9.39087088142631e-09
11851620,-9.849603752950812e-09
11851650,-1.0443981793147015e-08
11851680,-1.119438533767486e-08
11851710,-1.2069834425946556e-08
11851740,-1.309321433518731e-08
11851770,-1.4264235456035385e-08
11851800,-1.5574070755585246e-08
11851830,-1.7018969824936076e-08
11851860,-1.8602172532080596e-08
11851890,-2.0335599735441255e-08
11851920,-2.2194929115556174e-08
11851950,-2.417880023067799e-08
11851980,-2.6306302245638004e-08
11852010,-2.8558436476110324e-08
11852040,-3.094168843684669e-08
11852070,-3.345428634108049e-08
11852100,-3.6084587407359425e-08
11852130,-3.884317003080368e-08
11852160,-4.17073877717248e-08
11852190,-4.469541461484036e-08
11852220,-4.780016598735327e-08
11852250,-5.1007435705380786e-08
11852280,-5.432585040739085e-08
11852310,-5.774899154586851e-08
11852340,-6.127193865573907e-08
11852370,-6.489328869421487e-08
11852400,-6.860912649193806e-08
11852430,-7.24147548930721e-08
11852460,-7.63112540449759e-08
11852490,-8.029577047510165e-08
11852520,-8.4369206213429e-08
11852550,-8.852167946087626e-08
11852580,-9.2748856758175e-08
11852610,-9.705651303789737e-08
11852640,-1.0144148215624537e-07
11852670,-1.0590469953216101e-07
11852700,-1.1041393856616986e-07
11852730,-1.1502880168400454e-07
11852760,-1.1970188973963332e-07
11852790,-1.2442486792071388e-07
11852820,-1.292444308611767e-07
11852850,-1.3410023403312308e-07
11852880,-1.3905873241560154e-07
11852910,-1.4403664869946994e-07
11852940,-1.4912331425011735e-07
11852970,-1.5426785552223074e-07
11853000,-1.5945554053035112e-07
11853030,-1.6472082769865632e-07
11853060,-1.7006012557608337e-07
11853090,-1.754570573437827e-07
11853120,-1.8090645565177613e-07
11853150,-1.864074143703669e-07
11853180,-1.9197493120536267e-07
11853210,-1.9757978699210157e-07
11853240,-2.03225233912224e-07
11853270,-2.0890458552245856e-07
11853300,-2.145941539295768e-07
11853330,-2.2029713389695096e-07
11853360,-2.2598055488060614e-07
11853390,-2.3163340886314896e-07
11853420,-2.3724030136089525e-07
11853450,-2.427585023451603e-07
11853480,-2.481680887698194e-07
11853510,-2.534335963037867e-07
11853540,-2.5852379044874884e-07
11853570,-2.633867658343127e-07
11853600,-2.680014676187061e-07
11853630,-2.7231025167369474e-07
11853660,-2.762681839252815e-07
11853690,-2.7984999244455855e-07
11853720,-2.8301035775082177e-07
11853750,-2.857075898281621e-07
11853780,-2.879122600527018e-07
11853810,-2.896073424813218e-07
11853840,-2.907709233689864e-07
11853870,-2.914045952542791e-07
11853900,-2.915095080269927e-07
11853930,-2.9109916144322204e-07
11853960,-2.9001911849903055e-07
11853990,-2.886645415590167e-07
11854020,-2.8685690065163663e-07
11854050,-2.846915885457549e-07
11854080,-2.8217799807111614e-07
11854110,-2.7934762804254196e-07
11854140,-2.762634981505133e-07
11854170,-2.738694822900979e-07
11854200,-2.6986275419345634e-07
11854230,-2.660401959396891e-07
11854260,-2.6241046558987033e-07
11854290,-2.587187573259289e-07
11854320,-2.5500990201405404e-07
11854350,-2.5129058126985793e-07
11854380,-2.4758325974290964e-07
11854410,-2.439161151977935e-07
11854440,-2.4027697223860035e-07
11854470,-2.366934952628016e-07
11854500,-2.3315554572554591e-07
11854530,-2.296774407688004e-07
11854560,-2.2624938056586058e-07
11854590,-2.228815340630577e-07
11854620,-2.1956400462181497e-07
11854650,-2.162970351514767e-07
11854680,-2.1307941094072843e-07
11854710,-2.0989807418608765e-07
11854740,-2.0675172538998898e-07
11854770,-2.036402431111091e-07
11854800,-2.0055339072717789e-07
11854830,-2.023720144421365e-07
11854860,-2.0647443306829545e-07
11854890,-2.0837575671655832e-07
11854920,-2.1092719429607834e-07
11854950,-2.1369777177086158e-07
11854980,-2.1644021607387362e-07
11855010,-2.1920472876025625e-07
11855040,-2.2197067826812012e-07
11855070,-2.2474385748011977e-07
11855100,-2.2751594007678396e-07
11855130,-2.3028482681565255e-07
11855160,-2.3303688471146903e-07
11855190,-2.3577043257147437e-07
11855220,-2.384906984087153e-07
11855250,-2.4118306082350256e-07
11855280,-2.4384277490524714e-07
11855310,-2.464733503970351e-07
11855340,-2.49060918667157e-07
11855370,-2.516155784277696e-07
11855400,-2.541208382665032e-07
11855430,-2.56578674987999e-07
11855460,-2.5898352897185574e-07
11855490,-2.613314460383668e-07
11855520,-2.6361940984368246e-07
11855550,-2.6584208353236237e-07
11855580,-2.679959130785294e-07
11855610,-2.7007771819081866e-07
11855640,-2.720944083821367e-07
11855670,-2.7402933256058926e-07
11855700,-2.758787499349723e-07
11855730,-2.7764946804238005e-07
11855760,-2.79325376240504e-07
11855790,-2.8090948027304606e-07
11855820,-2.8239953870455915e-07
11855850,-2.837961813455383e-07
11855880,-2.850938530890236e-07
11855910,-2.862727970813496e-07
11855940,-2.873549473331056e-07
11855970,-2.8831337818307134e-07
11856000,-2.891678851416155e-07
11856030,-2.899056018850538e-07
11856060,-2.905101270087593e-07
11856090,-2.910010923678348e-07
11856120,-2.913623824429525e-07
11856150,-2.9159271106700885e-07
11856180,-2.9169672529144464e-07
11856210,-2.916490219601466e-07
11856240,-2.9147038221730155e-07
11856270,-2.9115435645948275e-07
11856300,-2.9068137345683415e-07
11856330,-2.900695597032196e-07
11856360,-2.893047060164667e-07
11856390,-2.883846621554153e-07
11856420,-2.873064403011736e-07
11856450,-2.860607623161289e-07
11856480,-2.8466732225472985e-07
11856510,-2.830906743637557e-07
11856540,-2.8135156747898044e-07
11856570,-2.7943967139085434e-07
11856600,-2.7735430637830485e-07
11856630,-2.762350764242553e-07
11856660,-2.7254334397737753e-07
11856690,-2.697955250672766e-07
11856720,-2.6830574832399564e-07
11856750,-2.659466493274344e-07
11856780,-2.6284515137993333e-07
11856810,-2.595129622971326e-07
11856840,-2.5598250086523384e-07
11856870,-2.5223818461986153e-07
11856900,-2.482929384001471e-07
11856930,-2.441285025848292e-07
11856960,-2.3974883599804015e-07
11856990,-2.351331877525551e-07
11857020,-2.3029917364546347e-07
11857050,-2.2521916198503232e-07
11857080,-2.1991586082565208e-07
11857110,-2.1436090633760703e-07
11857140,-2.085569734790108e-07
11857170,-2.0249975155440296e-07
11857200,-1.9618505011391077e-07
11857230,-1.8959749994590325e-07
11857260,-1.8274816547793986e-07
11857290,-1.7562001325232723e-07
11857320,-1.682188615409402e-07
11857350,-1.6054011249538115e-07
11857380,-1.5256471994560347e-07
11857410,-1.4430515209532394e-07
11857440,-1.3575282587589653e-07
11857470,-1.2690924308441999e-07
11857500,-1.1778909693551682e-07
11857530,-1.0838006275191438e-07
11857560,-9.868797267195631e-08
11857590,-8.872892795842047e-08
11857620,-7.85148315424217e-08
11857650,-6.804986243420401e-08
11857680,-5.737002632249226e-08
11857710,-4.648864336328125e-08
11857740,-3.544135259173428e-08
11857770,-2.4258745168409083e-08
11857800,-1.2974479280522338e-08
11857830,-1.64353720780423e-09
11857860,9.68807650511661e-09
11857890,2.096728091418e-08
11857920,3.213552688607487e-08
11857950,4.313587776305401e-08
11857980,5.3888825053523814e-08
11858010,6.434338921103135e-08
11858040,7.443667825794971e-08
11858070,8.410685493568244e-08
11858100,9.329877819515414e-08
11858130,1.0196533209459504e-07
11858160,1.1222065344664795e-07
11858190,1.2005292670426757e-07
11858220,1.266121129853564e-07
11858250,1.3251667744632322e-07
11858280,1.3796984181986584e-07
11858310,1.4268582503519357e-07
11858340,1.468572762394674e-07
11858370,1.5050987283240194e-07
11858400,1.536614787943981e-07
11858430,1.834799633755895
11858460,2.3188751635291704
11858490,2.436526724932908
11858520,2.4455315134927877
11858550,2.4245680729440333
11858580,2.395376065372954
11858610,2.3639469083200026
11858640,2.331926061418232
11858670,2.299769166299913
11858700,2.2676038466465336
11858730,2.235465966678605
11858760,2.203368413477181
11858790,2.1713274600297146
11858820,2.1393243516807807
11858850,2.1073821782865467
11858880,2.0755099669614467
11858910,2.043714910518497
11858940,2.0119827796061784
11858970,1.9803291662653038
11859000,1.9487840572944228
11859030,1.9173007607830033
11859060,1.885917582944845
11859090,1.8547054851203761
11859120,1.823539923815211
11859150,1.7925099848743966
11859180,1.7616508566378273
11859210,1.7309566436455828
11859240,1.7004488242371385
11859270,1.6701515857547833
11859300,1.6400995412541182
11859330,1.610869050414987
11859360,1.5819710552712767
11859390,1.5533994735503065
11859420,1.5252359863445328
11859450,1.4975473407487652
11859480,1.466096005328516
11859510,1.4364375973279235
11859540,1.40981335093989
11859570,1.3852917019234847
11859600,1.3622394380915661
11859630,1.3516900960144007
11859660,1.3496195084341782
11859690,1.3500507107325708
11859720,1.3512384547711815
11859750,1.3526287654769658
11859780,1.3540311664008295
11859810,1.35532077650735
11859840,1.3566795875154214
11859870,1.3579206214550732
11859900,1.3590983282545774
11859930,1.3602068998011885
11859960,1.3612712375824148
11859990,1.3622709811951532
11860020,1.3632471596588378
11860050,1.3641537747173282
11860080,1.3650463026634014
11860110,1.365830136384185
11860140,1.3666102430192955
11860170,1.3673406209196097
11860200,1.3681067496506298
11860230,1.3687381871767785
11860260,1.3693383035010227
11860290,1.3699362590324782
11860320,1.3705143294251727
11860350,1.3710622622346238
11860380,1.3715900667730723
11860410,1.3720930465104362
11860440,1.3725781436585882
11860470,1.3730420632979896
11860500,1.3734893036074665
11860530,1.3739241005900418
11860560,1.374334910602177
11860590,1.3747417687185248
11860620,1.3751269941074087
11860650,1.3755028257217758
11860680,1.3758647467094909
11860710,1.376214583701463
11860740,1.3765619806142584
11860770,1.3769052553100847
11860800,1.3772284677391449
11860830,1.3775463411866085
11860860,1.3778564096042303
11860890,1.3781591235717874
11860920,1.3784546017299453
11860950,1.378746154654625
11860980,1.3790257406700082
11861010,1.3792925311257853
11861040,1.379568785667088
11861070,1.3798282976697138
11861100,1.3800798380178203
11861130,1.3803241592055118
11861160,1.380561594029924
11861190,1.3807924992871576
11861220,1.3810172105289305
11861250,1.3812360314154681
11861280,1.3814494014551975
11861310,1.3816575090214351
11861340,1.3818602075400213
11861370,1.3820591513148504
11861400,1.3822528836040802
11861430,1.3824433174739104
11861460,1.3826289698949954
11861490,1.3828118982996178
11861520,1.3829903268503283
11861550,1.3831665949649865
11861580,1.383338047908345
11861610,1.3835047120653157
11861640,1.3836632573564025
11861670,1.3838164560344584
11861700,1.3839624345855372
11861730,1.3841062066093577
11861760,1.3842450661370231
11861790,1.3843854778052436
11861820,1.3845223591860003
11861850,1.384664216123299
11861880,1.384802038774876
11861910,1.3849459055271798
11861940,1.3850896292924963
11861970,1.3852345301339155
11862000,1.3853801145802764
11862030,1.3855260311165307
11862060,1.3856719414090783
11862090,1.3858176242856501
11862120,1.3859628745558086
11862150,1.386107516478978
11862180,1.3862513880495713
11862210,1.3863943549986053
11862240,1.386536313885905
11862270,1.3866771919748957
11862300,1.386816941851733
11862330,1.3869555389622656
11862360,1.3870929788973416
11862390,1.3872292743163979
11862420,1.3873644511977359
11862450,1.3874985456389304
11862480,1.387631600965776
11862510,1.387763665162863
11862540,1.3878947885701514
11862570,1.3880250219554386
11862600,1.3881544150305738
11862630,1.3882830152396972
11862660,1.3884108669158315
11862690,1.3885380106300016
11862720,1.3886644827802177
11862750,1.3887903153793733
11862780,1.3889155359911065
11862810,1.3890401677480912
11862840,1.3891642295239732
11862870,1.3892877360948377
11862900,1.3894106985196644
11862930,1.3895331243753153
11862960,1.389655018238116
11862990,1.3897763819857305
11863020,1.3898972153456433
11863050,1.3900175161906247
11863080,1.3901372811288042
11863110,1.3902565057243836
11863140,1.3903751851187836
11863170,1.3904933141655698
11863200,1.3906108880549906
11863230,1.3907279023245478
11863260,1.3908443534097685
11863290,1.3909602385585156
11863320,1.3910755562510948
11863350,1.391184246444428
11863380,1.3911706293251467
11863410,1.391158303691231
11863440,1.3911473683031508
11863470,1.3911371709985763
11863500,1.3911276050163655
11863530,1.3911183513961334
