time,hvac_reaZonEas_TZon_y
11860410,294.9526825828628
11860440,294.94256039622815
11860470,294.93322909914684
11860500,294.9246171375991
11860530,294.9166602498023
11860560,294.9092959373996
11860590,294.9024728842709
11860620,294.8961423637526
11860650,294.8902597758462
11860680,294.88478504052307
11860710,294.87968557609145
11860740,294.87492597579393
11860770,294.87047582201365
11860800,294.86630663685446
11860830,294.86239701309955
11860860,294.858724856255
11860890,294.85526910123525
11860920,294.85201201924116
11860950,294.8489373126768
11860980,294.8460303636215
11861010,294.8432769097139
11861040,294.8406659285674
11861070,294.8381866160947
11861100,294.8358284096923
11861130,294.8335826027007
11861160,294.8314405345627
11861190,294.8293929024578
11861220,294.82743118395337
11861250,294.8255475151237
11861280,294.82373440463437
11861310,294.8219851798119
11861340,294.8202938623784
11861370,294.8186551811038
11861400,294.8170646817299
11861430,294.81551870512754
11861460,294.8140142925984
11861490,294.81254912302967
11861520,294.81112139704965
11861550,294.809729771319
11861580,294.80837324140964
11861610,294.80705108495334
11861640,294.8057627743843
11861670,294.80450794958
11861700,294.8032863340791
11861730,294.80209773094936
11861760,294.80094194396787
11861790,294.79981880572205
11861820,294.798728093455
11861850,294.7976695941285
11861880,294.7966429980985
11861910,294.7956480101986
11861940,294.79468422701336
11861970,294.7937512251444
11862000,294.79284852571465
11862030,294.7919756096212
11862060,294.7911319367807
11862090,294.7903169814522
11862120,294.7895302895705
11862150,294.7887715579575
11862180,294.7880407165864
11862210,294.78733798536393
11862240,294.78666388259154
11862270,294.78601918114816
11862300,294.78540482748326
11862330,294.78482184781456
11862360,294.7842712633614
11862390,294.78375402698913
11862420,294.7832709837294
11862450,294.7828228513078
11862480,294.78241021466505
11862510,294.78203352908463
11862540,294.78169312815083
11862570,294.78138923422404
11862600,294.78112197005987
11862630,294.7808913707083
11862660,294.7806973950993
11862690,294.7805399369181
11862720,294.78041883452704
11862750,294.7803338798313
11862780,294.7802848260778
11862810,294.78027139464103
11862840,294.78029328087973
11862870,294.78035015915833
11862900,294.7804416871246
11862930,294.780567509328
11862960,294.780727260267
11862990,294.7809205669524
11863020,294.78114705106833
11863050,294.78140633079715
11863080,294.78169802236005
11863110,294.7820217413098
11863140,294.78237710360594
11863170,294.78276372649003
11863200,294.7831812291823
11863230,294.7836292334109
11863260,294.78410736379146
11863290,294.78461524806585
11863320,294.78515251721586
11863350,294.78571888238133
11863380,294.7863182136928
11863410,294.786947151845
11863440,294.78760483599893
11863470,294.7882907482886
11863500,294.7890044353229
11863530,294.7897454694521
11863560,294.79051343818105
11863590,294.7913079374596
11863620,294.79212856968934
11863650,294.7929749438298
11863680,294.793846675517
11863710,294.79474338620463
11863740,294.7956647024533
11863770,294.7966102552639
11863800,294.79757967944136
11863830,294.79857262257195
11863860,294.7995887638428
11863890,294.80062782699
11863920,294.80168958096726
11863950,294.80277383184256
11863980,294.8038804122672
11864010,294.8050091724239
11864040,294.80615997332956
11864070,294.8073326820644
11864100,294.80852716832277
11864130,294.80974330175735
11864160,294.8109809498732
11864190,294.81223983363645
11864220,294.81335416316585
11864250,294.8131948427908
11864280,294.810757759852
11864310,294.8059681431027
11864340,294.7992631399127
11864370,294.7912610981806
11864400,294.7825735208417
11864430,294.77371900944036
11864460,294.7650919069836
11864490,294.7569670844758
11864520,294.7495144633461
11864550,294.7428213735809
11864580,294.73691632784414
11864610,294.73178634432014
11864640,294.7273924202355
11864670,294.7236809079522
11864700,294.720590776865
11864730,294.7180599037859
11864760,294.7160276978208
11864790,294.7144368133631
11864820,294.71323406509055
11864850,294.7123719589024
11864880,294.7118022784677
11864910,294.7114939441621
11864940,294.71141307670786
11864970,294.71152884081675
11865000,294.71181623510813
11865030,294.71225332089256
11865060,294.71282056723993
11865090,294.71350116846224
11865120,294.71428022664696
11865150,294.7151464443338
11865180,294.7160946116165
11865210,294.71713433053003
11865240,294.7182947632985
11865270,294.7196190064107
11865300,294.72115059092397
11865330,294.7229184471352
11865360,294.72492793586656
11865390,294.72715971776773
11865420,294.72957842210815
11865450,294.7321418453745
11865480,294.7348025501177
11865510,294.7375081178767
11865540,294.74020488547256
11865570,294.74284329921466
11865600,294.7453824703213
11865630,294.74802172909415
11865660,294.75099391720335
11865690,294.7542052886152
11865720,294.7576123266854
11865750,294.7611964531941
11865780,294.7649196485664
11865810,294.7687758409629
11865840,294.7727447501754
11865870,294.7768205326944
11865900,294.7809946647418
11865930,294.78526155565686
11865960,294.7896149624889
11865990,294.7940510645815
11866020,294.79856526176667
11866050,294.8031535497027
11866080,294.807813547028
11866110,294.81254488485155
11866140,294.81734807925267
11866170,294.82222305571815
11866200,294.82716831051914
11866230,294.8321811537178
11866260,294.8372581616423
11866290,294.84239564549455
11866320,294.84759008420787
11866350,294.8528386751742
11866380,294.8581394560723
11866410,294.8634910782239
11866440,294.8688924920642
11866470,294.8743428601501
11866500,294.8798415578368
11866530,294.8853881983381
11866560,294.89098272445545
11866590,294.8966254793988
11866620,294.90231733448155
11866650,294.908059640187
11866680,294.9138545246291
11866710,294.91970484925855
11866740,294.92561433179816
11866770,294.9315870407769
11866800,294.9376266584453
11866830,294.9437350747876
11866860,294.9499128727471
11866890,294.95615935388247
11866920,294.9624726557267
11866950,294.96884976709663
11866980,294.97528739255046
11867010,294.98178199335706
11867040,294.988329912866
11867070,294.99492752620705
11867100,295.00157130611046
11867130,295.0082577982218
11867160,295.01498403605507
11867190,295.0217472049656
11867220,295.0285448836655
11867250,295.03537457974426
11867280,295.0422341309003
11867310,295.04912160339575
11867340,295.0560351524918
11867370,295.0629730781014
11867400,295.0699337770973
11867430,295.07691576152183
11867460,295.0839176193117
11867490,295.0909380087742
11867520,295.0979756415098
11867550,295.1050291921857
11867580,295.11209755281754
11867610,295.11917975238373
11867640,295.12627458768424
11867670,295.13338101455815
11867700,295.1404980324136
11867730,295.14762468844765
11867760,295.15476006747
11867790,295.16190328801383
11867820,295.16905350107913
11867850,295.17620988943685
11867880,295.18337166667214
11867910,295.1905380759475
11867940,295.19770838852145
11867970,295.20488190230964
11868000,295.2120579406503
11868030,295.21923585129025
11868060,295.2264150055439
11868090,295.2335947975825
11868120,295.24077464382475
11868150,295.2479539824158
11868180,295.25513227278424
11868210,295.2623089952681
11868240,295.26948365085553
11868270,295.27665576078937
11868300,295.2838248664305
11868330,295.2909902053899
11868360,295.29815178672806
11868390,295.3053091505908
11868420,295.31246194536664
11868450,295.3196097890583
11868480,295.326752344849
11868510,295.33388927301564
11868540,295.3410202612301
11868570,295.3481450176955
11868600,295.35526327264523
11868630,295.36237477669243
11868660,295.3694793007121
11868690,295.3765766358656
11868720,295.3836665933976
11868750,295.3907490043003
11868780,295.3978237189805
11868810,295.404890606977
11868840,295.41194955671966
11868870,295.41900047530174
11868900,295.4260432882485
11868930,295.43307793926203
11868960,295.44010438612554
11868990,295.44712261134094
11869020,295.4541326453757
11869050,295.46113459629737
11869080,295.46812852841515
11869110,295.475114538768
11869140,295.48209263087176
11869170,295.4890627913922
11869200,295.49602501374363
11869230,295.5027056059298
11869260,295.5089473860742
11869290,295.5147715646994
11869320,295.5202176709369
11869350,295.52532459618374
11869380,295.530125451202
11869410,295.53464627364485
11869440,295.53891048186614
11869470,295.54293847845184
11869500,295.546747951837
11869530,295.550354133308
11869560,295.55377023249116
11869590,295.5570081064619
11869620,295.56007859146837
11869650,295.5629916527408
11869680,295.56575645172006
11869710,295.56838142657625
11869740,295.5708743891897
11869770,295.5732426188117
11869800,295.5754929356202
11869830,295.57763175355404
11869860,295.5796651195928
11869890,295.5815987463929
11869920,295.58343804140657
11869950,295.58518813287674
11869980,295.5868538923976
11870010,295.5884399531641
11870040,295.5899507287951
11870070,295.59139042689714
11870100,295.5927630610779
11870130,295.5940724624913
11870160,295.59532229058397
11870190,295.5965160427165
11870220,295.5976570627402
11870250,295.59874854879314
11870280,295.59979356052077
11870310,295.6007950258168
11870340,295.601755747131
11870370,295.60267840738675
11870400,295.6035655755643
11870430,295.6044197119963
11870460,295.60524317341697
11870490,295.6060382177947
11870520,295.6068070089727
11870550,295.60755162113804
11870580,295.60827404313716
11870610,295.6089761826508
11870640,295.60965987024116
11870670,295.61032686327934
11870700,295.61097884976084
11870730,295.61161745201457
11870760,295.61224423030956
11870790,295.6128606863631
11870820,295.6134682667523
11870850,295.614068366231
11870880,295.6146623309537
11870910,295.615251461607
11870940,295.61583701644946
11870970,295.6164202142603
11871000,295.61700223719737
11871030,295.6175842321666
11871060,295.6181673091869
11871090,295.61875253908534
11871120,295.6193409536604
11871150,295.61993354826876
11871180,295.6205312852992
11871210,295.6211350972881
11871240,295.6217458893846
11871270,295.6223645414661
11871300,295.6229919102188
11871330,295.6236288312623
11871360,295.6242761212462
11871390,295.6249345798433
11871420,295.6256049916226
11871450,295.6262881278229
11871480,295.62698474804563
11871510,295.62769560187553
11871540,295.6284214301428
11871570,295.629162966715
11871600,295.62992095054034
11871630,295.63069617558125
11871660,295.63148944758865
11871690,295.632301529908
11871720,295.63313314731676
11871750,295.63398472966753
11871780,295.63485708353915
11871810,295.6357507735691
11871840,295.6366664462436
