time,hvac_reaAhu_TRet_y
11842380,295.3630067446244
11842410,295.36300674466196
11842440,295.3630089783445
11842470,295.3630046907446
11842500,295.36299988702683
11842530,295.36300237585306
11842560,295.3630012308177
11842590,295.3629983042489
11842620,295.3629981595843
11842650,295.36299753585934
11842680,295.3629968484806
11842710,295.36298840029184
11842740,295.3629876906706
11842770,295.3629876001589
11842800,295.3629875833734
11842830,295.3629875667974
11842860,295.36298755056185
11842890,295.36298753475546
11842920,295.36298751964824
11842950,295.3629875052344
11842980,295.3629874913223
11843010,295.3629874778037
11843040,295.36298746526506
11843070,295.36298745563306
11843100,295.3629874537021
11843130,295.3629874587157
11843160,295.36298742385503
11843190,295.362987352902
11843220,295.36298727247134
11843250,295.36298720258964
11843280,295.36298716304407
11843310,295.36298717766476
11843340,295.3629872755239
11843370,295.3629874917795
11843400,295.3629878683334
11843430,295.36298845454263
11843460,295.3629886479866
11843490,295.3629887179507
11843520,295.3629887817124
11843550,295.3629889189292
11843580,295.3629887375152
11843610,295.3629886752745
11843640,295.36298865416114
11843670,295.3629886660397
11843700,295.36298871446587
11843730,295.3629888185657
11843760,295.36298900499617
11843790,295.3629893036582
11843820,295.36298974634815
11843850,295.362990365071
11843880,295.36299119028905
11843910,295.3629922490245
11843940,295.3629935631515
11843970,295.3629951484252
11844000,295.3629970131253
11844030,295.36299763410443
11844060,295.36299784027244
11844090,295.36299793779
11844120,295.36299884570474
11844150,295.36301212684305
11844180,295.3630167912856
11844210,295.363013926458
11844240,295.3630055118885
11844270,295.362994247234
11844300,295.3629834870548
11844330,295.36297617815586
11844360,295.36297447084536
11844390,295.3629798582984
11844420,295.3629933118828
11844450,295.36301533102926
11844480,295.3630459797841
11844510,295.3630849163337
11844540,295.36313140207824
11844570,295.3631842805759
11844600,295.36324193856734
11844630,295.3633022450226
11844660,295.36336246861197
11844690,295.3634191692125
11844720,295.3634680695062
11844750,295.36350389621794
11844780,295.3635202003813
11844810,295.36350915247004
11844840,295.36346132082963
11844870,295.3633654416114
11844900,295.3632081965503
11844930,295.3629798468031
11844960,295.3629611115406
11844990,295.36296130526523
11845020,295.3629616280064
11845050,295.36296141397736
11845080,295.36296116520623
11845110,295.36296076189365
11845140,295.36296079768465
11845170,295.36296095176175
11845200,295.36296099615845
11845230,295.36296095145605
11845260,295.3629608832998
11845290,295.3629608064796
11845320,295.36296074841994
11845350,295.3629606987719
11845380,295.36296063610524
11845410,295.36296057057615
11845440,295.362960563951
11845470,295.36296046264647
11845500,295.36296042476516
11845530,295.3629604101262
11845560,295.3629604091604
11845590,295.36296047258156
11845620,295.3629604964791
11845650,295.36296050696706
11845680,295.36296051062305
11845710,295.3629605104609
11845740,295.362960705422
11845770,295.36296076755383
11845800,295.3629607847988
11845830,295.3629607865639
11845860,295.3629607827998
11845890,295.3629607769615
11845920,295.3629607702379
11845950,295.36296076318814
11845980,295.36296075602274
11846010,295.36296074891885
11846040,295.362960742002
11846070,295.3629611501773
11846100,295.36296239696514
11846130,295.36296444391286
11846160,295.3629669316075
11846190,295.36296939236416
11846220,295.3629713992403
11846250,295.36298926931073
11846280,295.36299643759014
11846310,295.36297578129233
11846340,295.3629316801472
11846370,295.36287684396325
11846400,295.3628190088448
11846430,295.36275981541615
11846460,295.3627000806918
11846490,295.3626427031071
11846520,295.36259126388705
11846550,295.3625476756237
11846580,295.36251176812516
11846610,295.3624825914865
11846640,295.3624595820225
11846670,295.3624425427253
11846700,295.362430933466
11846730,295.36242347355585
11846760,295.36241843463125
11846790,295.36241419362545
11846820,295.36240947801764
11846850,295.3624031840294
11846880,295.36239409606105
11846910,295.3623808432203
11846940,295.36236211445856
11846970,295.3623368871048
11847000,295.36230446427214
11847030,295.3622643338808
11847060,295.3622160383243
11847090,295.3621591842999
11847120,295.36209356682355
11847150,295.3620192669337
11847180,295.361936635005
11847210,295.3618461879836
11847240,295.36174775145486
11847270,295.36163861867925
11847300,295.36151798586235
11847330,295.3615074186374
11847360,295.36150349584267
11847390,295.3615020278702
11847420,295.36150148680076
11847450,295.361501300359
11847480,295.3615012284107
11847510,295.36150119108737
11847540,295.3615011620854
11847570,295.36150113312146
11847600,295.36150110277936
11847630,295.36150109081086
11847660,295.36150107927364
11847690,295.36150107108074
11847720,295.36150106737546
11847750,295.3615050080814
11847780,295.3615014889015
11847810,295.36149571788616
11847840,295.36149098051726
11847870,295.36148800755825
11847900,295.36148691004945
11847930,295.3614877093845
11847960,295.3614903821908
11847990,295.3614948790668
11848020,295.36150113949986
11848050,295.36150909737074
11848080,295.36151868269354
11848110,295.3615298218655
11848140,295.3615424395865
11848170,295.36155645824954
11848200,295.36157179897623
11848230,295.36158838161094
11848260,295.3616061258691
11848290,295.3616249508233
11848320,295.3616447755189
11848350,295.3616655202911
11848380,295.36168710489835
11848410,295.3617094508018
11848440,295.36173248065154
11848470,295.3617561180777
11848500,295.36178028892476
11848530,295.3618049201725
11848560,295.3618299423755
11848590,295.3618552984507
11848620,295.361880927339
11848650,295.36190676007925
11848680,295.3619327326458
11848710,295.3619587860699
11848740,295.3619848647954
11848770,295.3620109164584
11848800,295.36203689124983
11848830,295.36206274292795
11848860,295.3620884275336
11848890,295.3621139047747
11848920,295.3621391369666
11848950,295.362164089672
11848980,295.3621887315896
11849010,295.36221303424475
11849040,295.36223697202865
11849070,295.36226052314123
11849100,295.3622836674723
11849130,295.3623063889623
11849160,295.3623286737078
11849190,295.3623505106831
11849220,295.36237189205156
11849250,295.3623928120046
11849280,295.3624132671067
11849310,295.3624332571488
11849340,295.3624527836997
11849370,295.3624718506312
11849400,295.36249046406795
11849430,295.36250762470644
11849460,295.362525984963
11849490,295.3625321055872
11849520,295.36253402970976
11849550,295.3625346734518
11849580,295.3625443823314
11849610,295.36255643051794
11849640,295.362569564929
11849670,295.3625827856403
11849700,295.3625959501019
11849730,295.36260899037075
11849760,295.3626219305238
11849790,295.36263479159055
11849820,295.36264760518
11849850,295.36266039939557
11849880,295.3626732039563
11849910,295.36268604659074
11849940,295.36269895391024
11849970,295.3627119515577
11850000,295.36272506377077
11850030,295.36273831327037
11850060,295.36275172173436
11850090,295.3627653090159
11850120,295.36277909415503
11850150,295.3627930948302
11850180,295.362807326864
11850210,295.3628218059369
11850240,295.362836546144
11850270,295.3628515598619
11850300,295.3628668605331
11850330,295.3628824582212
11850360,295.36289836498736
11850390,295.36291459016246
11850420,295.36293114446556
11850450,295.36294803704413
11850480,295.3629652788468
11850510,295.36298287869926
11850540,295.36300084833107
11850570,295.3630191980099
11850600,295.3630379412174
11850630,295.3630570895747
11850660,295.3630766601226
11850690,295.36309666735633
11850720,295.36311713228577
11850750,295.36313807394066
11850780,295.363159518694
11850810,295.3631814914171
11850840,295.3632040256297
11850870,295.36322715256057
11850900,295.36325091715275
11850930,295.36327535654647
11850960,295.36330052948824
11850990,295.36332648144474
11851020,295.36335328827545
11851050,295.3633810031029
11851080,295.36340972562516
11851110,295.3634395144061
11851140,295.36347050199214
11851170,295.36350274766204
11851200,295.3635364295106
11851230,295.3635476567714
11851260,295.3635513982085
11851290,295.36355217567296
11851320,295.3635524359743
11851350,295.36355252461186
11851380,295.36355255705155
11851410,295.36355257204457
11851440,295.3635525828381
11851470,295.36355259422714
11851500,295.3635526081033
11851530,295.36355262545004
11851560,295.3635526469597
11851590,295.36355267340906
11851620,295.36355270524325
11851650,295.3635527432709
11851680,295.36355278811374
11851710,295.36355284052803
11851740,295.36355290123754
11851770,295.3635529710069
11851800,295.3635530507013
11851830,295.3635531411903
11851860,295.36355324337785
11851890,295.3635533580722
11851920,295.3635534861589
11851950,295.3635536286719
11851980,295.3635537864767
11852010,295.3635539605427
11852040,295.3635541516439
11852070,295.363554360744
11852100,295.3635545886314
11852130,295.3635548360419
11852160,295.3635551037617
11852190,295.36355539241123
11852220,295.3635557026162
11852250,295.36355603473004
11852280,295.36355638916007
11852310,295.36355676618587
11852340,295.363557165934
11852370,295.36355758857536
11852400,295.36355803412374
11852430,295.3635585024781
11852460,295.36355899375627
11852490,295.36355950791176
11852520,295.36356004492615
11852550,295.3635606050168
11852580,295.3635611885969
11852610,295.36356179651784
11852640,295.3635624299782
11852670,295.36357576452457
11852700,295.3635791077393
11852730,295.36358101601337
11852760,295.36359063920986
11852790,295.36359994360794
11852820,295.36361536599946
11852850,295.36362542482107
11852880,295.3636426818698
11852910,295.3636498657147
11852940,295.3636535977599
11852970,295.3636625671617
11853000,295.3636696498296
11853030,295.3636720094588
11853060,295.36367279546766
11853090,295.3636792447285
11853120,295.36368744205834
11853150,295.3636957287378
11853180,295.363702904243
11853210,295.36370831508566
11853240,295.363711306751
11853270,295.36371122319423
11853300,295.363707292875
11853330,295.36369865739886
11853360,295.3636843397592
11853390,295.3636632717936
11853420,295.3636342855978
11853450,295.3635961536551
11853480,295.36354759573277
11853510,295.36348733999404
11853540,295.36341414839694
11853570,295.36332690583174
11853600,295.3632246570815
11853630,295.36310673116344
11853660,295.3629727655164
11853690,295.3628228698837
11853720,295.3626575840856
11853750,295.36247810519296
11853780,295.36228605433627
11853810,295.36208388366174
11853840,295.36187415989815
11853870,295.3616605906876
11853900,295.36144598930775
11853930,295.36123542287896
11853960,295.3612170864138
11853990,295.3612169416071
11854020,295.36121509803405
11854050,295.3612101484927
11854080,295.3612097058819
11854110,295.3612159207011
11854140,295.36121485973166
11854170,295.3612143137155
11854200,295.36121425391696
11854230,295.3612135250518
11854260,295.36121326977496
11854290,295.3612145550738
11854320,295.36121506268967
11854350,295.3612175111895
11854380,295.3612247489029
11854410,295.36123354088716
11854440,295.3612405175425
11854470,295.36124526282447
11854500,295.36124833999787
11854530,295.36125016525386
11854560,295.36125100699684
11854590,295.36125105769224
11854620,295.3612504581673
11854650,295.361249326759
11854680,295.36124777217987
11854710,295.3612458911079
11854740,295.3612437651563
11854770,295.3612414633262
11854800,295.36123904273467
11854830,295.3612386544744
11854860,295.36123891741687
11854890,295.3612382492968
11854920,295.36123768523566
11854950,295.36123744593596
11854980,295.3612343706306
11855010,295.3612292397721
11855040,295.36122545457505
11855070,295.36122291999186
11855100,295.3612208371856
11855130,295.3612188963606
11855160,295.36121701938873
11855190,295.36121519189953
11855220,295.36121342137625
11855250,295.3612117142088
11855280,295.3612100673726
11855310,295.3612084762842
11855340,295.36120693609956
11855370,295.3612054415797
11855400,295.3612039894167
11855430,295.36120257604017
11855460,295.36120119831673
11855490,295.36119985381094
11855520,295.361198539899
11855550,295.36119725486344
11855580,295.3611959969172
11855610,295.36119476443486
11855640,295.36119355618604
11855670,295.3611923711945
11855700,295.36119120851413
11855730,295.3611900672149
11855760,295.3611889472818
11855790,295.3611878475034
11855820,295.361186768083
11855850,295.3611857083092
11855880,295.36118466825303
11855910,295.3611836476067
11855940,295.3611826458923
11855970,295.3611816637213
11856000,295.3611806997484
11856030,295.3611797549387
11856060,295.3611788280918
11856090,295.361177919398
11856120,295.3611770282322
11856150,295.3611761541426
11856180,295.3611752962529
11856210,295.361174454435
11856240,295.36117362695217
11856270,295.36117281344326
11856300,295.3611720122109
11856330,295.3611712221773
11856360,295.3611704417053
11856390,295.36116966884737
11856420,295.36116890162214
11856450,295.36116813809997
11856480,295.3611673755229
11856510,295.36116661164664
11856540,295.3611658432711
11856570,295.36116506775915
11856600,295.36116428153184
11856630,295.36116427602366
11856660,295.3611642703129
11856690,295.3611644955392
11856720,295.36116448753256
11856750,295.3611644774713
11856780,295.3611644642778
11856810,295.3611644490957
11856840,295.3611644322916
11856870,295.3611644145894
11856900,295.36116439665176
11856930,295.361164379419
11856960,295.36116436361493
11856990,295.3611643503233
11857020,295.36116433991003
11857050,295.3611643326295
11857080,295.36116432796183
11857110,295.3611643245627
11857140,295.3611643200099
11857170,295.36116430971003
11857200,295.361164287398
11857230,295.36116428445297
11857260,295.3611642745608
11857290,295.3611642720817
11857320,295.36116425960785
11857350,295.36116425743415
11857380,295.361164241593
11857410,295.36116423974244
11857440,295.3611642380067
11857470,295.3611642365415
11857500,295.3611642351044
11857530,295.3611642338828
11857560,295.36116423285716
11857590,295.3611642318869
11857620,295.36116423104346
11857650,295.36116423032877
11857680,295.36116422968564
11857710,295.3611642293514
11857740,295.361164229046
11857770,295.36116422861227
11857800,295.36116422838086
11857830,295.36116422812916
11857860,295.3611642278632
11857890,295.36116421590566
11857920,295.3611642156246
11857950,295.3611642131531
11857980,295.36116421084586
11858010,295.36116421046074
11858040,295.36116420445273
11858070,295.36116420396377
11858100,295.36116418191136
11858130,295.3611641811718
11858160,295.36116417792556
11858190,295.3611604735004
11858220,295.36116106045966
11858250,295.3611610296863
11858280,295.3611621688835
11858310,295.36116364704975
11858340,295.36116618002774
11858370,295.36117188388624
11858400,295.3611809497869
11858430,295.7205247501154
11858460,295.99641466559405
11858490,295.97325440302046
11858520,295.89837749559945
11858550,295.8288682501593
11858580,295.7757111288436
11858610,295.73985880062264
11858640,295.7189748387846
11858670,295.7095735710355
11858700,295.7081286697842
11858730,295.7116556557542
11858760,295.7179018479242
11858790,295.7253212482095
11858820,295.7329213400765
11858850,295.7401242391697
11858880,295.74663664046506
11858910,295.7523344702527
11858940,295.7571950177186
11858970,295.7612528286263
11859000,295.7645689666243
11859030,295.7672139668044
11859060,295.76925991121146
11859090,295.77078050237935
11859120,295.77183503512697
11859150,295.77248422725233
11859180,295.77278179176983
11859210,295.7727722730731
11859240,295.77249971260767
11859270,295.7720021456093
11859300,295.77131225260797
11859330,295.7704234793285
11859360,295.7693681577235
11859390,295.7682221157635
11859420,295.76706810578276
11859450,295.765993328868
11859480,295.76531593311506
11859510,295.76514839609825
11859540,295.76488076261967
11859570,295.76402015923554
11859600,295.76199707376605
11859630,295.7583003100371
11859660,295.7523519775817
11859690,295.74373036083693
11859720,295.7322802572283
11859750,295.71804353767567
11859780,295.7012106926484
11859810,295.68208818584213
11859840,295.6609878173914
11859870,295.63831627682185
11859900,295.61445172300967
11859930,295.589762731578
11859960,295.56459644671736
11859990,295.5392683176004
11860020,295.51407346108596
11860050,295.48924994494274
11860080,295.4650100120367
11860110,295.4415226903373
11860140,295.41892347131375
11860170,295.3973104974791
11860200,295.37675289508184
11860230,295.35728738337366
11860260,295.3389280942849
11860290,295.32167342299346
11860320,295.30549939107016
11860350,295.29037196404903
11860380,295.27624884361455
11860410,295.2630811692682
11860440,295.250816721292
11860470,295.23940123515547
11860500,295.2287797705432
11860530,295.2188972937733
11860560,295.20969722655184
11860590,295.20113297215914
11860620,295.193157599813
11860650,295.18572154845947
11860680,295.17878340470816
11860710,295.1723073247411
11860740,295.16625075117327
11860770,295.16058345674423
11860800,295.15526898036984
11860830,295.15028054071485
11860860,295.1455913774999
11860890,295.1411753387204
11860920,295.137010131576
11860950,295.13307494800534
11860980,295.1293512163068
11861010,295.12582043371464
11861040,295.1224680031935
11861070,295.11928021843624
11861100,295.11624323982227
11861130,295.1133456994574
11861160,295.1105764672998
11861190,295.10792390217
11861220,295.10537766820386
11861250,295.1029285478189
11861280,295.1005678289976
11861310,295.0982877533864
11861340,295.0960812357094
11861370,295.09394181004376
11861400,295.09186375452623
11861430,295.0898420260868
11861460,295.08787222924633
11861490,295.0859505356455
11861520,295.08407366010425
11861550,295.0822387805971
11861580,295.0804435358965
11861610,295.07868604737166
11861640,295.076964889755
11861670,295.075278876522
11861700,295.07362692710154
11861730,295.07200794036254
11861760,295.0704208339694
11861790,295.06886451921963
11861820,295.067338016372
11861850,295.0658404087406
11861880,295.06437096375686
11861910,295.0629290281839
11861940,295.0615140615543
11861970,295.06012562566235
11862000,295.0587633400648
11862030,295.05742685718985
11862060,295.0561158551796
11862090,295.05483003936905
11862120,295.0535691594335
11862150,295.0523330469168
11862180,295.05112165909304
11862210,295.0499351065688
11862240,295.04877365203356
11862270,295.0476376843514
11862300,295.04652768158087
11862330,295.0454441752595
11862360,295.0443877217428
11862390,295.0433588806901
11862420,295.0423581984134
11862450,295.0413861940435
11862480,295.04044334762926
11862510,295.03953009020483
11862540,295.038646796197
11862570,295.0377937784299
11862600,295.036971285703
11862630,295.0361795026607
11862660,295.03541855152497
11862690,295.0346884952195
11862720,295.0339893414469
11862750,295.0333210473437
11862780,295.0326835244128
11862810,295.03207664350504
11862840,295.03150023968254
11862870,295.0309541168451
11862900,295.03043805196575
11862930,295.02995179874245
11862960,295.02949509064433
11862990,295.0290676436397
11863020,295.0286691590396
11863050,295.0282993267309
11863080,295.0279578287593
11863110,295.0276443429853
11863140,295.0273585464597
11863170,295.0271001182254
11863200,295.02686874136333
11863230,295.02666410420443
11863260,295.0264859007057
11863290,295.0263338300381
11863320,295.02620759545795
11863350,295.02610691787345
11863380,295.02603807494546
11863410,295.0260001627651
11863440,295.02598888731757
11863470,295.02600260815115
11863500,295.02604055699055
11863530,295.0261022878062
11863560,295.02618746875766
11863590,295.0262957982816
11863620,295.0264269761229
11863650,295.0265806969388
11863680,295.02675664726894
11863710,295.0269545058935
11863740,295.0271739466748
11863770,295.027414641681
11863800,295.02767626342654
11863830,295.02795848619587
11863860,295.0282609869982
11863890,295.02858344672063
11863920,295.0289255516969
11863950,295.02928699547095
11863980,295.02966748027546
11864010,295.03006671734767
11864040,295.03048442608724
11864070,295.0309203329458
11864100,295.031374170355
11864130,295.03184567564904
11864160,295.0323345900698
11864190,295.0328403686426
11864220,295.033067491317
11864250,295.03183185684446
11864280,295.0290274232802
11864310,295.02500405806956
11864340,295.0200780456762
11864370,295.01450838151425
11864400,295.00850172695465
11864430,295.0022289406564
11864460,294.9958329942147
11864490,294.9894364708218
11864520,294.9831448064902
11864550,294.97704810514057
11864580,294.97122093094913
11864610,294.9657217657502
11864640,294.9605930717224
11864670,294.9558619899768
11864700,294.9515416239767
11864730,294.94763327627663
11864760,294.9441278992607
11864790,294.94101038012155
11864820,294.9382606187738
11864850,294.9358570464885
11864880,294.9337662254604
11864910,294.9319664904371
11864940,294.9304313790416
11864970,294.9291344076586
11865000,294.92805167486983
11865030,294.92716089226815
11865060,294.92644125229504
11865090,294.9258737953125
11865120,294.9254410317741
11865150,294.9251289388026
11865180,294.92493108077105
11865210,294.9248544736296
11865240,294.92491848602083
11865270,294.9251465136436
11865300,294.92555611032657
11865330,294.926152555795
11865360,294.92692798493334
11865390,294.92786400182
11865420,294.9289405834897
11865450,294.93013636333717
11865480,294.93142439427044
11865510,294.93277289603463
11865540,294.9341492018976
11865570,294.9355229073658
11865600,294.93686789445826
11865630,294.9381922907572
11865660,294.9396407434225
11865690,294.94129470851135
11865720,294.9431736002198
11865750,294.9452797072269
11865780,294.9476075774033
11865810,294.95014390783285
11865840,294.95287760738387
11865870,294.95579133724766
11865900,294.95887163033626
11865930,294.9621035626716
11865960,294.96547256223295
11865990,294.9689692439823
11866020,294.9725824138628
11866050,294.9763025892431
11866080,294.98012309404976
11866110,294.98403927690333
11866140,294.98804651545043
11866170,294.9921402036215
11866200,294.9963155210674
11866230,295.00056769057255
11866260,295.0048922324691
11866290,295.00928502283745
11866320,295.01374251923943
11866350,295.0182619334958
11866380,295.02284094652646
11866410,295.02747748442476
11866440,295.0321696395544
11866470,295.03691573080215
11866500,295.04171434724555
11866530,295.04656439896496
11866560,295.05146516487804
11866590,295.0564163283885
11866620,295.06141805918014
11866650,295.06647094770256
11866680,295.0715762510986
11866710,295.0767358319353
11866740,295.0819521490883
11866770,295.0872276589371
11866800,295.092564223386
11866830,295.09796263398977
11866860,295.1034230943353
11866890,295.1089452661069
11866920,295.1145283312566
11866950,295.12017095310244
11866980,295.12587158593317
11867010,295.13162845615085
11867040,295.1374395823944
11867070,295.1433028294793
11867100,295.14921596666846
11867130,295.1551765491171
11867160,295.16118236296876
11867190,295.1672312261441
11867220,295.17332115523146
11867250,295.1794499781405
11867280,295.18561572232784
11867310,295.1918165495755
11867340,295.19805069147327
11867370,295.20431649679966
11867400,295.2106124026112
11867430,295.21693695511567
11867460,295.223288783921
11867490,295.2296666097078
11867520,295.23606922812047
11867550,295.24249542245167
11867580,295.24894419076514
11867610,295.25541466371544
11867640,295.26190577441236
11867670,295.268416607363
11867700,295.2749462925774
11867730,295.2814940093817
11867760,295.2880589758163
11867790,295.2946404439115
11867820,295.3012376999444
11867850,295.3078500675273
11867880,295.3144769069262
11867910,295.3211176089003
11867940,295.3277715870901
11867970,295.33443827282713
11868000,295.3411171131447
11868030,295.34780757080733
11868060,295.3545091249993
11868090,295.361221271908
11868120,295.3679435249673
11868150,295.3746754148031
11868180,295.3814164889963
11868210,295.38816631176985
11868240,295.3949244636704
11868270,295.40169054127665
11868300,295.40846415691243
11868330,295.41524543847487
11868360,295.4220331084477
11868390,295.4288270716321
11868420,295.4356271683395
11868450,295.4424331183145
11868480,295.4492446366438
11868510,295.4560614253233
11868540,295.4628832107472
11868570,295.46970973620097
11868600,295.47654076238314
11868630,295.48337606506846
11868660,295.49021543448214
11868690,295.49705867534016
11868720,295.5039056070147
11868750,295.5107560636615
11868780,295.5176098942878
11868810,295.524466962773
11868840,295.5313271478567
11868870,295.5381903431023
11868900,295.54505645684253
11868930,295.55192541210835
11868960,295.55879714325437
11868990,295.56567160593954
11869020,295.5725488140053
11869050,295.57942882460554
11869080,295.5863116455467
11869110,295.59319724492116
11869140,295.60008557883134
11869170,295.60697661724583
11869200,295.61387035359184
11869230,295.6207158567131
11869260,295.62738248185366
11869290,295.633775968733
11869320,295.6398533840521
11869350,295.6456022894791
11869380,295.6510220115332
11869410,295.65612175524393
11869440,295.660912463002
11869470,295.6654077953613
11869500,295.6696233162594
11869530,295.6735757126499
11869560,295.6772817322201
11869590,295.68075731326337
11869620,295.68401728224774
11869650,295.6870753995623
11869680,295.68994448416623
11869710,295.69263648971673
11869740,295.69516253252414
11869770,295.69753291769587
11869800,295.69975718921194
11869830,295.7018442011601
11869860,295.7038021931375
11869890,295.7056388564146
11869920,295.70736138742956
11869950,295.7089765317898
11869980,295.7104906227627
11870010,295.7119096144841
11870040,295.71323911820497
11870070,295.7144844291981
11870100,295.7156505498191
11870130,295.71674221082634
11870160,295.71776389094197
11870190,295.7187198343396
11870220,295.719614066146
11870250,295.72045040630104
11870280,295.7212324821086
11870310,295.7219637396948
11870340,295.72264745450764
11870370,295.7232867409632
11870400,295.7238845613384
11870430,295.7244437340033
11870460,295.72496694107565
11870490,295.72545673556806
11870520,295.7259155480855
11870550,295.7263456931253
11870580,295.72674937502194
11870610,295.7271286935735
11870640,295.7274856493831
11870670,295.7278221489432
11870700,295.72814000948716
11870730,295.7284409636286
11870760,295.72872666380545
11870790,295.7289986865447
11870820,295.7292585365594
11870850,295.7295076506913
11870880,295.72974740170525
11870910,295.72997910194647
11870940,295.730204006865
11870970,295.7304233184147
11871000,295.73063818833157
11871030,295.73084972128305
11871060,295.73105897784023
11871090,295.7312669771795
11871120,295.73147469944934
11871150,295.7316830878536
11871180,295.7318930506049
11871210,295.7321054629046
11871240,295.7323211690135
11871270,295.73254098438315
11871300,295.7327656977796
11871330,295.73299607335326
11871360,295.7332328526414
11871390,295.73347675650894
11871420,295.73372848703053
11871450,295.7339887293069
11871480,295.7342581532081
11871510,295.7345374150378
11871540,295.7348271587755
11871570,295.7351280180304
11871600,295.7354406390013
11871630,295.735765721801
11871660,295.7361039055218
11871690,295.7364557769054
11871720,295.7368219366631
11871750,295.7372027582311
11871780,295.7375989525004
11871810,295.738011014175
11871840,295.73843949720373
11871870,295.7388849763818
