time,hvac_reaAhu_TCooCoiRet_y
11843220,284.99024380316723
11843250,284.99024380316723
11843280,284.99024380316723
11843310,284.99024380316723
11843340,284.99024380316723
11843370,284.99024380316723
11843400,284.99024380316723
11843430,284.99024380316723
11843460,284.99024380316723
11843490,284.99024380316723
11843520,284.99024380316723
11843550,284.99024380316723
11843580,284.99024380316723
11843610,284.99024380316723
11843640,284.99024380316723
11843670,284.99024380316723
11843700,284.99024380316723
11843730,284.99024380316723
11843760,284.99024380316723
11843790,284.99024380316723
11843820,284.99024380316723
11843850,284.99024380316723
11843880,284.99024380316723
11843910,284.99024380316723
11843940,284.99024380316723
11843970,284.99024380316723
11844000,284.99024380316723
11844030,284.99024380316723
11844060,284.99024380316723
11844090,284.99024380316723
11844120,284.99024380316723
11844150,284.99024380316723
11844180,284.99024380316723
11844210,284.99024380316723
11844240,284.99024380316723
11844270,284.99024380316723
11844300,284.99024380316723
11844330,284.99024380316723
11844360,284.99024380316723
11844390,284.99024380316723
11844420,284.99024380316723
11844450,284.99024380316723
11844480,284.99024380316723
11844510,284.99024380316723
11844540,284.99024380316723
11844570,284.99024380316723
11844600,284.99024380316723
11844630,284.99024380316723
11844660,284.99024380316723
11844690,284.99024380316723
11844720,284.99024380316723
11844750,284.99024380316723
11844780,284.99024380316723
11844810,284.99024380316723
11844840,284.99024380316723
11844870,284.99024380316723
11844900,284.99024380316723
11844930,284.99024380316723
11844960,284.99024380316723
11844990,284.99024380316723
11845020,284.99024380316723
11845050,284.99024380316723
11845080,284.99024380316723
11845110,284.99024380316723
11845140,284.99024380316723
11845170,284.99024380316723
11845200,284.99024380316723
11845230,284.99024380316723
11845260,284.99024380316723
11845290,284.99024380316723
11845320,284.99024380316723
11845350,284.99024380316723
11845380,284.99024380316723
11845410,284.99024380316723
11845440,284.99024380316723
11845470,284.99024380316723
11845500,284.99024380316723
11845530,284.99024380316723
11845560,284.99024380316723
11845590,284.99024380316723
11845620,284.99024380316723
11845650,284.99024380316723
11845680,284.99024380316723
11845710,284.99024380316723
11845740,284.99024380316723
11845770,284.99024380316723
11845800,284.99024380316723
11845830,284.99024380316723
11845860,284.99024380316723
11845890,284.99024380316723
11845920,284.99024380316723
11845950,284.99024380316723
11845980,284.99024380316723
11846010,284.99024380316723
11846040,284.99024380316723
11846070,284.99024380316723
11846100,284.99024380316723
11846130,284.99024380316723
11846160,284.99024380316723
11846190,284.99024380316723
11846220,284.99024380316723
11846250,284.99024380316723
11846280,284.99024380316723
11846310,284.99024380316723
11846340,284.99024380316723
11846370,284.99024380316723
11846400,284.99024380316723
11846430,284.99024380316723
11846460,284.99024380316723
11846490,284.99024380316723
11846520,284.99024380316723
11846550,284.99024380316723
11846580,284.99024380316723
11846610,284.99024380316723
11846640,284.99024380316723
11846670,284.99024380316723
11846700,284.99024380316723
11846730,284.99024380316723
11846760,284.99024380316723
11846790,284.99024380316723
11846820,284.99024380316723
11846850,284.99024380316723
11846880,284.99024380316723
11846910,284.99024380316723
11846940,284.99024380316723
11846970,284.99024380316723
11847000,284.99024380316723
11847030,284.99024380316723
11847060,284.99024380316723
11847090,284.99024380316723
11847120,284.99024380316723
11847150,284.99024380316723
11847180,284.99024380316723
11847210,284.99024380316723
11847240,284.99024380316723
11847270,284.99024380316723
11847300,284.99024380316723
11847330,284.99024380316723
11847360,284.99024380316723
11847390,284.99024380316723
11847420,284.99024380316723
11847450,284.99024380316723
11847480,284.99024380316723
11847510,284.99024380316723
11847540,284.99024380316723
11847570,284.99024380316723
11847600,284.99024380316723
11847630,284.99024380316723
11847660,284.99024380316723
11847690,284.99024380316723
11847720,284.99024380316723
11847750,284.99024380316723
11847780,284.99024380316723
11847810,284.99024380316723
11847840,284.99024380316723
11847870,284.99024380316723
11847900,284.99024380316723
11847930,284.99024380316723
11847960,284.99024380316723
11847990,284.99024380316723
11848020,284.99024380316723
11848050,284.99024380316723
11848080,284.99024380316723
11848110,284.99024380316723
11848140,284.99024380316723
11848170,284.99024380316723
11848200,284.99024380316723
11848230,284.99024380316723
11848260,284.99024380316723
11848290,284.99024380316723
11848320,284.99024380316723
11848350,284.99024380316723
11848380,284.99024380316723
11848410,284.99024380316723
11848440,284.99024380316723
11848470,284.99024380316723
11848500,284.99024380316723
11848530,284.99024380316723
11848560,284.99024380316723
11848590,284.99024380316723
11848620,284.99024380316723
11848650,284.99024380316723
11848680,284.99024380316723
11848710,284.99024380316723
11848740,284.99024380316723
11848770,284.99024380316723
11848800,284.99024380316723
11848830,284.99024380316723
11848860,284.99024380316723
11848890,284.99024380316723
11848920,284.99024380316723
11848950,284.99024380316723
11848980,284.99024380316723
11849010,284.99024380316723
11849040,284.99024380316723
11849070,284.99024380316723
11849100,284.99024380316723
11849130,284.99024380316723
11849160,284.99024380316723
11849190,284.99024380316723
11849220,284.99024380316723
11849250,284.99024380316723
11849280,284.99024380316723
11849310,284.99024380316723
11849340,284.99024380316723
11849370,284.99024380316723
11849400,284.99024380316723
11849430,284.99024380316723
11849460,284.99024380316723
11849490,284.99024380316723
11849520,284.99024380316723
11849550,284.99024380316723
11849580,284.99024380316723
11849610,284.99024380316723
11849640,284.99024380316723
11849670,284.99024380316723
11849700,284.99024380316723
11849730,284.99024380316723
11849760,284.99024380316723
11849790,284.99024380316723
11849820,284.99024380316723
11849850,284.99024380316723
11849880,284.99024380316723
11849910,284.99024380316723
11849940,284.99024380316723
11849970,284.99024380316723
11850000,284.99024380316723
11850030,284.99024380316723
11850060,284.99024380316723
11850090,284.99024380316723
11850120,284.99024380316723
11850150,284.99024380316723
11850180,284.99024380316723
11850210,284.99024380316723
11850240,284.99024380316723
11850270,284.99024380316723
11850300,284.99024380316723
11850330,284.99024380316723
11850360,284.99024380316723
11850390,284.99024380316723
11850420,284.99024380316723
11850450,284.99024380316723
11850480,284.99024380316723
11850510,284.99024380316723
11850540,284.99024380316723
11850570,284.99024380316723
11850600,284.99024380316723
11850630,284.99024380316723
11850660,284.99024380316723
11850690,284.99024380316723
11850720,284.99024380316723
11850750,284.99024380316723
11850780,284.99024380316723
11850810,284.99024380316723
11850840,284.99024380316723
11850870,284.99024380316723
11850900,284.99024380316723
11850930,284.99024380316723
11850960,284.99024380316723
11850990,284.99024380316723
11851020,284.99024380316723
11851050,284.99024380316723
11851080,284.99024380316723
11851110,284.99024380316723
11851140,284.99024380316723
11851170,284.99024380316723
11851200,284.99024380316723
11851230,284.99024380316723
11851260,284.99024380316723
11851290,284.99024380316723
11851320,284.99024380316723
11851350,284.99024380316723
11851380,284.99024380316723
11851410,284.99024380316723
11851440,284.99024380316723
11851470,284.99024380316723
11851500,284.99024380316723
11851530,284.99024380316723
11851560,284.99024380316723
11851590,284.99024380316723
11851620,284.99024380316723
11851650,284.99024380316723
11851680,284.99024380316723
11851710,284.99024380316723
11851740,284.99024380316723
11851770,284.99024380316723
11851800,284.99024380316723
11851830,284.99024380316723
11851860,284.99024380316723
11851890,284.99024380316723
11851920,284.99024380316723
11851950,284.99024380316723
11851980,284.99024380316723
11852010,284.99024380316723
11852040,284.99024380316723
11852070,284.99024380316723
11852100,284.99024380316723
11852130,284.99024380316723
11852160,284.99024380316723
11852190,284.99024380316723
11852220,284.99024380316723
11852250,284.99024380316723
11852280,284.99024380316723
11852310,284.99024380316723
11852340,284.99024380316723
11852370,284.99024380316723
11852400,284.99024380316723
11852430,284.99024380316723
11852460,284.99024380316723
11852490,284.99024380316723
11852520,284.99024380316723
11852550,284.99024380316723
11852580,284.99024380316723
11852610,284.99024380316723
11852640,284.99024380316723
11852670,284.99024380316723
11852700,284.99024380316723
11852730,284.99024380316723
11852760,284.99024380316723
11852790,284.99024380316723
11852820,284.99024380316723
11852850,284.99024380316723
11852880,284.99024380316723
11852910,284.99024380316723
11852940,284.99024380316723
11852970,284.99024380316723
11853000,284.99024380316723
11853030,284.99024380316723
11853060,284.99024380316723
11853090,284.99024380316723
11853120,284.99024380316723
11853150,284.99024380316723
11853180,284.99024380316723
11853210,284.99024380316723
11853240,284.99024380316723
11853270,284.99024380316723
11853300,284.99024380316723
11853330,284.99024380316723
11853360,284.99024380316723
11853390,284.99024380316723
11853420,284.99024380316723
11853450,284.99024380316723
11853480,284.99024380316723
11853510,284.99024380316723
11853540,284.99024380316723
11853570,284.99024380316723
11853600,284.99024380316723
11853630,284.99024380316723
11853660,284.99024380316723
11853690,284.99024380316723
11853720,284.99024380316723
11853750,284.99024380316723
11853780,284.99024380316723
11853810,284.99024380316723
11853840,284.99024380316723
11853870,284.99024380316723
11853900,284.99024380316723
11853930,284.99024380316723
11853960,284.99024380316723
11853990,284.99024380316723
11854020,284.99024380316723
11854050,284.99024380316723
11854080,284.99024380316723
11854110,284.99024380316723
11854140,284.99024380316723
11854170,284.99024380316723
11854200,284.99024380316723
11854230,284.99024380316723
11854260,284.99024380316723
11854290,284.99024380316723
11854320,284.99024380316723
11854350,284.99024380316723
11854380,284.99024380316723
11854410,284.99024380316723
11854440,284.99024380316723
11854470,284.99024380316723
11854500,284.99024380316723
11854530,284.99024380316723
11854560,284.99024380316723
11854590,284.99024380316723
11854620,284.99024380316723
11854650,284.99024380316723
11854680,284.99024380316723
11854710,284.99024380316723
11854740,284.99024380316723
11854770,284.99024380316723
11854800,284.99024380316723
11854830,284.99024380316723
11854860,284.99024380316723
11854890,284.99024380316723
11854920,284.99024380316723
11854950,284.99024380316723
11854980,284.99024380316723
11855010,284.99024380316723
11855040,284.99024380316723
11855070,284.99024380316723
11855100,284.99024380316723
11855130,284.99024380316723
11855160,284.99024380316723
11855190,284.99024380316723
11855220,284.99024380316723
11855250,284.99024380316723
11855280,284.99024380316723
11855310,284.99024380316723
11855340,284.99024380316723
11855370,284.99024380316723
11855400,284.99024380316723
11855430,284.99024380316723
11855460,284.99024380316723
11855490,284.99024380316723
11855520,284.99024380316723
11855550,284.99024380316723
11855580,284.99024380316723
11855610,284.99024380316723
11855640,284.99024380316723
11855670,284.99024380316723
11855700,284.99024380316723
11855730,284.99024380316723
11855760,284.99024380316723
11855790,284.99024380316723
11855820,284.99024380316723
11855850,284.99024380316723
11855880,284.99024380316723
11855910,284.99024380316723
11855940,284.99024380316723
11855970,284.99024380316723
11856000,284.99024380316723
11856030,284.99024380316723
11856060,284.99024380316723
11856090,284.99024380316723
11856120,284.99024380316723
11856150,284.99024380316723
11856180,284.99024380316723
11856210,284.99024380316723
11856240,284.99024380316723
11856270,284.99024380316723
11856300,284.99024380316723
11856330,284.99024380316723
11856360,284.99024380316723
11856390,284.99024380316723
11856420,284.99024380316723
11856450,284.99024380316723
11856480,284.99024380316723
11856510,284.99024380316723
11856540,284.99024380316723
11856570,284.99024380316723
11856600,284.99024380316723
11856630,284.99024380316723
11856660,284.99024380316723
11856690,284.99024380316723
11856720,284.99024380316723
11856750,284.99024380316723
11856780,284.99024380316723
11856810,284.99024380316723
11856840,284.99024380316723
11856870,284.99024380316723
11856900,284.99024380316723
11856930,284.99024380316723
11856960,284.99024380316723
11856990,284.99024380316723
11857020,284.99024380316723
11857050,284.99024380316723
11857080,284.99024380316723
11857110,284.99024380316723
11857140,284.99024380316723
11857170,284.99024380316723
11857200,284.99024380316723
11857230,284.99024380316723
11857260,284.99024380316723
11857290,284.99024380316723
11857320,284.99024380316723
11857350,284.99024380316723
11857380,284.99024380316723
11857410,284.99024380316723
11857440,284.99024380316723
11857470,284.99024380316723
11857500,284.99024380316723
11857530,284.99024380316723
11857560,284.99024380316723
11857590,284.99024380316723
11857620,284.99024380316723
11857650,284.99024380316723
11857680,284.99024380316723
11857710,284.99024380316723
11857740,284.99024380316723
11857770,284.99024380316723
11857800,284.99024380316723
11857830,284.99024380316723
11857860,284.99024380316723
11857890,284.99024380316723
11857920,284.99024380316723
11857950,284.99024380316723
11857980,284.99024380316723
11858010,284.99024380316723
11858040,284.99024380316723
11858070,284.99024380316723
11858100,284.99024380316723
11858130,284.99024380316723
11858160,284.99024380316723
11858190,284.99024380316723
11858220,284.99024380316723
11858250,284.99024380316723
11858280,284.99024380316723
11858310,284.99024380316723
11858340,284.99024380316723
11858370,284.99024380316723
11858400,284.99024380316723
11858430,284.99024380316723
11858460,284.99024380316723
11858490,284.99024380316723
11858520,284.99024380316723
11858550,284.99024380316723
11858580,284.99024380316723
11858610,284.99024380316723
11858640,284.99024380316723
11858670,284.99024380316723
11858700,284.99024380316723
11858730,284.99024380316723
11858760,284.99024380316723
11858790,284.99024380316723
11858820,284.99024380316723
11858850,284.99024380316723
11858880,284.99024380316723
11858910,284.99024380316723
11858940,284.99024380316723
11858970,284.99024380316723
11859000,284.99024380316723
11859030,284.99024380316723
11859060,284.99024380316723
11859090,284.99024380316723
11859120,284.99024380316723
11859150,284.99024380316723
11859180,284.99024380316723
11859210,284.99024380316723
11859240,284.99024380316723
11859270,284.99024380316723
11859300,284.99024380316723
11859330,284.99024380316723
11859360,284.99024380316723
11859390,284.99024380316723
11859420,284.99024380316723
11859450,284.99024380316723
11859480,284.99024380316723
11859510,284.99024380316723
11859540,284.99024380316723
11859570,284.99024380316723
11859600,284.99024380316723
11859630,284.99024380316723
11859660,284.99024380316723
11859690,284.99024380316723
11859720,284.99024380316723
11859750,284.99024380316723
11859780,284.99024380316723
11859810,284.99024380316723
11859840,284.99024380316723
11859870,284.99024380316723
11859900,284.99024380316723
11859930,284.99024380316723
11859960,284.99024380316723
11859990,284.99024380316723
11860020,284.99024380316723
11860050,284.99024380316723
11860080,284.99024380316723
11860110,284.99024380316723
11860140,284.99024380316723
11860170,284.99024380316723
11860200,284.99024380316723
11860230,284.99024380316723
11860260,284.99024380316723
11860290,284.99024380316723
11860320,284.99024380316723
11860350,284.99024380316723
11860380,284.99024380316723
11860410,284.99024380316723
11860440,284.99024380316723
11860470,284.99024380316723
11860500,284.99024380316723
11860530,284.99024380316723
11860560,284.99024380316723
11860590,284.99024380316723
11860620,284.99024380316723
11860650,284.99024380316723
11860680,284.99024380316723
11860710,284.99024380316723
11860740,284.99024380316723
11860770,284.99024380316723
11860800,284.99024380316723
11860830,284.99024380316723
11860860,284.99024380316723
11860890,284.99024380316723
11860920,284.99024380316723
11860950,284.99024380316723
11860980,284.99024380316723
11861010,284.99024380316723
11861040,284.99024380316723
11861070,284.99024380316723
11861100,284.99024380316723
11861130,284.99024380316723
11861160,284.99024380316723
11861190,284.99024380316723
11861220,284.99024380316723
11861250,284.99024380316723
11861280,284.99024380316723
11861310,284.99024380316723
11861340,284.99024380316723
11861370,284.99024380316723
11861400,284.99024380316723
11861430,284.99024380316723
11861460,284.99024380316723
11861490,284.99024380316723
11861520,284.99024380316723
11861550,284.99024380316723
11861580,284.99024380316723
11861610,284.99024380316723
11861640,284.99024380316723
11861670,284.99024380316723
11861700,284.99024380316723
11861730,284.99024380316723
11861760,284.99024380316723
11861790,284.99024380316723
11861820,284.99024380316723
11861850,284.99024380316723
11861880,284.99024380316723
11861910,284.99024380316723
11861940,284.99024380316723
11861970,284.99024380316723
11862000,284.99024380316723
11862030,284.99024380316723
11862060,284.99024380316723
11862090,284.99024380316723
11862120,284.99024380316723
11862150,284.99024380316723
11862180,284.99024380316723
11862210,284.99024380316723
11862240,284.99024380316723
11862270,284.99024380316723
11862300,284.99024380316723
11862330,284.99024380316723
11862360,284.99024380316723
11862390,284.99024380316723
11862420,284.99024380316723
11862450,284.99024380316723
11862480,284.99024380316723
11862510,284.99024380316723
11862540,284.99024380316723
11862570,284.99024380316723
11862600,284.99024380316723
11862630,289.29317551277313
11862660,286.559245235717
11862690,284.7980047501522
11862720,284.2532619430054
11862750,284.0662745743406
11862780,284.00459268885277
11862810,283.9856690868676
11862840,283.9807128414798
11862870,283.98031370676756
11862900,283.98146939393513
11862930,283.9831900742119
11862960,283.98517367916713
11862990,283.98731405166467
11863020,283.98958756960656
11863050,283.99197049438555
11863080,283.9944625385637
11863110,283.9970659546483
11863140,283.99977457157996
11863170,284.00258748484123
11863200,284.00550329957883
11863230,286.6229971525106
11863260,286.6284051249266
11863290,286.62841341228625
11863320,286.62841341228625
11863350,286.62841341228625
11863380,286.62841341228625
11863410,286.62841341228625
11863440,286.62841341228625
11863470,286.62841341228625
11863500,286.62841341228625
11863530,286.62841341228625
11863560,286.62841341228625
11863590,286.62841341228625
11863620,286.62841341228625
11863650,286.62841341228625
11863680,286.62841341228625
11863710,286.62841341228625
11863740,286.62841341228625
11863770,286.62841341228625
11863800,286.62841341228625
11863830,288.4740570102601
11863860,286.12368673538555
11863890,284.76165918000794
11863920,284.3233637667919
11863950,284.17495562888166
11863980,284.12837099578326
11864010,284.11676670827774
11864040,284.1165987646374
11864070,284.1201015271658
11864100,284.124848856157
11864130,284.12998026176757
11864160,284.13529207022253
11864190,284.1406968309772
11864220,284.1461577902442
11864250,284.1516717268721
11864280,284.1572360265092
11864310,284.1628448150973
11864340,284.1684993141591
11864370,284.1741965476412
11864400,284.1799351336442
11864430,286.8371690882615
11864460,286.8426303341088
11864490,286.84262702197464
11864520,286.84262702197464
11864550,286.84262702197464
11864580,286.84262702197464
11864610,286.84262702197464
11864640,286.84262702197464
11864670,286.84262702197464
11864700,286.84262702197464
11864730,286.84262702197464
11864760,286.84262702197464
11864790,286.84262702197464
11864820,286.84262702197464
11864850,286.84262702197464
11864880,286.84262702197464
11864910,286.84262702197464
11864940,286.84262702197464
11864970,286.84262702197464
11865000,286.84262702197464
11865030,288.76493800483314
11865060,286.4222209632501
11865090,285.021061563011
11865120,284.5450301961692
11865150,284.3994438365739
11865180,284.3535697196642
11865210,284.34316682061586
11865240,284.34418713328324
11865270,284.34883349901634
11865300,284.35463526127614
11865330,284.36078538391786
11865360,284.3670581038122
11865390,284.37335477894595
11865420,284.37966207453366
11865450,284.38596314384023
11865480,284.39226254652993
11865510,284.398551192527
11865540,284.40482847317105
11865570,284.41109500844976
11865600,284.4173488012703
11865630,287.0931573820429
11865660,287.098655079438
11865690,287.0986590756821
11865720,287.0986590756821
11865750,287.0986590756821
11865780,287.0986590756821
11865810,287.0986590756821
11865840,287.0986590756821
11865870,287.0986590756821
11865900,287.0986590756821
11865930,287.0986590756821
11865960,287.0986590756821
11865990,287.0986590756821
11866020,287.0986590756821
11866050,287.0986590756821
11866080,287.0986590756821
11866110,287.0986590756821
11866140,287.0986590756821
11866170,287.0986590756821
11866200,287.0986590756821
11866230,289.0537444283941
11866260,286.7189637875462
11866290,285.3099269259045
11866320,284.8249591022007
11866350,284.6817615627522
11866380,284.63964485823635
11866410,284.63278558990925
11866440,284.63734126750524
11866470,284.6455698422831
11866500,284.6549904935281
11866530,284.66484625805754
11866560,284.67489749609143
11866590,284.6850651084077
11866620,284.69532585187704
11866650,284.7056692080585
11866680,284.7160907837398
11866710,284.7265866445724
11866740,284.7371541255606
11866770,284.7477907459088
11866800,284.7584939399713
11866830,287.43301401737693
11866860,287.4385902525516
11866890,287.4385870148259
11866920,287.4385869809338
11866950,287.43858698365483
11866980,287.4385869987193
11867010,287.43858700135263
11867040,287.43858700107825
11867070,287.4385870010783
11867100,287.4385870010783
11867130,287.4385870010783
11867160,287.4385870010783
11867190,287.4385870010783
11867220,287.4385870010783
11867250,287.4385870010783
11867280,287.4385870010783
11867310,287.4385870010783
11867340,287.4385870010783
11867370,287.4385870010783
11867400,287.4385870010783
11867430,289.42954064490857
11867460,287.10415891908303
11867490,285.71510241656085
11867520,285.24024141010824
11867550,285.099578463732
11867580,285.0608936901882
11867610,285.0565073873312
11867640,285.0630933210692
11867670,285.0730654041795
11867700,285.08407977720975
11867730,285.09540962832915
11867760,285.10681914859674
11867790,285.11824136885974
11867820,285.12966019173723
11867850,285.1410455564026
11867880,285.1524106588638
11867910,285.163745387525
11867940,285.1750660352327
11867970,285.1863271008478
11868000,285.1975675434256
11868030,285.2514573448725
11868060,285.43649067621
11868090,285.5960080705624
11868120,285.6749088293047
11868150,285.7139329235429
11868180,285.73606266337515
11868210,285.7515642363851
11868240,285.76454940571585
11868270,285.7765772103554
11868300,285.78820629582697
11868330,285.7996483516652
11868360,285.8109723582336
11868390,285.82220585114976
11868420,285.8333548049081
11868450,285.8444206748387
11868480,285.85540183453645
11868510,285.86629633192916
11868540,285.87710157080244
11868570,285.8878149240979
11868600,285.89843372951293
11868630,285.9051695338381
11868660,285.8991038069284
11868690,285.8965443302099
11868720,285.9006218409928
11868750,285.90822202710336
11868780,285.91724262587684
11868810,285.92673191105683
11868840,285.9363230738588
11868870,285.94587842217305
11868900,285.9553374880952
11868930,285.96468496383517
11868960,285.9739109480582
11868990,285.98300903526683
11869020,285.9919762396446
11869050,286.0008086359326
11869080,286.00950386123344
11869110,286.0180592329357
11869140,286.0264719968372
11869170,286.03473942320966
11869200,286.04285879356195
11869230,286.05050327581426
11869260,286.05681400057597
11869290,286.0626655742486
11869320,286.0682032825466
11869350,286.0732380004859
11869380,286.07765023239216
11869410,286.08139691540595
11869440,286.0844646109866
11869470,286.08686287942555
11869500,286.0886006094662
11869530,286.08968822782396
11869560,286.09013731111355
11869590,286.08996019015535
11869620,286.0891694378488
11869650,286.08777762064875
11869680,286.0857972563156
11869710,286.0832408424284
11869740,286.08012088147365
11869770,286.0764498872738
11869800,286.07224038115834
11869830,286.0674214481864
11869860,286.06182739580294
11869890,286.0557929565279
11869920,286.04942316494925
11869950,286.0426615318955
11869980,286.0354657372642
11870010,286.02783129023373
11870040,286.01976322870314
11870070,286.01127106618225
11870100,286.00236574912594
11870130,285.99306051231656
11870160,285.98336505435014
11870190,285.9732946003153
11870220,285.9628619883909
11870250,285.95207906536143
11870280,285.9409578196369
11870310,285.9295107478012
11870340,285.9177504754507
11870370,285.9056895639243
11870400,285.8933405265066
11870430,285.8812030013654
11870460,285.8704160181771
11870490,285.85889062993476
11870520,285.84626540208393
11870550,285.8329721765811
11870580,285.81925885111207
11870610,285.8052772828602
11870640,285.79108476327605
11870670,285.77670041871454
11870700,285.76215151692605
11870730,285.7474481834921
11870760,285.73260734775846
11870790,285.7176386638586
11870820,285.70255755799207
11870850,285.68737412256553
11870880,285.67210275658226
11870910,285.6567543631362
11870940,285.641342470566
11870970,285.62587892808364
11871000,285.6103760966782
11871030,285.59556728144247
11871060,285.5831373370403
11871090,285.5699736199548
11871120,285.55558855554915
11871150,285.540520538405
11871180,285.52521768053066
11871210,285.5098394105524
11871240,285.4944766070037
11871270,285.47917273599836
11871300,285.4639501184157
11871330,285.4488220381619
11871360,285.4338026121321
11871390,285.418904910038
11871420,285.4041414740148
11871450,285.38952466127455
11871480,285.37506680871394
11871510,285.3607802692635
11871540,285.3466774000111
11871570,285.332770549396
11871600,285.31907205517064
11871630,285.30629813420666
11871660,285.2961041392017
