time,hvac_reaAhu_PFanSup_y
11842890,-3.2609174680724106e-17
11842920,-2.5518126340389135e-17
11842950,-1.9295369633564562e-17
11842980,-1.3940904560250396e-17
11843010,-9.454731120446635e-18
11843040,-5.318286255251231e-18
11843070,-2.363682780111659e-18
11843100,-1.2059606020977851e-18
11843130,-3.014901505244463e-19
11843160,-1.205960602097785e-20
11843190,-7.718147853425824e-19
11843220,-3.08725914137033e-18
11843250,-6.379531585097284e-18
11843280,-1.0853645418880066e-17
11843310,-1.7414071094292018e-17
11843340,-2.4420702192480148e-17
11843370,-3.0149015052444625e-17
11843400,-3.9181659962157035e-17
11843430,-4.19794885590239e-17
11843460,-4.9396146261925275e-17
11843490,-5.095183543863141e-17
11843520,-5.253164382737952e-17
11843550,-5.095183543863141e-17
11843580,-5.413557142816957e-17
11843610,-6.426564048579096e-17
11843640,-6.783528386800041e-17
11843670,-7.337064303162923e-17
11843700,-8.30786258785164e-17
11843730,-8.50925800840197e-17
11843760,-9.127915797278136e-17
11843790,-9.338958902645247e-17
11843820,-9.768280876992059e-17
11843850,-1.0430353247543744e-16
11843880,-1.065586788013603e-16
11843910,-1.1346883305138058e-16
11843940,-1.1114132908933187e-16
11843970,-1.1582045622547128e-16
11844000,-1.2302004101999505e-16
11844030,-1.065586788013603e-16
11844060,-8.919284613115218e-17
11844090,-6.783528386800041e-17
11844120,-5.741578426587555e-17
11844150,-4.487379400405858e-17
11844180,-3.387543331292679e-17
11844210,-2.3347397256613118e-17
11844240,-1.7414071094292018e-17
11844270,-1.0142128663642372e-17
11844300,-6.379531585097284e-18
11844330,-2.7134113547200164e-18
11844360,-4.341458167552026e-19
11844390,0.0
11844420,-9.76828087699206e-19
11844450,-3.0872591413703297e-18
11844480,-6.379531585097284e-18
11844510,-1.0142128663642372e-17
11844540,-1.7414071094292018e-17
11844570,-2.4420702192480148e-17
11844600,-3.387543331292679e-17
11844630,-4.19794885590239e-17
11844660,-5.413557142816957e-17
11844690,-6.603840257087472e-17
11844720,-8.108879088505506e-17
11844750,-9.552413929216555e-17
11844780,-1.1582045622547125e-16
11844810,-1.3043669872289642e-16
11844840,-1.5398910928186617e-16
11844870,-1.7077608086306735e-16
11844900,-1.8542850217855544e-16
11844930,-2.069548989260009e-16
11844960,-2.296631370635022e-16
11844990,-2.431698958069974e-16
11845020,-2.7134113547200164e-16
11845050,-2.7134113547200164e-16
11845080,-2.823033173450705e-16
11845110,-2.860056163935107e-16
11845140,-2.8973203465399284e-16
11845170,-3.0487889981634104e-16
11845200,-3.28322773921122e-16
11845230,-3.08725914137033e-16
11845260,-2.7134113547200164e-16
11845290,-2.1012657530951806e-16
11845320,-1.380704293341754e-16
11845350,-6.965628437716807e-17
11845380,-1.9295369633564562e-17
11845410,-4.341458167552026e-19
11845440,-8.791452789292853e-18
11845470,-4.786457629726109e-17
11845500,-1.4592123285383199e-16
11845530,-2.8973203465399284e-16
11845560,-4.538753322055223e-16
11845590,-6.214194386549677e-16
11845620,-7.477076329066476e-16
11845650,-8.089704314932151e-16
11845680,-8.341508888650169e-16
11845710,-9.590281092122426e-16
11845740,-1.0566144411339955e-15
11845770,-1.129213269380282e-15
11845800,-1.181467542269179e-15
11845830,-1.2118577494420434e-15
11845860,-1.2426338640075786e-15
11845890,-1.234903656548132e-15
11845920,-1.234903656548132e-15
11845950,-1.2042240188307643e-15
11845980,-1.1739302885060677e-15
11846010,-1.1366058078711414e-15
11846040,-1.099884307537264e-15
11846070,-1.078140837881441e-15
11846100,-1.0142128663642374e-15
11846130,-9.658417866140952e-16
11846160,-9.18652548254009e-16
11846190,-8.726451512839781e-16
11846220,-8.278195957040035e-16
11846250,-7.96524918079566e-16
11846280,-7.477076329066476e-16
11846310,-7.062587670125469e-16
11846340,-6.773760105923049e-16
11846370,-6.379531585097282e-16
11846400,-6.051027917085847e-16
11846430,-5.731207165409513e-16
11846460,-5.36905719659955e-16
11846490,-5.11761441106216e-16
11846520,-4.775724580367438e-16
11846550,-4.538753322055223e-16
11846580,-4.262347152054412e-16
11846610,-3.994623898388703e-16
11846640,-3.735583561058099e-16
11846670,-3.485226140062599e-16
11846700,-3.2435516354022023e-16
11846730,-3.08725914137033e-16
11846760,-2.786251375086723e-16
11846790,-2.6415361028349886e-16
11846820,-2.3975702730306065e-16
11846850,-2.2634674540773327e-16
11846880,-2.0380734175452567e-16
11846910,-1.9145830518904437e-16
11846940,-1.7077608086306735e-16
11846970,-1.5948828962743205e-16
11847000,-1.4328017913523783e-16
11847030,-1.3043669872289642e-16
11847060,-1.1819619861160392e-16
11847090,-1.0883794433932511e-16
11847120,-9.768280876992059e-17
11847150,-8.713065350156498e-17
11847180,-7.526400117692277e-17
11847210,-6.965628437716807e-17
11847240,-6.079247395174934e-17
11847270,-5.253164382737952e-17
11847300,-4.786457629726109e-17
11847330,-4.19794885590239e-17
11847360,-3.516581115717141e-17
11847390,-3.0149015052444625e-17
11847420,-2.778533227233297e-17
11847450,-2.4420702192480148e-17
11847480,-2.0272197721263765e-17
11847510,-1.7414071094292018e-17
11847540,-1.3940904560250396e-17
11847570,-1.1589281386159715e-17
11847600,-9.454731120446635e-18
11847630,-9.454731120446635e-18
11847660,-1.2349036565481319e-17
11847690,-1.3940904560250396e-17
11847720,-1.313291095684488e-17
11847750,-1.4773017375697865e-17
11847780,-1.650960064271868e-17
11847810,-1.650960064271868e-17
11847840,-1.9295369633564562e-17
11847870,-1.8342660757907308e-17
11847900,-2.0272197721263765e-17
11847930,-2.3347397256613118e-17
11847960,-2.4420702192480148e-17
11847990,-2.5518126340389135e-17
11848020,-2.6639669700340074e-17
11848050,-2.778533227233297e-17
11848080,-3.136703526056339e-17
11848110,-3.136703526056339e-17
11848140,-3.2609174680724106e-17
11848170,-3.6480308213457996e-17
11848200,-3.516581115717141e-17
11848230,-3.781892448178654e-17
11848260,-4.056851465456949e-17
11848290,-4.056851465456949e-17
11848320,-4.056851465456949e-17
11848350,-4.487379400405858e-17
11848380,-4.487379400405858e-17
11848410,-4.9396146261925275e-17
11848440,-4.786457629726109e-17
11848470,-4.9396146261925275e-17
11848500,-5.095183543863141e-17
11848530,-5.253164382737952e-17
11848560,-5.253164382737952e-17
11848590,-5.253164382737952e-17
11848620,-5.413557142816957e-17
11848650,-5.741578426587555e-17
11848680,-5.909206950279146e-17
11848710,-6.079247395174934e-17
11848740,-6.079247395174934e-17
11848770,-6.251699761274917e-17
11848800,-6.251699761274917e-17
11848830,-6.251699761274917e-17
11848860,-6.603840257087472e-17
11848890,-6.603840257087472e-17
11848920,-6.783528386800041e-17
11848950,-6.426564048579096e-17
11848980,-6.783528386800041e-17
11849010,-6.603840257087472e-17
11849040,-6.965628437716807e-17
11849070,-6.783528386800041e-17
11849100,-6.965628437716807e-17
11849130,-6.965628437716807e-17
11849160,-6.965628437716807e-17
11849190,-7.150140409837767e-17
11849220,-6.965628437716807e-17
11849250,-7.150140409837767e-17
11849280,-7.337064303162923e-17
11849310,-7.150140409837767e-17
11849340,-7.337064303162923e-17
11849370,-7.337064303162923e-17
11849400,-7.337064303162923e-17
11849430,-7.337064303162923e-17
11849460,-7.337064303162923e-17
11849490,-7.526400117692277e-17
11849520,-7.337064303162923e-17
11849550,-7.526400117692277e-17
11849580,-7.337064303162923e-17
11849610,-7.526400117692277e-17
11849640,-7.337064303162923e-17
11849670,-7.526400117692277e-17
11849700,-7.337064303162923e-17
11849730,-7.150140409837767e-17
11849760,-7.337064303162923e-17
11849790,-7.337064303162923e-17
11849820,-7.337064303162923e-17
11849850,-7.150140409837767e-17
11849880,-7.337064303162923e-17
11849910,-7.526400117692277e-17
11849940,-6.965628437716807e-17
11849970,-7.150140409837767e-17
11850000,-6.965628437716807e-17
11850030,-7.150140409837767e-17
11850060,-7.150140409837767e-17
11850090,-7.337064303162923e-17
11850120,-6.965628437716807e-17
11850150,-6.965628437716807e-17
11850180,-6.965628437716807e-17
11850210,-6.965628437716807e-17
11850240,-6.603840257087472e-17
11850270,-6.783528386800041e-17
11850300,-6.603840257087472e-17
11850330,-6.603840257087472e-17
11850360,-6.603840257087472e-17
11850390,-6.251699761274918e-17
11850420,-6.079247395174935e-17
11850450,-6.426564048579096e-17
11850480,-6.251699761274917e-17
11850510,-6.079247395174934e-17
11850540,-5.909206950279146e-17
11850570,-6.079247395174934e-17
11850600,-5.741578426587556e-17
11850630,-5.576361824100158e-17
11850660,-5.741578426587556e-17
11850690,-5.576361824100158e-17
11850720,-5.413557142816957e-17
11850750,-5.2531643827379514e-17
11850780,-5.413557142816957e-17
11850810,-5.2531643827379514e-17
11850840,-5.095183543863142e-17
11850870,-5.095183543863142e-17
11850900,-4.786457629726109e-17
11850930,-4.635712554463886e-17
11850960,-4.635712554463886e-17
11850990,-4.487379400405858e-17
11851020,-4.487379400405858e-17
11851050,-4.19794885590239e-17
11851080,-4.341458167552026e-17
11851110,-4.056851465456949e-17
11851140,-4.056851465456949e-17
11851170,-3.781892448178654e-17
11851200,-3.6480308213457996e-17
11851230,-3.6480308213457996e-17
11851260,-3.781892448178654e-17
11851290,-3.6480308213457996e-17
11851320,-3.6480308213457996e-17
11851350,-3.781892448178654e-17
11851380,-3.6480308213457996e-17
11851410,-3.6480308213457996e-17
11851440,-3.781892448178654e-17
11851470,-3.6480308213457996e-17
11851500,-3.516581115717141e-17
11851530,-3.387543331292679e-17
11851560,-3.6480308213457996e-17
11851590,-3.516581115717141e-17
11851620,-3.2609174680724106e-17
11851650,-3.136703526056339e-17
11851680,-3.2609174680724106e-17
11851710,-2.895511405636782e-17
11851740,-2.778533227233297e-17
11851770,-2.778533227233297e-17
11851800,-2.778533227233297e-17
11851830,-2.4420702192480148e-17
11851860,-2.4420702192480148e-17
11851890,-2.5518126340389135e-17
11851920,-2.4420702192480148e-17
11851950,-2.1273145021004925e-17
11851980,-2.0272197721263765e-17
11852010,-1.9295369633564562e-17
11852040,-1.9295369633564562e-17
11852070,-1.7414071094292018e-17
11852100,-1.5629249403187295e-17
11852130,-1.4773017375697865e-17
11852160,-1.3132910956844879e-17
11852190,-1.1589281386159715e-17
11852220,-1.234903656548132e-17
11852250,-1.0142128663642372e-17
11852280,-9.454731120446635e-18
11852310,-8.152293670181026e-18
11852340,-7.537253763111156e-18
11852370,-6.946333068083242e-18
11852400,-6.379531585097284e-18
11852430,-5.318286255251231e-18
11852460,-3.485226140062599e-18
11852490,-3.0872591413703297e-18
11852520,-2.7134113547200164e-18
11852550,-2.363682780111659e-18
11852580,-2.0380734175452566e-18
11852610,-1.4592123285383199e-18
11852640,-9.768280876992057e-19
11852670,-5.909206950279147e-19
11852700,-5.909206950279147e-19
11852730,-3.014901505244463e-19
11852760,-1.0853645418880066e-19
11852790,0.0
11852820,0.0
11852850,-1.205960602097785e-20
11852880,-1.929536963356456e-19
11852910,-3.014901505244463e-19
11852940,-5.909206950279147e-19
11852970,-9.768280876992057e-19
11853000,-1.2059606020977851e-18
11853030,-2.0380734175452566e-18
11853060,-2.7134113547200164e-18
11853090,-2.7134113547200164e-18
11853120,-3.485226140062599e-18
11853150,-4.3535177735730044e-18
11853180,-4.8238424083911405e-18
11853210,-6.379531585097284e-18
11853240,-6.379531585097284e-18
11853270,-7.537253763111156e-18
11853300,-9.454731120446635e-18
11853330,-1.0142128663642372e-17
11853360,-1.1589281386159715e-17
11853390,-1.234903656548132e-17
11853420,-1.3132910956844877e-17
11853450,-1.4773017375697868e-17
11853480,-1.5629249403187292e-17
11853510,-1.650960064271868e-17
11853540,-1.7414071094292018e-17
11853570,-1.9295369633564562e-17
11853600,-1.9295369633564562e-17
11853630,-2.0272197721263765e-17
11853660,-2.2298211532788045e-17
11853690,-2.2298211532788045e-17
11853720,-2.2298211532788045e-17
11853750,-2.2298211532788045e-17
11853780,-2.2298211532788045e-17
11853810,-2.1273145021004925e-17
11853840,-2.2298211532788045e-17
11853870,-2.0272197721263765e-17
11853900,-1.9295369633564562e-17
11853930,-1.7414071094292018e-17
11853960,-1.8342660757907308e-17
11853990,-1.650960064271868e-17
11854020,-1.3940904560250396e-17
11854050,-1.3132910956844877e-17
11854080,-1.0853645418880066e-17
11854110,-1.0142128663642372e-17
11854140,-8.791452789292853e-18
11854170,-6.946333068083242e-18
11854200,-6.379531585097284e-18
11854230,-4.8238424083911405e-18
11854260,-3.907312350796823e-18
11854290,-3.0872591413703297e-18
11854320,-2.0380734175452566e-18
11854350,-1.4592123285383199e-18
11854380,-9.768280876992057e-19
11854410,-5.909206950279147e-19
11854440,-3.014901505244463e-19
11854470,-1.2059606020977852e-20
11854500,0.0
11854530,-1.205960602097785e-20
11854560,-4.82384240839114e-20
11854590,-3.014901505244463e-19
11854620,-7.718147853425824e-19
11854650,-9.76828087699206e-19
11854680,-1.2059606020977851e-18
11854710,-2.0380734175452566e-18
11854740,-2.0380734175452566e-18
11854770,-2.7134113547200164e-18
11854800,-3.907312350796823e-18
11854830,-2.7134113547200164e-18
11854860,-3.0872591413703297e-18
11854890,-2.7134113547200164e-18
11854920,-2.0380734175452566e-18
11854950,-2.363682780111659e-18
11854980,-1.7365832670208105e-18
11855010,-2.0380734175452566e-18
11855040,-1.2059606020977851e-18
11855070,-1.2059606020977851e-18
11855100,-9.76828087699206e-19
11855130,-1.2059606020977851e-18
11855160,-9.76828087699206e-19
11855190,-7.718147853425825e-19
11855220,-7.718147853425825e-19
11855250,-5.909206950279147e-19
11855280,-4.341458167552026e-19
11855310,-4.341458167552026e-19
11855340,-3.014901505244463e-19
11855370,-1.9295369633564563e-19
11855400,-3.014901505244463e-19
11855430,-1.0853645418880066e-19
11855460,-1.929536963356456e-19
11855490,-1.929536963356456e-19
11855520,-1.0853645418880066e-19
11855550,-4.82384240839114e-20
11855580,-4.82384240839114e-20
11855610,-1.205960602097785e-20
11855640,-4.82384240839114e-20
11855670,-1.205960602097785e-20
11855700,-1.205960602097785e-20
11855730,-1.205960602097785e-20
11855760,-4.82384240839114e-20
11855790,0.0
11855820,0.0
11855850,-1.205960602097785e-20
11855880,-4.82384240839114e-20
11855910,-1.205960602097785e-20
11855940,-4.82384240839114e-20
11855970,-1.205960602097785e-20
11856000,-4.82384240839114e-20
11856030,-1.0853645418880066e-19
11856060,-4.82384240839114e-20
11856090,-4.82384240839114e-20
11856120,-1.929536963356456e-19
11856150,-1.929536963356456e-19
11856180,-3.014901505244463e-19
11856210,-4.341458167552026e-19
11856240,-4.341458167552026e-19
11856270,-7.718147853425824e-19
11856300,-7.718147853425824e-19
11856330,-7.718147853425824e-19
11856360,-9.76828087699206e-19
11856390,-1.7365832670208105e-18
11856420,-1.7365832670208105e-18
11856450,-2.0380734175452566e-18
11856480,-2.363682780111659e-18
11856510,-2.7134113547200164e-18
11856540,-2.7134113547200164e-18
11856570,-3.485226140062599e-18
11856600,-4.8238424083911405e-18
11856630,-4.8238424083911405e-18
11856660,-5.8368493141532794e-18
11856690,-6.379531585097284e-18
11856720,-7.537253763111156e-18
11856750,-7.537253763111156e-18
11856780,-9.454731120446635e-18
11856810,-9.454731120446635e-18
11856840,-1.3132910956844879e-17
11856870,-1.2349036565481319e-17
11856900,-1.4773017375697865e-17
11856930,-1.650960064271868e-17
11856960,-1.8342660757907308e-17
11856990,-2.0272197721263765e-17
11857020,-2.2298211532788045e-17
11857050,-2.3347397256613118e-17
11857080,-2.778533227233297e-17
11857110,-3.0149015052444625e-17
11857140,-3.2609174680724106e-17
11857170,-3.516581115717141e-17
11857200,-4.19794885590239e-17
11857230,-4.341458167552026e-17
11857260,-4.786457629726109e-17
11857290,-4.9396146261925275e-17
11857320,-5.413557142816957e-17
11857350,-6.251699761274917e-17
11857380,-6.603840257087472e-17
11857410,-7.150140409837767e-17
11857440,-7.912307510363567e-17
11857470,-8.30786258785164e-17
11857500,-9.127915797278136e-17
11857530,-9.768280876992059e-17
11857560,-1.065586788013603e-16
11857590,-1.1346883305138058e-16
11857620,-1.2302004101999505e-16
11857650,-1.3043669872289642e-16
11857680,-1.4066324462868565e-16
11857710,-1.5127569792714617e-16
11857740,-1.5672663984862814e-16
11857770,-1.7077608086306735e-16
11857800,-1.7949517601623432e-16
11857830,-1.9145830518904437e-16
11857860,-2.069548989260009e-16
11857890,-2.1332237090507718e-16
11857920,-2.2634674540773327e-16
11857950,-2.3300364793131303e-16
11857980,-2.4316989580699734e-16
11858010,-2.5706256194316386e-16
11858040,-2.6415361028349886e-16
11858070,-2.7134113547200164e-16
11858100,-2.860056163935107e-16
11858130,-2.8973203465399284e-16
11858160,-2.9725722881108306e-16
11858190,-3.125970476697669e-16
11858220,-3.08725914137033e-16
11858250,-3.08725914137033e-16
11858280,-3.164923004145427e-16
11858310,-3.164923004145427e-16
11858340,-3.2041167237136046e-16
11858370,-3.164923004145427e-16
11858400,-3.164923004145427e-16
11858430,1135.3159257038303
11858460,2361.0282357509977
11858490,2719.063422411683
11858520,2746.628569979147
11858550,2679.1436012096447
11858580,2587.0375138259324
11858610,2489.7310123283332
11858640,2392.484969376439
11858670,2296.7250977640383
11858700,2202.8245206275083
11858730,2110.8916059591575
11858760,2020.9450015003677
11858790,1932.9832585458557
11858820,1847.0378807778718
11858850,1763.0759780015553
11858880,1681.1072734624775
11858910,1601.113282087816
11858940,1523.1142244335263
11858970,1447.099838982841
11859000,1373.0573345879393
11859030,1301.0187823933868
11859060,1230.9362126862957
11859090,1162.8400907824462
11859120,1096.7255416598268
11859150,1032.611943317855
11859180,970.4739665614276
11859210,910.3278043832809
11859240,852.1818343529056
11859270,796.0469439042138
11859300,741.9374251282501
11859330,689.8794927535384
11859360,639.8823883894007
11859390,591.9804804555081
11859420,546.199665565618
11859450,502.5805664725489
11859480,461.1315588588369
11859510,421.8938654730853
11859540,384.57129066869317
11859570,349.0325957654224
11859600,315.3433825560859
11859630,298.3285174701983
11859660,292.8723772068614
11859690,290.55057231760276
11859720,289.45404407924445
11859750,288.8519331908639
11859780,288.4596523119748
11859810,288.15674731173306
11859840,287.91554372924554
11859870,287.6968849578503
11859900,287.49700524570164
11859930,287.31174350315916
11859960,287.1385926975856
11859990,286.9778553657214
11860020,286.8235638951275
11860050,286.6798511907843
11860080,286.54395477712484
11860110,286.4171050879178
11860140,286.2968270882693
11860170,286.1832133321203
11860200,286.07597061566054
11860230,285.9739121098508
11860260,285.87718544456067
11860290,285.7854590367181
11860320,285.6979784020899
11860350,285.61469336103806
11860380,285.53513388711764
11860410,285.4591644391747
11860440,285.3864334205744
11860470,285.31680801898625
11860500,285.250012294634
11860530,285.1857848737709
11860560,285.12388613569493
11860590,285.0645424295075
11860620,285.00742456230444
11860650,284.95218556603123
11860680,284.89896360482646
11860710,284.8475706414586
11860740,284.7976191472632
11860770,284.74980098186285
11860800,284.7032865213134
11860830,284.65821885881036
11860860,284.61452218016325
11860890,284.5721300707644
11860920,284.53099485130207
11860950,284.4910104188708
11860980,284.45221788761097
11861010,284.41448309953853
11861040,284.3779312362809
11861070,284.3426000378951
11861100,284.30843879326216
11861130,284.2753942384697
11861160,284.24341548925776
11861190,284.2124508838426
11861220,284.1824522211514
11861250,284.1533703015717
11861280,284.125154892625
11861310,284.0977599780119
11861340,284.0711411037396
11861370,284.04525139836494
11861400,284.02005191645287
11861430,283.99549890960174
11861460,283.97155918094325
11861490,283.9481941149415
11861520,283.92537604343875
11861550,283.90307015866284
11861580,283.8812559243564
11861610,283.8599129234515
11861640,283.839032603062
11861670,283.8185913326064
11861700,283.79857350789035
11861730,283.7789453372448
11861760,283.7596909994555
11861790,283.74077397593095
11861820,283.7221870345087
11861850,283.7038926787957
11861880,283.68589759210096
11861910,283.6681683974115
11861940,283.65069978584927
11861970,283.63348770989035
11862000,283.61652556073284
11862030,283.5998072025946
11862060,283.5833268259046
11862090,283.56707637490035
11862120,283.5510449827265
11862150,283.53521955764586
11862180,283.5195858229489
11862210,283.5041293934108
11862240,283.4888365414374
11862270,283.4736945009258
11862300,283.45869147942847
11862330,283.4438165726001
11862360,283.4290596781266
11862390,283.41441142943546
11862420,283.3998631511526
11862450,283.3854068312808
11862480,283.3710351004976
11862510,283.3567412124147
11862540,283.34251902316316
11862570,283.32836297136834
11862600,283.3142680595971
11862630,283.30022983616465
11862660,283.28624437732987
11862690,283.27230826912626
11862720,283.2584185891736
11862750,283.2445728878491
11862780,283.2307691690873
11862810,283.2170058716157
11862840,283.20328184961454
11862870,283.1895963536079
11862900,283.175949011155
11862930,283.1623398079199
11862960,283.14876906843887
11862990,283.13523743737164
11863020,283.12174586082176
11863050,283.10829556753635
11863080,283.09488805067997
11863110,283.08152504986964
11863140,283.06820853311194
11863170,283.05494067945364
11863200,283.04172386143904
11863230,283.028560628433
11863260,283.0154536896866
11863290,283.00240589859527
11863320,282.9894202365642
11863350,282.97647619973964
11863380,282.9696845135982
11863410,282.96750224383374
11863440,282.9666947208927
11863470,282.9664202276991
11863500,282.96634903889924
11863530,282.9663603798334
11863560,282.96639508670137
11863590,282.9664410695069
11863620,282.9664882122356
11863650,282.9665326514195
11863680,282.9665739724285
11863710,282.96661219868224
11863740,282.96664706618196
11863770,282.9666782512533
11863800,282.9667055241716
