time,hvac_reaAhu_V_flow_sup_y
11839620,2.8425432668354244e-09
11839650,2.4364656572875053e-09
11839680,2.030388047739588e-09
11839710,1.6243104381916701e-09
11839740,8.121552190958346e-10
11839770,1.2182328286437526e-09
11839800,0.0
11839830,-4.060776095479172e-10
11839860,-8.121552190958343e-10
11839890,-1.2182328286437514e-09
11839920,-2.4364656572875015e-09
11839950,-2.0303880477395853e-09
11839980,-2.8425432668354186e-09
11840010,-2.8425432668354186e-09
11840040,-3.248620876383334e-09
11840070,-4.466853705027083e-09
11840100,-4.872931314574998e-09
11840130,-4.872931314574999e-09
11840160,-6.091164143218748e-09
11840190,-6.903319362314579e-09
11840220,-7.715474581410407e-09
11840250,-8.121552190958323e-09
11840280,-8.527629800506236e-09
11840310,-8.933707410054154e-09
11840340,-1.0151940238697898e-08
11840370,-1.1370173067341638e-08
11840400,-1.2182328286437466e-08
11840430,-1.2182328286437464e-08
11840460,-1.258840589598538e-08
11840490,-1.2588405895985382e-08
11840520,-1.2994483505533296e-08
11840550,-1.3400561115081203e-08
11840580,-1.2994483505533295e-08
11840610,-1.3400561115081208e-08
11840640,-1.380663872462912e-08
11840670,-1.380663872462912e-08
11840700,-1.3806638724629122e-08
11840730,-1.4618793943724946e-08
11840760,-1.502487155327286e-08
11840790,-1.543094916282077e-08
11840820,-1.5837026772368687e-08
11840850,-1.5430949162820774e-08
11840880,-1.62431043819166e-08
11840910,-1.5837026772368684e-08
11840940,-1.664918199146451e-08
11840970,-1.7055259601012422e-08
11841000,-1.7461337210560335e-08
11841030,-1.6649181991464513e-08
11841060,-1.705525960101242e-08
11841090,-1.705525960101242e-08
11841120,-1.7867414820108245e-08
11841150,-1.7867414820108248e-08
11841180,-1.8273492429656158e-08
11841210,-1.867957003920407e-08
11841240,-1.908564764875198e-08
11841270,-1.9085647648751984e-08
11841300,-1.9085647648751984e-08
11841330,-1.9897802867847803e-08
11841360,-2.030388047739572e-08
11841390,-2.030388047739572e-08
11841420,-2.0709958086943632e-08
11841450,-2.1116035696491535e-08
11841480,-2.1522113306039455e-08
11841510,-2.152211330603945e-08
11841540,-2.2334268525135274e-08
11841570,-2.233426852513527e-08
11841600,-2.1928190915587367e-08
11841630,-2.2740346134683187e-08
11841660,-2.2740346134683183e-08
11841690,-2.355250135377901e-08
11841720,-2.3958578963326922e-08
11841750,-2.395857896332692e-08
11841780,-2.395857896332692e-08
11841810,-2.517681179197065e-08
11841840,-2.5176811791970644e-08
11841870,-2.477073418242273e-08
11841900,-2.4770734182422738e-08
11841930,-2.558288940151856e-08
11841960,-2.6395044620614373e-08
11841990,-2.598896701106647e-08
11842020,-2.6395044620614377e-08
11842050,-2.680112223016229e-08
11842080,-2.6801122230162286e-08
11842110,-2.6801122230162293e-08
11842140,-2.7207199839710196e-08
11842170,-2.7613277449258102e-08
11842200,-2.7613277449258102e-08
11842230,-2.8019355058806005e-08
11842260,-2.8019355058806015e-08
11842290,-2.761327744925811e-08
11842320,-2.76132774492581e-08
11842350,-2.8019355058806022e-08
11842380,-2.761327744925811e-08
11842410,-2.7613277449258112e-08
11842440,-2.7613277449258105e-08
11842470,-2.7613277449258105e-08
11842500,-2.761327744925811e-08
11842530,-2.7613277449258105e-08
11842560,-2.7207199839710206e-08
11842590,-2.6395044620614377e-08
11842620,-2.5582889401518554e-08
11842650,-2.5582889401518557e-08
11842680,-2.639504462061437e-08
11842710,-2.680112223016229e-08
11842740,-2.6801122230162286e-08
11842770,-2.6395044620614377e-08
11842800,-2.5176811791970644e-08
11842830,-2.436465657287483e-08
11842860,-2.2334268525135277e-08
11842890,-2.111603569649154e-08
11842920,-1.867957003920407e-08
11842950,-1.62431043819166e-08
11842980,-1.380663872462912e-08
11843010,-1.137017306734164e-08
11843040,-8.527629800506238e-09
11843070,-5.6850865336708314e-09
11843100,-4.060776095479167e-09
11843130,-2.0303880477395853e-09
11843160,4.0607760954791737e-10
11843190,3.248620876383342e-09
11843220,6.497241752766691e-09
11843250,9.33978501960213e-09
11843280,1.2182328286437573e-08
11843310,1.5430949162820943e-08
11843340,1.8273492429656396e-08
11843370,2.030388047739601e-08
11843400,2.3146423744231474e-08
11843430,2.3958578963327326e-08
11843460,2.5988967011066947e-08
11843490,2.6395044620614866e-08
11843520,2.6801122230162802e-08
11843550,2.6395044620614873e-08
11843580,2.720719983971072e-08
11843610,2.9643665496998272e-08
11843640,3.045582071609413e-08
11843670,3.1674053544737896e-08
11843700,3.370444159247754e-08
11843730,3.4110519202025453e-08
11843760,3.532875203066925e-08
11843790,3.573482964021717e-08
11843820,3.6546984859313024e-08
11843850,3.776521768795682e-08
11843880,3.817129529750474e-08
11843910,3.938952812614853e-08
11843940,3.8983450516600594e-08
11843970,3.979560573569646e-08
11844000,4.101383856434024e-08
11844030,3.817129529750475e-08
11844060,3.492267442112132e-08
11844090,3.045582071609412e-08
11844120,2.8019355058806564e-08
11844150,2.4770734182423168e-08
11844180,2.152211330603978e-08
11844210,1.7867414820108473e-08
11844240,1.5430949162820943e-08
11844270,1.1776250676889649e-08
11844300,9.33978501960213e-09
11844330,6.0911641432187725e-09
11844360,2.4364656572875065e-09
11844390,0.0
11844420,-3.6546984859312507e-09
11844450,-6.4972417527666606e-09
11844480,-9.339785019602067e-09
11844510,-1.1776250676889551e-08
11844540,-1.543094916282077e-08
11844570,-1.8273492429656158e-08
11844600,-2.1522113306039455e-08
11844630,-2.395857896332692e-08
11844660,-2.72071998397102e-08
11844690,-3.004974310654556e-08
11844720,-3.3298363982928833e-08
11844750,-3.6140907249764174e-08
11844780,-3.979560573569533e-08
11844810,-4.2232071392982766e-08
11844840,-4.5886769878913906e-08
11844870,-4.832323553620133e-08
11844900,-5.035362358394084e-08
11844930,-5.3196166850776166e-08
11844960,-5.603871011761147e-08
11844990,-5.7663020555803066e-08
11845020,-6.091164143218628e-08
11845050,-6.091164143218628e-08
11845080,-6.212987426082999e-08
11845110,-6.253595187037788e-08
11845140,-6.294202947992578e-08
11845170,-6.456633991811738e-08
11845200,-6.700280557540477e-08
11845230,-6.497241752766529e-08
11845260,-6.091164143218628e-08
11845290,-5.360224446032406e-08
11845320,-4.345030422162648e-08
11845350,-3.086189832564138e-08
11845380,-1.62431043819166e-08
11845410,-2.4364656572875015e-09
11845440,1.0964095457793811e-08
11845470,2.558288940151902e-08
11845500,4.4668537050271606e-08
11845530,6.294202947992857e-08
11845560,7.877905625229813e-08
11845590,9.217961736738025e-08
11845620,1.0111332477743503e-07
11845650,1.0517410087291448e-07
11845680,1.0679841131110629e-07
11845710,1.1451388589251731e-07
11845740,1.201989724261886e-07
11845770,1.2425974852166813e-07
11845800,1.271022917885038e-07
11845830,1.2872660222669566e-07
11845860,1.3035091266488746e-07
11845890,1.299448350553395e-07
11845920,1.2994483505533952e-07
11845950,1.283205246171477e-07
11845980,1.2669621417895587e-07
11846010,1.2466582613121611e-07
11846040,1.2263543808347638e-07
11846070,1.214172052548325e-07
11846100,1.1776250676890094e-07
11846130,1.1491996350206528e-07
11846160,1.1207742023522962e-07
11846190,1.0923487696839395e-07
11846220,1.0639233370155834e-07
11846250,1.0436194565381858e-07
11846280,1.0111332477743499e-07
11846310,9.827078151059942e-08
11846340,9.624039346285967e-08
11846370,9.339785019602407e-08
11846400,9.096138453873637e-08
11846430,8.852491888144874e-08
11846460,8.568237561461316e-08
11846490,8.365198756687342e-08
11846520,8.080944430003785e-08
11846550,7.877905625229815e-08
11846580,7.634259059501053e-08
11846610,7.390612493772286e-08
11846640,7.146965928043526e-08
11846670,6.903319362314763e-08
11846700,6.659672796586e-08
11846730,6.497241752766827e-08
11846760,6.172379665128478e-08
11846790,6.009948621309305e-08
11846820,5.72569429462575e-08
11846850,5.563263250806577e-08
11846880,5.279008924123023e-08
11846910,5.116577880303851e-08
11846940,4.832323553620298e-08
11846970,4.669892509801126e-08
11847000,4.4262459440723684e-08
11847030,4.223207139298403e-08
11847060,4.020168334524439e-08
11847090,3.857737290705267e-08
11847120,3.6546984859313024e-08
11847150,3.4516596811573396e-08
11847180,3.2080131154285826e-08
11847210,3.086189832564206e-08
11847240,2.8831510277902417e-08
11847270,2.68011222301628e-08
11847300,2.5582889401519017e-08
11847330,2.3958578963327326e-08
11847360,2.1928190915587705e-08
11847390,2.030388047739601e-08
11847420,1.9491725258300165e-08
11847450,1.8273492429656396e-08
11847480,1.6649181991464708e-08
11847510,1.5430949162820936e-08
11847540,1.3806638724629253e-08
11847570,1.2588405895985493e-08
11847600,1.137017306734173e-08
11847630,1.137017306734173e-08
11847660,1.2994483505533414e-08
11847690,1.3806638724629256e-08
11847720,1.3400561115081333e-08
11847750,1.4212716334177176e-08
11847780,1.502487155327302e-08
11847810,1.502487155327302e-08
11847840,1.6243104381916785e-08
11847870,1.5837026772368862e-08
11847900,1.6649181991464705e-08
11847930,1.786741482010847e-08
11847960,1.8273492429656396e-08
11847990,1.8679570039204322e-08
11848020,1.9085647648752242e-08
11848050,1.949172525830016e-08
11848080,2.0709958086943933e-08
11848110,2.070995808694393e-08
11848140,2.111603569649186e-08
11848170,2.2334268525135628e-08
11848200,2.1928190915587702e-08
11848230,2.2740346134683547e-08
11848260,2.3552501353779393e-08
11848290,2.3552501353779403e-08
11848320,2.35525013537794e-08
11848350,2.4770734182423168e-08
11848380,2.4770734182423168e-08
11848410,2.5988967011066943e-08
11848440,2.558288940151902e-08
11848470,2.5988967011066947e-08
11848500,2.6395044620614873e-08
11848530,2.6801122230162802e-08
11848560,2.68011222301628e-08
11848590,2.68011222301628e-08
11848620,2.7207199839710722e-08
11848650,2.8019355058806568e-08
11848680,2.8425432668354494e-08
11848710,2.883151027790242e-08
11848740,2.883151027790242e-08
11848770,2.9237587887450346e-08
11848800,2.9237587887450353e-08
11848830,2.9237587887450346e-08
11848860,3.00497431065462e-08
11848890,3.0049743106546205e-08
11848920,3.045582071609412e-08
11848950,2.9643665496998276e-08
11848980,3.045582071609412e-08
11849010,3.00497431065462e-08
11849040,3.086189832564205e-08
11849070,3.045582071609412e-08
11849100,3.0861898325642044e-08
11849130,3.086189832564205e-08
11849160,3.086189832564205e-08
11849190,3.1267975935189974e-08
11849220,3.086189832564205e-08
11849250,3.126797593518998e-08
11849280,3.16740535447379e-08
11849310,3.1267975935189974e-08
11849340,3.1674053544737896e-08
11849370,3.16740535447379e-08
11849400,3.167405354473791e-08
11849430,3.1674053544737896e-08
11849460,3.1674053544737896e-08
11849490,3.208013115428584e-08
11849520,3.167405354473791e-08
11849550,3.208013115428584e-08
11849580,3.1674053544737896e-08
11849610,3.208013115428583e-08
11849640,3.16740535447379e-08
11849670,3.208013115428583e-08
11849700,3.1674053544737896e-08
11849730,3.126797593518998e-08
11849760,3.16740535447379e-08
11849790,3.1674053544737896e-08
11849820,3.16740535447379e-08
11849850,3.126797593518997e-08
11849880,3.1674053544737896e-08
11849910,3.208013115428583e-08
11849940,3.0861898325642044e-08
11849970,3.1267975935189974e-08
11850000,3.086189832564205e-08
11850030,3.1267975935189974e-08
11850060,3.126797593518997e-08
11850090,3.16740535447379e-08
11850120,3.086189832564206e-08
11850150,3.086189832564205e-08
11850180,3.086189832564205e-08
11850210,3.086189832564205e-08
11850240,3.00497431065462e-08
11850270,3.0455820716094135e-08
11850300,3.0049743106546205e-08
11850330,3.0049743106546205e-08
11850360,3.00497431065462e-08
11850390,2.9237587887450343e-08
11850420,2.8831510277902423e-08
11850450,2.9643665496998276e-08
11850480,2.9237587887450343e-08
11850510,2.8831510277902427e-08
11850540,2.8425432668354494e-08
11850570,2.8831510277902413e-08
11850600,2.8019355058806574e-08
11850630,2.7613277449258645e-08
11850660,2.801935505880657e-08
11850690,2.7613277449258645e-08
11850720,2.720719983971072e-08
11850750,2.6801122230162792e-08
11850780,2.7207199839710715e-08
11850810,2.6801122230162792e-08
11850840,2.6395044620614876e-08
11850870,2.639504462061487e-08
11850900,2.5582889401519014e-08
11850930,2.51768117919711e-08
11850960,2.5176811791971094e-08
11850990,2.4770734182423168e-08
11851020,2.477073418242317e-08
11851050,2.3958578963327323e-08
11851080,2.436465657287525e-08
11851110,2.3552501353779396e-08
11851140,2.35525013537794e-08
11851170,2.2740346134683554e-08
11851200,2.2334268525135628e-08
11851230,2.2334268525135625e-08
11851260,2.2740346134683554e-08
11851290,2.2334268525135625e-08
11851320,2.2334268525135625e-08
11851350,2.2740346134683547e-08
11851380,2.233426852513562e-08
11851410,2.2334268525135625e-08
11851440,2.274034613468355e-08
11851470,2.2334268525135628e-08
11851500,2.1928190915587702e-08
11851530,2.1522113306039785e-08
11851560,2.2334268525135625e-08
11851590,2.1928190915587702e-08
11851620,2.111603569649186e-08
11851650,2.070995808694393e-08
11851680,2.1116035696491856e-08
11851710,1.9897802867848087e-08
11851740,1.949172525830016e-08
11851770,1.9491725258300165e-08
11851800,1.949172525830016e-08
11851830,1.8273492429656396e-08
11851860,1.8273492429656396e-08
11851890,1.867957003920432e-08
11851920,1.8273492429656396e-08
11851950,1.7055259601012627e-08
11851980,1.6649181991464705e-08
11852010,1.6243104381916785e-08
11852040,1.6243104381916785e-08
11852070,1.543094916282094e-08
11852100,1.4618793943725099e-08
11852130,1.4212716334177176e-08
11852160,1.3400561115081333e-08
11852190,1.2588405895985493e-08
11852220,1.2994483505533414e-08
11852250,1.177625067688965e-08
11852280,1.1370173067341729e-08
11852310,1.0558017848245892e-08
11852340,1.0151940238697967e-08
11852370,9.745862629150048e-09
11852400,9.33978501960213e-09
11852430,8.527629800506287e-09
11852460,6.903319362314611e-09
11852490,6.49724175276669e-09
11852520,6.0911641432187725e-09
11852550,5.685086533670854e-09
11852580,5.279008924122935e-09
11852610,4.466853705027097e-09
11852640,3.65469848593126e-09
11852670,2.8425432668354236e-09
11852700,2.842543266835424e-09
11852730,2.030388047739588e-09
11852760,1.2182328286437522e-09
11852790,0.0
11852820,0.0
11852850,-4.060776095479172e-10
11852880,-1.624310438191668e-09
11852910,-2.030388047739585e-09
11852940,-2.8425432668354178e-09
11852970,-3.6546984859312515e-09
11853000,-4.060776095479168e-09
11853030,-5.279008924122915e-09
11853060,-6.091164143218746e-09
11853090,-6.091164143218745e-09
11853120,-6.903319362314576e-09
11853150,-7.715474581410407e-09
11853180,-8.121552190958323e-09
11853210,-9.339785019602067e-09
11853240,-9.339785019602067e-09
11853270,-1.0151940238697898e-08
11853300,-1.1370173067341638e-08
11853330,-1.1776250676889553e-08
11853360,-1.2588405895985378e-08
11853390,-1.2994483505533293e-08
11853420,-1.3400561115081206e-08
11853450,-1.4212716334177035e-08
11853480,-1.4618793943724945e-08
11853510,-1.502487155327286e-08
11853540,-1.5430949162820774e-08
11853570,-1.62431043819166e-08
11853600,-1.62431043819166e-08
11853630,-1.6649181991464513e-08
11853660,-1.7461337210560335e-08
11853690,-1.7461337210560335e-08
11853720,-1.7461337210560335e-08
11853750,-1.7461337210560335e-08
11853780,-1.7461337210560335e-08
11853810,-1.7055259601012422e-08
11853840,-1.746133721056034e-08
11853870,-1.664918199146451e-08
11853900,-1.62431043819166e-08
11853930,-1.5430949162820774e-08
11853960,-1.5837026772368684e-08
11853990,-1.502487155327286e-08
11854020,-1.3806638724629122e-08
11854050,-1.3400561115081203e-08
11854080,-1.2182328286437466e-08
11854110,-1.1776250676889553e-08
11854140,-1.0964095457793727e-08
11854170,-9.745862629149983e-09
11854200,-9.339785019602065e-09
11854230,-8.121552190958323e-09
11854260,-7.309396971862492e-09
11854290,-6.4972417527666606e-09
11854320,-5.279008924122914e-09
11854350,-4.466853705027083e-09
11854380,-3.65469848593125e-09
11854410,-2.8425432668354186e-09
11854440,-2.030388047739585e-09
11854470,-4.0607760954791727e-10
11854500,0.0
11854530,4.0607760954791737e-10
11854560,8.12155219095835e-10
11854590,2.030388047739588e-09
11854620,3.2486208763833427e-09
11854650,3.65469848593126e-09
11854680,4.060776095479178e-09
11854710,5.279008924122934e-09
11854740,5.279008924122935e-09
11854770,6.0911641432187725e-09
11854800,7.309396971862531e-09
11854830,6.0911641432187725e-09
11854860,6.49724175276669e-09
11854890,6.091164143218773e-09
11854920,5.279008924122937e-09
11854950,5.685086533670854e-09
11854980,4.872931314575016e-09
11855010,5.279008924122935e-09
11855040,4.060776095479179e-09
11855070,4.060776095479179e-09
11855100,3.65469848593126e-09
11855130,4.06077609547918e-09
11855160,3.6546984859312606e-09
11855190,3.2486208763833427e-09
11855220,3.2486208763833427e-09
11855250,2.8425432668354236e-09
11855280,2.436465657287506e-09
11855310,2.4364656572875053e-09
11855340,2.030388047739588e-09
11855370,1.6243104381916697e-09
11855400,2.030388047739588e-09
11855430,1.2182328286437524e-09
11855460,1.62431043819167e-09
11855490,1.6243104381916701e-09
11855520,1.2182328286437522e-09
11855550,8.121552190958348e-10
11855580,8.121552190958347e-10
11855610,4.060776095479173e-10
11855640,8.121552190958348e-10
11855670,4.060776095479173e-10
11855700,4.060776095479173e-10
11855730,4.060776095479173e-10
11855760,8.121552190958347e-10
11855790,0.0
11855820,0.0
11855850,4.060776095479174e-10
11855880,8.121552190958347e-10
11855910,4.0607760954791737e-10
11855940,8.121552190958347e-10
11855970,4.060776095479173e-10
11856000,8.121552190958348e-10
11856030,1.2182328286437524e-09
11856060,8.121552190958348e-10
11856090,8.121552190958345e-10
11856120,1.6243104381916701e-09
11856150,1.6243104381916701e-09
11856180,2.0303880477395874e-09
11856210,2.4364656572875057e-09
11856240,2.436465657287506e-09
11856270,3.2486208763833427e-09
11856300,3.2486208763833415e-09
11856330,3.2486208763833415e-09
11856360,3.6546984859312606e-09
11856390,4.872931314575016e-09
11856420,4.8729313145750155e-09
11856450,5.279008924122934e-09
11856480,5.685086533670853e-09
11856510,6.091164143218772e-09
11856540,6.091164143218772e-09
11856570,6.903319362314611e-09
11856600,8.121552190958368e-09
11856630,8.121552190958371e-09
11856660,8.933707410054208e-09
11856690,9.33978501960213e-09
11856720,1.015194023869797e-08
11856750,1.0151940238697969e-08
11856780,1.137017306734173e-08
11856810,1.137017306734173e-08
11856840,1.3400561115081335e-08
11856870,1.2994483505533412e-08
11856900,1.4212716334177177e-08
11856930,1.5024871553273023e-08
11856960,1.5837026772368862e-08
11856990,1.6649181991464708e-08
11857020,1.7461337210560554e-08
11857050,1.7867414820108473e-08
11857080,1.9491725258300168e-08
11857110,2.0303880477396007e-08
11857140,2.1116035696491863e-08
11857170,2.1928190915587702e-08
11857200,2.3958578963327326e-08
11857230,2.4364656572875242e-08
11857260,2.5582889401519027e-08
11857290,2.5988967011066947e-08
11857320,2.720719983971072e-08
11857350,2.9237587887450346e-08
11857380,3.0049743106546205e-08
11857410,3.126797593518998e-08
11857440,3.2892286373381685e-08
11857470,3.370444159247754e-08
11857500,3.532875203066924e-08
11857530,3.6546984859313024e-08
11857560,3.8171295297504735e-08
11857590,3.938952812614852e-08
11857620,4.101383856434024e-08
11857650,4.2232071392984036e-08
11857680,4.385638183117575e-08
11857710,4.5480692269367465e-08
11857740,4.629284748846333e-08
11857770,4.832323553620298e-08
11857800,4.9541468364846767e-08
11857830,5.1165778803038504e-08
11857860,5.319616685077816e-08
11857890,5.400832206987401e-08
11857920,5.563263250806577e-08
11857950,5.644478772716163e-08
11857980,5.766302055580543e-08
11858010,5.928733099399716e-08
11858040,6.009948621309305e-08
11858070,6.09116414321889e-08
11858100,6.253595187038064e-08
11858130,6.294202947992858e-08
11858160,6.375418469902446e-08
11858190,6.537849513721619e-08
11858220,6.497241752766827e-08
11858250,6.497241752766827e-08
11858280,6.578457274676414e-08
11858310,6.578457274676412e-08
11858340,6.619065035631206e-08
11858370,6.578457274676412e-08
11858400,6.578457274676414e-08
11858430,2.058606262752085
11858460,2.5730579268564258
11858490,2.6951741794982187
11858520,2.7042342798260717
11858550,2.681676295087622
11858580,2.6505043095336456
11858610,2.6169701433824915
11858640,2.5827900971563227
11858670,2.548441729136708
11858700,2.5140505687233663
11858730,2.479667089607544
11858760,2.445295431162135
11858790,2.410917443199091
11858820,2.376624986955315
11858850,2.342346384394376
11858880,2.308105773847444
11858910,2.273870735463658
11858940,2.2397183099093603
11858970,2.2056235853006125
11859000,2.171566066967968
11859030,2.137651609611428
11859060,2.1037300994368557
11859090,2.0699089658182146
11859120,2.036203616272103
11859150,2.0027210332156105
11859180,1.969305061063052
11859210,1.9360464873139132
11859240,1.9029702330841607
11859270,1.870104688669218
11859300,1.837483902825225
11859330,1.8052495702243618
11859360,1.7733286099607586
11859390,1.7418471523563106
11859420,1.710787774516188
11859450,1.6802394877653524
11859480,1.6494931326654416
11859510,1.6196538353071026
11859540,1.5909987163618773
11859570,1.5632496836752312
11859600,1.5363066885562957
11859630,1.522896180489788
11859660,1.5190403555955962
11859690,1.5177692146572552
11859720,1.5174637741625416
11859750,1.5175139713424193
11859780,1.5176907995138427
11859810,1.517903676844733
11859840,1.5181352126435224
11859870,1.518359506348975
11859900,1.5185762935023472
11859930,1.5187841982814183
11859960,1.5189824927605249
11859990,1.5191724788977188
11860020,1.5193495989199772
11860050,1.5195201094521165
11860080,1.5196810064270565
11860110,1.519836164449762
11860140,1.5199827434656468
11860170,1.5201226348749346
11860200,1.5202570267948305
11860230,1.520382821270509
11860260,1.520504796205734
11860290,1.520621345999401
11860320,1.520732742827462
11860350,1.520839693012059
11860380,1.5209422504220365
11860410,1.5210408851225132
11860440,1.5211356870548836
11860470,1.5212270330784534
11860500,1.5213149750743542
11860530,1.5213997027453536
11860560,1.5214814543448454
11860590,1.5215605095299594
11860620,1.5216370169272506
11860650,1.521710848670295
11860680,1.5217824158041156
11860710,1.5218517339447613
11860740,1.5219185506714783
11860770,1.5219837861058807
11860800,1.5220469687085618
11860830,1.522108255921189
11860860,1.5221677629131665
11860890,1.522225579090252
11860920,1.5222817906212487
11860950,1.5223364010964893
11860980,1.5223896522361549
11861010,1.5224412243846004
11861040,1.5224909734060743
11861070,1.5225390150937639
11861100,1.522585475659876
11861130,1.5226304354904752
11861160,1.522673974104412
11861190,1.5227161622703589
11861220,1.5227570745129795
11861250,1.5227967852809783
11861280,1.5228353609482708
11861310,1.5228728756205925
11861340,1.5229093970795933
11861370,1.5229449628449423
11861400,1.5229796562707592
11861430,1.5230135060239296
11861460,1.5230465841558871
11861490,1.523078909877654
11861520,1.5231105520203447
11861550,1.5231415184905486
11861580,1.5231718844262385
11861610,1.5232016913934885
11861640,1.5232310241357372
11861670,1.52325987575175
11861700,1.523288296202887
11861730,1.5233162343448374
11861760,1.523343742494967
11861790,1.523370744134452
11861820,1.5233973217374825
11861850,1.5234233697086372
11861880,1.5234490246211818
11861910,1.5234741634936777
11861940,1.523498874105286
11861970,1.5235231594601815
11862000,1.523547037999809
11862030,1.5235705274236109
11862060,1.5235936489759119
11862090,1.5236164275035158
11862120,1.5236388921926702
11862150,1.5236610736188976
11862180,1.5236830011498192
11862210,1.523704701401938
11862240,1.5237261980757777
11862270,1.5237475122608564
11862300,1.523768662803275
11862330,1.5237896665561972
11862360,1.5238105385897345
11862390,1.523831292366712
11862420,1.5238519398890067
11862450,1.5238724918286028
11862480,1.5238929576436246
11862510,1.5239133456886602
11862540,1.5239336633108012
11862570,1.5239539169295526
11862600,1.5239741121110606
11862630,1.5239942536262785
11862660,1.5240143455041917
11862690,1.5240343910762841
11862720,1.5240543930224046
11862750,1.5240743534029677
11862780,1.524094273687964
11862810,1.524114154792002
11862840,1.5241339970967565
11862870,1.5241538004766393
11862900,1.5241735643177972
11862930,1.5241932875418562
11862960,1.5242129686246377
11862990,1.5242326056128588
11863020,1.5242521961470856
11863050,1.5242717374716008
11863080,1.5242912264586115
11863110,1.524310659622892
11863140,1.5243300331400704
11863170,1.5243493428646226
11863200,1.5243685843487957
11863230,1.5243877528610839
11863260,1.5244068434062648
11863290,1.5244258507491966
11863320,1.5244447694333307
11863350,1.5244629012631137
11863380,1.5244585216185889
11863410,1.5244567589394304
11863440,1.5244561837398065
11863470,1.5244560661258433
11863500,1.5244561188272818
11863530,1.5244562402133948
11863560,1.5244563754746208
11863590,1.524456514610697
11863620,1.5244566484195559
11863650,1.5244567733694117
11863680,1.524456888555214
11863710,1.5244569936801846
11863740,1.5244570882786552
11863770,1.5244571718664455
11863800,1.5244572441029167
11863830,1.524457304812425
11863860,1.5244573539663495
11863890,1.5244573916614585
11863920,1.5244574181044757
11863950,1.5244574336099683
11863980,1.5244574385845933
11864010,1.5244574333124843
11864040,1.5244574179446444
11864070,1.5244573926826321
11864100,1.5244573578090217
11864130,1.524457313677387
11864160,1.5244572607141817
11864190,1.5244571994039529
11864220,1.524457130285103
11864250,1.5244570539384894
11864280,1.5244569709736868
11864310,1.524456882026786
11864340,1.52445678774686
11864370,1.5244566887899853
11864400,1.524456585811072
11864430,1.5244564794590123
11864460,1.5244563703684317
11864490,1.5244562591564161
11864520,1.524456146417393
11864550,1.5244560327216081
11864580,1.5244559186113378
11864610,1.5244558045972023
