time,hvac_oveAhu_yCoo_u
11857230,0.0
11857260,0.0
11857290,0.0
11857320,0.0
11857350,0.0
11857380,0.0
11857410,0.0
11857440,0.0
11857470,0.0
11857500,0.0
11857530,0.0
11857560,0.0
11857590,0.0
11857620,0.0
11857650,0.0
11857680,0.0
11857710,0.0
11857740,0.0
11857770,0.0
11857800,0.0
11857830,0.0
11857860,0.0
11857890,0.0
11857920,0.0
11857950,0.0
11857980,0.0
11858010,0.0
11858040,0.0
11858070,0.0
11858100,0.0
11858130,0.0
11858160,0.0
11858190,0.0
11858220,0.0
11858250,0.0
11858280,0.0
11858310,0.0
11858340,0.0
11858370,0.0
11858400,0.0
11858430,0.0
11858460,0.0
11858490,0.0
11858520,0.0
11858550,0.0
11858580,0.0
11858610,0.0
11858640,0.0
11858670,0.0
11858700,0.0
11858730,0.0
11858760,0.0
11858790,0.0
11858820,0.0
11858850,0.0
11858880,0.0
11858910,0.0
11858940,0.0
11858970,0.0
11859000,0.0
11859030,0.0
11859060,0.0
11859090,0.0
11859120,0.0
11859150,0.0
11859180,0.0
11859210,0.0
11859240,0.0
11859270,0.0
11859300,0.0
11859330,0.0
11859360,0.0
11859390,0.0
11859420,0.0
11859450,0.0
11859480,0.0
11859510,0.0
11859540,0.0
11859570,0.0
11859600,0.0
11859630,0.0
11859660,0.0
11859690,0.0
11859720,0.0
11859750,0.0
11859780,0.0
11859810,0.0
11859840,0.0
11859870,0.0
11859900,0.0
11859930,0.0
11859960,0.0
11859990,0.0
11860020,0.0
11860050,0.0
11860080,0.0
11860110,0.0
11860140,0.0
11860170,0.0
11860200,0.0
11860230,0.0
11860260,0.0
11860290,0.0
11860320,0.0
11860350,0.0
11860380,0.0
11860410,0.0
11860440,0.0
11860470,0.0
11860500,0.0
11860530,0.0
11860560,0.0
11860590,0.0
11860620,0.0
11860650,0.0
11860680,0.0
11860710,0.0
11860740,0.0
11860770,0.0
11860800,0.0
11860830,0.0
11860860,0.0
11860890,0.0
11860920,0.0
11860950,0.0
11860980,0.0
11861010,0.0
11861040,0.0
11861070,0.0
11861100,0.0
11861130,0.0
11861160,0.0
11861190,0.0
11861220,0.0
11861250,0.0
11861280,0.0
11861310,0.0
11861340,0.0
11861370,0.0
11861400,0.0
11861430,0.0
11861460,0.0
11861490,0.0
11861520,0.0
11861550,0.0
11861580,0.0
11861610,0.0
11861640,0.0
11861670,0.0
11861700,0.0
11861730,0.0
11861760,0.0
11861790,0.0
11861820,0.0
11861850,0.0
11861880,0.0
11861910,0.0
11861940,0.0
11861970,0.0
11862000,0.0
11862030,0.0
11862060,0.0
11862090,0.0
11862120,0.0
11862150,0.0
11862180,0.0
11862210,0.0
11862240,0.0
11862270,0.0
11862300,0.0
11862330,0.0
11862360,0.0
11862390,0.0
11862420,0.0
11862450,0.0
11862480,0.0
11862510,0.0
11862540,0.0
11862570,0.0
11862600,0.0
11862630,0.6314239554795311
11862660,0.6314239554795311
11862690,0.6314239554795311
11862720,0.6314239554795311
11862750,0.6314239554795311
11862780,0.6314239554795311
11862810,0.6314239554795311
11862840,0.6314239554795311
11862870,0.6314239554795311
11862900,0.6314239554795311
11862930,0.6314239554795311
11862960,0.6314239554795311
11862990,0.6314239554795311
11863020,0.6314239554795311
11863050,0.6314239554795311
11863080,0.6314239554795311
11863110,0.6314239554795311
11863140,0.6314239554795311
11863170,0.6314239554795311
11863200,0.6314239554795311
11863230,0.0
11863260,0.0
11863290,0.0
11863320,0.0
11863350,0.0
11863380,0.0
11863410,0.0
11863440,0.0
11863470,0.0
11863500,0.0
11863530,0.0
11863560,0.0
11863590,0.0
11863620,0.0
11863650,0.0
11863680,0.0
11863710,0.0
11863740,0.0
11863770,0.0
11863800,0.0
11863830,0.6344771424300195
11863860,0.6344771424300195
11863890,0.6344771424300195
11863920,0.6344771424300195
11863950,0.6344771424300195
11863980,0.6344771424300195
11864010,0.6344771424300195
11864040,0.6344771424300195
11864070,0.6344771424300195
11864100,0.6344771424300195
11864130,0.6344771424300195
11864160,0.6344771424300195
11864190,0.6344771424300195
11864220,0.6344771424300195
11864250,0.6344771424300195
11864280,0.6344771424300195
11864310,0.6344771424300195
11864340,0.6344771424300195
11864370,0.6344771424300195
11864400,0.6344771424300195
11864430,0.0
11864460,0.0
11864490,0.0
11864520,0.0
11864550,0.0
11864580,0.0
11864610,0.0
11864640,0.0
11864670,0.0
11864700,0.0
11864730,0.0
11864760,0.0
11864790,0.0
11864820,0.0
11864850,0.0
11864880,0.0
11864910,0.0
11864940,0.0
11864970,0.0
11865000,0.0
11865030,0.6380204072125197
11865060,0.6380204072125197
11865090,0.6380204072125197
11865120,0.6380204072125197
11865150,0.6380204072125197
11865180,0.6380204072125197
11865210,0.6380204072125197
11865240,0.6380204072125197
11865270,0.6380204072125197
11865300,0.6380204072125197
11865330,0.6380204072125197
11865360,0.6380204072125197
11865390,0.6380204072125197
11865420,0.6380204072125197
11865450,0.6380204072125197
11865480,0.6380204072125197
11865510,0.6380204072125197
11865540,0.6380204072125197
11865570,0.6380204072125197
11865600,0.6380204072125197
11865630,0.0
11865660,0.0
11865690,0.0
11865720,0.0
11865750,0.0
11865780,0.0
11865810,0.0
11865840,0.0
11865870,0.0
11865900,0.0
11865930,0.0
11865960,0.0
11865990,0.0
11866020,0.0
11866050,0.0
11866080,0.0
11866110,0.0
11866140,0.0
11866170,0.0
11866200,0.0
11866230,0.6414666233484753
11866260,0.6414666233484753
11866290,0.6414666233484753
11866320,0.6414666233484753
11866350,0.6414666233484753
11866380,0.6414666233484753
11866410,0.6414666233484753
11866440,0.6414666233484753
11866470,0.6414666233484753
11866500,0.6414666233484753
11866530,0.6414666233484753
11866560,0.6414666233484753
11866590,0.6414666233484753
11866620,0.6414666233484753
11866650,0.6414666233484753
11866680,0.6414666233484753
11866710,0.6414666233484753
11866740,0.6414666233484753
11866770,0.6414666233484753
11866800,0.6414666233484753
11866830,0.0
11866860,0.0
11866890,0.0
11866920,0.0
11866950,0.0
11866980,0.0
11867010,0.0
11867040,0.0
11867070,0.0
11867100,0.0
11867130,0.0
11867160,0.0
11867190,0.0
11867220,0.0
11867250,0.0
11867280,0.0
11867310,0.0
11867340,0.0
11867370,0.0
11867400,0.0
11867430,0.6458959975226072
11867460,0.6458959975226072
11867490,0.6458959975226072
11867520,0.6458959975226072
11867550,0.6458959975226072
11867580,0.6458959975226072
11867610,0.6458959975226072
11867640,0.6458959975226072
11867670,0.6458959975226072
11867700,0.6458959975226072
11867730,0.6458959975226072
11867760,0.6458959975226072
11867790,0.6458959975226072
11867820,0.6458959975226072
11867850,0.6458959975226072
11867880,0.6458959975226072
11867910,0.6458959975226072
11867940,0.6458959975226072
11867970,0.6458959975226072
11868000,0.6458959975226072
11868030,0.5002140947411658
11868060,0.5002140947411658
11868090,0.5002140947411658
11868120,0.5002140947411658
11868150,0.5002140947411658
11868180,0.5002140947411658
11868210,0.5002140947411658
11868240,0.5002140947411658
11868270,0.5002140947411658
11868300,0.5002140947411658
11868330,0.5002140947411658
11868360,0.5002140947411658
11868390,0.5002140947411658
11868420,0.5002140947411658
11868450,0.5002140947411658
11868480,0.5002140947411658
11868510,0.5002140947411658
11868540,0.5002140947411658
11868570,0.5002140947411658
11868600,0.5002140947411658
11868630,0.5135214615832094
11868660,0.5135214615832094
11868690,0.5135214615832094
11868720,0.5135214615832094
11868750,0.5135214615832094
11868780,0.5135214615832094
11868810,0.5135214615832094
11868840,0.5135214615832094
11868870,0.5135214615832094
11868900,0.5135214615832094
11868930,0.5135214615832094
11868960,0.5135214615832094
11868990,0.5135214615832094
11869020,0.5135214615832094
11869050,0.5135214615832094
11869080,0.5135214615832094
11869110,0.5135214615832094
11869140,0.5135214615832094
11869170,0.5135214615832094
11869200,0.5135214615832094
11869230,0.5142875740696677
11869260,0.5142875740696677
11869290,0.5142875740696677
11869320,0.5142875740696677
11869350,0.5142875740696677
11869380,0.5142875740696677
11869410,0.5142875740696677
11869440,0.5142875740696677
11869470,0.5142875740696677
11869500,0.5142875740696677
11869530,0.5142875740696677
11869560,0.5142875740696677
11869590,0.5142875740696677
11869620,0.5142875740696677
11869650,0.5142875740696677
11869680,0.5142875740696677
11869710,0.5142875740696677
11869740,0.5142875740696677
11869770,0.5142875740696677
11869800,0.5142875740696677
11869830,0.5145618015748674
11869860,0.5145618015748674
11869890,0.5145618015748674
11869920,0.5145618015748674
11869950,0.5145618015748674
11869980,0.5145618015748674
11870010,0.5145618015748674
11870040,0.5145618015748674
11870070,0.5145618015748674
11870100,0.5145618015748674
11870130,0.5145618015748674
11870160,0.5145618015748674
11870190,0.5145618015748674
11870220,0.5145618015748674
11870250,0.5145618015748674
11870280,0.5145618015748674
11870310,0.5145618015748674
11870340,0.5145618015748674
11870370,0.5145618015748674
11870400,0.5145618015748674
11870430,0.5129037355668612
11870460,0.5129037355668612
11870490,0.5129037355668612
11870520,0.5129037355668612
11870550,0.5129037355668612
11870580,0.5129037355668612
11870610,0.5129037355668612
11870640,0.5129037355668612
11870670,0.5129037355668612
11870700,0.5129037355668612
11870730,0.5129037355668612
11870760,0.5129037355668612
11870790,0.5129037355668612
11870820,0.5129037355668612
11870850,0.5129037355668612
11870880,0.5129037355668612
11870910,0.5129037355668612
11870940,0.5129037355668612
11870970,0.5129037355668612
11871000,0.5129037355668612
11871030,0.5103425647381777
11871060,0.5103425647381777
11871090,0.5103425647381777
11871120,0.5103425647381777
11871150,0.5103425647381777
11871180,0.5103425647381777
11871210,0.5103425647381777
11871240,0.5103425647381777
11871270,0.5103425647381777
11871300,0.5103425647381777
11871330,0.5103425647381777
11871360,0.5103425647381777
11871390,0.5103425647381777
11871420,0.5103425647381777
11871450,0.5103425647381777
11871480,0.5103425647381777
11871510,0.5103425647381777
11871540,0.5103425647381777
11871570,0.5103425647381777
11871600,0.5103425647381777
11871630,0.5077183256194134
11871660,0.5077183256194134
11871690,0.5077183256194134
11871720,0.5077183256194134
11871750,0.5077183256194134
11871780,0.5077183256194134
11871810,0.5077183256194134
11871840,0.5077183256194134
11871870,0.5077183256194134
11871900,0.5077183256194134
11871930,0.5077183256194134
11871960,0.5077183256194134
11871990,0.5077183256194134
11872020,0.5077183256194134
11872050,0.5077183256194134
11872080,0.5077183256194134
11872110,0.5077183256194134
11872140,0.5077183256194134
11872170,0.5077183256194134
11872200,0.5077183256194134
11872230,0.5058855189605006
11872260,0.5058855189605006
11872290,0.5058855189605006
11872320,0.5058855189605006
11872350,0.5058855189605006
11872380,0.5058855189605006
11872410,0.5058855189605006
11872440,0.5058855189605006
11872470,0.5058855189605006
11872500,0.5058855189605006
11872530,0.5058855189605006
11872560,0.5058855189605006
11872590,0.5058855189605006
11872620,0.5058855189605006
11872650,0.5058855189605006
11872680,0.5058855189605006
11872710,0.5058855189605006
11872740,0.5058855189605006
11872770,0.5058855189605006
11872800,0.5058855189605006
11872830,0.5057060678848475
11872860,0.5057060678848475
11872890,0.5057060678848475
11872920,0.5057060678848475
11872950,0.5057060678848475
11872980,0.5057060678848475
11873010,0.5057060678848475
11873040,0.5057060678848475
11873070,0.5057060678848475
11873100,0.5057060678848475
11873130,0.5057060678848475
11873160,0.5057060678848475
11873190,0.5057060678848475
11873220,0.5057060678848475
11873250,0.5057060678848475
11873280,0.5057060678848475
11873310,0.5057060678848475
11873340,0.5057060678848475
11873370,0.5057060678848475
11873400,0.5057060678848475
11873430,0.507175562037517
11873460,0.507175562037517
11873490,0.507175562037517
11873520,0.507175562037517
11873550,0.507175562037517
11873580,0.507175562037517
11873610,0.507175562037517
11873640,0.507175562037517
11873670,0.507175562037517
11873700,0.507175562037517
11873730,0.507175562037517
11873760,0.507175562037517
11873790,0.507175562037517
11873820,0.507175562037517
11873850,0.507175562037517
11873880,0.507175562037517
11873910,0.507175562037517
11873940,0.507175562037517
11873970,0.507175562037517
11874000,0.507175562037517
11874030,0.5092647551422979
11874060,0.5092647551422979
11874090,0.5092647551422979
11874120,0.5092647551422979
11874150,0.5092647551422979
11874180,0.5092647551422979
11874210,0.5092647551422979
11874240,0.5092647551422979
11874270,0.5092647551422979
11874300,0.5092647551422979
11874330,0.5092647551422979
11874360,0.5092647551422979
11874390,0.5092647551422979
11874420,0.5092647551422979
11874450,0.5092647551422979
11874480,0.5092647551422979
11874510,0.5092647551422979
11874540,0.5092647551422979
11874570,0.5092647551422979
11874600,0.5092647551422979
11874630,0.5116197753309909
11874660,0.5116197753309909
11874690,0.5116197753309909
11874720,0.5116197753309909
11874750,0.5116197753309909
11874780,0.5116197753309909
11874810,0.5116197753309909
11874840,0.5116197753309909
11874870,0.5116197753309909
11874900,0.5116197753309909
11874930,0.5116197753309909
11874960,0.5116197753309909
11874990,0.5116197753309909
11875020,0.5116197753309909
11875050,0.5116197753309909
11875080,0.5116197753309909
11875110,0.5116197753309909
11875140,0.5116197753309909
11875170,0.5116197753309909
11875200,0.5116197753309909
11875230,0.5138488312371043
11875260,0.5138488312371043
11875290,0.5138488312371043
11875320,0.5138488312371043
11875350,0.5138488312371043
11875380,0.5138488312371043
11875410,0.5138488312371043
11875440,0.5138488312371043
11875470,0.5138488312371043
11875500,0.5138488312371043
11875530,0.5138488312371043
11875560,0.5138488312371043
11875590,0.5138488312371043
11875620,0.5138488312371043
11875650,0.5138488312371043
11875680,0.5138488312371043
11875710,0.5138488312371043
11875740,0.5138488312371043
11875770,0.5138488312371043
11875800,0.5138488312371043
11875830,0.5155668399644036
11875860,0.5155668399644036
11875890,0.5155668399644036
11875920,0.5155668399644036
11875950,0.5155668399644036
11875980,0.5155668399644036
11876010,0.5155668399644036
11876040,0.5155668399644036
11876070,0.5155668399644036
11876100,0.5155668399644036
11876130,0.5155668399644036
11876160,0.5155668399644036
11876190,0.5155668399644036
11876220,0.5155668399644036
11876250,0.5155668399644036
11876280,0.5155668399644036
11876310,0.5155668399644036
11876340,0.5155668399644036
11876370,0.5155668399644036
11876400,0.5155668399644036
11876430,0.5163955000048146
11876460,0.5163955000048146
11876490,0.5163955000048146
11876520,0.5163955000048146
11876550,0.5163955000048146
11876580,0.5163955000048146
11876610,0.5163955000048146
11876640,0.5163955000048146
11876670,0.5163955000048146
11876700,0.5163955000048146
11876730,0.5163955000048146
11876760,0.5163955000048146
11876790,0.5163955000048146
11876820,0.5163955000048146
11876850,0.5163955000048146
11876880,0.5163955000048146
11876910,0.5163955000048146
11876940,0.5163955000048146
11876970,0.5163955000048146
11877000,0.5163955000048146
11877030,0.5162621194751312
11877060,0.5162621194751312
11877090,0.5162621194751312
11877120,0.5162621194751312
11877150,0.5162621194751312
11877180,0.5162621194751312
11877210,0.5162621194751312
11877240,0.5162621194751312
11877270,0.5162621194751312
11877300,0.5162621194751312
11877330,0.5162621194751312
11877360,0.5162621194751312
11877390,0.5162621194751312
11877420,0.5162621194751312
11877450,0.5162621194751312
11877480,0.5162621194751312
11877510,0.5162621194751312
11877540,0.5162621194751312
11877570,0.5162621194751312
11877600,0.5162621194751312
11877630,0.5155629498231679
11877660,0.5155629498231679
11877690,0.5155629498231679
11877720,0.5155629498231679
11877750,0.5155629498231679
11877780,0.5155629498231679
11877810,0.5155629498231679
11877840,0.5155629498231679
11877870,0.5155629498231679
11877900,0.5155629498231679
11877930,0.5155629498231679
11877960,0.5155629498231679
11877990,0.5155629498231679
11878020,0.5155629498231679
11878050,0.5155629498231679
11878080,0.5155629498231679
11878110,0.5155629498231679
11878140,0.5155629498231679
11878170,0.5155629498231679
11878200,0.5155629498231679
11878230,0.5145051955748459
11878260,0.5145051955748459
11878290,0.5145051955748459
11878320,0.5145051955748459
11878350,0.5145051955748459
11878380,0.5145051955748459
11878410,0.5145051955748459
11878440,0.5145051955748459
11878470,0.5145051955748459
11878500,0.5145051955748459
11878530,0.5145051955748459
11878560,0.5145051955748459
11878590,0.5145051955748459
11878620,0.5145051955748459
11878650,0.5145051955748459
11878680,0.5145051955748459
11878710,0.5145051955748459
11878740,0.5145051955748459
11878770,0.5145051955748459
11878800,0.5145051955748459
11878830,0.5133589255417149
11878860,0.5133589255417149
11878890,0.5133589255417149
11878920,0.5133589255417149
11878950,0.5133589255417149
11878980,0.5133589255417149
11879010,0.5133589255417149
11879040,0.5133589255417149
11879070,0.5133589255417149
11879100,0.5133589255417149
11879130,0.5133589255417149
11879160,0.5133589255417149
11879190,0.5133589255417149
11879220,0.5133589255417149
11879250,0.5133589255417149
11879280,0.5133589255417149
11879310,0.5133589255417149
11879340,0.5133589255417149
11879370,0.5133589255417149
11879400,0.5133589255417149
11879430,0.5124036508670553
11879460,0.5124036508670553
11879490,0.5124036508670553
11879520,0.5124036508670553
11879550,0.5124036508670553
11879580,0.5124036508670553
11879610,0.5124036508670553
11879640,0.5124036508670553
11879670,0.5124036508670553
11879700,0.5124036508670553
11879730,0.5124036508670553
11879760,0.5124036508670553
11879790,0.5124036508670553
11879820,0.5124036508670553
11879850,0.5124036508670553
11879880,0.5124036508670553
