time,hvac_reaZonCor_V_flow_y
11847840,2.0354588155226292e-08
11847870,1.8242242520081826e-08
11847900,1.6131941700784175e-08
11847930,1.4017551110938705e-08
11847960,1.1915429681602131e-08
11847990,9.821487691590218e-09
11848020,7.735725150047882e-09
11848050,5.666321526877873e-09
11848080,3.609187100433146e-09
11848110,1.5725013401348907e-09
11848140,-4.4169088059121167e-10
11848170,-2.437479284192029e-09
11848200,-4.404639537216024e-09
11848230,-6.345216497729619e-09
11848260,-8.259210158981287e-09
11848290,-1.0142530784440138e-08
11848320,-1.1991088638195629e-08
11848350,-1.3813063175100386e-08
11848380,-1.5596185200091872e-08
11848410,-1.7346589303871466e-08
11848440,-1.9060185752618462e-08
11848470,-2.073492967813121e-08
11848500,-2.2376955672090278e-08
11848530,-2.3976039407917e-08
11848560,-2.553422574873057e-08
11848590,-2.7057649287239312e-08
11848620,-2.8538130563643284e-08
11848650,-2.9979759306769824e-08
11848680,-3.1382535516406254e-08
11848710,-3.2744414328283016e-08
11848740,-3.4063350878747864e-08
11848770,-3.534343489772911e-08
11848800,-3.658466638649694e-08
11848830,-3.77829556182767e-08
11848860,-3.894443718776052e-08
11848890,-4.006706623292564e-08
11848920,-4.115084275629564e-08
11848950,-4.219372189676272e-08
11848980,-4.320183824911869e-08
11849010,-4.416905722495208e-08
11849040,-4.5105603146461006e-08
11849070,-4.599920683485186e-08
11849100,-4.6862137475738484e-08
11849130,-4.768826048199805e-08
11849160,-4.8481665584476496e-08
11849190,-4.9242352786963017e-08
11849220,-4.996623236698734e-08
11849250,-5.066352864472145e-08
11849280,-5.133015189754022e-08
11849310,-5.1962012403605485e-08
11849340,-5.2565244756189636e-08
11849370,-5.313780409652375e-08
11849400,-5.368786987971681e-08
11849430,-5.420521779605935e-08
11849460,-5.469802730045437e-08
11849490,-5.5172432983745605e-08
11849520,-5.5620255399491505e-08
11849550,-5.604762913842515e-08
11849580,-5.6452509341658814e-08
11849610,-5.683898573683599e-08
11849640,-5.7200923741121664e-08
11849670,-5.754241308217422e-08
11849700,-5.7865498625171085e-08
11849730,-5.8166090649891596e-08
11849760,-5.8448278883264495e-08
11849790,-5.871001846700647e-08
11849820,-5.8949264543241205e-08
11849850,-5.9170106838428125e-08
11849880,-5.9374590217084826e-08
11849910,-5.955862496001838e-08
11849940,-5.97140316267739e-08
11849970,-5.985307938773589e-08
11850000,-5.997372338519283e-08
11850030,-6.006982904036135e-08
11850060,-6.015162066076579e-08
11850090,-6.020273936492966e-08
11850120,-6.02313645998691e-08
11850150,-6.02415860903765e-08
11850180,-6.022726925919113e-08
11850210,-6.019045897086971e-08
11850240,-6.012911036945549e-08
11850270,-6.004322345935238e-08
11850300,-5.993279824496557e-08
11850330,-5.979783473069796e-08
11850360,-5.963628806125428e-08
11850390,-5.944611338170474e-08
11850420,-5.923140041599174e-08
11850450,-5.899010430905486e-08
11850480,-5.87201802061813e-08
11850510,-5.8419583252996717e-08
11850540,-5.8088313454590255e-08
11850570,-5.7730460534092e-08
11850600,-5.7339889919086536e-08
11850630,-5.691660161477605e-08
11850660,-5.646673020261684e-08
11850690,-5.597800653475134e-08
11850720,-5.5458610051341256e-08
11850750,-5.490649589849483e-08
11850780,-5.431348464729341e-08
11850810,-5.3689800595139294e-08
11850840,-5.302521945504956e-08
11850870,-5.23258758069744e-08
11850900,-5.1583590223082136e-08
11850930,-5.0800407566741313e-08
11850960,-4.997632784288633e-08
11850990,-4.910930619840849e-08
11851020,-4.8199342638082674e-08
11851050,-4.724234745105993e-08
11851080,-4.623832064210255e-08
11851110,-4.517908278548887e-08
11851140,-4.4074858173692335e-08
11851170,-4.290928795108439e-08
11851200,-4.1692596409379704e-08
11851230,-4.16680567539541e-08
11851260,-4.248599826030829e-08
11851290,-4.2890878558872766e-08
11851320,-4.314034968496206e-08
11851350,-4.3312116222996175e-08
11851380,-4.338981932791113e-08
11851410,-4.3381638439318966e-08
11851440,-4.32793941413588e-08
11851470,-4.309331072979331e-08
11851500,-4.281316393229489e-08
11851530,-4.244713318708262e-08
11851560,-4.1989083935383906e-08
11851590,-4.144719561417884e-08
11851620,-4.080919909510131e-08
11851650,-4.008940838326532e-08
11851680,-3.9277599206325696e-08
11851710,-3.838399585476787e-08
11851740,-3.740450862427983e-08
11851770,-3.633913752262307e-08
11851800,-3.5191972268979666e-08
11851830,-3.395892315750465e-08
11851860,-3.265225932943441e-08
11851890,-3.126175650943626e-08
11851920,-2.9793549268977784e-08
11851950,-2.825172732234242e-08
11851980,-2.6632200959713473e-08
11852010,-2.4945194460550486e-08
11852040,-2.3186618113115002e-08
11852070,-2.135238220512504e-08
11852100,-1.9456800723787982e-08
11852130,-1.74937390990939e-08
11852160,-1.5473421604574207e-08
11852190,-1.3389713668478401e-08
11852220,-1.1250794706677705e-08
11852250,-9.052575001206787e-09
11852280,-6.801189110481537e-09
11852310,-4.4986818810643764e-09
11852340,-2.149143014040623e-09
11852370,2.4742750113078823e-10
11852400,2.688984820371213e-09
11852430,5.171439244983175e-09
11852460,7.69888049848825e-09
11852490,1.0259039462060736e-08
11852520,1.2858050715900946e-08
11852550,1.5489779708502076e-08
11852580,1.8152181599635062e-08
11852610,2.0849346115882112e-08
11852640,2.3575138707204883e-08
11852670,2.6333649101368622e-08
11852700,2.9098294193595724e-08
11852730,3.191406082311232e-08
11852760,3.474823131958324e-08
11852790,3.759671598953903e-08
11852820,4.048200826394678e-08
11852850,4.3371390470671364e-08
11852880,4.630984945585142e-08
11852910,4.923603956514886e-08
11852940,5.2215396205966485e-08
11852970,5.520906713801305e-08
11853000,5.820887295701511e-08
11853030,6.124139681279354e-08
11853060,6.42964144474246e-08
11853090,6.736370160158065e-08
11853120,7.044939286577154e-08
11853150,7.354530883635654e-08
11853180,7.66596289611011e-08
11853210,7.97800841224522e-08
11853240,8.28984949139537e-08
11853270,8.602304078249174e-08
11853300,8.913122832085379e-08
11853330,9.222305754471762e-08
11853360,9.528421446783725e-08
11853390,9.830038509916925e-08
11853420,1.0126543487247542e-07
11853450,1.041548254987606e-07
11853480,1.0695219811111939e-07
11853510,1.0963505926117724e-07
11853540,1.1218705006492738e-07
11853570,1.1457545276358769e-07
11853600,1.1678186359310541e-07
11853630,1.187776544863103e-07
11853660,1.205362422210493e-07
11853690,1.220330884208399e-07
11853720,1.2324774441481087e-07
11853750,1.2415362694366134e-07
11853780,1.2473642189216168e-07
11853810,1.2498181513776098e-07
11853840,1.2488776170985464e-07
11853870,1.2444403719738224e-07
11853900,1.2366495550723828e-07
11853930,1.22556651112555e-07
11853960,1.2102915006267253e-07
11853990,1.1932783548416377e-07
11854020,1.1734637457361625e-07
11854050,1.1515020280171376e-07
11854080,1.1274136497436033e-07
11854110,1.1015053395954394e-07
11854140,1.0741247236250564e-07
11854170,1.0514063857743517e-07
11854200,1.0184841837434516e-07
11854230,9.869115840550965e-08
11854260,9.568521760782901e-08
11854290,9.266087248884888e-08
11854320,8.964470627082866e-08
11854350,8.664694328595628e-08
11854380,8.367985273132504e-08
11854410,8.075979353134172e-08
11854440,7.787858626396114e-08
11854470,7.505054499291297e-08
11854500,7.227975947063303e-08
11854530,6.956827458658117e-08
11854560,6.690995577827357e-08
11854590,6.430480306979785e-08
11854620,6.175281648417406e-08
11854650,5.925399604335674e-08
11854680,5.680629690515114e-08
11854710,5.439744991025342e-08
11854740,5.203358966594423e-08
11854770,4.970653673639673e-08
11854800,4.741015654740511e-08
11854830,4.8318077155997844e-08
11854860,5.069216495249225e-08
11854890,5.162871388536955e-08
11854920,5.298037022675773e-08
11854950,5.445676338214994e-08
11854980,5.59127080451173e-08
11855010,5.736660799180421e-08
11855040,5.881846322608348e-08
11855070,6.025804943216582e-08
11855100,6.168945634044486e-08
11855130,6.310450449737429e-08
11855160,6.45031939044506e-08
11855190,6.588143483447996e-08
11855220,6.72371824236169e-08
11855250,6.856839180736744e-08
11855280,6.986892839167498e-08
11855310,7.114083703923496e-08
11855340,7.237593828961658e-08
11855370,7.35824115982515e-08
11855400,7.474389804404216e-08
11855430,7.587266681102218e-08
11855460,7.695440384026212e-08
11855490,7.799319885548588e-08
11855520,7.898905185040622e-08
11855550,7.993378335725142e-08
11855580,8.082739336774483e-08
11855610,8.166988187319322e-08
11855640,8.245920399893387e-08
11855670,8.31953597351798e-08
11855700,8.387016960868338e-08
11855730,8.448772333943416e-08
11855760,8.503984145202667e-08
11855790,8.553265853163948e-08
11855820,8.596003996726864e-08
11855850,8.631994087895222e-08
11855880,8.661440611884631e-08
11855910,8.683525620676918e-08
11855940,8.698658086031764e-08
11855970,8.706224546417632e-08
11856000,8.706633973575458e-08
11856030,8.699477392549235e-08
11856060,8.68434582829284e-08
11856090,8.661648252532706e-08
11856120,8.630566716733476e-08
11856150,8.591510192613237e-08
11856180,8.544274191749797e-08
11856210,8.487836278672913e-08
11856240,8.423423372162817e-08
11856270,8.350217523508722e-08
11856300,8.26801424423322e-08
11856330,8.177222506250939e-08
11856360,8.077228847571744e-08
11856390,7.96741980614323e-08
11856420,7.84881781446378e-08
11856450,7.719991463273602e-08
11856480,7.582576645785177e-08
11856510,7.434528492237825e-08
11856540,7.277073922386133e-08
11856570,7.109190500726734e-08
11856600,6.931287199839198e-08
11856630,6.818001731741837e-08
11856660,6.538672889003039e-08
11856690,6.322325981726472e-08
11856720,6.189000734024949e-08
11856750,6.001486435558403e-08
11856780,5.7667356367651405e-08
11856810,5.519306624481187e-08
11856840,5.260017346201333e-08
11856870,4.990094723588489e-08
11856900,4.7083118353296877e-08
11856930,4.4144641949433855e-08
11856960,4.108960777014326e-08
11856990,3.79057466077144e-08
11857020,3.460328282146667e-08
11857050,3.116790233892721e-08
11857080,2.7607784655592876e-08
11857110,2.3912705443686607e-08
11857140,2.008675446586329e-08
11857170,1.612175227041797e-08
11857200,1.2015654018145355e-08
11857230,7.770504612987314e-09
11857260,3.382214354015517e-09
11857290,-1.1492167161597567e-09
11857320,-5.829923159234753e-09
11857350,-1.065990492329637e-08
11857380,-1.563916195156069e-08
11857410,-2.076973905167003e-08
11857440,-2.6053681025874806e-08
11857470,-3.148280832414285e-08
11857500,-3.705712086913935e-08
11857530,-4.277661857815439e-08
11857560,-4.863925649397677e-08
11857590,-5.4628675571342653e-08
11857620,-6.074487571430694e-08
11857650,-6.697558760951852e-08
11857680,-7.330240733612352e-08
11857710,-7.971511044841241e-08
11857740,-8.618506868506412e-08
11857770,-9.270205760547305e-08
11857800,-9.92333592226511e-08
11857830,-1.0575239016470126e-07
11857860,-1.1222643246794317e-07
11857890,-1.1861663358175642e-07
11857920,-1.2489232044555537e-07
11857950,-1.310105508154717e-07
11857980,-1.3693042734150096e-07
11858010,-1.426171873022457e-07
11858040,-1.4802584367116952e-07
11858070,-1.5312367865302165e-07
11858100,-1.578820642136431e-07
11858130,-1.622621480170963e-07
11858160,-1.6765034907131005e-07
11858190,-1.7144150858457362e-07
11858220,-1.743717786003189e-07
11858250,-1.7686240162854404e-07
11858280,-1.7904629407174505e-07
11858310,-1.8073532857633457e-07
11858340,-1.820624215403296e-07
11858370,-1.8303984233161018e-07
11858400,-1.836921294932888e-07
11858430,1.179501796562225
11858460,1.4725015560690704
11858490,1.5428805488471395
11858520,1.5481416309755398
11858550,1.5353896118176988
11858580,1.517696748710914
11858610,1.4986511682036285
11858640,1.479238448209445
11858670,1.459731921064548
11858700,1.4402066519211634
11858730,1.4206855659328586
11858760,1.4011759807632231
11858790,1.381683534794554
11858820,1.3622077812959426
11858850,1.3427539695610322
11858880,1.3233261870428914
11858910,1.3039276603063246
11858940,1.2845591498081947
11858970,1.2652263257375505
11859000,1.2459334312838253
11859030,1.2266841571863347
11859060,1.207487491577801
11859090,1.188348929134973
11859120,1.1692723083297432
11859150,1.1502625319154807
11859180,1.1313387999924645
11859210,1.1125079785396286
11859240,1.0937834972616929
11859270,1.0751810754273048
11859300,1.0567200847226164
11859330,1.0384854207463714
11859360,1.020446373225718
11859390,1.0026185180572824
11859420,0.9850453005176327
11859450,0.967769413455579
11859480,0.9503833502115476
11859510,0.9335125104775366
11859540,0.9173143089542386
11859570,0.9016304356108013
11859600,0.8864036605187943
11859630,0.8787346819297606
11859660,0.8765453858872012
11859690,0.87582066067182
11859720,0.8756455686036875
11859750,0.8756729431296769
11859780,0.8757724510393335
11859810,0.8758927579749417
11859840,0.8760233010258491
11859870,0.876150018601857
11859900,0.8762724554767249
11859930,0.8763898592011204
11859960,0.8765017963994312
11859990,0.8766092123946058
11860020,0.876709510112585
11860050,0.8768057384724427
11860080,0.8768967341976467
11860110,0.8769842913939533
11860140,0.8770671426416055
11860170,0.8771461448471758
11860200,0.8772212989816562
11860230,0.8772931614294815
11860260,0.8773620614195188
11860290,0.8774279164189521
11860320,0.8774908545851086
11860350,0.8775512814264731
11860380,0.8776092266802951
11860410,0.8776649537985558
11860440,0.8777185177245156
11860470,0.8777701234984044
11860500,0.8778198336927917
11860530,0.8778677062030947
11860560,0.8779138896676688
11860590,0.8779585381030488
11860620,0.8780017754009583
11860650,0.8780434902681049
11860680,0.8780839248002886
11860710,0.8781230924759542
11860740,0.8781608622024837
11860770,0.8781976945998293
11860800,0.8782333958118733
11860830,0.8782680230129152
11860860,0.8783016454144073
11860890,0.8783343109176553
11860920,0.878366072726932
11860950,0.8783969247455021
11860980,0.8784270147393691
11861010,0.878456224682237
11861040,0.8784842633313702
11861070,0.8785114060711297
11861100,0.878537656366611
11861130,0.8785630589966577
11861160,0.8785876587111556
11861190,0.8786114953496763
11861220,0.8786346110894038
11861250,0.8786570479640889
11861280,0.8786788436451292
11861310,0.8787000395666918
11861340,0.8787206741673788
11861370,0.8787407692487159
11861400,0.8787603715144541
11861430,0.8787794968613339
11861460,0.8787981863642528
11861490,0.878816450602201
11861520,0.8788343287830483
11861550,0.8788518250337172
11861580,0.8788689821917808
11861610,0.8788858233818132
11861640,0.8789023967723576
11861670,0.8789186980770182
11861700,0.8789347560270341
11861730,0.8789505412001637
11861760,0.8789660837771124
11861790,0.8789813397611942
11861820,0.8789963566673812
11861850,0.8790110737116494
11861880,0.8790255694502526
11861910,0.8790397727722999
11861940,0.8790537348171464
11861970,0.8790674562281917
11862000,0.8790809479083679
11862030,0.8790942197217566
11862060,0.8791072836742715
11862090,0.8791201538040057
11862120,0.8791328466077337
11862150,0.879145379362329
11862180,0.8791577686646309
11862210,0.8791700295550756
11862240,0.8791821754244583
11862270,0.8791942181882507
11862300,0.879206168494501
11862330,0.879218035866001
11862360,0.8792298288179293
11862390,0.8792415549557119
11862420,0.8792532210612215
11862450,0.8792648331639948
11862480,0.8792763966082352
11862510,0.8792879161141967
11862540,0.8792993958325402
11862570,0.8793108393912008
11862600,0.8793222499345736
11862630,0.8793336301581948
11862660,0.879344982338171
11862690,0.8793563083577806
11862720,0.8793676097304304
11862750,0.8793788876195267
11862780,0.879390142856995
11862810,0.8794013759591148
11862840,0.8794125871412948
11862870,0.8794237763322309
11862900,0.8794349431853006
11862930,0.8794460870914387
11862960,0.8794572071888914
11862990,0.879468302375039
11863020,0.8794793713150033
11863050,0.8794904124531726
11863080,0.8795014240215784
11863110,0.8795124040513581
11863140,0.879523350381129
11863170,0.8795342606690437
11863200,0.8795451324012293
11863230,0.8795559629050569
11863260,0.8795667493580419
11863290,0.8795774888021332
11863320,0.8795881781539248
11863350,0.8795984475644075
11863380,0.8795959611933294
11863410,0.8795949575612366
11863440,0.879594629515081
11863470,0.8795945620477165
11863500,0.8795945904993402
11863530,0.8795946597171999
11863560,0.879594736007109
11863590,0.8795948145937549
11863620,0.8795948901984721
11863650,0.8795949607941427
11863680,0.8795950258703887
11863710,0.8795950852641667
11863740,0.8795951387125651
11863770,0.87959518594065
11863800,0.8795952267547263
11863830,0.8795952610560023
11863860,0.8795952888288535
11863890,0.8795953101272524
11863920,0.8795953250681308
11863950,0.8795953338288568
11863980,0.879595336639705
11864010,0.8795953336612073
11864040,0.8795953249780442
11864070,0.8795953107049138
11864100,0.8795952910006098
11864130,0.8795952660661304
11864160,0.8795952361414243
11864190,0.8795952015004631
11864220,0.8795951624477532
