time,hvac_reaZonWes_V_flow_y
11845560,-2.214618898023835e-08
11845590,-3.0567181447511276e-08
11845620,-3.640659843368076e-08
11845650,-3.9105652502794993e-08
11845680,-4.0079624755454754e-08
11845710,-4.5280328791572106e-08
11845740,-4.9134843558074846e-08
11845770,-5.1969209281980727e-08
11845800,-5.409991408484824e-08
11845830,-5.559764286009289e-08
11845860,-5.652989649002958e-08
11845890,-5.697372772489139e-08
11845920,-5.700300525680617e-08
11845950,-5.668936890511826e-08
11845980,-5.609809044993702e-08
11846010,-5.528616325625917e-08
11846040,-5.4303257477255975e-08
11846070,-5.319076487552096e-08
11846100,-5.1982754027750094e-08
11846130,-5.070819911528392e-08
11846160,-4.9389069553117324e-08
11846190,-4.804287717471272e-08
11846220,-4.668394982615699e-08
11846250,-4.532502335434071e-08
11846280,-4.3962595373249735e-08
11846310,-4.261385926520413e-08
11846340,-4.128104376911816e-08
11846370,-3.996192007460398e-08
11846400,-3.865648814758427e-08
11846430,-3.7364429558599896e-08
11846460,-3.6086699463765233e-08
11846490,-3.482138745477659e-08
11846520,-3.3565309541521516e-08
11846550,-3.231751050872632e-08
11846580,-3.107576155873793e-08
11846610,-2.9837833895837294e-08
11846640,-2.8604045892816018e-08
11846670,-2.737121356887974e-08
11846700,-2.6139018507067207e-08
11846730,-2.4907460686470213e-08
11846760,-2.3674948107835406e-08
11846790,-2.2442435937867586e-08
11846820,-2.1209924155979408e-08
11846850,-1.9979323115088693e-08
11846880,-1.8749996002906668e-08
11846910,-1.7524489962693274e-08
11846940,-1.6303441763863214e-08
11846970,-1.5089398548635143e-08
11847000,-1.3884589063226013e-08
11847030,-1.2690605262699949e-08
11847060,-1.1509994288403611e-08
11847090,-1.0343711304643068e-08
11847120,-9.195577034616107e-09
11847150,-8.066865038606351e-09
11847180,-6.959804063637742e-09
11847210,-5.8759860666857215e-09
11847240,-4.817639796239592e-09
11847270,-3.7879491876258695e-09
11847300,-2.7907349677276475e-09
11847330,-1.8336386080186335e-09
11847360,-8.978747711403603e-10
11847390,1.1462231017851005e-11
11847420,8.956459914037715e-10
11847450,1.7463982427477212e-09
11847480,2.5704052960157003e-09
11847510,3.3702143222242183e-09
11847540,4.148054096274621e-09
11847570,4.9080637642940975e-09
11847600,5.651516914158933e-09
11847630,5.689724451765402e-09
11847660,5.156093971548109e-09
11847690,4.791531389796745e-09
11847720,4.471862533648094e-09
11847750,4.150283290946312e-09
11847780,3.824883290900708e-09
11847810,3.497572906865551e-09
11847840,3.1693073262516414e-09
11847870,2.8404049458160987e-09
11847900,2.5118209530479807e-09
11847930,2.182600163324747e-09
11847960,1.8552897409344835e-09
11847990,1.5292528966082213e-09
11848020,1.2044896317698675e-09
11848050,8.822735292445803e-10
11848080,5.619677996913279e-10
11848110,2.448460258602873e-10
11848140,-6.877339561581039e-11
11848170,-3.795272542025314e-10
11848200,-6.858235719798668e-10
11848230,-9.879807431890378e-10
11848260,-1.2859987667787997e-09
11848290,-1.5792408510906354e-09
11848320,-1.8670702045626194e-09
11848350,-2.1507604076765316e-09
11848380,-2.4284010877192353e-09
11848410,-2.7009474299838516e-09
11848440,-2.967762643233852e-09
11848470,-3.228528331649913e-09
11848500,-3.4841996806776216e-09
11848530,-3.733184713467106e-09
11848560,-3.975801825046329e-09
11848590,-4.213006201020906e-09
11848620,-4.443524260138734e-09
11848650,-4.667992792858849e-09
11848680,-4.886411799148137e-09
11848710,-5.0984628837995195e-09
11848740,-5.303827651702033e-09
11848770,-5.503142893486142e-09
11848800,-5.696408609349624e-09
11848830,-5.8829880091530496e-09
11848860,-6.063836278810923e-09
11848890,-6.238635023466002e-09
11848920,-6.40738424351122e-09
11848950,-6.569765544231799e-09
11848980,-6.7267341115577605e-09
11849010,-6.877334760552531e-09
11849040,-7.023159467383911e-09
11849070,-7.162297861871909e-09
11849100,-7.296660315258459e-09
11849130,-7.425291642807634e-09
11849160,-7.548828635292778e-09
11849190,-7.667271293303884e-09
11849220,-7.779982827371744e-09
11849250,-7.888555213348676e-09
11849280,-7.992351661741357e-09
11849310,-8.090735383179e-09
11849340,-8.184661563355045e-09
11849370,-8.273811807918886e-09
11849400,-8.359459697392225e-09
11849430,-8.4400132575518e-09
11849460,-8.516746068887242e-09
11849490,-8.590613316713834e-09
11849520,-8.660341421859445e-09
11849550,-8.726885569622125e-09
11849580,-8.789927365632783e-09
11849610,-8.85010360016612e-09
11849640,-8.906459089153842e-09
11849670,-8.959630622872977e-09
11849700,-9.009936596671963e-09
11849730,-9.056740221431862e-09
11849760,-9.100678287316095e-09
11849790,-9.141432400049665e-09
11849820,-9.178684165420955e-09
11849850,-9.213070373520301e-09
11849880,-9.24490941959341e-09
11849910,-9.273564514681362e-09
11849940,-9.29776208054418e-09
11849970,-9.319412486052514e-09
11850000,-9.338197337020395e-09
11850030,-9.3531614500104e-09
11850060,-9.365896798905545e-09
11850090,-9.373856227137623e-09
11850120,-9.378313313968237e-09
11850150,-9.379904849228162e-09
11850180,-9.377675649717051e-09
11850210,-9.371944110686697e-09
11850240,-9.362391838224359e-09
11850270,-9.34901883301575e-09
11850300,-9.331825095746784e-09
11850330,-9.310810627103005e-09
11850360,-9.28565703327468e-09
11850390,-9.25604592050897e-09
11850420,-9.222614078504314e-09
11850450,-9.185043113487529e-09
11850480,-9.143014631739573e-09
11850510,-9.096210239594102e-09
11850540,-9.044629937843512e-09
11850570,-8.988910516059758e-09
11850600,-8.928096791796928e-09
11850630,-8.862188765865025e-09
11850660,-8.792141622117669e-09
11850690,-8.716044995191762e-09
11850720,-8.635172463281642e-09
11850750,-8.549205632796097e-09
11850780,-8.456870927291398e-09
11850810,-8.359760319074505e-09
11850840,-8.256281837460803e-09
11850870,-8.147390666069401e-09
11850900,-8.03181322862581e-09
11850930,-7.909867920196818e-09
11850960,-7.781554741550732e-09
11850990,-7.646555299218276e-09
11851020,-7.504869593942922e-09
11851050,-7.35586083806495e-09
11851080,-7.199529032325878e-09
11851110,-7.034600600779751e-09
11851140,-6.862667514966097e-09
11851170,-6.6811826223413525e-09
11851200,-6.4917378943269e-09
11851230,-6.487916951887242e-09
11851260,-6.6152743805300814e-09
11851290,-6.678316191384205e-09
11851320,-6.717160046222899e-09
11851350,-6.743904922770875e-09
11851380,-6.756003670129525e-09
11851410,-6.754729866407601e-09
11851440,-6.738809937194519e-09
11851470,-6.709835854541958e-09
11851500,-6.666215650047192e-09
11851530,-6.609222901602085e-09
11851560,-6.537902428884976e-09
11851590,-6.453527809594805e-09
11851620,-6.354188681403391e-09
11851650,-6.2421138037889335e-09
11851680,-6.115711208345976e-09
11851710,-5.976572866304501e-09
11851740,-5.824061991022624e-09
11851770,-5.65817858370885e-09
11851800,-5.479559433320396e-09
11851830,-5.2875677529767e-09
11851860,-5.084113907009899e-09
11851890,-4.867605926549379e-09
11851920,-4.638998993893461e-09
11851950,-4.398929897236629e-09
11851980,-4.146761849079895e-09
11852010,-3.884086818936454e-09
11852040,-3.610268019008091e-09
11852070,-3.324668661411961e-09
11852100,-3.0295175028381176e-09
11852130,-2.723859361215195e-09
11852160,-2.409286205133353e-09
11852190,-2.0848428522502105e-09
11852220,-1.7518028769779555e-09
11852250,-1.4095294905488184e-09
11852280,-1.0589778732289157e-09
11852310,-7.004664174682405e-10
11852340,-3.3463190940626303e-10
11852370,3.852565259831097e-11
11852400,4.186878764822246e-10
11852430,8.052179764778058e-10
11852460,1.1987527422179585e-09
11852490,1.5973818128599868e-09
11852520,2.002060372061946e-09
11852550,2.4118332406334974e-09
11852580,2.8263820271107835e-09
11852610,3.246343521603263e-09
11852640,3.670762545149242e-09
11852670,4.100275888042386e-09
11852700,4.5307444329454314e-09
11852730,4.969172847211848e-09
11852760,5.410466832126261e-09
11852790,5.853989602735028e-09
11852820,6.3032434944827625e-09
11852850,6.753134208373827e-09
11852880,7.210666412838002e-09
11852910,7.666288294286893e-09
11852940,8.130188460541805e-09
11852970,8.596317430824394e-09
11853000,9.063401632528292e-09
11853030,9.535580190004224e-09
11853060,1.0011261137092225e-08
11853090,1.0488852507413723e-08
11853120,1.0969309486232027e-08
11853150,1.1451358501039294e-08
11853180,1.1936273131213796e-08
11853210,1.2422143016111003e-08
11853240,1.290769458278469e-08
11853270,1.339420141047623e-08
11853300,1.3878161167439706e-08
11853330,1.4359573856116215e-08
11853360,1.4836210719965406e-08
11853390,1.530584300169994e-08
11853420,1.5767515519835714e-08
11853450,1.621740754469288e-08
11853480,1.6652971921972018e-08
11853510,1.7070706313518085e-08
11853540,1.7468063562368895e-08
11853570,1.7839949356037475e-08
11853600,1.818349813989808e-08
11853630,1.849425238612814e-08
11853660,1.8768072959114457e-08
11853690,1.900113911555497e-08
11853720,1.9190266898991808e-08
11853750,1.9331317168027684e-08
11853780,1.9422061146038873e-08
11853810,1.946027005526167e-08
11853840,1.944562548393213e-08
11853870,1.9376535442046166e-08
11853900,1.9255228673788715e-08
11853930,1.908266034614684e-08
11853960,1.8844821082029543e-08
11853990,1.8579918215078535e-08
11854020,1.8271395216107065e-08
11854050,1.792944070278961e-08
11854080,1.755437306124546e-08
11854110,1.715096820462451e-08
11854140,1.6724638837847636e-08
11854170,1.6370903384978692e-08
11854200,1.585828885651387e-08
11854230,1.536668828597901e-08
11854260,1.489864883857207e-08
11854290,1.4427743749773403e-08
11854320,1.3958112155212757e-08
11854350,1.3491346032613388e-08
11854380,1.3029355755004635e-08
11854410,1.2574688485639157e-08
11854440,1.2126070649143449e-08
11854470,1.1685731014122458e-08
11854500,1.1254306374711169e-08
11854530,1.0832115130038914e-08
11854560,1.0418202099206179e-08
11854590,1.0012567285963522e-08
11854620,9.61521069389528e-09
11854650,9.226132326419871e-09
11854680,8.84501379176738e-09
11854710,8.469944722792462e-09
11854740,8.101880307369715e-09
11854770,7.739546967979765e-09
11854800,7.381989521897933e-09
11854830,7.52335712975734e-09
11854860,7.893014024272418e-09
11854890,8.038839199988345e-09
11854920,8.249298596792014e-09
11854950,8.47918011579543e-09
11854980,8.705877706125924e-09
11855010,8.932256924291955e-09
11855040,9.158317770896537e-09
11855070,9.38246827076976e-09
11855100,9.605345214614541e-09
11855130,9.825675022152496e-09
11855160,1.0043457693616634e-08
11855190,1.0258056438802271e-08
11855220,1.0469152862568347e-08
11855250,1.0676428569672852e-08
11855280,1.0878928374300238e-08
11855310,1.1076970671412475e-08
11855340,1.126928187965925e-08
11855370,1.1457135579612496e-08
11855400,1.1637984608534808e-08
11855430,1.1813739337422076e-08
11855460,1.1982170998416779e-08
11855490,1.2143916381183318e-08
11855520,1.2298975484742743e-08
11855550,1.2446074726601705e-08
11855580,1.2585214105471499e-08
11855610,1.2716393619998536e-08
11855640,1.2839294873357475e-08
11855670,1.2953917864024441e-08
11855700,1.3058989008653455e-08
11855730,1.3155145096327475e-08
11855760,1.3241112543364539e-08
11855790,1.3317846534197845e-08
11855820,1.3384391880373057e-08
11855850,1.3440430184239724e-08
11855880,1.3486279839118793e-08
11855910,1.3520667260584634e-08
11855940,1.3544229237347619e-08
11855970,1.355601058028212e-08
11856000,1.3556648078069335e-08
11856030,1.3545504937022044e-08
11856060,1.3521944363312706e-08
11856090,1.3486603145599944e-08
11856120,1.3438207698652836e-08
11856150,1.3377394811117003e-08
11856180,1.3303846084678686e-08
11856210,1.3215969538109017e-08
11856240,1.3115675542990675e-08
11856270,1.3001690513819593e-08
11856300,1.2873696052196025e-08
11856330,1.273232894707163e-08
11856360,1.2576634008606708e-08
11856390,1.2405656046864602e-08
11856420,1.222098703844686e-08
11856450,1.2020398210253614e-08
11856480,1.1806436726739257e-08
11856510,1.1575918627283055e-08
11856540,1.1330754284984811e-08
11856570,1.1069351718564076e-08
11856600,1.0792347718007843e-08
11856630,1.0615956792649511e-08
11856660,1.018102834262427e-08
11856690,9.844165796934567e-09
11856720,9.636571970376961e-09
11856750,9.344603184089154e-09
11856780,8.979084893674675e-09
11856810,8.593826014753367e-09
11856840,8.190100130935941e-09
11856870,7.769817618293555e-09
11856900,7.331068101299933e-09
11856930,6.8735331846629954e-09
11856960,6.3978496614918925e-09
11856990,5.902107157104105e-09
11857020,5.387897653447394e-09
11857050,4.852992380555463e-09
11857080,4.298664925238591e-09
11857110,3.723323310460315e-09
11857140,3.1276043319467823e-09
11857170,2.510234409706318e-09
11857200,1.8708951524344744e-09
11857230,1.2099049615154976e-09
11857260,5.266270508343609e-10
11857290,-1.7893857297430922e-10
11857320,-9.077470906873969e-10
11857350,-1.659798494221782e-09
11857380,-2.435092774735936e-09
11857410,-3.233948318619803e-09
11857440,-4.056683511423786e-09
11857470,-4.90202475784619e-09
11857500,-5.7699720458456135e-09
11857530,-6.660525362543724e-09
11857560,-7.573366298261981e-09
11857590,-8.5059476709297e-09
11857620,-9.458269465607768e-09
11857650,-1.0428421291164948e-08
11857680,-1.1413537568560819e-08
11857710,-1.2412026302396265e-08
11857740,-1.341942993461849e-08
11857770,-1.4434156470623077e-08
11857800,-1.545111156239027e-08
11857830,-1.646615605099103e-08
11857860,-1.7474195592034718e-08
11857890,-1.846918065642324e-08
11857920,-1.9446335301018313e-08
11857950,-2.039897321180269e-08
11857980,-2.1320726474574175e-08
11858010,-2.2206182366325794e-08
11858040,-2.3048336190538957e-08
11858070,-2.3842093629048336e-08
11858100,-2.4582997159171366e-08
11858130,-2.5264997285237098e-08
11858160,-2.6103966118514708e-08
11858190,-2.669426789857257e-08
11858220,-2.715052504108874e-08
11858250,-2.7538327031975904e-08
11858280,-2.787836959472387e-08
11858310,-2.8141360395071406e-08
11858340,-2.8347995155810912e-08
11858370,-2.850018427656406e-08
11858400,-2.8601748526577986e-08
11858430,0.16688322640704958
11858460,0.21250530534677725
11858490,0.2234638120881821
11858520,0.22428300379796814
11858550,0.22229742852320936
11858580,0.21954252904922508
11858610,0.21657700201790026
11858640,0.21355430887006924
11858670,0.21051700938176268
11858700,0.20747679173139752
11858730,0.2044372255334271
11858760,0.20139945019886127
11858790,0.1983643436699203
11858820,0.19533183640036947
11858850,0.19230274573466938
11858880,0.18927770814137945
11858910,0.18625722600592554
11858940,0.18324141776112327
11858970,0.1802311663121881
11859000,0.17722713241533625
11859030,0.17422989068629383
11859060,0.171240840623646
11859090,0.1682608380120347
11859120,0.1652904802283883
11859150,0.1623305309225636
11859180,0.15938397960993392
11859210,0.1564518953792145
11859240,0.15353636933587458
11859270,0.1506398490803998
11859300,0.1477653508773418
11859330,0.1449260888460509
11859360,0.14211728549211264
11859390,0.13934136686781537
11859420,0.13660509766379367
11859450,0.13391512543036138
11859480,0.1312080335497845
11859510,0.12858116182220897
11859540,0.12605900200067285
11859570,0.1236169121991423
11859600,0.12124598800995413
11859630,0.1200518601123532
11859660,0.11971095456098246
11859690,0.11959809378168257
11859720,0.1195708159450735
11859750,0.11957506482723733
11859780,0.11959054645575094
11859810,0.11960926744953064
11859840,0.11962958310255013
11859870,0.11964930364969978
11859900,0.11966835819127077
11859930,0.11968662951440706
11859960,0.11970405013626695
11859990,0.11972076720211276
11860020,0.11973637635822122
11860050,0.11975135226087467
11860080,0.11976551381771534
11860110,0.11977914025804949
11860140,0.11979203432202423
11860170,0.11980432936432882
11860200,0.11981602559716359
11860230,0.11982720946299057
11860260,0.1198379323064308
11860290,0.11984818128541128
11860320,0.11985797631997262
11860350,0.11986738052382608
11860380,0.11987639852183807
11860410,0.11988507131683249
11860440,0.11989340745775082
11860470,0.11990143885592737
11860500,0.1199091752478798
11860530,0.11991662564251072
11860560,0.11992381316390688
11860590,0.11993076180326444
11860620,0.1199374908277313
11860650,0.11994398291258505
11860680,0.11995027574279458
11860710,0.1199563714130327
11860740,0.11996224951436138
11860770,0.1199679817607102
11860800,0.11997353794911277
11860830,0.1199789269906177
11860860,0.11998415965546015
11860890,0.11998924339855736
11860920,0.11999418650061489
11860950,0.11999898801180482
11860980,0.12000367093003719
11861010,0.12000821688017521
11861040,0.12001258054410387
11861070,0.12001680477409511
11861100,0.12002089011296092
11861130,0.1200248435298576
11861160,0.12002867198932052
11861190,0.12003238169152294
11861220,0.12003597920061361
11861250,0.12003947105837333
11861280,0.12004286312760015
11861310,0.12004616185683327
11861340,0.12004937322808844
11861370,0.12005250063455272
11861400,0.12005555134442732
11861430,0.12005852783202553
11861460,0.1200614364894329
11861490,0.12006427896341175
11861520,0.12006706135544312
11861550,0.12006978430820694
11861580,0.12007245448794832
11861610,0.12007507549380093
11861640,0.12007765482181654
11861670,0.12008019180555277
11861700,0.12008269091597441
11861730,0.1200851475748333
11861760,0.12008756647830578
11861790,0.12008994078012179
11861820,0.12009227787376674
11861850,0.1200945683008214
11861880,0.12009682428510399
11861910,0.12009903476157904
11861940,0.12010120768745802
11861970,0.1201033431634216
11862000,0.12010544288623384
11862030,0.12010750839102172
11862060,0.1201095415463176
11862090,0.12011154453696744
11862120,0.1201135199304636
11862150,0.12011547041568665
11862180,0.12011739857564716
11862210,0.12011930675110007
11862240,0.12012119702604854
11862270,0.12012307125488578
11862300,0.12012493109475576
11862330,0.12012677802767979
11862360,0.12012861337886475
11862390,0.12013043833193274
11862420,0.12013225394233615
11862450,0.120134061148441
11862480,0.12013586078195466
11862510,0.12013765357747905
11862540,0.1201394401809701
11862570,0.12014122115703181
11862600,0.12014299699501474
11862630,0.12014476811441346
11862660,0.12014653486944658
11862690,0.12014829755319686
11862720,0.120150056401184
11862750,0.12015181159445705
11862780,0.12015356326247692
11862810,0.12015531148558047
11862840,0.12015705629728027
11862870,0.1201587976864678
11862900,0.120160535599187
11862930,0.12016226994063792
11862960,0.12016400057669488
11862990,0.12016572733574649
11863020,0.12016745001003501
11863050,0.12016916835745026
11863080,0.12017088210283314
11863110,0.12017259093975965
11863140,0.12017429453184413
11863170,0.12017599251461533
11863200,0.12017768449682997
11863230,0.12017937006253786
11863260,0.12018104877246698
11863290,0.12018272016624738
11863320,0.12018438376400037
11863350,0.12018598199405701
11863380,0.12018559480566827
11863410,0.12018543852643612
11863440,0.12018538744017791
11863470,0.12018537692782669
11863500,0.12018538135098066
11863530,0.12018539212185958
11863560,0.12018540399428353
11863590,0.12018541622467471
11863620,0.12018542799114292
11863650,0.12018543897807286
11863680,0.12018544910602257
11863710,0.12018545834962434
11863740,0.1201854666679566
11863770,0.12018547401822298
11863800,0.1201854803702726
11863830,0.12018548570872718
11863860,0.12018549003115375
11863890,0.12018549334595122
11863920,0.12018549567131702
11863950,0.12018549703485429
11863980,0.12018549747240015
11864010,0.12018549700893905
11864040,0.12018549565765099
11864070,0.12018549343638649
11864100,0.12018549036985814
