time,hvac_oveZonSupSou_TZonHeaSet_u
11846370,285.15
11846400,285.15
11846430,285.15
11846460,285.15
11846490,285.15
11846520,285.15
11846550,285.15
11846580,285.15
11846610,285.15
11846640,285.15
11846670,285.15
11846700,285.15
11846730,285.15
11846760,285.15
11846790,285.15
11846820,285.15
11846850,285.15
11846880,285.15
11846910,285.15
11846940,285.15
11846970,285.15
11847000,285.15
11847030,285.15
11847060,285.15
11847090,285.15
11847120,285.15
11847150,285.15
11847180,285.15
11847210,285.15
11847240,285.15
11847270,285.15
11847300,285.15
11847330,285.15
11847360,285.15
11847390,285.15
11847420,285.15
11847450,285.15
11847480,285.15
11847510,285.15
11847540,285.15
11847570,285.15
11847600,285.15
11847630,285.15
11847660,285.15
11847690,285.15
11847720,285.15
11847750,285.15
11847780,285.15
11847810,285.15
11847840,285.15
11847870,285.15
11847900,285.15
11847930,285.15
11847960,285.15
11847990,285.15
11848020,285.15
11848050,285.15
11848080,285.15
11848110,285.15
11848140,285.15
11848170,285.15
11848200,285.15
11848230,285.15
11848260,285.15
11848290,285.15
11848320,285.15
11848350,285.15
11848380,285.15
11848410,285.15
11848440,285.15
11848470,285.15
11848500,285.15
11848530,285.15
11848560,285.15
11848590,285.15
11848620,285.15
11848650,285.15
11848680,285.15
11848710,285.15
11848740,285.15
11848770,285.15
11848800,285.15
11848830,285.15
11848860,285.15
11848890,285.15
11848920,285.15
11848950,285.15
11848980,285.15
11849010,285.15
11849040,285.15
11849070,285.15
11849100,285.15
11849130,285.15
11849160,285.15
11849190,285.15
11849220,285.15
11849250,285.15
11849280,285.15
11849310,285.15
11849340,285.15
11849370,285.15
11849400,285.15
11849430,285.15
11849460,285.15
11849490,285.15
11849520,285.15
11849550,285.15
11849580,285.15
11849610,285.15
11849640,285.15
11849670,285.15
11849700,285.15
11849730,285.15
11849760,285.15
11849790,285.15
11849820,285.15
11849850,285.15
11849880,285.15
11849910,285.15
11849940,285.15
11849970,285.15
11850000,285.15
11850030,285.15
11850060,285.15
11850090,285.15
11850120,285.15
11850150,285.15
11850180,285.15
11850210,285.15
11850240,285.15
11850270,285.15
11850300,285.15
11850330,285.15
11850360,285.15
11850390,285.15
11850420,285.15
11850450,285.15
11850480,285.15
11850510,285.15
11850540,285.15
11850570,285.15
11850600,285.15
11850630,285.15
11850660,285.15
11850690,285.15
11850720,285.15
11850750,285.15
11850780,285.15
11850810,285.15
11850840,285.15
11850870,285.15
11850900,285.15
11850930,285.15
11850960,285.15
11850990,285.15
11851020,285.15
11851050,285.15
11851080,285.15
11851110,285.15
11851140,285.15
11851170,285.15
11851200,285.15
11851230,285.15
11851260,285.15
11851290,285.15
11851320,285.15
11851350,285.15
11851380,285.15
11851410,285.15
11851440,285.15
11851470,285.15
11851500,285.15
11851530,285.15
11851560,285.15
11851590,285.15
11851620,285.15
11851650,285.15
11851680,285.15
11851710,285.15
11851740,285.15
11851770,285.15
11851800,285.15
11851830,285.15
11851860,285.15
11851890,285.15
11851920,285.15
11851950,285.15
11851980,285.15
11852010,285.15
11852040,285.15
11852070,285.15
11852100,285.15
11852130,285.15
11852160,285.15
11852190,285.15
11852220,285.15
11852250,285.15
11852280,285.15
11852310,285.15
11852340,285.15
11852370,285.15
11852400,285.15
11852430,285.15
11852460,285.15
11852490,285.15
11852520,285.15
11852550,285.15
11852580,285.15
11852610,285.15
11852640,285.15
11852670,285.15
11852700,285.15
11852730,285.15
11852760,285.15
11852790,285.15
11852820,285.15
11852850,285.15
11852880,285.15
11852910,285.15
11852940,285.15
11852970,285.15
11853000,285.15
11853030,285.15
11853060,285.15
11853090,285.15
11853120,285.15
11853150,285.15
11853180,285.15
11853210,285.15
11853240,285.15
11853270,285.15
11853300,285.15
11853330,285.15
11853360,285.15
11853390,285.15
11853420,285.15
11853450,285.15
11853480,285.15
11853510,285.15
11853540,285.15
11853570,285.15
11853600,285.15
11853630,285.15
11853660,285.15
11853690,285.15
11853720,285.15
11853750,285.15
11853780,285.15
11853810,285.15
11853840,285.15
11853870,285.15
11853900,285.15
11853930,285.15
11853960,285.15
11853990,285.15
11854020,285.15
11854050,285.15
11854080,285.15
11854110,285.15
11854140,285.15
11854170,285.15
11854200,285.15
11854230,285.15
11854260,285.15
11854290,285.15
11854320,285.15
11854350,285.15
11854380,285.15
11854410,285.15
11854440,285.15
11854470,285.15
11854500,285.15
11854530,285.15
11854560,285.15
11854590,285.15
11854620,285.15
11854650,285.15
11854680,285.15
11854710,285.15
11854740,285.15
11854770,285.15
11854800,285.15
11854830,285.15
11854860,285.15
11854890,285.15
11854920,285.15
11854950,285.15
11854980,285.15
11855010,285.15
11855040,285.15
11855070,285.15
11855100,285.15
11855130,285.15
11855160,285.15
11855190,285.15
11855220,285.15
11855250,285.15
11855280,285.15
11855310,285.15
11855340,285.15
11855370,285.15
11855400,285.15
11855430,285.15
11855460,285.15
11855490,285.15
11855520,285.15
11855550,285.15
11855580,285.15
11855610,285.15
11855640,285.15
11855670,285.15
11855700,285.15
11855730,285.15
11855760,285.15
11855790,285.15
11855820,285.15
11855850,285.15
11855880,285.15
11855910,285.15
11855940,285.15
11855970,285.15
11856000,285.15
11856030,285.15
11856060,285.15
11856090,285.15
11856120,285.15
11856150,285.15
11856180,285.15
11856210,285.15
11856240,285.15
11856270,285.15
11856300,285.15
11856330,285.15
11856360,285.15
11856390,285.15
11856420,285.15
11856450,285.15
11856480,285.15
11856510,285.15
11856540,285.15
11856570,285.15
11856600,285.15
11856630,285.15
11856660,285.15
11856690,285.15
11856720,285.15
11856750,285.15
11856780,285.15
11856810,285.15
11856840,285.15
11856870,285.15
11856900,285.15
11856930,285.15
11856960,285.15
11856990,285.15
11857020,285.15
11857050,285.15
11857080,285.15
11857110,285.15
11857140,285.15
11857170,285.15
11857200,285.15
11857230,285.15
11857260,285.15
11857290,285.15
11857320,285.15
11857350,285.15
11857380,285.15
11857410,285.15
11857440,285.15
11857470,285.15
11857500,285.15
11857530,285.15
11857560,285.15
11857590,285.15
11857620,285.15
11857650,285.15
11857680,285.15
11857710,285.15
11857740,285.15
11857770,285.15
11857800,285.15
11857830,285.15
11857860,285.15
11857890,285.15
11857920,285.15
11857950,285.15
11857980,285.15
11858010,285.15
11858040,285.15
11858070,285.15
11858100,285.15
11858130,285.15
11858160,285.15
11858190,285.15
11858220,285.15
11858250,285.15
11858280,285.15
11858310,285.15
11858340,285.15
11858370,285.15
11858400,285.15
11858430,293.15
11858460,293.15
11858490,293.15
11858520,293.15
11858550,293.15
11858580,293.15
11858610,293.15
11858640,293.15
11858670,293.15
11858700,293.15
11858730,293.15
11858760,293.15
11858790,293.15
11858820,293.15
11858850,293.15
11858880,293.15
11858910,293.15
11858940,293.15
11858970,293.15
11859000,293.15
11859030,293.15
11859060,293.15
11859090,293.15
11859120,293.15
11859150,293.15
11859180,293.15
11859210,293.15
11859240,293.15
11859270,293.15
11859300,293.15
11859330,293.15
11859360,293.15
11859390,293.15
11859420,293.15
11859450,293.15
11859480,293.15
11859510,293.15
11859540,293.15
11859570,293.15
11859600,293.15
11859630,293.15
11859660,293.15
11859690,293.15
11859720,293.15
11859750,293.15
11859780,293.15
11859810,293.15
11859840,293.15
11859870,293.15
11859900,293.15
11859930,293.15
11859960,293.15
11859990,293.15
11860020,293.15
11860050,293.15
11860080,293.15
11860110,293.15
11860140,293.15
11860170,293.15
11860200,293.15
11860230,293.15
11860260,293.15
11860290,293.15
11860320,293.15
11860350,293.15
11860380,293.15
11860410,293.15
11860440,293.15
11860470,293.15
11860500,293.15
11860530,293.15
11860560,293.15
11860590,293.15
11860620,293.15
11860650,293.15
11860680,293.15
11860710,293.15
11860740,293.15
11860770,293.15
11860800,293.15
11860830,293.15
11860860,293.15
11860890,293.15
11860920,293.15
11860950,293.15
11860980,293.15
11861010,293.15
11861040,293.15
11861070,293.15
11861100,293.15
11861130,293.15
11861160,293.15
11861190,293.15
11861220,293.15
11861250,293.15
11861280,293.15
11861310,293.15
11861340,293.15
11861370,293.15
11861400,293.15
11861430,293.15
11861460,293.15
11861490,293.15
11861520,293.15
11861550,293.15
11861580,293.15
11861610,293.15
11861640,293.15
11861670,293.15
11861700,293.15
11861730,293.15
11861760,293.15
11861790,293.15
11861820,293.15
11861850,293.15
11861880,293.15
11861910,293.15
11861940,293.15
11861970,293.15
11862000,293.15
11862030,293.15
11862060,293.15
11862090,293.15
11862120,293.15
11862150,293.15
11862180,293.15
11862210,293.15
11862240,293.15
11862270,293.15
11862300,293.15
11862330,293.15
11862360,293.15
11862390,293.15
11862420,293.15
11862450,293.15
11862480,293.15
11862510,293.15
11862540,293.15
11862570,293.15
11862600,293.15
11862630,293.15
11862660,293.15
11862690,293.15
11862720,293.15
11862750,293.15
11862780,293.15
11862810,293.15
11862840,293.15
11862870,293.15
11862900,293.15
11862930,293.15
11862960,293.15
11862990,293.15
11863020,293.15
11863050,293.15
11863080,293.15
11863110,293.15
11863140,293.15
11863170,293.15
11863200,293.15
11863230,293.15
11863260,293.15
11863290,293.15
11863320,293.15
11863350,293.15
11863380,293.15
11863410,293.15
11863440,293.15
11863470,293.15
11863500,293.15
11863530,293.15
11863560,293.15
11863590,293.15
11863620,293.15
11863650,293.15
11863680,293.15
11863710,293.15
11863740,293.15
11863770,293.15
11863800,293.15
11863830,293.15
11863860,293.15
11863890,293.15
11863920,293.15
11863950,293.15
11863980,293.15
11864010,293.15
11864040,293.15
11864070,293.15
11864100,293.15
11864130,293.15
11864160,293.15
11864190,293.15
11864220,293.15
11864250,293.15
11864280,293.15
11864310,293.15
11864340,293.15
11864370,293.15
11864400,293.15
11864430,293.15
11864460,293.15
11864490,293.15
11864520,293.15
11864550,293.15
11864580,293.15
11864610,293.15
11864640,293.15
11864670,293.15
11864700,293.15
11864730,293.15
11864760,293.15
11864790,293.15
11864820,293.15
11864850,293.15
11864880,293.15
11864910,293.15
11864940,293.15
11864970,293.15
11865000,293.15
11865030,293.15
11865060,293.15
11865090,293.15
11865120,293.15
11865150,293.15
11865180,293.15
11865210,293.15
11865240,293.15
11865270,293.15
11865300,293.15
11865330,293.15
11865360,293.15
11865390,293.15
11865420,293.15
11865450,293.15
11865480,293.15
11865510,293.15
11865540,293.15
11865570,293.15
11865600,293.15
11865630,293.15
11865660,293.15
11865690,293.15
11865720,293.15
11865750,293.15
11865780,293.15
11865810,293.15
11865840,293.15
11865870,293.15
11865900,293.15
11865930,293.15
11865960,293.15
11865990,293.15
11866020,293.15
11866050,293.15
11866080,293.15
11866110,293.15
11866140,293.15
11866170,293.15
11866200,293.15
11866230,293.15
11866260,293.15
11866290,293.15
11866320,293.15
11866350,293.15
11866380,293.15
11866410,293.15
11866440,293.15
11866470,293.15
11866500,293.15
11866530,293.15
11866560,293.15
11866590,293.15
11866620,293.15
11866650,293.15
11866680,293.15
11866710,293.15
11866740,293.15
11866770,293.15
11866800,293.15
11866830,293.15
11866860,293.15
11866890,293.15
11866920,293.15
11866950,293.15
11866980,293.15
11867010,293.15
11867040,293.15
11867070,293.15
11867100,293.15
11867130,293.15
11867160,293.15
11867190,293.15
11867220,293.15
11867250,293.15
11867280,293.15
11867310,293.15
11867340,293.15
11867370,293.15
11867400,293.15
11867430,293.15
11867460,293.15
11867490,293.15
11867520,293.15
11867550,293.15
11867580,293.15
11867610,293.15
11867640,293.15
11867670,293.15
11867700,293.15
11867730,293.15
11867760,293.15
11867790,293.15
11867820,293.15
11867850,293.15
11867880,293.15
11867910,293.15
11867940,293.15
11867970,293.15
11868000,293.15
11868030,293.15
11868060,293.15
11868090,293.15
11868120,293.15
11868150,293.15
11868180,293.15
11868210,293.15
11868240,293.15
11868270,293.15
11868300,293.15
11868330,293.15
11868360,293.15
11868390,293.15
11868420,293.15
11868450,293.15
11868480,293.15
11868510,293.15
11868540,293.15
11868570,293.15
11868600,293.15
11868630,293.15
11868660,293.15
11868690,293.15
11868720,293.15
11868750,293.15
11868780,293.15
11868810,293.15
11868840,293.15
11868870,293.15
11868900,293.15
11868930,293.15
11868960,293.15
11868990,293.15
11869020,293.15
11869050,293.15
11869080,293.15
11869110,293.15
11869140,293.15
11869170,293.15
11869200,293.15
11869230,293.15
11869260,293.15
11869290,293.15
11869320,293.15
11869350,293.15
11869380,293.15
11869410,293.15
11869440,293.15
11869470,293.15
11869500,293.15
11869530,293.15
11869560,293.15
11869590,293.15
11869620,293.15
11869650,293.15
11869680,293.15
11869710,293.15
11869740,293.15
11869770,293.15
11869800,293.15
11869830,293.15
11869860,293.15
11869890,293.15
11869920,293.15
11869950,293.15
11869980,293.15
11870010,293.15
11870040,293.15
11870070,293.15
11870100,293.15
11870130,293.15
11870160,293.15
11870190,293.15
11870220,293.15
11870250,293.15
11870280,293.15
11870310,293.15
11870340,293.15
11870370,293.15
11870400,293.15
11870430,293.15
11870460,293.15
11870490,293.15
11870520,293.15
11870550,293.15
11870580,293.15
11870610,293.15
11870640,293.15
11870670,293.15
11870700,293.15
11870730,293.15
11870760,293.15
11870790,293.15
11870820,293.15
11870850,293.15
11870880,293.15
11870910,293.15
11870940,293.15
11870970,293.15
11871000,293.15
11871030,293.15
11871060,293.15
11871090,293.15
11871120,293.15
11871150,293.15
11871180,293.15
11871210,293.15
11871240,293.15
11871270,293.15
11871300,293.15
11871330,293.15
11871360,293.15
11871390,293.15
11871420,293.15
11871450,293.15
11871480,293.15
11871510,293.15
11871540,293.15
11871570,293.15
11871600,293.15
11871630,293.15
11871660,293.15
11871690,293.15
11871720,293.15
11871750,293.15
11871780,293.15
11871810,293.15
11871840,293.15
11871870,293.15
11871900,293.15
11871930,293.15
11871960,293.15
11871990,293.15
11872020,293.15
11872050,293.15
11872080,293.15
11872110,293.15
11872140,293.15
11872170,293.15
11872200,293.15
11872230,293.15
11872260,293.15
11872290,293.15
11872320,293.15
11872350,293.15
11872380,293.15
11872410,293.15
11872440,293.15
11872470,293.15
11872500,293.15
11872530,293.15
11872560,293.15
11872590,293.15
11872620,293.15
11872650,293.15
11872680,293.15
11872710,293.15
11872740,293.15
11872770,293.15
11872800,293.15
11872830,293.15
11872860,293.15
11872890,293.15
11872920,293.15
11872950,293.15
11872980,293.15
11873010,293.15
11873040,293.15
11873070,293.15
11873100,293.15
11873130,293.15
11873160,293.15
11873190,293.15
11873220,293.15
11873250,293.15
11873280,293.15
11873310,293.15
11873340,293.15
11873370,293.15
11873400,293.15
11873430,293.15
11873460,293.15
11873490,293.15
11873520,293.15
11873550,293.15
11873580,293.15
11873610,293.15
11873640,293.15
11873670,293.15
11873700,293.15
11873730,293.15
11873760,293.15
11873790,293.15
11873820,293.15
11873850,293.15
11873880,293.15
11873910,293.15
11873940,293.15
11873970,293.15
11874000,293.15
11874030,293.15
11874060,293.15
11874090,293.15
11874120,293.15
11874150,293.15
11874180,293.15
11874210,293.15
11874240,293.15
11874270,293.15
11874300,293.15
11874330,293.15
11874360,293.15
11874390,293.15
11874420,293.15
11874450,293.15
11874480,293.15
11874510,293.15
11874540,293.15
11874570,293.15
11874600,293.15
11874630,293.15
11874660,293.15
11874690,293.15
11874720,293.15
11874750,293.15
11874780,293.15
11874810,293.15
11874840,293.15
11874870,293.15
11874900,293.15
11874930,293.15
11874960,293.15
11874990,293.15
11875020,293.15
11875050,293.15
11875080,293.15
11875110,293.15
11875140,293.15
11875170,293.15
11875200,293.15
11875230,293.15
11875260,293.15
11875290,293.15
11875320,293.15
11875350,293.15
11875380,293.15
11875410,293.15
11875440,293.15
11875470,293.15
11875500,293.15
11875530,293.15
11875560,293.15
11875590,293.15
11875620,293.15
11875650,293.15
11875680,293.15
11875710,293.15
11875740,293.15
11875770,293.15
11875800,293.15
11875830,293.15
11875860,293.15
11875890,293.15
11875920,293.15
11875950,293.15
11875980,293.15
11876010,293.15
11876040,293.15
11876070,293.15
11876100,293.15
11876130,293.15
11876160,293.15
11876190,293.15
11876220,293.15
11876250,293.15
11876280,293.15
11876310,293.15
11876340,293.15
11876370,293.15
11876400,293.15
11876430,293.15
11876460,293.15
11876490,293.15
11876520,293.15
11876550,293.15
11876580,293.15
11876610,293.15
11876640,293.15
11876670,293.15
11876700,293.15
11876730,293.15
11876760,293.15
11876790,293.15
11876820,293.15
11876850,293.15
11876880,293.15
11876910,293.15
11876940,293.15
11876970,293.15
11877000,293.15
11877030,293.15
11877060,293.15
11877090,293.15
11877120,293.15
11877150,293.15
11877180,293.15
11877210,293.15
11877240,293.15
11877270,293.15
11877300,293.15
11877330,293.15
11877360,293.15
11877390,293.15
11877420,293.15
11877450,293.15
11877480,293.15
11877510,293.15
11877540,293.15
11877570,293.15
11877600,293.15
11877630,293.15
11877660,293.15
11877690,293.15
11877720,293.15
11877750,293.15
11877780,293.15
11877810,293.15
11877840,293.15
11877870,293.15
11877900,293.15
11877930,293.15
11877960,293.15
11877990,293.15
11878020,293.15
11878050,293.15
11878080,293.15
11878110,293.15
11878140,293.15
11878170,293.15
11878200,293.15
11878230,293.15
11878260,293.15
11878290,293.15
11878320,293.15
11878350,293.15
11878380,293.15
11878410,293.15
11878440,293.15
11878470,293.15
11878500,293.15
11878530,293.15
11878560,293.15
11878590,293.15
11878620,293.15
11878650,293.15
11878680,293.15
11878710,293.15
11878740,293.15
11878770,293.15
11878800,293.15
11878830,293.15
11878860,293.15
11878890,293.15
11878920,293.15
11878950,293.15
11878980,293.15
11879010,293.15
11879040,293.15
11879070,293.15
11879100,293.15
11879130,293.15
11879160,293.15
11879190,293.15
11879220,293.15
11879250,293.15
11879280,293.15
11879310,293.15
11879340,293.15
11879370,293.15
11879400,293.15
11879430,293.15
11879460,293.15
11879490,293.15
11879520,293.15
11879550,293.15
11879580,293.15
11879610,293.15
11879640,293.15
11879670,293.15
11879700,293.15
11879730,293.15
11879760,293.15
11879790,293.15
11879820,293.15
11879850,293.15
11879880,293.15
11879910,293.15
11879940,293.15
11879970,293.15
11880000,293.15
11880030,293.15
11880060,293.15
11880090,293.15
11880120,293.15
11880150,293.15
11880180,293.15
11880210,293.15
11880240,293.15
11880270,293.15
11880300,293.15
11880330,293.15
11880360,293.15
11880390,293.15
11880420,293.15
11880450,293.15
11880480,293.15
11880510,293.15
11880540,293.15
11880570,293.15
11880600,293.15
11880630,293.15
11880660,293.15
11880690,293.15
11880720,293.15
11880750,293.15
11880780,293.15
11880810,293.15
11880840,293.15
11880870,293.15
11880900,293.15
11880930,293.15
11880960,293.15
11880990,293.15
11881020,293.15
11881050,293.15
11881080,293.15
11881110,293.15
11881140,293.15
11881170,293.15
11881200,293.15
11881230,293.15
11881260,293.15
11881290,293.15
11881320,293.15
11881350,293.15
11881380,293.15
11881410,293.15
11881440,293.15
11881470,293.15
11881500,293.15
11881530,293.15
11881560,293.15
11881590,293.15
11881620,293.15
11881650,293.15
11881680,293.15
11881710,293.15
11881740,293.15
11881770,293.15
11881800,293.15
11881830,293.15
11881860,293.15
11881890,293.15
11881920,293.15
11881950,293.15
11881980,293.15
11882010,293.15
11882040,293.15
11882070,293.15
11882100,293.15
11882130,293.15
11882160,293.15
11882190,293.15
11882220,293.15
11882250,293.15
11882280,293.15
11882310,293.15
11882340,293.15
11882370,293.15
11882400,293.15
11882430,293.15
11882460,293.15
11882490,293.15
11882520,293.15
11882550,293.15
11882580,293.15
11882610,293.15
11882640,293.15
11882670,293.15
11882700,293.15
11882730,293.15
11882760,293.15
11882790,293.15
11882820,293.15
11882850,293.15
11882880,293.15
11882910,293.15
11882940,293.15
11882970,293.15
11883000,293.15
11883030,293.15
11883060,293.15
11883090,293.15
11883120,293.15
11883150,293.15
11883180,293.15
11883210,293.15
11883240,293.15
11883270,293.15
11883300,293.15
11883330,293.15
11883360,293.15
11883390,293.15
11883420,293.15
11883450,293.15
11883480,293.15
11883510,293.15
11883540,293.15
11883570,293.15
11883600,293.15
11883630,293.15
11883660,293.15
11883690,293.15
11883720,293.15
11883750,293.15
11883780,293.15
11883810,293.15
11883840,293.15
11883870,293.15
11883900,293.15
11883930,293.15
11883960,293.15
11883990,293.15
11884020,293.15
11884050,293.15
11884080,293.15
11884110,293.15
11884140,293.15
11884170,293.15
11884200,293.15
11884230,293.15
11884260,293.15
11884290,293.15
11884320,293.15
11884350,293.15
11884380,293.15
11884410,293.15
11884440,293.15
11884470,293.15
11884500,293.15
11884530,293.15
11884560,293.15
11884590,293.15
11884620,293.15
11884650,293.15
11884680,293.15
11884710,293.15
11884740,293.15
11884770,293.15
11884800,293.15
11884830,293.15
11884860,293.15
11884890,293.15
11884920,293.15
11884950,293.15
11884980,293.15
11885010,293.15
11885040,293.15
11885070,293.15
11885100,293.15
11885130,293.15
11885160,293.15
11885190,293.15
11885220,293.15
11885250,293.15
11885280,293.15
11885310,293.15
11885340,293.15
11885370,293.15
11885400,293.15
11885430,293.15
11885460,293.15
11885490,293.15
11885520,293.15
11885550,293.15
11885580,293.15
11885610,293.15
11885640,293.15
11885670,293.15
11885700,293.15
11885730,293.15
11885760,293.15
11885790,293.15
11885820,293.15
11885850,293.15
11885880,293.15
11885910,293.15
11885940,293.15
11885970,293.15
11886000,293.15
11886030,293.15
11886060,293.15
11886090,293.15
11886120,293.15
11886150,293.15
11886180,293.15
11886210,293.15
11886240,293.15
11886270,293.15
11886300,293.15
11886330,293.15
11886360,293.15
11886390,293.15
11886420,293.15
11886450,293.15
11886480,293.15
11886510,293.15
11886540,293.15
11886570,293.15
11886600,293.15
11886630,293.15
11886660,293.15
11886690,293.15
11886720,293.15
11886750,293.15
11886780,293.15
11886810,293.15
11886840,293.15
11886870,293.15
11886900,293.15
11886930,293.15
11886960,293.15
11886990,293.15
11887020,293.15
11887050,293.15
11887080,293.15
11887110,293.15
11887140,293.15
11887170,293.15
11887200,293.15
11887230,293.15
11887260,293.15
11887290,293.15
11887320,293.15
11887350,293.15
11887380,293.15
11887410,293.15
11887440,293.15
11887470,293.15
11887500,293.15
11887530,293.15
11887560,293.15
11887590,293.15
11887620,293.15
11887650,293.15
11887680,293.15
11887710,293.15
11887740,293.15
11887770,293.15
11887800,293.15
11887830,293.15
11887860,293.15
11887890,293.15
11887920,293.15
11887950,293.15
11887980,293.15
11888010,293.15
11888040,293.15
11888070,293.15
11888100,293.15
11888130,293.15
11888160,293.15
11888190,293.15
11888220,293.15
11888250,293.15
11888280,293.15
11888310,293.15
11888340,293.15
11888370,293.15
11888400,293.15
11888430,293.15
11888460,293.15
11888490,293.15
11888520,293.15
11888550,293.15
11888580,293.15
11888610,293.15
11888640,293.15
11888670,293.15
11888700,293.15
11888730,293.15
11888760,293.15
11888790,293.15
11888820,293.15
11888850,293.15
11888880,293.15
11888910,293.15
11888940,293.15
11888970,293.15
11889000,293.15
11889030,293.15
11889060,293.15
