timestamp,hvac_reaZonEas_V_flow_y
2024-01-01 00:28:30,-1.0116997457278062e-08
2024-01-01 00:29:00,-9.7285116057855e-09
2024-01-01 00:29:30,-9.344938150996544e-09
2024-01-01 00:30:00,-8.969142631412291e-09
2024-01-01 00:30:30,-8.598668866826856e-09
2024-01-01 00:31:00,-8.234335580974838e-09
2024-01-01 00:31:30,-7.87491468292058e-09
2024-01-01 00:32:00,-7.522452985280458e-09
2024-01-01 00:32:30,-7.173266219866318e-09
2024-01-01 00:33:00,-6.8298105623566e-09
2024-01-01 00:33:30,-6.491676648048076e-09
2024-01-01 00:34:00,-6.158045749477786e-09
2024-01-01 00:34:30,-5.8289178650516984e-09
2024-01-01 00:35:00,-5.5042929932353905e-09
2024-01-01 00:35:30,-5.182124318300101e-09
2024-01-01 00:36:00,-4.865277378834473e-09
2024-01-01 00:36:30,-4.5512959964065485e-09
2024-01-01 00:37:00,-4.2393614441183515e-09
2024-01-01 00:37:30,-3.9307018092677835e-09
2024-01-01 00:38:00,-3.624498365034496e-09
2024-01-01 00:38:30,-3.319932384679886e-09
2024-01-01 00:39:00,-3.016594504340754e-09
2024-01-01 00:39:30,-2.715303448593648e-09
2024-01-01 00:40:00,-2.4152404908177515e-09
2024-01-01 00:40:30,-2.114358816071495e-09
2024-01-01 00:41:00,-1.8142958745859317e-09
2024-01-01 00:41:30,-1.5134142142658223e-09
2024-01-01 00:42:00,-1.2129419225387127e-09
2024-01-01 00:42:30,-9.100134590044119e-10
2024-01-01 00:43:00,-6.058569110916411e-10
2024-01-01 00:43:30,-3.004722778635046e-10
2024-01-01 00:44:00,9.005981059472977e-12
2024-01-01 00:44:30,3.209404155354007e-10
2024-01-01 00:45:00,6.361497521108692e-10
2024-01-01 00:45:30,9.55043354590875e-10
2024-01-01 00:46:00,1.2796680379270123e-09
2024-01-01 00:46:30,1.6083863521457424e-09
2024-01-01 00:47:00,1.943654475099065e-09
2024-01-01 00:47:30,2.283425594153454e-09
2024-01-01 00:48:00,2.631793338458456e-09
2024-01-01 00:48:30,2.9867108955503752e-09
2024-01-01 00:49:00,3.3502250809025727e-09
2024-01-01 00:49:30,3.7215171705992884e-09
2024-01-01 00:50:00,4.102633980400188e-09
2024-01-01 00:50:30,4.493575512259325e-09
2024-01-01 00:51:00,4.895160493891056e-09
2024-01-01 00:51:30,5.307388927572623e-09
2024-01-01 00:52:00,5.733126355514391e-09
2024-01-01 00:52:30,6.170325966327495e-09
2024-01-01 00:53:00,6.621853302749684e-09
2024-01-01 00:53:30,7.087708368024748e-09
2024-01-01 00:54:00,7.568300528496829e-09
2024-01-01 00:54:30,8.066495328018938e-09
2024-01-01 00:55:00,8.580245956469922e-09
2024-01-01 00:55:30,9.112417958513584e-09
2024-01-01 00:56:00,9.66423942786649e-09
2024-01-01 00:56:30,1.0236119732941206e-08
2024-01-01 00:57:00,1.0828058879686405e-08
2024-01-01 00:57:30,1.144292241510785e-08
2024-01-01 00:58:00,1.2080300983429952e-08
2024-01-01 00:58:30,1.2742650770186518e-08
2024-01-01 00:59:00,1.3432018598901362e-08
2024-01-01 00:59:30,1.414676702697213e-08
2024-01-01 01:00:00,1.4890580331623665e-08
2024-01-01 01:00:30,1.5194328451932482e-08
2024-01-01 01:01:00,1.5453456041218432e-08
2024-01-01 01:01:30,1.5727320741964425e-08
2024-01-01 01:02:00,1.600364166384538e-08
2024-01-01 01:02:30,1.62811907187253e-08
2024-01-01 01:03:00,1.656324281298863e-08
2024-01-01 01:03:30,1.6848160495573845e-08
2024-01-01 01:04:00,1.7136353131118697e-08
2024-01-01 01:04:30,1.7427411357928552e-08
2024-01-01 01:05:00,1.772133517750097e-08
2024-01-01 01:05:30,1.8019762044470423e-08
2024-01-01 01:06:00,1.8320645144192313e-08
2024-01-01 01:06:30,1.862521256817154e-08
2024-01-01 01:07:00,1.8933464318197453e-08
2024-01-01 01:07:30,1.9244581669348487e-08
2024-01-01 01:08:00,1.9560611440351105e-08
2024-01-01 01:08:30,1.9879506816213645e-08
2024-01-01 01:09:00,2.0202495889101183e-08
2024-01-01 01:09:30,2.0529988024580547e-08
2024-01-01 01:10:00,2.0861573861356355e-08
2024-01-01 01:10:30,2.1195615947455198e-08
2024-01-01 01:11:00,2.1534979829736115e-08
2024-01-01 01:11:30,2.1878846783543507e-08
2024-01-01 01:12:00,2.2227216811296025e-08
2024-01-01 01:12:30,2.2579271188153493e-08
2024-01-01 01:13:00,2.2936238007519443e-08
2024-01-01 01:13:30,2.329729854462913e-08
2024-01-01 01:14:00,2.366245280202174e-08
2024-01-01 01:14:30,2.403251950985049e-08
2024-01-01 01:15:00,2.440749867095206e-08
2024-01-01 01:15:30,2.478698092437291e-08
2024-01-01 01:16:00,2.517055690908145e-08
2024-01-01 01:16:30,2.5558226627876277e-08
2024-01-01 01:17:00,2.595039944755233e-08
2024-01-01 01:17:30,2.6347075371106666e-08
2024-01-01 01:18:00,2.674743567354404e-08
2024-01-01 01:18:30,2.7151889721791544e-08
2024-01-01 01:19:00,2.7560846882957823e-08
2024-01-01 01:19:30,2.797226033955738e-08
2024-01-01 01:20:00,2.8387767550889246e-08
2024-01-01 01:20:30,2.880654979164378e-08
2024-01-01 01:21:00,2.9227788336220352e-08
2024-01-01 01:21:30,2.9651483187277863e-08
2024-01-01 01:22:00,3.007763434746846e-08
2024-01-01 01:22:30,3.050460436197082e-08
2024-01-01 01:23:00,3.0933211961716286e-08
2024-01-01 01:23:30,3.1362229055684935e-08
2024-01-01 01:24:00,3.1791246281277476e-08
2024-01-01 01:24:30,3.2218626182051215e-08
2024-01-01 01:25:00,3.2644368759082845e-08
2024-01-01 01:25:30,3.306806464871078e-08
2024-01-01 01:26:00,3.348807639296784e-08
2024-01-01 01:26:30,3.3902766533012165e-08
2024-01-01 01:27:00,3.43125444328649e-08
2024-01-01 01:27:30,3.4715363267707764e-08
2024-01-01 01:28:00,3.510958557640622e-08
2024-01-01 01:28:30,3.5493983261700376e-08
2024-01-01 01:29:00,3.5867328225460535e-08
2024-01-01 01:29:30,3.6227983003661786e-08
2024-01-01 01:30:00,3.6573491401067725e-08
2024-01-01 01:30:30,3.690221595105977e-08
2024-01-01 01:31:00,3.7213337916089964e-08
2024-01-01 01:31:30,3.750276363626546e-08
2024-01-01 01:32:00,3.777008373637671e-08
2024-01-01 01:32:30,3.800424534367163e-08
2024-01-01 01:33:00,3.821712003655294e-08
2024-01-01 01:33:30,3.8371864919225947e-08
2024-01-01 01:34:00,3.855444670862072e-08
2024-01-01 01:34:30,3.8673576906262934e-08
2024-01-01 01:35:00,3.87358053319818e-08
2024-01-01 01:35:30,3.878657154045166e-08
2024-01-01 01:36:00,3.8785348322769e-08
2024-01-01 01:36:30,3.8745235355717726e-08
2024-01-01 01:37:00,3.863143652976623e-08
2024-01-01 01:37:30,3.848406965928525e-08
2024-01-01 01:38:00,3.9363392357171155e-08
2024-01-01 01:38:30,3.99352815797432e-08
2024-01-01 01:39:00,4.015511627661209e-08
2024-01-01 01:39:30,4.009412595024956e-08
2024-01-01 01:40:00,3.9628272528107066e-08
2024-01-01 01:40:30,3.886276290392157e-08
2024-01-01 01:41:00,3.78684172765486e-08
2024-01-01 01:41:30,3.66030708167148e-08
2024-01-01 01:42:00,3.5075320106456064e-08
2024-01-01 01:42:30,3.337399754499926e-08
2024-01-01 01:43:00,3.1556005011555964e-08
2024-01-01 01:43:30,2.9682747453274512e-08
2024-01-01 01:44:00,2.782668274585577e-08
2024-01-01 01:44:30,2.6071321693058195e-08
2024-01-01 01:45:00,2.4512865491049996e-08
2024-01-01 01:45:30,2.308417811399696e-08
2024-01-01 01:46:00,2.1251445616980406e-08
2024-01-01 01:46:30,1.9131337407911525e-08
2024-01-01 01:47:00,1.6872453542370164e-08
2024-01-01 01:47:30,1.455748610023552e-08
2024-01-01 01:48:00,1.2253571254306436e-08
2024-01-01 01:48:30,1.0027026457525564e-08
2024-01-01 01:49:00,7.938847401815078e-09
2024-01-01 01:49:30,6.044298643990265e-09
2024-01-01 01:50:00,4.392913600058488e-09
2024-01-01 01:50:30,3.030950741454393e-09
2024-01-01 01:51:00,1.996481193477118e-09
2024-01-01 01:51:30,1.321844935581141e-09
2024-01-01 01:52:00,1.0250541038999003e-09
2024-01-01 01:52:30,1.118799061689335e-09
2024-01-01 01:53:00,4.879650465023487e-10
2024-01-01 01:53:30,-8.875068871243705e-10
2024-01-01 01:54:00,-1.9346667381620604e-09
2024-01-01 01:54:30,-2.91182485479795e-09
2024-01-01 01:55:00,-3.841905762269673e-09
2024-01-01 01:55:30,-4.723271988792367e-09
2024-01-01 01:56:00,-5.5538766976669446e-09
2024-01-01 01:56:30,-6.333719886853432e-09
2024-01-01 01:57:00,-7.062801555719419e-09
2024-01-01 01:57:30,-7.741531071505602e-09
2024-01-01 01:58:00,-8.369908436052342e-09
2024-01-01 01:58:30,-8.949980484956964e-09
2024-01-01 01:59:00,-9.481337855384095e-09
2024-01-01 01:59:30,-9.967255483913597e-09
2024-01-01 02:00:00,-1.0410189574358956e-08
2024-01-01 02:00:30,-8.796057185077481e-09
2024-01-01 02:01:00,-5.674637720773529e-09
2024-01-01 02:01:30,-3.135746926146853e-09
2024-01-01 02:02:00,-6.43933399201165e-10
2024-01-01 02:02:30,1.8589329595008534e-09
2024-01-01 02:03:00,4.365892984997387e-09
2024-01-01 02:03:30,6.870396879029537e-09
2024-01-01 02:04:00,9.372035339579438e-09
2024-01-01 02:04:30,1.187162716367878e-08
2024-01-01 02:05:00,1.4369581781757241e-08
2024-01-01 02:05:30,1.6868355456622644e-08
2024-01-01 02:06:00,1.9372451284142537e-08
2024-01-01 02:06:30,2.188186932966284e-08
2024-01-01 02:07:00,2.439988459162688e-08
2024-01-01 02:07:30,2.6929362703638232e-08
2024-01-01 02:08:00,2.947357866794309e-08
2024-01-01 02:08:30,3.20341700226298e-08
2024-01-01 02:09:00,3.461482114155469e-08
2024-01-01 02:09:30,3.721594146783029e-08
2024-01-01 02:10:00,3.983875918025282e-08
2024-01-01 02:10:30,4.248245562579195e-08
2024-01-01 02:11:00,4.514866835428202e-08
2024-01-01 02:11:30,4.7832894413353694e-08
2024-01-01 02:12:00,5.053144958319183e-08
2024-01-01 02:12:30,5.323942154076304e-08
2024-01-01 02:13:00,5.594821365460728e-08
2024-01-01 02:13:30,5.8646363714611986e-08
2024-01-01 02:14:00,6.1319953294634e-08
2024-01-01 02:14:30,6.39476953383712e-08
2024-01-01 02:15:00,6.6507893396258e-08
2024-01-01 02:15:30,6.897516668087793e-08
2024-01-01 02:16:00,7.125699806322657e-08
2024-01-01 02:16:30,7.324531433317798e-08
2024-01-01 02:17:00,7.5326967932901e-08
2024-01-01 02:17:30,7.692679686920066e-08
2024-01-01 02:18:00,7.82015887045526e-08
2024-01-01 02:18:30,7.9053094731976e-08
2024-01-01 02:19:00,7.932329833480474e-08
2024-01-01 02:19:30,8.175251140623437e-08
2024-01-01 02:20:00,8.30580097686832e-08
2024-01-01 02:20:30,8.248860053916626e-08
2024-01-01 02:21:00,8.032756474741239e-08
2024-01-01 02:21:30,7.480888332599637e-08
2024-01-01 02:22:00,6.714756050447835e-08
2024-01-01 02:22:30,5.7583075815863353e-08
2024-01-01 02:23:00,4.673439480642402e-08
2024-01-01 02:23:30,3.561961896887883e-08
2024-01-01 02:24:00,2.5397264266234437e-08
2024-01-01 02:24:30,1.3467837523607688e-08
2024-01-01 02:25:00,-8.518973232598932e-10
2024-01-01 02:25:30,-1.5286664333915385e-08
2024-01-01 02:26:00,-2.8473671546020723e-08
2024-01-01 02:26:30,-3.930066186108592e-08
2024-01-01 02:27:00,-4.680848370044667e-08
2024-01-01 02:27:30,-5.027869607502213e-08
2024-01-01 02:28:00,-5.15309461141561e-08
2024-01-01 02:28:30,-5.8217565589164125e-08
2024-01-01 02:29:00,-6.317337028895335e-08
2024-01-01 02:29:30,-6.681755479111806e-08
2024-01-01 02:30:00,-6.955703239480486e-08
2024-01-01 02:30:30,-7.148268367726226e-08
2024-01-01 02:31:00,-7.268129548718088e-08
2024-01-01 02:31:30,-7.325193564628892e-08
2024-01-01 02:32:00,-7.328957818732219e-08
2024-01-01 02:32:30,-7.288633144943775e-08
2024-01-01 02:33:00,-7.212611629277616e-08
2024-01-01 02:33:30,-7.108220990090463e-08
2024-01-01 02:34:00,-6.98184738993291e-08
2024-01-01 02:34:30,-6.838812626852695e-08
2024-01-01 02:35:00,-6.683496946425011e-08
2024-01-01 02:35:30,-6.519625600536504e-08
2024-01-01 02:36:00,-6.350023228257943e-08
2024-01-01 02:36:30,-6.176941351034491e-08
2024-01-01 02:37:00,-6.002222120505897e-08
2024-01-01 02:37:30,-5.8275030027009486e-08
2024-01-01 02:38:00,-5.6523336908463936e-08
2024-01-01 02:38:30,-5.4789247626691015e-08
2024-01-01 02:39:00,-5.307562770315192e-08
2024-01-01 02:39:30,-5.137961152449083e-08
2024-01-01 02:40:00,-4.970119904689406e-08
2024-01-01 02:40:30,-4.8039980861057006e-08
2024-01-01 02:41:00,-4.6397185024841e-08
2024-01-01 02:41:30,-4.4770355298998475e-08
2024-01-01 02:42:00,-4.315539798195623e-08
2024-01-01 02:42:30,-4.1551084939790976e-08
2024-01-01 02:43:00,-3.9954550575520194e-08
2024-01-01 02:43:30,-3.8362929294647946e-08
2024-01-01 02:44:00,-3.677663043362059e-08
2024-01-01 02:44:30,-3.519156030284538e-08
2024-01-01 02:45:00,-3.36073095090864e-08
2024-01-01 02:45:30,-3.20238780254617e-08
2024-01-01 02:46:00,-3.043921899578838e-08
2024-01-01 02:46:30,-2.885456049154404e-08
2024-01-01 02:47:00,-2.7269902486259232e-08
2024-01-01 02:47:30,-2.5687701147971172e-08
2024-01-01 02:48:00,-2.4107137718022854e-08
2024-01-01 02:48:30,-2.2531487094891346e-08
2024-01-01 02:49:00,-2.096156798210984e-08
2024-01-01 02:49:30,-1.940065527681661e-08
2024-01-01 02:50:00,-1.7851614509862012e-08
2024-01-01 02:50:30,-1.6316492480614214e-08
2024-01-01 02:51:00,-1.4798564085090356e-08
2024-01-01 02:51:30,-1.3299057391683942e-08
2024-01-01 02:52:00,-1.1822884758792132e-08
2024-01-01 02:52:30,-1.0371683621065304e-08
2024-01-01 02:53:00,-8.948319510391381e-09
2024-01-01 02:53:30,-7.554839228595925e-09
2024-01-01 02:54:00,-6.194108309450904e-09
2024-01-01 02:54:30,-4.870220384090402e-09
2024-01-01 02:55:00,-3.588087815649832e-09
2024-01-01 02:55:30,-2.3575353531668133e-09
2024-01-01 02:56:00,-1.1544104200376059e-09
2024-01-01 02:56:30,1.473715416580843e-11
2024-01-01 02:57:00,1.151544846090563e-09
2024-01-01 02:57:30,2.245369169247069e-09
2024-01-01 02:58:00,3.304806809163042e-09
2024-01-01 02:58:30,4.333132700002565e-09
2024-01-01 02:59:00,5.3332124094959395e-09
2024-01-01 02:59:30,6.310367696949552e-09
2024-01-01 03:00:00,7.266236032490056e-09
2024-01-01 03:00:30,7.315360009412658e-09
2024-01-01 03:01:00,6.629263677704708e-09
2024-01-01 03:01:30,6.160540358310099e-09
2024-01-01 03:02:00,5.749537543261832e-09
2024-01-01 03:02:30,5.336078516930972e-09
2024-01-01 03:03:00,4.917707088300911e-09
2024-01-01 03:03:30,4.496879451684279e-09
2024-01-01 03:04:00,4.07482370518068e-09
2024-01-01 03:04:30,3.6519492160492686e-09
2024-01-01 03:05:00,3.2294840824902598e-09
2024-01-01 03:05:30,2.8062002099889604e-09
2024-01-01 03:06:00,2.385372524058621e-09
2024-01-01 03:06:30,1.966182295639141e-09
2024-01-01 03:07:00,1.548629526561258e-09
2024-01-01 03:07:30,1.134351680457317e-09
2024-01-01 03:08:00,7.225300281745643e-10
2024-01-01 03:08:30,3.148020332489407e-10
2024-01-01 03:09:00,-8.842293722032762e-11
2024-01-01 03:09:30,-4.879636125461117e-10
2024-01-01 03:10:00,-8.81773163974114e-10
2024-01-01 03:10:30,-1.2702609555287623e-09
2024-01-01 03:11:00,-1.6534269858584562e-09
2024-01-01 03:11:30,-2.030452522830816e-09
2024-01-01 03:12:00,-2.4005188344376526e-09
2024-01-01 03:12:30,-2.765263381298397e-09
2024-01-01 03:13:00,-3.1222299699247302e-09
2024-01-01 03:13:30,-3.4726466956935213e-09
2024-01-01 03:14:00,-3.815694827014952e-09
2024-01-01 03:14:30,-4.1509649978356015e-09
2024-01-01 03:15:00,-4.4796853037283686e-09
2024-01-01 03:15:30,-4.799808917314848e-09
2024-01-01 03:16:00,-5.111745203630993e-09
2024-01-01 03:16:30,-5.416722258455449e-09
2024-01-01 03:17:00,-5.71310262017837e-09
2024-01-01 03:17:30,-6.001705019389947e-09
2024-01-01 03:18:00,-6.282529456047604e-09
2024-01-01 03:18:30,-6.555166564885094e-09
2024-01-01 03:19:00,-6.819206980759755e-09
2024-01-01 03:19:30,-7.075469434482182e-09
2024-01-01 03:20:00,-7.323953926306656e-09
2024-01-01 03:20:30,-7.563841726053918e-09
2024-01-01 03:21:00,-7.796360929899757e-09
2024-01-01 03:21:30,-8.021102173027715e-09
2024-01-01 03:22:00,-8.238065455942996e-09
2024-01-01 03:22:30,-8.44684141401231e-09
2024-01-01 03:23:00,-8.648658143431403e-09
2024-01-01 03:23:30,-8.842287549281822e-09
2024-01-01 03:24:00,-9.029776458065024e-09
2024-01-01 03:24:30,-9.208668679549596e-09
2024-01-01 03:25:00,-9.3814204053323e-09
2024-01-01 03:25:30,-9.546803540752669e-09
2024-01-01 03:26:00,-9.705636816804996e-09
2024-01-01 03:26:30,-9.857920234247849e-09
2024-01-01 03:27:00,-1.0002835063763666e-08
2024-01-01 03:27:30,-1.0142428131448297e-08
2024-01-01 03:28:00,-1.0275880707953172e-08
2024-01-01 03:28:30,-1.0402374064087285e-08
2024-01-01 03:29:00,-1.0523136295742197e-08
2024-01-01 03:29:30,-1.063775803875285e-08
2024-01-01 03:30:00,-1.074787675379e-08
2024-01-01 03:30:30,-1.0851445616852312e-08
2024-01-01 03:31:00,-1.0950102088569308e-08
2024-01-01 03:31:30,-1.1045074264346356e-08
2024-01-01 03:32:00,-1.1134724685247853e-08
2024-01-01 03:32:30,-1.1220281446657016e-08
2024-01-01 03:33:00,-1.1301335184385005e-08
2024-01-01 03:33:30,-1.1378704628785006e-08
2024-01-01 03:34:00,-1.1451161686054936e-08
2024-01-01 03:34:30,-1.1519525086550964e-08
2024-01-01 03:35:00,-1.1584204195721093e-08
2024-01-01 03:35:30,-1.1644380284698104e-08
2024-01-01 03:36:00,-1.1700872083692118e-08
2024-01-01 03:36:30,-1.1753270228635278e-08
2024-01-01 03:37:00,-1.1801165355541225e-08
2024-01-01 03:37:30,-1.1845376194526098e-08
2024-01-01 03:38:00,-1.1886312110905809e-08
2024-01-01 03:38:30,-1.192315437601889e-08
2024-01-01 03:39:00,-1.1954265532128229e-08
2024-01-01 03:39:30,-1.1982101767781797e-08
2024-01-01 03:40:00,-1.2006253719026221e-08
2024-01-01 03:40:30,-1.2025493292870512e-08
2024-01-01 03:41:00,-1.2041867312878552e-08
2024-01-01 03:41:30,-1.2052100863462652e-08
2024-01-01 03:42:00,-1.2057831403673448e-08
2024-01-01 03:42:30,-1.2059877663293348e-08
2024-01-01 03:43:00,-1.2057011549636206e-08
2024-01-01 03:43:30,-1.2049642428025752e-08
2024-01-01 03:44:00,-1.2037360934859886e-08
2024-01-01 03:44:30,-1.2020167071020246e-08
2024-01-01 03:45:00,-1.1998060837388718e-08
2024-01-01 03:45:30,-1.1971042234846716e-08
2024-01-01 03:46:00,-1.1938701899924582e-08
2024-01-01 03:46:30,-1.1900630469225816e-08
2024-01-01 03:47:00,-1.1857646672362686e-08
2024-01-01 03:47:30,-1.1809341145912534e-08
2024-01-01 03:48:00,-1.1755304526522308e-08
2024-01-01 03:48:30,-1.1695127450906696e-08
2024-01-01 03:49:00,-1.1628809920084513e-08
2024-01-01 03:49:30,-1.15571706635054e-08
2024-01-01 03:50:00,-1.1478981589453188e-08
2024-01-01 03:50:30,-1.1394242698969314e-08
2024-01-01 03:51:00,-1.1304182085579856e-08
2024-01-01 03:51:30,-1.1206343565246547e-08
2024-01-01 03:52:00,-1.1102364595647822e-08
2024-01-01 03:52:30,-1.099183581359498e-08
2024-01-01 03:53:00,-1.0873119763660363e-08
2024-01-01 03:53:30,-1.0748263267381505e-08
2024-01-01 03:54:00,-1.0615219505306744e-08
2024-01-01 03:54:30,-1.0475216570660655e-08
2024-01-01 03:55:00,-1.0326617008233181e-08
2024-01-01 03:55:30,-1.0169830183110191e-08
2024-01-01 03:56:00,-1.0004856096279508e-08
2024-01-01 03:56:30,-9.831285384709211e-09
2024-01-01 03:57:00,-9.649118049355181e-09
2024-01-01 03:57:30,-9.457535363226364e-09
2024-01-01 03:58:00,-9.256537327276125e-09
2024-01-01 03:58:30,-9.04448648671682e-09
2024-01-01 03:59:00,-8.823429662099265e-09
2024-01-01 03:59:30,-8.590091943010309e-09
2024-01-01 04:00:00,-8.346520149848871e-09
2024-01-01 04:00:30,-8.341607509569309e-09
2024-01-01 04:01:00,-8.505352774967247e-09
2024-01-01 04:01:30,-8.586406531779689e-09
2024-01-01 04:02:00,-8.636348630858011e-09
2024-01-01 04:02:30,-8.67073490070541e-09
2024-01-01 04:03:00,-8.686290433023675e-09
2024-01-01 04:03:30,-8.684652685381199e-09
2024-01-01 04:04:00,-8.664184204964382e-09
2024-01-01 04:04:30,-8.626931812982514e-09
2024-01-01 04:05:00,-8.570848692917818e-09
2024-01-01 04:05:30,-8.49757230205982e-09
2024-01-01 04:06:00,-8.405874551423538e-09
2024-01-01 04:06:30,-8.29739289805046e-09
2024-01-01 04:07:00,-8.169671161804359e-09
2024-01-01 04:07:30,-8.025574890585768e-09
2024-01-01 04:08:00,-7.863057267873396e-09
2024-01-01 04:08:30,-7.684165113820071e-09
2024-01-01 04:09:00,-7.488079702743372e-09
2024-01-01 04:09:30,-7.27480103619709e-09
2024-01-01 04:10:00,-7.045147842840509e-09
2024-01-01 04:10:30,-6.798301396684324e-09
2024-01-01 04:11:00,-6.536717880441298e-09
2024-01-01 04:11:30,-6.258350476992056e-09
2024-01-01 04:12:00,-5.964427277863019e-09
2024-01-01 04:12:30,-5.655767010732807e-09
2024-01-01 04:13:00,-5.331550948817006e-09
2024-01-01 04:13:30,-4.993825910061153e-09
2024-01-01 04:14:00,-4.641773167296116e-09
2024-01-01 04:14:30,-4.274573993243949e-09
2024-01-01 04:15:00,-3.8950939322204365e-09
2024-01-01 04:15:30,-3.502104892990964e-09
2024-01-01 04:16:00,-3.09765369231431e-09
2024-01-01 04:16:30,-2.6805122386074132e-09
2024-01-01 04:17:00,-2.2523179846859422e-09
2024-01-01 04:17:30,-1.812252202134195e-09
2024-01-01 04:18:00,-1.3615429798657482e-09
2024-01-01 04:18:30,-9.005996796020231e-10
2024-01-01 04:19:00,-4.30241026379481e-10
2024-01-01 04:19:30,4.9532981912114094e-11
2024-01-01 04:20:00,5.383129840485742e-10
2024-01-01 04:20:30,1.0352802554714646e-09
2024-01-01 04:21:00,1.5412535257088031e-09
2024-01-01 04:21:30,2.053776616534268e-09
2024-01-01 04:22:00,2.574077621222501e-09
2024-01-01 04:22:30,3.100928452243067e-09
2024-01-01 04:23:00,3.633919749142435e-09
2024-01-01 04:23:30,4.173870242061337e-09
2024-01-01 04:24:00,4.719551843763309e-09
2024-01-01 04:24:30,5.271783284625924e-09
2024-01-01 04:25:00,5.825242842358409e-09
2024-01-01 04:25:30,6.3889365178438035e-09
2024-01-01 04:26:00,6.956314498448047e-09
2024-01-01 04:26:30,7.526558060659321e-09
2024-01-01 04:27:00,8.104170207192121e-09
2024-01-01 04:27:30,8.68260112505206e-09
2024-01-01 04:28:00,9.270856816506002e-09
2024-01-01 04:28:30,9.856656378368861e-09
2024-01-01 04:29:00,1.0453099449268032e-08
2024-01-01 04:29:30,1.1052408125345644e-08
2024-01-01 04:30:00,1.16529449561078e-08
2024-01-01 04:30:30,1.2260031672862572e-08
2024-01-01 04:31:00,1.2871621461975714e-08
2024-01-01 04:31:30,1.3485667509531929e-08
2024-01-01 04:32:00,1.4103397910869749e-08
2024-01-01 04:32:30,1.4723175215621946e-08
2024-01-01 04:33:00,1.5346636882989163e-08
2024-01-01 04:33:30,1.5971326734999856e-08
2024-01-01 04:34:00,1.6595607320723175e-08
2024-01-01 04:34:30,1.7221116099183723e-08
2024-01-01 04:35:00,1.784335007242247e-08
2024-01-01 04:35:30,1.8462309243577985e-08
2024-01-01 04:36:00,1.9075128068526946e-08
2024-01-01 04:36:30,1.9678941002185628e-08
2024-01-01 04:37:00,2.0272519954074484e-08
2024-01-01 04:37:30,2.0850952557462277e-08
2024-01-01 04:38:00,2.1410963899678305e-08
2024-01-01 04:38:30,2.194805097452325e-08
