timestamp,hvac_reaAhu_V_flow_sup_y
2024-01-01 01:29:00,-2.72071998397102e-08
2024-01-01 01:29:30,-2.7613277449258105e-08
2024-01-01 01:30:00,-2.7613277449258105e-08
2024-01-01 01:30:30,-2.8019355058806005e-08
2024-01-01 01:31:00,-2.8019355058806012e-08
2024-01-01 01:31:30,-2.7613277449258112e-08
2024-01-01 01:32:00,-2.76132774492581e-08
2024-01-01 01:32:30,-2.8019355058806025e-08
2024-01-01 01:33:00,-2.7613277449258112e-08
2024-01-01 01:33:30,-2.7613277449258112e-08
2024-01-01 01:34:00,-2.7613277449258105e-08
2024-01-01 01:34:30,-2.7613277449258105e-08
2024-01-01 01:35:00,-2.7613277449258112e-08
2024-01-01 01:35:30,-2.7613277449258105e-08
2024-01-01 01:36:00,-2.720719983971021e-08
2024-01-01 01:36:30,-2.6395044620614377e-08
2024-01-01 01:37:00,-2.5582889401518557e-08
2024-01-01 01:37:30,-2.558288940151856e-08
2024-01-01 01:38:00,-2.6395044620614373e-08
2024-01-01 01:38:30,-2.6801122230162293e-08
2024-01-01 01:39:00,-2.680112223016229e-08
2024-01-01 01:39:30,-2.6395044620614377e-08
2024-01-01 01:40:00,-2.5176811791970644e-08
2024-01-01 01:40:30,-2.4364656572874832e-08
2024-01-01 01:41:00,-2.233426852513528e-08
2024-01-01 01:41:30,-2.111603569649154e-08
2024-01-01 01:42:00,-1.867957003920407e-08
2024-01-01 01:42:30,-1.62431043819166e-08
2024-01-01 01:43:00,-1.380663872462912e-08
2024-01-01 01:43:30,-1.1370173067341641e-08
2024-01-01 01:44:00,-8.527629800506238e-09
2024-01-01 01:44:30,-5.6850865336708314e-09
2024-01-01 01:45:00,-4.060776095479167e-09
2024-01-01 01:45:30,-2.030388047739585e-09
2024-01-01 01:46:00,4.060776095479173e-10
2024-01-01 01:46:30,3.248620876383342e-09
2024-01-01 01:47:00,6.497241752766691e-09
2024-01-01 01:47:30,9.339785019602131e-09
2024-01-01 01:48:00,1.2182328286437571e-08
2024-01-01 01:48:30,1.5430949162820943e-08
2024-01-01 01:49:00,1.82734924296564e-08
2024-01-01 01:49:30,2.030388047739601e-08
2024-01-01 01:50:00,2.3146423744231477e-08
2024-01-01 01:50:30,2.395857896332733e-08
2024-01-01 01:51:00,2.598896701106695e-08
2024-01-01 01:51:30,2.6395044620614863e-08
2024-01-01 01:52:00,2.68011222301628e-08
2024-01-01 01:52:30,2.6395044620614876e-08
2024-01-01 01:53:00,2.7207199839710722e-08
2024-01-01 01:53:30,2.9643665496998272e-08
2024-01-01 01:54:00,3.0455820716094135e-08
2024-01-01 01:54:30,3.1674053544737896e-08
2024-01-01 01:55:00,3.3704441592477544e-08
2024-01-01 01:55:30,3.4110519202025453e-08
2024-01-01 01:56:00,3.5328752030669255e-08
2024-01-01 01:56:30,3.573482964021717e-08
2024-01-01 01:57:00,3.6546984859313024e-08
2024-01-01 01:57:30,3.7765217687956825e-08
2024-01-01 01:58:00,3.817129529750474e-08
2024-01-01 01:58:30,3.9389528126148537e-08
2024-01-01 01:59:00,3.8983450516600594e-08
2024-01-01 01:59:30,3.9795605735696466e-08
2024-01-01 02:00:00,4.101383856434024e-08
2024-01-01 02:00:30,3.8171295297504755e-08
2024-01-01 02:01:00,3.4922674421121326e-08
2024-01-01 02:01:30,3.045582071609412e-08
2024-01-01 02:02:00,2.8019355058806564e-08
2024-01-01 02:02:30,2.4770734182423168e-08
2024-01-01 02:03:00,2.1522113306039782e-08
2024-01-01 02:03:30,1.7867414820108473e-08
2024-01-01 02:04:00,1.5430949162820943e-08
2024-01-01 02:04:30,1.1776250676889649e-08
2024-01-01 02:05:00,9.339785019602131e-09
2024-01-01 02:05:30,6.0911641432187725e-09
2024-01-01 02:06:00,2.436465657287506e-09
2024-01-01 02:06:30,0.0
2024-01-01 02:07:00,-3.6546984859312502e-09
2024-01-01 02:07:30,-6.4972417527666606e-09
2024-01-01 02:08:00,-9.339785019602068e-09
2024-01-01 02:08:30,-1.1776250676889553e-08
2024-01-01 02:09:00,-1.543094916282077e-08
2024-01-01 02:09:30,-1.827349242965616e-08
2024-01-01 02:10:00,-2.152211330603945e-08
2024-01-01 02:10:30,-2.3958578963326922e-08
2024-01-01 02:11:00,-2.72071998397102e-08
2024-01-01 02:11:30,-3.004974310654556e-08
2024-01-01 02:12:00,-3.3298363982928833e-08
2024-01-01 02:12:30,-3.6140907249764174e-08
2024-01-01 02:13:00,-3.9795605735695334e-08
2024-01-01 02:13:30,-4.2232071392982766e-08
2024-01-01 02:14:00,-4.588676987891391e-08
2024-01-01 02:14:30,-4.832323553620134e-08
2024-01-01 02:15:00,-5.0353623583940845e-08
2024-01-01 02:15:30,-5.3196166850776166e-08
2024-01-01 02:16:00,-5.6038710117611474e-08
2024-01-01 02:16:30,-5.7663020555803066e-08
2024-01-01 02:17:00,-6.091164143218628e-08
2024-01-01 02:17:30,-6.091164143218628e-08
2024-01-01 02:18:00,-6.212987426083e-08
2024-01-01 02:18:30,-6.253595187037788e-08
2024-01-01 02:19:00,-6.294202947992578e-08
2024-01-01 02:19:30,-6.456633991811739e-08
2024-01-01 02:20:00,-6.700280557540477e-08
2024-01-01 02:20:30,-6.49724175276653e-08
2024-01-01 02:21:00,-6.091164143218628e-08
2024-01-01 02:21:30,-5.360224446032406e-08
2024-01-01 02:22:00,-4.345030422162648e-08
2024-01-01 02:22:30,-3.086189832564138e-08
2024-01-01 02:23:00,-1.62431043819166e-08
2024-01-01 02:23:30,-2.436465657287501e-09
2024-01-01 02:24:00,1.0964095457793813e-08
2024-01-01 02:24:30,2.558288940151902e-08
2024-01-01 02:25:00,4.4668537050271606e-08
2024-01-01 02:25:30,6.294202947992857e-08
2024-01-01 02:26:00,7.877905625229813e-08
2024-01-01 02:26:30,9.217961736738025e-08
2024-01-01 02:27:00,1.0111332477743505e-07
2024-01-01 02:27:30,1.051741008729145e-07
2024-01-01 02:28:00,1.0679841131110629e-07
2024-01-01 02:28:30,1.1451388589251733e-07
2024-01-01 02:29:00,1.201989724261886e-07
2024-01-01 02:29:30,1.2425974852166813e-07
2024-01-01 02:30:00,1.271022917885038e-07
2024-01-01 02:30:30,1.2872660222669566e-07
2024-01-01 02:31:00,1.3035091266488748e-07
2024-01-01 02:31:30,1.299448350553395e-07
2024-01-01 02:32:00,1.2994483505533952e-07
2024-01-01 02:32:30,1.283205246171477e-07
2024-01-01 02:33:00,1.266962141789559e-07
2024-01-01 02:33:30,1.2466582613121614e-07
2024-01-01 02:34:00,1.2263543808347638e-07
2024-01-01 02:34:30,1.214172052548325e-07
2024-01-01 02:35:00,1.1776250676890095e-07
2024-01-01 02:35:30,1.1491996350206529e-07
2024-01-01 02:36:00,1.1207742023522963e-07
2024-01-01 02:36:30,1.0923487696839397e-07
2024-01-01 02:37:00,1.0639233370155835e-07
2024-01-01 02:37:30,1.043619456538186e-07
2024-01-01 02:38:00,1.0111332477743501e-07
2024-01-01 02:38:30,9.827078151059943e-08
2024-01-01 02:39:00,9.624039346285969e-08
2024-01-01 02:39:30,9.339785019602408e-08
2024-01-01 02:40:00,9.096138453873637e-08
2024-01-01 02:40:30,8.852491888144874e-08
2024-01-01 02:41:00,8.568237561461316e-08
2024-01-01 02:41:30,8.365198756687343e-08
2024-01-01 02:42:00,8.080944430003785e-08
2024-01-01 02:42:30,7.877905625229816e-08
2024-01-01 02:43:00,7.634259059501054e-08
2024-01-01 02:43:30,7.390612493772287e-08
2024-01-01 02:44:00,7.146965928043527e-08
2024-01-01 02:44:30,6.903319362314764e-08
2024-01-01 02:45:00,6.659672796586e-08
2024-01-01 02:45:30,6.497241752766828e-08
2024-01-01 02:46:00,6.172379665128479e-08
2024-01-01 02:46:30,6.009948621309306e-08
2024-01-01 02:47:00,5.72569429462575e-08
2024-01-01 02:47:30,5.5632632508065775e-08
2024-01-01 02:48:00,5.2790089241230235e-08
2024-01-01 02:48:30,5.116577880303851e-08
2024-01-01 02:49:00,4.8323235536202985e-08
2024-01-01 02:49:30,4.669892509801127e-08
2024-01-01 02:50:00,4.4262459440723684e-08
2024-01-01 02:50:30,4.2232071392984036e-08
2024-01-01 02:51:00,4.0201683345244395e-08
2024-01-01 02:51:30,3.857737290705267e-08
2024-01-01 02:52:00,3.6546984859313024e-08
2024-01-01 02:52:30,3.45165968115734e-08
2024-01-01 02:53:00,3.2080131154285826e-08
2024-01-01 02:53:30,3.0861898325642064e-08
2024-01-01 02:54:00,2.8831510277902417e-08
2024-01-01 02:54:30,2.68011222301628e-08
2024-01-01 02:55:00,2.5582889401519017e-08
2024-01-01 02:55:30,2.395857896332733e-08
2024-01-01 02:56:00,2.1928190915587705e-08
2024-01-01 02:56:30,2.030388047739601e-08
2024-01-01 02:57:00,1.9491725258300165e-08
2024-01-01 02:57:30,1.82734924296564e-08
2024-01-01 02:58:00,1.6649181991464708e-08
2024-01-01 02:58:30,1.5430949162820936e-08
2024-01-01 02:59:00,1.3806638724629253e-08
2024-01-01 02:59:30,1.2588405895985493e-08
2024-01-01 03:00:00,1.137017306734173e-08
2024-01-01 03:00:30,1.137017306734173e-08
2024-01-01 03:01:00,1.2994483505533414e-08
2024-01-01 03:01:30,1.3806638724629256e-08
2024-01-01 03:02:00,1.3400561115081332e-08
2024-01-01 03:02:30,1.4212716334177176e-08
2024-01-01 03:03:00,1.502487155327302e-08
2024-01-01 03:03:30,1.502487155327302e-08
2024-01-01 03:04:00,1.6243104381916785e-08
2024-01-01 03:04:30,1.5837026772368862e-08
2024-01-01 03:05:00,1.6649181991464705e-08
2024-01-01 03:05:30,1.7867414820108473e-08
2024-01-01 03:06:00,1.82734924296564e-08
2024-01-01 03:06:30,1.867957003920432e-08
2024-01-01 03:07:00,1.9085647648752242e-08
2024-01-01 03:07:30,1.949172525830016e-08
2024-01-01 03:08:00,2.0709958086943933e-08
2024-01-01 03:08:30,2.0709958086943933e-08
2024-01-01 03:09:00,2.1116035696491863e-08
2024-01-01 03:09:30,2.2334268525135628e-08
2024-01-01 03:10:00,2.1928190915587705e-08
2024-01-01 03:10:30,2.2740346134683547e-08
2024-01-01 03:11:00,2.3552501353779396e-08
2024-01-01 03:11:30,2.3552501353779403e-08
2024-01-01 03:12:00,2.35525013537794e-08
2024-01-01 03:12:30,2.4770734182423168e-08
2024-01-01 03:13:00,2.4770734182423168e-08
2024-01-01 03:13:30,2.5988967011066943e-08
2024-01-01 03:14:00,2.558288940151902e-08
2024-01-01 03:14:30,2.598896701106695e-08
2024-01-01 03:15:00,2.6395044620614876e-08
2024-01-01 03:15:30,2.68011222301628e-08
2024-01-01 03:16:00,2.68011222301628e-08
2024-01-01 03:16:30,2.68011222301628e-08
2024-01-01 03:17:00,2.7207199839710722e-08
2024-01-01 03:17:30,2.8019355058806568e-08
2024-01-01 03:18:00,2.8425432668354494e-08
2024-01-01 03:18:30,2.8831510277902423e-08
2024-01-01 03:19:00,2.8831510277902423e-08
2024-01-01 03:19:30,2.9237587887450346e-08
2024-01-01 03:20:00,2.9237587887450356e-08
2024-01-01 03:20:30,2.9237587887450346e-08
2024-01-01 03:21:00,3.00497431065462e-08
2024-01-01 03:21:30,3.0049743106546205e-08
2024-01-01 03:22:00,3.045582071609412e-08
2024-01-01 03:22:30,2.964366549699828e-08
2024-01-01 03:23:00,3.045582071609412e-08
2024-01-01 03:23:30,3.00497431065462e-08
2024-01-01 03:24:00,3.086189832564205e-08
2024-01-01 03:24:30,3.045582071609412e-08
2024-01-01 03:25:00,3.0861898325642044e-08
2024-01-01 03:25:30,3.086189832564205e-08
2024-01-01 03:26:00,3.086189832564205e-08
2024-01-01 03:26:30,3.1267975935189974e-08
2024-01-01 03:27:00,3.086189832564205e-08
2024-01-01 03:27:30,3.126797593518998e-08
2024-01-01 03:28:00,3.16740535447379e-08
2024-01-01 03:28:30,3.1267975935189974e-08
2024-01-01 03:29:00,3.1674053544737896e-08
2024-01-01 03:29:30,3.16740535447379e-08
2024-01-01 03:30:00,3.167405354473791e-08
2024-01-01 03:30:30,3.1674053544737896e-08
2024-01-01 03:31:00,3.1674053544737896e-08
2024-01-01 03:31:30,3.2080131154285846e-08
2024-01-01 03:32:00,3.167405354473791e-08
2024-01-01 03:32:30,3.2080131154285846e-08
2024-01-01 03:33:00,3.1674053544737896e-08
2024-01-01 03:33:30,3.208013115428583e-08
2024-01-01 03:34:00,3.16740535447379e-08
2024-01-01 03:34:30,3.208013115428583e-08
2024-01-01 03:35:00,3.1674053544737896e-08
2024-01-01 03:35:30,3.126797593518998e-08
2024-01-01 03:36:00,3.16740535447379e-08
2024-01-01 03:36:30,3.1674053544737896e-08
2024-01-01 03:37:00,3.16740535447379e-08
2024-01-01 03:37:30,3.1267975935189974e-08
2024-01-01 03:38:00,3.1674053544737896e-08
2024-01-01 03:38:30,3.208013115428583e-08
2024-01-01 03:39:00,3.0861898325642044e-08
2024-01-01 03:39:30,3.1267975935189974e-08
2024-01-01 03:40:00,3.086189832564205e-08
2024-01-01 03:40:30,3.1267975935189974e-08
2024-01-01 03:41:00,3.1267975935189974e-08
2024-01-01 03:41:30,3.16740535447379e-08
2024-01-01 03:42:00,3.0861898325642064e-08
2024-01-01 03:42:30,3.086189832564205e-08
2024-01-01 03:43:00,3.086189832564205e-08
2024-01-01 03:43:30,3.086189832564205e-08
2024-01-01 03:44:00,3.00497431065462e-08
2024-01-01 03:44:30,3.0455820716094135e-08
2024-01-01 03:45:00,3.0049743106546205e-08
2024-01-01 03:45:30,3.0049743106546205e-08
2024-01-01 03:46:00,3.00497431065462e-08
2024-01-01 03:46:30,2.9237587887450346e-08
2024-01-01 03:47:00,2.8831510277902423e-08
2024-01-01 03:47:30,2.964366549699828e-08
2024-01-01 03:48:00,2.9237587887450346e-08
2024-01-01 03:48:30,2.883151027790243e-08
2024-01-01 03:49:00,2.8425432668354494e-08
2024-01-01 03:49:30,2.8831510277902413e-08
2024-01-01 03:50:00,2.801935505880657e-08
2024-01-01 03:50:30,2.7613277449258645e-08
2024-01-01 03:51:00,2.801935505880657e-08
2024-01-01 03:51:30,2.7613277449258645e-08
2024-01-01 03:52:00,2.7207199839710722e-08
2024-01-01 03:52:30,2.6801122230162792e-08
2024-01-01 03:53:00,2.7207199839710715e-08
2024-01-01 03:53:30,2.6801122230162792e-08
2024-01-01 03:54:00,2.639504462061488e-08
2024-01-01 03:54:30,2.6395044620614873e-08
2024-01-01 03:55:00,2.5582889401519014e-08
2024-01-01 03:55:30,2.51768117919711e-08
2024-01-01 03:56:00,2.517681179197109e-08
2024-01-01 03:56:30,2.4770734182423168e-08
2024-01-01 03:57:00,2.477073418242317e-08
2024-01-01 03:57:30,2.3958578963327326e-08
2024-01-01 03:58:00,2.4364656572875252e-08
2024-01-01 03:58:30,2.35525013537794e-08
2024-01-01 03:59:00,2.35525013537794e-08
2024-01-01 03:59:30,2.2740346134683557e-08
2024-01-01 04:00:00,2.2334268525135628e-08
2024-01-01 04:00:30,2.2334268525135625e-08
2024-01-01 04:01:00,2.2740346134683557e-08
2024-01-01 04:01:30,2.2334268525135625e-08
2024-01-01 04:02:00,2.2334268525135625e-08
2024-01-01 04:02:30,2.2740346134683547e-08
2024-01-01 04:03:00,2.233426852513562e-08
2024-01-01 04:03:30,2.2334268525135625e-08
2024-01-01 04:04:00,2.274034613468355e-08
2024-01-01 04:04:30,2.2334268525135628e-08
2024-01-01 04:05:00,2.1928190915587705e-08
2024-01-01 04:05:30,2.1522113306039785e-08
2024-01-01 04:06:00,2.2334268525135625e-08
2024-01-01 04:06:30,2.1928190915587705e-08
2024-01-01 04:07:00,2.1116035696491863e-08
2024-01-01 04:07:30,2.0709958086943933e-08
2024-01-01 04:08:00,2.1116035696491856e-08
2024-01-01 04:08:30,1.9897802867848087e-08
2024-01-01 04:09:00,1.949172525830016e-08
2024-01-01 04:09:30,1.9491725258300165e-08
2024-01-01 04:10:00,1.949172525830016e-08
2024-01-01 04:10:30,1.82734924296564e-08
2024-01-01 04:11:00,1.82734924296564e-08
2024-01-01 04:11:30,1.8679570039204322e-08
2024-01-01 04:12:00,1.82734924296564e-08
2024-01-01 04:12:30,1.7055259601012627e-08
2024-01-01 04:13:00,1.6649181991464705e-08
2024-01-01 04:13:30,1.6243104381916785e-08
2024-01-01 04:14:00,1.6243104381916785e-08
2024-01-01 04:14:30,1.5430949162820943e-08
2024-01-01 04:15:00,1.46187939437251e-08
2024-01-01 04:15:30,1.4212716334177176e-08
2024-01-01 04:16:00,1.3400561115081332e-08
2024-01-01 04:16:30,1.2588405895985493e-08
2024-01-01 04:17:00,1.2994483505533414e-08
2024-01-01 04:17:30,1.177625067688965e-08
2024-01-01 04:18:00,1.1370173067341727e-08
2024-01-01 04:18:30,1.0558017848245892e-08
2024-01-01 04:19:00,1.0151940238697969e-08
2024-01-01 04:19:30,9.745862629150048e-09
2024-01-01 04:20:00,9.339785019602131e-09
2024-01-01 04:20:30,8.527629800506287e-09
2024-01-01 04:21:00,6.903319362314611e-09
2024-01-01 04:21:30,6.49724175276669e-09
2024-01-01 04:22:00,6.0911641432187725e-09
2024-01-01 04:22:30,5.685086533670854e-09
2024-01-01 04:23:00,5.279008924122935e-09
2024-01-01 04:23:30,4.466853705027097e-09
2024-01-01 04:24:00,3.65469848593126e-09
2024-01-01 04:24:30,2.8425432668354236e-09
2024-01-01 04:25:00,2.842543266835424e-09
2024-01-01 04:25:30,2.030388047739588e-09
2024-01-01 04:26:00,1.218232828643752e-09
2024-01-01 04:26:30,0.0
2024-01-01 04:27:00,0.0
2024-01-01 04:27:30,-4.0607760954791717e-10
2024-01-01 04:28:00,-1.624310438191668e-09
2024-01-01 04:28:30,-2.030388047739585e-09
2024-01-01 04:29:00,-2.8425432668354174e-09
2024-01-01 04:29:30,-3.6546984859312515e-09
2024-01-01 04:30:00,-4.060776095479168e-09
2024-01-01 04:30:30,-5.279008924122915e-09
2024-01-01 04:31:00,-6.091164143218746e-09
2024-01-01 04:31:30,-6.091164143218745e-09
2024-01-01 04:32:00,-6.903319362314576e-09
2024-01-01 04:32:30,-7.715474581410407e-09
2024-01-01 04:33:00,-8.121552190958323e-09
2024-01-01 04:33:30,-9.339785019602068e-09
2024-01-01 04:34:00,-9.339785019602068e-09
2024-01-01 04:34:30,-1.0151940238697898e-08
2024-01-01 04:35:00,-1.1370173067341638e-08
2024-01-01 04:35:30,-1.1776250676889553e-08
2024-01-01 04:36:00,-1.2588405895985378e-08
2024-01-01 04:36:30,-1.2994483505533291e-08
2024-01-01 04:37:00,-1.3400561115081206e-08
2024-01-01 04:37:30,-1.4212716334177037e-08
2024-01-01 04:38:00,-1.4618793943724945e-08
2024-01-01 04:38:30,-1.502487155327286e-08
2024-01-01 04:39:00,-1.5430949162820774e-08
2024-01-01 04:39:30,-1.62431043819166e-08
2024-01-01 04:40:00,-1.62431043819166e-08
2024-01-01 04:40:30,-1.6649181991464513e-08
