timestamp,hvac_reaAhu_V_flow_ret_y
2024-01-01 00:30:00,2.4914148556695187e-08
2024-01-01 00:30:30,2.2595727594900268e-08
2024-01-01 00:31:00,2.0300778707060064e-08
2024-01-01 00:31:30,1.8027194850262077e-08
2024-01-01 00:32:00,1.578737823671718e-08
2024-01-01 00:32:30,1.3547605379575197e-08
2024-01-01 00:33:00,1.1333991809290641e-08
2024-01-01 00:33:30,9.144392953282748e-09
2024-01-01 00:34:00,6.972090935186671e-09
2024-01-01 00:34:30,4.810644771956034e-09
2024-01-01 00:35:00,2.6635601247745204e-09
2024-01-01 00:35:30,5.243921603201598e-10
2024-01-01 00:36:00,-1.5962658918008715e-09
2024-01-01 00:36:30,-3.7121602211349603e-09
2024-01-01 00:37:00,-5.827767098684358e-09
2024-01-01 00:37:30,-7.940309041168074e-09
2024-01-01 00:38:00,-1.0050772784727998e-08
2024-01-01 00:38:30,-1.2162114397417474e-08
2024-01-01 00:39:00,-1.4285889646732623e-08
2024-01-01 00:39:30,-1.6404155302426168e-08
2024-01-01 00:40:00,-1.85393981990244e-08
2024-01-01 00:40:30,-2.069671660048058e-08
2024-01-01 00:41:00,-2.2857085225702945e-08
2024-01-01 00:41:30,-2.5041132680994235e-08
2024-01-01 00:42:00,-2.7242298161756786e-08
2024-01-01 00:42:30,-2.94741189176981e-08
2024-01-01 00:43:00,-3.1739603301454103e-08
2024-01-01 00:43:30,-3.4033495196235994e-08
2024-01-01 00:44:00,-3.636973479975741e-08
2024-01-01 00:44:30,-3.874190650437247e-08
2024-01-01 00:45:00,-4.116096985411463e-08
2024-01-01 00:45:30,-4.3622415122252035e-08
2024-01-01 00:46:00,-4.6147733045630666e-08
2024-01-01 00:46:30,-4.8726389068341593e-08
2024-01-01 00:47:00,-5.1365616677200494e-08
2024-01-01 00:47:30,-5.4060359386034664e-08
2024-01-01 00:48:00,-5.6843955048191296e-08
2024-01-01 00:48:30,-5.969616041341696e-08
2024-01-01 00:49:00,-6.263131921078078e-08
2024-01-01 00:49:30,-6.565519248583714e-08
2024-01-01 00:50:00,-6.87605459215168e-08
2024-01-01 00:50:30,-7.1972952011607e-08
2024-01-01 00:51:00,-7.528812108702937e-08
2024-01-01 00:51:30,-7.8707514792265e-08
2024-01-01 00:52:00,-8.224732914572659e-08
2024-01-01 00:52:30,-8.591107970870152e-08
2024-01-01 00:53:00,-8.970150489754776e-08
2024-01-01 00:53:30,-9.36327890445634e-08
2024-01-01 00:54:00,-9.769885040018525e-08
2024-01-01 00:54:30,-1.0192207607512335e-07
2024-01-01 00:55:00,-1.062981361306451e-07
2024-01-01 00:55:30,-1.1085065742807881e-07
2024-01-01 00:56:00,-1.1557270011325917e-07
2024-01-01 00:56:30,-1.204836368149515e-07
2024-01-01 00:57:00,-1.2557888466697113e-07
2024-01-01 00:57:30,-1.3088745595705626e-07
2024-01-01 00:58:00,-1.3640563404019786e-07
2024-01-01 00:58:30,-1.4214888967683693e-07
2024-01-01 00:59:00,-1.481301535084534e-07
2024-01-01 00:59:30,-1.5434747985366595e-07
2024-01-01 01:00:00,-1.6082976167899717e-07
2024-01-01 01:00:30,-1.6396463992374418e-07
2024-01-01 01:01:00,-1.6676773680879872e-07
2024-01-01 01:01:30,-1.6970390788567565e-07
2024-01-01 01:02:00,-1.7266702434072652e-07
2024-01-01 01:02:30,-1.756566318252404e-07
2024-01-01 01:03:00,-1.787015273331027e-07
2024-01-01 01:03:30,-1.8177627572980765e-07
2024-01-01 01:04:00,-1.848905045369768e-07
2024-01-01 01:04:30,-1.880470255554467e-07
2024-01-01 01:05:00,-1.912413903631227e-07
2024-01-01 01:05:30,-1.9447884592973158e-07
2024-01-01 01:06:00,-1.97756985862958e-07
2024-01-01 01:06:30,-2.0107480064110882e-07
2024-01-01 01:07:00,-2.0444205581550893e-07
2024-01-01 01:07:30,-2.0785075699457369e-07
2024-01-01 01:08:00,-2.1130550448313894e-07
2024-01-01 01:08:30,-2.1480874531995158e-07
2024-01-01 01:09:00,-2.183494234243528e-07
2024-01-01 01:09:30,-2.2194606979907517e-07
2024-01-01 01:10:00,-2.2559334632804227e-07
2024-01-01 01:10:30,-2.2928494158021207e-07
2024-01-01 01:11:00,-2.330265449263803e-07
2024-01-01 01:11:30,-2.368227805789328e-07
2024-01-01 01:12:00,-2.406676745559604e-07
2024-01-01 01:12:30,-2.445639567528995e-07
2024-01-01 01:13:00,-2.485137722793976e-07
2024-01-01 01:13:30,-2.5251387992084013e-07
2024-01-01 01:14:00,-2.565678850914624e-07
2024-01-01 01:14:30,-2.6067776998720614e-07
2024-01-01 01:15:00,-2.648475237501853e-07
2024-01-01 01:15:30,-2.6906529016480135e-07
2024-01-01 01:16:00,-2.7333812816763774e-07
2024-01-01 01:16:30,-2.7766514440245096e-07
2024-01-01 01:17:00,-2.820439394156381e-07
2024-01-01 01:17:30,-2.86480685189966e-07
2024-01-01 01:18:00,-2.9096320445476546e-07
2024-01-01 01:18:30,-2.955045986504489e-07
2024-01-01 01:19:00,-3.0009556878305375e-07
2024-01-01 01:19:30,-3.047317725229131e-07
2024-01-01 01:20:00,-3.094252710185394e-07
2024-01-01 01:20:30,-3.141550167533689e-07
2024-01-01 01:21:00,-3.189333979391315e-07
2024-01-01 01:21:30,-3.237467567746869e-07
2024-01-01 01:22:00,-3.2860415754908096e-07
2024-01-01 01:22:30,-3.3349352872284345e-07
2024-01-01 01:23:00,-3.384180940966248e-07
2024-01-01 01:23:30,-3.4336031658168506e-07
2024-01-01 01:24:00,-3.48331623199268e-07
2024-01-01 01:24:30,-3.53318916066889e-07
2024-01-01 01:25:00,-3.583097952547999e-07
2024-01-01 01:25:30,-3.633020415005584e-07
2024-01-01 01:26:00,-3.682901409501479e-07
2024-01-01 01:26:30,-3.732671465147873e-07
2024-01-01 01:27:00,-3.7821975689175165e-07
2024-01-01 01:27:30,-3.831433795809438e-07
2024-01-01 01:28:00,-3.880213891757637e-07
2024-01-01 01:28:30,-3.928468159742578e-07
2024-01-01 01:29:00,-3.976027128145674e-07
2024-01-01 01:29:30,-4.022789955931299e-07
2024-01-01 01:30:00,-4.068609540512484e-07
2024-01-01 01:30:30,-4.113282788401447e-07
2024-01-01 01:31:00,-4.156773110254202e-07
2024-01-01 01:31:30,-4.19881153309629e-07
2024-01-01 01:32:00,-4.239235251983799e-07
2024-01-01 01:32:30,-4.277230738961666e-07
2024-01-01 01:33:00,-4.3137498495653414e-07
2024-01-01 01:33:30,-4.345839198198587e-07
2024-01-01 01:34:00,-4.3801558879509917e-07
2024-01-01 01:34:30,-4.40967498680466e-07
2024-01-01 01:35:00,-4.4348447286542645e-07
2024-01-01 01:35:30,-4.4591579722723195e-07
2024-01-01 01:36:00,-4.479492833038612e-07
2024-01-01 01:36:30,-4.496841818798836e-07
2024-01-01 01:37:00,-4.508460075096381e-07
2024-01-01 01:37:30,-4.517359136506805e-07
2024-01-01 01:38:00,-4.6052921239798686e-07
2024-01-01 01:38:30,-4.670022273663312e-07
2024-01-01 01:39:00,-4.707944876269406e-07
2024-01-01 01:39:30,-4.72431937096497e-07
2024-01-01 01:40:00,-4.709475304684992e-07
2024-01-01 01:40:30,-4.671190214700472e-07
2024-01-01 01:41:00,-4.614925113944554e-07
2024-01-01 01:41:30,-4.537085678322657e-07
2024-01-01 01:42:00,-4.4383499192346086e-07
2024-01-01 01:42:30,-4.325367793111562e-07
2024-01-01 01:43:00,-4.2024495349299777e-07
2024-01-01 01:43:30,-4.0742323778260203e-07
2024-01-01 01:44:00,-3.9463342117170475e-07
2024-01-01 01:44:30,-3.825197895210957e-07
2024-01-01 01:45:00,-3.718143952885864e-07
2024-01-01 01:45:30,-3.62026438857908e-07
2024-01-01 01:46:00,-3.490396746725581e-07
2024-01-01 01:46:30,-3.3373318910999865e-07
2024-01-01 01:47:00,-3.172454021161195e-07
2024-01-01 01:47:30,-3.0019132724586665e-07
2024-01-01 01:48:00,-2.830984300117028e-07
2024-01-01 01:48:30,-2.664768270381132e-07
2024-01-01 01:49:00,-2.5079477705496386e-07
2024-01-01 01:49:30,-2.3648567762585106e-07
2024-01-01 01:50:00,-2.239525393969913e-07
2024-01-01 01:50:30,-2.135452104162613e-07
2024-01-01 01:51:00,-2.0559998390988002e-07
2024-01-01 01:51:30,-2.003603835673465e-07
2024-01-01 01:52:00,-1.979968882165131e-07
2024-01-01 01:52:30,-1.986255061720024e-07
2024-01-01 01:53:00,-1.9366809969635174e-07
2024-01-01 01:53:30,-1.8293953962432092e-07
2024-01-01 01:54:00,-1.7466468845627088e-07
2024-01-01 01:54:30,-1.668733105461985e-07
2024-01-01 01:55:00,-1.5939848444275417e-07
2024-01-01 01:55:30,-1.522360707957915e-07
2024-01-01 01:56:00,-1.4542110966886773e-07
2024-01-01 01:56:30,-1.3894864490838078e-07
2024-01-01 01:57:00,-1.3282499359534264e-07
2024-01-01 01:57:30,-1.270516783940497e-07
2024-01-01 01:58:00,-1.216259969544062e-07
2024-01-01 01:58:30,-1.1654381240854041e-07
2024-01-01 01:59:00,-1.1179212656562317e-07
2024-01-01 01:59:30,-1.073730359119906e-07
2024-01-01 02:00:00,-1.0326139507614081e-07
2024-01-01 02:00:30,-1.1498356237446255e-07
2024-01-01 02:01:00,-1.384204536987431e-07
2024-01-01 02:01:30,-1.575100712255536e-07
2024-01-01 02:02:00,-1.7638994743665644e-07
2024-01-01 02:02:30,-1.954909852742766e-07
2024-01-01 02:03:00,-2.1476155230903067e-07
2024-01-01 02:03:30,-2.341491591940436e-07
2024-01-01 02:04:00,-2.5366340143998725e-07
2024-01-01 02:04:30,-2.7329255315849424e-07
2024-01-01 02:05:00,-2.9305676174787097e-07
2024-01-01 02:05:30,-3.1296146472381605e-07
2024-01-01 02:06:00,-3.330421218999319e-07
2024-01-01 02:06:30,-3.533098463355477e-07
2024-01-01 02:07:00,-3.73774219361493e-07
2024-01-01 02:07:30,-3.944725478244203e-07
2024-01-01 02:08:00,-4.1542660658260883e-07
2024-01-01 02:08:30,-4.366498777863611e-07
2024-01-01 02:09:00,-4.5815882989141923e-07
2024-01-01 02:09:30,-4.799724310820201e-07
2024-01-01 02:10:00,-5.020959887120617e-07
2024-01-01 02:10:30,-5.24533054563383e-07
2024-01-01 02:11:00,-5.472809249363925e-07
2024-01-01 02:11:30,-5.703175190535836e-07
2024-01-01 02:12:00,-5.936073882132237e-07
2024-01-01 02:12:30,-6.171242705498686e-07
2024-01-01 02:13:00,-6.407885552738785e-07
2024-01-01 02:13:30,-6.64527876615186e-07
2024-01-01 02:14:00,-6.882154838751948e-07
2024-01-01 02:14:30,-7.117068029739295e-07
2024-01-01 02:15:00,-7.348242903156058e-07
2024-01-01 02:15:30,-7.573540202817611e-07
2024-01-01 02:16:00,-7.7859359058345e-07
2024-01-01 02:16:30,-7.977038364653031e-07
2024-01-01 02:17:00,-8.176295178142302e-07
2024-01-01 02:17:30,-8.339741660101516e-07
2024-01-01 02:18:00,-8.478863722604276e-07
2024-01-01 02:18:30,-8.58606710666898e-07
2024-01-01 02:19:00,-8.648877235971463e-07
2024-01-01 02:19:30,-8.878090823360611e-07
2024-01-01 02:20:00,-9.022111966496584e-07
2024-01-01 02:20:30,-9.02254096817523e-07
2024-01-01 02:21:00,-8.899687705451395e-07
2024-01-01 02:21:30,-8.516658177834839e-07
2024-01-01 02:22:00,-7.965487070769782e-07
2024-01-01 02:22:30,-7.263432919387515e-07
2024-01-01 02:23:00,-6.457191406611761e-07
2024-01-01 02:23:30,-5.624428472807736e-07
2024-01-01 02:24:00,-4.854412270974666e-07
2024-01-01 02:24:30,-3.94688460713513e-07
2024-01-01 02:25:00,-2.848522758405631e-07
2024-01-01 02:25:30,-1.733432349697633e-07
2024-01-01 02:26:00,-7.065659051216099e-08
2024-01-01 02:26:30,1.4562045210603097e-08
2024-01-01 02:27:00,7.479522507816077e-08
2024-01-01 02:27:30,1.0432079510245952e-07
2024-01-01 02:28:00,1.1696185463248081e-07
2024-01-01 02:28:30,1.7162065072598328e-07
2024-01-01 02:29:00,2.1326911146491802e-07
2024-01-01 02:29:30,2.450780948812435e-07
2024-01-01 02:30:00,2.7011418783774573e-07
2024-01-01 02:30:30,2.8903522443900266e-07
2024-01-01 02:31:00,3.024489308455102e-07
2024-01-01 02:31:30,3.111000682245171e-07
2024-01-01 02:32:00,3.15668801851538e-07
2024-01-01 02:32:30,3.168464616464893e-07
2024-01-01 02:33:00,3.1524589833702093e-07
2024-01-01 02:33:30,3.11414954441176e-07
2024-01-01 02:34:00,3.0582610444579893e-07
2024-01-01 02:34:30,2.988737498212797e-07
2024-01-01 02:35:00,2.909106256688152e-07
2024-01-01 02:35:30,2.821922722798144e-07
2024-01-01 02:36:00,2.729391006949118e-07
2024-01-01 02:36:30,2.633192063435548e-07
2024-01-01 02:37:00,2.534739791012545e-07
2024-01-01 02:37:30,2.435220589691284e-07
2024-01-01 02:38:00,2.3344535807472918e-07
2024-01-01 02:38:30,2.234015279650145e-07
2024-01-01 02:39:00,2.13408207685984e-07
2024-01-01 02:39:30,2.034591964377155e-07
2024-01-01 02:40:00,1.9354802931734762e-07
2024-01-01 02:40:30,1.8367237778511603e-07
2024-01-01 02:41:00,1.7384902426451668e-07
2024-01-01 02:41:30,1.6404509272627728e-07
2024-01-01 02:42:00,1.5424970630309005e-07
2024-01-01 02:42:30,1.444375079782372e-07
2024-01-01 02:43:00,1.3459570473985036e-07
2024-01-01 02:43:30,1.2469980645530388e-07
2024-01-01 02:44:00,1.1475632689201352e-07
2024-01-01 02:44:30,1.0473290841716502e-07
2024-01-01 02:45:00,9.462507928489949e-08
2024-01-01 02:45:30,8.442517484755063e-08
2024-01-01 02:46:00,7.414216395959947e-08
2024-01-01 02:46:30,6.375486518785636e-08
2024-01-01 02:47:00,5.3286168923196554e-08
2024-01-01 02:47:30,4.273775703084704e-08
2024-01-01 02:48:00,3.2123615415400465e-08
2024-01-01 02:48:30,2.1449596435500693e-08
2024-01-01 02:49:00,1.0737964426395782e-08
2024-01-01 02:49:30,-1.1353786726724497e-12
2024-01-01 02:50:00,-1.0729506446346791e-08
2024-01-01 02:50:30,-2.1443536933819355e-08
2024-01-01 02:51:00,-3.21100025661629e-08
2024-01-01 02:51:30,-4.27212950573462e-08
2024-01-01 02:52:00,-5.323443332896628e-08
2024-01-01 02:52:30,-6.363791688131673e-08
2024-01-01 02:53:00,-7.390663465500049e-08
2024-01-01 02:53:30,-8.403070081847396e-08
2024-01-01 02:54:00,-9.397580116391537e-08
2024-01-01 02:54:30,-1.0371167200763605e-07
2024-01-01 02:55:00,-1.1320806982603557e-07
2024-01-01 02:55:30,-1.2237307534347897e-07
2024-01-01 02:56:00,-1.313921197472039e-07
2024-01-01 02:56:30,-1.4022082597596618e-07
2024-01-01 02:57:00,-1.488710860358583e-07
2024-01-01 02:57:30,-1.572482334988496e-07
2024-01-01 02:58:00,-1.6542057953328166e-07
2024-01-01 02:58:30,-1.7341425533179034e-07
2024-01-01 02:59:00,-1.812428171621028e-07
2024-01-01 02:59:30,-1.8895545275683038e-07
2024-01-01 03:00:00,-1.9655423262053038e-07
2024-01-01 03:00:30,-1.9721625993182978e-07
2024-01-01 03:01:00,-1.9221943645954224e-07
2024-01-01 03:01:30,-1.8886165041857442e-07
2024-01-01 03:02:00,-1.8591768853528363e-07
2024-01-01 03:02:30,-1.829370110493423e-07
2024-01-01 03:03:00,-1.798990276341163e-07
2024-01-01 03:03:30,-1.768103061402186e-07
2024-01-01 03:04:00,-1.7369826024881446e-07
2024-01-01 03:04:30,-1.705432001496496e-07
2024-01-01 03:05:00,-1.6737904687602388e-07
2024-01-01 03:05:30,-1.641858044667511e-07
2024-01-01 03:06:00,-1.6098495622227524e-07
2024-01-01 03:06:30,-1.577686087838013e-07
2024-01-01 03:07:00,-1.5454505165516557e-07
2024-01-01 03:07:30,-1.5132268043620046e-07
2024-01-01 03:08:00,-1.481029267750707e-07
2024-01-01 03:08:30,-1.4488137815629109e-07
2024-01-01 03:09:00,-1.4167509754830654e-07
2024-01-01 03:09:30,-1.3848297329421517e-07
2024-01-01 03:10:00,-1.3529846297025846e-07
2024-01-01 03:10:30,-1.32141648457451e-07
2024-01-01 03:11:00,-1.2900624759440985e-07
2024-01-01 03:11:30,-1.2589181031329406e-07
2024-01-01 03:12:00,-1.2280986605670376e-07
2024-01-01 03:12:30,-1.1975446107814433e-07
2024-01-01 03:13:00,-1.1673371508257813e-07
2024-01-01 03:13:30,-1.1374962324729176e-07
2024-01-01 03:14:00,-1.1079241877587856e-07
2024-01-01 03:14:30,-1.0788448483841481e-07
2024-01-01 03:15:00,-1.0500559926829625e-07
2024-01-01 03:15:30,-1.0217771487104477e-07
2024-01-01 03:16:00,-9.938971054394142e-08
2024-01-01 03:16:30,-9.664046524968213e-08
2024-01-01 03:17:00,-9.394407889136897e-08
2024-01-01 03:17:30,-9.129370213040369e-08
2024-01-01 03:18:00,-8.868555183842197e-08
2024-01-01 03:18:30,-8.612307796361156e-08
2024-01-01 03:19:00,-8.360899289015083e-08
2024-01-01 03:19:30,-8.11456879140489e-08
2024-01-01 03:20:00,-7.87248341537001e-08
2024-01-01 03:20:30,-7.635657341126373e-08
2024-01-01 03:21:00,-7.403871684950057e-08
2024-01-01 03:21:30,-7.17605577169362e-08
2024-01-01 03:22:00,-6.95356047640011e-08
2024-01-01 03:22:30,-6.73524103493907e-08
2024-01-01 03:23:00,-6.52242636998925e-08
2024-01-01 03:23:30,-6.313896859134154e-08
2024-01-01 03:24:00,-6.110000380556083e-08
2024-01-01 03:24:30,-5.9107311929940854e-08
2024-01-01 03:25:00,-5.7159690544641613e-08
2024-01-01 03:25:30,-5.5255071446848936e-08
2024-01-01 03:26:00,-5.3393267697380784e-08
2024-01-01 03:26:30,-5.15789341489674e-08
2024-01-01 03:27:00,-4.980383670188393e-08
2024-01-01 03:27:30,-4.807117582720362e-08
2024-01-01 03:28:00,-4.6378683839279634e-08
2024-01-01 03:28:30,-4.4724089206419364e-08
2024-01-01 03:29:00,-4.3115950308086355e-08
2024-01-01 03:29:30,-4.15449844640156e-08
2024-01-01 03:30:00,-4.0002369068589166e-08
2024-01-01 03:30:30,-3.850658992617864e-08
2024-01-01 03:31:00,-3.7041094939010744e-08
2024-01-01 03:31:30,-3.5603639420142066e-08
2024-01-01 03:32:00,-3.4196329433261376e-08
2024-01-01 03:32:30,-3.282005703245809e-08
2024-01-01 03:33:00,-3.1470861484884814e-08
2024-01-01 03:33:30,-3.0151925159865925e-08
2024-01-01 03:34:00,-2.8860289886054982e-08
2024-01-01 03:34:30,-2.7603178479401993e-08
2024-01-01 03:35:00,-2.6365325313676612e-08
2024-01-01 03:35:30,-2.5157996039107076e-08
2024-01-01 03:36:00,-2.3985932060285104e-08
2024-01-01 03:36:30,-2.2835329141869924e-08
2024-01-01 03:37:00,-2.1720562609090486e-08
2024-01-01 03:37:30,-2.062771567531732e-08
2024-01-01 03:38:00,-1.9564854190280515e-08
2024-01-01 03:38:30,-1.8531541510195925e-08
2024-01-01 03:39:00,-1.7528406642976728e-08
2024-01-01 03:39:30,-1.6561672249196356e-08
2024-01-01 03:40:00,-1.5616340642821203e-08
2024-01-01 03:40:30,-1.4714385922920636e-08
2024-01-01 03:41:00,-1.3833653867656302e-08
2024-01-01 03:41:30,-1.3001141545081772e-08
2024-01-01 03:42:00,-1.2193797785467621e-08
2024-01-01 03:42:30,-1.1419170795374705e-08
2024-01-01 03:43:00,-1.0684519878641737e-08
2024-01-01 03:43:30,-9.987829362092663e-09
2024-01-01 03:44:00,-9.321772535321133e-09
2024-01-01 03:44:30,-8.703781454307343e-09
2024-01-01 03:45:00,-8.119689937888005e-09
2024-01-01 03:45:30,-7.578186626271061e-09
2024-01-01 03:46:00,-7.079791172407591e-09
2024-01-01 03:46:30,-6.622294343728889e-09
2024-01-01 03:47:00,-6.208722278948781e-09
2024-01-01 03:47:30,-5.848756197500421e-09
2024-01-01 03:48:00,-5.525935739806148e-09
2024-01-01 03:48:30,-5.255213776719728e-09
2024-01-01 03:49:00,-5.0334363493574656e-09
2024-01-01 03:49:30,-4.8661009519280235e-09
2024-01-01 03:50:00,-4.742414542691954e-09
2024-01-01 03:50:30,-4.679781308450982e-09
2024-01-01 03:51:00,-4.6666515744237065e-09
2024-01-01 03:51:30,-4.714874470499475e-09
2024-01-01 03:52:00,-4.8153677079313015e-09
2024-01-01 03:52:30,-4.973043470644928e-09
2024-01-01 03:53:00,-5.207570562354457e-09
2024-01-01 03:53:30,-5.492324541072275e-09
2024-01-01 03:54:00,-5.844063900177741e-09
2024-01-01 03:54:30,-6.263668689060209e-09
2024-01-01 03:55:00,-6.748786038649775e-09
2024-01-01 03:55:30,-7.309536904728183e-09
2024-01-01 03:56:00,-7.948234730718462e-09
2024-01-01 03:56:30,-8.656897862097759e-09
2024-01-01 03:57:00,-9.445400185783741e-09
2024-01-01 03:57:30,-1.0311832498132204e-08
2024-01-01 03:58:00,-1.1273435507847587e-08
2024-01-01 03:58:30,-1.2319975938035645e-08
2024-01-01 03:59:00,-1.3455981214026393e-08
2024-01-01 03:59:30,-1.4691456065756981e-08
2024-01-01 04:00:00,-1.6023613150811113e-08
2024-01-01 04:00:30,-1.5528988896788012e-08
2024-01-01 04:01:00,-1.3736652617309652e-08
2024-01-01 04:01:30,-1.257024944677828e-08
2024-01-01 04:02:00,-1.1644060521087909e-08
2024-01-01 04:02:30,-1.0838623353951328e-08
2024-01-01 04:03:00,-1.0169608581590868e-08
2024-01-01 04:03:30,-9.635362385659844e-09
2024-01-01 04:04:00,-9.250846450419756e-09
2024-01-01 04:04:30,-8.991265313600429e-09
2024-01-01 04:05:00,-8.880413412262308e-09
2024-01-01 04:05:30,-8.904701757330191e-09
2024-01-01 04:06:00,-9.084309469062492e-09
2024-01-01 04:06:30,-9.390870881426311e-09
2024-01-01 04:07:00,-9.849603752950812e-09
2024-01-01 04:07:30,-1.0443981793147017e-08
2024-01-01 04:08:00,-1.119438533767486e-08
2024-01-01 04:08:30,-1.2069834425946556e-08
2024-01-01 04:09:00,-1.3093214335187311e-08
2024-01-01 04:09:30,-1.4264235456035384e-08
2024-01-01 04:10:00,-1.5574070755585246e-08
2024-01-01 04:10:30,-1.7018969824936076e-08
2024-01-01 04:11:00,-1.86021725320806e-08
2024-01-01 04:11:30,-2.0335599735441252e-08
2024-01-01 04:12:00,-2.2194929115556174e-08
2024-01-01 04:12:30,-2.417880023067799e-08
2024-01-01 04:13:00,-2.6306302245638004e-08
2024-01-01 04:13:30,-2.8558436476110324e-08
2024-01-01 04:14:00,-3.0941688436846694e-08
2024-01-01 04:14:30,-3.3454286341080496e-08
2024-01-01 04:15:00,-3.608458740735943e-08
2024-01-01 04:15:30,-3.8843170030803684e-08
2024-01-01 04:16:00,-4.17073877717248e-08
2024-01-01 04:16:30,-4.469541461484036e-08
2024-01-01 04:17:00,-4.780016598735327e-08
2024-01-01 04:17:30,-5.100743570538079e-08
2024-01-01 04:18:00,-5.432585040739086e-08
2024-01-01 04:18:30,-5.7748991545868514e-08
2024-01-01 04:19:00,-6.127193865573907e-08
2024-01-01 04:19:30,-6.489328869421487e-08
2024-01-01 04:20:00,-6.860912649193807e-08
2024-01-01 04:20:30,-7.24147548930721e-08
2024-01-01 04:21:00,-7.63112540449759e-08
2024-01-01 04:21:30,-8.029577047510166e-08
2024-01-01 04:22:00,-8.4369206213429e-08
2024-01-01 04:22:30,-8.852167946087627e-08
2024-01-01 04:23:00,-9.2748856758175e-08
2024-01-01 04:23:30,-9.705651303789737e-08
2024-01-01 04:24:00,-1.0144148215624537e-07
2024-01-01 04:24:30,-1.0590469953216101e-07
2024-01-01 04:25:00,-1.1041393856616987e-07
2024-01-01 04:25:30,-1.1502880168400455e-07
2024-01-01 04:26:00,-1.1970188973963334e-07
2024-01-01 04:26:30,-1.2442486792071388e-07
2024-01-01 04:27:00,-1.292444308611767e-07
2024-01-01 04:27:30,-1.3410023403312308e-07
2024-01-01 04:28:00,-1.3905873241560154e-07
2024-01-01 04:28:30,-1.4403664869946996e-07
2024-01-01 04:29:00,-1.4912331425011737e-07
2024-01-01 04:29:30,-1.5426785552223074e-07
2024-01-01 04:30:00,-1.5945554053035115e-07
2024-01-01 04:30:30,-1.6472082769865632e-07
2024-01-01 04:31:00,-1.7006012557608337e-07
2024-01-01 04:31:30,-1.754570573437827e-07
2024-01-01 04:32:00,-1.8090645565177613e-07
2024-01-01 04:32:30,-1.864074143703669e-07
2024-01-01 04:33:00,-1.919749312053627e-07
2024-01-01 04:33:30,-1.9757978699210162e-07
2024-01-01 04:34:00,-2.03225233912224e-07
2024-01-01 04:34:30,-2.0890458552245858e-07
2024-01-01 04:35:00,-2.145941539295768e-07
2024-01-01 04:35:30,-2.20297133896951e-07
