timestamp,hvac_reaZonWes_V_flow_y
2024-01-01 01:27:30,2.7000838097106043e-08
2024-01-01 01:28:00,2.7307455448315944e-08
2024-01-01 01:28:30,2.7606431425766965e-08
2024-01-01 01:29:00,2.7896810842024862e-08
2024-01-01 01:29:30,2.8177320113959172e-08
2024-01-01 01:30:00,2.8446048867497122e-08
2024-01-01 01:30:30,2.8701723517490937e-08
2024-01-01 01:31:00,2.8943707268069973e-08
2024-01-01 01:31:30,2.9168816161539813e-08
2024-01-01 01:32:00,2.9376731794959664e-08
2024-01-01 01:32:30,2.9558857489522377e-08
2024-01-01 01:33:00,2.9724426695096745e-08
2024-01-01 01:33:30,2.9844783826064634e-08
2024-01-01 01:34:00,2.9986791884482794e-08
2024-01-01 01:34:30,3.007944870487117e-08
2024-01-01 01:35:00,3.01278485915414e-08
2024-01-01 01:35:30,3.01673334203513e-08
2024-01-01 01:36:00,3.0166382028820345e-08
2024-01-01 01:36:30,3.0135183054447126e-08
2024-01-01 01:37:00,3.0046672856484855e-08
2024-01-01 01:37:30,2.9932054179444086e-08
2024-01-01 01:38:00,3.0615971833355345e-08
2024-01-01 01:38:30,3.106077456202249e-08
2024-01-01 01:39:00,3.123175710403163e-08
2024-01-01 01:39:30,3.118432018352744e-08
2024-01-01 01:40:00,3.0821989744083275e-08
2024-01-01 01:40:30,3.0226593369716775e-08
2024-01-01 01:41:00,2.945321343731558e-08
2024-01-01 01:41:30,2.846905507966707e-08
2024-01-01 01:42:00,2.7280804527243614e-08
2024-01-01 01:42:30,2.5957553646110545e-08
2024-01-01 01:43:00,2.4543559453432413e-08
2024-01-01 01:43:30,2.308658135254685e-08
2024-01-01 01:44:00,2.1642975468998943e-08
2024-01-01 01:44:30,2.0277694650156378e-08
2024-01-01 01:45:00,1.9065562048594445e-08
2024-01-01 01:45:30,1.7954360755330972e-08
2024-01-01 01:46:00,1.6528902146540317e-08
2024-01-01 01:46:30,1.4879929095042305e-08
2024-01-01 01:47:00,1.3123019421843465e-08
2024-01-01 01:47:30,1.1322489189072071e-08
2024-01-01 01:48:00,9.530555420016121e-09
2024-01-01 01:48:30,7.798798355853221e-09
2024-01-01 01:49:00,6.174659090300618e-09
2024-01-01 01:49:30,4.701121167547985e-09
2024-01-01 01:50:00,3.4167105778232705e-09
2024-01-01 01:50:30,2.3574061322423067e-09
2024-01-01 01:51:00,1.5528187060377594e-09
2024-01-01 01:51:30,1.0281016165631096e-09
2024-01-01 01:52:00,7.972643030332562e-10
2024-01-01 01:52:30,8.701770479805942e-10
2024-01-01 01:53:00,3.7952836950182687e-10
2024-01-01 01:53:30,-6.902831344300663e-10
2024-01-01 01:54:00,-1.504740796348269e-09
2024-01-01 01:54:30,-2.2647526648428517e-09
2024-01-01 01:55:00,-2.988148926209746e-09
2024-01-01 01:55:30,-3.6736559912829534e-09
2024-01-01 01:56:00,-4.3196818759631806e-09
2024-01-01 01:56:30,-4.926226578663783e-09
2024-01-01 01:57:00,-5.493290098892882e-09
2024-01-01 01:57:30,-6.0211908333932485e-09
2024-01-01 01:58:00,-6.5099287835962695e-09
2024-01-01 01:58:30,-6.961095932744308e-09
2024-01-01 01:59:00,-7.374373887520966e-09
2024-01-01 01:59:30,-7.752309820821688e-09
2024-01-01 02:00:00,-8.0968141133903e-09
2024-01-01 02:00:30,-6.8413778106158204e-09
2024-01-01 02:01:00,-4.41360711615719e-09
2024-01-01 02:01:30,-2.4389142758919976e-09
2024-01-01 02:02:00,-5.008370882675728e-10
2024-01-01 02:02:30,1.4458367462784423e-09
2024-01-01 02:03:00,3.3956945438868583e-09
2024-01-01 02:03:30,5.343642017022974e-09
2024-01-01 02:04:00,7.289360819672899e-09
2024-01-01 02:04:30,9.23348779397239e-09
2024-01-01 02:05:00,1.117634138581119e-08
2024-01-01 02:05:30,1.3119832021817617e-08
2024-01-01 02:06:00,1.5067462109888645e-08
2024-01-01 02:06:30,1.7019231700848874e-08
2024-01-01 02:07:00,1.8977688015709804e-08
2024-01-01 02:07:30,2.0945059880607522e-08
2024-01-01 02:08:00,2.2923894519511303e-08
2024-01-01 02:08:30,2.4915465573156508e-08
2024-01-01 02:09:00,2.6922638665653652e-08
2024-01-01 02:09:30,2.89457322527569e-08
2024-01-01 02:10:00,3.0985701584641084e-08
2024-01-01 02:10:30,3.304190993117152e-08
2024-01-01 02:11:00,3.511563094221936e-08
2024-01-01 02:11:30,3.7203362321497326e-08
2024-01-01 02:12:00,3.930223856470476e-08
2024-01-01 02:12:30,4.140843897614904e-08
2024-01-01 02:13:00,4.351527728691678e-08
2024-01-01 02:13:30,4.5613838444698215e-08
2024-01-01 02:14:00,4.769329700693757e-08
2024-01-01 02:14:30,4.973709637428873e-08
2024-01-01 02:15:00,5.1728361530422895e-08
2024-01-01 02:15:30,5.3647351862905074e-08
2024-01-01 02:16:00,5.542210960473178e-08
2024-01-01 02:16:30,5.6968577814694e-08
2024-01-01 02:17:00,5.858764172558968e-08
2024-01-01 02:17:30,5.983195312048941e-08
2024-01-01 02:18:00,6.082345788131871e-08
2024-01-01 02:18:30,6.148574034709247e-08
2024-01-01 02:19:00,6.169589870484813e-08
2024-01-01 02:19:30,6.358528664929344e-08
2024-01-01 02:20:00,6.46006742645314e-08
2024-01-01 02:20:30,6.415780041935156e-08
2024-01-01 02:21:00,6.247699480354297e-08
2024-01-01 02:21:30,5.81846870313305e-08
2024-01-01 02:22:00,5.222588039237207e-08
2024-01-01 02:22:30,4.4786836745671496e-08
2024-01-01 02:23:00,3.6348973738329806e-08
2024-01-01 02:23:30,2.770414808690576e-08
2024-01-01 02:24:00,1.9753427762626784e-08
2024-01-01 02:24:30,1.047498474058376e-08
2024-01-01 02:25:00,-6.625868069799171e-10
2024-01-01 02:25:30,-1.1889627815267529e-08
2024-01-01 02:26:00,-2.2146188980238353e-08
2024-01-01 02:26:30,-3.056718144751128e-08
2024-01-01 02:27:00,-3.6406598433680764e-08
2024-01-01 02:27:30,-3.9105652502794993e-08
2024-01-01 02:28:00,-4.0079624755454754e-08
2024-01-01 02:28:30,-4.5280328791572106e-08
2024-01-01 02:29:00,-4.9134843558074846e-08
2024-01-01 02:29:30,-5.1969209281980727e-08
2024-01-01 02:30:00,-5.4099914084848244e-08
2024-01-01 02:30:30,-5.5597642860092896e-08
2024-01-01 02:31:00,-5.652989649002959e-08
2024-01-01 02:31:30,-5.697372772489139e-08
2024-01-01 02:32:00,-5.700300525680618e-08
2024-01-01 02:32:30,-5.668936890511826e-08
2024-01-01 02:33:00,-5.6098090449937025e-08
2024-01-01 02:33:30,-5.5286163256259176e-08
2024-01-01 02:34:00,-5.4303257477255975e-08
2024-01-01 02:34:30,-5.319076487552096e-08
2024-01-01 02:35:00,-5.1982754027750094e-08
2024-01-01 02:35:30,-5.0708199115283924e-08
2024-01-01 02:36:00,-4.938906955311733e-08
2024-01-01 02:36:30,-4.804287717471272e-08
2024-01-01 02:37:00,-4.6683949826156996e-08
2024-01-01 02:37:30,-4.532502335434072e-08
2024-01-01 02:38:00,-4.3962595373249735e-08
2024-01-01 02:38:30,-4.2613859265204135e-08
2024-01-01 02:39:00,-4.1281043769118166e-08
2024-01-01 02:39:30,-3.996192007460398e-08
2024-01-01 02:40:00,-3.865648814758427e-08
2024-01-01 02:40:30,-3.7364429558599896e-08
2024-01-01 02:41:00,-3.6086699463765233e-08
2024-01-01 02:41:30,-3.4821387454776594e-08
2024-01-01 02:42:00,-3.356530954152152e-08
2024-01-01 02:42:30,-3.231751050872632e-08
2024-01-01 02:43:00,-3.107576155873793e-08
2024-01-01 02:43:30,-2.9837833895837294e-08
2024-01-01 02:44:00,-2.8604045892816018e-08
2024-01-01 02:44:30,-2.737121356887974e-08
2024-01-01 02:45:00,-2.6139018507067207e-08
2024-01-01 02:45:30,-2.4907460686470213e-08
2024-01-01 02:46:00,-2.367494810783541e-08
2024-01-01 02:46:30,-2.2442435937867586e-08
2024-01-01 02:47:00,-2.1209924155979408e-08
2024-01-01 02:47:30,-1.9979323115088693e-08
2024-01-01 02:48:00,-1.8749996002906668e-08
2024-01-01 02:48:30,-1.7524489962693274e-08
2024-01-01 02:49:00,-1.6303441763863214e-08
2024-01-01 02:49:30,-1.5089398548635143e-08
2024-01-01 02:50:00,-1.3884589063226013e-08
2024-01-01 02:50:30,-1.2690605262699949e-08
2024-01-01 02:51:00,-1.1509994288403613e-08
2024-01-01 02:51:30,-1.0343711304643068e-08
2024-01-01 02:52:00,-9.195577034616108e-09
2024-01-01 02:52:30,-8.066865038606351e-09
2024-01-01 02:53:00,-6.959804063637742e-09
2024-01-01 02:53:30,-5.875986066685721e-09
2024-01-01 02:54:00,-4.817639796239592e-09
2024-01-01 02:54:30,-3.7879491876258695e-09
2024-01-01 02:55:00,-2.7907349677276475e-09
2024-01-01 02:55:30,-1.833638608018633e-09
2024-01-01 02:56:00,-8.978747711403603e-10
2024-01-01 02:56:30,1.1462231017851004e-11
2024-01-01 02:57:00,8.956459914037714e-10
2024-01-01 02:57:30,1.746398242747721e-09
2024-01-01 02:58:00,2.5704052960157003e-09
2024-01-01 02:58:30,3.3702143222242183e-09
2024-01-01 02:59:00,4.148054096274621e-09
2024-01-01 02:59:30,4.9080637642940975e-09
2024-01-01 03:00:00,5.651516914158933e-09
2024-01-01 03:00:30,5.689724451765402e-09
2024-01-01 03:01:00,5.156093971548109e-09
2024-01-01 03:01:30,4.791531389796745e-09
2024-01-01 03:02:00,4.471862533648094e-09
2024-01-01 03:02:30,4.150283290946312e-09
2024-01-01 03:03:00,3.824883290900708e-09
2024-01-01 03:03:30,3.497572906865551e-09
2024-01-01 03:04:00,3.169307326251641e-09
2024-01-01 03:04:30,2.8404049458160987e-09
2024-01-01 03:05:00,2.5118209530479807e-09
2024-01-01 03:05:30,2.182600163324747e-09
2024-01-01 03:06:00,1.8552897409344835e-09
2024-01-01 03:06:30,1.5292528966082211e-09
2024-01-01 03:07:00,1.2044896317698675e-09
2024-01-01 03:07:30,8.822735292445802e-10
2024-01-01 03:08:00,5.619677996913278e-10
2024-01-01 03:08:30,2.448460258602873e-10
2024-01-01 03:09:00,-6.877339561581039e-11
2024-01-01 03:09:30,-3.7952725420253136e-10
2024-01-01 03:10:00,-6.858235719798667e-10
2024-01-01 03:10:30,-9.879807431890376e-10
2024-01-01 03:11:00,-1.2859987667787995e-09
2024-01-01 03:11:30,-1.5792408510906352e-09
2024-01-01 03:12:00,-1.8670702045626194e-09
2024-01-01 03:12:30,-2.1507604076765316e-09
2024-01-01 03:13:00,-2.4284010877192353e-09
2024-01-01 03:13:30,-2.7009474299838516e-09
2024-01-01 03:14:00,-2.967762643233852e-09
2024-01-01 03:14:30,-3.228528331649913e-09
2024-01-01 03:15:00,-3.4841996806776212e-09
2024-01-01 03:15:30,-3.733184713467106e-09
2024-01-01 03:16:00,-3.975801825046329e-09
2024-01-01 03:16:30,-4.213006201020906e-09
2024-01-01 03:17:00,-4.443524260138734e-09
2024-01-01 03:17:30,-4.667992792858849e-09
2024-01-01 03:18:00,-4.886411799148137e-09
2024-01-01 03:18:30,-5.0984628837995195e-09
2024-01-01 03:19:00,-5.303827651702033e-09
2024-01-01 03:19:30,-5.503142893486142e-09
2024-01-01 03:20:00,-5.696408609349624e-09
2024-01-01 03:20:30,-5.882988009153049e-09
2024-01-01 03:21:00,-6.063836278810923e-09
2024-01-01 03:21:30,-6.238635023466002e-09
2024-01-01 03:22:00,-6.4073842435112205e-09
2024-01-01 03:22:30,-6.569765544231799e-09
2024-01-01 03:23:00,-6.7267341115577605e-09
2024-01-01 03:23:30,-6.877334760552531e-09
2024-01-01 03:24:00,-7.023159467383911e-09
2024-01-01 03:24:30,-7.162297861871909e-09
2024-01-01 03:25:00,-7.296660315258459e-09
2024-01-01 03:25:30,-7.425291642807634e-09
2024-01-01 03:26:00,-7.548828635292778e-09
2024-01-01 03:26:30,-7.667271293303884e-09
2024-01-01 03:27:00,-7.779982827371744e-09
2024-01-01 03:27:30,-7.888555213348676e-09
2024-01-01 03:28:00,-7.992351661741357e-09
2024-01-01 03:28:30,-8.090735383179e-09
2024-01-01 03:29:00,-8.184661563355045e-09
2024-01-01 03:29:30,-8.273811807918886e-09
2024-01-01 03:30:00,-8.359459697392225e-09
2024-01-01 03:30:30,-8.4400132575518e-09
2024-01-01 03:31:00,-8.516746068887242e-09
2024-01-01 03:31:30,-8.590613316713834e-09
2024-01-01 03:32:00,-8.660341421859445e-09
2024-01-01 03:32:30,-8.726885569622125e-09
2024-01-01 03:33:00,-8.789927365632783e-09
2024-01-01 03:33:30,-8.85010360016612e-09
2024-01-01 03:34:00,-8.906459089153842e-09
2024-01-01 03:34:30,-8.959630622872977e-09
2024-01-01 03:35:00,-9.009936596671963e-09
2024-01-01 03:35:30,-9.056740221431862e-09
2024-01-01 03:36:00,-9.100678287316097e-09
2024-01-01 03:36:30,-9.141432400049663e-09
2024-01-01 03:37:00,-9.178684165420956e-09
2024-01-01 03:37:30,-9.2130703735203e-09
2024-01-01 03:38:00,-9.244909419593411e-09
2024-01-01 03:38:30,-9.273564514681362e-09
2024-01-01 03:39:00,-9.297762080544181e-09
2024-01-01 03:39:30,-9.319412486052514e-09
2024-01-01 03:40:00,-9.338197337020396e-09
2024-01-01 03:40:30,-9.3531614500104e-09
2024-01-01 03:41:00,-9.365896798905544e-09
2024-01-01 03:41:30,-9.373856227137624e-09
2024-01-01 03:42:00,-9.378313313968237e-09
2024-01-01 03:42:30,-9.379904849228162e-09
2024-01-01 03:43:00,-9.377675649717053e-09
2024-01-01 03:43:30,-9.371944110686697e-09
2024-01-01 03:44:00,-9.36239183822436e-09
2024-01-01 03:44:30,-9.34901883301575e-09
2024-01-01 03:45:00,-9.331825095746784e-09
2024-01-01 03:45:30,-9.310810627103004e-09
2024-01-01 03:46:00,-9.285657033274681e-09
2024-01-01 03:46:30,-9.25604592050897e-09
2024-01-01 03:47:00,-9.222614078504314e-09
2024-01-01 03:47:30,-9.185043113487529e-09
2024-01-01 03:48:00,-9.143014631739573e-09
2024-01-01 03:48:30,-9.096210239594102e-09
2024-01-01 03:49:00,-9.044629937843512e-09
2024-01-01 03:49:30,-8.988910516059758e-09
2024-01-01 03:50:00,-8.928096791796928e-09
2024-01-01 03:50:30,-8.862188765865025e-09
2024-01-01 03:51:00,-8.792141622117669e-09
2024-01-01 03:51:30,-8.716044995191762e-09
2024-01-01 03:52:00,-8.635172463281642e-09
2024-01-01 03:52:30,-8.549205632796097e-09
2024-01-01 03:53:00,-8.456870927291398e-09
2024-01-01 03:53:30,-8.359760319074505e-09
2024-01-01 03:54:00,-8.256281837460803e-09
2024-01-01 03:54:30,-8.147390666069401e-09
2024-01-01 03:55:00,-8.031813228625811e-09
2024-01-01 03:55:30,-7.909867920196818e-09
2024-01-01 03:56:00,-7.781554741550732e-09
2024-01-01 03:56:30,-7.646555299218276e-09
2024-01-01 03:57:00,-7.504869593942922e-09
2024-01-01 03:57:30,-7.35586083806495e-09
2024-01-01 03:58:00,-7.199529032325878e-09
2024-01-01 03:58:30,-7.034600600779751e-09
2024-01-01 03:59:00,-6.862667514966097e-09
2024-01-01 03:59:30,-6.6811826223413525e-09
2024-01-01 04:00:00,-6.4917378943269e-09
2024-01-01 04:00:30,-6.487916951887242e-09
2024-01-01 04:01:00,-6.615274380530081e-09
2024-01-01 04:01:30,-6.678316191384205e-09
2024-01-01 04:02:00,-6.717160046222899e-09
2024-01-01 04:02:30,-6.743904922770875e-09
2024-01-01 04:03:00,-6.756003670129525e-09
2024-01-01 04:03:30,-6.754729866407601e-09
2024-01-01 04:04:00,-6.738809937194519e-09
2024-01-01 04:04:30,-6.709835854541958e-09
2024-01-01 04:05:00,-6.666215650047192e-09
2024-01-01 04:05:30,-6.609222901602085e-09
2024-01-01 04:06:00,-6.5379024288849765e-09
2024-01-01 04:06:30,-6.453527809594805e-09
2024-01-01 04:07:00,-6.354188681403391e-09
2024-01-01 04:07:30,-6.242113803788933e-09
2024-01-01 04:08:00,-6.115711208345976e-09
2024-01-01 04:08:30,-5.9765728663045015e-09
2024-01-01 04:09:00,-5.824061991022624e-09
2024-01-01 04:09:30,-5.658178583708851e-09
2024-01-01 04:10:00,-5.479559433320396e-09
2024-01-01 04:10:30,-5.2875677529767e-09
2024-01-01 04:11:00,-5.084113907009899e-09
2024-01-01 04:11:30,-4.8676059265493794e-09
2024-01-01 04:12:00,-4.6389989938934614e-09
2024-01-01 04:12:30,-4.398929897236629e-09
2024-01-01 04:13:00,-4.146761849079895e-09
2024-01-01 04:13:30,-3.8840868189364545e-09
2024-01-01 04:14:00,-3.610268019008091e-09
2024-01-01 04:14:30,-3.324668661411961e-09
2024-01-01 04:15:00,-3.029517502838117e-09
2024-01-01 04:15:30,-2.723859361215195e-09
2024-01-01 04:16:00,-2.409286205133353e-09
2024-01-01 04:16:30,-2.08484285225021e-09
2024-01-01 04:17:00,-1.7518028769779555e-09
2024-01-01 04:17:30,-1.4095294905488182e-09
2024-01-01 04:18:00,-1.0589778732289155e-09
2024-01-01 04:18:30,-7.004664174682405e-10
2024-01-01 04:19:00,-3.3463190940626303e-10
2024-01-01 04:19:30,3.852565259831097e-11
2024-01-01 04:20:00,4.1868787648222455e-10
2024-01-01 04:20:30,8.052179764778057e-10
2024-01-01 04:21:00,1.1987527422179583e-09
2024-01-01 04:21:30,1.5973818128599866e-09
2024-01-01 04:22:00,2.002060372061946e-09
2024-01-01 04:22:30,2.411833240633497e-09
2024-01-01 04:23:00,2.8263820271107835e-09
2024-01-01 04:23:30,3.246343521603263e-09
2024-01-01 04:24:00,3.670762545149242e-09
2024-01-01 04:24:30,4.100275888042386e-09
2024-01-01 04:25:00,4.5307444329454314e-09
2024-01-01 04:25:30,4.969172847211848e-09
2024-01-01 04:26:00,5.410466832126261e-09
2024-01-01 04:26:30,5.853989602735028e-09
2024-01-01 04:27:00,6.303243494482762e-09
2024-01-01 04:27:30,6.753134208373827e-09
2024-01-01 04:28:00,7.210666412838002e-09
2024-01-01 04:28:30,7.666288294286893e-09
2024-01-01 04:29:00,8.130188460541805e-09
2024-01-01 04:29:30,8.596317430824394e-09
2024-01-01 04:30:00,9.063401632528292e-09
2024-01-01 04:30:30,9.535580190004224e-09
2024-01-01 04:31:00,1.0011261137092225e-08
2024-01-01 04:31:30,1.0488852507413723e-08
2024-01-01 04:32:00,1.0969309486232029e-08
2024-01-01 04:32:30,1.1451358501039294e-08
2024-01-01 04:33:00,1.1936273131213796e-08
2024-01-01 04:33:30,1.2422143016111005e-08
2024-01-01 04:34:00,1.2907694582784691e-08
2024-01-01 04:34:30,1.3394201410476231e-08
2024-01-01 04:35:00,1.3878161167439706e-08
2024-01-01 04:35:30,1.4359573856116216e-08
2024-01-01 04:36:00,1.4836210719965406e-08
2024-01-01 04:36:30,1.530584300169994e-08
2024-01-01 04:37:00,1.5767515519835714e-08
2024-01-01 04:37:30,1.621740754469288e-08
2024-01-01 04:38:00,1.6652971921972018e-08
2024-01-01 04:38:30,1.7070706313518085e-08
