timestamp,hvac_reaAhu_PFanSup_y
2024-01-01 03:16:30,-5.2531643827379514e-17
2024-01-01 03:17:00,-5.4135571428169566e-17
2024-01-01 03:17:30,-5.741578426587555e-17
2024-01-01 03:18:00,-5.909206950279146e-17
2024-01-01 03:18:30,-6.079247395174934e-17
2024-01-01 03:19:00,-6.079247395174934e-17
2024-01-01 03:19:30,-6.251699761274917e-17
2024-01-01 03:20:00,-6.251699761274917e-17
2024-01-01 03:20:30,-6.251699761274917e-17
2024-01-01 03:21:00,-6.603840257087472e-17
2024-01-01 03:21:30,-6.603840257087472e-17
2024-01-01 03:22:00,-6.783528386800041e-17
2024-01-01 03:22:30,-6.426564048579095e-17
2024-01-01 03:23:00,-6.783528386800041e-17
2024-01-01 03:23:30,-6.603840257087472e-17
2024-01-01 03:24:00,-6.965628437716807e-17
2024-01-01 03:24:30,-6.783528386800041e-17
2024-01-01 03:25:00,-6.965628437716807e-17
2024-01-01 03:25:30,-6.965628437716807e-17
2024-01-01 03:26:00,-6.965628437716807e-17
2024-01-01 03:26:30,-7.150140409837766e-17
2024-01-01 03:27:00,-6.965628437716807e-17
2024-01-01 03:27:30,-7.150140409837766e-17
2024-01-01 03:28:00,-7.337064303162923e-17
2024-01-01 03:28:30,-7.150140409837766e-17
2024-01-01 03:29:00,-7.337064303162923e-17
2024-01-01 03:29:30,-7.337064303162923e-17
2024-01-01 03:30:00,-7.337064303162923e-17
2024-01-01 03:30:30,-7.337064303162923e-17
2024-01-01 03:31:00,-7.337064303162923e-17
2024-01-01 03:31:30,-7.526400117692277e-17
2024-01-01 03:32:00,-7.337064303162923e-17
2024-01-01 03:32:30,-7.526400117692277e-17
2024-01-01 03:33:00,-7.337064303162923e-17
2024-01-01 03:33:30,-7.526400117692277e-17
2024-01-01 03:34:00,-7.337064303162923e-17
2024-01-01 03:34:30,-7.526400117692277e-17
2024-01-01 03:35:00,-7.337064303162923e-17
2024-01-01 03:35:30,-7.150140409837766e-17
2024-01-01 03:36:00,-7.337064303162923e-17
2024-01-01 03:36:30,-7.337064303162923e-17
2024-01-01 03:37:00,-7.337064303162923e-17
2024-01-01 03:37:30,-7.150140409837766e-17
2024-01-01 03:38:00,-7.337064303162923e-17
2024-01-01 03:38:30,-7.526400117692277e-17
2024-01-01 03:39:00,-6.965628437716807e-17
2024-01-01 03:39:30,-7.150140409837766e-17
2024-01-01 03:40:00,-6.965628437716807e-17
2024-01-01 03:40:30,-7.150140409837766e-17
2024-01-01 03:41:00,-7.150140409837766e-17
2024-01-01 03:41:30,-7.337064303162923e-17
2024-01-01 03:42:00,-6.965628437716807e-17
2024-01-01 03:42:30,-6.965628437716807e-17
2024-01-01 03:43:00,-6.965628437716807e-17
2024-01-01 03:43:30,-6.965628437716807e-17
2024-01-01 03:44:00,-6.603840257087472e-17
2024-01-01 03:44:30,-6.783528386800041e-17
2024-01-01 03:45:00,-6.603840257087472e-17
2024-01-01 03:45:30,-6.603840257087472e-17
2024-01-01 03:46:00,-6.603840257087472e-17
2024-01-01 03:46:30,-6.251699761274918e-17
2024-01-01 03:47:00,-6.079247395174935e-17
2024-01-01 03:47:30,-6.426564048579095e-17
2024-01-01 03:48:00,-6.251699761274917e-17
2024-01-01 03:48:30,-6.079247395174934e-17
2024-01-01 03:49:00,-5.909206950279146e-17
2024-01-01 03:49:30,-6.079247395174934e-17
2024-01-01 03:50:00,-5.741578426587555e-17
2024-01-01 03:50:30,-5.576361824100157e-17
2024-01-01 03:51:00,-5.741578426587555e-17
2024-01-01 03:51:30,-5.576361824100157e-17
2024-01-01 03:52:00,-5.4135571428169566e-17
2024-01-01 03:52:30,-5.253164382737952e-17
2024-01-01 03:53:00,-5.4135571428169566e-17
2024-01-01 03:53:30,-5.253164382737952e-17
2024-01-01 03:54:00,-5.095183543863142e-17
2024-01-01 03:54:30,-5.095183543863142e-17
2024-01-01 03:55:00,-4.7864576297261087e-17
2024-01-01 03:55:30,-4.635712554463886e-17
2024-01-01 03:56:00,-4.635712554463886e-17
2024-01-01 03:56:30,-4.487379400405858e-17
2024-01-01 03:57:00,-4.487379400405858e-17
2024-01-01 03:57:30,-4.19794885590239e-17
2024-01-01 03:58:00,-4.3414581675520256e-17
2024-01-01 03:58:30,-4.056851465456949e-17
2024-01-01 03:59:00,-4.056851465456949e-17
2024-01-01 03:59:30,-3.7818924481786535e-17
2024-01-01 04:00:00,-3.6480308213458e-17
2024-01-01 04:00:30,-3.6480308213458e-17
2024-01-01 04:01:00,-3.7818924481786535e-17
2024-01-01 04:01:30,-3.6480308213458e-17
2024-01-01 04:02:00,-3.6480308213458e-17
2024-01-01 04:02:30,-3.7818924481786535e-17
2024-01-01 04:03:00,-3.6480308213458e-17
2024-01-01 04:03:30,-3.6480308213458e-17
2024-01-01 04:04:00,-3.7818924481786535e-17
2024-01-01 04:04:30,-3.6480308213458e-17
2024-01-01 04:05:00,-3.5165811157171405e-17
2024-01-01 04:05:30,-3.387543331292679e-17
2024-01-01 04:06:00,-3.6480308213458e-17
2024-01-01 04:06:30,-3.5165811157171405e-17
2024-01-01 04:07:00,-3.2609174680724106e-17
2024-01-01 04:07:30,-3.136703526056339e-17
2024-01-01 04:08:00,-3.2609174680724106e-17
2024-01-01 04:08:30,-2.895511405636782e-17
2024-01-01 04:09:00,-2.778533227233297e-17
2024-01-01 04:09:30,-2.778533227233297e-17
2024-01-01 04:10:00,-2.778533227233297e-17
2024-01-01 04:10:30,-2.442070219248015e-17
2024-01-01 04:11:00,-2.442070219248015e-17
2024-01-01 04:11:30,-2.5518126340389132e-17
2024-01-01 04:12:00,-2.442070219248015e-17
2024-01-01 04:12:30,-2.1273145021004925e-17
2024-01-01 04:13:00,-2.0272197721263765e-17
2024-01-01 04:13:30,-1.9295369633564562e-17
2024-01-01 04:14:00,-1.9295369633564562e-17
2024-01-01 04:14:30,-1.7414071094292018e-17
2024-01-01 04:15:00,-1.5629249403187298e-17
2024-01-01 04:15:30,-1.4773017375697865e-17
2024-01-01 04:16:00,-1.313291095684488e-17
2024-01-01 04:16:30,-1.1589281386159716e-17
2024-01-01 04:17:00,-1.2349036565481319e-17
2024-01-01 04:17:30,-1.0142128663642372e-17
2024-01-01 04:18:00,-9.454731120446637e-18
2024-01-01 04:18:30,-8.152293670181026e-18
2024-01-01 04:19:00,-7.537253763111156e-18
2024-01-01 04:19:30,-6.946333068083242e-18
2024-01-01 04:20:00,-6.3795315850972846e-18
2024-01-01 04:20:30,-5.318286255251231e-18
2024-01-01 04:21:00,-3.485226140062599e-18
2024-01-01 04:21:30,-3.0872591413703297e-18
2024-01-01 04:22:00,-2.7134113547200164e-18
2024-01-01 04:22:30,-2.3636827801116592e-18
2024-01-01 04:23:00,-2.038073417545257e-18
2024-01-01 04:23:30,-1.45921232853832e-18
2024-01-01 04:24:00,-9.768280876992057e-19
2024-01-01 04:24:30,-5.909206950279147e-19
2024-01-01 04:25:00,-5.909206950279147e-19
2024-01-01 04:25:30,-3.0149015052444633e-19
2024-01-01 04:26:00,-1.0853645418880066e-19
2024-01-01 04:26:30,0.0
2024-01-01 04:27:00,0.0
2024-01-01 04:27:30,-1.205960602097785e-20
2024-01-01 04:28:00,-1.929536963356456e-19
2024-01-01 04:28:30,-3.0149015052444633e-19
2024-01-01 04:29:00,-5.909206950279147e-19
2024-01-01 04:29:30,-9.768280876992057e-19
2024-01-01 04:30:00,-1.2059606020977853e-18
2024-01-01 04:30:30,-2.038073417545257e-18
2024-01-01 04:31:00,-2.7134113547200164e-18
2024-01-01 04:31:30,-2.7134113547200164e-18
2024-01-01 04:32:00,-3.485226140062599e-18
2024-01-01 04:32:30,-4.353517773573005e-18
2024-01-01 04:33:00,-4.823842408391141e-18
2024-01-01 04:33:30,-6.3795315850972846e-18
2024-01-01 04:34:00,-6.3795315850972846e-18
2024-01-01 04:34:30,-7.537253763111156e-18
