time,hvac_reaZonCor_V_flow_y
6656550,5.93240971617879e-08
6656580,5.145102648689751e-08
6656610,4.366384368320517e-08
6656640,3.596663878291312e-08
6656670,2.8357366953379986e-08
6656700,2.085034298305311e-08
6656730,1.3431252309725661e-08
6656760,6.110319804995536e-09
6656790,-1.106319571929078e-09
6656820,-8.22684553831256e-09
6656850,-1.5245123145330358e-08
6656880,-2.2161152308476907e-08
6656910,-2.896675313800823e-08
6656940,-3.565988060858566e-08
6656970,-4.225075941438399e-08
6657000,-4.873120968242388e-08
6657030,-5.509714145107576e-08
6657060,-6.135264457232619e-08
6657090,-6.749362909519626e-08
6657120,-7.352009497795818e-08
6657150,-7.943204218376422e-08
6657180,-8.522333582736e-08
6657210,-9.089602083415829e-08
6657240,-9.645009718284043e-08
6657270,-1.0188556485673044e-07
6657300,-1.072024238437044e-07
6657330,-1.1239862918614527e-07
6657360,-1.1746804603236744e-07
6657390,-1.224168092347508e-07
6657420,-1.2724491879931153e-07
6657450,-1.3194419494044752e-07
6657480,-1.3652486241884283e-07
6657510,-1.4097669650985535e-07
6657540,-1.4530378713496084e-07
6657570,-1.4950613432152717e-07
6657600,-1.5358373810056588e-07
6657630,-1.575345535594069e-07
6657660,-1.6136062568383773e-07
6657690,-1.6505786462194705e-07
6657720,-1.686303603126665e-07
6657750,-1.72078112803575e-07
6657780,-1.7539703225393654e-07
6657810,-1.7858711871910727e-07
6657840,-1.8165246214717107e-07
6657870,-1.8458897270762016e-07
6657900,-1.874007403523545e-07
6657930,-1.9008572020107788e-07
6657960,-1.9264391232074714e-07
6657990,-1.9508145161024057e-07
6658020,-1.9738402353722738e-07
6658050,-1.995659427768438e-07
6658080,-2.0162516445855864e-07
6658110,-2.035535088894639e-07
6658140,-2.053550660327635e-07
6658170,-2.070380157323855e-07
6658200,-2.0859417830192003e-07
6658230,-2.1002968864451355e-07
6658260,-2.1133841202007452e-07
6658290,-2.1252443839197983e-07
6658320,-2.135918577214796e-07
6658350,-2.14534535273285e-07
6658380,-2.153586059481188e-07
6658410,-2.1606202489029786e-07
6658440,-2.166447921837801e-07
6658470,-2.1710690791282622e-07
6658500,-2.174565519097532e-07
6658530,-2.176814546350465e-07
6658560,-2.1779593072896506e-07
6658590,-2.177958903985931e-07
6658620,-2.1767928878928514e-07
6658650,-2.1745021585281743e-07
6658680,-2.1710458179876324e-07
6658710,-2.166485215108094e-07
6658740,-2.1608612493360153e-07
6658770,-2.154173921409859e-07
6658800,-2.1463209854008162e-07
6658830,-2.1374660367134945e-07
6658860,-2.1275068294053308e-07
6658890,-2.116504712164859e-07
6658920,-2.104500584308577e-07
6658950,-2.0914739971717534e-07
6658980,-2.07750674864218e-07
6659010,-2.0624965927800097e-07
6659040,-2.046566226034948e-07
6659070,-2.0296338517647104e-07
6659100,-2.0118630649182966e-07
6659130,-1.9931516195187994e-07
6659160,-1.9735404146653513e-07
6659190,-1.953131697270095e-07
6659220,-1.931802772059288e-07
6659250,-1.9097172337252422e-07
6659280,-1.8867932855328358e-07
6659310,-1.8631331742317908e-07
6659340,-1.8387982479519374e-07
6659370,-1.8136862606435027e-07
6659400,-1.7880221545021085e-07
6659430,-1.761601437123592e-07
6659460,-1.7346694998474896e-07
6659490,-1.7071854443054367e-07
6659520,-1.6792106183883043e-07
6659550,-1.6507654714412211e-07
6659580,-1.6219318005148528e-07
6659610,-1.5927505041171963e-07
6659640,-1.5633442776687577e-07
6659670,-1.533631324160202e-07
6659700,-1.5038774835660373e-07
6659730,-1.4739600603393076e-07
6659760,-1.4441244450797157e-07
6659790,-1.4143706375520432e-07
6659820,-1.384862231292404e-07
6659850,-1.355701472088804e-07
6659880,-1.3269701564569183e-07
6659910,-1.2988318777284e-07
6659940,-1.2714706783672085e-07
6659970,-1.2450092531207905e-07
6660000,-1.2196316443043838e-07
6660030,-1.0220308416552568e-07
6660060,-8.138987530643986e-08
6660090,-6.178930880233952e-08
6660120,-4.2986264753264895e-08
6660150,-2.6999078245202063e-08
6660180,-9.298250685651621e-09
6660210,7.533484610404757e-09
6660240,2.078251972671029e-08
6660270,3.617258567234074e-08
6660300,4.873043794441693e-08
6660330,5.988752067806151e-08
6660360,7.001805437578983e-08
6660390,7.860058457286474e-08
6660420,8.548174224867339e-08
6660450,9.083534546967506e-08
6660480,9.436897047909752e-08
6660510,9.594356242516391e-08
6660540,9.539757227099709e-08
6660570,9.25387771345627e-08
6660600,8.720971776845433e-08
6660630,7.921203655539905e-08
6660660,6.837600485333211e-08
6660690,5.4589151952603334e-08
6660720,3.786988229165244e-08
6660750,2.0717089132353492e-08
6660780,-5.255445440627641e-09
6660810,-3.198664364618813e-08
6660840,-5.879759042423566e-08
6660870,-8.887631447830546e-08
6660900,-1.2016357883548913e-07
6660930,-1.5137517162620074e-07
6660960,-1.8127186989948052e-07
6660990,-2.0854696944277995e-07
6661020,-2.3197147440436893e-07
6661050,-2.4896469963854804e-07
6661080,-2.621114251655692e-07
6661110,-2.691806491245775e-07
6661140,-2.709596692676777e-07
6661170,-2.677490926588322e-07
6661200,-2.6006219724275847e-07
6661230,-2.4899915102387194e-07
6661260,-2.3506914023520467e-07
6661290,-2.1912898586476445e-07
6661320,-2.0164083942929398e-07
6661350,-1.8340426269996766e-07
6661380,-1.6464624086863126e-07
6661410,-1.4575939687157544e-07
6661440,-1.2713839829297427e-07
6661470,-1.0886095098824492e-07
6661500,-9.122152157765753e-08
6661530,-7.418330076007817e-08
6661560,-5.7946689180438366e-08
6661590,-4.225607202178818e-08
6661620,-2.7553149727746303e-08
6661650,-1.35679932554111e-08
6661680,-3.9875789051817523e-10
6661710,1.1989320312376975e-08
6661740,2.344287330351632e-08
6661770,3.395576665045563e-08
6661800,4.421509107769366e-08
6661830,5.2611500887363985e-08
6661860,6.211216379350039e-08
6661890,6.995644844083967e-08
6661920,7.711364325927514e-08
6661950,8.34794577332488e-08
6661980,8.912546376839769e-08
6662010,9.390647252419018e-08
6662040,9.811695131612875e-08
6662070,1.0150128597807604e-07
6662100,1.0410446445815174e-07
6662130,1.0596942978427561e-07
6662160,1.0714321480898272e-07
6662190,1.0795709531921959e-07
6662220,1.0862374221476105e-07
6662250,1.0911248176093045e-07
6662280,1.0940286478394203e-07
6662310,1.0951943020235636e-07
6662340,1.0945808815023143e-07
6662370,1.0923928772547149e-07
6662400,1.088568941519188e-07
6662430,1.0832726670557117e-07
6662460,1.0766062992467187e-07
6662490,1.0684880412393317e-07
6662520,1.0590201384488543e-07
6662550,1.0482434888930196e-07
6662580,1.0360967448911673e-07
6662610,1.0226821519167035e-07
6662640,1.0078565657312099e-07
6662670,9.916813335436343e-08
6662700,9.741360059990548e-08
6662730,9.551387863101685e-08
6662760,9.34607877691948e-08
6662790,9.126250765569878e-08
6662820,8.889449929504597e-08
6662850,8.6362897416225e-08
6662880,8.364929776998599e-08
6662910,8.07475655985229e-08
6662940,7.765361106161975e-08
6662970,7.434698499978354e-08
6663000,7.082359757811434e-08
6663030,6.706708947363823e-08
6663060,6.30713259442726e-08
6663090,5.881994767614094e-08
6663120,5.430477502286837e-08
6663150,4.950740376772825e-08
6663180,4.441965427922431e-08
6663210,3.9027212188597614e-08
6663240,3.331576313746543e-08
6663270,2.7277127525668496e-08
6663300,2.0899035935197088e-08
6663330,1.416103930100152e-08
6663360,7.0570029826011335e-09
6663390,-4.1511781216518757e-10
6663420,-8.273727179098765e-09
6663450,-1.6529049530960675e-08
6663480,-2.5191309257341857e-08
6663510,-3.427073072276766e-08
6663540,-4.37591340305999e-08
6663570,-5.368310281087563e-08
6663600,-6.40344571099564e-08
6663630,-6.551088087077643e-08
6663660,-5.834549649833509e-08
6663690,-5.250112787074768e-08
6663720,-4.761173504393897e-08
6663750,-4.29084301297414e-08
6663780,-3.820512588498518e-08
6663810,-3.3510001917651815e-08
6663840,-2.882919292079556e-08
6663870,-2.4179058154682093e-08
6663900,-1.9555507742525567e-08
6663930,-1.4958541635954052e-08
6663960,-1.0394294527529727e-08
6663990,-5.862766370119462e-09
6664020,-1.3639571176508247e-09
6664050,3.0939536221993955e-09
6664080,7.523235372607282e-09
6664110,1.190548395830745e-08
6664140,1.6248879073810947e-08
6664170,2.0549330933665605e-08
6664200,2.4804794664324e-08
6664230,2.90173152169169e-08
6664260,3.3174623150336794e-08
6664290,3.728694306486012e-08
6664320,4.134814025546118e-08
6664350,4.535821475455181e-08
6664380,4.931512168004444e-08
6664410,5.321272632225187e-08
6664440,5.7057163447860586e-08
6664470,6.084434325696876e-08
6664500,6.456813103477668e-08
6664530,6.823466154324896e-08
6664560,7.183780006413998e-08
6664590,7.537754661674587e-08
6664620,7.885799104530574e-08
6664650,8.22689087995055e-08
6664680,8.561234480666932e-08
6664710,8.889443381969796e-08
6664740,9.210290636880273e-08
6664770,9.524389720349507e-08
6664800,9.83174063315047e-08
6664830,1.0131525410384514e-07
6664860,1.0424562017969117e-07
6664890,1.0710032490630464e-07
6664920,1.0988345811242308e-07
6664950,1.1259092996937494e-07
6664980,1.1522887521766935e-07
6665010,1.1778502436812845e-07
6665040,1.2027164690166855e-07
6665070,1.2267647332507285e-07
6665100,1.2500768328846858e-07
6665130,1.2725914203854672e-07
6665160,1.294328944792612e-07
6665190,1.315330304289848e-07
6665220,1.3355137021447083e-07
6665250,1.3549404856695727e-07
6665280,1.3735288580956387e-07
6665310,1.391381065031351e-07
6665340,1.4084153096809934e-07
6665370,1.4246724901736354e-07
6665400,1.440111707997249e-07
6665430,1.454835208758238e-07
6665460,1.468658949785277e-07
6665490,1.481726074995924e-07
6665520,1.4939752366733185e-07
6665550,1.5054882312545336e-07
6665580,1.516162812665122e-07
6665610,1.526039878994956e-07
6665640,1.5351398791680854e-07
6665670,1.543442363760718e-07
6665700,1.550988230867596e-07
6665730,1.5576956835247192e-07
6665760,1.563605619816582e-07
6665790,1.568799836200238e-07
6665820,1.5731965356936183e-07
6665850,1.5767957180246623e-07
6665880,1.5796382812921163e-07
6665910,1.5817037760435235e-07
6665940,1.582992202008725e-07
6665970,1.5835240081084996e-07
6666000,1.5833400924631925e-07
6666030,1.582358658040939e-07
6666060,1.580641052156619e-07
6666090,1.5781668253558338e-07
6666120,1.574935977378814e-07
6666150,1.5709894063698208e-07
6666180,1.566327112083796e-07
6666210,1.5609286450746102e-07
6666240,1.5548144543044458e-07
6666270,1.5479436411238515e-07
6666300,1.5403980021277943e-07
6666330,1.5321775370992422e-07
6666360,1.5232208981899786e-07
6666390,1.5135485343921582e-07
6666420,1.503221793139471e-07
6666450,1.4921793265904754e-07
6666480,1.4804620329814974e-07
6666510,1.4680903613475185e-07
6666540,1.4550643115148754e-07
6666570,1.4413634340942062e-07
6666600,1.426987728921114e-07
6666630,1.4119985435137586e-07
6666660,1.396375428508358e-07
6666690,1.3800774853153714e-07
6666720,1.3631865107171526e-07
6666750,1.3456411569122074e-07
6666780,1.3274823222501072e-07
6666810,1.3087304558660326e-07
6666840,1.289385557674412e-07
6666870,1.2694476275982285e-07
6666900,1.2488962163327847e-07
6666930,1.227792671528037e-07
6666960,1.2060756454245006e-07
6666990,1.1837860364573964e-07
6667020,1.1609851923205263e-07
6667050,1.137652663762208e-07
6667080,1.1137066538079487e-07
6667110,1.0892494086700928e-07
6667140,1.0642400298777465e-07
6667170,1.0387398651892044e-07
6667200,1.0126671176595487e-07
6667230,9.393975023694189e-08
6667260,8.238592815881464e-08
6667290,7.174414136099008e-08
6667320,6.167493261735961e-08
6667350,5.1797946151752895e-08
6667380,4.2041609807136714e-08
6667410,3.242023825902789e-08
6667440,2.2952236023335157e-08
6667470,1.364169313196541e-08
6667500,4.504969154595001e-09
6667530,-4.464070522702019e-09
6667560,-1.324293157984304e-08
6667590,-2.1833658805293836e-08
6667620,-3.022807237669506e-08
6667650,-3.8420037409121113e-08
6667680,-4.6405463954802964e-08
6667710,-5.417821715458386e-08
6667740,-6.173420708642927e-08
6667770,-6.907343368847741e-08
6667800,-7.618976213953029e-08
6667830,-8.307910255494999e-08
6667860,-8.973940998573191e-08
6667890,-9.616454964836435e-08
6667920,-1.0235861138627719e-07
6667950,-1.0831955028367341e-07
6667980,-1.1404123159064035e-07
6668010,-1.195277451802187e-07
6668040,-1.2477500124506522e-07
6668070,-1.297850447535077e-07
6668100,-1.3455174099548152e-07
6668130,-1.3908735956254744e-07
6668160,-1.4338372083833643e-07
6668190,-1.474387799796416e-07
6668220,-1.5125867183256064e-07
6668250,-1.5483930664552728e-07
6668280,-1.5819090911381736e-07
6668310,-1.613073445759087e-07
6668340,-1.6419270297487002e-07
6668370,-1.6685107425587933e-07
6668400,-1.692845034470521e-07
6668430,-1.714950355788466e-07
6668460,-1.7347858092937935e-07
6668490,-1.7525149895973763e-07
6668520,-1.7680561011386742e-07
6668550,-1.7814500434554378e-07
6668580,-1.7927990635824433e-07
6668610,-1.802062264345872e-07
6668640,-1.8093418927422117e-07
6668670,-1.8145766024364084e-07
6668700,-1.817950437007419e-07
6668730,-1.81938160093087e-07
6668760,-1.818972341078417e-07
6668790,-1.816763556812524e-07
6668820,-1.8127552491745035e-07
6668850,-1.8070701140387989e-07
6668880,-1.799728601504614e-07
6668910,-1.7907307125094608e-07
6668940,-1.7801786936316853e-07
6668970,-1.7680929948567014e-07
6669000,-1.7545145152638558e-07
6669030,-1.739565950377663e-07
6669060,-1.7232268517930938e-07
6669090,-1.7055994657941673e-07
6669120,-1.6866633439014505e-07
6669150,-1.666602528731516e-07
6669180,-1.6453352243709938e-07
6669210,-1.622984125979566e-07
6669240,-1.5995901322163658e-07
6669270,-1.575275938093328e-07
6669300,-1.5499801966619913e-07
6669330,-1.5238460519258516e-07
6669360,-1.496853055059085e-07
6669390,-1.469123900847915e-07
6669420,-1.440699487650201e-07
6669450,-1.411600264700099e-07
6669480,-1.38192847752892e-07
6669510,-1.3516841262059642e-07
6669540,-1.3209490070906902e-07
6669570,-1.2897640183404198e-07
6669600,-1.258149609007546e-07
6669630,-1.2262080244013922e-07
6669660,-1.1939392644364358e-07
6669690,-1.1613842271476948e-07
6669720,-1.1286656067967876e-07
6669750,-1.0957016069734509e-07
6669780,-1.0625740237677708e-07
6669810,-1.0293646532313719e-07
6669840,-9.960734951577577e-08
6669870,-9.627005493365673e-08
6669900,-9.292867136578548e-08
6669930,-8.958728859947824e-08
6669960,-8.624795151566336e-08
6669990,-8.291474989920229e-08
6670020,-7.9577459202052e-08
6670050,-7.625448354039876e-08
6670080,-7.293355346183609e-08
6670110,-6.961875875021755e-08
6670140,-6.630805447660977e-08
6670170,-6.3009620231717e-08
6670200,-5.9709141664145e-08
6670230,-5.6414798365099445e-08
6670260,-5.3122500503514955e-08
6670290,-4.983224805603348e-08
6670320,-4.653790628992965e-08
6670350,-4.323129557084488e-08
6670380,-3.9922640392696376e-08
6670410,-3.6599671315880206e-08
6670440,-3.325625361133031e-08
6670470,-2.989238725884855e-08
6670500,-2.6497847724943955e-08
6670530,-2.3068545184833247e-08
6670560,-1.9598344911277827e-08
6670590,-1.6087246884209114e-08
6670620,-1.2514802059652689e-08
6670650,-8.881010417373402e-09
6670680,-5.1756474247722995e-09
6670710,-1.390533450792316e-09
6670740,2.488645843072761e-09
6670770,6.459845580022926e-09
6670800,1.0545559710211728e-08
6670830,1.4250921978169269e-08
6670860,1.7504360854921092e-08
6670890,2.0790518139482404e-08
6670920,2.4086899931911108e-08
6670950,2.7366922529029423e-08
6670980,3.0612181835404764e-08
6671010,3.383494728400251e-08
6671040,3.703521889562475e-08
6671070,4.0210951788611056e-08
6671100,4.336010108073182e-08
6671130,4.64908463990256e-08
6671160,4.95970530563617e-08
6671190,5.26807659729396e-08
6671220,5.574198516651068e-08
6671250,5.877866575224394e-08
6671280,6.179898735532282e-08
6671310,6.479068057935426e-08
6671340,6.776601485307341e-08
6671370,7.071681058312874e-08
6671400,7.363897797950955e-08
6671430,7.654069666556868e-08
6671460,7.941992175281665e-08
6671490,8.226847364441703e-08
6671520,8.509453196266921e-08
6671550,8.789400691441306e-08
6671580,9.066689851083477e-08
6671610,9.340911695685415e-08
6671640,9.612679697075356e-08
6671670,9.880971404709629e-08
6671700,1.0146604780601934e-07
6671730,1.0408148393316144e-07
6671760,1.0666829185382584e-07
6671790,1.0921624705740873e-07
6671820,1.1173352916227993e-07
6671850,1.1421195855867106e-07
6671880,1.1664540053803176e-07
6671910,1.1904203471679558e-07
6671940,1.213977712884877e-07
6671970,1.2370647554073433e-07
6672000,1.2597428218438828e-07
6672030,1.281889217914824e-07
6672060,1.3036061887983398e-07
6672090,1.3248323873177333e-07
6672120,1.3455269153193295e-07
6672150,1.3656693236788483e-07
6672180,1.3852596123082402e-07
6672210,1.4043182301629444e-07
6672240,1.4227633809255739e-07
6672270,1.4406564116342107e-07
6672300,1.4578950768797797e-07
6672330,1.4744793765063612e-07
6672360,1.4904297594092526e-07
6672390,1.5057053272956213e-07
6672420,1.5202856309144625e-07
6672450,1.5341297719343008e-07
6672480,1.5472990973363413e-07
6672510,1.5596913615648878e-07
6672540,1.5713065643738108e-07
6672570,1.5821651545811145e-07
6672600,1.5922466828565928e-07
6672630,1.6007127368484828e-07
6672660,1.6096082237590065e-07
6672690,1.6171949719254525e-07
6672720,1.6224300778127037e-07
6672750,1.6274811434417065e-07
6672780,1.6326753540145297e-07
6672810,1.6370720515165413e-07
6672840,1.6406303374607717e-07
6672870,1.643186618801137e-07
6672900,1.6447817933474563e-07
6672930,1.645436309828002e-07
6672960,1.6451297187858316e-07
6672990,1.643739325270028e-07
6673020,1.6413469252753567e-07
6673050,1.637932069322209e-07
6673080,1.6334947570275186e-07
6673110,1.6279736406973955e-07
6673140,1.6213278217256403e-07
6673170,1.6136799943582676e-07
6673200,1.6048665653544568e-07
6673230,1.5949693307586288e-07
6673260,1.5839678410846426e-07
6673290,1.5718007486177949e-07
6673320,1.5584885020972027e-07
6673350,1.5440515502784705e-07
6673380,1.528408096336528e-07
6673410,1.511619487280691e-07
6673440,1.493644824538619e-07
6673470,1.4744841077880795e-07
6673500,1.4541373367220735e-07
6673530,1.4325636127953126e-07
6673560,1.4097629357257803e-07
6673590,1.3857966526408025e-07
6673620,1.360623865046511e-07
6673650,1.334162776192955e-07
6673680,1.3065769789414023e-07
6673710,1.2777233291858595e-07
6673740,1.2476836233124868e-07
6673770,1.2163556155117417e-07
6673800,1.1838415513669153e-07
6673830,1.1500800833910692e-07
6673860,1.1151734572412325e-07
6673890,1.0789785289196802e-07
6673920,1.0416179932903245e-07
6673950,1.003091850407615e-07
6673980,9.632978546345269e-08
6674010,9.224200483863389e-08
6674040,8.803152878016107e-08
6674070,8.370449205006411e-08
6674100,7.925680484104023e-08
6674130,7.470073666714194e-08
6674160,7.003424264347048e-08
6674190,6.525323297367813e-08
6674220,6.036384243924685e-08
6674250,5.536607108100648e-08
6674280,5.026605368826953e-08
6674310,4.505970047956162e-08
6674340,3.9749056421863415e-08
6674370,3.434434614561552e-08
6674400,2.8839434965467133e-08
6674430,1.1746463005160097
6674460,1.4700359688325895
6674490,1.5374929736154093
6674520,1.5480059538633286
6674550,1.541905316726056
6674580,1.5288992076249994
6674610,1.513362970489606
6674640,1.497010054590262
6674670,1.4804256007475765
6674700,1.463794404723054
6674730,1.4471680273702643
6674760,1.430563040633676
6674790,1.4139870789145597
6674820,1.3974503970821708
6674850,1.3809655450136222
6674880,1.3645249272508562
6674910,1.3481532867728072
6674940,1.3318367482338183
6674970,1.315586082464707
6675000,1.2993894289787697
6675030,1.2832548514489663
6675060,1.2671839714574518
6675090,1.2511791939950803
6675120,1.2352435847262888
6675150,1.2193809432075646
6675180,1.2035956701218644
6675210,1.1878933730893833
6675240,1.1722752457482133
6675270,1.1567539280977972
6675300,1.1413373062758594
6675330,1.1260260838028842
6675360,1.1108358085314873
6675390,1.095771823670866
6675420,1.080848972421917
6675450,1.0660790399373805
6675480,1.051475027643493
6675510,1.0370532545413453
6675540,1.0228307028966326
6675570,1.0088263846242242
6675600,0.9950586347142193
6675630,0.9815533457042159
6675660,0.9683856729531489
6675690,0.9555157072889666
6675720,0.9429682153334322
6675750,0.9307677412270394
6675780,0.9189385026482906
6675810,0.90750367295704
6675840,0.8964863337646559
6675870,0.8859006656217667
6675900,0.8757479184361782
6675930,0.8715163115737597
6675960,0.8701773603572378
6675990,0.8696803595349096
6676020,0.8694967182075843
6676050,0.8694286547984016
6676080,0.8694036810238475
6676110,0.869394651338824
6676140,0.8693915874507216
6676170,0.8693907088923792
6676200,0.8693906361896039
6676230,0.8693908754267622
6676260,0.8693912222501652
6676290,0.8693916136322
6676320,0.8693920207565999
6676350,0.8693924346824776
6676380,0.8693928507742972
6676410,0.8693932680046473
6676440,0.8693936858948521
6676470,0.8693941039541204
6676500,0.8693945219219897
6676530,0.8693949396233396
6676560,0.8693953569287434
6676590,0.8693957737186535
6676620,0.8693961898579488
6676650,0.8693966052028047
6676680,0.8693970196099511
6676710,0.8692015747524426
6676740,0.8689135182375312
6676770,0.8687244369492273
6676800,0.8686064508315295
6676830,0.8685328522413006
6676860,0.8684856454723997
6676890,0.8684539748760659
6676920,0.8684316628485796
6676950,0.8684151254801039
6676980,0.8684022699564317
6677010,0.868391993365572
6677040,1.1332111716563749
6677070,1.322825516767783
6677100,1.3806470700704594
6677130,1.3964724127328878
6677160,1.4009262497696322
6677190,1.4022682257531058
6677220,1.402698185887581
6677250,1.402845665321208
6677280,1.4028957733172251
6677310,1.4029152280094872
6677340,1.4029241284461367
6677370,1.402929376553545
6677400,1.4029334206159425
6677430,1.397137457927584
6677460,1.3959013230068973
6677490,1.3981204086653956
6677520,1.399639019803247
6677550,1.4003280373749118
6677580,1.4005990402587412
6677610,1.4006996341242042
6677640,1.4007362900859353
6677670,1.400749938356564
6677700,1.4007554335133703
6677730,1.4007579558524446
6677760,1.4007593822175293
6677790,1.4007603541504727
6677820,1.4007611249462717
6677850,1.4007617793753753
6677880,1.400762350083982
6677910,1.400762852280986
6677940,1.400763291545576
6677970,1.4007636711572302
6678000,1.4007639922600297
6678030,1.4007641585769772
6678060,1.4007640418119056
6678090,1.4007636202131004
6678120,1.4007629053015433
6678150,1.400761900403361
6678180,1.400760612698275
6678210,1.4007590489327115
6678240,1.4007572133401438
6678270,1.4007551089359123
6678300,1.4007527381419638
6678330,1.4007501023477111
6678360,1.4007472012662097
6678390,1.4007440332358951
6678420,1.400740595568429
6678450,1.4007368844461012
6678480,1.4007328948137097
6678510,1.4007286204353149
6678540,1.4007240918249901
6678570,1.4007194259216595
6678600,1.4007145259627123
6678630,1.400709201294201
6678660,1.4007033599823921
6678690,1.4006970166014223
6678720,1.4006902291872565
6678750,1.4006830507890544
6678780,1.4006755105210709
6678810,1.4006676247970735
6678840,1.400659401117106
6678870,1.4006508138969775
6678900,1.4006418153428488
6678930,1.4006323544261903
6678960,1.4006223964592384
6678990,1.4006119036413847
6679020,1.4006008507257348
6679050,1.4005892117984389
6679080,1.4005769633714118
6679110,1.4005640842601352
6679140,1.4005505553069268
6679170,1.400536361902716
6679200,1.4005215062590408
6679230,1.4005060180111912
6679260,1.4004899577673078
6679290,1.4004734158521208
6679320,1.4004565060016656
6679350,1.400439360274983
6679380,1.4004221221492366
6679410,1.4004049383018562
6679440,1.4003879508482473
6679470,1.4003712900009344
6679500,1.4003550682353194
6679530,1.400339377499751
6679560,1.4003242877486866
6679590,1.400309847934776
6679620,1.400296088714091
6679650,1.4002830248780869
6679680,1.4002706585102693
6679710,1.4002589823968945
6679740,1.4002479832830708
6679770,1.400237640426414
6679800,1.400227941084431
6679830,1.4002188309130135
6679860,1.400210372110111
6679890,1.4002023623317585
6679920,1.4001950874746525
6679950,1.4001880487984883
6679980,1.400181912878059
6680010,1.4001757079955826
6680040,1.4001706820975623
6680070,1.400165200293415
6680100,1.4001607746779279
6680130,1.4001565974828254
6680160,1.4001532130861045
6680190,1.400149197971459
6680220,1.4001467922304978
