time,weaSta_reaWeaHGloHor_y
6659100,0.0
6659130,0.0
6659160,0.0
6659190,0.0
6659220,0.0
6659250,0.0
6659280,0.0
6659310,0.0
6659340,0.0
6659370,0.0
6659400,0.0
6659430,0.0
6659460,0.0
6659490,0.0
6659520,0.0
6659550,0.0
6659580,0.0
6659610,0.0
6659640,0.0
6659670,0.0
6659700,0.0
6659730,0.0
6659760,0.0
6659790,0.0
6659820,0.0
6659850,0.0
6659880,0.0
6659910,0.0
6659940,0.0
6659970,0.0
6660000,0.0
6660030,0.0
6660060,0.0
6660090,0.0
6660120,0.0
6660150,0.0
6660180,0.0
6660210,0.0
6660240,0.0
6660270,0.0
6660300,0.0
6660330,0.0
6660360,0.0
6660390,0.0
6660420,0.0
6660450,0.0
6660480,0.0
6660510,0.0
6660540,0.0
6660570,0.0
6660600,0.0
6660630,0.0
6660660,0.0
6660690,0.0
6660720,0.0
6660750,0.0
6660780,0.0
6660810,0.0
6660840,0.0
6660870,0.0
6660900,0.0
6660930,0.0
6660960,0.0
6660990,0.0
6661020,0.0
6661050,0.0
6661080,0.0
6661110,0.0
6661140,0.0
6661170,0.0
6661200,0.0
6661230,0.0
6661260,0.0
6661290,0.0
6661320,0.0
6661350,0.0
6661380,0.0
6661410,0.0
6661440,0.0
6661470,0.0
6661500,0.0
6661530,0.0
6661560,0.0
6661590,0.0
6661620,0.0
6661650,0.0
6661680,0.0
6661710,0.0
6661740,0.0
6661770,0.0
6661800,0.0
6661830,0.0
6661860,0.0
6661890,0.0
6661920,0.0
6661950,0.0
6661980,0.0
6662010,0.0
6662040,0.0
6662070,0.0
6662100,0.0
6662130,0.0
6662160,0.0
6662190,0.0
6662220,0.0
6662250,0.0
6662280,0.0
6662310,0.0
6662340,0.0
6662370,0.0
6662400,0.0
6662430,0.0
6662460,0.0
6662490,0.0
6662520,0.0
6662550,0.0
6662580,0.0
6662610,0.0
6662640,0.0
6662670,0.0
6662700,0.0
6662730,0.0
6662760,0.0
6662790,0.0
6662820,0.0
6662850,0.0
6662880,0.0
6662910,0.0
6662940,0.0
6662970,0.0
6663000,0.0
6663030,0.0
6663060,0.0
6663090,0.0
6663120,0.0
6663150,0.0
6663180,0.0
6663210,0.0
6663240,0.0
6663270,0.0
6663300,0.0
6663330,0.0
6663360,0.0
6663390,0.0
6663420,0.0
6663450,0.0
6663480,0.0
6663510,0.0
6663540,0.0
6663570,0.0
6663600,0.0
6663630,0.0
6663660,0.0
6663690,0.0
6663720,0.0
6663750,0.0
6663780,0.0
6663810,0.0
6663840,0.0
6663870,0.0
6663900,0.0
6663930,0.0
6663960,0.0
6663990,0.0
6664020,0.0
6664050,0.0
6664080,0.0
6664110,0.0
6664140,0.0
6664170,0.0
6664200,0.0
6664230,0.0
6664260,0.0
6664290,0.0
6664320,0.0
6664350,0.0
6664380,0.0
6664410,0.0
6664440,0.0
6664470,0.0
6664500,0.0
6664530,0.0
6664560,0.0
6664590,0.0
6664620,0.0
6664650,0.0
6664680,0.0
6664710,0.0
6664740,0.0
6664770,0.0
6664800,0.0
6664830,0.0
6664860,0.0
6664890,0.0
6664920,0.0
6664950,0.0
6664980,0.0
6665010,0.0
6665040,0.0
6665070,0.0
6665100,0.0
6665130,0.0
6665160,0.0
6665190,0.0
6665220,0.0
6665250,0.0
6665280,0.0
6665310,0.0
6665340,0.0
6665370,0.0
6665400,0.0
6665430,0.0
6665460,0.0
6665490,0.0
6665520,0.0
6665550,0.0
6665580,0.0
6665610,0.0
6665640,0.0
6665670,0.0
6665700,0.0
6665730,0.0
6665760,0.0
6665790,0.0
6665820,0.0
6665850,0.0
6665880,0.0
6665910,0.0
6665940,0.0
6665970,0.0
6666000,0.0
6666030,0.0
6666060,0.0
6666090,0.0
6666120,0.0
6666150,0.0
6666180,0.0
6666210,0.0
6666240,0.0
6666270,0.0
6666300,0.0
6666330,0.0
6666360,0.0
6666390,0.0
6666420,0.0
6666450,0.0
6666480,0.0
6666510,0.0
6666540,0.0
6666570,0.0
6666600,0.0
6666630,0.0
6666660,0.0
6666690,0.0
6666720,0.0
6666750,0.0
6666780,0.0
6666810,0.0
6666840,0.0
6666870,0.0
6666900,0.0
6666930,0.0
6666960,0.0
6666990,0.0
6667020,0.0
6667050,0.0
6667080,0.0
6667110,0.0
6667140,0.0
6667170,0.0
6667200,0.0
6667230,0.0
6667260,0.0
6667290,0.0
6667320,0.0
6667350,0.0
6667380,0.0
6667410,0.0
6667440,0.0
6667470,0.0
6667500,0.0
6667530,0.0
6667560,0.0
6667590,0.0
6667620,0.0
6667650,0.0
6667680,0.0
6667710,0.0
6667740,0.0
6667770,0.0
6667800,0.0
6667830,0.0
6667860,0.0
6667890,0.0
6667920,0.0
6667950,0.0
6667980,0.0
6668010,0.0
6668040,0.0
6668070,0.0
6668100,0.0
6668130,0.0
6668160,0.0
6668190,0.0
6668220,0.0
6668250,0.0
6668280,0.0
6668310,0.0
6668340,0.0
6668370,0.0
6668400,0.0
6668430,0.0
6668460,0.0
6668490,0.0
6668520,0.0
6668550,0.0
6668580,0.0
6668610,0.0
6668640,0.0
6668670,0.0
6668700,0.0
6668730,0.0
6668760,0.0
6668790,0.0
6668820,0.0
6668850,0.0
6668880,0.0
6668910,0.0
6668940,0.0
6668970,0.0
6669000,0.0
6669030,0.0
6669060,0.0
6669090,0.0
6669120,0.0
6669150,0.0
6669180,0.0
6669210,0.0
6669240,0.0
6669270,0.0
6669300,0.0
6669330,0.0
6669360,0.0
6669390,0.0
6669420,0.0
6669450,0.0
6669480,0.0
6669510,0.0
6669540,0.0
6669570,0.0
6669600,0.0
6669630,0.0
6669660,0.0
6669690,0.0
6669720,0.0
6669750,0.0
6669780,0.0
6669810,0.0
6669840,0.0
6669870,0.0
6669900,0.0
6669930,0.0
6669960,0.0
6669990,0.0
6670020,0.0
6670050,0.0
6670080,0.0
6670110,0.0
6670140,0.0
6670170,0.0
6670200,0.0
6670230,0.0
6670260,0.0
6670290,0.0
6670320,0.0
6670350,0.0
6670380,0.0
6670410,0.0
6670440,0.0
6670470,0.0
6670500,0.0
6670530,0.0
6670560,0.0
6670590,0.0
6670620,0.0
6670650,0.0
6670680,0.0
6670710,0.0
6670740,0.0
6670770,0.0
6670800,0.0
6670830,0.0
6670860,0.0
6670890,0.0
6670920,0.0
6670950,0.0
6670980,0.0
6671010,0.0
6671040,0.0
6671070,0.0
6671100,0.0
6671130,0.0
6671160,0.0
6671190,0.0
6671220,0.0
6671250,0.0
6671280,0.0
6671310,0.0
6671340,0.0
6671370,0.0
6671400,0.0
6671430,0.0
6671460,0.0
6671490,0.0
6671520,0.0
6671550,0.0
6671580,0.0
6671610,0.0
6671640,0.0
6671670,0.0
6671700,0.0
6671730,0.0
6671760,0.0
6671790,0.0
6671820,0.0
6671850,0.0
6671880,0.0
6671910,0.0
6671940,0.0
6671970,0.0
6672000,0.0
6672030,0.0
6672060,0.0
6672090,0.0
6672120,0.0
6672150,0.0
6672180,0.0
6672210,0.0
6672240,0.0
6672270,0.0
6672300,0.0
6672330,0.0
6672360,0.0
6672390,0.0
6672420,0.0
6672450,0.0
6672480,0.0
6672510,0.0
6672540,0.0
6672570,0.0
6672600,0.0
6672630,0.004570601851851852
6672660,0.01823148148148148
6672690,0.04090625
6672720,0.07251851851851851
6672750,0.11299189814814814
6672780,0.16224999999999998
6672810,0.2202164351851852
6672840,0.2868148148148148
6672870,0.36196875
6672900,0.4456018518518518
6672930,0.5376377314814814
6672960,0.638
6672990,0.7466122685185184
6673020,0.8633981481481481
6673050,0.9882812499999999
6673080,1.121185185185185
6673110,1.2620335648148149
6673140,1.41075
6673170,1.5672581018518519
6673200,1.7314814814814812
6673230,1.9033437500000001
6673260,2.0827685185185185
6673290,2.269679398148148
6673320,2.464
6673350,2.6656539351851847
6673380,2.8745648148148146
6673410,3.0906562499999994
6673440,3.3138518518518514
6673470,3.544075231481481
6673500,3.7812499999999996
6673530,4.025299768518519
6673560,4.276148148148148
6673590,4.533718749999999
6673620,4.797935185185184
6673650,5.068721064814814
6673680,5.345999999999999
6673710,5.629695601851851
6673740,5.919731481481481
6673770,6.21603125
6673800,6.518518518518517
6673830,6.827116898148148
6673860,7.141749999999999
6673890,7.462341435185183
6673920,7.788814814814814
6673950,8.121093749999998
6673980,8.459101851851852
6674010,8.802762731481481
6674040,9.152
6674070,9.506737268518519
6674100,9.866898148148145
6674130,10.232406249999999
6674160,10.603185185185184
6674190,10.979158564814814
6674220,11.360249999999999
6674250,11.746383101851851
6674280,12.13748148148148
6674310,12.533468749999999
6674340,12.934268518518518
6674370,13.339804398148146
6674400,13.749999999999998
6674430,14.164778935185184
6674460,14.584064814814813
6674490,15.007781249999999
6674520,15.435851851851849
6674550,15.86820023148148
6674580,16.30475
6674610,16.745424768518514
6674640,17.190148148148147
6674670,17.638843749999996
6674700,18.09143518518518
6674730,18.547846064814813
6674760,19.008000000000003
6674790,19.471820601851853
6674820,19.939231481481478
6674850,20.410156249999996
6674880,20.884518518518515
6674910,21.362241898148145
6674940,21.843249999999998
6674970,22.32746643518518
6675000,22.814814814814817
6675030,23.305218749999995
6675060,23.798601851851853
6675090,24.294887731481477
6675120,24.793999999999993
6675150,25.29586226851852
6675180,25.800398148148144
6675210,26.307531249999993
6675240,26.817185185185185
6675270,27.329283564814812
6675300,27.843749999999996
6675330,28.36050810185185
6675360,28.879481481481477
6675390,29.400593749999995
6675420,29.92376851851851
6675450,30.448929398148145
6675480,30.975999999999992
6675510,31.50490393518518
6675540,32.03556481481481
6675570,32.56790624999999
6675600,33.10185185185185
6675630,33.637325231481476
6675660,34.174249999999994
6675690,34.712549768518514
6675720,35.252148148148144
6675750,35.79296874999999
6675780,36.33493518518518
6675810,36.87797106481481
6675840,37.42199999999999
6675870,37.96694560185185
6675900,38.512731481481474
6675930,39.05928124999999
6675960,39.60651851851851
6675990,40.15436689814814
6676020,40.702749999999995
6676050,41.251591435185176
6676080,41.80081481481481
6676110,42.35034374999999
6676140,42.90010185185184
6676170,43.45001273148147
6676200,44.0
6676230,44.554595418819986
6676260,45.11828789836348
6676290,45.690936773255814
6676320,46.27240137812231
6676350,46.86254104758829
6676380,47.46121511627907
6676410,48.06828291881998
6676440,48.68360378983635
6676470,49.30703706395349
6676500,49.93844207579673
6676530,50.577678159991386
6676560,51.22460465116279
6676590,51.87908088393626
6676620,52.54096619293712
6676650,53.210119912790695
6676680,53.88640137812231
6676710,54.56966992355728
6676740,55.25978488372093
6676770,55.956605593238585
6676800,56.65999138673557
6676830,57.36980159883721
6676860,58.08589556416882
6676890,58.808132617355724
6676920,59.53637209302326
6676950,60.27047332579673
6676980,61.010295650301465
6677010,61.75569840116279
6677040,62.506540913006035
6677070,63.26268252045651
6677100,64.02398255813954
6677130,64.79030036068045
6677160,65.56149526270457
6677190,66.33742659883721
6677220,67.1179537037037
6677250,67.90293591192938
6677280,68.69223255813954
6677310,69.48570297695952
6677340,70.28320650301464
6677370,71.08460247093024
6677400,71.88975021533162
6677430,72.6985090708441
6677460,73.51073837209303
6677490,74.3262974537037
6677520,75.14504565030147
6677550,75.96684229651163
6677580,76.79154672695952
6677610,77.61901827627045
6677640,78.44911627906977
6677670,79.28170006998278
6677700,80.1166289836348
6677730,80.95376235465116
6677760,81.7929595176572
6677790,82.63407980727821
6677820,83.47698255813954
6677850,84.3215271048665
6677880,85.16757278208442
6677910,86.01497892441861
6677940,86.8636048664944
6677970,87.71330994293713
6678000,88.5639534883721
6678030,89.41539483742464
6678060,90.26749332472008
6678090,91.12010828488373
6678120,91.97309905254093
6678150,92.82632496231699
6678180,93.67964534883721
6678210,94.53291954672696
6678240,95.38600689061155
6678270,96.2387667151163
6678300,97.0910583548665
6678330,97.94274114448751
6678360,98.79367441860467
6678390,99.64371751184325
6678420,100.4927297588286
6678450,101.34057049418607
6678480,102.18709905254093
6678510,103.03217476851853
6678540,103.8756569767442
6678570,104.71740501184325
6678600,105.557278208441
6678630,106.3951359011628
6678660,107.23083742463395
6678690,108.06424211347976
6678720,108.8952093023256
6678750,109.72359832579674
6678780,110.54926851851853
6678810,111.3720792151163
6678840,112.19188975021535
6678870,113.00855945844101
6678900,113.82194767441861
6678930,114.63191373277348
6678960,115.43831696813093
6678990,116.2410167151163
6679020,117.03987230835487
6679050,117.83474308247202
6679080,118.62548837209305
6679110,119.41196751184324
6679140,120.194039836348
6679170,120.97156468023258
6679200,121.74440137812233
6679230,122.51240926464257
6679260,123.27544767441863
6679290,124.0333759420758
6679320,124.78605340223946
6679350,125.5333393895349
6679380,126.27509323858746
6679410,127.01117428402242
6679440,127.74144186046513
6679470,128.4657553025409
6679500,129.18397394487513
6679530,129.89595712209302
6679560,130.60156416882
6679590,131.30065441968134
6679620,131.99308720930236
6679650,132.67872187230836
6679680,133.35741774332473
6679710,134.02903415697676
6679740,134.6934304478898
6679770,135.35046595068908
6679800,136.0
6679830,136.6380284201022
6679860,137.2608123972281
6679890,137.86860930893235
6679920,138.46167653276956
6679950,139.04027144629433
6679980,139.6046514270613
6680010,140.1550738526251
6680040,140.69179610054027
6680070,141.2150755483615
6680100,141.7251695736434
6680130,142.22233555394058
6680160,142.70683086680762
6680190,143.17891288979916
6680220,143.6388390004698
6680250,144.0868665763742
6680280,144.52325299506694
6680310,144.94825563410265
6680340,145.36213187103593
6680370,145.76513908342142
6680400,146.1575346488137
6680430,146.53957594476745
6680460,146.9115203488372
6680490,147.27362523857764
6680520,147.62614799154335
6680550,147.96934598528892
6680580,148.30347659736904
6680610,148.62879720533826
6680640,148.94556518675122
6680670,149.25403791916256
6680700,149.55447278012684
6680730,149.84712714719873
6680760,150.13225839793282
6680790,150.4101239098837
6680820,150.68098106060606
6680850,150.94508722765445
6680880,151.20269978858352
6680910,151.45407612094786
6680940,151.69947360230208
6680970,151.93914961020084
6681000,152.17336152219872
6681030,152.40236671585035
6681060,152.62642256871035
6681090,152.84578645833332
6681120,153.0607157622739
6681150,153.27146785808668
6681180,153.47830012332628
6681210,153.68146993554734
6681240,153.88123467230443
6681270,154.07785171115222
6681300,154.27157842964527
6681330,154.46267220533827
6681360,154.65139041578576
6681390,154.8379904385424
6681420,155.0227296511628
6681450,155.20586543120154
6681480,155.3876551562133
6681510,155.56835620375264
6681540,155.7482259513742
6681570,155.9275217766326
6681600,156.10650105708245
6681630,156.28542117027837
6681660,156.46453949377496
6681690,156.64411340512686
6681720,156.82440028188864
6681750,157.005657501615
6681780,157.18814244186046
6681810,157.3721124801797
6681840,157.55782499412732
6681870,157.74553736125793
6681900,157.93550695912614
6681930,158.12799116528657
6681960,158.32324735729387
6681990,158.5215329127026
6682020,158.72310520906743
6682050,158.9282216239429
6682080,159.13713953488372
6682110,159.35011631944445
6682140,159.5674093551797
6682170,159.78927601964412
6682200,160.0159736903923
6682230,160.24775974497885
6682260,160.48489156095843
6682290,160.7276265158856
6682320,160.976221987315
6682350,161.23093535280125
6682380,161.492023989899
6682410,161.7597452761628
6682440,162.03435658914728
6682470,162.31611530640708
6682500,162.60527880549682
6682530,162.90210446397109
6682560,163.20684965938455
6682590,163.51977176929176
6682620,163.84112817124736
6682650,164.17117624280596
6682680,164.5101733615222
6682710,164.85837690495066
6682740,165.21604425064598
6682770,165.5834327761628
6682800,165.96079985905567
6682830,166.34840287687925
6682860,166.74649920718815
6682890,167.155346227537
6682920,167.57520131548037
6682950,168.00632184857292
6682980,168.44896520436927
6683010,168.903388760424
6683040,169.36984989429175
6683070,169.84860598352714
6683100,170.33991440568474
6683130,170.84403253831923
6683160,171.3612177589852
6683190,171.89172744523725
6683220,172.43581897463002
6683250,172.9937497247181
6683280,173.56577707305615
6683310,174.15215839719872
6683340,174.7531510747005
6683370,175.36901248311602
6683400,176.0
6683430,176.6477618800317
6683460,177.313671982864
6683490,177.99757609351192
6683520,178.6993199969904
6683550,179.41874947831434
6683580,180.15571032249872
6683610,180.91004831455854
6683640,181.68160923950867
6683670,182.47023888236416
6683700,183.27578302813987
6683730,184.0980874618508
6683760,184.93699796851195
6683790,185.7923603331382
6683820,186.66402034074451
6683850,187.55182377634586
6683880,188.4556164249572
6683910,189.3752440715935
6683940,190.31055250126968
6683970,191.2613874990007
6684000,192.22759484980156
6684030,193.20902033868714
6684060,194.20550975067246
6684090,195.21690887077244
6684120,196.24306348400202
6684150,197.2838193753762
6684180,198.3390223299099
6684210,199.40851813261807
6684240,200.4921525685157
6684270,201.5897714226177
6684300,202.70122047993905
6684330,203.8263455254947
6684360,204.96499234429962
6684390,206.1170067213687
6684420,207.28223444171698
6684450,208.46052129035937
6684480,209.6517130523108
6684510,210.85565551258628
6684540,212.07219445620075
6684570,213.30117566816912
6684600,214.54244493350637
6684630,215.79584803722747
6684660,217.06123076434739
6684690,218.33843889988103
6684720,219.62731822884336
6684750,220.92771453624937
6684780,222.23947360711398
6684810,223.56244122645214
6684840,224.89646317927884
6684870,226.24138525060897
6684900,227.59705322545756
6684930,228.9633128888395
6684960,230.3400100257698
6684990,231.72699042126337
6685020,233.1240998603352
6685050,234.5311841280002
6685080,235.94808900927336
6685110,237.37466028916964
6685140,238.81074375270396
6685170,240.25618518489128
6685200,241.71083037074658
6685230,243.17452509528476
6685260,244.64711514352086
6685290,246.12844630046976
6685320,247.61836435114645
6685350,249.1167150805659
6685380,250.62334427374302
6685410,252.13809771569277
6685440,253.6608211914301
6685470,255.19136048597002
6685500,256.72956138432744
6685530,258.2752696715173
6685560,259.8283311325546
6685590,261.3885915524543
6685620,262.9558967162312
6685650,264.53009240890043
6685680,266.1110244154769
6685710,267.6985385209756
6685740,269.29248051041134
6685770,270.89269616879926
6685800,272.4990312811542
6685830,274.1113316324911
6685860,275.729443007825
6685890,277.35321119217076
6685920,278.9824819705434
6685950,280.6171011279579
6685980,282.25691444942913
6686010,283.9017677199721
6686040,285.5515067246017
6686070,287.20597724833294
6686100,288.8650250761808
6686130,290.52849599316016
6686160,292.19623578428605
6686190,293.8680902345734
6686220,295.5439051290371
6686250,297.2235262526922
6686280,298.9067993905536
6686310,300.59357032763626
6686340,302.2836848489551
6686370,303.97698873952515
6686400,305.6733277843613
6686430,307.3725477684785
6686460,309.0744944768918
6686490,310.7790136946161
6686520,312.4859512066663
6686550,314.1951527980574
6686580,315.9064642538043
6686610,317.6197313589221
6686640,319.33479989842556
6686670,321.0515156573298
6686700,322.7697244206497
6686730,324.48927197340015
6686760,326.2100041005963
6686790,327.93176658725287
6686820,329.65440521838497
6686850,331.37776577900746
6686880,333.10169405413535
6686910,334.82603582878363
6686940,336.55063688796713
6686970,338.27534301670096
6687000,340.0
6687030,341.75128107181007
6687060,343.5552539878452
6687090,345.4108563157724
6687120,347.3170256232587
6687150,349.27269947797123
6687180,351.27681544757695
6687210,353.328311099743
6687240,355.4261240021365
6687270,357.5691917224243
6687300,359.7564518282736
6687330,361.9868418873515
6687360,364.2592994673249
6687390,366.572762135861
6687420,368.9261674606268
6687450,371.3184530092893
6687480,373.7485563495157
6687510,376.2154150489729
6687540,378.71796667532806
6687570,381.2551487962482
6687600,383.82589897940034
6687630,386.4291547924516
6687660,389.06385380306904
6687690,391.7289335789196
6687720,394.4233316876705
6687750,397.1459856969887
6687780,399.8958331745413
6687810,402.67181168799533
6687840,405.47285880501784
6687870,408.2979120932759
6687900,411.1459091204365
6687930,414.01578745416685
6687960,416.9064846621339
6687990,419.8169383120047
6688020,422.7460859714463
6688050,425.6928652081258
6688080,428.65621358971026
6688110,431.63506868386673
6688140,434.62836805826225
6688170,437.63504928056386
6688200,440.65404991843866
6688230,443.68430753955363
6688260,446.7247597115759
6688290,449.77434400217254
6688320,452.83199797901057
6688350,455.89665920975705
6688380,458.967265262079
6688410,462.04275370364354
6688440,465.1220621021177
6688470,468.20412802516853
6688500,471.2878890404631
6688530,474.37228271566846
6688560,477.4562466184516
6688590,480.53871831647973
6688620,483.61863537741976
6688650,486.69493536893884
6688680,489.76655585870395
6688710,492.8324344143822
6688740,495.89150860364066
6688770,498.94271599414634
6688800,501.9849941535663
6688830,505.0172806495676
6688860,508.0385130498174
6688890,511.04762892198255
6688920,514.0435658337303
6688950,517.0252613527276
6688980,519.9916530466415
6689010,522.9416784831392
6689040,525.8742752298875
6689070,528.7883808545537
6689100,531.6829329248047
6689130,534.5568690083077
6689160,537.4091266727296
6689190,540.2386434857376
6689220,543.0443570149986
6689250,545.8252048281797
6689280,548.5801244929482
6689310,551.3080535769708
6689340,554.0079296479148
6689370,556.678690273447
6689400,559.3192730212348
6689430,561.928615458945
6689460,564.5056551542448
6689490,567.0493296748011
6689520,569.5585765882811
6689550,572.0323334623519
6689580,574.4695378646803
6689610,576.8691273629336
6689640,579.2300395247787
6689670,581.5512119178828
6689700,583.8315821099129
6689730,586.0700876685361
6689760,588.2656661614193
6689790,590.4172551562297
6689820,592.5237922206343
6689850,594.5842149223001
6689880,596.5974608288943
6689910,598.562467508084
6689940,600.4781725275359
6689970,602.3435134549175
6690000,604.1574278578955
6690030,605.9188533041372
6690060,607.6267273613096
6690090,609.2799875970796
6690120,610.8775715791145
6690150,612.4184168750812
6690180,613.9014610526467
6690210,615.3256416794783
6690240,616.6898963232428
6690270,617.9931625516074
6690300,619.2343779322391
6690330,620.412480032805
6690360,621.5264064209721
6690390,622.5750946644074
6690420,623.5574823307782
6690450,624.4725069877513
6690480,625.3191062029939
6690510,626.096217544173
6690540,626.8027785789557
6690570,627.437726875009
6690600,628.0
6690630,628.5245571624677
6690660,629.0470791159099
6690690,629.5675857454319
6690720,630.0860969361388
6690750,630.6026325731358
6690780,631.1172125415283
6690810,631.6298567264212
6690840,632.1405850129199
6690870,632.6494172861296
6690900,633.1563734311554
6690930,633.6614733331027
6690960,634.1647368770764
6690990,634.666183948182
6691020,635.1658344315246
6691050,635.6637082122093
6691080,636.1598251753414
6691110,636.6542052060262
6691140,637.1468681893688
6691170,637.6378340104743
6691200,638.1271225544482
6691230,638.6147537063954
6691260,639.1007473514212
6691290,639.5851233746308
6691320,640.0679016611296
6691350,640.5491020960225
6691380,641.0287445644149
6691410,641.5068489514119
6691440,641.9834351421189
6691470,642.4585230216409
6691500,642.9321324750831
6691530,643.4042833875508
6691560,643.8749956441492
6691590,644.3442891299834
6691620,644.8121837301587
6691650,645.2786993297804
6691680,645.7438558139535
6691710,646.2076730677833
6691740,646.6701709763751
6691770,647.1313694248339
6691800,647.591288298265
6691830,648.0499474817738
6691860,648.5073668604651
6691890,648.9635663194445
6691920,649.4185657438169
6691950,649.8723850186877
6691980,650.3250440291621
6692010,650.7765626603451
6692040,651.2269607973421
6692070,651.6762583252583
6692100,652.1244751291989
6692130,652.5716310942692
6692160,653.017746105574
6692190,653.4628400482189
6692220,653.906932807309
6692250,654.3500442679494
6692280,654.7921943152455
6692310,655.2334028343023
6692340,655.6736897102252
6692370,656.1130748281192
6692400,656.5515780730897
6692430,656.9892193302418
6692460,657.4260184846806
6692490,657.8619954215117
6692520,658.2971700258398
6692550,658.7315621827704
6692580,659.1651917774086
6692610,659.5980786948597
6692640,660.0302428202289
6692670,660.4617040386213
6692700,660.8924822351421
6692730,661.3225972948967
6692760,661.75206910299
6692790,662.1809175445275
6692820,662.6091625046142
6692850,663.0368238683554
6692880,663.4639215208564
6692910,663.8904753472223
6692940,664.3165052325581
6692970,664.7420310619693
6693000,665.1670727205611
6693030,665.5916500934385
6693060,666.015783065707
6693090,666.4394915224714
6693120,666.8627953488372
6693150,667.2857144299096
6693180,667.7082686507937
6693210,668.1304778965947
6693240,668.5523620524178
6693270,668.9739410033684
6693300,669.3952346345515
6693330,669.8162628310723
6693360,670.2370454780362
6693390,670.6576024605482
6693420,671.0779536637135
6693450,671.4981189726375
6693480,671.9181182724252
6693510,672.337971448182
6693540,672.7576983850129
6693570,673.1773189680232
6693600,673.5968530823181
6693630,674.0163206130029
6693660,674.4357414451828
6693690,674.8551354639627
6693720,675.2745225544481
6693750,675.6939226017441
6693780,676.1133554909561
6693810,676.532841107189
6693840,676.9523993355482
6693870,677.3720500611388
6693900,677.791813169066
6693930,678.2117085444352
6693960,678.6317560723514
6693990,679.0519756379199
6694020,679.4723871262458
6694050,679.8930104224345
6694080,680.313865411591
6694110,680.7349719788206
6694140,681.1563500092285
6694170,681.5780193879199
6694200,682.0
6694230,682.4223835648148
6694260,682.8452365857454
6694290,683.2685411239496
6694320,683.6922792405851
6694350,684.1164329968099
6694380,684.5409844537816
6694410,684.965915672658
