time,hvac_reaZonEas_V_flow_y
6659490,-3.417647001523361e-08
6659520,-3.36164366560415e-08
6659550,-3.304698785072356e-08
6659580,-3.246976110999003e-08
6659610,-3.1885575188849e-08
6659640,-3.1296886350252963e-08
6659670,-3.070205708431909e-08
6659700,-3.01064092920441e-08
6659730,-2.9507486707944076e-08
6659760,-2.89102018530932e-08
6659790,-2.8314554722782623e-08
6659820,-2.77238203271176e-08
6659850,-2.7140045543969338e-08
6659880,-2.656486787333798e-08
6659910,-2.600156232123568e-08
6659940,-2.5453813268742415e-08
6659970,-2.492407696533662e-08
6660000,-2.441603778912098e-08
6660030,-2.046022974890451e-08
6660060,-1.6293593892992905e-08
6660090,-1.236971921585427e-08
6660120,-8.605502075403167e-09
6660150,-5.404996810182539e-09
6660180,-1.8614344845330285e-09
6660210,1.5081426083882297e-09
6660240,4.160492140148768e-09
6660270,7.241458704605976e-09
6660300,9.755439028559338e-09
6660330,1.1988996635179043e-08
6660360,1.4017047438409658e-08
6660390,1.573520047745753e-08
6660420,1.711275251646902e-08
6660450,1.818450052466775e-08
6660480,1.8891903634168486e-08
6660510,1.920712418979395e-08
6660540,1.9097821382681e-08
6660570,1.8525513748580968e-08
6660600,1.7458679221361223e-08
6660630,1.585760821246104e-08
6660660,1.3688322422302012e-08
6660690,1.0928306125666501e-08
6660720,7.581243742080117e-09
6660750,4.147393465054196e-09
6660780,-1.0520976155076206e-09
6660810,-6.403467011204941e-09
6660840,-1.1770801425263052e-08
6660870,-1.7792318385587387e-08
6660900,-2.405577532712083e-08
6660930,-3.030408343387968e-08
6660960,-3.62891603070423e-08
6660990,-4.174941434572018e-08
6661020,-4.643881053353238e-08
6661050,-4.9840716604224764e-08
6661080,-5.247258458477414e-08
6661110,-5.388778597061018e-08
6661140,-5.424393139570135e-08
6661170,-5.360119995975908e-08
6661200,-5.206234575048736e-08
6661230,-4.9847613492558907e-08
6661260,-4.705893814613537e-08
6661290,-4.386784833397272e-08
6661320,-4.036686304694646e-08
6661350,-3.671604807632152e-08
6661380,-3.2960844019245055e-08
6661410,-2.917985080786967e-08
6661440,-2.5452077696295447e-08
6661470,-2.1793080767468917e-08
6661500,-1.8261809854003274e-08
6661530,-1.4850896031915014e-08
6661560,-1.1600457887356455e-08
6661590,-8.459323404094214e-09
6661620,-5.515917433789269e-09
6661650,-2.716202368097783e-09
6661680,-7.982810030445631e-11
6661710,2.4001648299297065e-09
6661740,4.69307338110834e-09
6661770,6.797669489536373e-09
6661800,8.851503153791318e-09
6661830,1.0532396398593788e-08
6661860,1.243435217041397e-08
6661890,1.4004714429153941e-08
6661920,1.5437526868607247e-08
6661950,1.671191137216547e-08
6661980,1.7842196055705514e-08
6662010,1.8799315289178067e-08
6662040,1.9642219044376203e-08
6662070,2.0319735435353962e-08
6662100,2.0840870684985876e-08
6662130,2.1214221639683446e-08
6662160,2.1449203895624327e-08
6662190,2.161213618248793e-08
6662220,2.174559349207441e-08
6662250,2.184343519111557e-08
6662280,2.190156752062899e-08
6662310,2.1924902973379827e-08
6662340,2.1912622791328644e-08
6662370,2.186882071826697e-08
6662400,2.1792268621691088e-08
6662430,2.168624149616865e-08
6662460,2.1552786211451613e-08
6662490,2.1390265260789295e-08
6662520,2.1200725514591687e-08
6662550,2.098498571805218e-08
6662580,2.074181774028693e-08
6662610,2.0473268452869094e-08
6662640,2.017647222407221e-08
6662670,1.9852657175336818e-08
6662700,1.9501413927138474e-08
6662730,1.912110497403925e-08
6662760,1.8710092810646784e-08
6662790,1.827001493489763e-08
6662820,1.779595883862743e-08
6662850,1.728915264489706e-08
6662880,1.674591197205517e-08
6662910,1.6165008691271902e-08
6662940,1.5545624049657957e-08
6662970,1.488366429109223e-08
6663000,1.4178310663749654e-08
6663030,1.3426288163658327e-08
6663060,1.2626368665136081e-08
6663090,1.1775277166032237e-08
6663120,1.087137616738616e-08
6663150,9.910981294057416e-09
6663180,8.89245505006394e-09
6663210,7.81293181470642e-09
6663240,6.6695459693627765e-09
6663270,5.460660024324364e-09
6663300,4.183817741470644e-09
6663330,2.834925383587292e-09
6663360,1.4127548453320285e-09
6663390,-8.3103224125865e-11
6663420,-1.6563331757185588e-09
6663450,-3.308981854077478e-09
6663480,-5.0430960991955736e-09
6663510,-6.860722746047867e-09
6663540,-8.760224245573035e-09
6663570,-1.0746922425214538e-08
6663600,-1.2819179724500057e-08
6663630,-1.3114747804463238e-08
6663660,-1.1680295882621805e-08
6663690,-1.0510300614533182e-08
6663720,-9.531483767801506e-09
6663750,-8.589920214124588e-09
6663780,-7.648356794464401e-09
6663810,-6.7084310000955465e-09
6663840,-5.771370946885111e-09
6663870,-4.840451626251314e-09
6663900,-3.914854277983873e-09
6663930,-2.9945788923991183e-09
6663960,-2.0808535852656297e-09
6663990,-1.1736783471477358e-09
6664020,-2.730531688221085e-10
6664050,6.193844584976603e-10
6664080,1.5060907939855658e-09
6664110,2.3833814708013765e-09
6664140,3.2528939975421994e-09
6664170,4.113809632282011e-09
6664200,4.965719007897214e-09
6664230,5.809031507042965e-09
6664260,6.641290886974729e-09
6664290,7.464544029862992e-09
6664320,8.277562817444077e-09
6664350,9.08034725620657e-09
6664380,9.872487977317208e-09
6664410,1.0652756861579116e-08
6664440,1.1422382039599964e-08
6664470,1.2180544766561024e-08
6664500,1.2926016922241942e-08
6664530,1.36600266363051e-08
6664560,1.4381345787840305e-08
6664590,1.5089974380710486e-08
6664620,1.5786731168610333e-08
6664650,1.646956927937143e-08
6664680,1.713889809088303e-08
6664710,1.779594573099302e-08
6664740,1.8438255951215122e-08
6664770,1.90670568787187e-08
6664800,1.9682348515051174e-08
6664830,2.02824933607291e-08
6664860,2.0869128917275538e-08
6664890,2.144061768445598e-08
6664920,2.199777841286183e-08
6664950,2.253979235191488e-08
6664980,2.3067887626982326e-08
6665010,2.357960798569633e-08
6665040,2.4077409678770828e-08
6665070,2.455883645302942e-08
6665100,2.5025525808183933e-08
6665130,2.547624961630477e-08
6665160,2.5911417250602662e-08
6665190,2.6331847459594083e-08
6665220,2.6735902738938845e-08
6665250,2.7124811212148142e-08
6665280,2.74969353741544e-08
6665310,2.7854322099234144e-08
6665340,2.8195333881781004e-08
6665370,2.8520789469217243e-08
6665400,2.8829870106454087e-08
6665430,2.9124622667727193e-08
6665460,2.9401362767805293e-08
6665490,2.9662956031991466e-08
6665520,2.990817432867718e-08
6665550,3.013865515628904e-08
6665580,3.035235163122155e-08
6665610,3.055008250011222e-08
6665640,3.0732257133859825e-08
6665670,3.089846615156118e-08
6665700,3.104952829995132e-08
6665730,3.1183806070054986e-08
6665760,3.130211820840207e-08
6665790,3.1406102213819163e-08
6665820,3.14941205769693e-08
6665850,3.156617329240604e-08
6665880,3.1623079106944587e-08
6665910,3.166442863910793e-08
6665940,3.16902218834877e-08
6665970,3.1700868210917144e-08
6666000,3.1697186368643875e-08
6666030,3.167753884633401e-08
6666060,3.164315376754877e-08
6666090,3.159362175077228e-08
6666120,3.152894279080416e-08
6666150,3.144993563537077e-08
6666180,3.1356600279566254e-08
6666210,3.12485273420403e-08
6666240,3.1126126194454966e-08
6666270,3.098857807897043e-08
6666300,3.083752049717419e-08
6666330,3.0672953444721435e-08
6666360,3.049364878737399e-08
6666390,3.0300015897394e-08
6666420,3.0093282900721145e-08
6666450,2.987222166325288e-08
6666480,2.9637650934558643e-08
6666510,2.938998008775792e-08
6666540,2.912920911937411e-08
6666570,2.8854928649193324e-08
6666600,2.8567138673924468e-08
6666630,2.826706732119824e-08
6666660,2.7954305211312838e-08
6666690,2.7628033587627742e-08
6666720,2.7289889955481817e-08
6666750,2.693864618157222e-08
6666780,2.657512101773546e-08
6666810,2.6199723839096957e-08
6666840,2.5812454643943615e-08
6666870,2.5413313430733616e-08
6666900,2.5001890820947994e-08
6666930,2.4579414944855906e-08
6666960,2.4144657669995516e-08
6666990,2.369843774991797e-08
6667020,2.32419833157702e-08
6667050,2.2774884990094526e-08
6667080,2.229550526370564e-08
6667110,2.1805891022969646e-08
6667140,2.130522351362125e-08
6667170,2.079473086809846e-08
6667200,2.027277557780803e-08
6667230,1.8805977217768355e-08
6667260,1.6492995607413123e-08
6667290,1.4362596073973276e-08
6667320,1.2346822029907297e-08
6667350,1.0369529329171954e-08
6667380,8.416389805562868e-09
6667410,6.490269141189794e-09
6667440,4.5948517710870025e-09
6667470,2.730956486518758e-09
6667500,9.01858340844794e-10
6667530,-8.936707659611334e-10
6667560,-2.6511276531907965e-09
6667590,-4.370921670935135e-09
6667620,-6.051415285002851e-09
6667650,-7.691380341115763e-09
6667680,-9.289998064853328e-09
6667710,-1.0846040307096086e-08
6667740,-1.2358688298575327e-08
6667770,-1.3827942026906827e-08
6667800,-1.525257335057016e-08
6667830,-1.6631763507783116e-08
6667860,-1.7965103116316178e-08
6667890,-1.9251364042193423e-08
6667920,-2.0491365038947526e-08
6667950,-2.1684696730996872e-08
6667980,-2.2830130991091766e-08
6668010,-2.3928486578692764e-08
6668040,-2.497894474749141e-08
6668070,-2.5981914883585575e-08
6668100,-2.6936168867702832e-08
6668130,-2.7844162972707232e-08
6668160,-2.870425970564507e-08
6668190,-2.9516049705466673e-08
6668220,-3.0280761118677176e-08
6668250,-3.099757521013427e-08
6668280,-3.166853888102651e-08
6668310,-3.2292424021799305e-08
6668340,-3.287004940593221e-08
6668370,-3.340223380732708e-08
6668400,-3.3889386624050787e-08
6668430,-3.43319172546392e-08
6668460,-3.4729006969892245e-08
6668490,-3.508393080143099e-08
6668520,-3.539505126837633e-08
6668550,-3.566318714635113e-08
6668580,-3.589038533818593e-08
6668610,-3.607582711558183e-08
6668640,-3.6221559380602846e-08
6668670,-3.6326354029303096e-08
6668700,-3.639389546508391e-08
6668730,-3.6422546207790194e-08
6668760,-3.641435315698693e-08
6668790,-3.637013508478791e-08
6668820,-3.628989201203937e-08
6668850,-3.61760802107813e-08
6668880,-3.6029109075438054e-08
6668910,-3.584897862477787e-08
6668940,-3.5637735752493895e-08
6668970,-3.539578985073251e-08
6669000,-3.5123959685939755e-08
6669030,-3.4824701523150295e-08
6669060,-3.449760600185579e-08
6669090,-3.414472000985721e-08
6669120,-3.376563418515669e-08
6669150,-3.336403291188943e-08
6669180,-3.293827870211291e-08
6669210,-3.249082781355819e-08
6669240,-3.202249900425894e-08
6669270,-3.1535748528988425e-08
6669300,-3.102934827152084e-08
6669330,-3.0506163858879693e-08
6669360,-2.9965785922132655e-08
6669390,-2.9410670711534432e-08
6669420,-2.8841636979087446e-08
6669450,-2.8259094101898516e-08
6669480,-2.7665088952699998e-08
6669510,-2.7059621532879224e-08
6669540,-2.6444329339309035e-08
6669570,-2.5820031119977253e-08
6669600,-2.518713624835194e-08
6669630,-2.4547691592721466e-08
6669660,-2.390169715137371e-08
6669690,-2.32499716698481e-08
6669720,-2.259497138789717e-08
6669750,-2.1935058807631012e-08
6669780,-2.1271871420529834e-08
6669810,-2.0607046717303884e-08
6669840,-1.9940584693819275e-08
6669870,-1.9272485345864743e-08
6669900,-1.8603567416077645e-08
6669930,-1.7934649646757167e-08
6669960,-1.7266141406504518e-08
6669990,-1.6598861437127453e-08
6670020,-1.5930762866912204e-08
6670050,-1.5265530050871838e-08
6670080,-1.4600706743999858e-08
6670110,-1.3937111687902267e-08
6670140,-1.3274335504367642e-08
6670170,-1.261401568121181e-08
6670200,-1.1953286601211732e-08
6670230,-1.1293785752283615e-08
6670260,-1.0634694383370039e-08
6670290,-9.976012489794912e-09
6670320,-9.316511947749315e-09
6670350,-8.65455526067817e-09
6670380,-7.992189289459706e-09
6670410,-7.326957791650393e-09
6670440,-6.65763264417387e-09
6670470,-5.984213842986637e-09
6670500,-5.304654519288119e-09
6670530,-4.618135923278528e-09
6670560,-3.923429932247342e-09
6670590,-3.2205365421769963e-09
6670620,-2.5053620200722667e-09
6670650,-1.7779063618822394e-09
6670680,-1.036122698984918e-09
6670710,-2.7837353548616803e-10
6670740,4.982067432569728e-10
6670770,1.2932087694697655e-09
6670800,2.1111356498036365e-09
6670830,2.8529191676331856e-09
6670860,3.504231282486307e-09
6670890,4.162093357609867e-09
6670920,4.822002296404367e-09
6670950,5.478636256784166e-09
6670980,6.1283108878909164e-09
6671010,6.773482430839157e-09
6671040,7.414150889793302e-09
6671070,8.049906896005589e-09
6671100,8.680341080614321e-09
6671130,9.307090938709159e-09
6671160,9.92892835560886e-09
6671190,1.054626270777639e-08
6671220,1.1159093998765429e-08
6671250,1.1767012859193497e-08
6671280,1.2371656783778879e-08
6671310,1.2970569538728511e-08
6671340,1.3566207364310082e-08
6671370,1.4156932772177789e-08
6671400,1.4741927019493046e-08
6671430,1.5322827600607656e-08
6671460,1.589922514540674e-08
6671490,1.6469482164846864e-08
6671520,1.7035236153068934e-08
6671550,1.7595668366603864e-08
6671580,1.815077880769104e-08
6671610,1.869974873247699e-08
6671640,1.9243806261879252e-08
6671670,1.9780904532713506e-08
6671700,2.031268103868777e-08
6671730,2.0836270169992702e-08
6671760,2.1354128166208952e-08
6671790,2.1864208163117767e-08
6671820,2.2368147654073392e-08
6671850,2.2864309147443533e-08
6671880,2.3351464524258894e-08
6671910,2.3831251277486108e-08
6671940,2.4302850660990576e-08
6671970,2.476503455503761e-08
6672000,2.521903107905741e-08
6672030,2.5662383992936045e-08
6672060,2.6097140162336346e-08
6672090,2.6522071466463403e-08
6672120,2.69363591574024e-08
6672150,2.733959386024616e-08
6672180,2.7731775573231993e-08
6672210,2.8113313667887023e-08
6672240,2.8482570648180647e-08
6672270,2.8840774632132828e-08
6672300,2.918587874945825e-08
6672330,2.9517882997035536e-08
6672360,2.98371967451878e-08
6672390,3.01430012432144e-08
6672420,3.0434887113671234e-08
6672450,3.0712035605084046e-08
6672480,3.097567483433416e-08
6672510,3.122375792820103e-08
6672540,3.145628488175733e-08
6672570,3.1673665063778866e-08
6672600,3.187548909523597e-08
6672630,3.204497263984228e-08
6672660,3.222305308369945e-08
6672690,3.237493363779424e-08
6672720,3.247973621795858e-08
6672750,3.258085446119947e-08
6672780,3.268483835028841e-08
6672810,3.277285667357296e-08
6672840,3.2844090676466004e-08
6672870,3.2895265358672276e-08
6672900,3.2927199461222875e-08
6672930,3.2940302351097234e-08
6672960,3.293416464672854e-08
6672990,3.290633009456508e-08
6673020,3.285843618417879e-08
6673050,3.2790073533549135e-08
6673080,3.270124213500742e-08
6673110,3.2590713857404953e-08
6673140,3.245766994376775e-08
6673170,3.230456663353596e-08
6673200,3.212812892251584e-08
6673230,3.192999430127341e-08
6673260,3.1709753387657335e-08
6673290,3.146617805010226e-08
6673320,3.119967765580472e-08
6673350,3.0910661572291305e-08
6673380,3.0597492293368e-08
6673410,3.026139793647889e-08
6673440,2.990155974532778e-08
6673470,2.951797771346386e-08
6673500,2.9110651834741245e-08
6673530,2.867876335340532e-08
6673560,2.822231226381035e-08
6673590,2.7742526685762854e-08
6673620,2.723858786453763e-08
6673650,2.67088582954445e-08
6673680,2.615661297507886e-08
6673710,2.55789862743653e-08
6673740,2.4977615690711194e-08
6673770,2.4350454345814193e-08
6673800,2.3699549113447284e-08
6673830,2.3023671866604768e-08
6673860,2.2324869480535794e-08
6673890,2.1600276328332384e-08
6673920,2.0852348661804496e-08
6673950,2.008108648204217e-08
6673980,1.9284442914196732e-08
6674010,1.846610233837363e-08
6674040,1.7623199130393194e-08
6674070,1.6756961419930884e-08
6674100,1.5866570460686342e-08
6674130,1.4954482510007115e-08
6674160,1.4020288198497158e-08
6674190,1.3063168782049238e-08
6674220,1.2084352394232959e-08
6674250,1.1083839043222123e-08
6674280,1.0062856864153944e-08
6674310,9.020587115898718e-09
6674340,7.957439184284625e-09
6674370,6.875459957520766e-09
6674400,5.773421321282222e-09
6674430,0.21359228740014347
6674460,0.27272780860114343
6674490,0.33615611788297617
6674520,0.3978008278536211
6674550,0.4133153351317415
6674580,0.414287191769983
6674610,0.411862029359031
6674640,0.4087069357684097
6674670,0.40540726153600226
6674700,0.40208199742487766
6674730,0.39875450081605684
6674760,0.3954307062848202
6674790,0.39211254543759755
6674820,0.3888021478113497
6674850,0.38550220317218153
6674880,0.3822111248805393
6674910,0.37893385629504867
6674940,0.3756676207003391
6674970,0.3724145784846195
6675000,0.3691723497720838
6675030,0.3659425495831102
6675060,0.36272550204140425
6675090,0.3595216881936557
6675120,0.3563317214174842
6675150,0.3531563620639157
6675180,0.34999649085905016
6675210,0.3468532302524606
6675240,0.34372681878822786
6675270,0.34061978684005856
6675300,0.337533712926493
6675330,0.3344687375622765
6675360,0.3314279731746439
6675390,0.32841248896118047
6675420,0.3254252563963555
6675450,0.32246863440131157
6675480,0.31954522552134246
6675510,0.3166582964071597
6675540,0.31381124651195036
6675570,0.3110078816135602
6675600,0.3082518718070545
6675630,0.30554840213980833
6675660,0.3029125431062305
6675690,0.30033627669601964
6675720,0.29782456008777314
6675750,0.29538230657241354
6675780,0.29301436410585846
6675810,0.2907253716288891
6675840,0.2885199497083155
6675870,0.28640093712812437
6675900,0.2843685842764023
6675930,0.28352151297899225
6675960,0.28325348521499166
6675990,0.2831539970293162
6676020,0.28311723635849473
6676050,0.28310361179193216
6676080,0.28309861280306403
6676110,0.28309680546371596
6676140,0.2830961923440543
6676170,0.2830960166787937
6676200,0.28309600232832677
6676230,0.28309605042176
6676260,0.28309612005200513
6676290,0.2830961986022914
6676320,0.2830962803041731
6676350,0.28309636336782085
6676380,0.2830964468652372
6676410,0.2830965305906904
6676440,0.28309661444829326
6676470,0.2830966983397318
6676500,0.28309678221279977
6676530,0.28309686603237433
6676560,0.2830969497724789
6676590,0.2830970334091146
6676620,0.2830971169151646
6676650,0.28309720026176954
6676680,0.2830972834201809
6676710,0.2830580698856717
6676740,0.28300026534624845
6676770,0.282962318371165
6676800,0.2829386385384047
6676830,0.28292386767023653
6676860,0.2829143942499957
6676890,0.28290803922856234
6676920,0.2829035624083589
6676950,0.28290024435203215
6676980,0.282897665045077
6677010,0.28289560314289264
6677040,0.27661157259416547
6677070,0.2768337033171431
6677100,0.2788211535723401
6677130,0.28001360632928785
6677160,0.2805342659872126
6677190,0.2807366034159343
6677220,0.28081127385351057
6677250,0.2808387178412644
6677280,0.28084845644218154
6677310,0.2808522855999876
6677340,0.2808540516783442
6677370,0.2808550999075429
6677400,0.2808559090966945
6677430,0.27969560424286427
6677460,0.2794481400330783
6677490,0.27989238300895264
6677520,0.2801963966599127
6677550,0.2803343323976538
6677580,0.28038858498024954
6677610,0.2804087230574459
6677640,0.2804160612841227
6677670,0.28041879355737065
6677700,0.28041989364326037
6677730,0.2804203985951156
6677760,0.280420684141854
6677790,0.2804208787149579
6677820,0.2804210330220345
6677850,0.2804211640334412
6677880,0.2804212782846823
6677910,0.28042137882045537
6677940,0.2804214667576688
6677970,0.2804215427528477
6678000,0.2804216070350277
6678030,0.2804216403303336
6678060,0.28042161695491197
6678090,0.2804215325542455
6678120,0.28042138943474154
6678150,0.2804211882622637
6678180,0.2804209304741341
6678210,0.28042061742093266
6678240,0.2804202499501663
6678270,0.28041982866548176
6678300,0.2804193540517334
6678330,0.2804188263870702
6678360,0.2804182456140483
6678390,0.28041761140003596
6678420,0.28041692320684947
6678450,0.2804161802702143
6678480,0.2804153815781199
6678510,0.2804145258821819
6678540,0.2804136192910703
6678570,0.28041268521501056
6678600,0.28041170428291207
6678630,0.2804106383273985
6678660,0.28040946894408075
6678690,0.280408199050583
6678720,0.28040684026523555
6678750,0.28040540320805035
6678780,0.2804038937074657
6678810,0.28040231504938473
6678840,0.2804006687352553
6678870,0.28039894964333
6678900,0.2803971482056691
6678930,0.28039525420677414
6678960,0.2803932607024358
6678990,0.2803911601252786
6679020,0.28038894742107856
6679050,0.28038661740209275
6679080,0.280384165366197
6679110,0.28038158707242206
6679140,0.2803788786855552
6679170,0.28037603728097876
6679200,0.2803730633014248
6679230,0.2803699626796383
6679260,0.2803667475488782
6679290,0.280363435991424
6679320,0.2803600507763088
6679350,0.28035661834068315
6679380,0.28035316740751326
6679410,0.28034972734043273
6679440,0.28034632658979464
6679470,0.280342991223092
6679500,0.2803397437569894
6679530,0.2803366025988014
6679560,0.28033358175284406
6679590,0.28033069101904134
6679620,0.28032793653449045
6679650,0.2803253212603211
6679680,0.28032284561363424
6679710,0.28032050815029663
6679740,0.28031830621678644
6679770,0.2803162356606464
6679800,0.2803142939309324
6679830,0.28031247014839417
6679860,0.2803107767645574
6679890,0.2803091732717992
6679920,0.28030771690432266
6679950,0.280306307818358
6679980,0.28030507945678035
6680010,0.2803038372895593
6680040,0.28030283114547844
6680070,0.280301733732683
6680100,0.2803008477603037
6680130,0.2803000115196736
6680160,0.28029933399085893
6680190,0.2802985301974237
6680220,0.28029804858756635
6680250,0.2802974636330571
