time,hvac_reaAhu_TCooCoiRet_y
6663030,284.9078472047361
6663060,284.9078472047361
6663090,284.9078472047361
6663120,284.9078472047361
6663150,284.9078472047361
6663180,284.9078472047361
6663210,284.9078472047361
6663240,284.9078472047361
6663270,284.9078472047361
6663300,284.9078472047361
6663330,284.9078472047361
6663360,284.9078472047361
6663390,284.9078472047361
6663420,284.9078472047361
6663450,284.9078472047361
6663480,284.9078472047361
6663510,284.9078472047361
6663540,284.9078472047361
6663570,284.9078472047361
6663600,284.9078472047361
6663630,284.9078472047361
6663660,284.9078472047361
6663690,284.9078472047361
6663720,284.9078472047361
6663750,284.9078472047361
6663780,284.9078472047361
6663810,284.9078472047361
6663840,284.9078472047361
6663870,284.9078472047361
6663900,284.9078472047361
6663930,284.9078472047361
6663960,284.9078472047361
6663990,284.9078472047361
6664020,284.9078472047361
6664050,284.9078472047361
6664080,284.9078472047361
6664110,284.9078472047361
6664140,284.9078472047361
6664170,284.9078472047361
6664200,284.9078472047361
6664230,284.9078472047361
6664260,284.9078472047361
6664290,284.9078472047361
6664320,284.9078472047361
6664350,284.9078472047361
6664380,284.9078472047361
6664410,284.9078472047361
6664440,284.9078472047361
6664470,284.9078472047361
6664500,284.9078472047361
6664530,284.9078472047361
6664560,284.9078472047361
6664590,284.9078472047361
6664620,284.9078472047361
6664650,284.9078472047361
6664680,284.9078472047361
6664710,284.9078472047361
6664740,284.9078472047361
6664770,284.9078472047361
6664800,284.9078472047361
6664830,284.9078472047361
6664860,284.9078472047361
6664890,284.9078472047361
6664920,284.9078472047361
6664950,284.9078472047361
6664980,284.9078472047361
6665010,284.9078472047361
6665040,284.9078472047361
6665070,284.9078472047361
6665100,284.9078472047361
6665130,284.9078472047361
6665160,284.9078472047361
6665190,284.9078472047361
6665220,284.9078472047361
6665250,284.9078472047361
6665280,284.9078472047361
6665310,284.9078472047361
6665340,284.9078472047361
6665370,284.9078472047361
6665400,284.9078472047361
6665430,284.9078472047361
6665460,284.9078472047361
6665490,284.9078472047361
6665520,284.9078472047361
6665550,284.9078472047361
6665580,284.9078472047361
6665610,284.9078472047361
6665640,284.9078472047361
6665670,284.9078472047361
6665700,284.9078472047361
6665730,284.9078472047361
6665760,284.9078472047361
6665790,284.9078472047361
6665820,284.9078472047361
6665850,284.9078472047361
6665880,284.9078472047361
6665910,284.9078472047361
6665940,284.9078472047361
6665970,284.9078472047361
6666000,284.9078472047361
6666030,284.9078472047361
6666060,284.9078472047361
6666090,284.9078472047361
6666120,284.9078472047361
6666150,284.9078472047361
6666180,284.9078472047361
6666210,284.9078472047361
6666240,284.9078472047361
6666270,284.9078472047361
6666300,284.9078472047361
6666330,284.9078472047361
6666360,284.9078472047361
6666390,284.9078472047361
6666420,284.9078472047361
6666450,284.9078472047361
6666480,284.9078472047361
6666510,284.9078472047361
6666540,284.9078472047361
6666570,284.9078472047361
6666600,284.9078472047361
6666630,284.9078472047361
6666660,284.9078472047361
6666690,284.9078472047361
6666720,284.9078472047361
6666750,284.9078472047361
6666780,284.9078472047361
6666810,284.9078472047361
6666840,284.9078472047361
6666870,284.9078472047361
6666900,284.9078472047361
6666930,284.9078472047361
6666960,284.9078472047361
6666990,284.9078472047361
6667020,284.9078472047361
6667050,284.9078472047361
6667080,284.9078472047361
6667110,284.9078472047361
6667140,284.9078472047361
6667170,284.9078472047361
6667200,284.9078472047361
6667230,284.9078472047361
6667260,284.9078472047361
6667290,284.9078472047361
6667320,284.9078472047361
6667350,284.9078472047361
6667380,284.9078472047361
6667410,284.9078472047361
6667440,284.9078472047361
6667470,284.9078472047361
6667500,284.9078472047361
6667530,284.9078472047361
6667560,284.9078472047361
6667590,284.9078472047361
6667620,284.9078472047361
6667650,284.9078472047361
6667680,284.9078472047361
6667710,284.9078472047361
6667740,284.9078472047361
6667770,284.9078472047361
6667800,284.9078472047361
6667830,284.9078472047361
6667860,284.9078472047361
6667890,284.9078472047361
6667920,284.9078472047361
6667950,284.9078472047361
6667980,284.9078472047361
6668010,284.9078472047361
6668040,284.9078472047361
6668070,284.9078472047361
6668100,284.9078472047361
6668130,284.9078472047361
6668160,284.9078472047361
6668190,284.9078472047361
6668220,284.9078472047361
6668250,284.9078472047361
6668280,284.9078472047361
6668310,284.9078472047361
6668340,284.9078472047361
6668370,284.9078472047361
6668400,284.9078472047361
6668430,284.9078472047361
6668460,284.9078472047361
6668490,284.9078472047361
6668520,284.9078472047361
6668550,284.9078472047361
6668580,284.9078472047361
6668610,284.9078472047361
6668640,284.9078472047361
6668670,284.9078472047361
6668700,284.9078472047361
6668730,284.9078472047361
6668760,284.9078472047361
6668790,284.9078472047361
6668820,284.9078472047361
6668850,284.9078472047361
6668880,284.9078472047361
6668910,284.9078472047361
6668940,284.9078472047361
6668970,284.9078472047361
6669000,284.9078472047361
6669030,284.9078472047361
6669060,284.9078472047361
6669090,284.9078472047361
6669120,284.9078472047361
6669150,284.9078472047361
6669180,284.9078472047361
6669210,284.9078472047361
6669240,284.9078472047361
6669270,284.9078472047361
6669300,284.9078472047361
6669330,284.9078472047361
6669360,284.9078472047361
6669390,284.9078472047361
6669420,284.9078472047361
6669450,284.9078472047361
6669480,284.9078472047361
6669510,284.9078472047361
6669540,284.9078472047361
6669570,284.9078472047361
6669600,284.9078472047361
6669630,284.9078472047361
6669660,284.9078472047361
6669690,284.9078472047361
6669720,284.9078472047361
6669750,284.9078472047361
6669780,284.9078472047361
6669810,284.9078472047361
6669840,284.9078472047361
6669870,284.9078472047361
6669900,284.9078472047361
6669930,284.9078472047361
6669960,284.9078472047361
6669990,284.9078472047361
6670020,284.9078472047361
6670050,284.9078472047361
6670080,284.9078472047361
6670110,284.9078472047361
6670140,284.9078472047361
6670170,284.9078472047361
6670200,284.9078472047361
6670230,284.9078472047361
6670260,284.9078472047361
6670290,284.9078472047361
6670320,284.9078472047361
6670350,284.9078472047361
6670380,284.9078472047361
6670410,284.9078472047361
6670440,284.9078472047361
6670470,284.9078472047361
6670500,284.9078472047361
6670530,284.9078472047361
6670560,284.9078472047361
6670590,284.9078472047361
6670620,284.9078472047361
6670650,284.9078472047361
6670680,284.9078472047361
6670710,284.9078472047361
6670740,284.9078472047361
6670770,284.9078472047361
6670800,284.9078472047361
6670830,284.9078472047361
6670860,284.9078472047361
6670890,284.9078472047361
6670920,284.9078472047361
6670950,284.9078472047361
6670980,284.9078472047361
6671010,284.9078472047361
6671040,284.9078472047361
6671070,284.9078472047361
6671100,284.9078472047361
6671130,284.9078472047361
6671160,284.9078472047361
6671190,284.9078472047361
6671220,284.9078472047361
6671250,284.9078472047361
6671280,284.9078472047361
6671310,284.9078472047361
6671340,284.9078472047361
6671370,284.9078472047361
6671400,284.9078472047361
6671430,284.9078472047361
6671460,284.9078472047361
6671490,284.9078472047361
6671520,284.9078472047361
6671550,284.9078472047361
6671580,284.9078472047361
6671610,284.9078472047361
6671640,284.9078472047361
6671670,284.9078472047361
6671700,284.9078472047361
6671730,284.9078472047361
6671760,284.9078472047361
6671790,284.9078472047361
6671820,284.9078472047361
6671850,284.9078472047361
6671880,284.9078472047361
6671910,284.9078472047361
6671940,284.9078472047361
6671970,284.9078472047361
6672000,284.9078472047361
6672030,284.9078472047361
6672060,284.9078472047361
6672090,284.9078472047361
6672120,284.9078472047361
6672150,284.9078472047361
6672180,284.9078472047361
6672210,284.9078472047361
6672240,284.9078472047361
6672270,284.9078472047361
6672300,284.9078472047361
6672330,284.9078472047361
6672360,284.9078472047361
6672390,284.9078472047361
6672420,284.9078472047361
6672450,284.9078472047361
6672480,284.9078472047361
6672510,284.9078472047361
6672540,284.9078472047361
6672570,284.9078472047361
6672600,284.9078472047361
6672630,284.9078472047361
6672660,284.9078472047361
6672690,284.9078472047361
6672720,284.9078472047361
6672750,284.9078472047361
6672780,284.9078472047361
6672810,284.9078472047361
6672840,284.9078472047361
6672870,284.9078472047361
6672900,284.9078472047361
6672930,284.9078472047361
6672960,284.9078472047361
6672990,284.9078472047361
6673020,284.9078472047361
6673050,284.9078472047361
6673080,284.9078472047361
6673110,284.9078472047361
6673140,284.9078472047361
6673170,284.9078472047361
6673200,284.9078472047361
6673230,284.9078472047361
6673260,284.9078472047361
6673290,284.9078472047361
6673320,284.9078472047361
6673350,284.9078472047361
6673380,284.9078472047361
6673410,284.9078472047361
6673440,284.9078472047361
6673470,284.9078472047361
6673500,284.9078472047361
6673530,284.9078472047361
6673560,284.9078472047361
6673590,284.9078472047361
6673620,284.9078472047361
6673650,284.9078472047361
6673680,284.9078472047361
6673710,284.9078472047361
6673740,284.9078472047361
6673770,284.9078472047361
6673800,284.9078472047361
6673830,284.9078472047361
6673860,284.9078472047361
6673890,284.9078472047361
6673920,284.9078472047361
6673950,284.9078472047361
6673980,284.9078472047361
6674010,284.9078472047361
6674040,284.9078472047361
6674070,284.9078472047361
6674100,284.9078472047361
6674130,284.9078472047361
6674160,284.9078472047361
6674190,284.9078472047361
6674220,284.9078472047361
6674250,284.9078472047361
6674280,284.9078472047361
6674310,284.9078472047361
6674340,284.9078472047361
6674370,284.9078472047361
6674400,284.9078472047361
6674430,284.9078472047361
6674460,284.9078472047361
6674490,284.9078472047361
6674520,284.9078472047361
6674550,284.9078472047361
6674580,284.9078472047361
6674610,284.9078472047361
6674640,284.9078472047361
6674670,284.9078472047361
6674700,284.9078472047361
6674730,284.9078472047361
6674760,284.9078472047361
6674790,284.9078472047361
6674820,284.9078472047361
6674850,284.9078472047361
6674880,284.9078472047361
6674910,284.9078472047361
6674940,284.9078472047361
6674970,284.9078472047361
6675000,284.9078472047361
6675030,284.9078472047361
6675060,284.9078472047361
6675090,284.9078472047361
6675120,284.9078472047361
6675150,284.9078472047361
6675180,284.9078472047361
6675210,284.9078472047361
6675240,284.9078472047361
6675270,284.9078472047361
6675300,284.9078472047361
6675330,284.9078472047361
6675360,284.9078472047361
6675390,284.9078472047361
6675420,284.9078472047361
6675450,284.9078472047361
6675480,284.9078472047361
6675510,284.9078472047361
6675540,284.9078472047361
6675570,284.9078472047361
6675600,284.9078472047361
6675630,284.9078472047361
6675660,284.9078472047361
6675690,284.9078472047361
6675720,284.9078472047361
6675750,284.9078472047361
6675780,284.9078472047361
6675810,284.9078472047361
6675840,284.9078472047361
6675870,284.9078472047361
6675900,284.9078472047361
6675930,284.9078472047361
6675960,284.9078472047361
6675990,284.9078472047361
6676020,284.9078472047361
6676050,284.9078472047361
6676080,284.9078472047361
6676110,284.9078472047361
6676140,284.9078472047361
6676170,284.9078472047361
6676200,284.9078472047361
6676230,284.9078472047361
6676260,284.9078472047361
6676290,284.9078472047361
6676320,284.9078472047361
6676350,284.9078472047361
6676380,284.9078472047361
6676410,284.9078472047361
6676440,284.9078472047361
6676470,284.9078472047361
6676500,284.9078472047361
6676530,284.9078472047361
6676560,284.9078472047361
6676590,284.9078472047361
6676620,284.9078472047361
6676650,284.9078472047361
6676680,284.9078472047361
6676710,284.9078472047361
6676740,284.9078472047361
6676770,284.9078472047361
6676800,284.9078472047361
6676830,284.9078472047361
6676860,284.9078472047361
6676890,284.9078472047361
6676920,284.9078472047361
6676950,284.9078472047361
6676980,284.9078472047361
6677010,284.9078472047361
6677040,284.9078472047361
6677070,284.9078472047361
6677100,284.9078472047361
6677130,284.9078472047361
6677160,284.9078472047361
6677190,284.9078472047361
6677220,284.9078472047361
6677250,284.9078472047361
6677280,284.9078472047361
6677310,284.9078472047361
6677340,284.9078472047361
6677370,284.9078472047361
6677400,284.9078472047361
6677430,284.9078472047361
6677460,284.9078472047361
6677490,284.9078472047361
6677520,284.9078472047361
6677550,284.9078472047361
6677580,284.9078472047361
6677610,284.9078472047361
6677640,284.9078472047361
6677670,284.9078472047361
6677700,284.9078472047361
6677730,284.9078472047361
6677760,284.9078472047361
6677790,284.9078472047361
6677820,284.9078472047361
6677850,284.9078472047361
6677880,284.9078472047361
6677910,284.9078472047361
6677940,284.9078472047361
6677970,284.9078472047361
6678000,284.9078472047361
6678030,284.9078472047361
6678060,284.9078472047361
6678090,284.9078472047361
6678120,284.9078472047361
6678150,284.9078472047361
6678180,284.9078472047361
6678210,284.9078472047361
6678240,284.9078472047361
6678270,284.9078472047361
6678300,284.9078472047361
6678330,284.9078472047361
6678360,284.9078472047361
6678390,284.9078472047361
6678420,284.9078472047361
6678450,284.9078472047361
6678480,284.9078472047361
6678510,284.9078472047361
6678540,284.9078472047361
6678570,284.9078472047361
6678600,284.9078472047361
6678630,284.9089367237181
6678660,282.26307457663995
6678690,280.7058373435433
6678720,279.8717947808694
6678750,279.46830731442765
6678780,279.28661138412855
6678810,279.2100386727042
6678840,279.1817326995948
6678870,279.1757038847549
6678900,279.1798578816508
6678930,279.1886449357967
6678960,279.19953015153413
6678990,279.2113379843284
6679020,279.22355433792546
6679050,279.2359526666735
6679080,279.2484377943031
6679110,279.2609761565368
6679140,279.27355739069253
6679170,279.2861808602973
6679200,279.2988492734756
6679230,282.263587842578
6679260,282.2690603320883
6679290,282.26833482464644
6679320,282.26834945928096
6679350,282.2683494667467
6679380,282.26834945891073
6679410,282.26834945920746
6679440,282.26834945920746
6679470,282.26834945920746
6679500,282.26834945920746
6679530,282.26834945920746
6679560,282.26834945920746
6679590,282.26834945920746
6679620,282.26834945920746
6679650,282.26834945920746
6679680,282.26834945920746
6679710,282.26834945920746
6679740,282.26834945920746
6679770,282.26834945920746
6679800,282.26834945920746
6679830,284.6592855929671
6679860,282.2150139734969
6679890,280.95820717711695
6679920,280.254598048325
6679950,279.9169467122307
6679980,279.7680148360549
6680010,279.70793630947657
6680040,279.6898246793195
6680070,279.6896741020187
6680100,279.69700583702576
6680130,279.7076356304123
6680160,279.71974786807266
6680190,279.73252567609296
6680220,279.745593469109
6680250,279.7587815987004
6680280,279.7720098805466
6680310,279.78523946552684
6680340,279.79845216065553
6680370,279.8116372688247
6680400,279.82478806248065
6680430,282.84699258010863
6680460,282.85259717588775
6680490,282.85259718250876
6680520,282.85259718250876
6680550,282.85259718250876
6680580,282.85259718250876
6680610,282.85259718250876
6680640,282.85259718250876
6680670,282.85259718250876
6680700,282.85259718250876
6680730,282.85259718250876
6680760,282.85259718250876
6680790,282.85259718250876
6680820,282.85259718250876
6680850,282.85259718250876
6680880,282.85259718250876
6680910,282.85259718250876
6680940,282.85259718250876
6680970,282.85259718250876
6681000,282.85259718250876
6681030,285.2644457366112
6681060,282.7908929445235
6681090,281.482641117501
6681120,280.74477991222443
6681150,280.3945297284356
6681180,280.2357995409594
6681210,280.1804432175137
6681240,280.1699441422393
6681270,280.1727907752056
6681300,280.1801531544512
6681330,280.1892296104849
6681360,280.1989662219959
6681390,280.20891962064803
6681420,280.2188963009905
6681450,280.2288087206553
6681480,280.23861697995227
6681510,280.2482987164596
6681540,280.25784366084207
6681570,280.26724597875057
6681600,280.2765008004063
6681630,283.2920022168871
6681660,283.2976465170007
6681690,283.29763856545645
6681720,283.29763856607707
6681750,283.29763856607707
6681780,283.29763856607707
6681810,283.29763856607707
6681840,283.29763856607707
6681870,283.29763856607707
6681900,283.29763856607707
6681930,283.29763856607707
6681960,283.29763856607707
6681990,283.29763856607707
6682020,283.29763856607707
6682050,283.29763856607707
6682080,283.29763856607707
6682110,283.29763856607707
6682140,283.29763856607707
6682170,283.29763856607707
6682200,283.29763856607707
6682230,285.6570045504295
6682260,283.19702542226423
6682290,281.86625483080013
6682320,281.1095244193078
6682350,280.7502098869017
6682380,280.5866432489446
6682410,280.52579103866185
6682440,280.5228061398158
6682470,280.531565265157
6682500,280.5413723145962
6682530,280.5509195448629
6682560,280.5602112976027
6682590,280.56936163781614
6682620,280.5784400099284
6682650,280.58748194924624
6682680,280.59650235583223
6682710,280.6055090348524
6682740,280.61450417347265
6682770,280.62348928901685
6682800,280.632464135803
6682830,283.6425745170864
6682860,283.64817284353904
6682890,283.6476492521754
6682920,283.6476504487137
6682950,283.6476504487137
6682980,283.6476504487137
6683010,283.6476504487137
6683040,283.6476504487137
6683070,283.6476504487137
6683100,283.6476504487137
6683130,283.6476504487137
6683160,283.6476504487137
6683190,283.6476504487137
6683220,283.6476504487137
6683250,283.6476504487137
6683280,283.6476504487137
6683310,283.6476504487137
6683340,283.6476504487137
6683370,283.6476504487137
6683400,283.6476504487137
6683430,286.01308947242626
6683460,283.567234097283
6683490,282.2183620933696
6683520,281.4461027265996
6683550,281.0799686926474
6683580,280.9126674324161
6683610,280.84292064196575
6683640,280.8296505392602
6683670,280.85347469435214
6683700,280.87440018354204
6683730,280.88936653377516
6683760,280.9008498690325
6683790,280.91061841598497
6683820,280.9195797368521
6683850,280.92816170738917
6683880,280.9365585479129
6683910,280.9448573072664
6683940,280.9530967721635
6683970,280.96129382847363
6684000,280.96945578159784
6684030,283.97481211866807
6684060,283.9805193467185
6684090,283.98051987833367
6684120,283.98051984650283
6684150,283.98051984650283
6684180,283.98051984650283
6684210,283.98051984650283
6684240,283.98051984650283
6684270,283.98051984650283
6684300,283.98051984650283
6684330,283.98051984650283
6684360,283.98051984650283
6684390,283.98051984650283
6684420,283.98051984650283
6684450,283.98051984650283
6684480,283.98051984650283
6684510,283.98051984650283
6684540,283.98051984650283
6684570,283.98051984650283
6684600,283.98051984650283
6684630,286.3369730612828
6684660,283.90272652203083
6684690,282.535268951678
6684720,281.74735932649725
6684750,281.37398006726534
6684780,281.2033639956956
6684810,281.1288991384486
6684840,281.106282552228
6684870,281.1109311385563
6684900,281.1447407812277
6684930,281.1743904129324
6684960,281.1932581241515
6684990,281.2057925643367
6685020,281.2152098308212
6685050,281.22316975535267
6685080,281.2304448778614
6685110,281.2373935652989
6685140,281.2441708144426
6685170,281.25084385659665
6685200,281.25744394578885
6685230,284.25890345715635
6685260,284.26288165199844
6685290,284.2628816022731
6685320,284.2628815954886
6685350,284.2628815954886
6685380,284.2628815954886
6685410,284.2628815954886
6685440,284.2628815954886
6685470,284.2628815954886
6685500,284.2628815954886
6685530,284.2628815954886
6685560,284.2628815954886
6685590,284.2628815954886
6685620,284.2628815954886
6685650,284.2628815954886
6685680,284.2628815954886
6685710,284.2628815954886
6685740,284.2628815954886
6685770,284.2628815954886
6685800,284.2628815954886
6685830,286.6067403247323
6685860,284.18170095223985
6685890,282.7978541499094
6685920,281.9965276784254
6685950,281.6170806474735
6685980,281.44397941555627
6686010,281.36743002221726
6686040,281.3421267884321
6686070,281.3426530733354
6686100,281.36050210766524
6686130,281.397372068218
6686160,281.4274160559249
6686190,281.44790070484964
6686220,281.46108850949383
6686250,281.4705251054571
6686280,281.478215073444
6686310,281.48510349091384
6686340,281.4916368024201
6686370,281.4980101560157
6686400,281.5043103501711
6686430,284.50247436413224
6686460,284.50813716605677
6686490,284.5081360966258
6686520,284.50813596537
6686550,284.5081359653994
6686580,284.5081359653994
6686610,284.5081359653994
6686640,284.5081359653994
6686670,284.5081359653994
6686700,284.5081359653994
6686730,284.5081359653994
6686760,284.5081359653994
6686790,284.5081359653994
6686820,284.5081359653994
6686850,284.5081359653994
6686880,284.5081359653994
6686910,284.5081359653994
6686940,284.5081359653994
6686970,284.5081359653994
6687000,284.5081359653994
6687030,286.85723418202326
6687060,284.4411290680447
6687090,283.0428096075249
6687120,282.229570248579
6687150,281.8451372473868
6687180,281.6702940061731
6687210,281.59323965820533
6687240,281.56368328602645
6687270,281.56541772149785
6687300,281.578939429795
6687330,281.6203503430259
6687360,281.653166103801
6687390,281.67339691017673
6687420,281.69144224826874
6687450,281.7050267266864
6687480,281.7147812837237
6687510,281.7225461001429
6687540,281.7293787267082
6687570,281.7357914721789
6687600,281.74201677088
6687630,284.73833316917876
6687660,284.7446485407747
6687690,284.74467862251385
