time,hvac_oveAhu_yCoo_u
6659130,0.0
6659160,0.0
6659190,0.0
6659220,0.0
6659250,0.0
6659280,0.0
6659310,0.0
6659340,0.0
6659370,0.0
6659400,0.0
6659430,0.0
6659460,0.0
6659490,0.0
6659520,0.0
6659550,0.0
6659580,0.0
6659610,0.0
6659640,0.0
6659670,0.0
6659700,0.0
6659730,0.0
6659760,0.0
6659790,0.0
6659820,0.0
6659850,0.0
6659880,0.0
6659910,0.0
6659940,0.0
6659970,0.0
6660000,0.0
6660030,0.0
6660060,0.0
6660090,0.0
6660120,0.0
6660150,0.0
6660180,0.0
6660210,0.0
6660240,0.0
6660270,0.0
6660300,0.0
6660330,0.0
6660360,0.0
6660390,0.0
6660420,0.0
6660450,0.0
6660480,0.0
6660510,0.0
6660540,0.0
6660570,0.0
6660600,0.0
6660630,0.0
6660660,0.0
6660690,0.0
6660720,0.0
6660750,0.0
6660780,0.0
6660810,0.0
6660840,0.0
6660870,0.0
6660900,0.0
6660930,0.0
6660960,0.0
6660990,0.0
6661020,0.0
6661050,0.0
6661080,0.0
6661110,0.0
6661140,0.0
6661170,0.0
6661200,0.0
6661230,0.0
6661260,0.0
6661290,0.0
6661320,0.0
6661350,0.0
6661380,0.0
6661410,0.0
6661440,0.0
6661470,0.0
6661500,0.0
6661530,0.0
6661560,0.0
6661590,0.0
6661620,0.0
6661650,0.0
6661680,0.0
6661710,0.0
6661740,0.0
6661770,0.0
6661800,0.0
6661830,0.0
6661860,0.0
6661890,0.0
6661920,0.0
6661950,0.0
6661980,0.0
6662010,0.0
6662040,0.0
6662070,0.0
6662100,0.0
6662130,0.0
6662160,0.0
6662190,0.0
6662220,0.0
6662250,0.0
6662280,0.0
6662310,0.0
6662340,0.0
6662370,0.0
6662400,0.0
6662430,0.0
6662460,0.0
6662490,0.0
6662520,0.0
6662550,0.0
6662580,0.0
6662610,0.0
6662640,0.0
6662670,0.0
6662700,0.0
6662730,0.0
6662760,0.0
6662790,0.0
6662820,0.0
6662850,0.0
6662880,0.0
6662910,0.0
6662940,0.0
6662970,0.0
6663000,0.0
6663030,0.0
6663060,0.0
6663090,0.0
6663120,0.0
6663150,0.0
6663180,0.0
6663210,0.0
6663240,0.0
6663270,0.0
6663300,0.0
6663330,0.0
6663360,0.0
6663390,0.0
6663420,0.0
6663450,0.0
6663480,0.0
6663510,0.0
6663540,0.0
6663570,0.0
6663600,0.0
6663630,0.0
6663660,0.0
6663690,0.0
6663720,0.0
6663750,0.0
6663780,0.0
6663810,0.0
6663840,0.0
6663870,0.0
6663900,0.0
6663930,0.0
6663960,0.0
6663990,0.0
6664020,0.0
6664050,0.0
6664080,0.0
6664110,0.0
6664140,0.0
6664170,0.0
6664200,0.0
6664230,0.0
6664260,0.0
6664290,0.0
6664320,0.0
6664350,0.0
6664380,0.0
6664410,0.0
6664440,0.0
6664470,0.0
6664500,0.0
6664530,0.0
6664560,0.0
6664590,0.0
6664620,0.0
6664650,0.0
6664680,0.0
6664710,0.0
6664740,0.0
6664770,0.0
6664800,0.0
6664830,0.0
6664860,0.0
6664890,0.0
6664920,0.0
6664950,0.0
6664980,0.0
6665010,0.0
6665040,0.0
6665070,0.0
6665100,0.0
6665130,0.0
6665160,0.0
6665190,0.0
6665220,0.0
6665250,0.0
6665280,0.0
6665310,0.0
6665340,0.0
6665370,0.0
6665400,0.0
6665430,0.0
6665460,0.0
6665490,0.0
6665520,0.0
6665550,0.0
6665580,0.0
6665610,0.0
6665640,0.0
6665670,0.0
6665700,0.0
6665730,0.0
6665760,0.0
6665790,0.0
6665820,0.0
6665850,0.0
6665880,0.0
6665910,0.0
6665940,0.0
6665970,0.0
6666000,0.0
6666030,0.0
6666060,0.0
6666090,0.0
6666120,0.0
6666150,0.0
6666180,0.0
6666210,0.0
6666240,0.0
6666270,0.0
6666300,0.0
6666330,0.0
6666360,0.0
6666390,0.0
6666420,0.0
6666450,0.0
6666480,0.0
6666510,0.0
6666540,0.0
6666570,0.0
6666600,0.0
6666630,0.0
6666660,0.0
6666690,0.0
6666720,0.0
6666750,0.0
6666780,0.0
6666810,0.0
6666840,0.0
6666870,0.0
6666900,0.0
6666930,0.0
6666960,0.0
6666990,0.0
6667020,0.0
6667050,0.0
6667080,0.0
6667110,0.0
6667140,0.0
6667170,0.0
6667200,0.0
6667230,0.0
6667260,0.0
6667290,0.0
6667320,0.0
6667350,0.0
6667380,0.0
6667410,0.0
6667440,0.0
6667470,0.0
6667500,0.0
6667530,0.0
6667560,0.0
6667590,0.0
6667620,0.0
6667650,0.0
6667680,0.0
6667710,0.0
6667740,0.0
6667770,0.0
6667800,0.0
6667830,0.0
6667860,0.0
6667890,0.0
6667920,0.0
6667950,0.0
6667980,0.0
6668010,0.0
6668040,0.0
6668070,0.0
6668100,0.0
6668130,0.0
6668160,0.0
6668190,0.0
6668220,0.0
6668250,0.0
6668280,0.0
6668310,0.0
6668340,0.0
6668370,0.0
6668400,0.0
6668430,0.0
6668460,0.0
6668490,0.0
6668520,0.0
6668550,0.0
6668580,0.0
6668610,0.0
6668640,0.0
6668670,0.0
6668700,0.0
6668730,0.0
6668760,0.0
6668790,0.0
6668820,0.0
6668850,0.0
6668880,0.0
6668910,0.0
6668940,0.0
6668970,0.0
6669000,0.0
6669030,0.0
6669060,0.0
6669090,0.0
6669120,0.0
6669150,0.0
6669180,0.0
6669210,0.0
6669240,0.0
6669270,0.0
6669300,0.0
6669330,0.0
6669360,0.0
6669390,0.0
6669420,0.0
6669450,0.0
6669480,0.0
6669510,0.0
6669540,0.0
6669570,0.0
6669600,0.0
6669630,0.0
6669660,0.0
6669690,0.0
6669720,0.0
6669750,0.0
6669780,0.0
6669810,0.0
6669840,0.0
6669870,0.0
6669900,0.0
6669930,0.0
6669960,0.0
6669990,0.0
6670020,0.0
6670050,0.0
6670080,0.0
6670110,0.0
6670140,0.0
6670170,0.0
6670200,0.0
6670230,0.0
6670260,0.0
6670290,0.0
6670320,0.0
6670350,0.0
6670380,0.0
6670410,0.0
6670440,0.0
6670470,0.0
6670500,0.0
6670530,0.0
6670560,0.0
6670590,0.0
6670620,0.0
6670650,0.0
6670680,0.0
6670710,0.0
6670740,0.0
6670770,0.0
6670800,0.0
6670830,0.0
6670860,0.0
6670890,0.0
6670920,0.0
6670950,0.0
6670980,0.0
6671010,0.0
6671040,0.0
6671070,0.0
6671100,0.0
6671130,0.0
6671160,0.0
6671190,0.0
6671220,0.0
6671250,0.0
6671280,0.0
6671310,0.0
6671340,0.0
6671370,0.0
6671400,0.0
6671430,0.0
6671460,0.0
6671490,0.0
6671520,0.0
6671550,0.0
6671580,0.0
6671610,0.0
6671640,0.0
6671670,0.0
6671700,0.0
6671730,0.0
6671760,0.0
6671790,0.0
6671820,0.0
6671850,0.0
6671880,0.0
6671910,0.0
6671940,0.0
6671970,0.0
6672000,0.0
6672030,0.0
6672060,0.0
6672090,0.0
6672120,0.0
6672150,0.0
6672180,0.0
6672210,0.0
6672240,0.0
6672270,0.0
6672300,0.0
6672330,0.0
6672360,0.0
6672390,0.0
6672420,0.0
6672450,0.0
6672480,0.0
6672510,0.0
6672540,0.0
6672570,0.0
6672600,0.0
6672630,0.0
6672660,0.0
6672690,0.0
6672720,0.0
6672750,0.0
6672780,0.0
6672810,0.0
6672840,0.0
6672870,0.0
6672900,0.0
6672930,0.0
6672960,0.0
6672990,0.0
6673020,0.0
6673050,0.0
6673080,0.0
6673110,0.0
6673140,0.0
6673170,0.0
6673200,0.0
6673230,0.0
6673260,0.0
6673290,0.0
6673320,0.0
6673350,0.0
6673380,0.0
6673410,0.0
6673440,0.0
6673470,0.0
6673500,0.0
6673530,0.0
6673560,0.0
6673590,0.0
6673620,0.0
6673650,0.0
6673680,0.0
6673710,0.0
6673740,0.0
6673770,0.0
6673800,0.0
6673830,0.0
6673860,0.0
6673890,0.0
6673920,0.0
6673950,0.0
6673980,0.0
6674010,0.0
6674040,0.0
6674070,0.0
6674100,0.0
6674130,0.0
6674160,0.0
6674190,0.0
6674220,0.0
6674250,0.0
6674280,0.0
6674310,0.0
6674340,0.0
6674370,0.0
6674400,0.0
6674430,0.0
6674460,0.0
6674490,0.0
6674520,0.0
6674550,0.0
6674580,0.0
6674610,0.0
6674640,0.0
6674670,0.0
6674700,0.0
6674730,0.0
6674760,0.0
6674790,0.0
6674820,0.0
6674850,0.0
6674880,0.0
6674910,0.0
6674940,0.0
6674970,0.0
6675000,0.0
6675030,0.0
6675060,0.0
6675090,0.0
6675120,0.0
6675150,0.0
6675180,0.0
6675210,0.0
6675240,0.0
6675270,0.0
6675300,0.0
6675330,0.0
6675360,0.0
6675390,0.0
6675420,0.0
6675450,0.0
6675480,0.0
6675510,0.0
6675540,0.0
6675570,0.0
6675600,0.0
6675630,0.0
6675660,0.0
6675690,0.0
6675720,0.0
6675750,0.0
6675780,0.0
6675810,0.0
6675840,0.0
6675870,0.0
6675900,0.0
6675930,0.0
6675960,0.0
6675990,0.0
6676020,0.0
6676050,0.0
6676080,0.0
6676110,0.0
6676140,0.0
6676170,0.0
6676200,0.0
6676230,0.0
6676260,0.0
6676290,0.0
6676320,0.0
6676350,0.0
6676380,0.0
6676410,0.0
6676440,0.0
6676470,0.0
6676500,0.0
6676530,0.0
6676560,0.0
6676590,0.0
6676620,0.0
6676650,0.0
6676680,0.0
6676710,0.0
6676740,0.0
6676770,0.0
6676800,0.0
6676830,0.0
6676860,0.0
6676890,0.0
6676920,0.0
6676950,0.0
6676980,0.0
6677010,0.0
6677040,0.0
6677070,0.0
6677100,0.0
6677130,0.0
6677160,0.0
6677190,0.0
6677220,0.0
6677250,0.0
6677280,0.0
6677310,0.0
6677340,0.0
6677370,0.0
6677400,0.0
6677430,0.0
6677460,0.0
6677490,0.0
6677520,0.0
6677550,0.0
6677580,0.0
6677610,0.0
6677640,0.0
6677670,0.0
6677700,0.0
6677730,0.0
6677760,0.0
6677790,0.0
6677820,0.0
6677850,0.0
6677880,0.0
6677910,0.0
6677940,0.0
6677970,0.0
6678000,0.0
6678030,0.0
6678060,0.0
6678090,0.0
6678120,0.0
6678150,0.0
6678180,0.0
6678210,0.0
6678240,0.0
6678270,0.0
6678300,0.0
6678330,0.0
6678360,0.0
6678390,0.0
6678420,0.0
6678450,0.0
6678480,0.0
6678510,0.0
6678540,0.0
6678570,0.0
6678600,0.0
6678630,0.5801621726302876
6678660,0.5801621726302876
6678690,0.5801621726302876
6678720,0.5801621726302876
6678750,0.5801621726302876
6678780,0.5801621726302876
6678810,0.5801621726302876
6678840,0.5801621726302876
6678870,0.5801621726302876
6678900,0.5801621726302876
6678930,0.5801621726302876
6678960,0.5801621726302876
6678990,0.5801621726302876
6679020,0.5801621726302876
6679050,0.5801621726302876
6679080,0.5801621726302876
6679110,0.5801621726302876
6679140,0.5801621726302876
6679170,0.5801621726302876
6679200,0.5801621726302876
6679230,0.0
6679260,0.0
6679290,0.0
6679320,0.0
6679350,0.0
6679380,0.0
6679410,0.0
6679440,0.0
6679470,0.0
6679500,0.0
6679530,0.0
6679560,0.0
6679590,0.0
6679620,0.0
6679650,0.0
6679680,0.0
6679710,0.0
6679740,0.0
6679770,0.0
6679800,0.0
6679830,0.5895015040588953
6679860,0.5895015040588953
6679890,0.5895015040588953
6679920,0.5895015040588953
6679950,0.5895015040588953
6679980,0.5895015040588953
6680010,0.5895015040588953
6680040,0.5895015040588953
6680070,0.5895015040588953
6680100,0.5895015040588953
6680130,0.5895015040588953
6680160,0.5895015040588953
6680190,0.5895015040588953
6680220,0.5895015040588953
6680250,0.5895015040588953
6680280,0.5895015040588953
6680310,0.5895015040588953
6680340,0.5895015040588953
6680370,0.5895015040588953
6680400,0.5895015040588953
6680430,0.0
6680460,0.0
6680490,0.0
6680520,0.0
6680550,0.0
6680580,0.0
6680610,0.0
6680640,0.0
6680670,0.0
6680700,0.0
6680730,0.0
6680760,0.0
6680790,0.0
6680820,0.0
6680850,0.0
6680880,0.0
6680910,0.0
6680940,0.0
6680970,0.0
6681000,0.0
6681030,0.5985800160240309
6681060,0.5985800160240309
6681090,0.5985800160240309
6681120,0.5985800160240309
6681150,0.5985800160240309
6681180,0.5985800160240309
6681210,0.5985800160240309
6681240,0.5985800160240309
6681270,0.5985800160240309
6681300,0.5985800160240309
6681330,0.5985800160240309
6681360,0.5985800160240309
6681390,0.5985800160240309
6681420,0.5985800160240309
6681450,0.5985800160240309
6681480,0.5985800160240309
6681510,0.5985800160240309
6681540,0.5985800160240309
6681570,0.5985800160240309
6681600,0.5985800160240309
6681630,0.0
6681660,0.0
6681690,0.0
6681720,0.0
6681750,0.0
6681780,0.0
6681810,0.0
6681840,0.0
6681870,0.0
6681900,0.0
6681930,0.0
6681960,0.0
6681990,0.0
6682020,0.0
6682050,0.0
6682080,0.0
6682110,0.0
6682140,0.0
6682170,0.0
6682200,0.0
6682230,0.6031175559116609
6682260,0.6031175559116609
6682290,0.6031175559116609
6682320,0.6031175559116609
6682350,0.6031175559116609
6682380,0.6031175559116609
6682410,0.6031175559116609
6682440,0.6031175559116609
6682470,0.6031175559116609
6682500,0.6031175559116609
6682530,0.6031175559116609
6682560,0.6031175559116609
6682590,0.6031175559116609
6682620,0.6031175559116609
6682650,0.6031175559116609
6682680,0.6031175559116609
6682710,0.6031175559116609
6682740,0.6031175559116609
6682770,0.6031175559116609
6682800,0.6031175559116609
6682830,0.0
6682860,0.0
6682890,0.0
6682920,0.0
6682950,0.0
6682980,0.0
6683010,0.0
6683040,0.0
6683070,0.0
6683100,0.0
6683130,0.0
6683160,0.0
6683190,0.0
6683220,0.0
6683250,0.0
6683280,0.0
6683310,0.0
6683340,0.0
6683370,0.0
6683400,0.0
6683430,0.6072319528208157
6683460,0.6072319528208157
6683490,0.6072319528208157
6683520,0.6072319528208157
6683550,0.6072319528208157
6683580,0.6072319528208157
6683610,0.6072319528208157
6683640,0.6072319528208157
6683670,0.6072319528208157
6683700,0.6072319528208157
6683730,0.6072319528208157
6683760,0.6072319528208157
6683790,0.6072319528208157
6683820,0.6072319528208157
6683850,0.6072319528208157
6683880,0.6072319528208157
6683910,0.6072319528208157
6683940,0.6072319528208157
6683970,0.6072319528208157
6684000,0.6072319528208157
6684030,0.0
6684060,0.0
6684090,0.0
6684120,0.0
6684150,0.0
6684180,0.0
6684210,0.0
6684240,0.0
6684270,0.0
6684300,0.0
6684330,0.0
6684360,0.0
6684390,0.0
6684420,0.0
6684450,0.0
6684480,0.0
6684510,0.0
6684540,0.0
6684570,0.0
6684600,0.0
6684630,0.6109802503313149
6684660,0.6109802503313149
6684690,0.6109802503313149
6684720,0.6109802503313149
6684750,0.6109802503313149
6684780,0.6109802503313149
6684810,0.6109802503313149
6684840,0.6109802503313149
6684870,0.6109802503313149
6684900,0.6109802503313149
6684930,0.6109802503313149
6684960,0.6109802503313149
6684990,0.6109802503313149
6685020,0.6109802503313149
6685050,0.6109802503313149
6685080,0.6109802503313149
6685110,0.6109802503313149
6685140,0.6109802503313149
6685170,0.6109802503313149
6685200,0.6109802503313149
6685230,0.0
6685260,0.0
6685290,0.0
6685320,0.0
6685350,0.0
6685380,0.0
6685410,0.0
6685440,0.0
6685470,0.0
6685500,0.0
6685530,0.0
6685560,0.0
6685590,0.0
6685620,0.0
6685650,0.0
6685680,0.0
6685710,0.0
6685740,0.0
6685770,0.0
6685800,0.0
6685830,0.6141053999811847
6685860,0.6141053999811847
6685890,0.6141053999811847
6685920,0.6141053999811847
6685950,0.6141053999811847
6685980,0.6141053999811847
6686010,0.6141053999811847
6686040,0.6141053999811847
6686070,0.6141053999811847
6686100,0.6141053999811847
6686130,0.6141053999811847
6686160,0.6141053999811847
6686190,0.6141053999811847
6686220,0.6141053999811847
6686250,0.6141053999811847
6686280,0.6141053999811847
6686310,0.6141053999811847
6686340,0.6141053999811847
6686370,0.6141053999811847
6686400,0.6141053999811847
6686430,0.0
6686460,0.0
6686490,0.0
6686520,0.0
6686550,0.0
6686580,0.0
6686610,0.0
6686640,0.0
6686670,0.0
6686700,0.0
6686730,0.0
6686760,0.0
6686790,0.0
6686820,0.0
6686850,0.0
6686880,0.0
6686910,0.0
6686940,0.0
6686970,0.0
6687000,0.0
6687030,0.6170190004297222
6687060,0.6170190004297222
6687090,0.6170190004297222
6687120,0.6170190004297222
6687150,0.6170190004297222
6687180,0.6170190004297222
6687210,0.6170190004297222
6687240,0.6170190004297222
6687270,0.6170190004297222
6687300,0.6170190004297222
6687330,0.6170190004297222
6687360,0.6170190004297222
6687390,0.6170190004297222
6687420,0.6170190004297222
6687450,0.6170190004297222
6687480,0.6170190004297222
6687510,0.6170190004297222
6687540,0.6170190004297222
6687570,0.6170190004297222
6687600,0.6170190004297222
6687630,0.0
6687660,0.0
6687690,0.0
6687720,0.0
6687750,0.0
6687780,0.0
6687810,0.0
6687840,0.0
6687870,0.0
6687900,0.0
6687930,0.0
6687960,0.0
6687990,0.0
6688020,0.0
6688050,0.0
6688080,0.0
6688110,0.0
6688140,0.0
6688170,0.0
6688200,0.0
6688230,0.6198701625762288
6688260,0.6198701625762288
6688290,0.6198701625762288
6688320,0.6198701625762288
6688350,0.6198701625762288
6688380,0.6198701625762288
6688410,0.6198701625762288
6688440,0.6198701625762288
6688470,0.6198701625762288
6688500,0.6198701625762288
6688530,0.6198701625762288
6688560,0.6198701625762288
6688590,0.6198701625762288
6688620,0.6198701625762288
6688650,0.6198701625762288
6688680,0.6198701625762288
6688710,0.6198701625762288
6688740,0.6198701625762288
6688770,0.6198701625762288
6688800,0.6198701625762288
6688830,0.0
6688860,0.0
6688890,0.0
6688920,0.0
6688950,0.0
6688980,0.0
6689010,0.0
6689040,0.0
6689070,0.0
6689100,0.0
6689130,0.0
6689160,0.0
6689190,0.0
6689220,0.0
6689250,0.0
6689280,0.0
6689310,0.0
6689340,0.0
6689370,0.0
6689400,0.0
6689430,0.6226652176994203
6689460,0.6226652176994203
6689490,0.6226652176994203
6689520,0.6226652176994203
6689550,0.6226652176994203
6689580,0.6226652176994203
6689610,0.6226652176994203
6689640,0.6226652176994203
6689670,0.6226652176994203
6689700,0.6226652176994203
6689730,0.6226652176994203
6689760,0.6226652176994203
6689790,0.6226652176994203
6689820,0.6226652176994203
6689850,0.6226652176994203
6689880,0.6226652176994203
6689910,0.6226652176994203
6689940,0.6226652176994203
6689970,0.6226652176994203
6690000,0.6226652176994203
6690030,0.0
6690060,0.0
6690090,0.0
6690120,0.0
6690150,0.0
6690180,0.0
6690210,0.0
6690240,0.0
6690270,0.0
6690300,0.0
6690330,0.0
6690360,0.0
6690390,0.0
6690420,0.0
6690450,0.0
6690480,0.0
6690510,0.0
6690540,0.0
6690570,0.0
6690600,0.0
6690630,0.6252511563535692
6690660,0.6252511563535692
6690690,0.6252511563535692
6690720,0.6252511563535692
6690750,0.6252511563535692
6690780,0.6252511563535692
6690810,0.6252511563535692
6690840,0.6252511563535692
6690870,0.6252511563535692
6690900,0.6252511563535692
6690930,0.6252511563535692
6690960,0.6252511563535692
6690990,0.6252511563535692
6691020,0.6252511563535692
6691050,0.6252511563535692
6691080,0.6252511563535692
6691110,0.6252511563535692
6691140,0.6252511563535692
6691170,0.6252511563535692
6691200,0.6252511563535692
6691230,0.0
6691260,0.0
6691290,0.0
6691320,0.0
6691350,0.0
6691380,0.0
6691410,0.0
6691440,0.0
6691470,0.0
6691500,0.0
6691530,0.0
6691560,0.0
6691590,0.0
6691620,0.0
6691650,0.0
6691680,0.0
6691710,0.0
6691740,0.0
6691770,0.0
6691800,0.0
6691830,0.6278497330467726
6691860,0.6278497330467726
6691890,0.6278497330467726
6691920,0.6278497330467726
6691950,0.6278497330467726
6691980,0.6278497330467726
6692010,0.6278497330467726
6692040,0.6278497330467726
6692070,0.6278497330467726
6692100,0.6278497330467726
6692130,0.6278497330467726
6692160,0.6278497330467726
6692190,0.6278497330467726
6692220,0.6278497330467726
6692250,0.6278497330467726
6692280,0.6278497330467726
6692310,0.6278497330467726
6692340,0.6278497330467726
6692370,0.6278497330467726
6692400,0.6278497330467726
6692430,0.0
6692460,0.0
6692490,0.0
6692520,0.0
6692550,0.0
6692580,0.0
6692610,0.0
6692640,0.0
6692670,0.0
6692700,0.0
6692730,0.0
6692760,0.0
6692790,0.0
6692820,0.0
6692850,0.0
6692880,0.0
6692910,0.0
6692940,0.0
6692970,0.0
6693000,0.0
6693030,0.6311276201197973
6693060,0.6311276201197973
6693090,0.6311276201197973
6693120,0.6311276201197973
6693150,0.6311276201197973
6693180,0.6311276201197973
6693210,0.6311276201197973
6693240,0.6311276201197973
6693270,0.6311276201197973
6693300,0.6311276201197973
6693330,0.6311276201197973
6693360,0.6311276201197973
6693390,0.6311276201197973
6693420,0.6311276201197973
6693450,0.6311276201197973
6693480,0.6311276201197973
6693510,0.6311276201197973
6693540,0.6311276201197973
6693570,0.6311276201197973
6693600,0.6311276201197973
6693630,0.0
6693660,0.0
6693690,0.0
6693720,0.0
6693750,0.0
6693780,0.0
6693810,0.0
6693840,0.0
6693870,0.0
6693900,0.0
6693930,0.0
6693960,0.0
6693990,0.0
6694020,0.0
6694050,0.0
6694080,0.0
6694110,0.0
6694140,0.0
6694170,0.0
6694200,0.0
6694230,0.6369289269910685
6694260,0.6369289269910685
6694290,0.6369289269910685
6694320,0.6369289269910685
6694350,0.6369289269910685
6694380,0.6369289269910685
6694410,0.6369289269910685
6694440,0.6369289269910685
6694470,0.6369289269910685
6694500,0.6369289269910685
6694530,0.6369289269910685
6694560,0.6369289269910685
6694590,0.6369289269910685
6694620,0.6369289269910685
6694650,0.6369289269910685
6694680,0.6369289269910685
6694710,0.6369289269910685
6694740,0.6369289269910685
6694770,0.6369289269910685
6694800,0.6369289269910685
6694830,0.0
6694860,0.0
6694890,0.0
6694920,0.0
6694950,0.0
6694980,0.0
6695010,0.0
6695040,0.0
6695070,0.0
6695100,0.0
6695130,0.0
6695160,0.0
6695190,0.0
6695220,0.0
6695250,0.0
6695280,0.0
6695310,0.0
6695340,0.0
6695370,0.0
6695400,0.0
6695430,0.6430378468190208
6695460,0.6430378468190208
6695490,0.6430378468190208
6695520,0.6430378468190208
6695550,0.6430378468190208
6695580,0.6430378468190208
6695610,0.6430378468190208
6695640,0.6430378468190208
6695670,0.6430378468190208
6695700,0.6430378468190208
6695730,0.6430378468190208
6695760,0.6430378468190208
6695790,0.6430378468190208
6695820,0.6430378468190208
6695850,0.6430378468190208
6695880,0.6430378468190208
6695910,0.6430378468190208
6695940,0.6430378468190208
6695970,0.6430378468190208
6696000,0.6430378468190208
6696030,0.0
6696060,0.0
6696090,0.0
6696120,0.0
6696150,0.0
6696180,0.0
6696210,0.0
6696240,0.0
6696270,0.0
6696300,0.0
6696330,0.0
6696360,0.0
6696390,0.0
6696420,0.0
6696450,0.0
6696480,0.0
6696510,0.0
6696540,0.0
6696570,0.0
6696600,0.0
6696630,0.647019530636649
6696660,0.647019530636649
6696690,0.647019530636649
6696720,0.647019530636649
6696750,0.647019530636649
6696780,0.647019530636649
6696810,0.647019530636649
6696840,0.647019530636649
6696870,0.647019530636649
6696900,0.647019530636649
6696930,0.647019530636649
6696960,0.647019530636649
6696990,0.647019530636649
6697020,0.647019530636649
6697050,0.647019530636649
6697080,0.647019530636649
6697110,0.647019530636649
6697140,0.647019530636649
6697170,0.647019530636649
6697200,0.647019530636649
6697230,0.0
6697260,0.0
6697290,0.0
6697320,0.0
6697350,0.0
6697380,0.0
6697410,0.0
6697440,0.0
6697470,0.0
6697500,0.0
6697530,0.0
6697560,0.0
6697590,0.0
6697620,0.0
6697650,0.0
6697680,0.0
6697710,0.0
6697740,0.0
6697770,0.0
6697800,0.0
6697830,0.6500109128770248
6697860,0.6500109128770248
6697890,0.6500109128770248
6697920,0.6500109128770248
6697950,0.6500109128770248
6697980,0.6500109128770248
6698010,0.6500109128770248
6698040,0.6500109128770248
6698070,0.6500109128770248
6698100,0.6500109128770248
6698130,0.6500109128770248
6698160,0.6500109128770248
6698190,0.6500109128770248
6698220,0.6500109128770248
6698250,0.6500109128770248
6698280,0.6500109128770248
6698310,0.6500109128770248
6698340,0.6500109128770248
6698370,0.6500109128770248
6698400,0.6500109128770248
6698430,0.0
6698460,0.0
6698490,0.0
6698520,0.0
6698550,0.0
6698580,0.0
6698610,0.0
6698640,0.0
6698670,0.0
6698700,0.0
6698730,0.0
6698760,0.0
6698790,0.0
6698820,0.0
