time,hvac_reaAhu_V_flow_ret_y
6655140,-1.4836107460920414e-06
6655170,-1.466789655278416e-06
6655200,-1.449938674350957e-06
6655230,-1.4332938912306302e-06
6655260,-1.416819365311044e-06
6655290,-1.400695507651481e-06
6655320,-1.3847771847795095e-06
6655350,-1.3693294793819802e-06
6655380,-1.3543110946072666e-06
6655410,-1.339780133257375e-06
6655440,-1.3256482569184562e-06
6655470,-1.3119600040495888e-06
6655500,-1.2987212741343687e-06
6655530,-1.2859383607814297e-06
6655560,-1.2734377958237744e-06
6655590,-1.2629990330782644e-06
6655620,-1.2499406559828836e-06
6655650,-1.2386555505367654e-06
6655680,-1.227649727072584e-06
6655710,-1.2169307452571082e-06
6655740,-1.2064630723283495e-06
6655770,-1.1962619599097295e-06
6655800,-1.1862229118231794e-06
6655830,-1.1764051005258136e-06
6655860,-1.166703294821143e-06
6655890,-1.1571509045649658e-06
6655920,-1.147707545067227e-06
6655950,-1.1383287769104092e-06
6655980,-1.1290211526078874e-06
6656010,-1.1197242688250169e-06
6656040,-1.1104677107634024e-06
6656070,-1.1012279309240454e-06
6656100,-1.0919274065103856e-06
6656130,-1.0826163167941638e-06
6656160,-1.0732574294580327e-06
6656190,-1.0638359178944488e-06
6656220,-1.054328220314007e-06
6656250,-1.0447248455806154e-06
6656280,-1.0350028024830979e-06
6656310,-1.0251639033534236e-06
6656340,-1.01519191764539e-06
6656370,-1.005072203729661e-06
6656400,-9.947933204848394e-07
6656430,-9.83055530242024e-07
6656460,-9.70293111229781e-07
6656490,-9.579372024178856e-07
6656520,-9.456900851330916e-07
6656550,-9.334859252357442e-07
6656580,-9.213185087710508e-07
6656610,-9.091914583633067e-07
6656640,-8.971275461780573e-07
6656670,-8.851051215089017e-07
6656700,-8.731584639298198e-07
6656730,-8.612607629510251e-07
6656760,-8.494385204941052e-07
6656790,-8.376837950422024e-07
6656820,-8.260067622698124e-07
6656850,-8.144100195306383e-07
6656880,-8.028941519517075e-07
6656910,-7.914717948671999e-07
6656940,-7.801383679448937e-07
6656970,-7.688985606336248e-07
6657000,-7.577533502102936e-07
6657030,-7.467066967993198e-07
6657060,-7.357713644122922e-07
6657090,-7.24931687048637e-07
6657120,-7.142137419429467e-07
6657150,-7.036023458154268e-07
6657180,-6.931101447130916e-07
6657210,-6.827353651409788e-07
6657240,-6.724836503805566e-07
6657270,-6.623592184368446e-07
6657300,-6.523555354275463e-07
6657330,-6.424791806411013e-07
6657360,-6.32739322356145e-07
6657390,-6.231302055976399e-07
6657420,-6.136571436174658e-07
6657450,-6.043334449674952e-07
6657480,-5.95139260203241e-07
6657510,-5.860881845808492e-07
6657540,-5.771886012622046e-07
6657570,-5.684305307387976e-07
6657600,-5.598209206215903e-07
6657630,-5.513691495026086e-07
6657660,-5.430661101293509e-07
6657690,-5.349144066889018e-07
6657720,-5.269161169108466e-07
6657750,-5.190823464027339e-07
6657780,-5.114054336473634e-07
6657810,-5.038908350651066e-07
6657840,-4.965345917110132e-07
6657870,-4.893437410238963e-07
6657900,-4.82325864922357e-07
6657930,-4.7546268697873514e-07
6657960,-4.6876584292881905e-07
6657990,-4.622333240368173e-07
6658020,-4.558843103508826e-07
6658050,-4.49702147740437e-07
6658080,-4.436812842403751e-07
6658110,-4.378430135080425e-07
6658140,-4.321806313915439e-07
6658170,-4.266848024292012e-07
6658200,-4.2136814317154064e-07
6658230,-4.1621912227932954e-07
6658260,-4.1125433520452556e-07
6658290,-4.064657279115932e-07
6658320,-4.018506366881674e-07
6658350,-3.9741971339176765e-07
6658380,-3.931572407833205e-07
6658410,-3.8908511372484543e-07
6658440,-3.851863682034405e-07
6658470,-3.8147028195370785e-07
6658500,-3.7792642277726897e-07
6658530,-3.7456405688318043e-07
6658560,-3.7138292519809036e-07
6658590,-3.683818639341612e-07
6658620,-3.655595293542936e-07
6658650,-3.6291277482437224e-07
6658680,-3.6044510834487197e-07
6658710,-3.58163048259004e-07
6658740,-3.560496891290051e-07
6658770,-3.5411070068370243e-07
6658800,-3.5235712661529624e-07
6658830,-3.5077786397957105e-07
6658860,-3.493717650170556e-07
6658890,-3.4814515944221464e-07
6658920,-3.470815529594691e-07
6658950,-3.461931199975049e-07
6658980,-3.454752641008943e-07
6659010,-3.4492683734982754e-07
6659040,-3.4454404025805735e-07
6659070,-3.4433334763105636e-07
6659100,-3.44279649503346e-07
6659130,-3.4438447553737374e-07
6659160,-3.44660850348133e-07
6659190,-3.450731731010194e-07
6659220,-3.456593542503838e-07
6659250,-3.463873936716037e-07
6659280,-3.4727016863739265e-07
6659310,-3.4828916044447125e-07
6659340,-3.494471904930705e-07
6659370,-3.5075138862353446e-07
6659400,-3.521811855927316e-07
6659430,-3.537405974314052e-07
6659460,-3.554275870420189e-07
6659490,-3.5722173175363025e-07
6659520,-3.5912813326849284e-07
6659550,-3.611352408506881e-07
6659580,-3.632439349237277e-07
6659610,-3.6543499461914754e-07
6659640,-3.6769096757062867e-07
6659670,-3.700370248068646e-07
6659700,-3.7242239288919114e-07
6659730,-3.7486274903124755e-07
6659760,-3.773349033046494e-07
6659790,-3.7981989354796664e-07
6659820,-3.8230637303691974e-07
6659850,-3.8477573614541345e-07
6659880,-3.872069877399823e-07
6659910,-3.8958668499057006e-07
6659940,-3.9188210389385104e-07
6659970,-3.94061984202766e-07
6660000,-3.9611393464774737e-07
6660030,-4.247472148019491e-07
6660060,-4.552355604148143e-07
6660090,-4.840882294049502e-07
6660120,-5.119305994678817e-07
6660150,-5.356469890658061e-07
6660180,-5.621951282450212e-07
6660210,-5.875873761705377e-07
6660240,-6.07647862253782e-07
6660270,-6.311525195446002e-07
6660300,-6.504600461639127e-07
6660330,-6.677404824488685e-07
6660360,-6.835674754452572e-07
6660390,-6.971183218399219e-07
6660420,-7.081407444216869e-07
6660450,-7.168848068467975e-07
6660480,-7.228805187222357e-07
6660510,-7.258931402278143e-07
6660540,-7.256535311179083e-07
6660570,-7.218388018466956e-07
6660600,-7.141740814505471e-07
6660630,-7.023535489427087e-07
6660660,-6.860531448668842e-07
6660690,-6.650792350094669e-07
6660720,-6.394274800013556e-07
6660750,-6.129043124305547e-07
6660780,-5.72586112008504e-07
6660810,-5.308322116782008e-07
6660840,-4.88654215997143e-07
6660870,-4.411253835738023e-07
6660900,-3.9140454390740404e-07
6660930,-3.4144401186062085e-07
6660960,-2.931803585696529e-07
6660990,-2.4862666203028194e-07
6661020,-2.0971611590960607e-07
6661050,-1.8046057407195583e-07
6661080,-1.5693500348268705e-07
6661110,-1.4265103958575738e-07
6661140,-1.3644898080629303e-07
6661170,-1.3791628266923297e-07
6661200,-1.4633798340990499e-07
6661230,-1.6005144140200564e-07
6661260,-1.783092776318861e-07
6661290,-1.9983035686813792e-07
6661320,-2.2392596846511273e-07
6661350,-2.4936252042341413e-07
6661380,-2.7581749014689996e-07
6661410,-3.026827715860162e-07
6661440,-3.293483478002957e-07
6661470,-3.5569339368592464e-07
6661500,-3.812579469051132e-07
6661530,-4.060966348316748e-07
6661560,-4.2988740980757484e-07
6661590,-4.5302379457384795e-07
6661620,-4.7480938282755885e-07
6661650,-4.956488493541853e-07
6661680,-5.153925467993657e-07
6661710,-5.340717969731063e-07
6661740,-5.514498393544151e-07
6661770,-5.675171788860209e-07
6661800,-5.833000450893899e-07
6661830,-5.963293550948777e-07
6661860,-6.111546316872385e-07
6661890,-6.235272996765659e-07
6661920,-6.349275445181982e-07
6661950,-6.451900319780013e-07
6661980,-6.544085744474049e-07
6662010,-6.623582581748364e-07
6662040,-6.69479735403501e-07
6662070,-6.753725872762506e-07
6662100,-6.800886703866199e-07
6662130,-6.837041443860838e-07
6662160,-6.862681481189422e-07
6662190,-6.882907418987421e-07
6662220,-6.901051367238085e-07
6662250,-6.916424681480286e-07
6662280,-6.928800778189035e-07
6662310,-6.938496657839352e-07
6662340,-6.945540705892068e-07
6662370,-6.950041023065275e-07
6662400,-6.952078301731861e-07
6662430,-6.951783290469033e-07
6662460,-6.949218790101106e-07
6662490,-6.944486032764566e-07
6662520,-6.937451520881065e-07
6662550,-6.928321477430933e-07
6662580,-6.916995059395657e-07
6662610,-6.903427903055186e-07
6662640,-6.887679236291907e-07
6662670,-6.869637502587162e-07
6662700,-6.849309106017226e-07
6662730,-6.826482668224074e-07
6662760,-6.801135093852971e-07
6662790,-6.773229868208017e-07
6662820,-6.742552526989881e-07
6662850,-6.709022019533016e-07
6662880,-6.672445513437482e-07
6662910,-6.632651036604595e-07
6662940,-6.589537263425669e-07
6662970,-6.542779648551751e-07
6663000,-6.492361273635473e-07
6663030,-6.437919503987125e-07
6663060,-6.379341332170075e-07
6663090,-6.31642337686464e-07
6663120,-6.248946712329722e-07
6663150,-6.176565435404181e-07
6663180,-6.099210155274175e-07
6663210,-6.016536108547815e-07
6663240,-5.928374592584739e-07
6663270,-5.834525131331197e-07
6663300,-5.73480698367955e-07
6663330,-5.628790515301891e-07
6663360,-5.516375044391298e-07
6663390,-5.397502697324062e-07
6663420,-5.27178807835334e-07
6663450,-5.139146362405177e-07
6663480,-4.999292506208389e-07
6663510,-4.85209261011521e-07
6663540,-4.6974729923777594e-07
6663570,-4.5351326472372795e-07
6663600,-4.3651162638474603e-07
6663630,-4.331047492469019e-07
6663660,-4.4300946576571737e-07
6663690,-4.509420307043189e-07
6663720,-4.5746711405607474e-07
6663750,-4.637558410551313e-07
6663780,-4.700966010761761e-07
6663810,-4.76482111265757e-07
6663840,-4.829008133982799e-07
6663870,-4.893185228260883e-07
6663900,-4.957569167002337e-07
6663930,-5.021972144529674e-07
6663960,-5.086433003480079e-07
6663990,-5.150863882161659e-07
6664020,-5.215312454504833e-07
6664050,-5.279721322386331e-07
6664080,-5.344073396040455e-07
6664110,-5.408302036040136e-07
6664140,-5.47233606797374e-07
6664170,-5.536211912843756e-07
6664200,-5.59992908453827e-07
6664230,-5.663377220555344e-07
6664260,-5.726525082819959e-07
6664290,-5.789409239482078e-07
6664320,-5.851944387664735e-07
6664350,-5.914114022053338e-07
6664380,-5.976013684904695e-07
6664410,-6.03740426201393e-07
6664440,-6.098348420406722e-07
6664470,-6.15885436978132e-07
6664500,-6.218831975591081e-07
6664530,-6.278370571729759e-07
6664560,-6.337285480282102e-07
6664590,-6.395684429877285e-07
6664620,-6.453434978482077e-07
6664650,-6.510615160449975e-07
6664680,-6.567153069593933e-07
6664710,-6.622979581852323e-07
6664740,-6.678097561845805e-07
6664770,-6.732568337065852e-07
6664800,-6.786306077101864e-07
6664830,-6.839221563758819e-07
6664860,-6.891440390381202e-07
6664890,-6.942787103718458e-07
6664920,-6.993362550780461e-07
6664950,-7.043069112654644e-07
6664980,-7.091966869894726e-07
6665010,-7.139930150707873e-07
6665040,-7.187068784120854e-07
6665070,-7.233246087435961e-07
6665100,-7.278469958523906e-07
6665130,-7.322833413684001e-07
6665160,-7.366225935697142e-07
6665190,-7.408694348202207e-07
6665220,-7.450136209059731e-07
6665250,-7.490582942504739e-07
6665280,-7.529996236991435e-07
6665310,-7.56840790185744e-07
6665340,-7.605796819551618e-07
6665370,-7.642158544697463e-07
6665400,-7.677479542679348e-07
6665430,-7.711728653108169e-07
6665460,-7.744870858632219e-07
6665490,-7.776944123008764e-07
6665520,-7.807912722501662e-07
6665550,-7.837822587839454e-07
6665580,-7.866646493701467e-07
6665610,-7.894299974254144e-07
6665640,-7.920811106517153e-07
6665670,-7.94623311306734e-07
6665700,-7.970544497578658e-07
6665730,-7.993633824048294e-07
6665760,-8.015610559684335e-07
6665790,-8.036472989026103e-07
6665820,-8.056128436614027e-07
6665850,-8.074716362532585e-07
6665880,-8.092048034516085e-07
6665910,-8.108260240507223e-07
6665940,-8.123322008698103e-07
6665970,-8.137202045195599e-07
6666000,-8.149876790494191e-07
6666030,-8.161389451032665e-07
6666060,-8.17173208035173e-07
6666090,-8.180922334396662e-07
6666120,-8.188838788730324e-07
6666150,-8.195678659915985e-07
6666180,-8.201295554167664e-07
6666210,-8.205743516195504e-07
6666240,-8.208959343896529e-07
6666270,-8.210979654362736e-07
6666300,-8.211897380098745e-07
6666330,-8.211595802321456e-07
6666360,-8.210101305387353e-07
6666390,-8.207426912031824e-07
6666420,-8.203576398749871e-07
6666450,-8.198529040403951e-07
6666480,-8.192351255332905e-07
6666510,-8.184941769739261e-07
6666540,-8.176436001250756e-07
6666570,-8.166707897684817e-07
6666600,-8.155773462643869e-07
6666630,-8.143726009900769e-07
6666660,-8.130499967949429e-07
6666690,-8.116081745303543e-07
6666720,-8.100569623936835e-07
6666750,-8.083805702092763e-07
6666780,-8.065967583712355e-07
6666810,-8.046966344429704e-07
6666840,-8.026790739439011e-07
6666870,-8.005463337976319e-07
6666900,-7.983045549894421e-07
6666930,-7.959485284632875e-07
6666960,-7.934747684024112e-07
6666990,-7.908882183515662e-07
6667020,-7.881941019979164e-07
6667050,-7.853952044756811e-07
6667080,-7.824720909580137e-07
6667110,-7.794466822362996e-07
6667140,-7.76303491753809e-07
6667170,-7.730628059341448e-07
6667200,-7.697046328555558e-07
6667230,-7.590199771391373e-07
6667260,-7.417352900117786e-07
6667290,-7.257341657017407e-07
6667320,-7.105116218053298e-07
6667350,-6.954632939705538e-07
6667380,-6.804901575911341e-07
6667410,-6.656179264430764e-07
6667440,-6.508741482865067e-07
6667470,-6.362688761324182e-07
6667500,-6.218299293259303e-07
6667530,-6.075455583516093e-07
6667560,-5.934546205040725e-07
6667590,-5.795540368010567e-07
6667620,-5.658688509746799e-07
6667650,-5.523928947779921e-07
6667680,-5.391529283254709e-07
6667710,-5.261511306131705e-07
6667740,-5.133956136494522e-07
6667770,-5.008840418454402e-07
6667800,-4.886515729449119e-07
6667830,-4.7668053808393784e-07
6667860,-4.649912015080576e-07
6667890,-4.5359178385107005e-07
6667920,-4.4246942435215436e-07
6667950,-4.3164077071142827e-07
6667980,-4.21124915728154e-07
6668010,-4.1090455000455e-07
6668040,-4.009934239171782e-07
6668070,-3.913906525671618e-07
6668100,-3.821075300175068e-07
6668130,-3.731319945223772e-07
6668160,-3.64479200600522e-07
6668190,-3.561501857168761e-07
6668220,-3.4813335616392537e-07
6668250,-3.404501357889634e-07
6668280,-3.3308503896013003e-07
6668310,-3.2604415339152717e-07
6668340,-3.193174846225097e-07
6668370,-3.1292714922948464e-07
6668400,-3.068458586640325e-07
6668430,-3.010805308126526e-07
6668460,-2.956526127491988e-07
6668490,-2.905255231240734e-07
6668520,-2.857178644260902e-07
6668550,-2.8122662788203376e-07
6668580,-2.7703632394013833e-07
6668610,-2.7315275830250377e-07
6668640,-2.695706922815495e-07
6668670,-2.663019528456943e-07
6668700,-2.633102593703524e-07
6668730,-2.606177312334142e-07
6668760,-2.5820985056753846e-07
6668790,-2.560859698188298e-07
6668820,-2.5423678766614744e-07
6668850,-2.526612829776086e-07
6668880,-2.513430067015271e-07
6668910,-2.5029416962862225e-07
6668940,-2.494928823738991e-07
6668970,-2.4894504233567945e-07
6669000,-2.486398385279111e-07
6669030,-2.4856945808684666e-07
6669060,-2.487249028717593e-07
6669090,-2.491042636459856e-07
6669120,-2.4970660627575046e-07
6669150,-2.5050516830761937e-07
6669180,-2.5150886370410007e-07
6669210,-2.527083516847412e-07
6669240,-2.5409548447798467e-07
6669270,-2.556564828145347e-07
6669300,-2.573931169392191e-07
6669330,-2.592972767659428e-07
6669360,-2.6135089507137667e-07
6669390,-2.635560949594804e-07
6669420,-2.6590130510624757e-07
6669450,-2.683864570543279e-07
6669480,-2.7099130151473014e-07
6669510,-2.737206662460258e-07
6669540,-2.765604527861159e-07
6669570,-2.7950755749864673e-07
6669600,-2.8255468377435667e-07
6669630,-2.85686856929712e-07
6669660,-2.8891177737418797e-07
6669690,-2.9221843054760243e-07
6669720,-2.9558278189700856e-07
6669750,-2.990290413131895e-07
6669780,-3.025291181550253e-07
6669810,-3.060881982027726e-07
6669840,-3.096945728411096e-07
6669870,-3.1335478066850615e-07
6669900,-3.1705817584203477e-07
6669930,-3.207988720299363e-07
6669960,-3.245779300813652e-07
6669990,-3.283854359349561e-07
6670020,-3.3223390759336573e-07
6670050,-3.36102540729827e-07
6670080,-3.400007452414459e-07
6670110,-3.439341303943918e-07
6670140,-3.478905124703442e-07
6670170,-3.5188291346348497e-07
6670200,-3.558985667591634e-07
6670230,-3.5994711350841543e-07
6670260,-3.6403511537105515e-07
6670290,-3.6815521400255834e-07
6670320,-3.7232009635403793e-07
6670350,-3.765367937143624e-07
6670380,-3.8079703097998604e-07
6670410,-3.851160421188098e-07
6670440,-3.895045874209005e-07
6670470,-3.9396082429448867e-07
6670500,-3.9850901389481535e-07
6670530,-4.0313938366663286e-07
6670560,-4.078781023848909e-07
6670590,-4.127229205816229e-07
6670620,-4.1769402693512805e-07
6670650,-4.2280437406001063e-07
6670680,-4.2806577471897164e-07
6670710,-4.334923642100994e-07
6670740,-4.390986570780182e-07
6670770,-4.449027866624777e-07
6670800,-4.5092352505384794e-07
6670830,-4.5640361299477393e-07
6670860,-4.612253965971216e-07
6670890,-4.6613238428941165e-07
6670920,-4.710982414641144e-07
6670950,-4.760667840746781e-07
6670980,-4.810309806929001e-07
6671010,-4.859865664111625e-07
6671040,-4.909466338609975e-07
6671070,-4.959034779039195e-07
6671100,-5.008605058154566e-07
6671130,-5.058159641885901e-07
6671160,-5.107715022675628e-07
6671190,-5.157342843408922e-07
6671220,-5.206814523662806e-07
6671250,-5.256372557148144e-07
6671280,-5.305897268998034e-07
6671310,-5.355483051936668e-07
6671340,-5.405035204195493e-07
6671370,-5.454566353518194e-07
6671400,-5.503974253417867e-07
6671430,-5.553425277950051e-07
6671460,-5.60273808629655e-07
6671490,-5.652011665324854e-07
6671520,-5.701196569088543e-07
6671550,-5.750317560724347e-07
6671580,-5.799327018185475e-07
6671610,-5.848149668163881e-07
6671640,-5.896861843713405e-07
6671670,-5.945432253921153e-07
6671700,-5.993740029638237e-07
6671730,-6.041859599728918e-07
6671760,-6.089723211614949e-07
6671790,-6.137290294420577e-07
6671820,-6.1846575973268e-07
6671850,-6.231750844341066e-07
6671880,-6.278443492434242e-07
6671910,-6.32472473351771e-07
6671940,-6.370684404433306e-07
6671970,-6.416167985642233e-07
6672000,-6.461280639031739e-07
6672030,-6.505830299645226e-07
6672060,-6.549985037345574e-07
6672090,-6.593525895524729e-07
6672120,-6.636492307597032e-07
6672150,-6.678914795214621e-07
6672180,-6.720619043276073e-07
6672210,-6.761715706009782e-07
6672240,-6.802106527718994e-07
6672270,-6.841824340086372e-07
6672300,-6.880717207944363e-07
6672330,-6.91880352604564e-07
6672360,-6.956040414032823e-07
6672390,-6.992435989881498e-07
6672420,-7.027965567089326e-07
6672450,-7.062445623861189e-07
6672480,-7.096045373830558e-07
6672510,-7.128575974018833e-07
6672540,-7.160091808574094e-07
6672570,-7.19052490066137e-07
6672600,-7.219803611842559e-07
6672630,-7.246770046450338e-07
6672660,-7.274491262268484e-07
6672690,-7.300229455671167e-07
6672720,-7.322439065574548e-07
6672750,-7.344408268651447e-07
6672780,-7.366673656805063e-07
6672810,-7.387715714849009e-07
6672840,-7.407523866626246e-07
6672870,-7.425821648017821e-07
6672900,-7.44268647611694e-07
6672930,-7.458050922146699e-07
6672960,-7.471831980032461e-07
6672990,-7.484079046806844e-07
6673020,-7.494672987235002e-07
6673050,-7.503693648425617e-07
6673080,-7.510968936489784e-07
6673110,-7.516591240943632e-07
6673140,-7.520381331030909e-07
6673170,-7.522520408430314e-07
6673200,-7.522858511611157e-07
6673230,-7.521313968185199e-07
6673260,-7.517930180795765e-07
6673290,-7.512637775308146e-07
6673320,-7.505425989351135e-07
6673350,-7.496285959500138e-07
6673380,-7.485125509794132e-07
6673410,-7.472018902083191e-07
6673440,-7.456921796355887e-07
6673470,-7.439651751784045e-07
6673500,-7.420385022536599e-07
6673530,-7.399020924969283e-07
6673560,-7.375476595943761e-07
6673590,-7.349873417463191e-07
6673620,-7.322078590290015e-07
6673650,-7.292103497039508e-07
6673680,-7.259961699027165e-07
6673710,-7.225626918659694e-07
6673740,-7.189088382879101e-07
6673770,-7.150208541990256e-07
6673800,-7.109153788318077e-07
6673830,-7.065829935898081e-07
6673860,-7.020301097974887e-07
6673890,-6.972376926062057e-07
6673920,-6.922292413885047e-07
6673950,-6.869913920739771e-07
6673980,-6.815183667538973e-07
6674010,-6.758314998440514e-07
6674040,-6.699052796506968e-07
6674070,-6.63755168031961e-07
6674100,-6.573692746870445e-07
6674130,-6.507649925990461e-07
6674160,-6.439347707290538e-07
6674190,-6.36880531152657e-07
6674220,-6.296074431702171e-07
6674250,-6.22106954490722e-07
6674280,-6.143849498806573e-07
6674310,-6.06452321287771e-07
6674340,-5.982987077267542e-07
6674370,-5.89938024942703e-07
6674400,-5.813591360835973e-07
6674430,1.91412452267829
6674460,2.4509540328768953
6674490,2.655822412489707
6674520,2.742963767084823
6674550,2.752311652681592
6674580,2.735348487446449
6674610,2.71111498755922
6674640,2.685069048807195
6674670,2.6587201735432515
6674700,2.632499624772464
6674730,2.60654625579694
6674760,2.58090518931292
6674790,2.5555245263032553
6674820,2.530246735606807
6674850,2.5049000215044326
6674880,2.4793728961796258
6674910,2.4536899219569452
6674940,2.428005555099876
6674970,2.4021054562776145
6675000,2.376222758025976
6675030,2.3503370951034435
6675060,2.324472341918585
6675090,2.2986488088932115
6675120,2.272884379972758
6675150,2.2471952228391485
6675180,2.221596482269604
6675210,2.196106748440433
6675240,2.1707240572905206
6675270,2.1454796045955944
6675300,2.12040086598908
6675330,2.095472357850427
6675360,2.070732707301311
6675390,2.0461881366360357
6675420,2.0218656848724468
6675450,1.997787103018445
6675480,1.9739738649813592
6675510,1.9504537624824336
6675540,1.9272547513951348
6675570,1.9044074128651163
6675600,1.8819469789206238
6675630,1.859970055808079
6675660,1.838829197457651
6675690,1.8181527418639463
6675720,1.7979849414692661
6675750,1.778367828814121
6675780,1.7593419991001698
6675810,1.7409458205834694
6675840,1.7232180643703878
6675870,1.7061830501145725
6675900,1.6898426586841582
6675930,1.6828964267515847
6675960,1.680710221668515
6675990,1.6798855820655179
6676020,1.6795722794551011
6676050,1.679446615675153
6676080,1.6793908767709984
6676110,1.6793609693414042
6676140,1.679340670901045
6676170,1.6793238838653743
6676200,1.679308359426396
6676230,1.6792933011820654
6676260,1.6792783824799606
6676290,1.679263505363807
6676320,1.679248628808913
6676350,1.679233743205764
6676380,1.679218846114931
6676410,1.6792039409638984
6676440,1.679189032066289
6676470,1.6791741238302036
6676500,1.6791592209469284
6676530,1.679144328283363
6676560,1.679129450800968
6676590,1.6791145934849512
6676620,1.6790997613225305
6676650,1.6790849593073462
6676680,1.6790701924514397
6676710,1.6774256061485058
6676740,1.6752996306854002
6676770,1.673874506435772
6676800,1.672973046480509
6676830,1.672409524618716
6676860,1.6720491492065164
6676890,1.6718077467433774
6676920,1.6716347036555284
6676950,1.6715024786178352
6676980,1.6713950006891671
6677010,1.6713056393406032
6677040,1.8839735270001714
6677070,2.053867560975858
6677100,2.110539975080471
6677130,2.127592927289498
6677160,2.132763596450222
6677190,2.1343115870863434
6677220,2.1347003423427307
6677250,2.134710823395307
6677280,2.1345896290343513
6677310,2.1344286509879375
6677340,2.1342560929157255
6677370,2.1340814245953728
6677400,2.133907847653979
6677430,2.159337579342136
6677460,2.1998974306701253
6677490,2.2155071139638034
6677520,2.2203743782216603
6677550,2.22182214980678
6677580,2.222221882177347
6677610,2.2222919562569476
6677640,2.2222556115786407
6677670,2.2221853544032655
6677700,2.2221052041838734
6677730,2.222023192423994
6677760,2.2219422250300074
6677790,2.2218633102750274
6677820,2.221786858174024
6677850,2.2217130022963674
6677880,2.2216417762723766
6677910,2.2215731795472164
6677940,2.221507198014971
6677970,2.2214437951846784
6678000,2.2213829609834304
6678030,2.221328535027319
6678060,2.221284431960711
6678090,2.2212502407273282
6678120,2.2212255158550476
6678150,2.2212102115930867
6678180,2.2212040634831562
6678210,2.221206907993477
6678240,2.2212186520225354
6678270,2.2212392180266938
6678300,2.221268579845274
6678330,2.2213067445907875
6678360,2.221353747167696
6678390,2.221409659167734
6678420,2.2214745881994133
6678450,2.221548676211883
6678480,2.2216321009633115
6678510,2.221725077649381
6678540,2.221827766042201
6678570,2.2219398555881273
6678600,2.2220610854862772
6678630,2.2221919446428275
6678660,2.222333421986799
6678690,2.2224865893519805
6678720,2.2226523924139365
6678750,2.222831646338018
6678780,2.2230250887616614
6678810,2.2232334244498504
6678840,2.2234573753742253
6678870,2.2236977035686225
6678900,2.2239552279851216
6678930,2.224230829061092
6678960,2.2245253637225657
6678990,2.224839767224148
6679020,2.2251748961116364
6679050,2.2255315558261035
6679080,2.225910435029548
6679110,2.2263120371293565
6679140,2.22673657665149
6679170,2.2271838764175254
6679200,2.227653233913768
6679230,2.228143357672684
6679260,2.228652292422654
6679290,2.2291773864938293
6679320,2.229715320900935
6679350,2.2302622247453043
6679380,2.2308138641650848
6679410,2.2313658942534103
6679440,2.231914124614018
6679470,2.2324547600529376
6679500,2.2329845717963526
6679530,2.2335009928861185
6679560,2.2340021274871567
6679590,2.2344867049586816
6679620,2.234953995097248
6679650,2.2354037123474844
6679680,2.2358359044612763
6679710,2.2362508872462845
6679740,2.236649115685613
