time,hvac_reaZonWes_TSup_y
6669450,285.101133436318
6669480,285.101133437871
6669510,285.1011334393655
6669540,285.1011334408225
6669570,285.10113344220457
6669600,285.1011334435521
6669630,285.1011334448457
6669660,285.10112625572515
6669690,285.10111763231083
6669720,285.10110957272644
6669750,285.10110263084005
6669780,285.1010969414446
6669810,285.10109250008776
6669840,285.101089248689
6669870,285.1010871068657
6669900,285.10108598365275
6669930,285.1010857812222
6669960,285.10108639652685
6669990,285.1010877214774
6670020,285.1010896432376
6670050,285.10109204469524
6670080,285.1010948039819
6670110,285.1010977951467
6670140,285.10110088784154
6670170,285.10110394779616
6670200,285.1011068366567
6670230,285.1011094122399
6670260,285.1011115290352
6670290,285.10111303759373
6670320,285.10111378530195
6670350,285.10111361649786
6670380,285.10111237259235
6670410,285.10110989191804
6670440,285.1011060105455
6670470,285.101100562012
6670500,285.1010933778339
6670530,285.1010842875688
6670560,285.10107311906756
6670590,285.10105969901736
6670620,285.10104385268744
6670650,285.1010254047769
6670680,285.10100417929584
6670710,285.1009800002819
6670740,285.1009526915476
6670770,285.100922077953
6670800,285.10088798480564
6670830,285.10087662044936
6670860,285.1008728323612
6670890,285.10087156970945
6670920,285.10087788937847
6670950,285.1008858792957
6670980,285.10089517040495
6671010,285.1009049341935
6671040,285.10091466750595
6671070,285.1009242069252
6671100,285.1009335340762
6671130,285.10094267222325
6671160,285.1009516548866
6671190,285.10096051709905
6671220,285.1009692941798
6671250,285.10097802049773
6671280,285.10098672990495
6671310,285.1009954549449
6671340,285.10100422752436
6671370,285.10101307835345
6671400,285.10102203728064
6671430,285.10103113316114
6671460,285.10104039395924
6671490,285.1010498466248
6671520,285.10105951742565
6671550,285.1010694314533
6671580,285.101079613048
6671610,285.1010900856054
6671640,285.1011008715627
6671670,285.1011119927683
6671700,285.1011234697565
6671730,285.101135322648
6671760,285.10114757034205
6671790,285.10116023118127
6671820,285.1011733224203
6671850,285.10118686062384
6671880,285.1012008614612
6671910,285.1012153397622
6671940,285.10123030958647
6671970,285.10124578414604
6672000,285.1012617757944
6672030,285.10127829628624
6672060,285.101295356118
6672090,285.1013129655397
6672120,285.10133113369295
6672150,285.1013498689041
6672180,285.1013691790041
6672210,285.10138907064163
6672240,285.10140955008404
6672270,285.10143062255537
6672300,285.1014522928279
6672330,285.10147456456554
6672360,285.10149744097185
6672390,285.10152092433304
6672420,285.10154501651243
6672450,285.101569718244
6672480,285.1015950297341
6672510,285.10162095056944
6672540,285.10164747950654
6672570,285.10167461478244
6672600,285.10170235360755
6672630,285.10170083310885
6672660,285.1016938936399
6672690,285.1016946985968
6672720,285.1016950513837
6672750,285.1016950530696
6672780,285.10169505439046
6672810,285.1016950556967
6672840,285.10169505693926
6672870,285.10169505843055
6672900,285.101695060393
6672930,285.1016950632231
6672960,285.10169506726515
6672990,285.1016950728869
6673020,285.1016950807247
6673050,285.10169509119845
6673080,285.1016951049489
6673110,285.1016951227151
6673140,285.10169514532305
6673170,285.1016951736244
6673200,285.10169520838787
6673230,285.10169525062497
6673260,285.10169525290854
6673290,285.10169525522673
6673320,285.1016952579488
6673350,285.1016952612568
6673380,285.1016952656273
6673410,285.1016952713843
6673440,285.10169527906
6673470,285.1016952891757
6673500,285.10169530233776
6673530,285.1016953190905
6673560,285.10169534018695
6673590,285.1016953419437
6673620,285.1016953438039
6673650,285.10169534620735
6673680,285.10169534953917
6673710,285.1016953542128
6673740,285.10169536071936
6673770,285.1016953695805
6673800,285.10169538132845
6673830,285.101695396424
6673860,285.10169539755236
6673890,285.1016953987894
6673920,285.10169540048605
6673950,285.1016954029811
6673980,285.10169540667175
6674010,285.1016954118802
6674040,285.1016954189512
6674070,285.1016954281747
6674100,285.10169543983193
6674130,285.10169544037126
6674160,285.1016954409311
6674190,285.10169544171924
6674220,285.10169544295167
6674250,285.1016954448003
6674280,285.1016954473532
6674310,285.1016954508297
6674340,285.10169545513577
6674370,285.10169546044466
6674400,285.1016954666576
6674430,285.20877759305876
6674460,285.42861248395604
6674490,286.04097867988446
6674520,287.25055355935285
6674550,288.56062088101174
6674580,289.5572619909498
6674610,290.1769098402165
6674640,290.5096607463921
6674670,290.659293879708
6674700,290.7037936794301
6674730,290.69214058652744
6674760,290.6519090560016
6674790,290.5980907614392
6674820,290.53821249530574
6674850,290.4756650449787
6674880,290.4119486993167
6674910,290.3475820856399
6674940,290.2823640061309
6674970,290.2164313259287
6675000,290.149390293857
6675030,290.08136237687205
6675060,290.0123362561866
6675090,289.9423043266097
6675120,289.87130083825
6675150,289.7993885028948
6675180,289.72665219702
6675210,289.65311886666984
6675240,289.5788216489537
6675270,289.5040034374461
6675300,289.42863459120366
6675330,289.35264065746037
6675360,289.2760923442064
6675390,289.1990908417969
6675420,289.1216182182981
6675450,289.0436947690207
6675480,288.96535116136994
6675510,288.88661213122043
6675540,288.8074930069705
6675570,288.7279962737096
6675600,288.6481614937635
6675630,288.56806230810804
6675660,288.48772448609515
6675690,288.4076133104353
6675720,288.3305477312986
6675750,288.26129085120056
6675780,288.2034320847637
6675810,288.15782504600406
6675840,288.1234582923694
6675870,288.09830195508283
6675900,288.0802496930117
6675930,288.0692137739527
6675960,288.0633131510175
6675990,288.06112774847554
6676020,288.06182730463894
6676050,288.06422705540757
6676080,288.0672252669343
6676110,288.07010611365763
6676140,288.07254087064786
6676170,288.07445914959203
6676200,288.0759240480539
6676230,288.07704733808066
6676260,288.0779393870346
6676290,288.07869369421746
6676320,288.07937992254693
6676350,288.08004536639396
6676380,288.08072163930626
6676410,288.0814270288926
6676440,288.08217341370494
6676470,288.08296694759906
6676500,288.0838098983171
6676530,288.084702550486
6676560,288.0856443753552
6676590,288.08663461316195
6676620,288.08767251704245
6676650,288.08875743874603
6676680,288.0898888521477
6676710,288.0910618125882
6676740,288.0919815942672
6676770,288.0865631129831
6676800,288.05343311335696
6676830,287.9663236126102
6676860,287.81273791125807
6676890,287.59983164332476
6676920,287.34782985790724
6676950,287.080792771424
6676980,286.81973583889993
6677010,286.57884327344925
6677040,286.3584133433684
6677070,286.1775754670144
6677100,286.0251012564458
6677130,285.89751265381494
6677160,285.79251760525995
6677190,285.7047175355786
6677220,285.62924612781757
6677250,285.5634842377413
6677280,285.5060309520169
6677310,285.45607140153254
6677340,285.4129318269065
6677370,285.3758979646505
6677400,285.3442284566316
6677430,285.3156005597619
6677460,285.2922467042119
6677490,285.27461578939284
6677520,285.26139319645534
6677550,289.24719693990784
6677580,289.53630585996245
6677610,289.690906330568
6677640,289.84744132744737
6677670,290.00182611087484
6677700,290.1526502391512
6677730,290.2989888393901
6677760,290.4402111473895
6677790,290.5756979092031
6677820,290.70491906831694
6677850,290.8277166451461
6677880,290.9441514977577
6677910,291.05441517287113
6677940,291.1587694746709
6677970,291.2573741392272
6678000,291.35049319620697
6678030,291.43840548160335
6678060,291.5213459957166
6678090,291.59954182531766
6678120,291.6732264052269
6678150,291.7426294130318
6678180,291.80797212536777
6678210,291.8694666890723
6678240,291.9273139676818
6678270,291.9817029588628
6678300,292.0328137444474
6678330,292.0808207659375
6678360,292.1258935305338
6678390,292.16819524094257
6678420,292.2078815056757
6678450,292.2451003628986
6678480,292.2799931136966
6678510,292.3102256170951
6678540,292.3347562101091
6678570,292.3534290044489
6678600,292.36572617247475
6678630,292.3726929552602
6678660,292.3755960746437
6678690,292.3750755705832
6678720,292.37125156283474
6678750,292.3638547062321
6678780,292.35268615734554
6678810,292.33891952575397
6678840,292.32264118441816
6678870,292.30424866793453
6678900,292.2842280589928
6678930,292.2630481615843
6678960,292.2410794378825
6678990,292.21858653482064
6679020,292.19576149588625
6679050,292.17277048431873
6679080,292.14981018910777
6679110,292.12709813048485
6679140,292.10473314010756
6679170,292.0827747954393
6679200,292.061266472842
6679230,292.04024437298295
6679260,292.01974047670143
6679290,291.9997989624385
6679320,291.98048203758617
6679350,291.9622790899609
6679380,291.9465184740933
6679410,291.93355790137224
6679440,291.9234958601007
6679470,291.9163766201353
6679500,291.9121860654876
6679530,291.9108588149088
6679560,291.912291730847
6679590,291.9163510018445
6679620,291.9228874919682
6679650,291.93173938491816
6679680,291.9427328017061
6679710,291.95568369706695
6679740,291.9704038056677
6679770,291.98671048988683
6679800,292.00442449225807
6679830,292.02337577134404
6679860,292.04339870066684
6679890,292.0643421417897
6679920,292.08605544983993
6679950,292.1084087669831
6679980,292.1312658033492
6680010,292.15451949939575
6680040,292.1780449708781
6680070,292.2017588762441
6680100,292.22556822244945
6680130,292.24939899624496
6680160,292.27311472988373
6680190,292.2967339919275
6680220,292.3200668240791
6680250,292.3431367905666
6680280,292.36589146599135
6680310,292.38825956956975
6680340,292.41018582994883
6680370,292.4316061263622
6680400,292.45258728127544
6680430,292.47304418140595
6680460,292.492963565842
6680490,292.5123078938641
6680520,292.5310639908389
6680550,292.5492145798147
6680580,292.5667476431237
6680610,292.5836551876682
6680640,292.5999309877965
6680670,292.6155701668892
6680700,292.63056949048854
6680730,292.6449274104572
6680760,292.6586439903046
6680790,292.67172072826105
6680820,292.684160317735
6680850,292.69596643566155
6680880,292.7071435838597
6680910,292.7176969658238
6680940,292.72763237783414
6680970,292.7369561019178
6681000,292.74567479911894
6681030,292.75379540727073
6681060,292.76132504703486
6681090,292.7682709372984
6681120,292.7746403190686
6681150,292.78044038648085
6681180,292.7856782239329
6681210,292.7903607488896
6681240,292.79449466013443
6681270,292.7980863911999
6681300,292.80114206854523
6681330,292.80366747393794
6681360,292.80566801050173
6681390,292.8071486719416
6681420,292.80811401452917
6681450,292.8085681314602
6681480,292.80851462919526
6681510,292.807956605386
6681540,292.8068966279799
6681570,292.8053367150804
6681600,292.8032783569417
6681630,292.8002560923375
6681660,292.795572265331
6681690,292.78911824741624
6681720,292.78088701401714
6681750,292.7708875179067
6681780,292.75914735604175
6681810,292.7456926494512
6681840,292.7305544206806
6681870,292.713762817572
6681900,292.6953510540802
6681930,292.67535616362755
6681960,292.6538232919183
6681990,292.6308036983345
6682020,292.60635276814304
6682050,292.58053141544104
6682080,292.55340120368453
6682110,292.52502520993164
6682140,292.49546597600266
6682170,292.46478449830937
6682200,292.4330397976768
6682230,292.40028756046354
6682260,292.36658103925276
6682290,292.3319688132975
6682320,292.29649676815814
6682350,292.26020760440116
6682380,292.22313979300554
6682410,292.18532899734674
6682440,292.14680733426945
6682470,292.1076036913202
6682500,292.0677439697624
6682530,292.02725115907043
6682560,291.9861454010627
6682590,291.9444440327358
6682620,291.9021615976474
6682650,291.859309879693
6682680,291.8158979733939
6682710,291.77193238052774
6682740,291.7274171042888
6682770,291.6823537168864
6682800,291.63674138945936
6682830,291.5905768879169
6682860,291.5438545404233
6682890,291.4965665465612
6682920,291.4487014224384
6682950,291.4002457036793
6682980,291.3511832320662
6683010,291.30149465980725
6683040,291.2511572833409
6683070,291.20014483493253
6683100,291.14842716741975
6683130,291.0959698855381
6683160,291.04273402393477
6683190,290.988675877912
6683220,290.93374466746354
6683250,290.8778859930391
6683280,290.8210393909356
6683310,290.76314009817685
6683340,290.70412131614194
6683370,290.6439180331307
6683400,290.58247288641655
6683430,290.51974483085036
6683460,290.45571885722075
6683490,290.39099453234115
6683520,290.326534599009
6683550,290.2628913824754
6683580,290.20040896282336
6683610,290.13913419613965
6683640,290.0790460523629
6683670,290.0201623932729
6683700,289.9625058147044
6683730,289.90608397632155
6683760,289.85088490770795
6683790,289.796888450632
6683820,289.7440631502516
6683850,289.6923756896421
6683880,289.64178606359707
6683910,289.59225466748757
6683940,289.5437370809735
6683970,289.49619032282243
6684000,289.4495689040438
6684030,289.403827657691
6684060,289.3158882210551
6684090,288.9791970859707
6684120,288.5373731153891
6684150,288.1717007797227
6684180,287.94794218187593
6684210,287.84385938097955
6684240,287.8144768406194
6684270,287.8220442884663
6684300,287.84302168679704
6684330,287.864350819771
6684360,287.87980535772607
6684390,287.8870068952832
6684420,287.8855748774116
6684450,287.8761828932904
6684480,287.85982123920695
6684510,287.8376824002745
6684540,287.8109345045592
6684570,287.7805499685487
6684600,287.7474872367531
6684630,287.71238950642044
6684660,287.6758268889693
6684690,287.63822960061924
6684720,287.5999005067931
6684750,287.5610621076642
6684780,287.5219049043217
6684810,287.4827253645358
6684840,287.44349073641087
6684870,287.4041467738012
6684900,287.36467853875865
6684930,287.3250830343982
6684960,287.2853662972019
6684990,287.2455146332658
6685020,287.20551486722553
6685050,287.1653590232114
6685080,287.12504406238605
6685110,287.0845676889918
6685140,287.0439253292211
6685170,287.0031111116045
6685200,286.9621184252888
6685230,286.9277536002346
6685260,286.90652416107713
6685290,286.8915512903732
6685320,286.8794650133935
6685350,286.8684578125023
6685380,286.8577655297473
6685410,286.8469750177668
6685440,286.8359864918632
6685470,286.8247864368387
6685500,286.81340165582253
6685530,286.80185614818294
6685560,286.79022706528434
6685590,286.7785284696219
6685620,286.7668057494809
6685650,286.7550510155226
6685680,286.74330849537597
6685710,286.7315662085139
6685740,286.71985900528483
6685770,286.7081613652076
6685800,286.696504969065
6685830,286.6848633877933
6685860,286.673268873768
6685890,286.6616916328315
6685920,286.65016092132123
6685950,286.63864936387796
6685980,286.62718045066316
6686010,286.6157394329332
6686040,286.60432338739787
6686070,286.5929599214401
6686100,286.581604454391
6686130,286.57029860960887
6686160,286.55901248479915
6686190,286.547767880797
6686220,286.53654578569916
6686250,286.5253643628426
6686280,286.5142074964531
6686310,286.503090135662
6686340,286.49199931812495
6686370,286.48094793960956
6686400,286.4699241395689
6686430,286.45892797893856
6686460,286.4479309902245
6686490,286.43694242828366
6686520,286.42595654434535
6686550,286.41499855597476
6686580,286.40405949667706
6686610,286.393167640803
6686640,286.38230879945314
6686670,286.37149586452523
6686700,286.3607352265876
6686730,286.3500271884176
6686760,286.3393701658115
6686790,286.32876445125584
6686820,286.3182071065718
6686850,286.3076943716903
6686880,286.29722571099927
6686910,286.28680464698544
6686940,286.2764364020267
6686970,286.2661247590938
6687000,286.25587134512216
6687030,286.24567622253556
6687060,286.2355379779547
6687090,286.2254537304357
6687120,286.2154199298505
6687150,286.205433069034
6687180,286.1954899890434
6687210,286.18558784522907
6687240,286.1757240634791
6687270,286.1658962658794
6687300,286.156102237065
6687330,286.1463398990723
6687360,286.1366073235721
6687390,286.12690272308305
6687420,286.1172244435862
6687450,286.10757093996335
6687480,286.09794077165003
6687510,286.0883325893389
6687540,286.07874512460404
6687570,286.0691771802341
6687600,286.0596276430139
6687630,286.0500954642458
6687660,286.0405796748514
6687690,286.03107937763116
6687720,286.0215937598316
6687750,286.0121220763766
6687780,286.00266366053467
6687810,285.99321790942315
6687840,285.98378430287823
6687870,285.9743623949457
