time,hvac_oveZonActNor_yReaHea_u
6659100,0.0
6659130,0.0
6659160,0.0
6659190,0.0
6659220,0.0
6659250,0.0
6659280,0.0
6659310,0.0
6659340,0.0
6659370,0.0
6659400,0.0
6659430,0.0
6659460,0.0
6659490,0.0
6659520,0.0
6659550,0.0
6659580,0.0
6659610,0.0
6659640,0.0
6659670,0.0
6659700,0.0
6659730,0.0
6659760,0.0
6659790,0.0
6659820,0.0
6659850,0.0
6659880,0.0
6659910,0.0
6659940,0.0
6659970,0.0
6660000,0.0
6660030,0.0
6660060,0.0
6660090,0.0
6660120,0.0
6660150,0.0
6660180,0.0
6660210,0.0
6660240,0.0
6660270,0.0
6660300,0.0
6660330,0.0
6660360,0.0
6660390,0.0
6660420,0.0
6660450,0.0
6660480,0.0
6660510,0.0
6660540,0.0
6660570,0.0
6660600,0.0
6660630,0.0
6660660,0.0
6660690,0.0
6660720,0.0
6660750,0.0
6660780,0.0
6660810,0.0
6660840,0.0
6660870,0.0
6660900,0.0
6660930,0.0
6660960,0.0
6660990,0.0
6661020,0.0
6661050,0.0
6661080,0.0
6661110,0.0
6661140,0.0
6661170,0.0
6661200,0.0
6661230,0.0
6661260,0.0
6661290,0.0
6661320,0.0
6661350,0.0
6661380,0.0
6661410,0.0
6661440,0.0
6661470,0.0
6661500,0.0
6661530,0.0
6661560,0.0
6661590,0.0
6661620,0.0
6661650,0.0
6661680,0.0
6661710,0.0
6661740,0.0
6661770,0.0
6661800,0.0
6661830,0.0
6661860,0.0
6661890,0.0
6661920,0.0
6661950,0.0
6661980,0.0
6662010,0.0
6662040,0.0
6662070,0.0
6662100,0.0
6662130,0.0
6662160,0.0
6662190,0.0
6662220,0.0
6662250,0.0
6662280,0.0
6662310,0.0
6662340,0.0
6662370,0.0
6662400,0.0
6662430,0.0
6662460,0.0
6662490,0.0
6662520,0.0
6662550,0.0
6662580,0.0
6662610,0.0
6662640,0.0
6662670,0.0
6662700,0.0
6662730,0.0
6662760,0.0
6662790,0.0
6662820,0.0
6662850,0.0
6662880,0.0
6662910,0.0
6662940,0.0
6662970,0.0
6663000,0.0
6663030,0.0
6663060,0.0
6663090,0.0
6663120,0.0
6663150,0.0
6663180,0.0
6663210,0.0
6663240,0.0
6663270,0.0
6663300,0.0
6663330,0.0
6663360,0.0
6663390,0.0
6663420,0.0
6663450,0.0
6663480,0.0
6663510,0.0
6663540,0.0
6663570,0.0
6663600,0.0
6663630,0.0
6663660,0.0
6663690,0.0
6663720,0.0
6663750,0.0
6663780,0.0
6663810,0.0
6663840,0.0
6663870,0.0
6663900,0.0
6663930,0.0
6663960,0.0
6663990,0.0
6664020,0.0
6664050,0.0
6664080,0.0
6664110,0.0
6664140,0.0
6664170,0.0
6664200,0.0
6664230,0.0
6664260,0.0
6664290,0.0
6664320,0.0
6664350,0.0
6664380,0.0
6664410,0.0
6664440,0.0
6664470,0.0
6664500,0.0
6664530,0.0
6664560,0.0
6664590,0.0
6664620,0.0
6664650,0.0
6664680,0.0
6664710,0.0
6664740,0.0
6664770,0.0
6664800,0.0
6664830,0.0
6664860,0.0
6664890,0.0
6664920,0.0
6664950,0.0
6664980,0.0
6665010,0.0
6665040,0.0
6665070,0.0
6665100,0.0
6665130,0.0
6665160,0.0
6665190,0.0
6665220,0.0
6665250,0.0
6665280,0.0
6665310,0.0
6665340,0.0
6665370,0.0
6665400,0.0
6665430,0.0
6665460,0.0
6665490,0.0
6665520,0.0
6665550,0.0
6665580,0.0
6665610,0.0
6665640,0.0
6665670,0.0
6665700,0.0
6665730,0.0
6665760,0.0
6665790,0.0
6665820,0.0
6665850,0.0
6665880,0.0
6665910,0.0
6665940,0.0
6665970,0.0
6666000,0.0
6666030,0.0
6666060,0.0
6666090,0.0
6666120,0.0
6666150,0.0
6666180,0.0
6666210,0.0
6666240,0.0
6666270,0.0
6666300,0.0
6666330,0.0
6666360,0.0
6666390,0.0
6666420,0.0
6666450,0.0
6666480,0.0
6666510,0.0
6666540,0.0
6666570,0.0
6666600,0.0
6666630,0.0
6666660,0.0
6666690,0.0
6666720,0.0
6666750,0.0
6666780,0.0
6666810,0.0
6666840,0.0
6666870,0.0
6666900,0.0
6666930,0.0
6666960,0.0
6666990,0.0
6667020,0.0
6667050,0.0
6667080,0.0
6667110,0.0
6667140,0.0
6667170,0.0
6667200,0.0
6667230,0.0
6667260,0.0
6667290,0.0
6667320,0.0
6667350,0.0
6667380,0.0
6667410,0.0
6667440,0.0
6667470,0.0
6667500,0.0
6667530,0.0
6667560,0.0
6667590,0.0
6667620,0.0
6667650,0.0
6667680,0.0
6667710,0.0
6667740,0.0
6667770,0.0
6667800,0.0
6667830,0.0
6667860,0.0
6667890,0.0
6667920,0.0
6667950,0.0
6667980,0.0
6668010,0.0
6668040,0.0
6668070,0.0
6668100,0.0
6668130,0.0
6668160,0.0
6668190,0.0
6668220,0.0
6668250,0.0
6668280,0.0
6668310,0.0
6668340,0.0
6668370,0.0
6668400,0.0
6668430,0.0
6668460,0.0
6668490,0.0
6668520,0.0
6668550,0.0
6668580,0.0
6668610,0.0
6668640,0.0
6668670,0.0
6668700,0.0
6668730,0.0
6668760,0.0
6668790,0.0
6668820,0.0
6668850,0.0
6668880,0.0
6668910,0.0
6668940,0.0
6668970,0.0
6669000,0.0
6669030,0.0
6669060,0.0
6669090,0.0
6669120,0.0
6669150,0.0
6669180,0.0
6669210,0.0
6669240,0.0
6669270,0.0
6669300,0.0
6669330,0.0
6669360,0.0
6669390,0.0
6669420,0.0
6669450,0.0
6669480,0.0
6669510,0.0
6669540,0.0
6669570,0.0
6669600,0.0
6669630,0.0
6669660,0.0
6669690,0.0
6669720,0.0
6669750,0.0
6669780,0.0
6669810,0.0
6669840,0.0
6669870,0.0
6669900,0.0
6669930,0.0
6669960,0.0
6669990,0.0
6670020,0.0
6670050,0.0
6670080,0.0
6670110,0.0
6670140,0.0
6670170,0.0
6670200,0.0
6670230,0.0
6670260,0.0
6670290,0.0
6670320,0.0
6670350,0.0
6670380,0.0
6670410,0.0
6670440,0.0
6670470,0.0
6670500,0.0
6670530,0.0
6670560,0.0
6670590,0.0
6670620,0.0
6670650,0.0
6670680,0.0
6670710,0.0
6670740,0.0
6670770,0.0
6670800,0.0
6670830,0.0
6670860,0.0
6670890,0.0
6670920,0.0
6670950,0.0
6670980,0.0
6671010,0.0
6671040,0.0
6671070,0.0
6671100,0.0
6671130,0.0
6671160,0.0
6671190,0.0
6671220,0.0
6671250,0.0
6671280,0.0
6671310,0.0
6671340,0.0
6671370,0.0
6671400,0.0
6671430,0.0
6671460,0.0
6671490,0.0
6671520,0.0
6671550,0.0
6671580,0.0
6671610,0.0
6671640,0.0
6671670,0.0
6671700,0.0
6671730,0.0
6671760,0.0
6671790,0.0
6671820,0.0
6671850,0.0
6671880,0.0
6671910,0.0
6671940,0.0
6671970,0.0
6672000,0.0
6672030,0.0
6672060,0.0
6672090,0.0
6672120,0.0
6672150,0.0
6672180,0.0
6672210,0.0
6672240,0.0
6672270,0.0
6672300,0.0
6672330,0.0
6672360,0.0
6672390,0.0
6672420,0.0
6672450,0.0
6672480,0.0
6672510,0.0
6672540,0.0
6672570,0.0
6672600,0.0
6672630,0.0
6672660,0.0
6672690,0.0
6672720,0.0
6672750,0.0
6672780,0.0
6672810,0.0
6672840,0.0
6672870,0.0
6672900,0.0
6672930,0.0
6672960,0.0
6672990,0.0
6673020,0.0
6673050,0.0
6673080,0.0
6673110,0.0
6673140,0.0
6673170,0.0
6673200,0.0
6673230,0.0
6673260,0.0
6673290,0.0
6673320,0.0
6673350,0.0
6673380,0.0
6673410,0.0
6673440,0.0
6673470,0.0
6673500,0.0
6673530,0.0
6673560,0.0
6673590,0.0
6673620,0.0
6673650,0.0
6673680,0.0
6673710,0.0
6673740,0.0
6673770,0.0
6673800,0.0
6673830,0.0
6673860,0.0
6673890,0.0
6673920,0.0
6673950,0.0
6673980,0.0
6674010,0.0
6674040,0.0
6674070,0.0
6674100,0.0
6674130,0.0
6674160,0.0
6674190,0.0
6674220,0.0
6674250,0.0
6674280,0.0
6674310,0.0
6674340,0.0
6674370,0.0
6674400,0.0
6674430,0.0
6674460,0.0
6674490,0.0
6674520,0.0
6674550,0.0
6674580,0.0
6674610,0.0
6674640,0.0
6674670,0.0
6674700,0.0
6674730,0.0
6674760,0.0
6674790,0.0
6674820,0.0
6674850,0.0
6674880,0.0
6674910,0.0
6674940,0.0
6674970,0.0
6675000,0.0
6675030,0.0
6675060,0.0
6675090,0.0
6675120,0.0
6675150,0.0
6675180,0.0
6675210,0.0
6675240,0.0
6675270,0.0
6675300,0.0
6675330,0.0
6675360,0.0
6675390,0.0
6675420,0.0
6675450,0.0
6675480,0.0
6675510,0.0
6675540,0.0
6675570,0.0
6675600,0.0
6675630,0.0
6675660,0.0
6675690,0.0
6675720,0.0
6675750,0.0
6675780,0.0
6675810,0.0
6675840,0.0
6675870,0.0
6675900,0.0
6675930,0.0
6675960,0.0
6675990,0.0
6676020,0.0
6676050,0.0
6676080,0.0
6676110,0.0
6676140,0.0
6676170,0.0
6676200,0.0
6676230,0.0
6676260,0.0
6676290,0.0
6676320,0.0
6676350,0.0
6676380,0.0
6676410,0.0
6676440,0.0
6676470,0.0
6676500,0.0
6676530,0.0
6676560,0.0
6676590,0.0
6676620,0.0
6676650,0.0
6676680,0.0
6676710,0.0
6676740,0.0
6676770,0.0
6676800,0.0
6676830,0.0
6676860,0.0
6676890,0.0
6676920,0.0
6676950,0.0
6676980,0.0005055140812155884
6677010,0.022742742871528554
6677040,0.04353658364045496
6677070,0.0641777168647747
6677100,0.0849258415495563
6677130,0.10566083787935845
6677160,0.12623292137768016
6677190,0.1465198693242091
6677220,0.16642361073082507
6677250,0.18586044490669834
6677280,0.20475848876431857
6677310,0.22305079142929954
6677340,0.24067761303680985
6677370,0.2575853588525393
6677400,0.273726315580904
6677430,0.2890196177221345
6677460,0.303410775892272
6677490,0.31693550190766007
6677520,0.3295573585606798
6677550,0.34123715854079884
6677580,0.3519324438216868
6677610,0.3616185459682115
6677640,0.3703142453490915
6677670,0.3780301465845702
6677700,0.38478427666056364
6677730,0.3906293375917467
6677760,0.39564290533903407
6677790,0.3999018482328273
6677820,0.40348498566562585
6677850,0.40646761648294977
6677880,0.4089203459702878
6677910,0.4109093080691672
6677940,0.41249477310451177
6677970,0.41373001780003366
6678000,0.41466137882366666
6678030,0.4153307774414303
6678060,0.4157759365587127
6678090,0.4160301022334314
6678120,0.41612204983045376
6678150,0.4160765209649383
6678180,0.415914818881132
6678210,0.4156553578484691
6678240,0.4153140951992119
6678270,0.41490486260822657
6678300,0.41443963696211644
6678330,0.41392877686913204
6678360,0.41338123331247406
6678390,0.4128047351479286
6678420,0.4122059494960254
6678450,0.41159061889243487
6678480,0.4109636784423376
6678510,0.41032150456611277
6678540,0.4095363839049874
6678570,0.4085191308419966
6678600,0.40728606765668196
6678630,0.405875722043437
6678660,0.404323493487048
6678690,0.40265932600278315
6678720,0.40090941919637213
6678750,0.399097330250872
6678780,0.39724549094675404
6678810,0.395372170471017
6678840,0.3934934936721815
6678870,0.39162395000197353
6678900,0.3897762234669517
6678930,0.3879611798017577
6678960,0.3861879445701608
6678990,0.3844641455979765
6679020,0.38279598734458115
6679050,0.38118852126010444
6679080,0.3796456252219401
6679110,0.3781700928767937
6679140,0.3767638638743513
6679170,0.37542803060158314
6679200,0.3741629650952561
6679230,0.3729683629959247
6679260,0.37184341408691884
6679290,0.3707867898966152
6679320,0.36979668045787173
6679350,0.3688707739753037
6679380,0.3680063004913462
6679410,0.367200117875086
6679440,0.3664488034822318
6679470,0.36574875213634084
6679500,0.3650962839302879
6679530,0.3644877050794442
6679560,0.36391938616788816
6679590,0.3633877977224498
6679620,0.3628895490222735
6679650,0.3624213919434961
6679680,0.3619802660461056
6679710,0.36156328260994086
6679740,0.36116773206068836
6679770,0.3607910857939196
6679800,0.3604309932250458
6679830,0.36008527715780264
6679860,0.3597519365822372
6679890,0.3594291226158247
6679920,0.35911516923507364
6679950,0.35880852606997626
6679980,0.3585078414292692
6680010,0.35821182938764107
6680040,0.3579194310651436
6680070,0.357629589651781
6680100,0.3573414919505524
6680130,0.3570543489051128
6680160,0.35676752669187994
6680190,0.35648035036206754
6680220,0.35619246296212365
6680250,0.3559033950044058
6680280,0.35561289757795445
6680310,0.35532065413786407
6680340,0.3550264998123017
6680370,0.3547301995801863
6680400,0.3544319362141312
6680430,0.3541312084080468
6680460,0.35382836002401497
6680490,0.35352326887342217
6680520,0.3532159719613617
6680550,0.35290653249290127
6680580,0.352595033002804
6680610,0.35228157817557926
6680640,0.3519662900997166
6680670,0.35164930451710197
6680700,0.35133076892136533
6680730,0.3510108407740885
6680760,0.3506896863160595
6680790,0.3503674810711811
6680820,0.3500444183034369
6680850,0.34972066187795425
6680880,0.34939634570433514
6680910,0.3490715934979073
6680940,0.3487465275577991
6680970,0.34842126981771887
6681000,0.34809594053224474
6681030,0.34777065700587523
6681060,0.34744553284978863
6681090,0.3471206776242668
6681120,0.34679619667897216
6681150,0.3464721910878747
6681180,0.34614875763875186
6681210,0.34582598886448246
6681240,0.34550397311064457
6681270,0.34518279463451335
6681300,0.34486253373053094
6681330,0.34454326687726333
6681360,0.3442250669014886
6681390,0.3439080031556962
6681420,0.34359214170562685
6681450,0.3432775455252509
6681480,0.3429642746966927
6681510,0.3426523866133021
6681540,0.34234193618455305
6681570,0.3420329760419342
6681600,0.34172555674571725
6681630,0.34139291616283524
6681660,0.34100631533148007
6681690,0.34055979106846673
6681720,0.3400512127227152
6681750,0.3394787840945283
6681780,0.33884139012328673
6681810,0.3381385918311965
6681840,0.3373706873422524
6681870,0.3365384226931509
6681900,0.3356431751133761
6681930,0.33468657277054625
6681960,0.3336707372129968
6681990,0.3325980177343566
6682020,0.33147092727504623
6682050,0.3302922133112217
6682080,0.3290646671135928
6682110,0.32779114819377986
6682140,0.3264745409667872
6682170,0.32511770683426505
6682200,0.3237234635938841
6682230,0.3222945438902689
6682260,0.3208336082554018
6682290,0.3193431749992935
6682320,0.317825664028023
6682350,0.3162833769886948
6682380,0.3147184793215135
6682410,0.31313300149048773
6682440,0.3115288386979908
6682470,0.3099077529142524
6682500,0.3082713764127763
6682530,0.30662120128234716
6682560,0.3049585852964616
6682590,0.30328476056621545
6682620,0.30160084039758517
6682650,0.2999078252243982
6682680,0.2982066084952885
6682710,0.29649798279344813
6682740,0.29478264613674515
6682770,0.2930612083355431
6682800,0.2913341973161666
6682830,0.2896020653479892
6682860,0.2878651951324047
6682890,0.2861239055252696
6682920,0.28437845750466095
6682950,0.28262905871110916
6682980,0.2808758680736885
6683010,0.27911900098005765
6683040,0.2773585346296575
6683070,0.2755945130722698
6683100,0.2738269517239328
6683130,0.2720558413547295
6683160,0.27028115151865506
6683190,0.2685028338099785
6683220,0.2667208251867383
6683250,0.26493505055050964
6683280,0.2631454252100972
6683310,0.26135185618594103
6683340,0.2595542432733794
6683370,0.2577524786741261
6683400,0.25594644637147174
6683430,0.2541360194486968
6683460,0.2523210578506608
6683490,0.250501407009954
6683520,0.24867689681447114
6683550,0.2468473487783955
6683580,0.24501257325405257
6683610,0.24317237410116532
6683640,0.2413265437650789
6683670,0.2394748700317805
6683700,0.2376171306083889
6683730,0.2357531034178338
6683760,0.23388256213521727
6683790,0.23200528691200917
6683820,0.23012105944438063
6683850,0.22822967174207115
6683880,0.2263309242919728
6683910,0.22442463410578337
6683940,0.2225106304367196
6683970,0.22058875449792678
6684000,0.21865885299588803
6684030,0.21672077848861887
6684060,0.2147743758002968
6684090,0.2128194220313517
6684120,0.21085569089545433
6684150,0.20888304662783563
6684180,0.2069014064006238
6684210,0.2049106912081504
6684240,0.20291080861273797
6684270,0.20090166149684494
6684300,0.19888315848217017
6684330,0.196855219484187
6684360,0.19481776936290665
6684390,0.19277073016983823
6684420,0.19071401217960535
6684450,0.1886475070009895
6684480,0.18657108909298759
6684510,0.1844846176078461
6684540,0.1823879418225298
6684570,0.18028090625437126
6684600,0.17816335622512308
6684630,0.1760351404073728
6684660,0.17389611292857787
6684690,0.17174613296902852
6684720,0.16958506486904015
6684750,0.16741277419620576
6684780,0.16522912478000662
6684810,0.16303397282235144
6684840,0.16082715900758732
6684870,0.1586085780640207
6684900,0.1563780969166253
6684930,0.1541351982548889
6684960,0.15187921693112977
6684990,0.14960950549653418
6685020,0.14732551100210184
6685050,0.14502674617335637
6685080,0.14271281633111949
6685110,0.14038341156658363
6685140,0.13803830526984628
6685170,0.13567735607816328
6685200,0.133300497081809
6685230,0.1309328403434357
6685260,0.1286087221358791
6685290,0.12633137989477145
6685320,0.12410517572551821
6685350,0.12193343428910255
6685380,0.11981877242962084
6685410,0.11776321776963072
6685440,0.11576818332408073
6685470,0.11383453669343893
6685500,0.11196281783944258
6685530,0.11015322392214785
6685560,0.10840546380668734
6685590,0.10671888106675873
6685620,0.10509262024189284
6685650,0.10352565909521161
6685680,0.10201676424459942
6685710,0.10056448751720869
6685740,0.09916721231882396
6685770,0.09782311485657477
6685800,0.09653015019214922
6685830,0.09528611919999128
6685860,0.09408877991381243
6685890,0.09293587499390886
6685920,0.09182515883962149
6685950,0.09075433710064239
6685980,0.08972118133759076
6686010,0.08872339529735791
6686040,0.08775888542630535
6686070,0.08682545700075657
6686100,0.08592107867910267
6686130,0.08504371037172
6686160,0.08419145341358651
6686190,0.08336242401436214
6686220,0.08255486943222562
6686250,0.08176707414329054
6686280,0.080997446427992
6686310,0.08024444244307914
6686340,0.07950663569910273
6686370,0.07878265333022189
6686400,0.0780712343788919
6686430,0.07737117312509818
6686460,0.07668137018711714
6686490,0.07600078001401932
6686520,0.0753284581094206
6686550,0.07466351035801318
6686580,0.07400513870169953
6686610,0.07335259028312549
6686640,0.0727052032667503
6686670,0.07206236035957053
6686700,0.07142351422521291
6686730,0.07078817586985434
6686760,0.07015591091212513
6686790,0.06952633383607325
6686820,0.06889910268773529
6686850,0.06827391739852295
6686880,0.06765052246827256
6686910,0.06702871072234778
6686940,0.0664083229760237
6686970,0.06578924336172605
6687000,0.06517139349374115
6687030,0.06455472798220263
6687060,0.06393923105512436
6687090,0.06332491363454726
6687120,0.06271181099390968
6687150,0.06209998155575545
6687180,0.061489506668502725
6687210,0.060880490940253766
6687240,0.06027306308068092
6687270,0.0596673776485767
6687300,0.05906361836499164
6687330,0.058462003967277805
6687360,0.057862798516102036
6687390,0.05726633101041506
6687420,0.05667304108791707
6687450,0.05608365872601133
6687480,0.05549853082747424
6687510,0.05491736384096495
6687540,0.054339573314508005
6687570,0.05376460399841674
6687600,0.053192003037740604
6687630,0.05262136521057465
6687660,0.052052283551934746
6687690,0.05148434066419211
6687720,0.0509171200880413
6687750,0.05035021648614273
6687780,0.04978323929997433
6687810,0.04921581310750969
6687840,0.04864757789537012
6687870,0.04807819002555223
6687900,0.04750732339708439
6687930,0.04693467031723215
6687960,0.04635994610767631
6687990,0.0457829199246791
6688020,0.045203430042565794
6688050,0.0446213317214271
6688080,0.04403642641513616
6688110,0.04344852405295459
6688140,0.042857453179515496
6688170,0.042278221586535034
6688200,0.04178371679166601
6688230,0.0412732683401634
6688260,0.040738333018736
6688290,0.04019447679211549
6688320,0.039651418292260585
6688350,0.03911209711888408
6688380,0.038575420024387255
6688410,0.03803856577649166
6688440,0.037498363477349236
6688470,0.03695193408142313
6688500,0.03639714525699473
6688530,0.03583227284736507
6688560,0.03525606895487724
6688590,0.03466777548094444
6688620,0.03406684643790247
6688650,0.03345306171599772
6688680,0.03282632499604157
6688710,0.03218667164546905
6688740,0.03153424622953133
6688770,0.0308692930167243
6688800,0.030192106471700737
6688830,0.0295030340327733
6688860,0.028802471775037135
6688890,0.028090854447309535
6688920,0.027368646130591277
6688950,0.026636334142821128
6688980,0.025894423965085452
6689010,0.025143434136522518
6689040,0.02438389041444562
6689070,0.023616319506513272
6689100,0.022841243027128564
6689130,0.02205916363715596
6689160,0.02127052634079782
6689190,0.0204757431992615
6689220,0.01967521939262617
6689250,0.018869405072479174
6689280,0.01805870012696383
6689310,0.017243473760517578
6689340,0.016424089477311807
6689370,0.015600846302236692
6689400,0.014774862458662321
6689430,0.01396154589509866
6689460,0.013187532147894015
6689490,0.012487598350600822
6689520,0.011886011394382119
6689550,0.0113933319689737
6689580,0.011009351565385862
6689610,0.010726553510573963
6689640,0.010525439093381508
6689670,0.01039162452031416
6689700,0.010309537320124004
6689730,0.010263578230739869
6689760,0.010241796612595604
6689790,0.010234181044651208
6689820,0.010232873870485415
6689850,0.010232143094602086
6689880,0.01022812352873032
6689910,0.010218142788052432
6689940,0.010201169828474386
6689970,0.010176767416359698
6690000,0.010145039366714906
6690030,0.010106497428806994
6690060,0.010061923412067226
6690090,0.010012248034642917
6690120,0.009958468628644178
6690150,0.00990151123799235
6690180,0.0098422653747007
6690210,0.009781523954276991
6690240,0.00971996499323369
6690270,0.009658110306714344
6690300,0.009596389259544149
6690330,0.009535128472391918
6690360,0.00947453553947137
6690390,0.009414786059097967
6690420,0.00935590943158443
6690450,0.009297958233382968
6690480,0.009240921579416257
6690510,0.009184773447950653
6690540,0.009129466849059504
6690570,0.009074950370751062
6690600,0.009021170095540256
6690630,0.008968072344155977
6690660,0.00891560594161871
6690690,0.008863723298952722
6690720,0.00881238103472291
6690750,0.00876154034380381
6690780,0.008711167067813969
6690810,0.008661231497322328
6690840,0.008611707977604813
6690870,0.008562574391518162
6690900,0.008513811595449016
6690930,0.008465402863044915
6690960,0.008417333377516352
6690990,0.008369589797681943
6691020,0.008322159904254606
6691050,0.008275032323088927
6691080,0.008228196316111474
6691110,0.008181641628477445
6691140,0.008135358380611316
6691170,0.008089336994642754
6691200,0.008043568146339613
6691230,0.00799804273522577
6691260,0.007952751867094023
6691290,0.007907686844110237
6691320,0.007862839159093919
6691350,0.00781820049109594
6691380,0.007773762700504907
6691410,0.007729517820792859
6691440,0.007685458052493897
6691470,0.0076415757677896785
6691500,0.007597863514551267
6691530,0.007554314025267594
6691560,0.0075109202198443345
6691590,0.007467675193960066
6691620,0.007424572202091428
6691650,0.00738160463891981
6691680,0.007338766021676747
6691710,0.0072960499742326405
6691740,0.007253450206122632
6691770,0.00721096051772483
6691800,0.007168574775963044
6691830,0.0071262869013144345
6691860,0.0070840908611781665
6691890,0.007041980665081995
6691920,0.006999950360683943
6691950,0.006957994030148622
6691980,0.006916105786898111
6692010,0.00687427977298376
6692040,0.006832510157120117
6692070,0.006790791133438417
6692100,0.0067491169205404185
6692130,0.006707481760784457
6692160,0.006665879919612094
6692190,0.006624305684939416
6692220,0.0065827533666332145
6692250,0.006541217296188054
6692280,0.006499691826447346
6692310,0.006458171331423645
6692340,0.006416650206072712
6692370,0.006375122865825367
6692400,0.006333583745762862
6692430,0.006292027386119201
6692460,0.006250445403486261
6692490,0.006208818791220851
6692520,0.0061671074348605935
6692550,0.006125236608919691
6692580,0.006083091980168631
6692610,0.006040527823243252
6692640,0.005997382360676224
6692670,0.005953502673264543
6692700,0.005908765943975833
6692730,0.005863090341112669
6692760,0.005816429691540639
6692790,0.005768763069502133
6692820,0.005720087896168209
6692850,0.005670413441679029
6692880,0.0056197589946320224
6692910,0.0055681511474001385
6692940,0.0055156190710726515
6692970,0.005462193693046567
6693000,0.005407906370506076
6693030,0.005352788149777721
6693060,0.005296869362704982
6693090,0.005240179262356994
6693120,0.005182727730692115
6693150,0.0051245406009522015
6693180,0.00506566542037974
6693210,0.005006191800701615
6693240,0.004946237284632487
6693270,0.0048859284315475315
6693300,0.0048254221003655225
6693330,0.00476490419546698
6693360,0.004704545608182668
6693390,0.004644488700579968
6693420,0.00458478029892422
6693450,0.004525304836883444
6693480,0.004465823236572765
6693510,0.0044061107912993025
6693540,0.004345990256237966
6693570,0.004285323090462631
6693600,0.004223957956256799
6693630,0.004161744947767416
6693660,0.0040985072184325285
6693690,0.004034103053402051
6693720,0.003968361511430473
6693750,0.0039011924948037457
6693780,0.0038324286919381926
6693810,0.00376207711086969
6693840,0.0036899302578345928
6693870,0.0036161974475447008
6693900,0.0035406121156272958
6693930,0.003463454294504169
6693960,0.003384280110415362
6693990,0.0033041259977252026
6694020,0.003222081389977365
6694050,0.00313860077516341
6694080,0.0030536632750937597
6694110,0.002968115917863369
6694140,0.00288099770836161
6694170,0.002792684840762031
6694200,0.0027037185956134547
6694230,0.002613916862990682
