time,hvac_reaAhu_TMix_y
6658050,292.3376630857943
6658080,292.33766313925014
6658110,292.3376632010713
6658140,292.3376632715985
6658170,292.33766335143315
6658200,292.3376634410547
6658230,292.3376635409755
6658260,292.33766365149216
6658290,292.3376637732119
6658320,292.337663906483
6658350,292.3376640516714
6658380,292.3376642094252
6658410,292.3376643800836
6658440,292.3376645639707
6658470,292.33766476155427
6658500,292.33766497320084
6658530,292.33766519925
6658560,292.3376654399301
6658590,292.33766569555075
6658620,292.3376659663696
6658650,292.33766625266514
6658680,292.3376665545727
6658710,292.3376668721996
6658740,292.3376672056787
6658770,292.3376675550911
6658800,292.3376679203599
6658830,292.33766830149176
6658860,292.3376686983673
6658890,292.3376691107779
6658920,292.33766953838943
6658950,292.3376699808982
6658980,292.33767043775174
6659010,292.33767090849517
6659040,292.33767139244674
6659070,292.3376718888461
6659100,292.3376720299589
6659130,292.3376720530982
6659160,292.3376720376535
6659190,292.33767201017594
6659220,292.33767197967967
6659250,292.33767194941083
6659280,292.33767192046895
6659310,292.33767189338414
6659340,292.33767186829385
6659370,292.33767184527676
6659400,292.337671824462
6659430,292.33767180574887
6659460,292.3376717889815
6659490,292.33767177398437
6659520,292.33767176064805
6659550,292.33767174857064
6659580,292.3376717373495
6659610,292.33768296826514
6659640,292.3376867034356
6659670,292.33769607026596
6659700,292.33769903908734
6659730,292.33769989868637
6659760,292.33769976048393
6659790,292.3376964885118
6659820,292.33768923906905
6659850,292.3376771548828
6659880,292.3376597144557
6659910,292.3376363378664
6659940,292.33760643552904
6659970,292.3375693358403
6660000,292.33752429492006
6660030,292.3375152616312
6660060,292.3375148658405
6660090,292.3375152644839
6660120,292.3375153295961
6660150,292.33751629901894
6660180,292.33751629561135
6660210,292.33751628975847
6660240,292.33751629046174
6660270,292.337516296539
6660300,292.3375141808701
6660330,292.3375117419995
6660360,292.33750795406326
6660390,292.337485992326
6660420,292.3374386605025
6660450,292.3374203116934
6660480,292.3374207131046
6660510,292.3374181515504
6660540,292.33741613222196
6660570,292.33740807417394
6660600,292.3374081563414
6660630,292.33740806996974
6660660,292.33740747622824
6660690,292.33739965698805
6660720,292.3373986859903
6660750,292.3373986898668
6660780,292.3373986864738
6660810,292.3373986820783
6660840,292.33739872283394
6660870,292.3373987279053
6660900,292.3373986515759
6660930,292.3373985497561
6660960,292.3373986840067
6660990,292.33739870549186
6661020,292.3373987106171
6661050,292.3373998650752
6661080,292.337404512241
6661110,292.3374057939072
6661140,292.3374062631679
6661170,292.3374063252475
6661200,292.3374064072947
6661230,292.33740592742873
6661260,292.3374075666218
6661290,292.33740104601463
6661320,292.33741366498106
6661350,292.33742723018236
6661380,292.33743808607153
6661410,292.3374447470456
6661440,292.33744354870737
6661470,292.33743916814603
6661500,292.3374284388382
6661530,292.33742368580135
6661560,292.3374305693078
6661590,292.3374371044102
6661620,292.3374376304811
6661650,292.33743403926724
6661680,292.33742850276826
6661710,292.3374181170287
6661740,292.3374086028673
6661770,292.33739355355806
6661800,292.33739721504367
6661830,292.3373973702587
6661860,292.33739931930774
6661890,292.3373910955341
6661920,292.3373852081583
6661950,292.33738337496106
6661980,292.3373812443208
6662010,292.33738062994684
6662040,292.33737951473745
6662070,292.33737914294335
6662100,292.33737899564073
6662130,292.3373788596976
6662160,292.33737863775224
6662190,292.33737836328925
6662220,292.33737811091015
6662250,292.3373778494315
6662280,292.33737754269276
6662310,292.3373771787448
6662340,292.3373767574505
6662370,292.3373762812127
6662400,292.3373757523282
6662430,292.3373751724854
6662460,292.3373745427795
6662490,292.33737386323827
6662520,292.3373731328031
6662550,292.33737234914497
6662580,292.3373715084643
6662610,292.33737060587663
6662640,292.3373696348787
6662670,292.3373685878345
6662700,292.3373674558419
6662730,292.33736622868855
6662760,292.33736489551444
6662790,292.3373634442944
6662820,292.3373618625367
6662850,292.3373601372044
6662880,292.337358254908
6662910,292.3373562021894
6662940,292.3373539656635
6662970,292.3373515324133
6663000,292.3373488898122
6663030,292.33734602606455
6663060,292.33734293032353
6663090,292.3373395928128
6663120,292.33733600496265
6663150,292.33733215981607
6663180,292.3373280519545
6663210,292.337323677743
6663240,292.3373190353927
6663270,292.33731412501396
6663300,292.3373089487522
6663330,292.33730351121756
6663360,292.3373016971213
6663390,292.3373010902956
6663420,292.33730088476653
6663450,292.3373008114447
6663480,292.3373007805579
6663510,292.3373007618402
6663540,292.33730074528415
6663570,292.33730072782333
6663600,292.3373007084696
6663630,292.33730069631065
6663660,292.3373006871949
6663690,292.3373006794849
6663720,292.33730067242345
6663750,292.3373006659282
6663780,292.3373006600029
6663810,292.3372930646416
6663840,292.33728292993794
6663870,292.3372708639541
6663900,292.33725739057456
6663930,292.3372428616567
6663960,292.3372274214616
6663990,292.3372111187258
6664020,292.33719397165555
6664050,292.3371759927482
6664080,292.3371571932322
6664110,292.33713758381776
6664140,292.33711717668103
6664170,292.33709598365135
6664200,292.3370740179347
6664230,292.3370512932782
6664260,292.3370278238445
6664290,292.3370036244005
6664320,292.3369787107435
6664350,292.33695309866823
6664380,292.3369268046031
6664410,292.3368998458925
6664440,292.33687223970566
6664470,292.3368440040373
6664500,292.33681515699357
6664530,292.33678571728115
6664560,292.33675570379796
6664590,292.3367251352694
6664620,292.33669403199
6664650,292.3366624125188
6664680,292.33663029732526
6664710,292.3365977062549
6664740,292.3365646591269
6664770,292.3365311760705
6664800,292.3364972777417
6664830,292.3364629838231
6664860,292.3364283147075
6664890,292.3363932908234
6664920,292.33635793214336
6664950,292.3363222584189
6664980,292.33628629029
6665010,292.3362500471349
6665040,292.3362135487628
6665070,292.3361768146397
6665100,292.33613986410495
6665130,292.3361027161966
6665160,292.33606539000164
6665190,292.33602790404336
6665220,292.3359902767096
6665250,292.33595252571837
6665280,292.33591466937816
6665310,292.33587672457367
6665340,292.33583870885286
6665370,292.33580063874274
6665400,292.3357625308312
6665430,292.33572506308445
6665460,292.33568618178475
6665490,292.3356481587183
6665520,292.33561029764024
6665550,292.3355724004789
6665580,292.3355345076651
6665610,292.3354966656655
6665640,292.3354588999239
6665670,292.33542122546936
6665700,292.33538365520803
6665730,292.33534620103865
6665760,292.3353088746917
6665790,292.3352716870415
6665820,292.3352346491498
6665850,292.3351977709789
6665880,292.3351610625907
6665910,292.33512453361175
6665940,292.3350881927929
6665970,292.33505204921624
6666000,292.3350161109951
6666030,292.3349803862269
6666060,292.3349448822346
6666090,292.3349096065961
6666120,292.3348745661246
6666150,292.33483976729536
6666180,292.3348052164349
6666210,292.33477091958207
6666240,292.33473688226
6666270,292.3347031099614
6666300,292.3346696075652
6666330,292.3346363804663
6666360,292.33460343264943
6666390,292.33457076908076
6666420,292.33453839346595
6666450,292.33450631032053
6666480,292.33447452303074
6666510,292.3344430356677
6666540,292.3344118515056
6666570,292.3343809740374
6666600,292.3343504064546
6666630,292.3343201521556
6666660,292.334290214008
6666690,292.33426059529216
6666720,292.33423129886046
6666750,292.33420232776734
6666780,292.33417368471777
6666810,292.3341453730285
6666840,292.33411739524917
6666870,292.3340897546632
6666900,292.33406245383844
6666930,292.33403549642145
6666960,292.33400888495163
6666990,292.33398262276944
6667020,292.33395671323086
6667050,292.33393115943767
6667080,292.33390596518643
6667110,292.3338811334871
6667140,292.33385666857714
6667170,292.33383257370673
6667200,292.3338088532626
6667230,292.3338009464951
6667260,292.3337983096266
6667290,292.33379742964667
6667320,292.3337971364235
6667350,292.3337970389517
6667380,292.3337970066636
6667410,292.33379699617575
6667440,292.3337969930114
6667470,292.3337969924332
6667500,292.3337969929231
6667530,292.33379699394754
6667560,292.3337969952769
6667590,292.33379699679824
6667620,292.3337969984126
6667650,292.3337970000797
6667680,292.3337970016714
6667710,292.33379700315203
6667740,292.3337970043693
6667770,292.33379700529696
6667800,292.3337970058309
6667830,292.33379700587653
6667860,292.33379700528536
6667890,292.3337970039112
6667920,292.333797001695
6667950,292.33379699866174
6667980,292.33379699449
6668010,292.33379698925324
6668040,292.33379698287825
6668070,292.33379697531086
6668100,292.3337969665455
6668130,292.33379695651655
6668160,292.3337969451859
6668190,292.3337969325891
6668220,292.3337969187587
6668250,292.33379690368923
6668280,292.3337968874078
6668310,292.33379686988525
6668340,292.3337968512811
6668370,292.33379683154504
6668400,292.3337968107962
6668430,292.3337967891775
6668460,292.33379676666647
6668490,292.33379674346844
6668520,292.3337967196384
6668550,292.33379669520946
6668580,292.3337966702041
6668610,292.3337966448076
6668640,292.3337966192047
6668670,292.33379659331695
6668700,292.33379656723383
6668730,292.3337965410224
6668760,292.33379651478583
6668790,292.3337964886381
6668820,292.3337964626229
6668850,292.3337964368096
6668880,292.3337964112883
6668910,292.33379638607414
6668940,292.3337963612222
6668970,292.3337963366757
6669000,292.33379631263585
6669030,292.33379628870597
6669060,292.33379626505354
6669090,292.33379624186665
6669120,292.3337962190427
6669150,292.33379619659473
6669180,292.33379617459144
6669210,292.33379615312026
6669240,292.33379613214646
6669270,292.33379611173245
6669300,292.33379609177314
6669330,292.33379607232234
6669360,292.33379605347335
6669390,292.33379603511133
6669420,292.3337960173913
6669450,292.3337960001876
6669480,292.33379598342884
6669510,292.33379596726667
6669540,292.33379595160176
6669570,292.3337959364543
6669600,292.3337959217819
6669630,292.33379590754305
6669660,292.3338053788242
6669690,292.33381674256754
6669720,292.3338273630131
6669750,292.3338365091957
6669780,292.33384400399143
6669810,292.33384985255066
6669840,292.3338541319994
6669870,292.33385694794595
6669900,292.33385842060954
6669930,292.3338586791675
6669960,292.33385785925515
6669990,292.3338561037803
6670020,292.3338535609477
6670050,292.3338503859768
6670080,292.3338467391025
6670110,292.3338427867765
6670140,292.33383870073095
6670170,292.33383465820236
6670200,292.3338308418138
6670230,292.3338274384307
6670260,292.33382464096104
6670290,292.3338226460047
6670320,292.3338216547824
6670350,292.3338218727415
6670380,292.33382350941565
6670410,292.333826777473
6670440,292.3338318934531
6670470,292.3338390769727
6670500,292.33384855021774
6670530,292.3338605379881
6670560,292.33387526724823
6670590,292.3338929670724
6670620,292.33391386734604
6670650,292.3339381997206
6670680,292.33396619610716
6670710,292.3339980887675
6670740,292.3340341101
6670770,292.33407449097035
6670800,292.3341194619999
6670830,292.3341344516311
6670860,292.3341394475479
6670890,292.33414111226165
6670920,292.33413284051716
6670950,292.33412237973437
6670980,292.3341102135468
6671010,292.3340974278773
6671040,292.3340846820148
6671070,292.33407219007364
6671100,292.33405997630933
6671130,292.334048009796
6671160,292.3340362472566
6671190,292.3340246424621
6671220,292.3340131493079
6671250,292.33400172234167
6671280,292.33399031800957
6671310,292.33397889301597
6671340,292.3339674060139
6671370,292.3339558164826
6671400,292.3339440855349
6671430,292.333932175115
6671460,292.33392004899565
6671490,292.3339076713594
6671520,292.3338950083874
6671550,292.3338820267921
6671580,292.3338686949541
6671610,292.3338549822475
6671640,292.33384085873826
6671670,292.3338262965907
6671700,292.3338112685652
6671730,292.33379574807753
6671760,292.3337797107624
6671790,292.3337631324921
6671820,292.33374599042645
6671850,292.3337282632058
6671880,292.333709930238
6671910,292.3336909718733
6671940,292.3336713698618
6671970,292.3336511068783
6672000,292.33363016692635
6672030,292.3336085342972
6672060,292.3335861954022
6672090,292.3335631367698
6672120,292.333539346717
6672150,292.3335148136994
6672180,292.3334895282811
6672210,292.3334634809113
6672240,292.3334366642075
6672270,292.33340907044345
6672300,292.3333806943185
6672330,292.3333515302837
6672360,292.33332157439
6672390,292.3332908237097
6672420,292.3332592759505
6672450,292.33322692992425
6672480,292.3331937851634
6672510,292.3331598425784
6672540,292.33312510381705
6672570,292.333089570854
6672600,292.333053247772
6672630,292.33305528700924
6672660,292.333064454917
6672690,292.33306339324525
6672720,292.33306292790303
6672750,292.33306292619807
6672780,292.3330629248477
6672810,292.33306292381945
6672840,292.33306292270845
6672870,292.3330629212637
6672900,292.33306291907195
6672930,292.3330629157802
6672960,292.3330629110515
6672990,292.3330629040476
6673020,292.3330628943889
6673050,292.33306288114704
6673080,292.3330628635838
6673110,292.3330628406546
6673140,292.3330628115217
6673170,292.33306277499065
6673200,292.33306272980565
6673230,292.33306267479634
6673260,292.33306267257143
6673290,292.3330626702771
6673320,292.3330626675671
6673350,292.33306266400496
6673380,292.33306265910954
6673410,292.3330626523491
6673440,292.3330626430964
6673470,292.3330626307409
6673500,292.33306261436536
6673530,292.3330625932038
6673560,292.33306256646017
6673590,292.3330625653766
6673620,292.3330625641481
6673650,292.3330625622371
6673680,292.33306255914573
6673710,292.3330625541735
6673740,292.3330625467331
6673770,292.333062536158
6673800,292.3330625217729
6673830,292.33306250293225
6673860,292.3330625027609
6673890,292.3330625023951
6673920,292.3330625014446
6673950,292.333062499214
6673980,292.33306249543443
6674010,292.3330624894914
6674040,292.3330624810423
6674070,292.33306246947774
6674100,292.3330624546356
6674130,292.33306245458294
6674160,292.33306245431845
6674190,292.3330624535691
6674220,292.33306245207467
6674250,292.3330624496151
6674280,292.3330624460636
6674310,292.3330624412412
6674340,292.33306243494224
6674370,292.33306242720954
6674400,292.33306241795617
6674430,289.1885638871349
6674460,290.0719490027855
6674490,290.19558744583406
6674520,290.1555631614915
6674550,290.0735124022829
6674580,289.99122338100386
6674610,289.9193134266758
6674640,289.85742486578704
6674670,289.80246062073184
6674700,289.75139038053123
6674730,289.7020701166942
6674760,289.65322738555545
6674790,289.60408802278437
6674820,289.5541126735107
6674850,289.50288256318834
6674880,289.45013621158057
6674910,289.3958599413374
6674940,289.34010514204346
6674970,289.2830063096213
6675000,289.22469550090835
6675030,289.16527545496734
6675060,289.104837965222
6675090,289.04344783141727
6675120,288.9811621551816
6675150,288.9180267036311
6675180,288.8540752415151
6675210,288.7893256510824
6675240,288.72382519389834
6675270,288.65761243236994
6675300,288.5906760896694
6675330,288.523008209424
6675360,288.4546181919352
6675390,288.3855177210722
6675420,288.31569895621885
6675450,288.2451895560621
6675480,288.1740023636113
6675510,288.10217455969
6675540,288.0297448498708
6675570,287.9567647838082
6675600,287.883320917209
6675630,287.8121648711269
6675660,287.8147215908332
6675690,287.8226182575937
6675720,287.8305645765841
6675750,287.8385449368688
6675780,287.8465759859037
6675810,287.8546767472289
6675840,287.8628560189679
6675870,287.87112514177556
6675900,287.879496901967
6675930,287.8828377107917
6675960,287.8835972451328
6675990,287.88381498543043
6676020,287.8839344372809
6676050,287.8840999249625
6676080,287.88435613251323
6676110,287.88471366501676
6676140,287.885170114772
6676170,287.88571801237816
6676200,287.8863482008417
6676230,287.88705163839035
6676260,287.887820425136
6676290,287.8886481864512
6676320,287.8895301540785
6676350,287.89046305450535
6676380,287.89144464783567
6676410,287.89247356423147
6676440,287.8935488420363
6676470,287.8946698803439
6676500,287.8958363252836
6676530,287.8970479640174
6676560,287.89830467731895
6676590,287.89960643629036
6676620,287.90095331583893
6676650,287.90234550135415
6676680,287.9037832781484
6676710,287.66667296696613
6676740,287.1344835225864
6676770,286.6754684276598
6676800,286.3155433471887
6676830,286.0482608924419
6676860,285.85418840996743
6676890,285.7118847117387
6676920,285.60325275999884
6676950,285.5155907027672
6676980,285.44099804753506
6677010,285.3754406709652
6677040,285.327915671732
6677070,285.2867693780659
6677100,285.230193441546
6677130,285.1777470575347
6677160,285.1340772888098
6677190,285.09804485556253
6677220,285.06788442203134
6677250,285.04241714075624
6677280,285.0207330400519
6677310,285.0022662091019
6677340,284.9865944385772
6677370,284.9733703368744
6677400,284.96253910510245
6677430,284.95241678642503
6677460,284.94280937305626
6677490,284.9377819745726
6677520,284.93396492693665
6677550,284.9299393843322
6677580,284.92622378651805
6677610,284.9235658270245
6677640,284.922083111739
6677670,284.921416139371
6677700,284.9211497271022
6677730,284.9210156927071
6677760,284.92090979708126
6677790,284.920814322394
6677820,284.9207386469682
6677850,284.92069948507304
6677880,284.92070570347266
6677910,284.920755185281
6677940,284.9208362671587
6677970,284.9209290146887
6678000,284.9210125931631
6678030,284.9211044654036
6678060,284.92123445606717
6678090,284.92139536725364
6678120,284.92157020847094
6678150,284.92175005517163
6678180,284.9219322805851
6678210,284.9221180755223
6678240,284.9223104349596
6678270,284.9225122095712
6678300,284.92272567990597
6678330,284.9229529403621
6678360,284.92319607855717
6678390,284.9234571078795
6678420,284.92373778593566
6678450,284.92403943023703
6678480,284.92436290814777
6678510,284.9252009830412
6678540,284.9325444096331
6678570,284.9437492550056
6678600,284.9535605835604
6678630,284.96035765220586
6678660,284.9645946761544
6678690,284.9670994298205
6678720,284.96850013569997
6678750,284.9691748925605
6678780,284.9695612631599
6678810,284.9702874588214
6678840,284.9711522065606
6678870,284.97171641001376
6678900,284.97176294204866
6678930,284.971291663148
6678960,284.97041520053045
6678990,284.96926204654056
6679020,284.96793855987966
6679050,284.96652276383
6679080,284.96505853018346
6679110,284.9634784827476
6679140,284.9616392564342
6679170,284.95950061371946
6679200,284.9571557251926
6679230,284.95478852030647
6679260,284.9525782382367
6679290,284.9506503252085
6679320,284.94906687680276
6679350,284.947838746692
6679380,284.9469409479912
6679410,284.94632985183375
6679440,284.9459550686668
6679470,284.9457692675195
6679500,284.94573426371005
6679530,284.94581792998724
6679560,284.9459935818145
6679590,284.94623944828453
6679620,284.9465372753208
6679650,284.9468720024229
6679680,284.9472318242326
6679710,284.947607363436
6679740,284.94799144857114
6679770,284.9483790439418
6679800,284.948766162175
6679830,284.9491514913266
6679860,284.9495302463713
6679890,284.94990746320855
6679920,284.95027153187215
6679950,284.9506381474604
6679980,284.95098321026853
6680010,284.95133811938575
6680040,284.9516603058053
6680070,284.95200179671514
6680100,284.95230777855164
6680130,284.9526154419713
6680160,284.9528966678445
6680190,284.9531929001467
6680220,284.9534426965205
6680250,284.9537028320707
6680280,284.95393840355786
6680310,284.95416071085356
6680340,284.9543707226813
6680370,284.9545493255365
6680400,284.95476556837156
6680430,284.95487582596434
6680460,284.95502057497697
6680490,284.9551418100249
6680520,284.9552388274426
6680550,284.955318298484
6680580,284.9553782974132
6680610,284.95541779389214
6680640,284.95543717288
6680670,284.95543624110155
6680700,284.9554146451129
6680730,284.95537211584974
6680760,284.95530839238324
6680790,284.9552232345985
6680820,284.9551164326118
6680850,284.95498778749857
6680880,284.95483709967976
6680910,284.9546641671581
6680940,284.9544687868268
6680970,284.9542507553977
6681000,284.9540098684628
6681030,284.9537459183984
6681060,284.953458692558
6681090,284.9531479725954
6681120,284.95281353480146
6681150,284.9524551508608
6681180,284.952072588496
6681210,284.9516656118021
6681240,284.95123398137173
6681270,284.9507774543774
6681300,284.9502957847276
6681330,284.94978872331006
6681360,284.94925601827146
6681390,284.94869741530584
6681420,284.9481126579476
6681450,284.94750148784095
6681480,284.94686364502746
6681510,284.94619886820976
6681540,284.94550689501506
6681570,284.9447874622372
6681600,284.94404030631597
6681630,284.9433542011412
6681660,284.942863482451
6681690,284.9425472513065
6681720,284.94235101941604
6681750,284.9422324238626
6681780,284.94215943997466
6681810,284.942113697425
6681840,284.94208322662587
6681870,284.94206170216086
6681900,284.9420473083711
6681930,284.9420392967594
6681960,284.94203844536855
6681990,284.9420458694206
6682020,284.94206240258666
6682050,284.9420886809876
6682080,284.9421253850224
6682110,284.94217199525167
6682140,284.94222816623113
6682170,284.94229295452095
6682200,284.9423652240667
6682230,284.94244377982557
6682260,284.9425274351709
6682290,284.94261532022654
6682320,284.94270671981724
6682350,284.94280112338294
6682380,284.94289825363023
6682410,284.9429978594542
6682440,284.9431005877465
6682470,284.94320683570714
6682500,284.9433161779121
6682530,284.94342799145977
6682560,284.9435417235384
6682590,284.94365691594237
6682620,284.9437731749622
6682650,284.9438901391588
6682680,284.94400744455055
6682710,284.94412470958184
6682740,284.9442415267894
6682770,284.9443574622703
6682800,284.9444720531691
6682830,284.94458480618175
6682860,284.94469519281256
6682890,284.9448026526771
6682920,284.9449066168216
6682950,284.94500661449587
6682980,284.9451021635058
6683010,284.94519259613827
6683040,284.94527697633987
6683070,284.9453541450283
6683100,284.94542281434974
6683130,284.9454816338766
6683160,284.9455291860553
6683190,284.94556396626814
6683220,284.9455843389532
6683250,284.9455888376411
6683280,284.94557624116703
6683310,284.94554605558614
6683340,284.94549873370806
6683370,284.94543640754523
6683400,284.9453632982677
6683430,284.94528659074507
6683460,284.9452160469666
6683490,284.9451628032634
6683520,284.94513811386014
6683550,284.94514686440056
6683580,284.9451898718219
6683610,284.9452616292061
6683640,284.94535714176453
6683670,284.945469814652
6683700,284.94559778814744
6683730,284.9457374836594
6683760,284.9458890061974
6683790,284.94604880381047
6683820,284.94621616604127
6683850,284.946387102944
6683880,284.94656012859747
6683910,284.9467315534819
6683940,284.94690028593027
6683970,284.94706468229793
6684000,284.94722545674966
6684030,284.94738255015767
6684060,284.9475368485365
6684090,284.9476897429638
6684120,284.94783778596883
6684150,284.9479591992156
6684180,284.94802561679995
6684210,284.9480262798926
6684240,284.9479772212775
6684270,284.94791008835534
6684300,284.94785767212517
6684330,284.9478412225839
6684360,284.94786995979564
6684390,284.94794221467845
6684420,284.9480498744158
6684450,284.9481820458464
6684480,284.94832842834967
6684510,284.94847979929983
6684540,284.9486289713053
6684570,284.94877071875635
6684600,284.9489013766333
6684630,284.9490186157777
6684660,284.9491211666541
6684690,284.94920846318837
6684720,284.94928066253686
6684750,284.94933828735986
6684780,284.94938242616985
6684810,284.94941469572484
6684840,284.94943755342615
6684870,284.9494448399364
6684900,284.9494410097888
6684930,284.9494741898636
6684960,284.9495503198024
6684990,284.949643784638
6685020,284.94971998708024
6685050,284.94975326092424
6685080,284.9497416336606
6685110,284.9497022417127
6685140,284.9496582453695
6685170,284.94962824757056
6685200,284.9496212395472
6685230,284.94964747420494
6685260,284.9496858753144
6685290,284.94971316081865
6685320,284.9497254954293
6685350,284.94972527378366
6685380,284.949716602798
6685410,284.94970332785226
6685440,284.94968843348965
6685470,284.94967394380967
6685500,284.9496614850508
6685530,284.9496522609004
6685560,284.94964738694074
6685590,284.94964759752855
6685620,284.9496539186339
6685650,284.94966696508254
6685680,284.94968760014496
6685710,284.94971609230714
6685740,284.94975307472146
6685770,284.94979864684854
6685800,284.94985307796594
6685830,284.9499165638857
6685860,284.9499884297059
6685890,284.95007030826196
6685920,284.9501585400817
6685950,284.9502602677626
6685980,284.9503613208799
6686010,284.9504880092077
6686040,284.95059743105986
6686070,284.95074509455
6686100,284.95086628842864
6686130,284.9510260267482
6686160,284.95116909408597
6686190,284.95133832195216
6686220,284.9514957792464
6686250,284.95167647342
6686280,284.9518480562809
6686310,284.9520392008715
6686340,284.95222307561716
6686370,284.95242438803075
6686400,284.9526193484621
6686430,284.95283034336285
6686460,284.95303539252046
6686490,284.9532556048777
6686520,284.9534698173398
6686550,284.9536988566626
6686580,284.9539214559381
6686610,284.95415899744955
6686640,284.9543937423827
6686670,284.95463142357477
6686700,284.95487510010776
6686730,284.9551228580363
6686760,284.9553738359159
6686790,284.95562843279276
6686820,284.95588672772675
6686850,284.95614889874383
6686880,284.95641533326796
6686910,284.9566863443074
6686940,284.95696197605736
6686970,284.9572419731581
6687000,284.9575258905361
6687030,284.9578133216956
6687060,284.9581040696619
6687090,284.95839813256003
6687120,284.95869557194317
6687150,284.9589964135952
6687180,284.9593006428399
6687210,284.959608250722
6687240,284.95991926427854
6687270,284.96023373861334
6687300,284.9605517323988
6687330,284.96087329488364
6687360,284.9611984704335
6687390,284.96152730805926
6687420,284.9618598639897
6687450,284.96219619642517
6687480,284.962536359691
6687510,284.96288040644816
6687540,284.96322840049686
6687570,284.9635804338971
6687600,284.9639366340916
6687630,284.9642971507707
6687660,284.9646621287176
6687690,284.9650316864885
6687720,284.96540591562444
6687750,284.9657848957571
6687780,284.96616870818366
6687810,284.9665574370133
6687840,284.9669511624017
