time,hvac_oveAhu_yOA_u
6659130,0.0
6659160,0.0
6659190,0.0
6659220,0.0
6659250,0.0
6659280,0.0
6659310,0.0
6659340,0.0
6659370,0.0
6659400,0.0
6659430,0.0
6659460,0.0
6659490,0.0
6659520,0.0
6659550,0.0
6659580,0.0
6659610,0.0
6659640,0.0
6659670,0.0
6659700,0.0
6659730,0.0
6659760,0.0
6659790,0.0
6659820,0.0
6659850,0.0
6659880,0.0
6659910,0.0
6659940,0.0
6659970,0.0
6660000,0.0
6660030,0.0
6660060,0.0
6660090,0.0
6660120,0.0
6660150,0.0
6660180,0.0
6660210,0.0
6660240,0.0
6660270,0.0
6660300,0.0
6660330,0.0
6660360,0.0
6660390,0.0
6660420,0.0
6660450,0.0
6660480,0.0
6660510,0.0
6660540,0.0
6660570,0.0
6660600,0.0
6660630,0.0
6660660,0.0
6660690,0.0
6660720,0.0
6660750,0.0
6660780,0.0
6660810,0.0
6660840,0.0
6660870,0.0
6660900,0.0
6660930,0.0
6660960,0.0
6660990,0.0
6661020,0.0
6661050,0.0
6661080,0.0
6661110,0.0
6661140,0.0
6661170,0.0
6661200,0.0
6661230,0.0
6661260,0.0
6661290,0.0
6661320,0.0
6661350,0.0
6661380,0.0
6661410,0.0
6661440,0.0
6661470,0.0
6661500,0.0
6661530,0.0
6661560,0.0
6661590,0.0
6661620,0.0
6661650,0.0
6661680,0.0
6661710,0.0
6661740,0.0
6661770,0.0
6661800,0.0
6661830,0.0
6661860,0.0
6661890,0.0
6661920,0.0
6661950,0.0
6661980,0.0
6662010,0.0
6662040,0.0
6662070,0.0
6662100,0.0
6662130,0.0
6662160,0.0
6662190,0.0
6662220,0.0
6662250,0.0
6662280,0.0
6662310,0.0
6662340,0.0
6662370,0.0
6662400,0.0
6662430,0.0
6662460,0.0
6662490,0.0
6662520,0.0
6662550,0.0
6662580,0.0
6662610,0.0
6662640,0.0
6662670,0.0
6662700,0.0
6662730,0.0
6662760,0.0
6662790,0.0
6662820,0.0
6662850,0.0
6662880,0.0
6662910,0.0
6662940,0.0
6662970,0.0
6663000,0.0
6663030,0.0
6663060,0.0
6663090,0.0
6663120,0.0
6663150,0.0
6663180,0.0
6663210,0.0
6663240,0.0
6663270,0.0
6663300,0.0
6663330,0.0
6663360,0.0
6663390,0.0
6663420,0.0
6663450,0.0
6663480,0.0
6663510,0.0
6663540,0.0
6663570,0.0
6663600,0.0
6663630,0.0
6663660,0.0
6663690,0.0
6663720,0.0
6663750,0.0
6663780,0.0
6663810,0.0
6663840,0.0
6663870,0.0
6663900,0.0
6663930,0.0
6663960,0.0
6663990,0.0
6664020,0.0
6664050,0.0
6664080,0.0
6664110,0.0
6664140,0.0
6664170,0.0
6664200,0.0
6664230,0.0
6664260,0.0
6664290,0.0
6664320,0.0
6664350,0.0
6664380,0.0
6664410,0.0
6664440,0.0
6664470,0.0
6664500,0.0
6664530,0.0
6664560,0.0
6664590,0.0
6664620,0.0
6664650,0.0
6664680,0.0
6664710,0.0
6664740,0.0
6664770,0.0
6664800,0.0
6664830,0.0
6664860,0.0
6664890,0.0
6664920,0.0
6664950,0.0
6664980,0.0
6665010,0.0
6665040,0.0
6665070,0.0
6665100,0.0
6665130,0.0
6665160,0.0
6665190,0.0
6665220,0.0
6665250,0.0
6665280,0.0
6665310,0.0
6665340,0.0
6665370,0.0
6665400,0.0
6665430,0.0
6665460,0.0
6665490,0.0
6665520,0.0
6665550,0.0
6665580,0.0
6665610,0.0
6665640,0.0
6665670,0.0
6665700,0.0
6665730,0.0
6665760,0.0
6665790,0.0
6665820,0.0
6665850,0.0
6665880,0.0
6665910,0.0
6665940,0.0
6665970,0.0
6666000,0.0
6666030,0.0
6666060,0.0
6666090,0.0
6666120,0.0
6666150,0.0
6666180,0.0
6666210,0.0
6666240,0.0
6666270,0.0
6666300,0.0
6666330,0.0
6666360,0.0
6666390,0.0
6666420,0.0
6666450,0.0
6666480,0.0
6666510,0.0
6666540,0.0
6666570,0.0
6666600,0.0
6666630,0.0
6666660,0.0
6666690,0.0
6666720,0.0
6666750,0.0
6666780,0.0
6666810,0.0
6666840,0.0
6666870,0.0
6666900,0.0
6666930,0.0
6666960,0.0
6666990,0.0
6667020,0.0
6667050,0.0
6667080,0.0
6667110,0.0
6667140,0.0
6667170,0.0
6667200,0.0
6667230,0.0
6667260,0.0
6667290,0.0
6667320,0.0
6667350,0.0
6667380,0.0
6667410,0.0
6667440,0.0
6667470,0.0
6667500,0.0
6667530,0.0
6667560,0.0
6667590,0.0
6667620,0.0
6667650,0.0
6667680,0.0
6667710,0.0
6667740,0.0
6667770,0.0
6667800,0.0
6667830,0.0
6667860,0.0
6667890,0.0
6667920,0.0
6667950,0.0
6667980,0.0
6668010,0.0
6668040,0.0
6668070,0.0
6668100,0.0
6668130,0.0
6668160,0.0
6668190,0.0
6668220,0.0
6668250,0.0
6668280,0.0
6668310,0.0
6668340,0.0
6668370,0.0
6668400,0.0
6668430,0.0
6668460,0.0
6668490,0.0
6668520,0.0
6668550,0.0
6668580,0.0
6668610,0.0
6668640,0.0
6668670,0.0
6668700,0.0
6668730,0.0
6668760,0.0
6668790,0.0
6668820,0.0
6668850,0.0
6668880,0.0
6668910,0.0
6668940,0.0
6668970,0.0
6669000,0.0
6669030,0.0
6669060,0.0
6669090,0.0
6669120,0.0
6669150,0.0
6669180,0.0
6669210,0.0
6669240,0.0
6669270,0.0
6669300,0.0
6669330,0.0
6669360,0.0
6669390,0.0
6669420,0.0
6669450,0.0
6669480,0.0
6669510,0.0
6669540,0.0
6669570,0.0
6669600,0.0
6669630,0.0
6669660,0.0
6669690,0.0
6669720,0.0
6669750,0.0
6669780,0.0
6669810,0.0
6669840,0.0
6669870,0.0
6669900,0.0
6669930,0.0
6669960,0.0
6669990,0.0
6670020,0.0
6670050,0.0
6670080,0.0
6670110,0.0
6670140,0.0
6670170,0.0
6670200,0.0
6670230,0.0
6670260,0.0
6670290,0.0
6670320,0.0
6670350,0.0
6670380,0.0
6670410,0.0
6670440,0.0
6670470,0.0
6670500,0.0
6670530,0.0
6670560,0.0
6670590,0.0
6670620,0.0
6670650,0.0
6670680,0.0
6670710,0.0
6670740,0.0
6670770,0.0
6670800,0.0
6670830,0.0
6670860,0.0
6670890,0.0
6670920,0.0
6670950,0.0
6670980,0.0
6671010,0.0
6671040,0.0
6671070,0.0
6671100,0.0
6671130,0.0
6671160,0.0
6671190,0.0
6671220,0.0
6671250,0.0
6671280,0.0
6671310,0.0
6671340,0.0
6671370,0.0
6671400,0.0
6671430,0.0
6671460,0.0
6671490,0.0
6671520,0.0
6671550,0.0
6671580,0.0
6671610,0.0
6671640,0.0
6671670,0.0
6671700,0.0
6671730,0.0
6671760,0.0
6671790,0.0
6671820,0.0
6671850,0.0
6671880,0.0
6671910,0.0
6671940,0.0
6671970,0.0
6672000,0.0
6672030,0.0
6672060,0.0
6672090,0.0
6672120,0.0
6672150,0.0
6672180,0.0
6672210,0.0
6672240,0.0
6672270,0.0
6672300,0.0
6672330,0.0
6672360,0.0
6672390,0.0
6672420,0.0
6672450,0.0
6672480,0.0
6672510,0.0
6672540,0.0
6672570,0.0
6672600,0.0
6672630,0.0
6672660,0.0
6672690,0.0
6672720,0.0
6672750,0.0
6672780,0.0
6672810,0.0
6672840,0.0
6672870,0.0
6672900,0.0
6672930,0.0
6672960,0.0
6672990,0.0
6673020,0.0
6673050,0.0
6673080,0.0
6673110,0.0
6673140,0.0
6673170,0.0
6673200,0.0
6673230,0.0
6673260,0.0
6673290,0.0
6673320,0.0
6673350,0.0
6673380,0.0
6673410,0.0
6673440,0.0
6673470,0.0
6673500,0.0
6673530,0.0
6673560,0.0
6673590,0.0
6673620,0.0
6673650,0.0
6673680,0.0
6673710,0.0
6673740,0.0
6673770,0.0
6673800,0.0
6673830,0.0
6673860,0.0
6673890,0.0
6673920,0.0
6673950,0.0
6673980,0.0
6674010,0.0
6674040,0.0
6674070,0.0
6674100,0.0
6674130,0.0
6674160,0.0
6674190,0.0
6674220,0.0
6674250,0.0
6674280,0.0
6674310,0.0
6674340,0.0
6674370,0.0
6674400,0.0
6674430,0.43186884113800506
6674460,0.4038661193495904
6674490,0.3951196910512815
6674520,0.3927469981694406
6674550,0.39333269322551323
6674580,0.3949106787768421
6674610,0.3967937402709897
6674640,0.39877186620298694
6674670,0.4007834139643002
6674700,0.40281103523654416
6674730,0.4048503130995059
6674760,0.4069001565534923
6674790,0.4089600167029409
6674820,0.41102948985441434
6674850,0.4131084786645597
6674880,0.4151949945243686
6674910,0.417291904045219
6674940,0.4193980684297449
6674970,0.4215147744470267
6675000,0.42364096941439866
6675030,0.42577747280362094
6675060,0.427924538264997
6675090,0.43008235872953304
6675120,0.4322510422851713
6675150,0.43443066012470755
6675180,0.43662122108634405
6675210,0.43882286239948143
6675240,0.44103470921468735
6675270,0.44325718572210787
6675300,0.445490246034189
6675330,0.4477323318065578
6675360,0.4499837296990671
6675390,0.4522427461918458
6675420,0.4545088380139378
6675450,0.45678063786301826
6675480,0.45905662693153637
6675510,0.46133480001615557
6675540,0.46361299812100965
6675570,0.46588867933478234
6675600,0.46815864700180126
6675630,0.47000000000000003
6675660,0.47000000000000003
6675690,0.47000000000000003
6675720,0.47000000000000003
6675750,0.47000000000000003
6675780,0.47000000000000003
6675810,0.47000000000000003
6675840,0.47000000000000003
6675870,0.47000000000000003
6675900,0.47000000000000003
6675930,0.47000000000000003
6675960,0.47000000000000003
6675990,0.47000000000000003
6676020,0.47000000000000003
6676050,0.47000000000000003
6676080,0.47000000000000003
6676110,0.47000000000000003
6676140,0.47000000000000003
6676170,0.47000000000000003
6676200,0.47000000000000003
6676230,0.47000000000000003
6676260,0.47000000000000003
6676290,0.47000000000000003
6676320,0.47000000000000003
6676350,0.47000000000000003
6676380,0.47000000000000003
6676410,0.47000000000000003
6676440,0.47000000000000003
6676470,0.47000000000000003
6676500,0.47000000000000003
6676530,0.47000000000000003
6676560,0.47000000000000003
6676590,0.47000000000000003
6676620,0.47000000000000003
6676650,0.47000000000000003
6676680,0.47000000000000003
6676710,0.47976616164456015
6676740,0.493584891558843
6676770,0.5050303734389603
6676800,0.5138165656629016
6676830,0.5202738467204409
6676860,0.5249541947129872
6676890,0.5284018855914354
6676920,0.5310520278758845
6676950,0.5331997550542106
6676980,0.5350237589846273
6677010,0.536614926116232
6677040,0.5377808353813777
6677070,0.539248029843452
6677100,0.540692004099188
6677130,0.5418806677580086
6677160,0.5428359507097532
6677190,0.5436173026284218
6677220,0.5442719281081232
6677250,0.5448287484900893
6677280,0.5453085811825906
6677310,0.545725082449082
6677340,0.5460884911962248
6677370,0.5464072898226094
6677400,0.5466890139316124
6677430,0.5469169743445351
6677460,0.5472685706698102
6677490,0.5476201735094629
6677520,0.5479250867000659
6677550,0.5482048544917241
6677580,0.5484686850208771
6677610,0.548720597903346
6677640,0.5489662941178588
6677670,0.5492119879080565
6677700,0.549461736337949
6677730,0.5497167578775289
6677760,0.5499763196504769
6677790,0.5502391245014366
6677820,0.5505039464213464
6677850,0.5507699849563025
6677880,0.5510368993731757
6677910,0.5513045549546015
6677940,0.5515729496086637
6677970,0.5518421452758596
6678000,0.5521121316888793
6678030,0.5523828012337866
6678060,0.5526540892693865
6678090,0.5529260976604051
6678120,0.5531990256519589
6678150,0.553473003999404
6678180,0.5537480358950782
6678210,0.5540240673706412
6678240,0.5543010676998974
6678270,0.55457905299642
6678300,0.5548580743424022
6678330,0.5551382023838878
6678360,0.5554195182396232
6678390,0.5557021114996017
6678420,0.5559860826097242
6678450,0.556271543522822
6678480,0.5565586137325411
6678510,0.5568474396924763
6678540,0.5571455549327321
6678570,0.5574903260350544
6678600,0.5579076210959263
6678630,0.5583890083899067
6678660,0.5589111367839885
6678690,0.5594523908089083
6678720,0.5599984012805379
6678750,0.5605414859372322
6678780,0.5610783004296472
6678810,0.5616092602704842
6678840,0.5621383374645239
6678870,0.5626683559235187
6678900,0.563198833014764
6678930,0.5637271633799389
6678960,0.5642503332308413
6678990,0.5647660146700404
6679020,0.5652728967281502
6679050,0.5657704429202675
6679080,0.566258693024373
6679110,0.5667378669001966
6679140,0.5672076627121209
6679170,0.5676667876166823
6679200,0.5681135724104173
6679230,0.5685469062710397
6679260,0.5689669407856196
6679290,0.5693751261882252
6679320,0.5697736667554564
6679350,0.570165111028434
6679380,0.5705519224742501
6679410,0.5709361996019745
6679440,0.5713195782970898
6679470,0.5717032391171485
6679500,0.5720879802468721
6679530,0.5724743250413795
6679560,0.5728626131156563
6679590,0.5732530366002548
6679620,0.5736457081824621
6679650,0.574040674494856
6679680,0.5744379261667286
6679710,0.5748374294200195
6679740,0.5752391279768351
6679770,0.5756429558071299
6679800,0.5760488410534538
6679830,0.5764567150571254
6679860,0.5768665108574852
6679890,0.5772781658909523
6679920,0.5776916256561649
6679950,0.5781068318459247
6679980,0.5785237368202515
6680010,0.578942286792017
6680040,0.5793624296630719
6680070,0.5797841181509974
6680100,0.5802072888835053
6680130,0.580631928737184
6680160,0.5810579190450547
6680190,0.5814851904841809
6680220,0.581913700147008
6680250,0.5823433393289082
6680280,0.5827740678890967
6680310,0.5832058212653612
6680340,0.5836384885229724
6680370,0.5840719859341916
6680400,0.5845062104064148
6680430,0.5849411254791131
6680460,0.5853765880681139
6680490,0.5858125053358074
6680520,0.5862488104125888
6680550,0.5866854040420262
6680580,0.587122176416309
6680610,0.5875590198703806
6680640,0.5879958288933373
6680670,0.5884324985871644
6680700,0.5888689245902512
6680730,0.5893050023853662
6680760,0.5897406261878867
6680790,0.5901756884904118
6680820,0.5906100802980141
6680850,0.5910436915124397
6680880,0.5914764111434982
6680910,0.5919081273433893
6680940,0.5923387273632604
6680970,0.592768097503077
6681000,0.5931961230786409
6681030,0.5936226884008673
6681060,0.5940476767543128
6681090,0.5944709703678234
6681120,0.5948924503794967
6681150,0.5953119968026672
6681180,0.5957294884979705
6681210,0.5961448031522592
6681240,0.5965578172621853
6681270,0.5969684061197528
6681300,0.5973764437983218
6681330,0.5977818031389603
6681360,0.5981843557376891
6681390,0.5985839719341701
6681420,0.5989805208021137
6681450,0.5993738701413893
6681480,0.5997638864717205
6681510,0.6001504350278554
6681540,0.6005333797561254
6681570,0.6009125833123066
6681600,0.6012879070610845
6681630,0.6016592855437417
6681660,0.6020271826025471
6681690,0.6023928185803221
6681720,0.6027574666020004
6681750,0.6031219143058715
6681780,0.6034865641392815
6681810,0.6038515711495941
6681840,0.6042169147677281
6681870,0.6045825249787957
6681900,0.6049483115865769
6681930,0.6053142036602794
6681960,0.6056801684106639
6681990,0.6060461985813969
6682020,0.606412305124039
6682050,0.606778525624862
6682080,0.6071449031294366
6682110,0.6075114870752564
6682140,0.6078783285688866
6682170,0.6082454747144186
6682200,0.6086129670738059
6682230,0.60898083822562
6682260,0.6093491146308253
6682290,0.6097178136035812
6682320,0.6100869488192303
6682350,0.6104565308346821
6682380,0.6108265681779413
6682410,0.6111970687283526
6682440,0.6115680417835002
6682470,0.6119395001785718
6682500,0.6123114596551599
6682530,0.6126839356223134
6682560,0.6130569402426425
6682590,0.6134304815645448
6682620,0.6138045641748324
6682650,0.6141791901732018
6682680,0.6145543598048528
6682710,0.6149300716655949
6682740,0.6153063226159756
6682770,0.6156831075621958
6682800,0.6160604192146933
6682830,0.616438247873133
6682860,0.6168165812340528
6682890,0.6171954042090656
6682920,0.6175746987913249
6682950,0.6179544441786821
6682980,0.6183346170796294
6683010,0.6187151916525211
6683040,0.6190961386031175
6683070,0.619477423637511
6683100,0.6198590059496096
6683130,0.6202408372750918
6683160,0.6206228615208358
6683190,0.6210050146313758
6683220,0.621387224336962
6683250,0.6217694101446024
6683280,0.6221514841263753
6683310,0.6225333532897169
6683340,0.6229149239326405
6683370,0.6232961086715253
6683400,0.6236768365864463
6683430,0.624057067096822
6683460,0.624436806285506
6683490,0.6248161214389045
6683520,0.6251951487929467
6683550,0.6255740834136324
6683580,0.6259531508249214
6683610,0.6263325677406799
6683640,0.6267125111284849
6683670,0.6270931043050764
6683700,0.6274744244228442
6683730,0.6278565182930343
6683760,0.6282394193677697
6683790,0.6286231549420178
6683820,0.6290077475236252
6683850,0.6293932106553817
6683880,0.6297795459496243
6683910,0.6301667405695361
6683940,0.6305547685147206
6683970,0.6309435944089677
6684000,0.6313331804712957
6684030,0.6317234925270799
6684060,0.632114501791189
6684090,0.6325061912662686
6684120,0.6328985522896673
6684150,0.6332915449699131
6684180,0.6336849919526606
6684210,0.6340785351628007
6684240,0.6344717487640211
6684270,0.634864327616855
6684300,0.6352561948355836
6684330,0.6356475174464377
6684360,0.6360386028787416
6684390,0.6364298121788502
6684420,0.6368214696981005
6684450,0.6372138082321201
6684480,0.6376069660634138
6684510,0.6380009930244155
6684540,0.6383958708099546
6684570,0.638791532861213
6684600,0.6391878871850456
6684630,0.6395848290567251
6684660,0.6399822488495602
6684690,0.6403800401068309
6684720,0.6407781030686419
6684750,0.6411763463254542
6684780,0.6415746882850111
6684810,0.6419730582051367
6684840,0.6423713989440626
6684870,0.6427696629908042
6684900,0.6431677793096837
6684930,0.6435657250470947
6684960,0.6439637328717234
6684990,0.6443621108233746
6685020,0.6447609858187395
6685050,0.6451602365749836
6685080,0.6455595584000856
6685110,0.6459586281597276
6685140,0.64635724773385
6685170,0.646755401224877
6685200,0.6471532184242859
6685230,0.647550900076576
6685260,0.6479486794221871
6685290,0.6483466577285077
6685320,0.6487447627933374
6685350,0.6491428733100718
6685380,0.6495408826409658
6685410,0.6499387211874205
6685440,0.6503363599824831
6685470,0.6507337988419247
6685500,0.6511310501379932
6685530,0.651528136460496
6685560,0.6519250898645259
6685590,0.6523219460927536
6685620,0.652718741576111
6685650,0.6531155150657344
6685680,0.6535123092500412
6685710,0.6539091697581264
6685740,0.6543061431320129
6685770,0.6547032763600394
6685800,0.6551006170289749
6685830,0.6554982131041054
6685860,0.6558961116806159
6685890,0.6562943588847576
6685920,0.6566929994440066
6685950,0.657092078138654
6685980,0.6574916376568068
6686010,0.6578917215058622
6686040,0.6582923611100274
6686070,0.6586936056832534
6686100,0.6590954982004127
6686130,0.6594980721215611
6686160,0.6599013497268784
6686190,0.6603053706402091
6686220,0.6607101683177031
6686250,0.6611157730741725
6686280,0.6615222093301765
6686310,0.6619295085132169
6686340,0.6623376965828133
6686370,0.6627468003809556
6686400,0.6631568422244124
6686430,0.6635678478398019
6686460,0.663979838572264
6686490,0.6643928380350635
6686520,0.6648068657923355
6686550,0.6652219442391258
6686580,0.6656380916424856
6686610,0.6660553291700226
6686640,0.6664736795639599
6686670,0.6668931605427209
6686700,0.6673137808346234
6686730,0.6677355546679843
6686760,0.6681585064770617
6686790,0.6685826591027118
6686820,0.6690080284311009
6686850,0.6694346296357262
6686880,0.6698624818555114
6686910,0.6702916073621593
6686940,0.6707220300165639
6686970,0.6711537741140858
6687000,0.671586862281921
6687030,0.6720213136186823
6687060,0.6724571438886983
6687090,0.6728943673456474
6687120,0.6733329984967135
6687150,0.6737730528222127
6687180,0.6742145465608294
6687210,0.6746574961873746
6687240,0.6751019181450117
6687270,0.6755478289786961
6687300,0.675995245614525
6687330,0.6764441854794182
6687360,0.6768946664099397
6687390,0.6773467065140286
6687420,0.6778003241275612
6687450,0.6782555378594367
6687480,0.6787123666358378
6687510,0.6791708296931426
6687540,0.6796309465572031
6687570,0.6800927370927559
6687600,0.6805562216686827
6687630,0.6810214213866094
6687660,0.6814883582401128
6687690,0.6819570550913822
6687720,0.6824275354742854
6687750,0.6828998233562217
6687780,0.6833739430015775
6687810,0.6838499189717876
6687840,0.6843277761830996
6687870,0.6848075399280384
6687900,0.685289235840154
6687930,0.6857728898490696
6687960,0.6862585281795199
6687990,0.686746177465436
6688020,0.687235865053167
6688050,0.6877276202248644
6688080,0.6882214758374994
6688110,0.6887174676568285
6688140,0.6892156304391884
6688170,0.6897324100411958
6688200,0.6901212604197813
6688230,0.6903261491378839
6688260,0.6905241483000042
6688290,0.6907608391450931
6688320,0.6910427954367481
6688350,0.6913652233253462
6688380,0.6917203490971917
6688410,0.6921007673884364
6688440,0.6925003925085464
6688470,0.6929150551893526
6688500,0.6933421151918328
6688530,0.6937797469974183
6688560,0.6942267537145407
6688590,0.6946824276637668
6688620,0.6951461853155816
6688650,0.6956176221590762
6688680,0.6960963539671242
6688710,0.6965820431791814
6688740,0.6970743895907575
6688770,0.6975731238566827
6688800,0.6980779963020329
6688830,0.6985887613253754
6688860,0.6991051411510841
6688890,0.6996268151841433
6688920,0.7001534532696175
6688950,0.7006847559870373
6688980,0.7012204714497766
6689010,0.7017603910487631
6689040,0.7023043388912111
6689070,0.702852163116809
6689100,0.7034037303760173
6689130,0.7039589227549307
6689160,0.7045176363626984
6689190,0.7050797782417942
6689220,0.7056452733418447
6689250,0.7062140544950022
6689280,0.7067860707884597
6689310,0.707361281100978
6689340,0.7079396505239473
6689370,0.7085211549784893
6689400,0.7091057723007256
6689430,0.7096934909842478
6689460,0.7102843040947203
6689490,0.7108782134440976
6689520,0.7114752235868431
6689550,0.7120753382696107
6689580,0.7126785583619276
6689610,0.7132848849512892
6689640,0.713894319194676
6689670,0.7145068734638177
6689700,0.7151225759735523
6689730,0.715741473752936
6689760,0.7163636297918828
6689790,0.7169891179160081
6689820,0.7176180201615092
6689850,0.7182504234615492
6689880,0.7188864145193237
6689910,0.7195260769480771
6689940,0.7201694833921803
6689970,0.7208166898111223
6690000,0.7214677356430294
6690030,0.7221226525960863
6690060,0.7227814678737793
6690090,0.7234442007477079
6690120,0.7241108592972026
6690150,0.7247814480358472
6690180,0.7254559777555957
6690210,0.7261344696892736
6690240,0.726816956424488
6690270,0.7275034795129526
6690300,0.7281940888296382
6690330,0.728888839978518
6690360,0.7295877944800417
6690390,0.7302910152686884
6690420,0.7309985722018455
6690450,0.731710540712939
6690480,0.7324269937314141
6690510,0.733148003524277
6690540,0.7338736617964401
6690570,0.7346040598530686
6690600,0.7353392918388743
6690630,0.7360794554540111
6690660,0.7368246524834644
6690690,0.7375749887660881
6690720,0.7383305739876865
6690750,0.7390915214614887
6690780,0.7398579479757019
6690810,0.7406299737138969
6690840,0.7414077222160181
6690870,0.7421913203587124
6690900,0.7429808983481903
6690930,0.7437765897220331
6690960,0.7445785313585724
6690990,0.7453868634940659
6691020,0.7462017297466652
6691050,0.7470232771452767
6691080,0.7478516561622616
6691110,0.7486870207503307
6691140,0.7495295283845594
6691170,0.750379340110127
6691200,0.7512366205955726
6691230,0.7521015381909408
6691260,0.7529742649901412
6691290,0.7538549768971923
6691320,0.754743853696163
6691350,0.7556410791248489
6691380,0.7565468409523299
6691410,0.7574613310612058
6691440,0.7583847455338213
6691470,0.7593172847381724
6691500,0.7602591534080287
6691530,0.761210560714943
6691560,0.7621717203348721
6691590,0.7631428505180364
6691620,0.7641241741741968
6691650,0.7651159189809595
6691680,0.7661183175112751
6691710,0.7671316073671789
6691740,0.7681560313365158
6691770,0.769191837481242
6691800,0.7702392792055607
6691830,0.7712986153794189
6691860,0.7723701104834167
6691890,0.7734540347305798
6691920,0.7745506641706601
6691950,0.7756602807974144
6691980,0.7767831726633878
6692010,0.7779196339975301
6692040,0.7790699653231843
6692070,0.7802344735764365
6692100,0.7814134722247132
6692130,0.7826072813851891
6692160,0.7838162279427029
6692190,0.7850406456671241
6692220,0.7862808753300203
6692250,0.7875372648204051
6692280,0.7888101692592276
6692310,0.7900999511123792
6692340,0.7914069803018935
6692370,0.7927316343151118
6692400,0.7940742983115017
6692430,0.7954355879463217
6692460,0.7968167916864346
6692490,0.7982199993129834
6692520,0.7996477295906297
6692550,0.8011024653096789
6692580,0.8025864382760255
6692610,0.8041016391765908
6692640,0.8056498994007826
6692670,0.8072329708093434
6692700,0.808852518633002
6692730,0.8105102014541357
6692760,0.8122077226783517
6692790,0.8139466915367871
6692820,0.815728567723856
6692850,0.8175549496041069
6692880,0.8194273843530115
6692910,0.8213474741812069
6692940,0.8233167656806388
6692970,0.8253367768018626
6693000,0.8274090165122288
6693030,0.8295349944131419
6693060,0.8317162184662009
6693090,0.8339541837157993
6693120,0.8362499881362693
6693150,0.8386034953729575
6693180,0.8410130229653354
6693210,0.8434762378759226
6693240,0.8459913473496232
6693270,0.8485574751592976
6693300,0.8511743852719135
6693330,0.8538422464686842
6693360,0.8565616257272064
6693390,0.8593335215847051
6693420,0.8621593582306719
6693450,0.8650409682025825
