time,hvac_oveZonActWes_yReaHea_u
6659100,0.0
6659130,0.0
6659160,0.0
6659190,0.0
6659220,0.0
6659250,0.0
6659280,0.0
6659310,0.0
6659340,0.0
6659370,0.0
6659400,0.0
6659430,0.0
6659460,0.0
6659490,0.0
6659520,0.0
6659550,0.0
6659580,0.0
6659610,0.0
6659640,0.0
6659670,0.0
6659700,0.0
6659730,0.0
6659760,0.0
6659790,0.0
6659820,0.0
6659850,0.0
6659880,0.0
6659910,0.0
6659940,0.0
6659970,0.0
6660000,0.0
6660030,0.0
6660060,0.0
6660090,0.0
6660120,0.0
6660150,0.0
6660180,0.0
6660210,0.0
6660240,0.0
6660270,0.0
6660300,0.0
6660330,0.0
6660360,0.0
6660390,0.0
6660420,0.0
6660450,0.0
6660480,0.0
6660510,0.0
6660540,0.0
6660570,0.0
6660600,0.0
6660630,0.0
6660660,0.0
6660690,0.0
6660720,0.0
6660750,0.0
6660780,0.0
6660810,0.0
6660840,0.0
6660870,0.0
6660900,0.0
6660930,0.0
6660960,0.0
6660990,0.0
6661020,0.0
6661050,0.0
6661080,0.0
6661110,0.0
6661140,0.0
6661170,0.0
6661200,0.0
6661230,0.0
6661260,0.0
6661290,0.0
6661320,0.0
6661350,0.0
6661380,0.0
6661410,0.0
6661440,0.0
6661470,0.0
6661500,0.0
6661530,0.0
6661560,0.0
6661590,0.0
6661620,0.0
6661650,0.0
6661680,0.0
6661710,0.0
6661740,0.0
6661770,0.0
6661800,0.0
6661830,0.0
6661860,0.0
6661890,0.0
6661920,0.0
6661950,0.0
6661980,0.0
6662010,0.0
6662040,0.0
6662070,0.0
6662100,0.0
6662130,0.0
6662160,0.0
6662190,0.0
6662220,0.0
6662250,0.0
6662280,0.0
6662310,0.0
6662340,0.0
6662370,0.0
6662400,0.0
6662430,0.0
6662460,0.0
6662490,0.0
6662520,0.0
6662550,0.0
6662580,0.0
6662610,0.0
6662640,0.0
6662670,0.0
6662700,0.0
6662730,0.0
6662760,0.0
6662790,0.0
6662820,0.0
6662850,0.0
6662880,0.0
6662910,0.0
6662940,0.0
6662970,0.0
6663000,0.0
6663030,0.0
6663060,0.0
6663090,0.0
6663120,0.0
6663150,0.0
6663180,0.0
6663210,0.0
6663240,0.0
6663270,0.0
6663300,0.0
6663330,0.0
6663360,0.0
6663390,0.0
6663420,0.0
6663450,0.0
6663480,0.0
6663510,0.0
6663540,0.0
6663570,0.0
6663600,0.0
6663630,0.0
6663660,0.0
6663690,0.0
6663720,0.0
6663750,0.0
6663780,0.0
6663810,0.0
6663840,0.0
6663870,0.0
6663900,0.0
6663930,0.0
6663960,0.0
6663990,0.0
6664020,0.0
6664050,0.0
6664080,0.0
6664110,0.0
6664140,0.0
6664170,0.0
6664200,0.0
6664230,0.0
6664260,0.0
6664290,0.0
6664320,0.0
6664350,0.0
6664380,0.0
6664410,0.0
6664440,0.0
6664470,0.0
6664500,0.0
6664530,0.0
6664560,0.0
6664590,0.0
6664620,0.0
6664650,0.0
6664680,0.0
6664710,0.0
6664740,0.0
6664770,0.0
6664800,0.0
6664830,0.0
6664860,0.0
6664890,0.0
6664920,0.0
6664950,0.0
6664980,0.0
6665010,0.0
6665040,0.0
6665070,0.0
6665100,0.0
6665130,0.0
6665160,0.0
6665190,0.0
6665220,0.0
6665250,0.0
6665280,0.0
6665310,0.0
6665340,0.0
6665370,0.0
6665400,0.0
6665430,0.0
6665460,0.0
6665490,0.0
6665520,0.0
6665550,0.0
6665580,0.0
6665610,0.0
6665640,0.0
6665670,0.0
6665700,0.0
6665730,0.0
6665760,0.0
6665790,0.0
6665820,0.0
6665850,0.0
6665880,0.0
6665910,0.0
6665940,0.0
6665970,0.0
6666000,0.0
6666030,0.0
6666060,0.0
6666090,0.0
6666120,0.0
6666150,0.0
6666180,0.0
6666210,0.0
6666240,0.0
6666270,0.0
6666300,0.0
6666330,0.0
6666360,0.0
6666390,0.0
6666420,0.0
6666450,0.0
6666480,0.0
6666510,0.0
6666540,0.0
6666570,0.0
6666600,0.0
6666630,0.0
6666660,0.0
6666690,0.0
6666720,0.0
6666750,0.0
6666780,0.0
6666810,0.0
6666840,0.0
6666870,0.0
6666900,0.0
6666930,0.0
6666960,0.0
6666990,0.0
6667020,0.0
6667050,0.0
6667080,0.0
6667110,0.0
6667140,0.0
6667170,0.0
6667200,0.0
6667230,0.0
6667260,0.0
6667290,0.0
6667320,0.0
6667350,0.0
6667380,0.0
6667410,0.0
6667440,0.0
6667470,0.0
6667500,0.0
6667530,0.0
6667560,0.0
6667590,0.0
6667620,0.0
6667650,0.0
6667680,0.0
6667710,0.0
6667740,0.0
6667770,0.0
6667800,0.0
6667830,0.0
6667860,0.0
6667890,0.0
6667920,0.0
6667950,0.0
6667980,0.0
6668010,0.0
6668040,0.0
6668070,0.0
6668100,0.0
6668130,0.0
6668160,0.0
6668190,0.0
6668220,0.0
6668250,0.0
6668280,0.0
6668310,0.0
6668340,0.0
6668370,0.0
6668400,0.0
6668430,0.0
6668460,0.0
6668490,0.0
6668520,0.0
6668550,0.0
6668580,0.0
6668610,0.0
6668640,0.0
6668670,0.0
6668700,0.0
6668730,0.0
6668760,0.0
6668790,0.0
6668820,0.0
6668850,0.0
6668880,0.0
6668910,0.0
6668940,0.0
6668970,0.0
6669000,0.0
6669030,0.0
6669060,0.0
6669090,0.0
6669120,0.0
6669150,0.0
6669180,0.0
6669210,0.0
6669240,0.0
6669270,0.0
6669300,0.0
6669330,0.0
6669360,0.0
6669390,0.0
6669420,0.0
6669450,0.0
6669480,0.0
6669510,0.0
6669540,0.0
6669570,0.0
6669600,0.0
6669630,0.0
6669660,0.0
6669690,0.0
6669720,0.0
6669750,0.0
6669780,0.0
6669810,0.0
6669840,0.0
6669870,0.0
6669900,0.0
6669930,0.0
6669960,0.0
6669990,0.0
6670020,0.0
6670050,0.0
6670080,0.0
6670110,0.0
6670140,0.0
6670170,0.0
6670200,0.0
6670230,0.0
6670260,0.0
6670290,0.0
6670320,0.0
6670350,0.0
6670380,0.0
6670410,0.0
6670440,0.0
6670470,0.0
6670500,0.0
6670530,0.0
6670560,0.0
6670590,0.0
6670620,0.0
6670650,0.0
6670680,0.0
6670710,0.0
6670740,0.0
6670770,0.0
6670800,0.0
6670830,0.0
6670860,0.0
6670890,0.0
6670920,0.0
6670950,0.0
6670980,0.0
6671010,0.0
6671040,0.0
6671070,0.0
6671100,0.0
6671130,0.0
6671160,0.0
6671190,0.0
6671220,0.0
6671250,0.0
6671280,0.0
6671310,0.0
6671340,0.0
6671370,0.0
6671400,0.0
6671430,0.0
6671460,0.0
6671490,0.0
6671520,0.0
6671550,0.0
6671580,0.0
6671610,0.0
6671640,0.0
6671670,0.0
6671700,0.0
6671730,0.0
6671760,0.0
6671790,0.0
6671820,0.0
6671850,0.0
6671880,0.0
6671910,0.0
6671940,0.0
6671970,0.0
6672000,0.0
6672030,0.0
6672060,0.0
6672090,0.0
6672120,0.0
6672150,0.0
6672180,0.0
6672210,0.0
6672240,0.0
6672270,0.0
6672300,0.0
6672330,0.0
6672360,0.0
6672390,0.0
6672420,0.0
6672450,0.0
6672480,0.0
6672510,0.0
6672540,0.0
6672570,0.0
6672600,0.0
6672630,0.0
6672660,0.0
6672690,0.0
6672720,0.0
6672750,0.0
6672780,0.0
6672810,0.0
6672840,0.0
6672870,0.0
6672900,0.0
6672930,0.0
6672960,0.0
6672990,0.0
6673020,0.0
6673050,0.0
6673080,0.0
6673110,0.0
6673140,0.0
6673170,0.0
6673200,0.0
6673230,0.0
6673260,0.0
6673290,0.0
6673320,0.0
6673350,0.0
6673380,0.0
6673410,0.0
6673440,0.0
6673470,0.0
6673500,0.0
6673530,0.0
6673560,0.0
6673590,0.0
6673620,0.0
6673650,0.0
6673680,0.0
6673710,0.0
6673740,0.0
6673770,0.0
6673800,0.0
6673830,0.0
6673860,0.0
6673890,0.0
6673920,0.0
6673950,0.0
6673980,0.0
6674010,0.0
6674040,0.0
6674070,0.0
6674100,0.0
6674130,0.0
6674160,0.0
6674190,0.0
6674220,0.0
6674250,0.0
6674280,0.0
6674310,0.0
6674340,0.0
6674370,0.0
6674400,0.0
6674430,0.0
6674460,0.0
6674490,0.0
6674520,0.0
6674550,0.0
6674580,0.0
6674610,0.0
6674640,0.0
6674670,0.0
6674700,0.0
6674730,0.0
6674760,0.0
6674790,0.0
6674820,0.0
6674850,0.0
6674880,0.0
6674910,0.0
6674940,0.0
6674970,0.0
6675000,0.0
6675030,0.0
6675060,0.0
6675090,0.0
6675120,0.0
6675150,0.0
6675180,0.0
6675210,0.0
6675240,0.0
6675270,0.0
6675300,0.0
6675330,0.0
6675360,0.0
6675390,0.0
6675420,0.0
6675450,0.0
6675480,0.0
6675510,0.0
6675540,0.0
6675570,0.0
6675600,0.0
6675630,0.0
6675660,0.0
6675690,0.0
6675720,0.0
6675750,0.0
6675780,0.0
6675810,0.0
6675840,0.0
6675870,0.0
6675900,0.0
6675930,0.0
6675960,0.0
6675990,0.0
6676020,0.0
6676050,0.0
6676080,0.0
6676110,0.0
6676140,0.0
6676170,0.0
6676200,0.0
6676230,0.0
6676260,0.0
6676290,0.0
6676320,0.0
6676350,0.0
6676380,0.0
6676410,0.0
6676440,0.0
6676470,0.0
6676500,0.0
6676530,0.0
6676560,0.0
6676590,0.0
6676620,0.0
6676650,0.0
6676680,0.0
6676710,0.0
6676740,0.0
6676770,0.0
6676800,0.0
6676830,0.0
6676860,0.0
6676890,0.0
6676920,0.0
6676950,0.0
6676980,0.0
6677010,0.0
6677040,0.0
6677070,0.0
6677100,0.0
6677130,0.0
6677160,0.0
6677190,0.0
6677220,0.0
6677250,0.0
6677280,0.0
6677310,0.0
6677340,0.0
6677370,0.0
6677400,0.0
6677430,0.0
6677460,0.0
6677490,0.0
6677520,0.0
6677550,0.013931321357832052
6677580,0.025837159930125773
6677610,0.0372073974706659
6677640,0.048020395604394556
6677670,0.05826569341015118
6677700,0.06794038919825222
6677730,0.07704555775294597
6677760,0.08558604883875852
6677790,0.09356659997239299
6677820,0.10099857745591698
6677850,0.10791293918529932
6677880,0.11434645590364031
6677910,0.12033589399988592
6677940,0.12591682406183952
6677970,0.13112028994710803
6678000,0.13597355244370324
6678030,0.14050152212598777
6678060,0.14472736421545723
6678090,0.1486725185464762
6678120,0.15235664225485696
6678150,0.15579769991757414
6678180,0.15901214712081443
6678210,0.16201512368602627
6678240,0.16482061659722752
6678270,0.16744158778703552
6678300,0.16989007630776495
6678330,0.17217728285827924
6678360,0.17431364167208874
6678390,0.17630888375786433
6678420,0.17817209376623863
6678450,0.17991176076954543
6678480,0.1815358225815172
6678510,0.18304147952059072
6678540,0.1842736813307938
6678570,0.18513279599823457
6678600,0.18564719697796414
6678630,0.18586774046107918
6678660,0.1858383536975563
6678690,0.18559491250652305
6678720,0.18516826514406717
6678750,0.18458605025787592
6678780,0.18387444574787185
6678810,0.18305563134255745
6678840,0.18214963136882262
6678870,0.18117472942061338
6678900,0.18014727846169787
6678930,0.179081689859091
6678960,0.17799054525616528
6678990,0.17688488747039838
6679020,0.17577431711279115
6679050,0.1746672707903459
6679080,0.17357097871688823
6679110,0.17249140987667846
6679140,0.17143330574879798
6679170,0.1704004794881701
6679200,0.16939614817180793
6679230,0.16842294157105905
6679260,0.16748327147103892
6679290,0.1665791805540235
6679320,0.1657121752212175
6679350,0.16490931159809935
6679380,0.16422999525743864
6679410,0.16368467471248938
6679440,0.16327500765046707
6679470,0.16300077321281478
6679500,0.16285997196818539
6679530,0.1628489415312874
6679560,0.1629628258855458
6679590,0.1631957550251752
6679620,0.16354121250744352
6679650,0.16399215851206783
6679680,0.16454087661358643
6679710,0.16517904214474885
6679740,0.16589805365753513
6679770,0.1666894829367498
6679800,0.1675449547166513
6679830,0.16845650717881305
6679860,0.16941623816722265
6679890,0.1704170667143668
6679920,0.17145164661200107
6679950,0.1725139880371337
6679980,0.17359730190784117
6680010,0.17469682246358828
6680040,0.17580621847563052
6680070,0.17692198688257116
6680100,0.17803951318522424
6680130,0.17915521687979757
6680160,0.18026291789944493
6680190,0.18136370953486283
6680220,0.18244846039084006
6680250,0.18351879333141938
6680280,0.18457213950096504
6680310,0.18560549548040847
6680340,0.18661637213065357
6680370,0.18760192903584033
6680400,0.18856568085277708
6680430,0.18950367610414146
6680460,0.19041545696028245
6680490,0.19129956791797023
6680520,0.19215557111630704
6680550,0.1929828037595519
6680580,0.19378091514649107
6680610,0.194549711230412
6680640,0.1952890602238394
6680670,0.19599889508452556
6680700,0.19667922089461598
6680730,0.19733011106415035
6680760,0.19795170085358202
6680790,0.19854417939267072
6680820,0.19910778150237612
6680850,0.19964278034632466
6680880,0.20014948084851963
6680910,0.2006282136941035
6680940,0.20107932982956578
6680970,0.20150319540870823
6681000,0.20190018715961286
6681030,0.2022706881571951
6681060,0.2026150839804707
6681090,0.2029337592282341
6681120,0.20322709436597994
6681150,0.2034954628776406
6681180,0.20373922869740876
6681210,0.20395874389860222
6681240,0.20415434661668524
6681270,0.20432635918440498
6681300,0.20447508645711993
6681330,0.20460081430704158
6681360,0.20470380826596354
6681390,0.20478431229656363
6681420,0.2048425476726864
6681450,0.20487871194991966
6681480,0.20489297800715417
6681510,0.20488549314082688
6681540,0.204856378192923
6681570,0.20480572669399813
6681600,0.20473360634074156
6681630,0.20461356842666356
6681660,0.20441802804540737
6681690,0.20414248050051434
6681720,0.20378611630187965
6681750,0.20334828954018336
6681780,0.20282887733455782
6681810,0.20222828610115484
6681840,0.2015474904720403
6681870,0.20078779287988566
6681900,0.19995095095942847
6681930,0.19903889360008636
6681960,0.19805387161780458
6681990,0.19699826042283083
6682020,0.19587451260993047
6682050,0.19468516973974972
6682080,0.19343274627154852
6682110,0.19211973363975188
6682140,0.19074856738879511
6682170,0.18932158399162985
6682200,0.18784102327606544
6682230,0.186308975201131
6682260,0.1847274241169612
6682290,0.1830981596386093
6682320,0.18142285000809852
6682350,0.17970302030877502
6682380,0.1779400347531803
6682410,0.1761351032529919
6682440,0.17428928287409529
6682470,0.17240348046339704
6682500,0.17047845515512292
6682530,0.16851482063011544
6682560,0.16651304694994845
6682590,0.1644734625858807
6682620,0.1623962562468641
6682650,0.16028147847242327
6682680,0.15812904270447434
6682710,0.1559387256965179
6682740,0.15371016702291515
6682770,0.15144286755353945
6682800,0.14913618671755344
6682830,0.14678933841748462
6682860,0.1444013853884002
6682890,0.14197123161727226
6682920,0.13949761274483638
6682950,0.13697908245996837
6682980,0.13441399693073572
6683010,0.13180049804822924
6683040,0.12913649404583094
6683070,0.1264196362628972
6683100,0.12364729145892349
6683130,0.12081650979368055
6683160,0.11792398913803244
6683190,0.11496603821677694
6683220,0.11193853946592905
6683250,0.10883692422946237
6683280,0.10565616199601675
6683310,0.1023907934661647
6683340,0.09903502253690681
6683370,0.09558291936120991
6683400,0.09202875287032326
6683430,0.08836749139522211
6683460,0.0845954014171678
6683490,0.08075234328347951
6683520,0.07689335349939228
6683550,0.07304978657111169
6683580,0.06923469154872725
6683610,0.06545295487364576
6683640,0.061706785143785095
6683670,0.05799770423679347
6683700,0.05432672566771544
6683730,0.05069444471649738
6683760,0.047100846788080006
6683790,0.04354551229558481
6683820,0.0400275313330252
6683850,0.0365457367169182
6683880,0.03309864858473173
6683910,0.029684659737006937
6683940,0.026301974729722895
6683970,0.022948717363376232
6684000,0.019622889500878878
6684030,0.01632244234813044
6684060,0.013071334144310824
6684090,0.010198632267729256
6684120,0.008093763625810685
6684150,0.006796290426531114
6684180,0.006120018912497952
6684210,0.005835499718296617
6684240,0.005765128131581076
6684270,0.005794474758952719
6684300,0.005858302329978518
6684330,0.005920969910881837
6684360,0.005965166391560871
6684390,0.005984248685906767
6684420,0.005977240180080636
6684450,0.005946445386073252
6684480,0.005895149053660195
6684510,0.00582736045270676
6684540,0.005746859160753599
6684570,0.005657024732942895
6684600,0.00556066137435255
6684630,0.00546004518606203
6684660,0.00535688873329715
6684690,0.005252505003893985
6684720,0.005147772832981757
6684750,0.005043348313793542
6684780,0.004939622103326078
6684810,0.004836587968651146
6684840,0.004734040586332281
6684870,0.004631888310159963
6684900,0.0045301190145326286
6684930,0.004428754078993379
6684960,0.0043277997058996575
6684990,0.0042272508866059945
6685020,0.004127105425315841
6685050,0.004027358253389111
6685080,0.003928016580539284
6685110,0.0038290999028119596
6685140,0.0037306329888569245
6685170,0.0036326391223148393
6685200,0.003535129536377635
6685230,0.0034574361275784113
6685260,0.0034104035086880914
6685290,0.0033765878014502568
6685320,0.0033489256159164875
6685350,0.003323587737481732
6685380,0.0032988450175300845
6685410,0.0032738962187767117
6685440,0.003248543196473019
6685470,0.0032227826649212847
6685500,0.0031966732075188985
6685530,0.003170307138105783
6685560,0.003143799859999197
6685590,0.0031172423143159245
6685620,0.0030906855140218
6685650,0.003064162151264531
6685680,0.003037704753750954
6685710,0.0030113405708093767
6685740,0.002985084845698608
6685770,0.00295894107856141
6685800,0.0029329136717926936
6685830,0.0029070036279134214
6685860,0.002881218215227629
6685890,0.002855548543605007
6685920,0.002830006850165661
6685950,0.0028045673766885566
6685980,0.0027792714608839823
6686010,0.0027540450891231985
6686040,0.002728987539402316
6686070,0.0027040044424145376
6686100,0.0026791607059270905
6686130,0.0026544019346789126
6686160,0.0026297761494755868
6686190,0.0026052415370060363
6686220,0.0025808334813753266
6686250,0.0025565201576239933
6686280,0.002532330359144414
6686310,0.002508238321552774
6686340,0.002484268210614197
6686370,0.0024603980766401534
6686400,0.002436649955842891
6686430,0.0024130185365783853
6686460,0.002389567012209001
6686490,0.0023663412168815185
6686520,0.0023434308634782517
6686550,0.0023208733803620576
6686580,0.0022987320112684982
6686610,0.0022770087846632047
6686640,0.0022557350072580948
6686670,0.0022349108017525026
6686700,0.002214534048127562
6686730,0.0021945943562012367
6686760,0.0021750783116397665
6686790,0.0021559678321729954
6686820,0.002137240538220978
6686850,0.002118873778901669
6686880,0.002100850043530012
6686910,0.0020831588315425014
6686940,0.00206579276726412
6686970,0.0020487425113110106
6687000,0.0020319948873900166
6687030,0.0020155339857720724
6687060,0.0019993426347819955
6687090,0.001983403329606241
6687120,0.001967698810883663
6687150,0.0019522126286353582
6687180,0.0019369295082039602
6687210,0.0019218354074334294
6687240,0.0019069173219170648
6687270,0.0018921630724995143
6687300,0.0018775611860476597
6687330,0.0018631008712050277
6687360,0.0018487719989127675
6687390,0.0018345650552786014
6687420,0.0018204710676586865
6687450,0.0018064815458302846
6687480,0.0017925884412788753
6687510,0.0017787841149790034
6687540,0.0017650612951801408
6687570,0.0017514130492237079
6687600,0.001737832750754326
6687630,0.001724314061954687
6687660,0.0017108509097672417
6687690,0.0016974374707290736
6687720,0.0016840681449023195
6687750,0.0016707375430570334
6687780,0.0016574404719657003
6687810,0.0016441719394414427
6687840,0.0016309271522531239
6687870,0.0016177015236142939
6687900,0.0016044906636619217
6687930,0.001591290380809143
6687960,0.0015781003300992119
6687990,0.0015649437764498528
6688020,0.001551864423816482
6688050,0.001538850894055538
6688080,0.0015258391728370925
6688110,0.0015128153702046996
6688140,0.0014997722857315358
6688170,0.0015003525405084186
6688200,0.0015396891627948188
6688230,0.0015260859681343873
6688260,0.0014977359620029639
6688290,0.0014770474713181152
6688320,0.0014650402197633162
6688350,0.0014569429254126184
6688380,0.0014486086501945814
6688410,0.00143791177132942
6688440,0.0014244075705821292
6688470,0.0014084630860598986
6688500,0.001390693671279957
6688530,0.0013717334651002417
6688560,0.0013521016336623525
6688590,0.0013321387985977724
6688620,0.001312086228852782
6688650,0.0012920216119517525
6688680,0.0012720237843141305
6688710,0.0012521092305885686
6688740,0.0012322570078088459
6688770,0.0012124615890114218
6688800,0.0011927056173414176
6688830,0.001172965639348017
6688860,0.0011532179742559652
6688890,0.0011334413060705734
6688920,0.0011136165315115368
6688950,0.0010937266641198068
6688980,0.0010737564308866464
6689010,0.0010536913033164497
6689040,0.0010335159722348083
6689070,0.001013212938042567
6689100,0.00099276180051157
6689130,0.0009721328807417949
6689160,0.0009512619942654826
6689190,0.0009300875609041464
6689220,0.0009085978878642122
6689250,0.0008867974654462351
6689280,0.0008646654679180883
6689310,0.0008421690773588598
6689340,0.000819270195298556
6689370,0.0007959282378388246
6689400,0.0007720934233247978
6689430,0.000747716865859804
6689460,0.0007227442686569593
6689490,0.0006971149957214157
6689520,0.0006707653041876279
6689550,0.0006436241940592675
6689580,0.0006156099057995355
6689610,0.0005866264955438232
6689640,0.0005565557460362064
6689670,0.0005252568112325358
6689700,0.0004925552614436832
6689730,0.0004582333063229085
6689760,0.00042201456953973456
6689790,0.00038356385505031914
6689820,0.00034279289069373423
6689850,0.00030738596242305404
6689880,0.00027768708356980243
6689910,0.00024936713646133953
6689940,0.00021378642348549956
6689970,0.00016569244634703274
6690000,0.00015120105831594423
6690030,0.00019148122396561368
6690060,0.00027901566620243043
6690090,0.0003689914669410979
6690120,0.0004591934500752541
6690150,0.0005495734742081737
6690180,0.0006310278187963925
6690210,0.0007000810900544217
6690240,0.0007572125131561458
6690270,0.0008045396962190468
6690300,0.0008443700534171308
6690330,0.0008785352802102239
6690360,0.0009082958636990922
6690390,0.0009346115210012683
6690420,0.0009581712556521744
6690450,0.0009793274442188903
6690480,0.0009984173960661197
6690510,0.0010156966218936964
6690540,0.0010313768487515396
6690570,0.0010456369196497604
6690600,0.0010586080978912031
6690630,0.0010704000290685095
6690660,0.0010810997981169105
6690690,0.0010907869431838642
6690720,0.0010995294068811231
6690750,0.0011073890426427958
6690780,0.0011144183873182808
6690810,0.0011206645133648447
6690840,0.0011261677489284143
6690870,0.0011309643135361386
6690900,0.0011350856447223906
6690930,0.0011385600679858473
6690960,0.0011414122961669975
6690990,0.0011436645022772968
6691020,0.0011453360127905282
6691050,0.0011464440515290533
6691080,0.0011470035627581421
6691110,0.0011470277332530012
6691140,0.0011465278854181256
6691170,0.0011455138368884664
6691200,0.001143993833838165
6691230,0.0011419747978708955
6691260,0.0011394622849977768
6691290,0.0011364606527533355
6691320,0.0011329730337962657
6691350,0.0011290014439612316
6691380,0.0011245467606245398
6691410,0.001119608782985248
6691440,0.0011141862130360435
6691470,0.0011082766977778846
6691500,0.0011018768091876304
6691530,0.0010949820597286012
6691560,0.0010875868655112835
6691590,0.0010796845114053482
6691620,0.0010712670874800478
6691650,0.0010623254285739667
6691680,0.001052849035259963
6691710,0.0010428259891538869
6691740,0.0010322429994080603
6691770,0.00102108485189772
6691800,0.001009334594615517
6691830,0.00099697340332796
6691860,0.0009839803301270593
6691890,0.0009703320370278526
6691920,0.0009560025223948812
6691950,0.0009409628121936781
6691980,0.0009251805911745671
6692010,0.0009086197584228286
6692040,0.00089123989399268
6692070,0.0008729956183807307
6692100,0.000853835818852888
6692130,0.0008337027076628683
6692160,0.0008125306661459814
6692190,0.0007902448139023726
6692220,0.0007667592210311028
6692250,0.0007419746510524436
6692280,0.0007157756784796742
6692310,0.0006880269606617934
6692340,0.0006585683479121248
6692370,0.0006272083693737913
6692400,0.0005937154039021082
6692430,0.0005578680921902647
6692460,0.00051947776925854
6692490,0.00047829809073974796
6692520,0.0004339065422541875
6692550,0.000385622786646955
6692580,0.00033401108265036864
6692610,0.0002880557289469594
6692640,0.0002469110806113852
6692670,0.00019362760758547638
6692700,0.00010926430862513617
6692730,0.0
6692760,0.0
6692790,0.0
6692820,0.0
6692850,0.0
6692880,0.0
6692910,0.0
6692940,0.0
6692970,0.0
6693000,0.0
6693030,0.0
6693060,0.0
6693090,0.0
6693120,0.0
6693150,0.0
6693180,0.0
6693210,0.0
6693240,0.0
6693270,0.0
6693300,0.0
6693330,0.0
6693360,0.0
6693390,0.0
6693420,0.0
6693450,0.0
6693480,0.0
6693510,0.0
6693540,0.0
6693570,0.0
6693600,0.0
6693630,0.0
6693660,0.0
6693690,0.0
6693720,0.0
6693750,0.0
6693780,0.0
6693810,0.0
6693840,0.0
6693870,0.0
6693900,0.0
6693930,0.0
6693960,0.0
6693990,0.0
6694020,0.0
6694050,0.0
6694080,0.0
6694110,0.0
6694140,0.0
6694170,0.0
6694200,0.0
6694230,0.0
6694260,0.0
6694290,0.0
6694320,0.0
6694350,0.0
6694380,0.0
6694410,0.0
6694440,0.0
6694470,0.0
6694500,0.0
6694530,0.0
6694560,0.0
6694590,0.0
6694620,0.0
6694650,0.0
6694680,0.0
6694710,0.0
6694740,0.0
6694770,0.0
6694800,0.0
6694830,0.0
