time,weaSta_reaWeaTWetBul_y
6657120,273.56304852224434
6657150,273.5616183128037
6657180,273.5600975552509
6657210,273.55848933539585
6657240,273.55679674153566
6657270,273.5550228645977
6657300,273.55317079827796
6657330,273.55124363917486
6657360,273.54924448691764
6657390,273.5471764442903
6657420,273.54504261735065
6657450,273.54284611554465
6657480,273.54059005181574
6657510,273.53827754270975
6657540,273.53591170847443
6657570,273.53349567315496
6657600,273.5310325646838
6657630,273.5285255149669
6657660,273.5259776599642
6657690,273.523392139766
6657720,273.5207720986642
6657750,273.5181206852194
6657780,273.5154410523226
6657810,273.512736357253
6657840,273.5100097617305
6657870,273.5072644319639
6657900,273.5045035386947
6657930,273.5017302572355
6657960,273.4989477675048
6657990,273.49615925405647
6658020,273.4933679061051
6658050,273.49057691754655
6658080,273.487789486974
6658110,273.48500881768973
6658140,273.4822381177123
6658170,273.47948059977904
6658200,273.47673948134394
6658230,273.4740179845721
6658260,273.47131933632846
6658290,273.46864676816284
6658320,273.4660035162906
6658350,273.46339282156833
6658380,273.4608179294662
6658410,273.4582820900349
6658440,273.455788557869
6658470,273.4533405920654
6658500,273.45094145617793
6658530,273.44859441816766
6658560,273.44630275034854
6658590,273.4440697293292
6658620,273.4418986359503
6658650,273.4397927552176
6658680,273.4377553762309
6658710,273.435789792109
6658740,273.43389929991
6658770,273.4320872005476
6658800,273.43035679870377
6658830,273.42871140273604
6658860,273.4271543245822
6658890,273.4256888796594
6658920,273.42431838676026
6658950,273.42304616794416
6658980,273.4218755484246
6659010,273.42080985645276
6659040,273.41985242319663
6659070,273.41900658261596
6659100,273.4182756713337
6659130,273.4176630285026
6659160,273.4171719956687
6659190,273.4168059166295
6659220,273.4165681372895
6659250,273.41646200551037
6659280,273.41649087095806
6659310,273.41665808494537
6659340,273.4169670002704
6659370,273.4174209710514
6659400,273.4180233525571
6659430,273.4187775010334
6659460,273.4196867735252
6659490,273.42075452769575
6659520,273.42198412164
6659550,273.4233789136952
6659580,273.4249422622473
6659610,273.4266775255327
6659640,273.42858806143613
6659670,273.430677227285
6659700,273.43294837963884
6659730,273.43540487407483
6659760,273.43805006496973
6659790,273.44088730527704
6659820,273.4439199463002
6659850,273.4471513374615
6659880,273.4505848260673
6659910,273.4542237570683
6659940,273.458071472816
6659970,273.46213131281536
6660000,273.46640661347175
6660030,273.4708009417009
6660060,273.47521559248645
6660090,273.4796504917138
6660120,273.48410556508105
6660150,273.4885807381062
6660180,273.49307593613366
6660210,273.49759108434165
6660240,273.50212610774804
6660270,273.5066809312179
6660300,273.51125547946907
6660330,273.5158496770792
6660360,273.52046344849185
6660390,273.52509671802244
6660420,273.5297494098649
6660450,273.53442144809725
6660480,273.5391127566875
6660510,273.54382325949985
6660540,273.5485528803001
6660570,273.55330154276163
6660600,273.55806917047033
6660630,273.56285568693073
6660660,273.567661015571
6660690,273.5724850797482
6660720,273.57732780275364
6660750,273.5821891078178
6660780,273.5870689181154
6660810,273.59196715677024
6660840,273.5968837468601
6660870,273.6018186114212
6660900,273.6067716734532
6660930,273.6117428559233
6660960,273.6167320817709
6660990,273.621739273912
6661020,273.62676435524327
6661050,273.6318072486463
6661080,273.6368678769915
6661110,273.6419461631424
6661140,273.64704202995915
6661170,273.6521554003024
6661200,273.6572861970372
6661230,273.66243434303624
6661260,273.6675997611837
6661290,273.67278237437836
6661320,273.67798210553707
6661350,273.683198877598
6661380,273.6884326135237
6661410,273.693683236304
6661440,273.69895066895936
6661470,273.7042348345431
6661500,273.70953565614485
6661530,273.7148530568928
6661560,273.7201869599562
6661590,273.72553728854814
6661620,273.7309039659276
6661650,273.7362869154023
6661680,273.7416860603301
6661710,273.74710132412184
6661740,273.752532630243
6661770,273.75797990221554
6661800,273.7634430636201
6661830,273.7689220380974
6661860,273.77441674934994
6661890,273.7799271211437
6661920,273.78545307730946
6661950,273.7909945417444
6661980,273.7965514384128
6662010,273.802123691348
6662040,273.807711224653
6662070,273.8133139625015
6662100,273.81893182913893
6662130,273.824564748883
6662160,273.830212646125
6662190,273.8358754453296
6662220,273.84155307103606
6662250,273.8472454478585
6662280,273.8529525004859
6662310,273.8586741536829
6662340,273.8644103322895
6662370,273.87016096122125
6662400,273.87592596546943
6662430,273.88170527010084
6662460,273.88749880025716
6662490,273.8933064811554
6662520,273.89912823808686
6662550,273.9049639964168
6662580,273.9108136815842
6662610,273.9166772191007
6662640,273.9225545345497
6662670,273.9284455535859
6662700,273.9343502019342
6662730,273.9402684053885
6662760,273.94620008981065
6662790,273.95214518112914
6662820,273.958103605338
6662850,273.96407528849505
6662880,273.9700601567204
6662910,273.97605813619526
6662940,273.98206915315956
6662970,273.98809313391075
6663000,273.9941300048015
6663030,274.00017969223796
6663060,274.00624212267735
6663090,274.0123172226262
6663120,274.0184049186379
6663150,274.0245051373099
6663180,274.0306178052822
6663210,274.0367428492337
6663240,274.0428801958804
6663270,274.0490297719721
6663300,274.0551915042901
6663330,274.06136531964364
6663360,274.06755114486737
6663390,274.07374890681797
6663420,274.079958532371
6663450,274.0861799484176
6663480,274.09241308186125
6663510,274.09865785961375
6663540,274.10491420859233
6663570,274.1111820557155
6663600,274.1174613278994
6663630,274.12377132186094
6663660,274.1301308690632
6663690,274.1365391980452
6663720,274.1429955366975
6663750,274.14949911227103
6663780,274.1560491513866
6663810,274.16264488004333
6663840,274.16928552362776
6663870,274.1759703069219
6663900,274.18269845411186
6663930,274.1894691887959
6663960,274.1962817339923
6663990,274.2031353121472
6664020,274.21002914514213
6664050,274.2169624543016
6664080,274.22393446039996
6664110,274.2309443836687
6664140,274.2379914438033
6664170,274.24507485996963
6664200,274.2521938508108
6664230,274.25934763445304
6664260,274.26653542851204
6664290,274.27375645009874
6664320,274.2810099158252
6664350,274.28829504180993
6664380,274.29561104368327
6664410,274.3029571365925
6664440,274.310332535207
6664470,274.3177364537227
6664500,274.32516810586674
6664530,274.33262670490194
6664560,274.3401114636309
6664590,274.3476215943999
6664620,274.3551563091029
6664650,274.3627148191847
6664680,274.37029633564475
6664710,274.37790006904027
6664740,274.385525229489
6664770,274.39317102667223
6664800,274.4008366698371
6664830,274.40852136779944
6664860,274.41622432894565
6664890,274.4239447612347
6664920,274.43168187219993
6664950,274.43943486895074
6664980,274.44720295817405
6665010,274.45498534613506
6665040,274.46278123867876
6665070,274.47058984123026
6665100,274.47841035879577
6665130,274.4862419959626
6665160,274.49408395689943
6665190,274.5019354453564
6665220,274.50979566466475
6665250,274.5176638177364
6665280,274.52553910706297
6665310,274.53342073471543
6665340,274.54130790234274
6665370,274.54919981117047
6665400,274.55709566199926
6665430,274.5649946552035
6665460,274.5728959907288
6665490,274.58079886809037
6665520,274.5887024863703
6665550,274.59660604421526
6665580,274.6045087398335
6665610,274.6124097709918
6665640,274.6203083350126
6665670,274.62820362877034
6665700,274.6360948486877
6665730,274.6439811907319
6665760,274.65186185041046
6665790,274.6597360227672
6665820,274.66760290237744
6665850,274.67546168334337
6665880,274.6833115592888
6665910,274.69115172335466
6665940,274.69898136819285
6665970,274.706799685961
6666000,274.7146058683166
6666030,274.7223991064109
6666060,274.73017859088225
6666090,274.73794351185035
6666120,274.7456930589088
6666150,274.75342642111843
6666180,274.76114278700004
6666210,274.7688413445269
6666240,274.7765212811172
6666270,274.7841817836261
6666300,274.79182203833756
6666330,274.79944123095606
6666360,274.80703854659805
6666390,274.8146131697829
6666420,274.8221642844242
6666450,274.8296910738202
6666480,274.8371927206442
6666510,274.84466840693545
6666540,274.85211731408793
6666570,274.8595386228415
6666600,274.8669315132704
6666630,274.87429516477306
6666660,274.88162875606093
6666690,274.8889314651473
6666720,274.8962024693361
6666750,274.9034409452097
6666780,274.9106460686176
6666810,274.9178170146638
6666840,274.9249529576946
6666870,274.93205307128585
6666900,274.9391165282302
6666930,274.9461425005236
6666960,274.95313015935216
6666990,274.9600786750784
6667020,274.96698721722737
6667050,274.9738549544725
6667080,274.98068105462096
6667110,274.98746468459933
6667140,274.9942050104382
6667170,275.00090119725763
6667200,275.0075524092509
6667230,275.01423226573036
6667260,275.02101370872975
6667290,275.02789488247737
6667320,275.03487392694194
6667350,275.04194897807633
6667380,275.0491181680568
6667410,275.05637962551793
6667440,275.06373147578375
6667470,275.07117184109376
6667500,275.0786988408256
6667530,275.0863105917131
6667560,275.09400520805997
6667590,275.10178080194993
6667620,275.1096354834521
6667650,275.11756736082253
6667680,275.12557454070185
6667710,275.1336551283084
6667740,275.1418072276273
6667770,275.150028941596
6667800,275.15831837228535
6667830,275.16667362107665
6667860,275.1750927888346
6667890,275.1835739760766
6667920,275.19211528313775
6667950,275.2007148103319
6667980,275.20937065810864
6668010,275.2180809272066
6668040,275.22684371880234
6668070,275.2356571346556
6668100,275.2445192772504
6668130,275.2534282499323
6668160,275.26238215704177
6668190,275.27137910404304
6668220,275.28041719764974
6668250,275.28949454594624
6668280,275.29860925850465
6668310,275.3077594464989
6668340,275.31694322281334
6668370,275.3261587021491
6668400,275.3354040011248
6668430,275.3446772383745
6668460,275.3539765346414
6668490,275.3633000128668
6668520,275.3726457982765
6668550,275.3820120184615
6668580,275.3913968034564
6668610,275.4007982858125
6668640,275.4102146006676
6668670,275.4196438858112
6668700,275.4290842817465
6668730,275.4385339317478
6668760,275.4479909819138
6668790,275.457453581217
6668820,275.4669198815492
6668850,275.47638803776294
6668880,275.4858562077083
6668910,275.49532255226643
6668940,275.50478523537845
6668970,275.51424242407046
6669000,275.52369228847425
6669030,275.53313300184413
6669060,275.5425627405696
6669090,275.55197968418366
6669120,275.56138201536726
6669150,275.57076791994916
6669180,275.58013558690226
6669210,275.5894832083353
6669240,275.5988089794804
6669270,275.6081110986763
6669300,275.6173877673481
6669330,275.6266371899816
6669360,275.63585757409453
6669390,275.64504713020295
6669420,275.65420407178334
6669450,275.6633266152309
6669480,275.67241297981326
6669510,275.6814613876196
6669540,275.6904700635064
6669570,275.6994372350379
6669600,275.7083611324233
6669630,275.71723998844817
6669660,275.72607203840346
6669690,275.7348555200083
6669720,275.7435886733301
6669750,275.75226974069903
6669780,275.76089696661904
6669810,275.76946859767406
6669840,275.77798288243014
6669870,275.78643807133295
6669900,275.7948324166012
6669930,275.80316417211554
6669960,275.81143159330327
6669990,275.8196329370183
6670020,275.8277664614174
6670050,275.8358304258314
6670080,275.8438230906325
6670110,275.8517427170969
6670140,275.85958756726353
6670170,275.8673559037879
6670200,275.87504598979166
6670230,275.8826560887085
6670260,275.8901844641246
6670290,275.89762937961575
6670320,275.90498909857934
6670350,275.91226188406273
6670380,275.9194459985867
6670410,275.9265397039652
6670440,275.93354126111996
6670470,275.9404489298917
6670500,275.94726096884665
6670530,275.95397563507856
6670560,275.960591184007
6670590,275.9671058691713
6670620,275.9735179420195
6670650,275.9798256516946
6670680,275.98602724481515
6670710,275.99212096525247
6670740,275.99810505390366
6670770,276.0039777484604
6670800,276.0097372831733
6670830,276.01536501145523
6670860,276.02084489344
6670890,276.0261790694616
6670920,276.03136967823264
6670950,276.03641885694094
6670980,276.0413287413438
6671010,276.0461014658616
6671040,276.05073916366945
6671070,276.0552439667872
6671100,276.05961800616836
6671130,276.0638634117871
6671160,276.06798231272415
6671190,276.0719768372505
6671220,276.07584911291
6671250,276.079601266601
6671280,276.0832354246548
6671310,276.08675371291434
6671340,276.0901582568103
6671370,276.09345118143597
6671400,276.0966346116202
6671430,276.09971067199956
6671460,276.10268148708843
6671490,276.10554918134693
6671520,276.10831587924883
6671550,276.11098370534637
6671580,276.1135547843345
6671610,276.11603124111286
6671640,276.11841520084687
6671670,276.12070878902665
6671700,276.12291413152485
6671730,276.1250333546525
6671760,276.12706858521364
6671790,276.12902195055807
6671820,276.13089557863293
6671850,276.13269159803224
6671880,276.13441213804526
6671910,276.13605932870314
6671940,276.13763530082383
6671970,276.1391421860559
6672000,276.14058211692003
6672030,276.14195722684997
6672060,276.1432696502311
6672090,276.14452152243746
6672120,276.14571497986793
6672150,276.1468521599801
6672180,276.147935201323
6672210,276.1489662435681
6672240,276.14994742753885
6672270,276.1508808952387
6672300,276.15176878987734
6672330,276.1526132558958
6672360,276.15341643898967
6672390,276.1541804861309
6672420,276.15490754558795
6672450,276.15559976694493
6672480,276.15625930111815
6672510,276.1568883003725
6672540,276.15748891833493
6672570,276.1580633100076
6672600,276.15861363177856
6672630,276.15914204143183
6672660,276.1596506981547
6672690,276.16014176254515
6672720,276.1606173966163
6672750,276.16107976380016
6672780,276.16153102894975
6672810,276.16197335833937
6672840,276.16240891966373
6672870,276.16283988203577
6672900,276.16326841598226
6672930,276.16369669343874
6672960,276.16412688774216
6672990,276.164561173623
6673020,276.16500172719486
6673050,276.16545072594334
6673080,276.1659103487134
6673110,276.16638277569433
6673140,276.16687018840474
6673170,276.1673747696748
6673200,276.1678987036276
6673230,276.1684441756591
6673260,276.1690133724162
6673290,276.1696084817739
6673320,276.17023169281055
6673350,276.1708851957817
6673380,276.171571182093
6673410,276.1722918442708
6673440,276.173049375932
6673470,276.1738459717523
6673500,276.17468382743266
6673530,276.1755651396647
6673560,276.17649210609466
6673590,276.1774669252855
6673620,276.17849179667803
6673650,276.1795689205505
6673680,276.18070049797626
6673710,276.1818887307811
6673740,276.18313582149773
6673770,276.18444397331996
6673800,276.18581539005487
6673830,276.18725227607376
6673860,276.1887568362616
6673890,276.190331275965
6673920,276.19197780093884
6673950,276.1936986172917
6673980,276.1954959314289
6674010,276.19737194999556
6674040,276.19932887981696
6674070,276.2013689278381
6674100,276.2034943010617
6674130,276.20570720648476
6674160,276.20800985103375
6674190,276.210404441498
6674220,276.21289318446225
6674250,276.21547828623704
6674280,276.21816195278865
6674310,276.2209463896663
6674340,276.2238338019291
6674370,276.2268263940709
6674400,276.2299263699434
6674430,276.2330753278929
6674460,276.2362139870038
6674490,276.2393432318757
6674520,276.2424639473324
6674550,276.2455770184235
6674580,276.2486833304245
6674610,276.2517837688361
6674640,276.254879219383
6674670,276.2579705680112
6674700,276.26105870088554
6674730,276.26414450438534
6674760,276.26722886510004
6674790,276.27031266982317
6674820,276.2733968055466
6674850,276.276482159453
6674880,276.27956961890783
6674910,276.2826600714507
6674940,276.2857544047856
6674970,276.2888535067706
6675000,276.29195826540615
6675030,276.29506956882364
6675060,276.2981883052718
6675090,276.3013153631036
6675120,276.30445163076104
6675150,276.3075979967604
6675180,276.31075534967556
6675210,276.3139245781214
6675240,276.31710657073535
6675270,276.3203022161595
6675300,276.32351240302074
6675330,276.3267380199102
6675360,276.3299799553626
6675390,276.3332390978341
6675420,276.33651633567973
6675450,276.33981255712945
6675480,276.343128650264
6675510,276.34646550298976
6675540,276.34982400301254
6675570,276.3532050378108
6675600,276.35660949460794
6675630,276.3600382603438
6675660,276.3634922216453
6675690,276.36697226479635
6675720,276.37047927570677
6675750,276.3740141398806
6675780,276.3775777423833
6675810,276.3811709678084
6675840,276.38479470024305
6675870,276.3884498232332
6675900,276.39213721974727
6675930,276.3958577721396
6675960,276.3996123621126
6675990,276.40340187067847
6676020,276.4072271781196
6676050,276.411089163949
6676080,276.4149887068686
6676110,276.41892668472764
6676140,276.42290397448033
6676170,276.42692145214176
6676200,276.4309799927439
6676230,276.4350804702901
6676260,276.4392237577092
6676290,276.4434107268083
6676320,276.44764224822524
6676350,276.4519191913796
6676380,276.45624242442346
6676410,276.46061281419054
6676440,276.46503122614536
6676470,276.46949852433073
6676500,276.4740155713148
6676530,276.4785832281371
6676560,276.4832023542538
6676590,276.4878738074817
6676620,276.492598443942
6676650,276.4973771180023
6676680,276.50221068221873
6676710,276.50709998727615
6676740,276.5120458819281
6676770,276.51704921293566
6676800,276.5221108250052
6676830,276.52723156072574
6676860,276.5324122605043
6676890,276.537653762502
6676920,276.5429569025672
6676950,276.54832251416957
6676980,276.5537514283319
6677010,276.5592444735614
6677040,276.56480247578037
6677070,276.57042625825534
6677100,276.57611664152546
6677130,276.58187444333004
6677160,276.5877004785348
6677190,276.5935955590575
6677220,276.5995604937922
6677250,276.60559608853276
6677280,276.6117031458952
6677310,276.6178824652389
6677340,276.6241348425874
6677370,276.63046107054697
6677400,276.6368619382255
6677430,276.64333823114924
6677460,276.64989073117914
6677490,276.6565202164258
6677520,276.6632274611632
6677550,276.67001323574203
6677580,276.6768783065008
6677610,276.6838234356768
6677640,276.69084938131584
6677670,276.69795689718006
6677700,276.70514673265546
6677730,276.71241963265777
6677760,276.7197763375376
6677790,276.72721758298405
6677820,276.7347440999268
6677850,276.74235661443805
6677880,276.7500558476322
6677910,276.7578425155648
6677940,276.76571732913027
6677970,276.7736809939582
6678000,276.7817342103083
6678030,276.78992671673853
6678060,276.79830563607703
6678090,276.80686773995006
6678120,276.81560979895613
6678150,276.82452858295665
6678180,276.83362086136265
6678210,276.8428834034172
6678240,276.85231297847406
6678270,276.8619063562715
6678300,276.87166030720294
6678330,276.88157160258254
6678360,276.89163701490764
6678390,276.9018533181162
6678420,276.9122172878412
6678450,276.92272570166006
6678480,276.93337533934067
6678510,276.94416298308295
6678540,276.95508541775706
6678570,276.96613943113636
6678600,276.9773218141279
6678630,276.9886293609974
6678660,277.0000588695916
6678690,277.01160714155554
6678720,277.0232709825462
6678750,277.0350472024421
6678780,277.0469326155494
6678810,277.05892404080265
6678840,277.0710183019629
6678870,277.08321222781115
6678900,277.09550265233776
6678930,277.1078864149277
6678960,277.12036036054207
6678990,277.13292133989535
6679020,277.14556620962844
6679050,277.1582918324778
6679080,277.17109507744055
6679110,277.1839728199351
6679140,277.1969219419581
6679170,277.20993933223644
6679200,277.22302188637644
6679230,277.2361665070072
6679260,277.24937010392114
6679290,277.26262959420944
6679320,277.27594190239364
6679350,277.28930396055296
6679380,277.302712708447
6679410,277.3161650936345
6679440,277.3296580715878
6679470,277.3431886058024
6679500,277.35675366790315
6679530,277.37035023774456
6679560,277.38397530350846
6679590,277.3976258617956
6679620,277.4112989177138
6679650,277.4249914849614
6679680,277.4387005859058
6679710,277.45242325165765
6679740,277.4661565221409
6679770,277.4798974461575
6679800,277.493643081448
6679830,277.5073904947472
6679860,277.5211367618354
6679890,277.5348789675846
6679920,277.54861420599997
6679950,277.5623395802571
6679980,277.5760522027335
6680010,277.589749195036
6680040,277.6034276880232
6680070,277.6170848218227
6680100,277.63071774584324
6680130,277.6443236187829
6680160,277.657899608631
6680190,277.6714428926659
6680220,277.6849506574473
6680250,277.6984200988036
6680280,277.7118484218141
6680310,277.72523284078636
6680340,277.7385705792276
6680370,277.75185886981154
6680400,277.7650949543404
6680430,277.7782760837001
6680460,277.7913995178122
6680490,277.80446252557834
6680520,277.8174623848216
6680550,277.8303963822202
6680580,277.84326181323775
6680610,277.85605598204654
6680640,277.8687762014463
6680670,277.88141979277725
6680700,277.8939840858272
6680730,277.9064664187336
6680760,277.9188641378799
6680790,277.9311745977857
6680820,277.94339516099245
6680850,277.95552319794234
6680880,277.96755608685197
6680910,277.9794912135805
6680940,277.9913259714916
6680970,278.0030577613101
6681000,278.01468399097246
6681030,278.02620207547176
6681060,278.0376094366966
6681090,278.0489035032645
6681120,278.0600817103489
6681150,278.0711414995008
6681180,278.0820803184644
6681210,278.09289562098644
6681240,278.10358486661994
6681270,278.1141455205225
6681300,278.12457505324744
6681330,278.13487094052965
6681360,278.1450306630662
6681390,278.15505170628944
6681420,278.16493156013513
6681450,278.1746677188046
6681480,278.1842576805204
6681510,278.19369894727595
6681540,278.2029890245802
6681570,278.21212542119457
6681600,278.2211056488656
6681630,278.23001257005296
6681660,278.2389302922633
6681690,278.24785819747075
6681720,278.25679566842655
6681750,278.2657420886591
6681780,278.2746968424747
6681810,278.2836593149568
6681840,278.2926288919669
6681870,278.30160496014366
6681900,278.31058690690344
6681930,278.31957412044
6681960,278.32856598972387
6681990,278.3375619045029
6682020,278.34656125530086
6682050,278.35556343341807
6682080,278.3645678309303
6682110,278.3735738406884
6682140,278.3825808563178
6682170,278.39158827221803
6682200,278.40059548356146
6682230,278.4096018862931
6682260,278.41860687712966
6682290,278.42760985355847
6682320,278.4366102138365
6682350,278.4456073569898
6682380,278.45460068281176
6682410,278.46358959186267
6682440,278.4725734854679
6682470,278.48155176571703
6682500,278.49052383546245
6682530,278.4994890983177
6682560,278.5084469586565
6682590,278.5173968216108
6682620,278.52633809306934
6682650,278.5352701796761
6682680,278.54419248882846
6682710,278.5531044286754
6682740,278.5620054081158
6682770,278.57089483679636
6682800,278.5797721251097
6682830,278.58863668419235
6682860,278.5974879259225
6682890,278.6063252629181
6682920,278.6151481085344
6682950,278.6239558768615
6682980,278.63274798272226
6683010,278.6415238416697
6683040,278.65028286998466
6683070,278.6590244846729
6683100,278.66774810346277
6683130,278.6764531448022
6683160,278.6851390278563
6683190,278.69380517250397
6683220,278.7024509993355
6683250,278.7110759296492
6683280,278.7196793854487
6683310,278.72826078943945
6683340,278.7368195650256
6683370,278.74535513630684
6683400,278.7538669280751
6683430,278.7623543658111
6683460,278.7708168756805
6683490,278.77925388453116
6683520,278.7876648198885
6683550,278.7960491099526
6683580,278.8044061835942
6683610,278.8127354703506
6683640,278.8210364004222
6683670,278.8293084046681
6683700,278.8375509146022
6683730,278.8457633623894
6683760,278.85394518084064
6683790,278.86209580340943
6683820,278.87021466418713
6683850,278.87830119789845
6683880,278.8863548398971
6683910,278.8943750261612
6683940,278.90236119328875
6683970,278.9103127784927
6684000,278.9182292195963
6684030,278.9261099550283
6684060,278.9339544238179
6684090,278.9417620655898
6684120,278.949532320559
6684150,278.957264629526
6684180,278.964958433871
6684210,278.9726131755492
6684240,278.980228297085
6684270,278.98780324156684
6684300,278.9953374526413
6684330,279.002830374508
6684360,279.0102814519133
6684390,279.0176901301452
6684420,279.025055855027
6684450,279.03237807291174
6684480,279.039656230676
6684510,279.04688977571385
6684540,279.0540781559309
6684570,279.06122081973797
6684600,279.06831721604465
6684630,279.07536679425334
6684660,279.08236900425226
6684690,279.08932329640965
6684720,279.09622912156624
6684750,279.10308593102974
6684780,279.10989317656686
6684810,279.1166503103975
6684840,279.1233567851874
6684870,279.1300120540409
6684900,279.1366155704946
6684930,279.1431667885095
6684960,279.14966516246443
6684990,279.15611014714807
6685020,279.16250119775236
6685050,279.16883776986447
6685080,279.1751193194593
6685110,279.1813453028925
6685140,279.1875151768919
6685170,279.1936283985506
6685200,279.1996844253184
6685230,279.2057223314305
6685260,279.2117815181351
6685290,279.2178619331907
6685320,279.2239635237247
6685350,279.2300862362375
6685380,279.23623001660525
6685410,279.24239481008345
6685440,279.2485805613098
6685470,279.25478721430784
6685500,279.26101471248984
6685530,279.26726299866016
6685560,279.27353201501865
6685590,279.2798217031634
6685620,279.2861320040942
6685650,279.29246285821586
6685680,279.29881420534076
6685710,279.30518598469286
6685740,279.31157813490995
6685770,279.3179905940474
6685800,279.3244232995811
6685830,279.3308761884103
6685860,279.33734919686106
6685890,279.3438422606891
6685920,279.3503553150828
6685950,279.3568882946665
6685980,279.3634411335032
6686010,279.37001376509784
6686040,279.3766061224002
6686070,279.38321813780783
6686100,279.389849743169
6686130,279.3965008697859
6686160,279.40317144841725
6686190,279.4098614092814
6686220,279.4165706820593
6686250,279.4232991958972
6686280,279.4300468794097
6686310,279.43681366068256
6686340,279.4435994672755
6686370,279.45040422622515
6686400,279.4572278640477
6686430,279.4640703067418
6686460,279.4709314797915
6686490,279.4778113081685
6686520,279.4847097163356
6686550,279.491626628249
6686580,279.4985619673609
6686610,279.50551565662266
6686640,279.51248761848706
6686670,279.5194777749111
6686700,279.5264860473587
6686730,279.5335123568034
6686760,279.54055662373077
6686790,279.54761876814104
6686820,279.5546987095518
6686850,279.5617963670005
6686880,279.5689116590469
6686910,279.5760445037757
6686940,279.5831948187989
6686970,279.5903625212586
6687000,279.59754752782897
6687030,279.60474975471897
6687060,279.61196911767496
6687090,279.6192055319826
6687120,279.6264589124698
6687150,279.6337291735086
6687180,279.64101622901774
6687210,279.64831999246496
6687240,279.6556403768693
6687270,279.6629772948034
6687300,279.67033065839564
6687330,279.6777003793324
6687360,279.6850863688605
6687390,279.6924885377891
6687420,279.69990679649203
6687450,279.7073410549098
6687480,279.7147912225521
6687510,279.7222572084994
6687540,279.7297389214053
6687570,279.7372362694987
6687600,279.7447491605855
6687630,279.752277502051
6687660,279.7598212008618
6687690,279.76738016356734
6687720,279.7749542963026
6687750,279.7825435047895
6687780,279.7901476943387
6687810,279.79776676985216
