time,hvac_reaZonCor_CO2Zon_y
6656370,645.4827993922527
6656400,645.3791473384243
6656430,645.275920131306
6656460,645.1731370995784
6656490,645.0708186345887
6656520,644.9689847822991
6656550,644.8676566299924
6656580,644.7668552191006
6656610,644.6666015606327
6656640,644.5669164475554
6656670,644.4678203101844
6656700,644.3693331027242
6656730,644.2714742143019
6656760,644.1742624000514
6656790,644.0777157275797
6656820,643.9818515340833
6656850,643.8866864087507
6656880,643.7922361718565
6656910,643.6985158635587
6656940,643.6055397396526
6656970,643.5133212727374
6657000,643.4218731576291
6657030,643.3312073201743
6657060,643.2413349287731
6657090,643.1522664080003
6657120,643.0640114538933
6657150,642.9765790504728
6657180,642.8899774871792
6657210,642.8042143769557
6657240,642.7192966747555
6657270,642.6352306962766
6657300,642.5520221367314
6657330,642.4696760897498
6657360,642.3881970659377
6657390,642.3075890113065
6657420,642.2278553253965
6657450,642.1489988790743
6657480,642.0710220319397
6657510,641.9939266493204
6657540,641.9177141188538
6657570,641.8423853665894
6657600,641.7679408726459
6657630,641.6943806863999
6657660,641.6217044411896
6657690,641.5499113685556
6657720,641.4790003120014
6657750,641.4089697402918
6657780,641.3398177602769
6657810,641.2715421292709
6657840,641.2041402669773
6657870,641.1376092669607
6657900,641.0719459077071
6657930,641.0071466632377
6657960,640.9432077133265
6657990,640.8801249533095
6658020,640.8178940034923
6658050,640.7565102181914
6658080,640.6959686943925
6658110,640.6362642800517
6658140,640.5773915820415
6658170,640.5193449737671
6658200,640.4621186024422
6658230,640.4057063960569
6658260,640.3501020700376
6658290,640.295299133594
6658320,640.2412908958052
6658350,640.1880704714104
6658380,640.1356307863464
6658410,640.0839645830183
6658440,640.0330644253248
6658470,639.9829227034596
6658500,639.9335316384808
6658530,639.8848832866521
6658560,639.8369695436041
6658590,639.7897821482723
6658620,639.7433126866569
6658650,639.6975525954022
6658680,639.6524931652066
6658710,639.6081255440789
6658740,639.5644407404324
6658770,639.5214296260311
6658800,639.479082938814
6658830,639.4373912855863
6658860,639.3963451445862
6658890,639.3559348679531
6658920,639.3161506840763
6658950,639.2769826998746
6658980,639.2384209029627
6659010,639.2004551637574
6659040,639.1630752374986
6659070,639.1262707662181
6659100,639.0900312673135
6659130,639.0543461708386
6659160,639.0192047934464
6659190,638.9845963440365
6659220,638.9505099267911
6659250,638.9169345433558
6659280,638.8838590947083
6659310,638.8512723829454
6659340,638.8191631130383
6659370,638.7875198945816
6659400,638.7563312435723
6659430,638.7255855842079
6659460,638.6952712507411
6659490,638.6653764893603
6659520,638.6358894601367
6659550,638.6067982390424
6659580,638.5780908200512
6659610,638.549755503041
6659640,638.5217794797312
6659670,638.4941509609939
6659700,638.466857224952
6659730,638.4398860377675
6659760,638.4132249834321
6659790,638.3868614798256
6659820,638.3607829267597
6659850,638.3349766655118
6659880,638.309429995309
6659910,638.2841301636998
6659940,638.2590643725302
6659970,638.2342771018612
6660000,638.209784141361
6660030,638.1855845539486
6660060,638.1616629155056
6660090,638.1379947553097
6660120,638.1145408422416
6660150,638.091294909051
6660180,638.0681991092166
6660210,638.0451589360318
6660240,638.022165143035
6660270,637.9991762029042
6660300,637.9761553727449
6660330,637.953053660302
6660360,637.929821050847
6660390,637.9064096463112
6660420,637.8827737454932
6660450,637.8588711739045
6660480,637.8346604266444
6660510,637.810101446625
6660540,637.785156763199
6660570,637.7597908582092
6660600,637.7339710416799
6660630,637.7076665332248
6660660,637.6808491823684
6660690,637.653493291219
6660720,637.6255754108608
6660750,637.596903129005
6660780,637.5677328668764
6660810,637.5379988373664
6660840,637.5076463633218
6660870,637.476661753663
6660900,637.4450364045646
6660930,637.4127649481754
6660960,637.3798444978552
6660990,637.3462741749723
6661020,637.3120547663993
6661050,637.2772188761417
6661080,637.2418715967747
6661110,637.2061488230912
6661140,637.1701637863924
6661170,637.1340352274535
6661200,637.0978436361079
6661230,637.0616573757158
6661260,637.0255377007114
6661290,636.9895215279909
6661320,636.9536224255014
6661350,636.9178361753769
6661380,636.8821427870963
6661410,636.8465087515132
6661440,636.810879777972
6661470,636.7751943848393
6661500,636.7393891843213
6661530,636.7033821369829
6661560,636.667089038305
6661590,636.6304182791228
6661620,636.593276073175
6661650,636.5555653417633
6661680,636.5172022786044
6661710,636.4780913272989
6661740,636.4381558149781
6661770,636.3973042666896
6661800,636.3554557785628
6661830,636.3124202304831
6661860,636.2683205993683
6661890,636.2230353906261
6661920,636.176481106001
6661950,636.1285980579447
6661980,636.0793366084462
6662010,636.0286527974183
6662040,635.9765045174059
6662070,635.922860914647
6662100,635.8676948381243
6662130,635.810982673999
6662160,635.7527049963809
6662190,635.6928466598582
6662220,635.6313966931341
6662250,635.568348123576
6662280,635.5036977901638
6662310,635.4374461519745
6662340,635.369597099573
6662370,635.300157772823
6662400,635.2291383857271
6662430,635.1565520580422
6662460,635.0824146533503
6662490,635.0067446232533
6662520,634.929562857427
6662550,634.8508925392806
6662580,634.7707590070106
6662610,634.6891896198803
6662640,634.6062136295948
6662670,634.5218620566653
6662700,634.4361675716723
6662730,634.3491643813894
6662760,634.2608881197017
6662790,634.1713757432847
6662820,634.0806654320107
6662850,633.9887964940541
6662880,633.8958092756427
6662910,633.8017450754446
6662940,633.7066460635166
6662970,633.6105552047723
6663000,633.513516186914
6663030,633.4155733527384
6663060,633.3167716367602
6663090,633.2171565060405
6663120,633.1167739051398
6663150,633.0156702050747
6663180,632.9138921561697
6663210,632.8114868446947
6663240,632.7085016107889
6663270,632.6049840819146
6663300,632.5009821222914
6663330,632.3965437968825
6663360,632.2917174725029
6663390,632.1865514520996
6663420,632.0810942128962
6663450,631.9753943632719
6663480,631.8695006123481
6663510,631.7634617518951
6663540,631.6573266437887
6663570,631.5511442107014
6663600,631.444963429121
6663630,631.338831500546
6663660,631.2327908785927
6663690,631.1268779819211
6663720,631.0211233236747
6663750,630.9155521945315
6663780,630.8101854838878
6663810,630.7050402381584
6663840,630.6001309372855
6663870,630.4954695565895
6663900,630.3910661624735
6663930,630.2869292817966
6663960,630.1830662005372
6663990,630.0794832074217
6664020,629.9761857880171
6664050,629.8731787756825
6664080,629.7704664770586
6664110,629.6680527697116
6664140,629.5659411780529
6664170,629.4641349338929
6664200,629.362637024558
6664230,629.2614502309037
6664260,629.1605771574054
6664290,629.0600202558832
6664320,628.9597818235002
6664350,628.8598640506682
6664380,628.7602690272058
6664410,628.66099874686
6664440,628.562055113036
6664470,628.4634399441218
6664500,628.3651549780454
6664530,628.2672018761026
6664560,628.1695822260954
6664590,628.0722975450548
6664620,627.9753492815274
6664650,627.8787388176119
6664680,627.7824674707676
6664710,627.6865364954922
6664740,627.5909470848228
6664770,627.4957003718315
6664800,627.4007974309877
6664830,627.3062392794857
6664860,627.2120268785736
6664890,627.1181611347632
6664920,627.0246429010984
6664950,626.9314729782882
6664980,626.8386521159152
6665010,626.7461810135063
6665040,626.6540603216555
6665070,626.5622906430065
6665100,626.4708725333019
6665130,626.3798065022922
6665160,626.2890930146409
6665190,626.1987324907786
6665220,626.1087253076823
6665250,626.0190717996204
6665280,625.9297722588102
6665310,625.8408269360714
6665340,625.752236041342
6665370,625.6639997442181
6665400,625.5761181743609
6665430,625.4885915019228
6665460,625.4014196771714
6665490,625.3146027639061
6665520,625.2281407100699
6665550,625.1420334425031
6665580,625.0562808574412
6665610,624.9708828131703
6665640,624.885839128947
6665670,624.8011495851874
6665700,624.7168139235681
6665730,624.6328318468563
6665760,624.5492030187368
6665790,624.4659270635353
6665820,624.3830035659195
6665850,624.3004320705649
6665880,624.2182120817716
6665910,624.1363430630751
6665940,624.0548244367634
6665970,623.9736555834486
6666000,623.892835841541
6666030,623.8123645067382
6666060,623.7322408314736
6666090,623.6524640243545
6666120,623.5730332495817
6666150,623.4939476263481
6666180,623.4152062282446
6666210,623.3368080826237
6666240,623.2587521699961
6666270,623.1810374233995
6666300,623.1036627277572
6666330,623.0266269192659
6666360,622.9499287847727
6666390,622.8735670611526
6666420,622.7975404347046
6666450,622.7218475405489
6666480,622.6464869620561
6666510,622.5714572302687
6666540,622.4967568233757
6666570,622.4223841661537
6666600,622.3483376295007
6666630,622.2746155299334
6666660,622.2012161291576
6666690,622.1281376336401
6666720,622.0553781942319
6666750,621.9829359058201
6666780,621.9108088070134
6666810,621.8389948798787
6666840,621.767492049696
6666870,621.6962981848003
6666900,621.6254110964078
6666930,621.5548285385572
6666960,621.4845482080361
6666990,621.4145677444205
6667020,621.3448847301185
6667050,621.2754966904719
6667080,621.206401093979
6667110,621.1375953524739
6667140,621.0690768214265
6667170,621.000842800329
6667200,620.9328905330465
6667230,620.8652173758508
6667260,620.7978191712907
6667290,620.7306910830159
6667320,620.6638274768181
6667350,620.5972219571993
6667380,620.5308674554915
6667410,620.4647563315227
6667440,620.398880504823
6667470,620.3332315478115
6667500,620.2678007750197
6667530,620.202579320596
6667560,620.137558213174
6667590,620.0727284439027
6667620,620.0080810195775
6667650,619.9436070098704
6667680,619.8792975884455
6667710,619.815144068337
6667740,619.7511379321758
6667770,619.6872708578611
6667800,619.6235347402104
6667830,619.5599217090864
6667860,619.4964241444445
6667890,619.4330346886738
6667920,619.3697462565913
6667950,619.3065520433393
6667980,619.2434455304884
6668010,619.1804204905312
6668040,619.1174709899527
6668070,619.0545913910761
6668100,618.9917763527841
6668130,618.9290208302715
6668160,618.8663200739119
6668190,618.8036696273417
6668220,618.7410653248477
6668250,618.6785032881227
6668280,618.6159799224545
6668310,618.5534919124141
6668340,618.4910362170783
6668370,618.4286100648495
6668400,618.3662109479048
6668430,618.3038366163239
6668460,618.2414850719113
6668490,618.1791545617822
6668520,618.1168435716999
6668550,618.054550819237
6668580,617.9922752467604
6668610,617.930016014269
6668640,617.8677724921313
6668670,617.805544253716
6668700,617.7433310679618
6668730,617.6811328918941
6668760,617.6189498631209
6668790,617.5567822923227
6668820,617.4946306557466
6668850,617.4324955877286
6668880,617.3703778732754
6668910,617.3082784406887
6668940,617.2461983542732
6668970,617.1841388071366
6669000,617.1221011140857
6669030,617.0600867046309
6669060,616.9980971161369
6669090,616.9361339870886
6669120,616.8741990504911
6669150,616.8122941274491
6669180,616.7504211208762
6669210,616.6885820093896
6669240,616.6267788413758
6669270,616.5650137292209
6669300,616.5032888437325
6669330,616.4416064087426
6669360,616.3799686959032
6669390,616.3183780196731
6669420,616.2568367324986
6669450,616.1953472201898
6669480,616.1339118974984
6669510,616.0725332038907
6669540,616.0112135995242
6669570,615.9499555614273
6669600,615.8887615798773
6669630,615.8276341549778
6669660,615.7665760355306
6669690,615.705589537739
6669720,615.644677105111
6669750,615.5838412280101
6669780,615.5230844067778
6669810,615.4624091400755
6669840,615.4018179200177
6669870,615.3413132292995
6669900,615.2808975391666
6669930,615.2205733078893
6669960,615.1603429794645
6669990,615.1002089826433
6670020,615.0401737300999
6670050,614.9802396178477
6670080,614.9204090248419
6670110,614.8606843128359
6670140,614.801067826384
6670170,614.7415618931194
6670200,614.6821688242021
6670230,614.6228909150158
6670260,614.5637304460623
6670290,614.5046896840954
6670320,614.4457708834733
6670350,614.3869762877449
6670380,614.3283081314736
6670410,614.2697686422795
6670440,614.2113600431841
6670470,614.1530845551108
6670500,614.0949443997381
6670530,614.0369418025336
6670560,613.9790789961174
6670590,613.9213582238278
6670620,613.8637817436412
6670650,613.8063518323349
6670680,613.7490707899228
6670710,613.6919409444484
6670740,613.6349646551074
6670770,613.5781443196801
6670800,613.5214823812898
6670830,613.4649801791141
6670860,613.4086398419
6670890,613.352462398919
6670920,613.2964478026747
6670950,613.2405956954134
6670980,613.1849049883646
6671010,613.1293741630808
6671040,613.0740013367848
6671070,613.0187843434834
6671100,612.9637208101639
6671130,612.9088082180272
6671160,612.8540439513065
6671190,612.7994253368814
6671220,612.7449496764884
6671250,612.6906142729553
6671280,612.6364164513571
6671310,612.5823535760281
6671340,612.5284230640237
6671370,612.4746223956853
6671400,612.4209491229227
6671430,612.3674008755927
6671460,612.3139753661243
6671490,612.26067039276
6671520,612.2074838416514
6671550,612.154413688072
6671580,612.1014579968837
6671610,612.048614922421
6671640,611.9958827079137
6671670,611.9432596845013
6671700,611.890744270019
6671730,611.8383349674594
6671760,611.7860303633516
6671790,611.7338291259207
6671820,611.6817300032113
6671850,611.6297318210904
6671880,611.5778334812247
6671910,611.526033959015
6671940,611.4743323015056
6671970,611.422727625291
6672000,611.371219114421
6672030,611.3198060182941
6672060,611.2684876495997
6672090,611.2172633822009
6672120,611.1661326491133
6672150,611.115094940446
6672180,611.064149801357
6672210,611.0132968300661
6672240,610.9625356758269
6672270,610.9118660369664
6672300,610.8612876588894
6672330,610.8108003321552
6672360,610.7604038904968
6672390,610.7100982089148
6672420,610.6598832017362
6672450,610.6097588207264
6672480,610.5597250531678
6672510,610.5097819199696
6672540,610.4599294737967
6672570,610.4101677971815
6672600,610.3604970006731
6672630,610.310926676806
6672660,610.2614403390795
6672690,610.2120440782792
6672720,610.1627590115124
6672750,610.113592539318
6672780,610.0645186424132
6672810,610.015537678943
6672840,609.9666500319231
6672870,609.9178561069675
6672900,609.8691563298244
6672930,609.820551143715
6672960,609.7720410065982
6672990,609.7236263883974
6673020,609.6753077682232
6673050,609.6270856316721
6673080,609.5789604681604
6673110,609.5309327683481
6673140,609.4830030216657
6673170,609.4351717139358
6673200,609.3874393250983
6673230,609.3398063270332
6673260,609.2922731829541
6673290,609.2448403413806
6673320,609.1975082380924
6673350,609.1502772932023
6673380,609.1031479094896
6673410,609.0561204708714
6673440,609.0091953409345
6673470,608.9623728615986
6673500,608.9156533518475
6673530,608.8690371065726
6673560,608.8225243954934
6673590,608.776115462905
6673620,608.7298105247971
6673650,608.6836097698907
6673680,608.6375133583778
6673710,608.5915214213005
6673740,608.5456340600314
6673770,608.4998513458462
6673800,608.4541733195902
6673830,608.4085999926872
6673860,608.3631313564724
6673890,608.3177673403645
6673920,608.2725077627297
6673950,608.227352338395
6673980,608.1823006940356
6674010,608.1373523761562
6674040,608.0925068586522
6674070,608.0477635499758
6674100,608.0031217997308
6674130,607.9585809048705
6674160,607.914140113258
6674190,607.8697986278537
6674220,607.8255556097778
6674250,607.7814101822329
6674280,607.7373614342208
6674310,607.6934084240936
6674340,607.649550183014
6674370,607.6057857430316
6674400,607.5621140981824
6674430,606.841449202216
6674460,605.7106245246838
6674490,604.7513597262974
6674520,603.8810346594931
6674550,603.0599567685178
6674580,602.2707085609543
6674610,601.5022773320196
6674640,600.7486771589878
6674670,600.0066202546515
6674700,599.2738420998152
6674730,598.548530723951
6674760,597.8291988956893
6674790,597.1146667806822
6674820,596.4039582778031
6674850,595.6959860715999
6674880,594.9898292471239
6674910,594.2841080749239
6674940,593.5768728444108
6674970,592.8681302584625
6675000,592.1579630623819
6675030,591.4465142660517
6675060,590.7339429940054
6675090,590.0204111442381
6675120,589.3061131512313
6675150,588.59124027738
6675180,587.8759744160845
6675210,587.1604992203268
6675240,586.4449947636716
6675270,585.7296335261237
6675300,585.0145501672887
6675330,584.2999041566968
6675360,583.5858337696704
6675390,582.8724673245275
6675420,582.1599156728793
6675450,581.448275966807
6675480,580.7376324923047
6675510,580.0280637614331
6675540,579.3196347033704
6675570,578.6123913451602
6675600,577.9063705709701
6675630,577.2015990567257
6675660,576.4982225091022
6675690,575.7991628824157
6675720,575.108748124766
6675750,574.4283779548991
6675780,573.758078261371
6675810,573.0976895743112
6675840,572.4470341712957
6675870,571.8059401154652
6675900,571.1742316238996
6675930,570.5502398243893
6675960,569.9304391762079
6675990,569.313660767648
6676020,568.6994572328878
6676050,568.0877385116744
6676080,567.478543320593
6676110,566.8719392682103
6676140,566.2679894651202
6676170,565.666743512898
6676200,565.0682376625076
6676230,564.472496692899
6676260,563.8795371604748
6676290,563.2893691752887
6676320,562.7019982254154
6676350,562.1174259791618
6676380,561.5356514448206
6676410,560.9566709846638
6676440,560.3804793846434
6676470,559.8070697423635
6676500,559.2364336230653
6676530,558.6685613619239
6676560,558.1034423370035
6676590,557.5410651961226
6676620,556.9814180295715
6676650,556.4244884890078
6676680,555.8702638647428
6676710,555.3187533066132
6676740,554.7659644047661
6676770,554.1897918458955
6676800,553.5739030853606
6676830,552.9189633154741
6676860,552.2320992825591
6676890,551.5208307965208
6676920,550.7913297174042
6676950,550.047963776131
6676980,549.2936964676835
6677010,548.5308732013395
6677040,547.6721572438412
6677070,546.593454173748
6677100,545.4372118363276
6677130,544.2726178059634
6677160,543.1173825480113
6677190,541.9754596226522
6677220,540.8474671324386
6677250,539.7331199445978
6677280,538.6318926033067
6677310,537.5432397998592
6677340,536.4666598477171
6677370,535.4018254264384
6677400,534.3519243857311
6677430,533.3193260355675
6677460,532.3030515308677
6677490,531.2943919516744
6677520,530.2921738190922
6677550,529.2984732289095
6677580,528.3163400205876
6677610,527.3455068374091
6677640,526.3855293374326
6677670,525.4361774150041
6677700,524.4973681144575
6677730,523.56921191632
6677760,522.6518281115367
6677790,521.7453377455942
6677820,520.8448229976567
6677850,519.944332723803
6677880,519.0437201684884
6677910,518.1434059419136
6677940,517.2440491338468
6677970,516.3460941628796
6678000,515.4499118531477
6678030,514.555957281601
6678060,513.6647626381008
6678090,512.7768588807519
6678120,511.8927283655517
6678150,511.01280267759563
6678180,510.1374725021402
6678210,509.2670905316614
6678240,508.4019686902991
6678270,507.5423765549444
6678300,506.6885435464861
6678330,505.84066265402487
6678360,504.9988936690799
6678390,504.16336602212976
6678420,503.3341817948804
6678450,502.51141885976165
6678480,501.69513380553593
6678510,500.88549476926556
6678540,500.08560665582445
6678570,499.3005339361594
6678600,498.5296155449483
6678630,497.77109485184906
6678660,497.02333517174395
6678690,496.2850017577253
6678720,495.5550448294707
6678750,494.8326421088581
6678780,494.116282639154
6678810,493.40444730013945
6678840,492.6968465994438
6678870,491.9935574311806
6678900,491.29472527103474
6678930,490.6004743374853
6678960,489.9108938580016
6678990,489.2260538933897
6679020,488.5460098219
6679050,487.87080641565916
6679080,487.20046869115265
6679110,486.5348944296285
6679140,485.87369626429717
6679170,485.21665760339823
6679200,484.5636099009574
6679230,483.91421186715763
6679260,483.2683062620305
6679290,482.6259512355766
6679320,481.9874933144807
6679350,481.3532861516467
6679380,480.72341628651105
6679410,480.0979788166755
6679440,479.477070901515
6679470,478.8607785090741
6679500,478.2491704482645
6679530,477.6422986288931
6679560,477.04019642268736
6679590,476.44287916333184
6679620,475.8503474796791
6679650,475.2625694079771
6679680,474.6792288993122
6679710,474.1000187497032
6679740,473.5250390076877
6679770,472.9541495077945
6679800,472.3874021441739
6679830,471.8247093105174
6679860,471.2660829248152
6679890,470.7114851799881
6679920,470.1608973514027
6679950,469.61430261649394
6679980,469.0716789300853
6680010,468.533015095102
6680040,467.99828889490897
6680070,467.46749407411335
6680100,466.9406156612954
6680130,466.4176424559782
6680160,465.89854533493
6680190,465.38333994309454
6680220,464.8719700283769
6680250,464.3644582064345
6680280,463.860787140904
6680310,463.3609374561027
6680340,462.86489256624975
6680370,462.37262772864733
6680400,461.8841781384474
6680430,461.3995040680327
6680460,460.918592395261
6680490,460.44141979893294
6680520,459.9679776546189
6680550,459.4982491208472
6680580,459.0322203472858
6680610,458.5698778073443
6680640,458.1112067413804
6680670,457.6561915831826
6680700,457.2048164098397
6680730,456.7570650834841
6680760,456.31292128565246
6680790,455.8723685099054
6680820,455.4353900628915
6680850,455.00196908677407
6680880,454.5720885837644
6680910,454.14573143531516
6680940,453.72288041858826
6680970,453.3035182225429
6681000,452.88762746410157
6681030,452.47519070414313
6681060,452.0661904631196
6681090,451.66060923617016
6681120,451.25842950763143
6681150,450.8596337648675
6681180,450.4642045113818
6681210,450.07212427919904
6681240,449.68337564049364
6681270,449.2979412184519
6681300,448.91580369736124
6681330,448.53694583192885
6681360,448.16135045585645
6681390,447.7890004896947
6681420,447.41987894800747
6681450,447.0539689458958
6681480,446.69125370491
6681510,446.3317165584063
6681540,445.9753409563888
6681570,445.6221104698865
6681600,445.2719627292194
6681630,444.9338992713026
6681660,444.6165418237354
6681690,444.3202350075073
6681720,444.044403978007
6681750,443.78874526639476
6681780,443.5530018339137
6681810,443.3369239771851
6681840,443.14026705459503
6681870,442.9627934687764
6681900,442.8042745480691
6681930,442.6644882484657
6681960,442.5432265640272
6681990,442.440290213331
6682020,442.3554872754745
6682050,442.2886377666218
6682080,442.23956658484485
6682110,442.20810541180987
6682140,442.19409191631075
6682170,442.197369244276
6682200,442.2177839940242
6682230,442.25518612596767
6682260,442.30942650387993
6682290,442.38035625163064
6682320,442.4678251537841
6682350,442.5716813117743
6682380,442.6917705765614
6682410,442.8279367800789
6682440,442.9800219321223
6682470,443.14786655927026
6682500,443.3313100347686
6682530,443.53019085582673
6682560,443.74434686121896
6682590,443.97361541422913
6682620,444.21783357443314
6682650,444.47683826043556
6682680,444.7504663974535
6682710,445.03855504652944
6682740,445.3409415168494
6682770,445.65746346390193
6682800,445.98795897519614
6682830,446.33226664458266
6682860,446.69022563589516
6682890,447.06167574253567
6682920,447.4464575030297
6682950,447.84441240719883
6682980,448.25538296532017
6683010,448.6792126115468
6683040,449.1157455402959
6683070,449.5648265768092
6683100,450.02630111818155
6683130,450.5000151353395
6683160,450.9858152363351
6683190,451.4835487566942
6683220,451.9930637615463
6683250,452.5142090835
6683280,453.04683428024526
6683310,453.59078970322946
6683340,454.1459266313481
6683370,454.71209761889105
6683400,455.28915695977037
6683430,455.8769614536778
6683460,456.47537124563536
6683490,457.0842622649606
6683520,457.7035351700874
6683550,458.33310345991754
6683580,458.97288731627873
6683610,459.62279974894506
6683640,460.2827428217021
6683670,460.95260810672534
6683700,461.6322809105773
6683730,462.3216409038874
6683760,463.0205652441625
6683790,463.7289275327527
6683820,464.4466004107504
6683850,465.17345386167295
6683880,465.9093568375986
6683910,466.65417569287564
6683940,467.40777905026124
6683970,468.1700352233936
6684000,468.94081346592645
6684030,469.7199850881075
6684060,470.5074233907397
6684090,471.30308975823914
6684120,472.10713851771885
6684150,472.91976434403864
6684180,473.74103929534743
6684210,474.57088040228325
6684240,475.40909555239625
6684270,476.25544295334674
6684300,477.10966654921845
6684330,477.9715221310502
6684360,478.84078235064953
6684390,479.71724140505256
6684420,480.60071350728435
6684450,481.49103228417715
6684480,482.38804521997514
6684510,483.2916135744397
6684540,484.2016088470989
6684570,485.1179115726367
6684600,486.04040899479406
6684630,486.96899375778486
6684660,487.903563613672
6684690,488.8440197518666
6684720,489.7902674117813
6684750,490.74221471097485
6684780,491.69977363773586
6684810,492.6628600656045
6684840,493.6313953004724
6684870,494.6052908436355
6684900,495.5844656674181
6684930,496.5688542883163
6684960,497.55852252464524
6684990,498.55395158333164
6685020,499.5557504359448
6685050,500.564362640965
6685080,501.57993563735397
6685110,502.60237108368625
6685140,503.631424047948
6685170,504.6667324473758
6685200,505.70606971457306
6685230,506.73895600020927
6685260,507.755459317068
6685290,508.7567132624228
6685320,509.74304199099925
6685350,510.7148066001009
6685380,511.67232378446215
6685410,512.6158797851397
6685440,513.5457303480886
6685470,514.4621061764698
6685500,515.3652245262489
6685530,516.2552890032713
6685560,517.1324844416595
6685590,517.9969836917915
6685620,518.8489548117251
6685650,519.6885616838601
6685680,520.5159616624123
6685710,521.3313056532644
6685740,522.134747533026
6685770,522.9264500651776
6685800,523.7065693210444
6685830,524.4752454890605
6685860,525.2326074578765
6685890,525.9787866542076
6685920,526.7139141220305
6685950,527.4381248613466
6685980,528.1515381886741
6686010,528.854288533787
6686040,529.5464698750561
6686070,530.2282483047128
6686100,530.8996984357917
6686130,531.5609668026987
6686160,532.2121446040578
6686190,532.8533665624603
6686220,533.484723826023
6686250,534.1063433095011
6686280,534.718318485917
6686310,535.3207709337302
6686340,535.9137933042721
6686370,536.4975022781838
6686400,537.0719896603325
6686430,537.6373687558424
6686460,538.1937298426467
6686490,538.7411831624096
6686520,539.2798170554423
6686550,539.8097394071145
6686580,540.3310363641343
6686610,540.8438140029298
6686640,541.3481629224434
6686670,541.844173195402
6686700,542.3319374342408
6686730,542.8115491342259
6686760,543.2831002718816
6686790,543.7466818594794
6686820,544.2023859903937
6686850,544.650306745786
6686880,545.0905384512289
6686910,545.5231722676755
6686940,545.9482938046488
6686970,546.3659835689149
6687000,546.7763194680078
6687030,547.1793792819356
6687060,547.575241685591
6687090,547.9639859309943
6687120,548.3456911370348
6687150,548.7204358997041
6687180,549.0882982905019
6687210,549.4493559653149
6687240,549.803686177243
6687270,550.1513656872798
6687300,550.4924706600206
6687330,550.8270766034327
6687360,551.1552583532468
6687390,551.4770900761624
6687420,551.7926452745307
6687450,552.101996799235
6687480,552.405216852458
6687510,552.7023768451745
6687540,552.9935473439164
6687570,553.2787981034032
6687600,553.558198085764
6687630,553.8318154666456
6687660,554.0997176499282
6687690,554.3619712872974
6687720,554.6186422911796
6687750,554.8697958405168
6687780,555.1154963861528
6687810,555.3558076599799
6687840,555.5907926867335
6687870,555.8205137956403
6687900,556.0450326306735
6687930,556.2644101599415
6687960,556.4787069097305
