time,hvac_reaZonWes_CO2Zon_y
6655260,646.4391455611847
6655290,646.5037347454605
6655320,646.5620211683415
6655350,646.6141927729349
6655380,646.6604364488617
6655410,646.700892981939
6655440,646.7357714438621
6655470,646.7652712061607
6655500,646.7895742329518
6655530,646.8088674401384
6655560,646.823369128903
6655590,646.8326850429768
6655620,646.8379130564201
6655650,646.839032291618
6655680,646.836065574678
6655710,646.8292019955836
6655740,646.8186117777477
6655770,646.8044615091851
6655800,646.786930890327
6655830,646.7661746840686
6655860,646.7423672947948
6655890,646.7156619542812
6655920,646.6862287785768
6655950,646.6541950675905
6655980,646.6197309632603
6656010,646.5829930902661
6656040,646.5441357508524
6656070,646.503259915163
6656100,646.4605480507938
6656130,646.4161182175222
6656160,646.3700968827482
6656190,646.322612179018
6656220,646.2737898656118
6656250,646.223753398759
6656280,646.1726236977847
6656310,646.120519080504
6656340,646.0675553005084
6656370,646.0138456139795
6656400,645.9595008559202
6656430,645.9046073681178
6656460,645.8492186811095
6656490,645.7933777626598
6656520,645.7371229884862
6656550,645.680491755573
6656580,645.6235205947929
6656610,645.5662454753431
6656640,645.5087019005169
6656670,645.4509249331147
6656700,645.3929491969445
6656730,645.3348088700383
6656760,645.2765376750156
6656790,645.2181688671495
6656820,645.1597352186641
6656850,645.1012690194235
6656880,645.042802063205
6656910,644.984365636819
6656940,644.9259905105906
6656970,644.8677069298569
6657000,644.8095446073193
6657030,644.7515327162681
6657060,644.6936998847196
6657090,644.636074190435
6657120,644.5786831568897
6657150,644.5215537501604
6657180,644.4647123767362
6657210,644.4081848822575
6657240,644.3519965511592
6657270,644.2961721071996
6657300,644.240735714773
6657330,644.1857109813326
6657360,644.1311209603034
6657390,644.0769881549228
6657420,644.0233345228024
6657450,643.9701814812139
6657480,643.917549913045
6657510,643.8654601733886
6657540,643.8139320967668
6657570,643.762985004897
6657600,643.7126377150132
6657630,643.6629085486936
6657660,643.613815341152
6657690,643.5653754509788
6657720,643.5176057702886
6657750,643.4705227352528
6657780,643.4241423369807
6657810,643.3784801327406
6657840,643.3335512574806
6657870,643.2893704356188
6657900,643.2459519931172
6657930,643.2033098697714
6657960,643.1614576317395
6657990,643.1204084842741
6658020,643.0801752846314
6658050,643.0407705551839
6658080,643.0022064966793
6658110,642.9644950016609
6658140,642.927647668036
6658170,642.8916758127913
6658200,642.8565904858293
6658230,642.8224024839502
6658260,642.7891223649578
6658290,642.7567604618829
6658320,642.7253268973528
6658350,642.6948315980741
6658380,642.6652843094603
6658410,642.6366946103835
6658440,642.60907192807
6658470,642.5824255531556
6658500,642.5567646548941
6658530,642.5320982965202
6658560,642.5084354508159
6658590,642.4857850158486
6658620,642.4641558309172
6658650,642.4435566927247
6658680,642.4239963717819
6658710,642.4054836290841
6658740,642.3880272330473
6658770,642.3716359767456
6658800,642.3563186954788
6658830,642.3420842846899
6658860,642.3289417182477
6658890,642.3169000671511
6658920,642.3059685186556
6658950,642.2961563958987
6658980,642.2874731780066
6659010,642.2799285207753
6659040,642.273532277931
6659070,642.2682945230413
6659100,642.2642255585527
6659130,642.2613359751276
6659160,642.259636647504
6659190,642.2591387634121
6659220,642.2598538508244
6659250,642.2617938053535
6659280,642.2649709184309
6659310,642.2693979065709
6659340,642.2750879418668
6659370,642.2820546838267
6659400,642.2903123126985
6659430,642.2998755643721
6659460,642.310759767027
6659490,642.3229808796181
6659520,642.3365555323878
6659550,642.3515010695714
6659580,642.3678355944764
6659610,642.3855783880954
6659640,642.4047485982296
6659670,642.4253673241699
6659700,642.4474558339168
6659730,642.471036937171
6659760,642.4961343943542
6659790,642.5227730771585
6659820,642.5509791224858
6659850,642.5807799740759
6659880,642.6122044817669
6659910,642.645282978623
6659940,642.680047379488
6659970,642.7160966216313
6660000,642.7532415434523
6660030,642.7914399181348
6660060,642.8306731471965
6660090,642.8709575823779
6660120,642.9123221449805
6660150,642.9549248686925
6660180,642.9989477293316
6660210,643.0437508414125
6660240,643.0897326783551
6660270,643.1369591134414
6660300,643.1854683633113
6660330,643.235313017678
6660360,643.2865507680322
6660390,643.3392410256992
6660420,643.3934481842911
6660450,643.4492422704603
6660480,643.5066991450095
6660510,643.5659005982438
6660540,643.6269350722682
6660570,643.6898980570485
6660600,643.7548925144757
6660630,643.8220291393451
6660660,643.8914262844497
6660690,643.9632102459183
6660720,644.0375181836583
6660750,644.1152582630579
6660780,644.1953365041264
6660810,644.2781533638441
6660840,644.364060759082
6660870,644.4532266318977
6660900,644.5458039746313
6660930,644.6419332885941
6660960,644.7417400722288
6660990,644.8453307221922
6661020,644.9527885050164
6661050,645.0507055263419
6661080,645.1272798277605
6661110,645.1801261255918
6661140,645.2084080243277
6661170,645.2113808117097
6661200,645.1886594233487
6661230,645.140016762363
6661260,645.0653948358615
6661290,644.9649526553907
6661320,644.8390572944469
6661350,644.6882279901016
6661380,644.5131104291844
6661410,644.3144518596059
6661440,644.0932489136095
6661470,643.8504939129905
6661500,643.5871337207002
6661530,643.3043523106514
6661560,643.0033190787875
6661590,642.6852639678694
6661620,642.3514337133801
6661650,642.0031135632335
6661680,641.6414101610698
6661710,641.2675882031056
6661740,640.88267135065
6661770,640.4878890160346
6661800,640.084360890078
6661830,639.6724751634836
6661860,639.2545598256565
6661890,638.8310819740145
6661920,638.4028300829689
6661950,637.9707163320473
6661980,637.5355633886132
6662010,637.0981417958385
6662040,636.6592421227554
6662070,636.2194913500753
6662100,635.7794889288208
6662130,635.3398111739976
6662160,634.900998197805
6662190,634.4635526441649
6662220,634.0279415999179
6662250,633.5945980392645
6662280,633.1639222022133
6662310,632.7362829445992
6662340,632.312019066902
6662370,631.8914406276527
6662400,631.4748302424399
6662430,631.0624443672745
6662460,630.6545145647817
6662490,630.2512487518193
6662520,629.8528324272929
6662550,629.4594298790047
6662580,629.0711853683692
6662610,628.6882242918416
6662640,628.3106543178876
6662670,627.9385664982888
6662700,627.5720363525899
6662730,627.21112492452
6662760,626.8558798092313
6662790,626.5063361502721
6662820,626.1625176052733
6662850,625.8244372794401
6662880,625.4920986260065
6662910,625.1654963129882
6662940,624.8446170556306
6662970,624.5294404141276
6663000,624.2199395563119
6663030,623.9160819851328
6663060,623.6178302309163
6663090,623.3251425084884
6663120,623.0379733394094
6663150,622.7562741396565
6663180,622.4799937732315
6663210,622.2090790722401
6663240,621.9434753223956
6663270,621.6831267188729
6663300,621.4279767909741
6663330,621.1779687961978
6663360,620.9330462057379
6663390,620.69315272432
6663420,620.4582328352178
6663450,620.2282320636886
6663480,620.0030972202477
6663510,619.7827766294832
6663540,619.5672203395468
6663570,619.3563803112768
6663600,619.1502105873093
6663630,618.9485996072964
6663660,618.7513510053329
6663690,618.5582514926305
6663720,618.369095365863
6663750,618.1836912092159
6663780,618.0018624143953
6663810,617.8234454676706
6663840,617.6482896961935
6663870,617.4762547271325
6663900,617.3072094356617
6663930,617.1410309068779
6663960,616.9776035586677
6663990,616.816818410885
6664020,616.6585724727311
6664050,616.50276822378
6664080,616.3493131803767
6664110,616.1981195233495
6664140,616.0491037758807
6664170,615.9021865240085
6664200,615.7572921714723
6664230,615.6143487222819
6664260,615.473287585999
6664290,615.3340434015827
6664320,615.1965538754885
6664350,615.060759633802
6664380,614.9266040857419
6664410,614.7940332956772
6664440,614.6629958627572
6664470,614.5334428072265
6664500,614.4053274626401
6664530,614.2786053733457
6664560,614.1532341966233
6664590,614.0291736092074
6664620,613.9063852176952
6664650,613.7848324726787
6664680,613.6644805862773
6664710,613.5452964529653
6664740,613.4272485734097
6664770,613.3103069813347
6664800,613.1944431731398
6664830,613.0796300402549
6664860,612.9658418041488
6664890,612.8530539537876
6664920,612.7412431856402
6664950,612.6303873459449
6664980,612.5204653753867
6665010,612.4114572559076
6665040,612.3033439597598
6665070,612.1961074005617
6665100,612.0897303864917
6665130,611.984196575359
6665160,611.8794904316204
6665190,611.7755971852534
6665220,611.6725027923832
6665250,611.5701938976616
6665280,611.4686577982803
6665310,611.3678824096568
6665340,611.2678562325843
6665370,611.1685683219773
6665400,611.0700082569787
6665430,610.9721662214012
6665460,610.8750326370467
6665490,610.778598531316
6665520,610.6828552825154
6665550,610.5877946821704
6665580,610.4934089024679
6665610,610.3996904677031
6665640,610.3066322330125
6665670,610.214227365461
6665700,610.1224693260901
6665730,610.0313518526908
6665760,609.9408689435048
6665790,609.8510148417212
6665820,609.7617840207931
6665850,609.6731711705413
6665880,609.5851711839722
6665910,609.4977791448373
6665940,609.4109903157984
6665970,609.324800127314
6666000,609.239204167069
6666030,609.1541981700203
6666060,609.0697780089766
6666090,608.98593968571
6666120,608.902679322567
6666150,608.8199931545441
6666180,608.7378775218313
6666210,608.6563288627481
6666240,608.5753437071248
6666270,608.4949186700404
6666300,608.4150504459141
6666330,608.3357358029665
6666360,608.2569715779936
6666390,608.1787546714337
6666420,608.1010820427432
6666450,608.0239507060235
6666480,607.9473577259314
6666510,607.8713002138031
6666540,607.7957753240421
6666570,607.7207802506664
6666600,607.6463122241262
6666630,607.5723685082486
6666660,607.4989463974063
6666690,607.4260432138218
6666720,607.3536563050495
6666750,607.2817830415954
6666780,607.2104208146733
6666810,607.1395670341007
6666840,607.0692191262938
6666870,606.9993745324153
6666900,606.9300307065744
6666930,606.8611851141852
6666960,606.7928352303654
6666990,606.7249785384741
6667020,606.6576125286906
6667050,606.5907346966751
6667080,606.524342542362
6667110,606.4584335687322
6667140,606.3930052807036
6667170,606.3280551841202
6667200,606.263580784698
6667230,606.1995960668511
6667260,606.1361335322852
6667290,606.073227531494
6667320,606.010907898544
6667350,605.9491986016886
6667380,605.8881180689735
6667410,605.8276799144147
6667440,605.7678936774045
6667470,605.7087654736036
6667500,605.650298542629
6667530,605.5924936984145
6667560,605.5353497073385
6667590,605.478863604313
6667620,605.4230309506311
6667650,605.3678460519005
6667680,605.3133021430614
6667710,605.2593915464031
6667740,605.2061058074352
6667770,605.1534358124815
6667800,605.1013718910575
6667830,605.0499039054821
6667860,604.9990213296811
6667890,604.9487133187451
6667920,604.8989687705283
6667950,604.8497763802834
6667980,604.8011246892297
6668010,604.7530021277177
6668040,604.7053970535788
6668070,604.6582977861829
6668100,604.6116926365878
6668130,604.5655699341715
6668160,604.5199180500393
6668190,604.4747254174862
6668220,604.4299805497669
6668250,604.3856720553796
6668280,604.3417886510557
6668310,604.2983191726462
6668340,604.2552525840432
6668370,604.2125779843
6668400,604.170284613076
6668430,604.128361854539
6668460,604.0867992398214
6668490,604.0455864481722
6668520,604.0047133068641
6668550,603.9641697899904
6668580,603.9239460162154
6668610,603.884032245561
6668640,603.8444188753358
6668670,603.805096435245
6668700,603.7660555817805
6668730,603.7272870919431
6668760,603.6887818563715
6668790,603.6505308719366
6668820,603.6125252338504
6668850,603.5747561273508
6668880,603.5372148190321
6668910,603.4998926478356
6668940,603.4627810157829
6668970,603.4258713784841
6669000,603.3891552354631
6669030,603.3526241203317
6669060,603.31626959093
6669090,603.280083219338
6669120,603.2440565818895
6669150,603.2081812492305
6669180,603.1724487764028
6669210,603.1368506930351
6669240,603.1013784936575
6669270,603.0660236281572
6669300,603.0307774924294
6669330,602.9956314192417
6669360,602.9605766693487
6669390,602.9256044228775
6669420,602.8907057710234
6669450,602.8558717080683
6669480,602.8210931237702
6669510,602.7863607961298
6669540,602.751665384577
6669570,602.7169974235962
6669600,602.6823473168186
6669630,602.6477053316011
6669660,602.6130618655646
6669690,602.5784066837048
6669720,602.5437295430924
6669750,602.5090201024082
6669780,602.4742678809508
6669810,602.4394622459489
6669840,602.4045924080791
6669870,602.369647419777
6669900,602.3346161750013
6669930,602.2994874100514
6669960,602.2642497051646
6669990,602.2288914870034
6670020,602.1934010318722
6670050,602.1577664697869
6670080,602.1219757893626
6670110,602.0860168436005
6670140,602.049877356486
6670170,602.0135449305408
6670200,601.977007055238
6670230,601.9402511163696
6670260,601.9032644063193
6670290,601.8660341352974
6670320,601.8285474435103
6670350,601.7907914142887
6670380,601.7527530881705
6670410,601.7144194779205
6670440,601.6757775845568
6670470,601.6368144142288
6670500,601.5975169961333
6670530,601.557872401272
6670560,601.5178677621813
6670590,601.4774902934846
6670620,601.4367273133884
6670650,601.395566265977
6670680,601.3539947443053
6670710,601.3120005143296
6670740,601.2695715375905
6670770,601.2266959986478
6670800,601.1833623321635
6670830,601.1395675092539
6670860,601.0953224697453
6670890,601.0506412604768
6670920,601.0055379692998
6670950,600.9600264894884
6670980,600.9141197583567
6671010,600.8678299798745
6671040,600.8211686838935
6671070,600.7741468189929
6671100,600.7267748439359
6671130,600.6790628042272
6671160,600.6310203948776
6671190,600.5826570126014
6671220,600.5339817995351
6671250,600.4850036801955
6671280,600.4357313927827
6671310,600.386173515896
6671340,600.3363384913438
6671370,600.2862346437746
6671400,600.2358701975177
6671430,600.1852532910256
6671460,600.1343919893142
6671490,600.0832942947249
6671520,600.0319681562237
6671550,599.9804214774581
6671580,599.9286621236894
6671610,599.8766979277439
6671640,599.8245366950965
6671670,599.7721862081396
6671700,599.7196542298202
6671730,599.6669485065646
6671760,599.6140767707383
6671790,599.5610467425267
6671820,599.5078661314376
6671850,599.4545426373571
6671880,599.4010839512799
6671910,599.3474977557122
6671940,599.2937917247914
6671970,599.2399735241629
6672000,599.1860508106361
6672030,599.1320312316284
6672060,599.077922424484
6672090,599.0237320155657
6672120,598.9694676193061
6672150,598.9151368370912
6672180,598.8607472560486
6672210,598.8063064478025
6672240,598.7518219671024
6672270,598.6973013504524
6672300,598.6427521146534
6672330,598.5881817553695
6672360,598.5335977456054
6672390,598.4790075342345
6672420,598.424418544474
6672450,598.3698381724108
6672480,598.3152737854884
6672510,598.260732721035
6672540,598.2062222848225
6672570,598.1517497496237
6672600,598.0973223538325
6672630,598.0429514281215
6672660,597.9886363356447
6672690,597.9343871275167
6672720,597.8802282365126
6672750,597.8261755245742
6672780,597.7722132622089
6672810,597.7183478833612
6672840,597.6645857652898
6672870,597.6109332309036
6672900,597.5573965495138
6672930,597.5039819378785
6672960,597.4506955616253
6672990,597.3975435368711
6673020,597.3445319319075
6673050,597.2916667688975
6673080,597.2389540254665
6673110,597.1863996361833
6673140,597.1340094939127
6673170,597.0817894510138
6673200,597.0297453203956
6673230,596.9778828764194
6673260,596.9262078572672
6673290,596.8747259611692
6673320,596.823442851136
6673350,596.7723641541437
6673380,596.7214954615297
6673410,596.6708423293754
6673440,596.6204102788136
6673470,596.5702047963496
6673500,596.5202313341487
6673530,596.4704953103469
6673560,596.4210021093629
6673590,596.3717570830429
6673620,596.3227655488582
6673650,596.2740327923634
6673680,596.2255640670744
6673710,596.17736459502
6673740,596.1294395673737
6673770,596.0817941451674
6673800,596.0344334600899
6673830,595.9873626136348
6673860,595.9405866661849
6673890,595.8941106928254
6673920,595.8479398561093
6673950,595.8020793955347
6673980,595.7565346072912
6674010,595.7113108351182
6674040,595.6664134625809
6674070,595.621847906812
6674100,595.5776196136371
6674130,595.5337340543977
6674160,595.4901967221239
6674190,595.4470131308562
6674220,595.4041888142453
6674250,595.3617293253515
6674280,595.3196402371922
6674310,595.2779271439409
6674340,595.2365956627415
6674370,595.1956514368477
6674400,595.1551001379053
6674430,594.6794466182852
6674460,593.7798599233859
6674490,592.8828104909358
6674520,592.2783676445906
6674550,591.9429015690181
6674580,591.7132195342596
6674610,591.4836241727975
6674640,591.2105541619031
6674670,590.88251061461
6674700,590.5019248077333
6674730,590.0762547155533
6674760,589.6133693607424
6674790,589.1200863672536
6674820,588.584892981944
6674850,587.9889623640622
6674880,587.3456114668389
6674910,586.6637167277311
6674940,585.9524737332707
6674970,585.2181737963402
6675000,584.4656939113071
6675030,583.6987437594951
6675060,582.9205599165007
6675090,582.1333868355836
6675120,581.3393390390358
6675150,580.540107324869
6675180,579.736867423142
6675210,578.9308239231973
6675240,578.1228699822458
6675270,577.3138373635658
6675300,576.5044793072274
6675330,575.6953229782996
6675360,574.8868460786625
6675390,574.0795409942234
6675420,573.273790770089
6675450,572.4699142682441
6675480,571.6681894216873
6675510,570.8688887450595
6675540,570.0722411730542
6675570,569.2784107241343
6675600,568.4875551475819
6675630,567.6998217350819
6675660,566.9146787923108
6675690,566.132185793176
6675720,565.3550683908594
6675750,564.5884655299736
6675780,563.8371362664519
6675810,563.1035057400593
6675840,562.3883311766591
6675870,561.6911960384872
6675900,561.0113090839858
6675930,560.3473313916024
6675960,559.6973475205482
6675990,559.0597872960137
6676020,558.4330888427213
6676050,557.8157524977896
6676080,557.2065172524611
6676110,556.6044241761507
6676140,556.0087742963091
6676170,555.4190533388647
6676200,554.8348692663592
6676230,554.2559113075648
6676260,553.6819185583746
6676290,553.1126672794696
6676320,552.5479592868937
6676350,551.9876179658361
6676380,551.4314821381348
6676410,550.8794062834108
6676440,550.331254506046
6676470,549.7869014969625
6676500,549.2462319350238
6676530,548.7091391446585
6676560,548.175524034523
6676590,547.6452943198143
6676620,547.1183639195718
6676650,546.594652446726
6676680,546.0740847507768
6676710,545.5573973449351
6676740,545.0478625499552
6676770,544.5397749994872
6676800,544.0131263238553
6676830,543.4404146444108
6676860,542.8037359306074
6676890,542.1014966941223
6676920,541.3437077436221
6676950,540.5453206408914
6676980,539.7212152063092
6677010,538.8834667226805
6677040,538.0780912800655
6677070,537.3538345411504
6677100,536.6464518800462
6677130,535.9170455216464
6677160,535.1544765163839
6677190,534.3606470236385
6677220,533.5412123089673
6677250,532.7022007429507
6677280,531.8486939802017
6677310,530.9849965387165
6677340,530.1144417256753
6677370,529.2396199885047
6677400,528.3627347548564
6677430,527.4995061869757
6677460,526.6700583376976
6677490,525.8353408165511
6677520,524.9961078811193
6677550,524.1463255912962
6677580,523.2688397054003
6677610,522.3683425247385
6677640,521.4502561682034
6677670,520.5183703711797
6677700,519.5753905204516
6677730,518.6232636668752
6677760,517.6634087986581
6677790,516.6967772004992
6677820,515.7364650057477
6677850,514.7977166868642
6677880,513.8804474533608
6677910,512.9831761479586
6677940,512.1039429949515
6677970,511.2413988176954
6678000,510.3944764662768
6678030,509.5620042140299
6678060,508.7426992700101
6678090,507.9353207669416
6678120,507.13875808055707
6678150,506.35203031960043
6678180,505.57425674090206
6678210,504.80464227652175
6678240,504.04247833006514
6678270,503.28714359879285
6678300,502.5380984659101
6678330,501.7948759601581
6678360,501.05707361723023
6678390,500.3243471599527
6678420,499.5964046091417
6678450,498.87300006881026
6678480,498.15392775181294
6678510,497.4384348941172
6678540,496.718310199988
6678570,495.98899059985575
6678600,495.25205998191433
6678630,494.5100885383087
6678660,493.7651289579507
6678690,493.01863829673783
6678720,492.27166587919623
6678750,491.5250040337685
6678780,490.77927754280165
6678810,490.0349584545977
6678840,489.2924403506318
6678870,488.5520810986104
6678900,487.8142068289587
6678930,487.07910809272664
6678960,486.34704041386937
6678990,485.61823172661803
6679020,484.8928899082941
6679050,484.17121174482986
6679080,483.45339980698583
6679110,482.73999910842497
6679140,482.03267671063037
6679170,481.33121603627353
6679200,480.6350824238156
6679230,479.94560808785377
6679260,479.2636165177225
6679290,478.5891373569947
6679320,477.9221075292816
6679350,477.2608263781787
6679380,476.6017663726449
6679410,475.94416908411057
6679440,475.28769954091297
6679470,474.6320877793761
6679500,473.97715085254026
6679530,473.3227923533278
6679560,472.66898716951744
6679590,472.0157743032022
6679620,471.36323893366637
6679650,470.71165219948324
6679680,470.06334889350546
6679710,469.4205486452368
6679740,468.782374417444
6679770,468.1497165520907
6679800,467.5220083807836
6679830,466.89971818741
6679860,466.28255993652215
6679890,465.67062354955414
6679920,465.06385266839624
6679950,464.4621799689195
6679980,463.86558564775453
6680010,463.2739660228651
6680040,462.68731357169816
6680070,462.1055013496601
6680100,461.52847613311354
6680130,460.9561582847779
6680160,460.3886021592604
6680190,459.8255666021067
6680220,459.2672727032032
6680250,458.71345061160605
6680280,458.1640982104127
6680310,457.6191946172833
6680340,457.0787250228947
6680370,456.542693266625
6680400,456.01084631206203
6680430,455.4832873008447
6680460,454.95998281393963
6680490,454.44092312092926
6680520,453.92607437800734
6680550,453.4154202340925
6680580,452.90894077528975
6680610,452.40661744934494
6680640,451.9084354019454
6680670,451.4143825196556
6680700,450.924448657871
6680730,450.4386253174955
6680760,449.9569053868628
6680790,449.47928293207457
6680820,449.0057530175597
6680850,448.53631154061276
6680880,448.07095508419525
6680910,447.60968078517686
6680940,447.15248621124067
6680970,446.6993692429149
6681000,446.2503279606707
6681030,445.8053605388574
6681060,445.3644651480334
6681090,444.9276398660601
6681120,444.4948825974595
6681150,444.0661910004043
6681180,443.64156242092326
6681210,443.22099383409363
6681240,442.8044817920235
6681270,442.3920223783648
6681300,441.98361116903504
6681330,441.57924319880743
6681360,441.17891293341034
6681390,440.7826142468107
6681420,440.3903404033461
6681450,440.00208404438155
6681480,439.6178371791788
6681510,439.23759117966006
6681540,438.86133677875927
6681570,438.4890640720698
6681600,438.12110696725426
6681630,437.7670645134579
6681660,437.43588018248045
6681690,437.1278850952906
6681720,436.8425041198437
6681750,436.5794808776749
6681780,436.33863843433227
6681810,436.1198177861808
6681840,435.92285873547485
6681870,435.74759828587577
6681900,435.59385540561766
6681930,435.46143432541027
6681960,435.35010846633674
6681990,435.2596296222757
6682020,435.1897328954465
6682050,435.1401267916908
6682080,435.1105098919216
6682110,435.10056893661914
6682140,435.1099829716388
6682170,435.1384275598978
6682200,435.1855783983817
6682230,435.25111419101336
6682260,435.33471773241195
6682290,435.43608069883936
6682320,435.5549016883247
6682350,435.69088778386487
6682380,435.84375629477057
6682410,436.01323481409287
6682440,436.19906143388283
6682470,436.4009847804648
6682500,436.61876395940834
6682530,436.8521684594269
6682560,437.10097804970786
6682590,437.36498265403617
6682620,437.64398222972176
6682650,437.9377866600635
6682680,438.2462156787048
6682710,438.56909883101883
6682740,438.90627547934525
6682770,439.25759485454694
6682800,439.6229161619614
6682830,440.0021087504418
6682860,440.3950523568928
6682890,440.8016373838231
6682920,441.22176521030326
6682950,441.65534820044365
6682980,442.10231027915256
6683010,442.5625881213908
6683040,443.03613268058035
6683070,443.5229107773116
6683100,444.0229066605165
6683130,444.5361235938441
6683160,445.0625855448261
6683190,445.60233891909513
6683220,446.1554546018846
6683250,446.7220291971341
6683280,447.30218594822577
6683310,447.89607368635956
6683340,448.5038630951429
6683370,449.125737766699
6683400,449.7618790016462
6683430,450.41244213945373
6683460,451.0775273067495
6683490,451.7552577812898
6683520,452.44299479556867
6683550,453.1391331644261
6683580,453.8428593363096
6683610,454.5537433306692
6683640,455.2715077378667
6683670,455.9959296510544
6683700,456.72682154708934
6683730,457.4640204051463
6683760,458.2073947132862
6683790,458.9568338810679
6683820,459.7122525978278
6683850,460.47357976960944
6683880,461.2407630299224
6683910,462.0137594074965
6683940,462.7925381117635
6683970,463.5770722113975
6684000,464.36733835889044
6684030,465.1633113108801
6684060,465.96494160665225
6684090,466.7715794296569
6684120,467.58114952531344
6684150,468.3912742541809
6684180,469.20050734584197
6684210,470.0085803214622
6684240,470.81605530955335
6684270,471.62387409769593
6684300,472.43308963055955
6684330,473.2446676446288
6684360,474.05944744003807
6684390,474.8781053103963
6684420,475.70116540883714
6684450,476.52900451602034
6684480,477.361895527911
6684510,478.2000098544114
6684540,479.0434462002446
6684570,479.8922420079666
6684600,480.74639287538247
6684630,481.60586335184206
6684660,482.4705917954201
6684690,483.34050242976014
6684720,484.2155051045546
6684750,485.0955028372629
6684780,485.98038970279123
6684810,486.8700530031605
6684840,487.76437037192835
6684870,488.6632465725959
6684900,489.5665819886942
6684930,490.47465560694394
6684960,491.3879566672413
6684990,492.3066577466581
6685020,493.23090146953007
6685050,494.16081450964896
6685080,495.0965067186194
6685110,496.03807636917224
6685140,496.9856124118138
6685170,497.9391943311205
6685200,498.89889046710005
6685230,499.856241365986
6685260,500.8009388687557
6685290,501.7338604935436
6685320,502.6549722974326
6685350,503.56429014767525
6685380,504.4618070377499
6685410,505.3475181356771
6685440,506.22142845190075
6685470,507.0835581812843
6685500,507.93393718554023
6685530,508.7726060448145
6685560,509.59962088528243
6685590,510.415049374544
6685620,511.21896519579053
6685650,512.011446854691
6685680,512.7925789699234
6685710,513.5624524717863
6685740,514.3211627178373
6685770,515.0688081445749
6685800,515.8054891737639
6685830,516.5313089642891
6685860,517.2463715574058
6685890,517.9507842062608
6685920,518.6446520809013
6685950,519.3280866795025
6685980,520.001190228622
6686010,520.6640829098963
6686040,521.3168479007988
6686070,521.9596374651277
6686100,522.5925203217706
6686130,523.2156341511779
6686160,523.8290655267491
6686190,524.4329431544113
6686220,525.0273561786487
6686250,525.6124283570073
6686280,526.1882523348521
6686310,526.7549477430622
6686340,527.3126076813857
6686370,527.8613484415949
6686400,528.401263138521
6686430,528.9324654162813
6686460,529.4550476822895
6686490,529.9691217771804
6686520,530.4747793936218
6686550,530.9721309821759
6686580,531.4612665666706
6686610,531.942294914311
6686640,532.415309964315
6686670,532.8804048658093
6686700,533.3376746787156
6686730,533.7872148185845
6686760,534.2291189008369
6686790,534.6634785835464
6686820,535.0903841075682
6686850,535.509924760096
6686880,535.9221891576299
6686910,536.3272653903756
6686940,536.7252409774763
6686970,537.1162026732626
6687000,537.5002362727026
6687030,537.8774265155022
6687060,538.2478570643226
6687090,538.6116104995302
6687120,538.9687683209173
6687150,539.3194109726439
6687180,539.6636178845622
6687210,540.0014675054744
6687240,540.3330373189189
6687270,540.658403852809
6687300,540.9776426949547
6687330,541.2908285146884
6687360,541.5980350843763
6687390,541.899335297249
6687420,542.1948011823453
6687450,542.4845039180386
6687480,542.7685138453954
6687510,543.0469004871063
6687540,543.3197325739777
6687570,543.5870780709721
6687600,543.8490041989679
6687630,544.1055774525502
6687660,544.3568636146648
6687690,544.6029277688643
6687720,544.8438343096722
6687750,545.0796469513567
6687780,545.3104287354589
6687810,545.5362420375329
6687840,545.7571485736692
6687870,545.9732094070565
6687900,546.184484954542
6687930,546.3910349928104
