time,hvac_reaZonSou_CO2Zon_y
6655740,547.7606335011428
6655770,548.1483344826901
6655800,548.538856682148
6655830,548.9319625351856
6655860,549.3273877115462
6655890,549.7249022778652
6655920,550.1242540631729
6655950,550.5252561480992
6655980,550.9276619722092
6656010,551.331247321423
6656040,551.7357939152577
6656070,552.1411603762614
6656100,552.5470943263201
6656130,552.9534354639795
6656160,553.3600120186279
6656190,553.7666536316233
6656220,554.1731943547327
6656250,554.5794735436976
6656280,554.9853360792947
6656310,555.3906323392431
6656340,555.79521809903
6656370,556.1989544094065
6656400,556.6017074677197
6656430,557.0033553261211
6656460,557.4037872455165
6656490,557.802895458732
6656520,558.2005745762481
6656550,558.5967190234458
6656580,558.9912247316344
6656610,559.383989679755
6656640,559.7749144578275
6656670,560.1639027560159
6656700,560.5508617590548
6656730,560.9357024502303
6656760,561.3183398359484
6656790,561.6986931023492
6656820,562.0766857141085
6656850,562.4522454719418
6656880,562.8253045265126
6656910,563.1957993614262
6656940,563.5636707506468
6656970,563.9288636951521
6657000,564.2913273428987
6657030,564.651014895591
6657060,565.0078835051694
6657090,565.3618941624529
6657120,565.713011579994
6657150,566.0612040708262
6657180,566.4064434245289
6657210,566.7487047817739
6657240,567.0879665083123
6657270,567.4242100691991
6657300,567.7574199036995
6657330,568.0875833022957
6657360,568.4146902846502
6657390,568.7387334801599
6657420,569.0597080109017
6657450,569.3776113772113
6657480,569.6924433460498
6657510,570.0042058422736
6657540,570.3129028429045
6657570,570.6185402744269
6657600,570.9211259131628
6657630,571.2206692887219
6657660,571.51718159052
6657690,571.8106755773515
6657720,572.101165489974
6657750,572.3886669666762
6657780,572.6731969617721
6657810,572.954773666977
6657840,573.2334164356054
6657870,573.5091457095218
6657900,573.7819829487979
6657930,574.0519505639929
6657960,574.3190718510037
6657990,574.5833709284118
6658020,574.8448726772517
6658050,575.1036026831513
6658080,575.3595871807547
6658110,575.6128530003707
6658140,575.8634275167751
6658170,576.1113386001045
6658200,576.3566145687618
6658230,576.5992841442855
6658260,576.8393764081059
6658290,577.0769207601176
6658320,577.3119468790259
6658350,577.5444846843817
6658380,577.7745643002603
6658410,578.0022160205098
6658440,578.2274702755194
6658470,578.4503576004491
6658500,578.6709086048571
6658530,578.8891539436692
6658560,579.1051242894457
6658590,579.3188503058793
6658620,579.5303626224708
6658650,579.7396918103426
6658680,579.9468683591272
6658710,580.1519226548912
6658740,580.3548849590352
6658770,580.5557853881282
6658800,580.7546538946299
6658830,580.95152024846
6658860,581.1464140193556
6658890,581.3393645599925
6658920,581.5304009898149
6658950,581.7195521795422
6658980,581.9068467362991
6659010,582.0923129893497
6659040,582.2759789763804
6659070,582.4578724303087
6659100,582.6380207606505
6659130,582.8164510565707
6659160,582.9931900632641
6659190,583.1682641721645
6659220,583.3416994103723
6659250,583.5135214300685
6659280,583.6837554981104
6659310,583.8524264858653
6659340,584.0195588592927
6659370,584.1851766692383
6659400,584.3493035419507
6659430,584.5119626697762
6659460,584.673176802041
6659490,584.8329682360778
6659520,584.9913588084011
6659550,585.1483698860184
6659580,585.304022357869
6659610,585.4583368703096
6659640,585.6113329342037
6659670,585.7630302506368
6659700,585.913447430979
6659730,586.0626029449395
6659760,586.2105147161083
6659790,586.3571999853972
6659820,586.502675493526
6659850,586.6469574371066
6659880,586.7900614632089
6659910,586.9320026543626
6659940,587.0727955224648
6659970,587.2124545565488
6660000,587.3509941405007
6660030,587.4883985625886
6660060,587.6245964198563
6660090,587.7595228882316
6660120,587.8931434881137
6660150,588.0253067840008
6660180,588.1559443471524
6660210,588.2857618413667
6660240,588.4144136682824
6660270,588.5419313591876
6660300,588.6683682897574
6660330,588.7938018674321
6660360,588.9183171750411
6660390,589.0419984168599
6660420,589.1649299960695
6660450,589.2871965705303
6660480,589.408878865079
6660510,589.5300542984771
6660540,589.6507977461181
6660570,589.7711799761844
6660600,589.891268397875
6660630,590.01112509653
6660660,590.1308078432309
6660690,590.2503692042384
6660720,590.3698591542511
6660750,590.4893379494355
6660780,590.6088345358208
6660810,590.7283675291507
6660840,590.8479569615376
6660870,590.9676188198888
6660900,591.08736340232
6660930,591.2071933177766
6660960,591.3271021870866
6660990,591.4470737656053
6661020,591.5670815200646
6661050,591.6870989580314
6661080,591.8070745358748
6661110,591.9269484210471
6661140,592.0466619093771
6661170,592.1661399490197
6661200,592.2853185079787
6661230,592.4041309242159
6661260,592.522498718468
6661290,592.640347743297
6661320,592.7576105221636
6661350,592.874219108265
6661380,592.9901098601116
6661410,593.1052226875706
6661440,593.2194895578704
6661470,593.332852482548
6661500,593.4452615146373
6661530,593.5566588062325
6661560,593.6669908041303
6661590,593.7762040386788
6661620,593.884246255319
6661650,593.9910652740421
6661680,594.0966172930857
6661710,594.2008524568686
6661740,594.3037312141048
6661770,594.4052056047769
6661800,594.5052323004353
6661830,594.6036153315133
6661860,594.7005804766279
6661890,594.796008576006
6661920,594.8898309687366
6661950,594.9820067703135
6661980,595.0725005063339
6662010,595.1612785095211
6662040,595.2483054571126
6662070,595.3335529182635
6662100,595.4169934083473
6662130,595.4986002408991
6662160,595.5783481086315
6662190,595.656213064685
6662220,595.7321723705485
6662250,595.8062045216785
6662280,595.8782893790753
6662310,595.9484083192751
6662340,596.0165443738352
6662370,596.0826823526457
6662400,596.1468089507969
6662430,596.2089128398885
6662460,596.2689847449836
6662490,596.3270175083836
6662520,596.3830061413198
6662550,596.4369478645068
6662580,596.4888421383926
6662610,596.5386906838505
6662640,596.5864974939908
6662670,596.6322688377115
6662700,596.6760132555567
6662730,596.7177415484457
6662760,596.7574667597822
6662790,596.7952041514459
6662820,596.8309711741504
6662850,596.8647874326406
6662880,596.8966746461743
6662910,596.9266566047484
6662940,596.9547591214863
6662970,596.981009981609
6663000,597.0054388884041
6663030,597.0280774065736
6663060,597.0489589033546
6663090,597.0681184877686
6663120,597.0855929483583
6663150,597.1014206897433
6663180,597.1156416683182
6663210,597.1282973274089
6663240,597.1394305301606
6663270,597.1490854952449
6663300,597.1573077327965
6663330,597.1641439804948
6663360,597.1696422221438
6663390,597.1738514126398
6663420,597.1768215735285
6663450,597.1786037203345
6663480,597.1792497942249
6663510,597.1788126015317
6663540,597.1773457572579
6663570,597.1749036311993
6663600,597.1715412962327
6663630,597.1672765890895
6663660,597.1620811830763
6663690,597.1559208281672
6663720,597.1487695306728
6663750,597.14061255336
6663780,597.1314456019091
6663810,597.121273001042
6663840,597.1101061228983
6663870,597.0979616820038
6663900,597.0848605161984
6663930,597.0708265318511
6663960,597.055885860119
6663990,597.0400661867468
6664020,597.0233962191476
6664050,597.0059052619737
6664080,596.9876228868085
6664110,596.9685786722009
6664140,596.9488020006693
6664170,596.9283219029197
6664200,596.9071669397927
6664230,596.8853651142708
6664260,596.8629438075588
6664290,596.8399297342742
6664320,596.8163489117138
6664350,596.7922266427807
6664380,596.7675875080205
6664410,596.7424553650455
6664440,596.7168533534121
6664470,596.6908039037014
6664500,596.6643287498057
6664530,596.6374489435868
6664560,596.6101848711625
6664590,596.5825562703766
6664620,596.5545822489188
6664650,596.5262813028227
6664680,596.4976713350272
6664710,596.468769673841
6664740,596.4395930910744
6664770,596.4101578198272
6664800,596.3804795717404
6664830,596.3505735537055
6664860,596.3204544840137
6664890,596.2901366078197
6664920,596.2596337120495
6664950,596.2289591395905
6664980,596.1981258029311
6665010,596.1671461971138
6665040,596.1360324121392
6665070,596.1047961447217
6665100,596.0734487095546
6665130,596.0420010499695
6665160,596.0104637481087
6665190,595.9788470346106
6665220,595.9471607978055
6665250,595.915414592491
6665280,595.8836176482586
6665310,595.8517788774765
6665340,595.8199068828346
6665370,595.7880099646102
6665400,595.7560961275491
6665430,595.7241731228505
6665460,595.6922483265342
6665490,595.6603289367841
6665520,595.6284218238527
6665550,595.5965336037057
6665580,595.5646706376073
6665610,595.5328390324531
6665640,595.5010446451089
6665670,595.4692930874394
6665700,595.4375897311407
6665730,595.4059397122705
6665760,595.374347935676
6665790,595.3428190792645
6665820,595.3113575981776
6665850,595.2799677288747
6665880,595.248653493115
6665910,595.2174187018832
6665940,595.1862669591993
6665970,595.1552016659209
6666000,595.1242260234386
6666030,595.0933430373468
6666060,595.0625555210537
6666090,595.0318660993545
6666120,595.0012772119668
6666150,594.9707911170259
6666180,594.9404098945625
6666210,594.9101354499271
6666240,594.8799695172198
6666270,594.8499136626751
6666300,594.8199692880203
6666330,594.7901376338286
6666360,594.7604197828466
6666390,594.7308166632888
6666420,594.7013290521252
6666450,594.6719575783333
6666480,594.6427027261469
6666510,594.6135648382574
6666540,594.5845441190203
6666570,594.5556406375899
6666600,594.5268543310796
6666630,594.4981850076412
6666660,594.4696323495448
6666690,594.4411959162006
6666720,594.4128751471532
6666750,594.3846693650285
6666780,594.3565777784327
6666810,594.3285994848068
6666840,594.3007334732151
6666870,594.2729786271028
6666900,594.2453337269543
6666930,594.2177974529291
6666960,594.1903683873891
6666990,594.1630450173922
6667020,594.1358257370805
6667050,594.1087088499866
6667080,594.0816925713046
6667110,594.0547750300041
6667140,594.027954270891
6667170,594.0012282566048
6667200,593.9745948694367
6667230,593.9480256603763
6667260,593.921461300335
6667290,593.8948406104282
6667320,593.8681078815067
6667350,593.8412145459961
6667380,593.8141190861628
6667410,593.7867863639328
6667440,593.7591868245801
6667470,593.7312957382213
6667500,593.7030925272564
6667530,593.6745601824005
6667560,593.6456847673126
6667590,593.6164549978868
6667620,593.586861879148
6667650,593.5568983966549
6667680,593.5265592535385
6667710,593.4958406459674
6667740,593.4647400710758
6667770,593.433256162358
6667800,593.4013885483108
6667830,593.369137730783
6667860,593.3365049800545
6667890,593.3034922441313
6667920,593.2701020701592
6667950,593.2363375361518
6667980,593.20220219158
6668010,593.1677000055372
6668040,593.1328353214262
6668070,593.0976128173024
6668100,593.0620374710908
6668130,593.0261145300723
6668160,592.9898494840843
6668190,592.9532480419887
6668220,592.916316111025
6668250,592.8790597787175
6668280,592.8414852970474
6668310,592.8035990686634
6668340,592.7654076349008
6668370,592.7269176654411
6668400,592.6881359494417
6668430,592.6490693880054
6668460,592.6097249878409
6668490,592.5701098560338
6668520,592.530231195789
6668550,592.4900963030833
6668580,592.4497125641228
6668610,592.4090874535257
6668640,592.3682285331766
6668670,592.3271434516575
6668700,592.2858399442102
6668730,592.244325833164
6668760,592.2026090287736
6668790,592.160697530419
6668820,592.1185994281051
6668850,592.0763229042227
6668880,592.0338762355394
6668910,591.99126779535
6668940,591.9485060557769
6668970,591.9055995901705
6669000,591.8625570755794
6669030,591.8193872952512
6669060,591.7760991411786
6669090,591.7327016165963
6669120,591.6892038384444
6669150,591.6456150397992
6669180,591.601944572204
6669210,591.5582019079246
6669240,591.5143966421003
6669270,591.4705384947712
6669300,591.4266373127839
6669330,591.382703071565
6669360,591.3387458767587
6669390,591.2947759657203
6669420,591.2508037088675
6669450,591.2068396108876
6669480,591.1628943118059
6669510,591.1189785879099
6669540,591.0751033525485
6669570,591.031279656796
6669600,590.9875186900027
6669630,590.9438317802264
6669660,590.9002305794261
6669690,590.8567265485021
6669720,590.8133313829823
6669750,590.7700569543838
6669780,590.7269152841623
6669810,590.6839185366163
6669840,590.6410790168012
6669870,590.5984091698019
6669900,590.5559215804957
6669930,590.5136289735569
6669960,590.4715442135146
6669990,590.4296803049575
6670020,590.3880503927691
6670050,590.3466677624903
6670080,590.3055458407915
6670110,590.2646981961212
6670140,590.2241385394732
6670170,590.1838807253945
6670200,590.143938753171
6670230,590.104326768279
6670260,590.0650590640786
6670290,590.026150083813
6670320,589.9876144229113
6670350,589.9494668316358
6670380,589.9117222180985
6670410,589.8743956516596
6670440,589.8375023667901
6670470,589.8010577673217
6670500,589.7650774312555
6670530,589.7295771160237
6670560,589.6945727643545
6670590,589.6600805106626
6670620,589.6261166881225
6670650,589.5926978363641
6670680,589.5598407098514
6670710,589.5275622870445
6670740,589.4958797788133
6670770,589.4648106407498
6670800,589.4343725856046
6670830,589.4045637629083
6670860,589.3753596689969
6670890,589.3467311308115
6670920,589.3186503621971
6670950,589.2910930732896
6670980,589.2640381970823
6671010,589.2374677122323
6671040,589.2113661950691
6671070,589.1857204063687
6671100,589.1605189315339
6671130,589.1357518713344
6671160,589.1114105795232
6671190,589.0874874422832
6671220,589.0639756935409
6671250,589.0408692607084
6671280,589.0181626359254
6671310,588.9958507687434
6671340,588.9739289767072
6671370,588.9523928709867
6671400,588.9312382944798
6671430,588.9104612702786
6671460,588.8900579588511
6671490,588.8700246225545
6671520,588.8503575962637
6671550,588.8310532631281
6671580,588.8121080345712
6671610,588.7935183338167
6671640,588.7752805823436
6671670,588.7573911887315
6671700,588.7398465395446
6671730,588.7226429917882
6671760,588.7057768667817
6671790,588.6892444450677
6671820,588.6730419622692
6671850,588.6571656056336
6671880,588.641611511183
6671910,588.6263757613206
6671940,588.6114543828025
6671970,588.5968433450012
6672000,588.5825385583854
6672030,588.568535873149
6672060,588.5548310779935
6672090,588.5414198989241
6672120,588.5282979981661
6672150,588.5154609730562
6672180,588.5029043549386
6672210,588.4906236080786
6672240,588.4786141285044
6672270,588.4668712428554
6672300,588.4553902071459
6672330,588.4441662055264
6672360,588.433194348937
6672390,588.4224696737554
6672420,588.4119871403506
6672450,588.4017416316176
6672480,588.3917279514218
6672510,588.3819408230083
6672540,588.3723748873697
6672570,588.3630247015457
6672600,588.3538847369055
6672630,588.3449705779354
6672660,588.3362386347378
6672690,588.32769710641
6672720,588.3193812742466
6672750,588.3112945007624
6672780,588.3033779897546
6672810,588.2956252386562
6672840,588.2880295668409
6672870,588.2805841194689
6672900,588.2732818690779
6672930,588.2661156174868
6672960,588.2590779981729
6672990,588.2521614789715
6673020,588.2453583649501
6673050,588.238660801388
6673080,588.2320607767422
6673110,588.225550125566
6673140,588.2191205313537
6673170,588.2127635292744
6673200,588.2064705087838
6673230,588.2002327161133
6673260,588.1940412579887
6673290,588.1878871001713
6673320,588.1817610730976
6673350,588.1756538729053
6673380,588.169556063452
6673410,588.1634580783232
6673440,588.1573502227873
6673470,588.1512226757775
6673500,588.1450654918691
6673530,588.138868603314
6673560,588.1326218221224
6673590,588.1263148429074
6673620,588.1199372433014
6673650,588.1134784880334
6673680,588.1069279309427
6673710,588.1002748176476
6673740,588.0935082883985
6673770,588.0866173811133
6673800,588.0795910346217
6673830,588.0724180899637
6673860,588.0650872787816
6673890,588.0575872941345
6673920,588.0499068890268
6673950,588.0420348793036
6673980,588.0339601295482
6674010,588.0256715466272
6674040,588.017158071198
6674070,588.0084086679702
6674100,587.9994123161588
6674130,587.9901580023685
6674160,587.980634716307
6674190,587.9708314554225
6674220,587.960737226421
6674250,587.9503410437397
6674280,587.9396319287822
6674310,587.928598909859
6674340,587.9172310228305
6674370,587.9055173121478
6674400,587.8934468329899
6674430,587.7080169236016
6674460,587.199511700461
6674490,586.8691030104557
6674520,586.6824775991877
6674550,586.5306034298314
6674580,586.3639659943332
6674610,586.16379619036
6674640,585.9257123527997
6674670,585.6521221377683
6674700,585.3476727050812
6674730,585.0171333042204
6674760,584.6645788168111
6674790,584.2933673721835
6674820,583.9062334691837
6674850,583.5053774740534
6674880,583.0925657424425
6674910,582.672385530997
6674940,582.2529795821124
6674970,581.8340012635333
6675000,581.4148722208312
6675030,580.99518368915
6675060,580.5745775680015
6675090,580.1527983491629
6675120,579.7296243456107
6675150,579.3048973832742
6675180,578.8785341178392
6675210,578.4504490376964
6675240,578.0206110821222
6675270,577.5890239156234
6675300,577.1556861137899
6675330,576.7206059499541
6675360,576.283819833741
6675390,575.8453760137811
6675420,575.4053157168269
6675450,574.9636795478234
6675480,574.5205112450936
6675510,574.0758563517018
6675540,573.6297538844411
6675570,573.1822338623734
6675600,572.7333237136894
6675630,572.2830476364296
6675660,571.8314269202772
6675690,571.3796351978358
6675720,570.9312092639568
6675750,570.4890090094159
6675780,570.0540340938095
6675810,569.6263476386098
6675840,569.2057067870785
6675870,568.7917563956936
6675900,568.3841305325949
6675930,567.9810535186847
6675960,567.5790426464835
6675990,567.1768991514534
6676020,566.773965176064
6676050,566.3699043413301
6676080,565.9645786344008
6676110,565.5579514569122
6676140,565.1500335868323
6676170,564.7408558607254
6676200,564.330457774406
6676230,563.9188824284375
6676260,563.5061743841264
6676290,563.0923790973337
6676320,562.677542491795
6676350,562.2617108721342
6676380,561.8449307427102
6676410,561.4272487206345
6676440,561.0087113829791
6676470,560.5893651630539
6676500,560.1692562717625
6676530,559.7484305905065
6676560,559.326933579225
6676590,558.9048101954513
6676620,558.4821048271983
6676650,558.0588612405759
6676680,557.6351225385607
6676710,557.2109640415895
6676740,556.7854880535053
6676770,556.3474167358956
6676800,555.8776533942884
6676830,555.3666683083985
6676860,554.8159461477429
6676890,554.232178785575
6676920,553.6232027627765
6676950,552.9957760123116
6676980,552.3550658783503
6677010,551.7045937769124
6677040,551.0596458325715
6677070,550.4172821329751
6677100,549.7513150293537
6677130,549.0607894032021
6677160,548.3496811072702
6677190,547.6212663811417
6677220,546.8780474626799
6677250,546.1220557700924
6677280,545.3549247385203
6677310,544.5781159618595
6677340,543.7928968909661
6677370,543.0004041905671
6677400,542.2018264717525
6677430,541.3504712508964
6677460,540.2532268458688
6677490,539.0516241143006
6677520,537.8454304968521
6677550,536.6589729699283
6677580,535.4954786059328
6677610,534.3537009369527
6677640,533.2317275422538
6677670,532.12778984343
6677700,531.0403645461529
6677730,529.9681518275037
6677760,528.9100032389263
6677790,527.8650020812327
6677820,526.832312202956
6677850,525.8112116753105
6677880,524.8011064466548
6677910,523.8014745702591
6677940,522.8118655241353
6677970,521.831927302645
6678000,520.8613770398309
6678030,519.8999708065255
6678060,518.9474938044291
6678090,518.0037559625625
6678120,517.0685853706806
6678150,516.141823855074
6678180,515.2233241013512
6678210,514.3129483360335
6678240,513.4105665722507
6678270,512.516054248872
6678300,511.6292911690973
6678330,510.7501617404712
6678360,509.8785550410101
6678390,509.0143641329646
6678420,508.1574852589059
6678450,507.3078175523854
6678480,506.465263137521
6678510,505.63025596502183
6678540,504.8039965092026
6678570,503.9711785830126
6678600,503.1312854528804
6678630,502.286457407285
6678660,501.43882730971075
6678690,500.59025527679046
6678720,499.7423695640743
6678750,498.89666624779454
6678780,498.0586450231419
6678810,497.23443835842545
6678840,496.4246615127262
6678870,495.628302026387
6678900,494.84404800772774
6678930,494.0707172531909
6678960,493.307354530534
6678990,492.55317722771423
6679020,491.8075563146931
6679050,491.0699712297771
6679080,490.3400061910797
6679110,489.6174027971616
6679140,488.9021017766168
6679170,488.1941543485345
6679200,487.49361027130396
6679230,486.80041834798993
6679260,486.1143645611837
6679290,485.4350971356406
6679320,484.76120668925404
6679350,484.09154169480473
6679380,483.4264265247199
6679410,482.76617916171284
6679440,482.11100171179885
6679470,481.4610154183009
6679500,480.8162751382432
6679530,480.1767823677042
6679560,479.54250684557167
6679590,478.913395466575
6679620,478.289385971788
6679650,477.6704102811955
6679680,477.0563983999793
6679710,476.4472831893529
6679740,475.84300012865515
6679770,475.2434885498415
6679800,474.6486913385406
6679830,474.05855729384945
6679860,473.47303717805886
6679890,472.89208897419246
6679920,472.3156692258941
6679950,471.7437434349476
6679980,471.1762706269034
6680010,470.61322347987084
6680040,470.05456023415854
6680070,469.5002604160928
6680100,468.95029002240096
6680130,468.4046227200507
6680160,467.8632088166838
6680190,467.3260569957833
6680220,466.7930858804504
6680250,466.26430498031704
6680280,465.73968530777677
6680310,465.2191906840172
6680340,464.7027889017247
6680370,464.19043991840465
6680400,463.6821676702232
6680430,463.1779228691317
6680460,462.6776796823733
6680490,462.18140123320154
6680520,461.689068265969
6680550,461.200654140761
6680580,460.71613586433534
6680610,460.23549110862183
6680640,459.758696764448
6680670,459.2857294694244
6680700,458.81656605208644
6680730,458.35118364668426
6680760,457.88955971442624
6680790,457.4316720122267
6680820,456.97749855586414
6680850,456.5270176058002
6680880,456.08020766536123
6680910,455.6370474785378
6680940,455.19751602415187
6680970,454.7615925081386
6681000,454.3292563560671
6681030,453.90048720651134
6681060,453.4752649049325
6681090,453.05356949772835
6681120,452.63538122638073
6681150,452.2206805217418
6681180,451.80944799850874
6681210,451.40166444989853
6681240,450.9973108425143
6681270,450.59636831138516
6681300,450.1988181551611
6681330,449.8046418314539
6681360,449.413820952324
6681390,449.0263372798999
6681420,448.64217272212517
6681450,448.26130932862736
6681480,447.88372928667957
6681510,447.5094149172646
6681540,447.13834867123467
6681570,446.77051312557205
6681600,446.4058909748666
6681630,446.05355610052356
6681660,445.7221815487236
6681690,445.4121306465124
6681720,445.1228517972588
6681750,444.85407765112154
6681780,444.6055949262736
6681810,444.3771909378162
6681840,444.1686326960706
6681870,443.9797068238054
6681900,443.81022194570505
6681930,443.65998546294963
6681960,443.52880336967263
6681990,443.416485638024
6682020,443.3228422755682
6682050,443.2476837717818
6682080,443.19082158408077
6682110,443.15206765196075
6682140,443.131234520627
6682170,443.12813551649043
6682200,443.1425847559781
6682230,443.1743975544104
6682260,443.2233901336583
6682290,443.2893803763899
6682320,443.3721877677423
6682350,443.4716331121119
6682380,443.58753850808597
6682410,443.7197271397255
6682440,443.86802325961764
6682470,444.03225227254603
6682500,444.212240695862
6682530,444.4078161494501
6682560,444.61880733352444
6682590,444.84504402331135
6682620,445.08635707333684
6682650,445.34257843489206
6682680,445.6135411744014
6682710,445.899079487589
6682740,446.1990287059887
6682770,446.5132252985491
6682800,446.8415068705507
6682830,447.1837121617902
6682860,447.53968104414076
6682890,447.90925452008
6682920,448.29227469309114
6682950,448.6885847234724
6682980,449.09802881110465
6683010,449.5204522171349
6683040,449.95570129912716
6683070,450.40362353533396
6683100,450.8640675288061
6683130,451.3368829769717
6683160,451.82192047659953
6683190,452.3190312990044
6683220,452.82806729659404
6683250,453.34888117983786
6683280,453.8813268182301
6683310,454.4252595307281
6683340,454.98053615505165
6683370,455.5470150595882
6683400,456.1245560372858
6683430,456.7130203355573
6683460,457.31227064591445
6683490,457.9221711421914
6683520,458.5425882593818
6683550,459.1733903874065
6683580,459.8144482043085
6683610,460.4656338365432
6683640,461.1268213659211
6683670,461.79788524904745
6683700,462.47870132532097
6683730,463.16914500610744
6683760,463.8690931717229
6683790,464.5784223232419
6683820,465.2970107816169
6683850,466.0247368569976
6683880,466.76148100990895
6683910,467.50712432337684
6683940,468.2615369693746
6683970,469.0245889620945
6684000,469.7961554250883
6684030,470.5761103877026
6684060,471.3643435540033
6684090,472.16072052623934
6684120,472.96509764451355
6684150,473.7773379360009
6684180,474.59730953140024
6684210,475.4248859087039
6684240,476.25994547536203
6684270,477.10237085978696
6684300,477.95204842529193
6684330,478.80886767216435
6684360,479.67272059838126
6684390,480.5435012093288
6684420,481.4211049941763
6684450,482.3054287325656
6684480,483.1963701877802
6684510,484.09382830044063
6684540,484.99770317902585
6684570,485.9078962960154
6684600,486.82431056014156
6684630,487.746850302496
6684660,488.67542151235716
6684690,489.6099315948735
6684720,490.55028975646337
6684750,491.49640662439225
6684780,492.44819459040525
6684810,493.40556769102875
6684840,494.36844194849095
6684870,495.33673243519235
6684900,496.31035676851525
6684930,497.28924930664687
6684960,498.2733480459248
6684990,499.26259018211346
6685020,500.2569172458919
6685050,501.25627264495864
6685080,502.2606029225831
6685110,503.2698550057911
6685140,504.2839747777918
6685170,505.3029059282772
6685200,506.3265823380184
6685230,507.3464007362595
6685260,508.35200194140276
6685290,509.34430622481625
6685320,510.3233992082664
6685350,511.2894310013529
6685380,512.2425335041894
6685410,513.1828341517156
6685440,514.1104574216102
6685470,515.0255262072756
6685500,515.9281625723229
6685530,516.8184878014957
6685560,517.6966221450145
6685590,518.562685024812
6685620,519.4167952120619
6685650,520.25907081175
6685680,521.0896290463461
6685710,521.9085862950119
6685740,522.7160579862981
6685770,523.5121590482308
6685800,524.2970034436815
6685830,525.0707049507497
6685860,525.8333752984485
6685890,526.5851271447629
6685920,527.3260689242543
6685950,528.0563141562574
6685980,528.775964898154
6686010,529.4851410120815
6686040,530.1839216227427
6686070,530.8724587283799
6686100,531.5508139430428
6686130,532.2191218660909
6686160,532.8774621485352
6686190,533.5259591314727
6686220,534.1646943133424
6686250,534.793785535646
6686280,535.413317278717
6686310,536.0234029530392
6686340,536.6241275375804
6686370,537.2156005663746
6686400,537.7979067737266
6686430,538.37115297208
6686460,538.9354232218034
6686490,539.4908220732177
6686520,540.0374322782012
6686550,540.5753566214294
6686580,541.1046762313333
6686610,541.6254926027448
6686640,542.1378918083269
6686670,542.641959579129
6686700,543.1377842993205
6686730,543.6254554109477
6686760,544.1050609577763
6686790,544.5766871078678
6686820,545.0404184037869
6686850,545.4963379684064
6686880,545.9445275395689
6686910,546.3850676838293
6686940,546.8180382919959
6686970,547.2435190423244
6687000,547.6615895211477
6687030,548.0723290496904
6687060,548.4758164791426
6687090,548.8721301104715
6687120,549.2613477062775
6687150,549.6435465068307
6687180,550.0188032148171
6687210,550.3871939618302
6687240,550.748794276168
6687270,551.103679060518
6687300,551.4519225791648
6687330,551.7935984504547
6687360,552.1287796403097
6687390,552.4575384556151
6687420,552.7799465390032
6687450,553.0960748666954
6687480,553.4059937494247
6687510,553.7097728343473
6687540,554.0074811056229
6687570,554.2991868858974
6687600,554.5849578387235
6687630,554.8648609712768
6687660,555.1389626373967
6687690,555.407328540823
6687720,555.6700237383415
6687750,555.9271126429925
6687780,556.1786590278707
6687810,556.424726030992
6687840,556.6653761612095
6687870,556.900671304712
6687900,557.130672731595
6687930,557.3554411023081
