time,hvac_reaZonWes_V_flow_y
6658200,-3.2479117359884814e-08
6658230,-3.270263322819894e-08
6658260,-3.290640775562101e-08
6658290,-3.309107776913057e-08
6658320,-3.325728009537599e-08
6658350,-3.340405952655121e-08
6658380,-3.353237129622115e-08
6658410,-3.364189701051569e-08
6658440,-3.373263668250747e-08
6658470,-3.38045903253163e-08
6658500,-3.385903157819697e-08
6658530,-3.389405001480351e-08
6658560,-3.391187449350924e-08
6658590,-3.391186821387625e-08
6658620,-3.389371278219596e-08
6658650,-3.385804502364166e-08
6658680,-3.3804228138162955e-08
6658710,-3.373321735667223e-08
6658740,-3.364564950323246e-08
6658770,-3.3541524589341865e-08
6658800,-3.3419250596686037e-08
6658830,-3.328137478444021e-08
6658860,-3.3126305134075816e-08
6658890,-3.295499687419558e-08
6658920,-3.276808682683897e-08
6658950,-3.25652565964558e-08
6658980,-3.2347779815521825e-08
6659010,-3.211406446555077e-08
6659040,-3.186602098930861e-08
6659070,-3.160237577371273e-08
6659100,-3.1325676070844335e-08
6659130,-3.103432986164011e-08
6659160,-3.0728973964755034e-08
6659190,-3.041120041381449e-08
6659220,-3.007909878436282e-08
6659250,-2.9735216324484456e-08
6659280,-2.937827941965127e-08
6659310,-2.900988010095969e-08
6659340,-2.8630973588313154e-08
6659370,-2.823996786151379e-08
6659400,-2.784036537879425e-08
6659430,-2.7428982095015767e-08
6659460,-2.700963887142229e-08
6659490,-2.6581698900737257e-08
6659520,-2.6146117399143384e-08
6659550,-2.5703212772785e-08
6659580,-2.525425864110337e-08
6659610,-2.4799891813549217e-08
6659640,-2.4342022716863416e-08
6659670,-2.387937773224818e-08
6659700,-2.3416096116034302e-08
6659730,-2.295026743951206e-08
6659760,-2.2485712552405826e-08
6659790,-2.2022431451053156e-08
6659820,-2.1562971365535914e-08
6659850,-2.1108924311976157e-08
6659880,-2.06615639014851e-08
6659910,-2.0223437360961088e-08
6659940,-1.9797410320132992e-08
6659970,-1.938539319526182e-08
6660000,-1.899025161376077e-08
6660030,-1.5913512026925734e-08
6660060,-1.2672795250105598e-08
6660090,-9.620892723442212e-09
6660120,-6.693168280869132e-09
6660150,-4.203886407919753e-09
6660180,-1.4477823768590227e-09
6660210,1.1729998065241788e-09
6660240,3.2359383312268206e-09
6660270,5.632245659137982e-09
6660300,7.587563688879488e-09
6660330,9.324775160694816e-09
6660360,1.0902148007651961e-08
6660390,1.2238489260244747e-08
6660420,1.3309918623920351e-08
6660450,1.414350040807492e-08
6660480,1.4693702826575494e-08
6660510,1.4938874369839743e-08
6660540,1.4853861075418562e-08
6660570,1.4408732915562979e-08
6660600,1.35789727277254e-08
6660630,1.233369527635859e-08
6660660,1.0646472995123789e-08
6660690,8.499793653296172e-09
6660720,5.8965229105067595e-09
6660750,3.2257504728199304e-09
6660780,-8.182981453948161e-10
6660810,-4.98047434204829e-09
6660840,-9.1550677752046e-09
6660870,-1.383846985545686e-08
6660900,-1.8710047476649545e-08
6660930,-2.3569842670795313e-08
6660960,-2.822490246103291e-08
6660990,-3.247176671333792e-08
6661020,-3.611907485941407e-08
6661050,-3.8765001803285926e-08
6661080,-4.0812010232602115e-08
6661110,-4.19127224215857e-08
6661140,-4.218972441887882e-08
6661170,-4.168982219092374e-08
6661200,-4.0492935583712394e-08
6661230,-3.8770366049768036e-08
6661260,-3.6601396335883065e-08
6661290,-3.4119437593089895e-08
6661320,-3.139644903651392e-08
6661350,-2.8556926281583413e-08
6661380,-2.5636212014968386e-08
6661410,-2.269543951723197e-08
6661440,-1.979606043045202e-08
6661470,-1.6950173930253602e-08
6661500,-1.4203629886446997e-08
6661530,-1.155069691371168e-08
6661560,-9.022578356832801e-09
6661590,-6.579473758739944e-09
6661620,-4.2901580040583216e-09
6661650,-2.112601841853832e-09
6661680,-6.208852245902159e-11
6661710,1.866794867723106e-09
6661740,3.6501681853064875e-09
6661770,5.287076269639402e-09
6661800,6.884502452948805e-09
6661830,8.191863865572949e-09
6661860,9.67116279921087e-09
6661890,1.0892555667119737e-08
6661920,1.2006965342250085e-08
6661950,1.2998153289462036e-08
6661980,1.3877263598882072e-08
6662010,1.4621689669360721e-08
6662040,1.5277281478959275e-08
6662070,1.5804238671941973e-08
6662100,1.620956608832235e-08
6662130,1.6499950164198236e-08
6662160,1.6682714141041146e-08
6662190,1.680943925304617e-08
6662220,1.6913239382724546e-08
6662250,1.698933848197878e-08
6662280,1.7034552516044774e-08
6662310,1.7052702312628758e-08
6662340,1.704315105992228e-08
6662370,1.7009082780874314e-08
6662400,1.694954226131529e-08
6662430,1.6867076719242287e-08
6662460,1.676327816446237e-08
6662490,1.6636872980613902e-08
6662520,1.6489453178015758e-08
6662550,1.632165555848503e-08
6662580,1.613252490911206e-08
6662610,1.5923653241120412e-08
6662640,1.569281172983394e-08
6662670,1.544095558081753e-08
6662700,1.5167766387774372e-08
6662730,1.4871970535363867e-08
6662760,1.4552294408280834e-08
6662790,1.4210011616031495e-08
6662820,1.3841301318932453e-08
6662850,1.3447118723808825e-08
6662880,1.3024598200487358e-08
6662910,1.2572784537655925e-08
6662940,1.2091040927511748e-08
6662970,1.1576183337516182e-08
6663000,1.1027574960694179e-08
6663030,1.0442668571734257e-08
6663060,9.820508961772511e-09
6663090,9.158548906913964e-09
6663120,8.455514796855905e-09
6663150,7.708541006489104e-09
6663180,6.91635392782751e-09
6663210,6.0767247447716605e-09
6663240,5.187424642837716e-09
6663270,4.247180018918951e-09
6663300,3.2540804655882788e-09
6663330,2.2049419650123386e-09
6663360,1.0988093241471336e-09
6663390,-6.463584098678391e-11
6663420,-1.2882591366699904e-09
6663450,-2.573652553171372e-09
6663480,-3.922408077152114e-09
6663510,-5.336117691370564e-09
6663540,-6.813507746556807e-09
6663570,-8.358717441833533e-09
6663600,-9.970473119055605e-09
6663630,-1.0200359403471408e-08
6663660,-9.084674575372516e-09
6663690,-8.174678255748033e-09
6663720,-7.4133762638456195e-09
6663750,-6.681049055430236e-09
6663780,-5.948721951250092e-09
6663810,-5.217668555629872e-09
6663840,-4.4888440697995304e-09
6663870,-3.764795709306578e-09
6663900,-3.0448866606541243e-09
6663930,-2.3291169163104257e-09
6663960,-1.6184416774288235e-09
6663990,-9.128609366704614e-10
6664020,-2.1237468686164002e-10
6664050,4.817434677204026e-10
6664080,1.1714039508776627e-09
6664110,1.8537411439566267e-09
6664140,2.5300286647550445e-09
6664170,3.1996297139971206e-09
6664200,3.8622258950311676e-09
6664230,4.518135616588974e-09
6664260,5.165448467647013e-09
6664290,5.8057564676712175e-09
6664320,6.4381044135676154e-09
6664350,7.06249231038289e-09
6664380,7.678601760135608e-09
6664410,8.285477559005982e-09
6664440,8.884074919688863e-09
6664470,9.473757040658577e-09
6664500,1.005356871729929e-08
6664530,1.0624465161570639e-08
6664560,1.118549116832024e-08
6664590,1.1736646740552603e-08
6664620,1.227856868669693e-08
6664650,1.280966499506667e-08
6664680,1.3330254070686804e-08
6664710,1.3841291124105687e-08
6664740,1.4340865739833987e-08
6664770,1.4829933127892325e-08
6664800,1.5308493289484252e-08
6664830,1.5775272613900414e-08
6664860,1.6231544713436535e-08
6664890,1.66760359767991e-08
6664920,1.710938321000365e-08
6664950,1.7530949607044916e-08
6664980,1.7941690376541816e-08
6665010,1.8339695099986042e-08
6665040,1.872687419459954e-08
6665070,1.9101317241245107e-08
6665100,1.9464297850809735e-08
6665130,1.9814860812681494e-08
6665160,2.0153324528246518e-08
6665190,2.0480325801906512e-08
6665220,2.0794591019174663e-08
6665250,2.1097075387226337e-08
6665280,2.1386505291008988e-08
6665310,2.1664472743848783e-08
6665340,2.1929704130274124e-08
6665370,2.218283625383564e-08
6665400,2.242323230501985e-08
6665430,2.2652484297121154e-08
6665460,2.2867726597181897e-08
6665490,2.3071188024882257e-08
6665520,2.3261913366748923e-08
6665550,2.344117623266926e-08
6665580,2.360738460206121e-08
6665610,2.3761175277865065e-08
6665640,2.3902866659668756e-08
6665670,2.403214034010315e-08
6665700,2.4149633122184364e-08
6665730,2.4254071387820546e-08
6665760,2.4346091939868275e-08
6665790,2.442696838852602e-08
6665820,2.4495427115420573e-08
6665850,2.4551468116315815e-08
6665880,2.4595728194290237e-08
6665910,2.4627888941528387e-08
6665940,2.464795035382377e-08
6665970,2.465623083071334e-08
6666000,2.4653367175611904e-08
6666030,2.46380857693709e-08
6666060,2.4611341819204604e-08
6666090,2.457281691726733e-08
6666120,2.4522511059514348e-08
6666150,2.4461061049732824e-08
6666180,2.4388466884107092e-08
6666210,2.4304410154920234e-08
6666240,2.420920926235387e-08
6666270,2.4102227394754778e-08
6666300,2.3984738164468816e-08
6666330,2.3856741568116677e-08
6666360,2.3717282390179772e-08
6666390,2.356667903130645e-08
6666420,2.3405886700560895e-08
6666450,2.3233950182530024e-08
6666480,2.3051506282434502e-08
6666510,2.28588734015895e-08
6666540,2.265605153729098e-08
6666570,2.2442722282705924e-08
6666600,2.2218885635274596e-08
6666630,2.198549680537641e-08
6666660,2.174223738657666e-08
6666690,2.1488470568154914e-08
6666720,2.1225469965374753e-08
6666750,2.0952280363445064e-08
6666780,2.0669538569349813e-08
6666810,2.037756298596431e-08
6666840,2.0076353611956152e-08
6666870,1.976591044612615e-08
6666900,1.9445915082959562e-08
6666930,1.9117322734887937e-08
6666960,1.8779178187774293e-08
6666990,1.8432118249936206e-08
6667020,1.807709813448794e-08
6667050,1.771379943674019e-08
6667080,1.7340948538437728e-08
6667110,1.696013746230973e-08
6667140,1.6570729399483204e-08
6667170,1.6173679564076585e-08
6667200,1.576771433829514e-08
6667230,1.4626871169375393e-08
6667260,1.2827885472432432e-08
6667290,1.1170908057534773e-08
6667320,9.60308380103901e-09
6667350,8.065189478244856e-09
6667380,6.546080959882232e-09
6667410,5.047987109814285e-09
6667440,3.5737735997343365e-09
6667470,2.124077267292368e-09
6667500,7.014453762126177e-10
6667530,-6.950772624142152e-10
6667560,-2.0619881747039534e-09
6667590,-3.399605744060662e-09
6667620,-4.706656332779997e-09
6667650,-5.982184709756706e-09
6667680,-7.22555405044148e-09
6667710,-8.435809127741403e-09
6667740,-9.612313121114147e-09
6667770,-1.0755066020927538e-08
6667800,-1.1863112605999016e-08
6667830,-1.293581606160909e-08
6667860,-1.3972857979357033e-08
6667890,-1.4973283143928224e-08
6667920,-1.5937728363625854e-08
6667950,-1.6865875235219792e-08
6667980,-1.7756768548626933e-08
6668010,-1.8611045116761045e-08
6668040,-1.9428068136937764e-08
6668070,-2.0208156020566564e-08
6668100,-2.0950353563768876e-08
6668130,-2.165657120099452e-08
6668160,-2.232553532661284e-08
6668190,-2.29569275486963e-08
6668220,-2.355170309230447e-08
6668250,-2.4109225163437763e-08
6668280,-2.4631085796353958e-08
6668310,-2.5116329794732792e-08
6668340,-2.5565593982391725e-08
6668370,-2.597951518347662e-08
6668400,-2.6358411818706172e-08
6668430,-2.6702602309163826e-08
6668460,-2.701144986547175e-08
6668490,-2.7287501734446336e-08
6668520,-2.752948431984826e-08
6668550,-2.7738034447161988e-08
6668580,-2.7914744151922393e-08
6668610,-2.8058976645452538e-08
6668640,-2.8172323962691104e-08
6668670,-2.8253830911680184e-08
6668700,-2.8306363139509717e-08
6668730,-2.8328647050503488e-08
6668760,-2.8322274677656502e-08
6668790,-2.8287882843723937e-08
6668820,-2.8225471564919516e-08
6668850,-2.8136951275052125e-08
6668880,-2.802264039200738e-08
6668910,-2.788253893038279e-08
6668940,-2.771823891860636e-08
6668970,-2.7530058772791953e-08
6669000,-2.7318635311286472e-08
6669030,-2.7085878962450235e-08
6669060,-2.6831471334776734e-08
6669090,-2.6557004452111163e-08
6669120,-2.6262159921788546e-08
6669150,-2.5949803375914007e-08
6669180,-2.5618661212754494e-08
6669210,-2.5270643854989707e-08
6669240,-2.4906388114423616e-08
6669270,-2.4527804411435445e-08
6669300,-2.4133937544516218e-08
6669330,-2.3727016334684207e-08
6669360,-2.330672238388096e-08
6669390,-2.2874966108971232e-08
6669420,-2.243238431706802e-08
6669450,-2.197929541258774e-08
6669480,-2.1517291407655563e-08
6669510,-2.1046372303350518e-08
6669540,-2.0567811708351474e-08
6669570,-2.008224642664898e-08
6669600,-1.9589994859829296e-08
6669630,-1.9092649016561143e-08
6669660,-1.8590208895512888e-08
6669690,-1.8083311298770752e-08
6669720,-1.7573866635031138e-08
6669750,-1.7060601294824126e-08
6669780,-1.654478888263432e-08
6669810,-1.602770300234747e-08
6669840,-1.550934365074833e-08
6669870,-1.4989710824561468e-08
6669900,-1.4469441323615952e-08
6669930,-1.3949171947477801e-08
6669960,-1.3429221093947963e-08
6669990,-1.2910225562210246e-08
6670020,-1.2390593340931715e-08
6670050,-1.1873190039566988e-08
6670080,-1.1356105245333228e-08
6670110,-1.0839975757257322e-08
6670140,-1.0324483170063727e-08
6670170,-9.810901085386967e-09
6670200,-9.297000689831349e-09
6670230,-8.78405558510948e-09
6670260,-8.271428964843366e-09
6670290,-7.759120825396045e-09
6670320,-7.246175959360581e-09
6670350,-6.731320758305246e-09
6670380,-6.216147225135329e-09
6670410,-5.698744949061416e-09
6670440,-5.1781587232463455e-09
6670470,-4.654388544545163e-09
6670500,-4.125842403890761e-09
6670530,-3.5918834958833e-09
6670560,-3.051556613970156e-09
6670590,-2.5048617550265538e-09
6670620,-1.9486149045006524e-09
6670650,-1.3828160592417422e-09
6670680,-8.058732103216031e-10
6670710,-2.1651274982257522e-10
6670740,3.874941336443123e-10
6670770,1.005829042920929e-09
6670800,1.6419943942917176e-09
6670830,2.218937130381367e-09
6670860,2.725513219711573e-09
6670890,3.2371837225854533e-09
6670920,3.75044623053673e-09
6670950,4.261161533054353e-09
6670980,4.766464023915159e-09
6671010,5.268264112874901e-09
6671040,5.76656180317257e-09
6671070,6.261038696893237e-09
6671100,6.751376396033362e-09
6671130,7.238848507884903e-09
6671160,7.722499832140227e-09
6671190,8.202648772714972e-09
6671220,8.679295332373114e-09
6671250,9.152121112706055e-09
6671280,9.622399720716909e-09
6671310,1.0088220752344403e-08
6671340,1.0551494616685623e-08
6671370,1.1010947711693839e-08
6671400,1.1465943237383485e-08
6671430,1.1917754800472624e-08
6671460,1.2366064001983023e-08
6671490,1.280959723932534e-08
6671520,1.3249628119053616e-08
6671550,1.3685519840691898e-08
6671580,1.4117272405981924e-08
6671610,1.4544249014148775e-08
6671640,1.4967404870350534e-08
6671670,1.5385147969888286e-08
6671700,1.579875191897938e-08
6671730,1.6205987909994328e-08
6671760,1.6608766351495854e-08
6671790,1.700549523798049e-08
6671820,1.7397448175390425e-08
6671850,1.7783351559122753e-08
6671880,1.81622501855347e-08
6671910,1.8535417660266978e-08
6671940,1.890221718077046e-08
6671970,1.9261693542807034e-08
6672000,1.9614801950377988e-08
6672030,1.995963199450582e-08
6672060,2.029777568181716e-08
6672090,2.0628277807249325e-08
6672120,2.0950501566868538e-08
6672150,2.1264128557969245e-08
6672180,2.1569158779180443e-08
6672210,2.1865910630578803e-08
6672240,2.2153110504140513e-08
6672270,2.2431713602769986e-08
6672300,2.2700127916245312e-08
6672330,2.2958353442138754e-08
6672360,2.3206708579590517e-08
6672390,2.3444556522500095e-08
6672420,2.3671578866188746e-08
6672450,2.3887138803954263e-08
6672480,2.4092191537815463e-08
6672510,2.4285145055267472e-08
6672540,2.446599935247793e-08
6672570,2.463507282738356e-08
6672600,2.4792047074072425e-08
6672630,2.4923867608766218e-08
6672660,2.506237462065513e-08
6672690,2.5180503940506636e-08
6672720,2.5262017058412233e-08
6672750,2.5340664580932935e-08
6672780,2.5421540939113214e-08
6672810,2.5489999635001193e-08
6672840,2.5545403859473563e-08
6672870,2.5585206390078442e-08
6672900,2.5610044025395573e-08
6672930,2.5620235161964524e-08
6672960,2.5615461391899986e-08
6672990,2.5593812295772844e-08
6673020,2.5556561476583506e-08
6673050,2.5503390526093777e-08
6673080,2.5434299438339104e-08
6673110,2.5348333000203857e-08
6673140,2.5244854400708257e-08
6673170,2.5125774048305756e-08
6673200,2.4988544717512322e-08
6673230,2.4834440012101537e-08
6673260,2.4663141523733487e-08
6673290,2.4473694038968432e-08
6673320,2.4266415954514788e-08
6673350,2.4041625667337684e-08
6673380,2.3798049561508452e-08
6673410,2.353664283948358e-08
6673440,2.3256768690810505e-08
6673470,2.2958427110471896e-08
6673500,2.2641618093687643e-08
6673530,2.2305704830426363e-08
6673560,2.1950687316296947e-08
6673590,2.1577520755593337e-08
6673620,2.1185568339084835e-08
6673650,2.0773556452012388e-08
6673680,2.0344032313950228e-08
6673710,1.9894767102284124e-08
6673740,1.942703442610871e-08
6673770,1.89392422689666e-08
6673800,1.843298264379234e-08
6673830,1.7907300340692602e-08
6673860,1.7363787373750066e-08
6673890,1.6800214922036302e-08
6673920,1.621849340362572e-08
6673950,1.5618622819366132e-08
6673980,1.4999011155486352e-08
6674010,1.436252404095727e-08
6674040,1.370693265697249e-08
6674070,1.30331922155018e-08
6674100,1.2340665913867157e-08
6674130,1.1631264174449982e-08
6674160,1.0904668598831127e-08
6674190,1.01602423860383e-08
6674220,9.398940751070081e-09
6674250,8.620763700283874e-09
6674280,7.826666449897514e-09
6674310,7.01601220125456e-09
6674340,6.18911936555471e-09
6674370,5.3475799669605976e-09
6674400,4.490438805441729e-09
6674430,0.16612733464455579
6674460,0.2324090483889322
6674490,0.3002751227144083
6674520,0.32065062980321823
6674550,0.32389649249887004
6674580,0.32268857102069215
6674610,0.320418852322632
6674640,0.3178975208163099
6674670,0.31531955461499145
6674700,0.3127309687139698
6674730,0.3101424739923148
6674760,0.3075571868045912
6674790,0.30497638091751067
6674820,0.30240167134660884
6674850,0.29983504907018355
6674880,0.29727531887447634
6674910,0.2947263327379307
6674940,0.2921859272216087
6674970,0.2896557832674251
6675000,0.28713404982290197
6675030,0.28462198300910746
6675060,0.2821198349210932
6675090,0.2796279797061791
6675120,0.2771468944358225
6675150,0.2746771704941544
6675180,0.27221949289037495
6675210,0.2697747346407989
6675240,0.26734308127972983
6675270,0.26492650087560066
6675300,0.2625262211650501
6675330,0.2601423514373262
6675360,0.2577773124691675
6675390,0.25543193585869595
6675420,0.2531085327527209
6675450,0.25080893786768677
6675480,0.24853517540548858
6675510,0.2462897860944576
6675540,0.24407541395373922
6675570,0.24189501903276905
6675600,0.23975145584993127
6675630,0.23764875721985096
6675660,0.2355986446381793
6675690,0.23359488187468191
6675720,0.23164132451271238
6675750,0.22974179400076608
6675780,0.22790006097122326
6675810,0.226119733489136
6675840,0.22440440532868985
6675870,0.22275628443298562
6675900,0.22117556554831289
6675930,0.22051673231699398
6675960,0.22030826627832686
6675990,0.22023088657835704
6676020,0.2202022949454959
6676050,0.22019169806039166
6676080,0.22018780995793868
6676110,0.22018640424955685
6676140,0.2201859273787089
6676170,0.22018579075017283
6676200,0.2201857795886986
6676230,0.22018581699470224
6676260,0.22018587115155955
6676290,0.22018593224622665
6676320,0.22018599579213466
6676350,0.220186060397194
6676380,0.22018612533962895
6676410,0.2201861904594259
6676440,0.22018625568200587
6676470,0.22018632093090246
6676500,0.22018638616551095
6676530,0.22018645135851334
6676560,0.2201865164897058
6676590,0.22018658154042245
6676620,0.22018664648957248
6676650,0.22018671131470963
6676680,0.22018677599347405
6676710,0.22015627657774467
6676740,0.2201113174915266
6676770,0.22008180317757273
6676800,0.22006338552987026
6676830,0.22005189707685063
6676860,0.22004452886110773
6676890,0.2200395860666596
6676920,0.22003610409539026
6676950,0.22003352338491397
6676980,0.22003151725728212
6677010,0.2200299135555832
6677040,0.2151423342399065
6677070,0.21531510258000022
6677100,0.2168608972229312
6677130,0.21778836047833497
6677160,0.21819331799005412
6677190,0.21835069154572667
6677220,0.21840876855273048
6677250,0.21843011387653902
6677280,0.21843768834391897
6677310,0.21844066657776812
6677340,0.2184420401942677
6677370,0.2184428554836446
6677400,0.21844348485298468
6677430,0.21754102552222776
6677460,0.21734855335906092
6677490,0.21769407567362983
6677520,0.21793053073548768
6677550,0.21803781408706405
6677580,0.21808001054019407
6677610,0.21809567348912462
6677640,0.2181013809987621
6677670,0.21810350610017717
6677700,0.21810436172253583
6677730,0.21810475446286764
6677760,0.21810497655477531
6677790,0.21810512788941172
6677820,0.21810524790602687
6677850,0.21810534980378757
6677880,0.21810543866586402
6677910,0.21810551686035418
6677940,0.21810558525596466
6677970,0.218105644363326
6678000,0.21810569436057708
6678030,0.21810572025692618
6678060,0.21810570207604268
6678090,0.21810563643107986
6678120,0.21810552511591014
6678150,0.21810536864842733
6678180,0.21810516814654873
6678210,0.21810492466072534
6678240,0.21810463885012932
6678270,0.21810431118426363
6678300,0.21810394204023711
6678330,0.21810353163438795
6678360,0.21810307992203762
6678390,0.21810258664447238
6678420,0.21810205138310512
6678450,0.21810147354350007
6678480,0.21810085233853774
6678510,0.21810018679725254
6678540,0.21809948167083237
6678570,0.2180987551672304
6678600,0.2180979922200427
6678630,0.21809716314353214
6678660,0.2180962536231739
6678690,0.21809526592823122
6678720,0.21809420909518312
6678750,0.21809309138403912
6678780,0.21809191732802885
6678810,0.21809068948285476
6678840,0.21808940901630972
6678870,0.21808807194481222
6678900,0.2180866708266315
6678930,0.21808519771637982
6678960,0.21808364721300566
6678990,0.21808201343077221
6679020,0.21808029243861662
6679050,0.21807848020162773
6679080,0.21807657306259765
6679110,0.21807456772299497
6679140,0.21807246119987628
6679170,0.21807025121853904
6679200,0.2180679381233304
6679230,0.21806552652860758
6679260,0.21806302587134974
6679290,0.218060450215552
6679320,0.2180578172704624
6679350,0.21805514759830916
6679380,0.21805246353917698
6679410,0.21804978793144766
6679440,0.21804714290317365
6679470,0.21804454872907153
6679500,0.21804202292210284
6679530,0.21803957979906774
6679560,0.21803723025221206
6679590,0.21803498190369883
6679620,0.21803283952682592
6679650,0.21803080542469422
6679680,0.2180288799217155
6679710,0.21802706189467513
6679740,0.2180253492797228
6679770,0.2180237388471694
6679800,0.21802222861294743
6679830,0.21802081011541766
6679860,0.2180194930391002
6679890,0.21801824587806604
6679920,0.2180171131478065
6679950,0.2180160171920562
6679980,0.21801506179971802
6680010,0.2180140956696573
6680040,0.21801331311314986
6680070,0.21801245956986456
6680100,0.21801177048023623
6680130,0.2180111200708572
