time,hvac_reaZonWes_TZon_y
6656820,294.2383599024677
6656850,294.23731113386657
6656880,294.2362600543162
6656910,294.23520657725646
6656940,294.2341506219729
6656970,294.2330921137574
6657000,294.23203098399404
6657030,294.23096717018075
6657060,294.22990061589644
6657090,294.2288312707227
6657120,294.2277590901299
6657150,294.2266840353341
6657180,294.2256060731313
6657210,294.22452517571537
6657240,294.22344132048306
6657270,294.2223544898312
6657300,294.2212646709437
6657330,294.22017185559434
6657360,294.21907603992753
6657390,294.21797722425185
6657420,294.2168754128354
6657450,294.21577061370687
6657480,294.2146628384617
6657510,294.21355210207383
6657540,294.2124384227167
6657570,294.21132182158925
6657600,294.2102023227509
6657630,294.2090799529637
6657660,294.20795474154255
6657690,294.20682672021303
6657720,294.20569592297693
6657750,294.2045623859852
6657780,294.2034261474179
6657810,294.202287247372
6657840,294.20114572775583
6657870,294.20000163218907
6657900,294.1988550059106
6657930,294.1977058956914
6657960,294.19655434975334
6657990,294.1954004176944
6658020,294.19424415041715
6658050,294.1930856000654
6658080,294.1919248199624
6658110,294.19076186455584
6658140,294.1895967893656
6658170,294.1884296509375
6658200,294.1872605067985
6658230,294.1860894154179
6658260,294.1849164361709
6658290,294.18374162930564
6658320,294.1825650559136
6658350,294.1813867779033
6658380,294.1802068579768
6658410,294.17902535960883
6658440,294.17784234702805
6658470,294.17665788520253
6658500,294.1754720398265
6658530,294.1742848773094
6658560,294.17309646476826
6658590,294.17190687002176
6658620,294.17071616158603
6658650,294.1695244086733
6658680,294.16833168119194
6658710,294.16713804975046
6658740,294.16594358566124
6658770,294.16474836094716
6658800,294.16355244835046
6658830,294.16235592134404
6658860,294.16115885414337
6658890,294.15996132172205
6658920,294.158763399828
6658950,294.1575651650033
6658980,294.15636669460434
6659010,294.1551680668257
6659040,294.153969360725
6659070,294.1527706562511
6659100,294.151572033443
6659130,294.150373574727
6659160,294.1491753631281
6659190,294.1479774825545
6659220,294.1467800179322
6659250,294.1455830552821
6659280,294.14438668177684
6659310,294.14319098579494
6659340,294.1419960569749
6659370,294.14080198627266
6659400,294.1396088660224
6659430,294.13841679000126
6659460,294.1372258534999
6659490,294.13603615339593
6659520,294.13484778823323
6659550,294.1336608583074
6659580,294.1324754657569
6659610,294.1312917398038
6659640,294.13010974262716
6659670,294.1289296130434
6659700,294.12775143408464
6659730,294.12657532944576
6659760,294.12540141732455
6659790,294.1242298115747
6659820,294.1230606320127
6659850,294.1218940015574
6659880,294.1207300472099
6659910,294.1195688993107
6659940,294.1184106918704
6659970,294.1172556311743
6660000,294.11610405668625
6660030,294.1149558888312
6660060,294.1138109472919
6660090,294.1126695972481
6660120,294.11153218952956
6660150,294.11039953940275
6660180,294.10927246473966
6660210,294.1081480519308
6660240,294.1070280876962
6660270,294.1059127923437
6660300,294.1048022203613
6660330,294.1036964404518
6660360,294.1025954912642
6660390,294.1014993691711
6660420,294.10040809228565
6660450,294.0993218271845
6660480,294.09824058330634
6660510,294.0971643629085
6660540,294.0960932465515
6660570,294.0950273090387
6660600,294.0939666929888
6660630,294.09291150806985
6660660,294.0918619056452
6660690,294.0908180432759
6660720,294.0897801437933
6660750,294.08874969676657
6660780,294.08772463224994
6660810,294.0867056914096
6660840,294.08569344161384
6660870,294.0846880509101
6660900,294.0836896112194
6660930,294.08269811709465
6660960,294.0817134551794
6660990,294.0807353914585
6661020,294.079763570299
6661050,294.07803362831254
6661080,294.074988888427
6661110,294.0706896343967
6661140,294.06525716160985
6661170,294.05883296878187
6661200,294.0515290948052
6661230,294.0434571079323
6661260,294.0347424061548
6661290,294.02549730113503
6661320,294.0158193843909
6661350,294.00580093913374
6661380,293.99552389036484
6661410,293.985060720234
6661440,293.9744862478604
6661470,293.96385749226636
6661500,293.9532188166943
6661530,293.9426162546878
6661560,293.9320866183944
6661590,293.9216600952621
6661620,293.9113613657944
6661650,293.90120944903504
6661680,293.89121686078977
6661710,293.88139448350387
6661740,293.8717483137156
6661770,293.86228302426076
6661800,293.85300029409416
6661830,293.84391594618603
6661860,293.8349961083885
6661890,293.826248958901
6661920,293.8176740448829
6661950,293.8092661786444
6661980,293.8010195972472
6662010,293.79292831154606
6662040,293.7849854645062
6662070,293.77718515497634
6662100,293.7695212586309
6662130,293.76198730170177
6662160,293.75457744367424
6662190,293.74728679785466
6662220,293.7401108238727
6662250,293.7330453092781
6662280,293.7260863921287
6662310,293.7192305703908
6662340,293.71247469702996
6662370,293.7058159659477
6662400,293.6992518929352
6662430,293.6927802943244
6662460,293.68639926495234
6662490,293.68010715639423
6662520,293.6739025560202
6662550,293.6677842671871
6662580,293.6617512907248
6662610,293.65580280778414
6662640,293.64993816405
6662670,293.64415685528564
6662700,293.63845851414857
6662730,293.6328428982051
6662760,293.6273098790612
6662790,293.621859432524
6662820,293.61649162970906
6662850,293.61120662901055
6662880,293.60600466885364
6662910,293.60088606115585
6662940,293.5958511854262
6662970,293.5909004834385
6663000,293.58603445441895
6663030,293.58125365069577
6663060,293.5765586737608
6663090,293.57195017070023
6663120,293.56742883095455
6663150,293.56299538337345
6663180,293.558650593533
6663210,293.55439526128856
6663240,293.5502302184875
6663270,293.54615632694754
6663300,293.5421744766015
6663330,293.538285583783
6663360,293.53449059728325
6663390,293.5307904760141
6663420,293.5271862041697
6663450,293.52367878828255
6663480,293.5202692549999
6663510,293.5169586496553
6663540,293.5137480351526
6663570,293.5106384910051
6663600,293.5076311124675
6663630,293.50472165928113
6663660,293.5018996807884
6663690,293.4991543389187
6663720,293.4964760069287
6663750,293.493856573734
6663780,293.4912893473235
6663810,293.48876882631794
6663840,293.48629054854405
6663870,293.48385084727977
6663900,293.48144670658127
6663930,293.4790756343257
6663960,293.47673555978383
6663990,293.47442475171505
6664020,293.4721417527547
6664050,293.4698853266542
6664080,293.46765441649814
6664110,293.46544811108856
6664140,293.4632656178988
6664170,293.46110624142284
6664200,293.45896936581147
6664230,293.4568544409114
6664260,293.45476097102625
6664290,293.4526885058461
6664320,293.450636633076
6664350,293.44860497250124
6664380,293.4465931711776
6664410,293.4446008994983
6664440,293.4426278479707
6664470,293.4406737245685
6664500,293.43873825255065
6664530,293.4368211686588
6664560,293.43492222161643
6664590,293.43304117088195
6664620,293.43117778560116
6664650,293.4293318437283
6664680,293.42750313128124
6664710,293.4256914417122
6664740,293.42389657536586
6664770,293.42211833902076
6664800,293.4203565454896
6664830,293.41861101327453
6664860,293.41688156627055
6664890,293.41516803350004
6664920,293.4134702488867
6664950,293.41178805104823
6664980,293.41012128312013
6665010,293.40846979259175
6665040,293.4068334311646
6665070,293.40521205461823
6665100,293.40360552269505
6665130,293.40201369898915
6665160,293.4004364508465
6665190,293.39887364927245
6665220,293.39732516884334
6665250,293.39579088762474
6665280,293.3942706870913
6665310,293.3927644520541
6665340,293.3912720705843
6665370,293.38979343394493
6665400,293.38832843651915
6665430,293.38687697651807
6665460,293.3854389505201
6665490,293.38401426692616
6665520,293.3826028302934
6665550,293.38120454909966
6665580,293.37981933506643
6665610,293.3784471025661
6665640,293.37708776848854
6665670,293.3757412521974
6665700,293.3744074754764
6665730,293.3730863624559
6665760,293.37177783953996
6665790,293.370481835328
6665820,293.36919828053664
6665850,293.36792710792105
6665880,293.3666682521938
6665910,293.3654216499455
6665940,293.3641872395599
6665970,293.36296496113425
6666000,293.36175475639465
6666030,293.3605565686129
6666060,293.35937034252254
6666090,293.3581960242354
6666120,293.35703356115755
6666150,293.35588290190583
6666180,293.3547439962259
6666210,293.35361679490836
6666240,293.35250124970935
6666270,293.35139731326996
6666300,293.35030493903645
6666330,293.3492240811847
6666360,293.3481546945445
6666390,293.34709673452636
6666420,293.34605015705074
6666450,293.3450149184795
6666480,293.34399097555104
6666510,293.342978285317
6666540,293.3419768050846
6666570,293.3409864923583
6666600,293.34000730479045
6666630,293.33903920013074
6666660,293.3380821361838
6666690,293.33713607076794
6666720,293.3362009616807
6666750,293.33527676666756
6666780,293.3343634433962
6666810,293.33346094943585
6666840,293.33256924224
6666870,293.33168827913823
6666900,293.330818017328
6666930,293.3299584138774
6666960,293.3291094257288
6666990,293.32827100971207
6667020,293.32744312256017
6667050,293.32662572093096
6667080,293.32581876143905
6667110,293.32502220068596
6667140,293.3242359953005
6667170,293.3234601019869
6667200,293.3226944775706
6667230,293.32194080233296
6667260,293.32120249168327
6667290,293.3204828390578
6667320,293.3197845800611
6667350,293.3191098471628
6667380,293.3184602347752
6667410,293.3178368914553
6667440,293.31724060877247
6667470,293.31667189692695
6667500,293.3161310459795
6667530,293.3156181741389
6667560,293.31513326620916
6667590,293.3146762038988
6667620,293.314246789038
6667650,293.3138447618146
6667680,293.3134698150468
6667710,293.3131216053322
6667740,293.31279976174386
6667770,293.3125038926027
6667800,293.31223359074124
6667830,293.311988437584
6667860,293.31176800629987
6667890,293.311571864226
6667920,293.31139957471964
6667950,293.31125069855926
6667980,293.31112479499336
6668010,293.3110214225107
6668040,293.31094013939065
6668070,293.3108805040828
6668100,293.3108420754491
6668130,293.31082441290073
6668160,293.3108270764492
6668190,293.3108496266913
6668220,293.31089162474274
6668250,293.3109526321292
6668280,293.31103221064654
6668310,293.3111299221951
6668340,293.3112453285944
6668370,293.311377991383
6668400,293.3115274716068
6668430,293.31169332959894
6668460,293.31187512475276
6668490,293.312072415292
6668520,293.31228475803636
6668550,293.31251170816773
6668580,293.31275281899536
6668610,293.3130076417214
6668640,293.31327572520905
6668670,293.31355661575265
6668700,293.31384985685077
6668730,293.31415498898264
6668760,293.31447154938957
6668790,293.31479907186105
6668820,293.3151370865252
6668850,293.31548511964536
6668880,293.3158426934231
6668910,293.3162093258071
6668940,293.316584530309
6668970,293.31696781582696
6669000,293.3173586864765
6669030,293.3177566414276
6669060,293.31816117475637
6669090,293.3185717752979
6669120,293.3189879265112
6669150,293.31940910635467
6669180,293.3198347871693
6669210,293.32026443557424
6669240,293.3206975123716
6669270,293.3211334724624
6669300,293.3215717647735
6669330,293.3220118321969
6669360,293.3224531115402
6669390,293.32289503349074
6669420,293.3233370225913
6669450,293.32377849722974
6669480,293.3242188696424
6669510,293.3246575459312
6669540,293.32509392609575
6669570,293.32552740408005
6669600,293.32595736783526
6669630,293.32638319939736
6669660,293.32680429604727
6669690,293.3272200095946
6669720,293.32762969880724
6669750,293.3280327219202
6669780,293.3284284333095
6669810,293.3288161826636
6669840,293.32919531487556
6669870,293.32956517015964
6669900,293.3299250842622
6669930,293.3302743887229
6669960,293.3306124111601
6669990,293.33093847558536
6670020,293.33125190273296
6670050,293.3315520104128
6670080,293.3318381138815
6670110,293.3321095262395
6670140,293.33236555884287
6670170,293.33260552174204
6670200,293.3328287241386
6670230,293.3330344748661
6670260,293.3332220828896
6670290,293.333390857829
6670320,293.33354011050085
6670350,293.3336691534821
6670380,293.3337773016931
6670410,293.33386387299845
6670440,293.33392818883084
6670470,293.33396957482483
6670500,293.3339873614755
6670530,293.33398088480646
6670560,293.33394948705654
6670590,293.333892517375
6670620,293.3338093325341
6670650,293.33369929764905
6670680,293.3335617869045
6670710,293.3333961842937
6670740,293.3332018841964
6670770,293.33297829231117
6670800,293.3327248264902
6670830,293.3324415272079
6670860,293.33212942920966
6670890,293.33178968585844
6670920,293.3314233546315
6670950,293.33103140481785
6670980,293.3306146693538
6671010,293.33017387892414
6671040,293.3297096785344
6671070,293.32922264469414
6671100,293.3287133004344
6671130,293.32818212733235
6671160,293.3276295749851
6671190,293.3270560684985
6671220,293.3264620144045
6671250,293.3258478053375
6671280,293.3252138237124
6671310,293.32456044461406
6671340,293.3238880380503
6671370,293.3231969707065
6671400,293.3224876072926
6671430,293.32176031156376
6671460,293.32101544708513
6671490,293.3202533778006
6671520,293.3194744684457
6671550,293.31867908484077
6671580,293.3178675940873
6671610,293.3170403646903
6671640,293.3161977666211
6671670,293.31534017133356
6671700,293.3144679517494
6671730,293.31358148221017
6671760,293.3126811384176
6671790,293.3117672973523
6671820,293.3108403371889
6671850,293.30990063720054
6671880,293.3089485776616
6671910,293.3079845397485
6671940,293.3070089054398
6671970,293.30602205741843
6672000,293.3050243789759
6672030,293.30401625391755
6672060,293.30299806647537
6672090,293.3019702012173
6672120,293.3009330429679
6672150,293.29988697672877
6672180,293.2988323876013
6672210,293.2977696607189
6672240,293.2966991811768
6672270,293.29562133397036
6672300,293.29453650393356
6672330,293.2934450756849
6672360,293.29234743357154
6672390,293.2912439616217
6672420,293.2901350434965
6672450,293.289021062448
6672480,293.28790240127677
6672510,293.286779442294
6672540,293.28565256728695
6672570,293.28452215748473
6672600,293.28338859352925
6672630,293.28225199706554
6672660,293.281113281282
6672690,293.27997261679167
6672720,293.27883015863546
6672750,293.27768645389955
6672780,293.2765423009269
6672810,293.2753981406768
6672840,293.27425441977834
6672870,293.2731115885926
6672900,293.2719700999225
6672930,293.2708304080177
6672960,293.269692967789
6672990,293.26855823418373
6673020,293.26742666168724
6673050,293.26629870392844
6673080,293.265174813364
6673110,293.26405544102823
6673140,293.2629410363365
6673170,293.2618320469307
6673200,293.2607289185599
6673230,293.2596320949884
6673260,293.2585420180597
6673290,293.25745912727
6673320,293.2563838601038
6673350,293.2553166518992
6673380,293.2542579358406
6673410,293.2532081429656
6673440,293.2521677021771
6673470,293.25113704026575
6673500,293.2501165819377
6673530,293.2491067498486
6673560,293.2481079646422
6673590,293.24712064506036
6673620,293.24614520780256
6673650,293.24518206775684
6673680,293.244231637998
6673710,293.2432943298453
6673740,293.24237055292303
6673770,293.2414607152242
6673800,293.2405652231764
6673830,293.23968448324655
6673860,293.2388189114561
6673890,293.2379688719936
6673920,293.2371346678685
6673950,293.23631661563263
6673980,293.2355150529634
6674010,293.2347303274929
6674040,293.2339627951738
6674070,293.2332128189018
6674100,293.2324807673619
6674130,293.2317670141054
6674160,293.2310719366452
6674190,293.23039591587997
6674220,293.2297393355052
6674250,293.22910258157054
6674280,293.2284860421329
6674310,293.2278901069896
6674340,293.2273151674837
6674370,293.22676161628954
6674400,293.2262298473996
6674430,293.19287596711445
6674460,293.1166589496127
6674490,293.0306941479054
6674520,292.96170971307043
6674550,292.9289046112058
6674580,292.92643722640616
6674610,292.9405051906857
6674640,292.9604539537107
6674670,292.98025586675743
6674700,292.99711337335486
6674730,293.01017401186266
6674760,293.0195274923052
6674790,293.02561936987405
6674820,293.0276916752104
6674850,293.0246485799142
6674880,293.01790940710794
6674910,293.0084466371523
6674940,292.99717632331186
6674970,292.9847058854807
6675000,292.9714838866249
6675030,292.9578193760119
6675060,292.9439540250254
6675090,292.9300375506665
6675120,292.9161934740147
6675150,292.90250531457235
6675180,292.8890109323686
6675210,292.8757527214053
6675240,292.86274801293786
6675270,292.850009755658
6675300,292.8375476983918
6675330,292.8253586875163
6675360,292.81344146487754
6675390,292.80179422506217
6675420,292.7904100370217
6675450,292.77928393418773
6675480,292.7684099756584
6675510,292.7577810576973
6675540,292.7473901505158
6675570,292.73722967376074
6675600,292.7272928619799
6675630,292.7175717012429
6675660,292.7079876099964
6675690,292.69853603448286
6675720,292.68927636468146
6675750,292.68033430224534
6675780,292.6718863694946
6675810,292.6640959490289
6675840,292.65708761170595
6675870,292.6509171282897
6675900,292.6455892289498
6675930,292.6410991194092
6675960,292.6372949411369
6675990,292.63406101577976
6676020,292.63131647403355
6676050,292.62898721736406
6676080,292.62699917078925
6676110,292.6252817235946
6676140,292.6237729418616
6676170,292.62242246873285
6676200,292.6211915449352
6676230,292.6200519507724
6676260,292.61898339108586
6676290,292.61797179899537
6676320,292.61700740795425
6676350,292.6160836598685
6676380,292.61519582225077
6676410,292.6143406903896
6676440,292.61351574067555
6676470,292.6127190580563
6676500,292.6119491737497
6676530,292.61120489261737
6676560,292.61048518877544
6676590,292.6097891539011
6676620,292.609115973229
6676650,292.6084649125925
6676680,292.6078353089845
6676710,292.60736862763144
6676740,292.6073445421283
6676770,292.60747076203796
6676800,292.60722246075795
6676830,292.60573983986103
6676860,292.6020351564776
6676890,292.5953498533595
6676920,292.58537393104126
6676950,292.57228082799287
6676980,292.556608495399
6677010,292.5391013315139
6677040,292.5256760262722
6677070,292.5196541947569
6677100,292.51454242817715
6677130,292.5074652682963
6677160,292.4979661414879
6677190,292.48663419911287
6677220,292.4742111905093
6677250,292.4613138241281
6677280,292.448380437678
6677310,292.4357391133846
6677340,292.4236119590231
6677370,292.4121452500491
6677400,292.4014451834808
6677430,292.39325483393117
6677460,292.38916940629764
6677490,292.3845411450776
6677520,292.3796684734233
6677550,292.41991638563394
6677580,292.47616241501254
6677610,292.5247123236957
6677640,292.5674557960043
6677670,292.6057681320175
6677700,292.6406546997069
6677730,292.6728590617746
6677760,292.7029451981268
6677790,292.7313228744139
6677820,292.7582741583791
6677850,292.7838378848599
6677880,292.80799770057735
6677910,292.8307371865018
6677940,292.85205241376605
6677970,292.8719840247253
6678000,292.89059971208496
6678030,292.9079722729099
6678060,292.92417210629554
6678090,292.9392685539709
6678120,292.9533316493391
6678150,292.966431333721
6678180,292.9786355427392
6678210,292.990008703416
6678240,293.00061105687934
6678270,293.0104985401671
6678300,293.01972289174114
6678330,293.0283318361482
6678360,293.0363693191288
6678390,293.0438757740705
6678420,293.0508883963653
6678450,293.0574414143194
6678480,293.06356635589776
6678510,293.06939123595777
6678540,293.0763861907467
6678570,293.08513584858053
6678600,293.09499107849325
6678630,293.10525744142103
6678660,293.11545712481836
6678690,293.12528873354535
6678720,293.13456109914125
6678750,293.14315375969903
6678780,293.1509860822699
6678810,293.15803064450205
6678840,293.1642848218043
6678870,293.169762025091
6678900,293.17448978200787
6678930,293.1785067181954
6678960,293.18185901735194
6678990,293.184596426713
6679020,293.18676993096994
6679050,293.1884300689585
6679080,293.18962668808587
6679110,293.1904096592312
6679140,293.1908287279437
6679170,293.19093063943
6679200,293.19075755904265
6679230,293.1903469261735
6679260,293.1897300629581
6679290,293.1889343706074
6679320,293.1879863150014
6679350,293.1866697709168
6679380,293.184544361822
6679410,293.18170323806083
6679440,293.17829025892803
6679470,293.17443409322084
6679500,293.17025087596403
6679530,293.16584551960915
6679560,293.16131050428237
6679590,293.1567258446905
6679620,293.1521606726647
6679650,293.1476741211231
6679680,293.14331630139236
6679710,293.139132624699
6679740,293.1351605993291
6679770,293.13142798695344
6679800,293.1279558927813
6679830,293.1247570519316
6679860,293.1218409515451
6679890,293.1192074944616
6679920,293.1168592822529
6679950,293.1147858588121
6679980,293.11298680235257
6680010,293.1114430283063
6680040,293.1101546183256
6680070,293.109095266044
6680100,293.10825541763495
6680130,293.1076187033734
6680160,293.1071945167428
6680190,293.1069242043958
6680220,293.1068542652102
6680250,293.10692826595385
6680280,293.1071397322861
6680310,293.1074818999198
6680340,293.1079467397581
6680370,293.10853216700866
6680400,293.10918196790243
6680430,293.1099162366348
6680460,293.11072057829426
6680490,293.11159203152334
6680520,293.1125197208236
6680550,293.11349682094135
6680580,293.1145154656878
6680610,293.11556816084294
6680640,293.1166485163751
6680670,293.1177509961357
6680700,293.11887065808
6680730,293.1200030483035
6680760,293.1211441486259
6680790,293.1222903519397
6680820,293.12343844509996
6680850,293.1245855876511
6680880,293.12572928778576
6680910,293.1268673781381
6680940,293.1279979924756
6680970,293.12911954365904
6681000,293.1302307028059
6681030,293.1313303795005
6681060,293.132417702985
6681090,293.1334920043397
6681120,293.13455279967707
6681150,293.1355997743593
6681180,293.1366327682343
6681210,293.13765176186763
6681240,293.1386568637533
6681270,293.13964829848015
6681300,293.14062639583756
6681330,293.14159158083976
6681360,293.1425443646471
6681390,293.14348533636144
6681420,293.1444151556756
6681450,293.1453345463533
6681480,293.14624429052674
6681510,293.1471452237924
6681540,293.14803823109645
6681570,293.14892424340064
6681600,293.14980421454777
6681630,293.1509197840134
6681660,293.152460679394
6681690,293.15436944695614
6681720,293.1565710280488
6681750,293.15900663914135
6681780,293.1616256246153
6681810,293.1643831925829
6681840,293.1672406018557
6681870,293.1701632482854
6681900,293.1731222482256
6681930,293.17609113554266
6681960,293.17904855241204
6681990,293.1819761715958
6682020,293.1848581471744
6682050,293.187682768493
6682080,293.1904402713783
6682110,293.1931233987921
6682140,293.1957270792463
6682170,293.19824828596904
6682200,293.2006854228235
6682230,293.2030386389978
6682260,293.20530898108757
6682290,293.2074988991226
6682320,293.2096114459139
6682350,293.2116503023103
6682380,293.2136197401059
6682410,293.2155244450413
6682440,293.2173694161723
6682470,293.2191598747661
6682500,293.22090119304363
6682530,293.22259884068876
6682560,293.22425834710106
6682590,293.22588527045116
6682620,293.22748517527987
6682650,293.2290636171135
6682680,293.23062613507784
6682710,293.2321782520439
6682740,293.2337254827373
6682770,293.23527334925353
6682800,293.23682740388676
6682830,293.2383932588816
6682860,293.23997662338337
6682890,293.24158334940233
6682920,293.24321948552995
6682950,293.2448913541895
6682980,293.2466056296131
6683010,293.24836940896853
6683040,293.2501902905882
6683070,293.2520764690144
6683100,293.25403684868417
6683130,293.2560811711102
6683160,293.2582201465148
6683190,293.26046556667126
6683220,293.2628303947846
6683250,293.2653287264721
6683280,293.2679756328672
6683310,293.27078665036436
6683340,293.27377685708234
6683370,293.27695916760115
6683400,293.28034184916567
6683430,293.2839250930434
6683460,293.287697463442
6683490,293.2912662022923
6683520,293.2941825010309
6683550,293.2963046656292
6683580,293.29769315272955
6683610,293.2984724377343
6683640,293.29876270721
6683670,293.29866118815005
6683700,293.2982461819521
6683730,293.29758160175277
6683760,293.29672249991245
6683790,293.2957154805216
6683820,293.2946012643892
6683850,293.2934139092691
6683880,293.2921826912083
6683910,293.2909315427755
6683940,293.28968074100754
6683970,293.2884467978613
6684000,293.2872436422415
6684030,293.28608257968534
6684060,293.28472591812624
6684090,293.28023014649636
6684120,293.2698907135287
6684150,293.25471184178997
6684180,293.23743953238005
6684210,293.2205637284539
6684240,293.20555105719893
6684270,293.1929950172287
6684300,293.1829170469797
6684330,293.17508455751715
6684360,293.1691500362025
6684390,293.16475088247194
6684420,293.16155380731453
6684450,293.1592757513611
6684480,293.15768177738727
6684510,293.156585774911
6684540,293.1558435455685
6684570,293.1553477684036
6684600,293.15501920058966
6684630,293.15480004426735
6684660,293.1546516096847
6684690,293.1545462456761
6684720,293.15446733077124
6684750,293.1544029345713
6684780,293.15434666512914
6684810,293.1542967191059
6684840,293.1542535477255
6684870,293.1542164449544
6684900,293.1541841529944
6684930,293.15415542132376
6684960,293.1541294120343
6684990,293.15410556475075
6685020,293.15408342821297
6685050,293.154062663847
6685080,293.15404290231913
6685110,293.15402374798964
6685140,293.1540048454072
6685170,293.1539859343459
6685200,293.15396692097886
6685230,293.1537705474037
6685260,293.1533492591899
6685290,293.1529058227224
6685320,293.1525069930131
6685350,293.15217644111914
6685380,293.1519139930053
6685410,293.15171148440106
6685440,293.1515573561064
6685470,293.15144124296256
6685500,293.1513539698424
6685530,293.15128781653954
6685560,293.1512372217057
6685590,293.1511983786517
6685620,293.1511683621127
6685650,293.1511447261854
6685680,293.15112560764646
6685710,293.15110981339836
6685740,293.1510965882418
6685770,293.1510853552596
6685800,293.1510755773934
6685830,293.15106688901983
6685860,293.1510590022428
6685890,293.1510518506464
6685920,293.1510451602986
6685950,293.1510390487629
6685980,293.1510330008234
6686010,293.1510276877835
6686040,293.151022067534
6686070,293.1510170155644
6686100,293.15101185111564
6686130,293.1510070721068
6686160,293.1510021782122
6686190,293.15099755640966
6686220,293.150992840536
6686250,293.1509883269175
6686280,293.1509837212571
6686310,293.1509792670122
6686340,293.15097472121533
6686370,293.1509702944195
6686400,293.1509657689248
6686430,293.1509612088747
6686460,293.1509560606625
6686490,293.15095003751816
6686520,293.1509425379835
6686550,293.1509335576144
6686580,293.15092287535936
6686610,293.15091085328004
6686640,293.1508975181466
6686670,293.15088315524343
6686700,293.1508680121507
6686730,293.15085235457195
6686760,293.1508364159032
6686790,293.1508204183715
6686820,293.1508045733665
6686850,293.15078904800606
6686880,293.1507739257987
6686910,293.150759208308
6686940,293.15074486921975
6686970,293.1507309073899
6687000,293.1507173577658
6687030,293.1507042718773
6687060,293.15069169981894
6687090,293.1506796824953
6687120,293.1506682493251
6687150,293.1506574162373
6687180,293.15064718537946
6687210,293.15063754753606
6687240,293.1506284863672
6687270,293.15061998192357
6687300,293.1506120124961
6687330,293.1506045551613
6687360,293.15059758617764
6687390,293.1505910815894
6687420,293.15058501795755
6687450,293.1505793727825
6687480,293.15057412464944
6687510,293.15056925326047
6687540,293.1505647395574
6687570,293.1505605657014
6687600,293.15055671509475
6687630,293.1505531722631
6687660,293.1505499228147
6687690,293.1505469533355
6687720,293.15054425140346
6687750,293.15054180548447
6687780,293.15053960486387
6687810,293.15053763941853
